accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-137	FLT	6	1145	1145	1	0	0.0008733624454148472	0.02726193550732537	0.814819728512904	0.7050388288192785	0.24918500911309882		0.07829059829059828	C2cd4c	1.0
OSD-137	FLT	2	3451	3451	0	0	0.0	-0.003080833626568414		0.6290829172910345	0.18275113758975717	0.0	1.0		1.0
OSD-137	FLT	0	4303	3218	0	0	0.0	0.06374356096609543		0.7278663254119865	0.29447929455301475	0.0	1.0		1.0
OSD-137	FLT	3	2261	2261	0	0	0.0	-0.01817174740492518		0.5518729435503198	2.6459285790566462	0.0	1.0		1.0
OSD-137	FLT	4	2063	2063	0	0	0.0	-0.014149477882625576		0.5509787597559266	0.5529484805690574	0.0	1.0		1.0
OSD-137	FLT	7	858	858	0	0	0.0	-0.002416147153212453		0.554340055331832	0.4142576689972835	0.0	1.0		1.0
OSD-137	FLT	8	817	817	0	0	0.0	-0.027222667385522422		0.5596756637679984	3.766375644946837	0.0	1.0		1.0
OSD-137	FLT	9	425	425	0	0	0.0	-0.012748449518123295		0.5388143479225308	0.9238587837355502	0.0	1.0		1.0
OSD-137	FLT	5	1154	335	0	0	0.0	0.03969976562990394		0.6249141864737375	0.3037614284223104	0.0	1.0		1.0
OSD-137	FLT	13	47	47	0	0	0.0	0.03941619374361396		0.6125948651192598	5.222373339652455	0.0	1.0		1.0
OSD-137	FLT	14	3	3	0	0	0.0	-0.1268593846609579		1.0917280695121299	18.43001898452951	0.0	1.0		1.0
OSD-137	FLT	1	3929	1	0	0	0.0	-2.37796498719699		2.87796835650546	0.3092508948612023	0.0	1.0		1.0
OSD-137	FLT	15	1	1	0	0	0.0	2.93194483956916		3.7424752776669	48.138648787087504	0.0	1.0		1.0
OSD-137	GC	3	1537	1537	1	0	0.0006506180871828237	0.006828649988818477	0.814819728512904	0.7123248164313838	0.2524046794073079		0.10509401709401711	C2cd4c	1.0
OSD-137	GC	0	9179	3241	0	0	0.0	0.08669121201927163		0.7175500360973631	0.2979184882159282	0.0	1.0		1.0
OSD-137	GC	1	2292	2292	0	0	0.0	-0.00865100840409413		0.5753917139174703	0.2683200283945483	0.0	1.0		1.0
OSD-137	GC	2	2023	2023	0	0	0.0	-0.007657192892347838		0.6409863318470355	0.1883527208628931	0.0	1.0		1.0
OSD-137	GC	4	1436	1436	0	0	0.0	-0.013130901064824136		0.5439961837491091	0.5371270342596351	0.0	1.0		1.0
OSD-137	GC	5	1150	1150	0	0	0.0	-0.01431627174480316		0.5566768011714986	0.8345296415224001	0.0	1.0		1.0
OSD-137	GC	6	806	806	0	0	0.0	-0.037943583785852796		0.5633109392931173	3.11614448644127	0.0	1.0		1.0
OSD-137	GC	7	788	788	0	0	0.0	-0.017379080890337222		0.548296312373097	1.1592588766881475	0.0	1.0		1.0
OSD-137	GC	8	634	634	0	0	0.0	-0.020536566853260493		0.5521432094905451	1.6127540768307584	0.0	1.0		1.0
OSD-137	GC	9	376	376	0	0	0.0	-0.0306939317711634		0.5476825213379176	2.0912706365349196	0.0	1.0		1.0
OSD-137	GC	10	339	339	0	0	0.0	-0.03120432339687051		0.626045555013076	11.484369994469564	0.0	1.0		1.0
OSD-137	GC	14	3	3	0	0	0.0	-0.1268593846609579		1.0917280695121299	18.43001898452951	0.0	1.0		1.0
