direction	term	clean_term	study_count	accessions	best_dgea_fdr_bh	best_glare_fdr_bh	mean_wald_stat_shift_mean	example_glare_clusters
down_in_flight	REACTOME_METABOLISM_OF_MRNA	Metabolism Of Mrna	2	OSD-168,OSD-245	6.352671334638611e-13	1.9008263152441185e-36	-0.6222287330800595	GC7;FLT8;FLT3;GC5;FLT10;FLT9;GC12;GC9;FLT4;GC8;GC5;FLT7
down_in_flight	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	Tca Cycle And Respiratory Electron Transport	2	OSD-168,OSD-245	8.171549891692899e-09	2.6171792564917875e-34	-0.8033267012066585	GC7;FLT8;FLT3;GC5;FLT9;FLT4;GC8;GC5;FLT7
down_in_flight	REACTOME_SIGNALING_BY_PDGF	Signaling By Pdgf	2	OSD-137,OSD-168	1.3948601327077208e-08	4.89829529584799e-07	-0.5283811394377994	GC5;FLT4;FLT2;GC4;GC8;FLT4;FLT3;GC9;GC5;GC4
down_in_flight	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Immunoregulatory Interactions Between A Lymphoid And A Non Lymphoid Cell	2	OSD-245,OSD-379	5.244026863553384e-08	0.0016577725321972	-1.2020883502309407	FLT2;GC0;GC8;GC3;GC11;FLT4
down_in_flight	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	Activation Of The Mrna Upon Binding Of The Cap Binding Complex And Eifs And Subsequent Binding To 43S	2	OSD-168,OSD-245	8.15066731536455e-08	5.0320686969467365e-27	-1.1490373680090213	GC7;FLT8;GC8;FLT7;FLT4;GC5
down_in_flight	REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	Lipid Digestion Mobilization And Transport	2	OSD-137,OSD-168	2.0827425269584044e-07	1.8811730775555147e-11	-0.8626695964154589	FLT7;GC8;FLT4;GC5;GC10;GC6;FLT8;FLT3
down_in_flight	REACTOME_PHOSPHOLIPID_METABOLISM	Phospholipid Metabolism	2	OSD-137,OSD-168	4.104615763209667e-07	5.574131156155021e-06	-0.4209691271118198	GC5;FLT4;FLT2;GC8;GC4;FLT7;FLT3;GC5;GC9;GC6;FLT9;GC7;FLT4
down_in_flight	REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	Formation Of The Ternary Complex And Subsequently The 43S Complex	2	OSD-168,OSD-245	4.7006480026144335e-07	3.25728072545599e-23	-1.208466724092602	GC7;FLT8;GC8;FLT4;FLT7;GC5
down_in_flight	REACTOME_TOLL_RECEPTOR_CASCADES	Toll Receptor Cascades	2	OSD-137,OSD-168	9.522763192572874e-07	9.767587983458316e-05	-0.4397440025747068	FLT2;GC4;GC5;FLT4;FLT4;GC4;GC9;FLT3;GC5
down_in_flight	REACTOME_SIGNALING_BY_EGFR_IN_CANCER	Signaling By Egfr In Cancer	2	OSD-137,OSD-168	1.0949072119003597e-06	1.280691049784277e-07	-0.41086588949011277	GC5;FLT4;FLT2;GC4;FLT3;FLT4;GC8;GC9;GC5;GC4;FLT8;GC7
down_in_flight	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	Downstream Signal Transduction	2	OSD-137,OSD-168	1.1313554178541936e-06	2.1949718070581526e-08	-0.43416453271158506	GC5;FLT4;FLT2;GC4;FLT4;FLT3;GC8;GC9;GC5;GC4;GC7
down_in_flight	REACTOME_LIPOPROTEIN_METABOLISM	Lipoprotein Metabolism	2	OSD-137,OSD-168	1.2903520767650253e-06	5.443043099762354e-14	-1.038516827230012	FLT7;GC8;GC10;GC6;FLT3;FLT8
down_in_flight	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	Mitochondrial Protein Import	2	OSD-168,OSD-245	1.775561754342211e-06	3.5550511794319994e-05	-1.1111067202435898	FLT4;GC5;GC4;FLT2;GC8;GC7;GC5;FLT3;GC9;FLT8
down_in_flight	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Slc Mediated Transmembrane Transport	2	OSD-137,OSD-379	2.2686911906254267e-06	0.00105280984175	-0.3572699429562932	FLT8;GC9;GC9;GC10
up_in_flight	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	Antigen Processing Ubiquitination Proteasome Degradation	2	OSD-379,OSD-48	3.469954438721846e-06	2.545205257996007e-17	0.491457595461739	GC3;FLT7;FLT5;GC2;FLT9;FLT11;GC5;FLT6;FLT5;GC6;FLT3;GC4
down_in_flight	REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	Nfkb And Map Kinases Activation Mediated By Tlr4 Signaling Repertoire	2	OSD-137,OSD-168	4.296955162696161e-06	0.0022714656855842	-0.5187093006636969	GC5;FLT4;FLT2;GC4;GC9;GC4;FLT3;FLT4
down_in_flight	REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	Myd88 Mal Cascade Initiated On Plasma Membrane	2	OSD-137,OSD-168	6.494457673263619e-06	0.0008874940515962	-0.45389950687415304	FLT4;GC4;GC9;FLT2;GC5;GC4;FLT4
down_in_flight	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Cytokine Signaling In Immune System	2	OSD-168,OSD-463	8.903886518068174e-06	0.0002281341794657	-0.49564989391176095	FLT4;GC5;FLT2;GC4;GC7;FLT2;GC3;GC9;GC4;FLT4
down_in_flight	REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	Traf6 Mediated Induction Of Nfkb And Map Kinases Upon Tlr7 8 Or 9 Activation	2	OSD-137,OSD-168	9.416729373152808e-06	0.0023709542494523	-0.48619138831465736	FLT4;GC4;GC9;FLT3;FLT2;GC5;GC4;FLT4
up_in_flight	REACTOME_MITOTIC_G1_G1_S_PHASES	Mitotic G1 G1 S Phases	2	OSD-379,OSD-48	1.0040772436576033e-05	3.79813392431202e-09	0.40335019805188554	GC5;FLT6;FLT3;GC3;FLT7;GC3;GC6;FLT5;FLT1
up_in_flight	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	Host Interactions Of Hiv Factors	2	OSD-379,OSD-48	1.0354298524090336e-05	3.6811682810076106e-15	0.580683576913211	GC5;FLT6;FLT5;GC6;GC3;FLT7;FLT5;FLT11;GC2;GC9;FLT10
down_in_flight	REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	Signaling By Insulin Receptor	2	OSD-137,OSD-168	1.0999684857478375e-05	1.532058292989921e-07	-0.4444132358787469	GC5;FLT4;GC4;FLT2;FLT3;GC8;GC5;GC9;FLT4;GC7
down_in_flight	REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	Chylomicron Mediated Lipid Transport	2	OSD-137,OSD-168	1.2318280731898182e-05	3.7276563031453225e-12	-1.1260644273175182	FLT7;GC8;GC10;FLT3
down_in_flight	REACTOME_SIGNALING_BY_ERBB2	Signaling By Erbb2	2	OSD-137,OSD-168	2.8162178314115188e-05	2.3266015601496358e-07	-0.378519913506243	GC5;FLT4;FLT2;GC4;FLT3;GC7;GC8;GC9;FLT4;GC6;GC5
down_in_flight	REACTOME_DEVELOPMENTAL_BIOLOGY	Developmental Biology	2	OSD-137,OSD-168	2.958367676154444e-05	9.586332197077796e-06	-0.2469102461013557	FLT4;GC4;FLT2;GC5;GC8;FLT3;FLT4;GC4;GC6;GC8;GC5
down_in_flight	REACTOME_CHOLESTEROL_BIOSYNTHESIS	Cholesterol Biosynthesis	2	OSD-245,OSD-463	4.8090096708597865e-05	1.119665947525712e-05	-1.613564122608869	GC4;FLT4;GC7
down_in_flight	REACTOME_INNATE_IMMUNE_SYSTEM	Innate Immune System	2	OSD-168,OSD-463	4.8090096708597865e-05	0.0002195242527414	-0.5878333405477701	GC2;FLT1;FLT7;FLT4;GC5;FLT2;GC8;GC4;FLT6;GC4;GC7;GC1;FLT2
down_in_flight	REACTOME_SIGNALING_BY_ERBB4	Signaling By Erbb4	2	OSD-137,OSD-168	5.5427187622555435e-05	4.055285195106421e-05	-0.4136227543794594	GC5;FLT4;FLT7;GC8;FLT2;FLT3;GC8;GC6;GC9;FLT8
up_in_flight	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	Transport Of Mature Transcript To Cytoplasm	2	OSD-245,OSD-379	6.998073667262766e-05	2.2734973364185452e-05	0.9183481895977819	FLT5;GC6;FLT9;FLT3;GC4;GC9;FLT1;FLT3;GC2
down_in_flight	REACTOME_INTERFERON_GAMMA_SIGNALING	Interferon Gamma Signaling	2	OSD-245,OSD-463	7.08928101222276e-05	0.0097497277463235	-1.0558864053476924	GC3;GC6
down_in_flight	REACTOME_METABOLISM_OF_CARBOHYDRATES	Metabolism Of Carbohydrates	2	OSD-137,OSD-168	8.245569129953484e-05	3.5067767295207203e-08	-0.3101127816503025	GC8;FLT7;FLT4;FLT2;FLT3;GC10;GC6;GC5;GC9;FLT8;FLT9
up_in_flight	REACTOME_PROTEIN_FOLDING	Protein Folding	2	OSD-379,OSD-48	8.54718791685565e-05	1.4542075458601968e-06	0.9220480952224042	GC5;FLT6;FLT8;FLT7;GC3
up_in_flight	REACTOME_APOPTOSIS	Apoptosis	2	OSD-379,OSD-48	0.0001057615647391623	4.942765815320101e-20	0.5069947478555273	FLT7;GC3;GC2;FLT8;GC5;FLT6;FLT5;FLT3;GC6
up_in_flight	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	Class I Mhc Mediated Antigen Processing Presentation	2	OSD-379,OSD-48	0.0001360398507267293	6.6671721075594064e-18	0.42834040549680874	GC3;FLT7;FLT5;GC2;FLT9;GC5;FLT6;FLT5;GC6;FLT3;GC4;FLT9;FLT8
down_in_flight	REACTOME_SIGNALING_BY_ILS	Signaling By Ils	2	OSD-168,OSD-463	0.000138640454904971	0.0002478311312561	-0.7181988959551127	GC5;FLT4;FLT2;GC4;FLT4;GC7;FLT2;GC9;GC4
down_in_flight	REACTOME_SPHINGOLIPID_METABOLISM	Sphingolipid Metabolism	2	OSD-137,OSD-168	0.0001590487919824409	0.0001416015210442	-0.612512240245259	GC5;FLT9;FLT3;GC8;FLT2;GC4;GC5
up_in_flight	REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	Prefoldin Mediated Transfer Of Substrate To Cct Tric	2	OSD-379,OSD-48	0.00016509361979691	7.150350160879924e-07	1.2514982958351772	GC5;FLT6;FLT7;GC3
up_in_flight	REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	Loss Of Nlp From Mitotic Centrosomes	2	OSD-245,OSD-379	0.00016509361979691	0.0009936679345516	0.9167307098788657	GC2;GC5;FLT1;FLT3;GC7;GC5
up_in_flight	REACTOME_CHOLESTEROL_BIOSYNTHESIS	Cholesterol Biosynthesis	2	OSD-379,OSD-48	0.00017400381952922	1.325215319500838e-06	1.5696708643115087	FLT10;GC9;GC3;FLT5;GC5;GC6
up_in_flight	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	Recruitment Of Mitotic Centrosome Proteins And Complexes	2	OSD-245,OSD-379	0.00019871596699076513	5.9340593627096824e-05	0.8200653857473534	GC2;FLT1;GC5;FLT3;GC7;GC5;FLT6
up_in_flight	REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	Transport Of Mature Mrna Derived From An Intronless Transcript	2	OSD-245,OSD-379	0.00019871596699076513	0.001560600235725	1.0614137420787348	GC6;FLT9;FLT5;FLT1
down_in_flight	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	Antigen Processing Cross Presentation	2	OSD-168,OSD-245	0.00020652902971062228	8.952912142658238e-17	-0.5916763329717333	FLT4;GC5;GC8;FLT7;GC5;GC7;FLT3;FLT9;FLT8;GC9;FLT10
down_in_flight	REACTOME_AXON_GUIDANCE	Axon Guidance	2	OSD-137,OSD-168	0.00035071875403271834	7.778738965164415e-05	-0.2849064280787995	FLT4;GC5;GC4;FLT3;FLT4;GC4;GC6;GC8
down_in_flight	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	Glycosphingolipid Metabolism	2	OSD-137,OSD-168	0.00037980836449375775	0.0017170557778291	-0.8265273315327699	GC5;FLT9;GC1;FLT2;FLT2;GC4
up_in_flight	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Downstream Signaling Events Of B Cell Receptor Bcr	2	OSD-379,OSD-48	0.0004827569433485237	1.4939268779913871e-18	0.5327107136843663	GC3;FLT7;FLT5;GC2;FLT11;GC5;FLT6;FLT5;GC6;FLT3
down_in_flight	REACTOME_SEMAPHORIN_INTERACTIONS	Semaphorin Interactions	2	OSD-137,OSD-168	0.0007209612996041067	0.0001573605783893	-0.4786508490195234	GC6;FLT8;FLT3;GC8;FLT4;GC5;FLT7
down_in_flight	REACTOME_PI3K_CASCADE	Pi3K Cascade	2	OSD-168,OSD-48	0.0008849536341168516	0.0012704820702199	-0.630050625729601	GC5;FLT4;GC4;FLT2;GC2;GC3;FLT11;FLT5
down_in_flight	REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	Alpha Linolenic Acid Ala Metabolism	2	OSD-168,OSD-379	0.0009265005395287243	2.9010644594359463e-10	-1.5617279219614346	GC8;FLT7;GC9;FLT8
up_in_flight	REACTOME_MRNA_3_END_PROCESSING	Mrna 3 End Processing	2	OSD-245,OSD-379	0.0009785800282716384	0.0001316833149616	0.9864280557847462	FLT5;GC4;GC6;FLT3;GC5;FLT1;GC2;GC9;FLT3
down_in_flight	REACTOME_PEROXISOMAL_LIPID_METABOLISM	Peroxisomal Lipid Metabolism	2	OSD-168,OSD-379	0.0009838292980925676	2.5448944448872273e-08	-1.1370530944506063	GC8;FLT7;GC9;FLT8
down_in_flight	REACTOME_SMOOTH_MUSCLE_CONTRACTION	Smooth Muscle Contraction	2	OSD-137,OSD-168	0.0011056345521308474	0.0023234557619828	-0.7341703520828775	FLT8;FLT4;GC5
down_in_flight	REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	Hdl Mediated Lipid Transport	2	OSD-137,OSD-168	0.0013319273629067202	7.249415462532958e-07	-1.0645988810346743	FLT7;GC8;FLT3
up_in_flight	REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	Cleavage Of Growing Transcript In The Termination Region 	2	OSD-245,OSD-379	0.0014371781405259545	6.139812453311544e-05	0.8926326942657655	FLT1;GC2;GC9;FLT3;FLT5;GC6;FLT3;GC4
down_in_flight	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	N Glycan Trimming In The Er And Calnexin Calreticulin Cycle	2	OSD-168,OSD-463	0.001716900746897936	5.660478219177036e-07	-1.6896412176144673	GC4;FLT4;FLT7;GC8;GC5;FLT4
down_in_flight	REACTOME_IRON_UPTAKE_AND_TRANSPORT	Iron Uptake And Transport	2	OSD-137,OSD-168	0.0018076382549471867	0.0143395800478189	-0.5502115776575637	GC5;FLT3;FLT4;FLT7;FLT2;FLT4
down_in_flight	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Interferon Alpha Beta Signaling	2	OSD-245,OSD-379	0.001912269263532754	0.0073964982182429	-0.6815628551012474	FLT4;FLT7
down_in_flight	REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	Class A1 Rhodopsin Like Receptors	2	OSD-379,OSD-463	0.002003389152597702	2.486985710950494e-16	-0.5541703528175268	FLT0;GC1;GC0;FLT10;FLT8;FLT0;GC2;FLT10;GC0;FLT2;GC1
down_in_flight	REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	Glycerophospholipid Biosynthesis	2	OSD-137,OSD-168	0.0020413191949445993	7.214883621438165e-06	-0.41540434537603643	GC8;FLT7;GC5;FLT4;GC6;FLT8;FLT3;GC9
down_in_flight	REACTOME_GPCR_LIGAND_BINDING	Gpcr Ligand Binding	2	OSD-137,OSD-379	0.0025669278336643746	5.780885146457204e-21	-0.3286179434776459	GC0;FLT1;FLT0;FLT0;GC2;FLT10;FLT2;GC0;GC1
down_in_flight	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	Costimulation By The Cd28 Family	2	OSD-168,OSD-379	0.0029723431712044297	0.0025306403526091	-0.6552846910518052	FLT5;GC8;GC5;GC5;FLT4
up_in_flight	REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	Processing Of Intronless Pre Mrnas	2	OSD-245,OSD-379	0.0029819000640543434	0.0004336688302573	1.3029089500235136	FLT1;GC2;GC4;FLT3
up_in_flight	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	Traf6 Mediated Irf7 Activation	2	OSD-137,OSD-379	0.0032216328549754137	3.905607436734226e-06	1.0512886892198134	FLT4;GC1;FLT5;FLT1
up_in_flight	REACTOME_POL_SWITCHING	Pol Switching	2	OSD-137,OSD-379	0.0033069222101256204	0.0008385876896037	1.2776671365090033	FLT2;GC2;FLT1;GC3
up_in_flight	REACTOME_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	2	OSD-245,OSD-379	0.003877085329679532	1.403592693000463e-05	0.6061207747256533	GC5;FLT6;FLT8;GC9;FLT3;GC5;GC7;FLT8;FLT3;FLT1;FLT9
down_in_flight	REACTOME_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	2	OSD-168,OSD-463	0.0039039984744896864	6.148732325218607e-06	-0.5851160793008267	GC4;FLT4;FLT6;FLT1;GC3;GC9;FLT7;GC5;FLT4;GC8;FLT2;GC4
down_in_flight	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	Calnexin Calreticulin Cycle	2	OSD-168,OSD-463	0.004110741018266814	1.2581583725089023e-06	-1.8229047542169279	GC4;FLT4;FLT7;GC8
down_in_flight	REACTOME_SIGNAL_TRANSDUCTION_BY_L1	Signal Transduction By L1	2	OSD-137,OSD-168	0.004659579435434211	0.0019377645837815	-0.5002728412228035	FLT8;GC5;FLT4
up_in_flight	REACTOME_EXTENSION_OF_TELOMERES	Extension Of Telomeres	2	OSD-137,OSD-379	0.004702227745062724	5.173594276373178e-06	0.7793062826796278	FLT2;GC1;GC2;FLT1;GC3;GC4
down_in_flight	REACTOME_AMYLOIDS	Amyloids	2	OSD-137,OSD-168	0.006494278533404297	3.154623314485216e-11	-0.7587868280750774	GC2;FLT1;FLT11;FLT7;GC8;FLT1;GC10;GC0
up_in_flight	REACTOME_DNA_STRAND_ELONGATION	Dna Strand Elongation	2	OSD-137,OSD-379	0.0067891083003629666	4.6772279609766185e-06	0.7426356686690849	FLT1;GC3;GC7;FLT2;GC2;FLT7
down_in_flight	REACTOME_CD28_CO_STIMULATION	Cd28 Co Stimulation	2	OSD-168,OSD-379	0.007316049524044025	0.0044877024390057	-0.7912094166260762	FLT5;GC5;GC5;FLT4
down_in_flight	REACTOME_COLLAGEN_FORMATION	Collagen Formation	2	OSD-168,OSD-245	0.007690014349897214	0.0043180764095091	-0.5097980265680586	GC3;FLT8;FLT4
down_in_flight	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	Extracellular Matrix Organization	2	OSD-168,OSD-245	0.008369974945928556	0.0262473359092647	-0.4029236373202528	GC0;GC2
up_in_flight	REACTOME_LAGGING_STRAND_SYNTHESIS	Lagging Strand Synthesis	2	OSD-137,OSD-379	0.00923904316228126	0.000148466635994	0.9625111369721959	FLT2;GC2;FLT1;GC3
down_in_flight	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	Generation Of Second Messenger Molecules	2	OSD-245,OSD-379	0.009522082386990743	0.0002844399294124	-1.1179052451407927	GC8;FLT2;GC11
up_in_flight	REACTOME_GLUCOSE_METABOLISM	Glucose Metabolism	2	OSD-379,OSD-463	0.011894040436951563	5.367875686744089e-12	0.778116345733971	FLT8;GC9;GC5;FLT6;FLT6;GC4;FLT4
down_in_flight	REACTOME_IL1_SIGNALING	Il1 Signaling	2	OSD-168,OSD-463	0.012941025472957548	0.008837813148032	-0.719841762659962	GC7;FLT4;GC4;GC4;FLT2
down_in_flight	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	Cytochrome P450 Arranged By Substrate Type	2	OSD-137,OSD-379	0.015602964137880405	1.1231980384269731e-09	-0.5745481757388534	FLT8;GC9;GC10;FLT8;GC6
down_in_flight	REACTOME_METAL_ION_SLC_TRANSPORTERS	Metal Ion Slc Transporters	2	OSD-137,OSD-463	0.015602964137880405	0.0228830368586367	-1.1890743447101864	GC4;FLT3
down_in_flight	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	Processing Of Capped Intron Containing Pre Mrna	2	OSD-168,OSD-463	0.016944651269309316	2.1621607770084184e-10	-0.45698310825879496	FLT2;GC3;GC4;FLT1;FLT4;GC7;GC4;FLT2;FLT4;GC5;GC7;FLT5;GC3
down_in_flight	REACTOME_MRNA_PROCESSING	Mrna Processing	2	OSD-168,OSD-463	0.017389123422130472	1.119561613615997e-09	-0.4223295518784367	FLT2;GC3;FLT1;GC4;FLT4;GC7;GC2;FLT2;GC4;GC7;FLT4;GC5;FLT5;GC3;FLT8
up_in_flight	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	Processive Synthesis On The Lagging Strand	2	OSD-137,OSD-379	0.018961261972723235	0.0005784134701135	0.9135803385453027	FLT2;GC2;FLT1;GC3
down_in_flight	REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	Il 3 5 And Gm Csf Signaling	2	OSD-168,OSD-463	0.02115201226508718	0.0053743576937594	-0.735537940663934	FLT2;GC5;FLT4;FLT2
down_in_flight	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	G Alpha I Signalling Events	2	OSD-245,OSD-379	0.030865699404871355	9.336572471628966e-05	-0.40026582524143944	GC0;FLT0;FLT4;FLT0;GC2;FLT2;GC0
up_in_flight	REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	Destabilization Of Mrna By Brf1	2	OSD-137,OSD-379	0.03177231539112322	0.0017390359346238	0.940377767751018	GC1;GC7
up_in_flight	REACTOME_DARPP_32_EVENTS	Darpp 32 Events	2	OSD-379,OSD-463	0.038034054473701714	0.0005380650520403	1.0380229078538883	GC5;FLT5;FLT6;GC6;FLT4;GC4;GC7
up_in_flight	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	Respiratory Electron Transport	1	OSD-463	5.163915389080765e-21	1.670118715925054e-36	2.64727932812724	GC4;FLT6;FLT4
up_in_flight	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	Respiratory Electron Transport Atp Synthesis By Chemiosmotic Coupling And Heat Production By Uncoupling Proteins 	1	OSD-463	5.163915389080765e-21	1.3811182226087659e-34	2.60380470015284	GC4;FLT6;FLT4
up_in_flight	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	Tca Cycle And Respiratory Electron Transport	1	OSD-463	8.952473666398361e-20	3.546035850906249e-40	2.1065937828276278	GC4;FLT6;FLT4;GC7
down_in_flight	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Adaptive Immune System	1	OSD-168	3.1552251617775273e-12	1.7684953163796394e-20	-0.4316138188595756	FLT4;GC5;FLT2;GC4;GC7;GC8
down_in_flight	REACTOME_SIGNALLING_BY_NGF	Signalling By Ngf	1	OSD-168	9.945512723981898e-12	7.949968244946376e-12	-0.67032143752441	FLT4;GC5;FLT2;GC4
down_in_flight	REACTOME_GPCR_DOWNSTREAM_SIGNALING	Gpcr Downstream Signaling	1	OSD-379	1.9551012054142208e-11	3.5227505562828043e-22	-0.554593963070305	FLT4;FLT0;GC1;GC0;GC2;FLT10;FLT2
down_in_flight	REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	Ngf Signalling Via Trka From The Plasma Membrane	1	OSD-168	1.246650756898907e-10	2.042863295336868e-10	-0.7740859655011973	FLT4;GC5;FLT2;GC4
up_in_flight	REACTOME_MUSCLE_CONTRACTION	Muscle Contraction	1	OSD-379	3.7802229703363485e-10	0.0125665829785191	2.038690306335152	FLT6;GC5
down_in_flight	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	Metabolism Of Amino Acids And Derivatives	1	OSD-168	1.3948601327077208e-08	8.031258215438705e-35	-0.5794265557326836	GC8;FLT7;FLT4;GC5
up_in_flight	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	Mitochondrial Protein Import	1	OSD-463	2.3193089227831997e-08	5.5684587217003326e-08	2.274860346003007	FLT4;GC4;GC7;FLT2;FLT6
down_in_flight	REACTOME_SIGNALING_BY_GPCR	Signaling By Gpcr	1	OSD-379	5.1542608173664877e-08	1.0786587069785825e-21	-0.4294514709599847	FLT0;FLT4;GC1;GC2;GC0;FLT2;FLT10
up_in_flight	REACTOME_STRIATED_MUSCLE_CONTRACTION	Striated Muscle Contraction	1	OSD-379	1.097193613206005e-07	0.0076592120811289	2.5827290924313213	GC2;FLT3
down_in_flight	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	Class I Mhc Mediated Antigen Processing Presentation	1	OSD-168	3.812234600974038e-07	1.0675707814601935e-16	-0.4758132310184824	FLT4;GC5;FLT2;GC4;GC8;FLT7
down_in_flight	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Signaling By The B Cell Receptor Bcr	1	OSD-168	9.411848316157627e-07	1.2865072586939214e-15	-0.601285330002276	FLT4;GC5;FLT2;GC4
up_in_flight	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	Antigen Processing Cross Presentation	1	OSD-48	1.8990133977918491e-06	5.150238533934552e-19	0.772866479092497	FLT7;GC3;FLT10;FLT5
up_in_flight	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Interferon Alpha Beta Signaling	1	OSD-48	1.8990133977918491e-06	0.0448227650744796	1.1591944184901977	FLT5
down_in_flight	REACTOME_HIV_INFECTION	Hiv Infection	1	OSD-168	2.4398001992813554e-06	3.623038310796999e-12	-0.4960443980968538	FLT4;GC5;FLT2;GC3;FLT5;GC4;GC7
down_in_flight	REACTOME_MEMBRANE_TRAFFICKING	Membrane Trafficking	1	OSD-168	4.3736148354022336e-06	6.5848908514803996e-12	-0.5979788204150668	FLT4;GC5;GC4;GC8;FLT2
down_in_flight	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	Antigen Processing Ubiquitination Proteasome Degradation	1	OSD-168	7.434472907640734e-06	2.783669514142304e-15	-0.44840723638093477	FLT4;GC5;FLT2;GC4
up_in_flight	REACTOME_GLUCONEOGENESIS	Gluconeogenesis	1	OSD-463	1.1454454274603568e-05	1.461315610200172e-09	2.168633810666678	FLT6;GC4;FLT4
down_in_flight	REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Downstream Signaling Events Of B Cell Receptor Bcr	1	OSD-168	1.2318280731898182e-05	1.2469528656405917e-15	-0.6216888717111343	FLT4;GC5;FLT2;GC4
