accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-463	FLT	14	5	5	2	2	0.4	-0.9615253444384495	-2.228236551757385	2.0846101707667937	0.06802924203208538	3.1223784850727854	0.21445961742760702	Hcar2,2010106E10Rik	0.32168942614141055
OSD-463	FLT	13	7	7	2	1	0.2857142857142857	-0.5519066945245952	-1.1092446711880384	1.5393858704942738	43.77653150481792	1.8731310140636566	0.3565017147938728	Serpina1e,Mup20	0.4861387019916448
OSD-463	FLT	8	327	35	2	1	0.05714285714285714	-0.09620860646517732	-1.5856287454164695	1.254028304329923	0.09667341890508342	0.28317968732476506	0.9903890948124499	Ces2b,Cxcl14	1.0
OSD-463	FLT	9	107	1	1	1	1.0	-4.04703582300985	-4.04703582300985	3.19103031648865	0.07622476259184614		0.1760187475589116	Mrgpra2b	0.32168942614141055
OSD-463	FLT	12	11	11	1	0	0.09090909090909091	0.06481763296573885	0.66149372799627	0.9773694009486085	16.661729304560836	0.4679245283018868	0.8812158994338004	Scd1	1.0
OSD-463	GC	2	2794	2794	582	26	0.20830350751610593	0.01508586910302705	0.10731107614303852	1.731645118872029	0.14231254026043774	1.2952169044522808	6.287134046360303e-07	Rogdi,Cyp4a32,Inca1,Get4,Bcap29,Elac1,Acot3,Iqsec2,Col13a1,Taf1b	2.724424753422798e-06
OSD-463	GC	4	2087	2087	510	72	0.24436990896023	-0.06187539486728353	-0.17739193297406455	1.809373401568128	3.9525051101230497	1.6333558578217298	1.1560401895201183e-17	Cyp8b1,Saa2,Saa1,Abca8a,Apoa4,Slc17a2,Bhmt,Aco2,Hectd2os,St6gal1	1.5028522463761536e-16
OSD-463	GC	3	2268	2268	442	21	0.1948853615520282	-0.018297045787787403	-0.012351988515883849	1.6724288989551948	0.4183896787462177	1.1591444146491925	0.006167497983051748	Arsg,Aldh16a1,Glrx,Serpinh1,Agtr1a,Ktn1,Adgrf1,Ccnd1,Klhl5,Igsf11	0.01603549475593454
OSD-463	GC	5	1861	1860	272	99	0.14623655913978495	-0.05229441133593221	0.099254858295077	1.4234978987371651	0.07425830825775401	0.7796549781254143	0.9998925266616059	Treh,D7Ertd443e,Flvcr2,Kdf1,Trim80,1810010H24Rik,E330011O21Rik,Srrm4os,Cyp2c39,Cpt1b	1.0
OSD-463	GC	7	1353	1353	256	28	0.18920916481892092	-0.0320620759639499	-0.06326821457575312	1.657563586843174	0.7961913298528275	1.1020906691452028	0.09810410271564719	Cyp4a14,Rbm3,Atf5,Bcl6,Tmem120a,Scara5,Hspb1,Paox,H2-Aa,Lsm6	0.18219333361477336
OSD-463	GC	8	1222	1222	234	36	0.19148936170212766	0.015730027652445668	0.18332864585769046	1.6459306469046073	0.07779792033310216	1.119007031749414	0.07582221893775842	AI463170,Cntnap1,Cirbp,Cyp4a31,Smyd4,Ppp3cc,A530088E08Rik,Ciita,Mettl15,Oxld1	0.16428147436514326
OSD-463	GC	9	781	781	207	38	0.26504481434058896	0.0006729062440477102	-0.022443449016734677	1.8763146132330561	0.31704131598487895	1.745221792283144	1.2409726595452e-10	Slco1a4,Car14,Abcd1,Dpy19l3,Aqp4,Htatip2,H2-Eb1,Slc22a28,Pogk,Tstd3	8.0663222870438e-10
OSD-463	GC	0	3787	2963	185	137	0.062436719541005735	-0.02795923215932647	0.38846006143647976	1.0009507254986465	0.07967095847122671	0.2611970478645948	1.0	Tg,Olfr827,Hhipl2,Serpina3j,9930014A18Rik,Trpm5,A1bg,Cdk3,Ppil6,Gm10804	1.0
OSD-463	GC	6	1655	26	14	14	0.5384615384615384	1.9653198656746822	2.7274013373484465	2.7790159422846648	0.08541260711412339	5.484634448574969	3.052340418548692e-05	Sult3a1,Atp13a5,Krt79,Scg2,Cyp3a57,Shox2,Patl2,A530016L24Rik,Sdcbp2,Fbxw15	9.920106360283249e-05
OSD-463	GC	1	3129	1	1	1	1.0	4.29263802312066	4.29263802312066	3.13458722189039	0.08255765539243164		0.1760187475589116	Kel	0.28603046478323135
OSD-463	GC	12	3	3	1	0	0.3333333333333333	-0.850757181780859	-0.752670646259927	1.9132815753661034	40.64550587257515	2.34110247872734	0.4405853030599569	Mup20	0.6364009933088267
OSD-463	GC	13	2	2	0	0	0.0	-0.24506208302133703		0.561317260692715	41.720796427531724	0.0	1.0		1.0
OSD-463	GC	14	2	2	0	0	0.0	-0.4922116897337775		0.8392857784375415	0.3847039745296993	0.0	1.0		1.0
