accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-463	FLT	1	3043	3043	669	43	0.21984883338810385	0.01191220238941732	0.0731231238796409	1.763956896272082	0.3208709316972879	1.4241084310166028	2.3708303700678186e-12	Rogdi,Cntnap1,Cirbp,Cyp4a31,Inca1,Get4,Bcap29,Scara5,Elac1,Iqsec2	1.778122777550864e-11
OSD-463	FLT	0	9755	4572	397	215	0.086832895888014	-0.08175690657459937	-0.0610387235712851	1.1244237176363625	0.07691474117160596	0.34965190555170544	1.0	D7Ertd443e,Olfr827,Hhipl2,Ciita,Gm15348,2700046G09Rik,Itgax,Arv1,Sult3a1,Serpina3j	1.0
OSD-463	FLT	3	1837	1837	388	61	0.21121393576483397	-0.0035180921098725746	0.03379920943418472	1.7124064560790757	0.10852993628687306	1.295960170256183	1.9969763298499722e-05	Smyd4,Flvcr2,Kdf1,Trim80,1810010H24Rik,Ppp3cc,E330011O21Rik,A530088E08Rik,Srrm4os,Mettl15	9.984881649249861e-05
OSD-463	FLT	2	1921	1921	365	30	0.19000520562207185	-0.017100261281519702	-0.012981932488948427	1.6504309101916164	0.6914957731033167	1.1134078347370122	0.04651488624841979	Saa2,Cyp4a32,Saa1,Car14,Hectd2os,Aldh16a1,St6gal1,Abcd1,1810008I18Rik,Acot3	0.09967475624661383
OSD-463	FLT	4	1633	1633	330	28	0.20208205756276792	0.019308826503465493	0.08243145723584834	1.660289779964938	1.2963999838921343	1.211367584751927	0.0021792115133072746	Arsg,Rbm3,Atf5,Slco1a4,Abca8a,Slc17a2,Tmem120a,Glrx,Hs3st3b1,Steap4	0.006537634539921825
OSD-463	FLT	6	806	806	240	35	0.2977667493796526	0.0419807107960445	0.12722193473066343	2.0400325135676174	7.181586285658316	2.080904960763618	1.951272938398076e-18	Cyp4a14,Cyp8b1,Apoa4,Aco2,Cdo1,Mat1a,Saa4,Phb2,Abcb11,Gpt	2.926909407597114e-17
OSD-463	FLT	5	998	998	222	25	0.22244488977955912	0.01994792266219363	0.11657292299966203	1.8088381672607794	0.16048440462836241	1.3695535692034193	6.268392779801692e-05	AI463170,Treh,Bcl6,Cyp2c39,Serpinh1,Dpy19l3,Oxld1,Taf1b,Cpt1b,H2-Eb1	0.00023506472924256344
OSD-463	FLT	7	395	395	62	16	0.1569620253164557	0.0325004837511504	0.25936818507337933	1.546117544416368	0.07455597165746529	0.8685634915763606	0.8592622866957726	Tg,Nme4,Gm10433,Gask1a,Porcn,Stamos,Zfp937,Ssc4d,Spon1,Xrcc2	1.0
OSD-463	FLT	10	94	94	20	13	0.2127659574468085	0.12919093047625468	0.411201580317427	1.401586805527941	0.071515355374497	1.2671688081524146	0.20806059230495857	Gm10804,Osbp2,Slc4a1,Rnf186,Ccl2,Hsf2bp,Sema3g,Wfdc12,Nol3,Igsf10	0.32168942614141055
OSD-463	FLT	15	4	4	3	1	0.75	0.2775516089546157	0.472477017031442	4.330322498233148	36.73537255980139	14.058126619770455	0.01891963201754597	Bhmt,Aldob,Fabp1	0.047299080043864926
