key	citation	url
Finch2025	Finch et al. Spaceflight causes strain-dependent gene expression changes in the kidneys of mice.	https://doi.org/10.1038/s41526-025-00465-0
Siew2024	Siew et al. Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction.	https://doi.org/10.1038/s41467-024-49212-1
Hammond2018	Hammond et al. Effects of space flight on mouse liver versus kidney: gene pathway analyses.	https://doi.org/10.3390/ijms19124106
Horie2019	Horie et al. Down-regulation of GATA1-dependent erythrocyte-related genes in the spleens of mice exposed to space travel.	https://doi.org/10.1038/s41598-019-44067-9
Gridley2009	Gridley et al. Spaceflight effects on T lymphocyte distribution, function and gene expression.	https://doi.org/10.1152/japplphysiol.91126.2008
Martinez2015	Martinez et al. Spaceflight and simulated microgravity cause a significant reduction of key gene expression in early T-cell activation.	https://doi.org/10.1152/ajpregu.00449.2014
Hwang2015	Hwang et al. Post-spaceflight mouse splenocytes demonstrate altered activation properties and surface molecule expression.	https://doi.org/10.1371/journal.pone.0124380
Wu2024	Wu et al. Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight.	https://doi.org/10.1038/s41467-023-42013-y
Buchheim2026	Buchheim et al. Spaceflight alters the immune regulatory functions of neutrophil granulocytes on T lymphocytes.	https://doi.org/10.1016/j.isci.2025.114380
