scheme	accuracy_mean	accuracy_std	f1_mean	f1_std	roc_auc_mean	roc_auc_std
gene_grouped_kfold	0.9278976696738237	0.005538250968000158	0.9280728146504027	0.005677247454086229	0.9802294335762743	0.001836878538593497
random_kfold_glare	0.927656645241286	0.003517132637578907	0.9279598373452569	0.0036723026687328817	0.9797282144404684	0.0025629342991955297
