gene_id	location	flight_probability	mean_absolute_shap	sum_signed_shap
ENSMUSG00000035357	GC	1.9175502e-06	0.61725026	-13.166092
ENSMUSG00000028648	GC	2.0664786e-05	0.6172485	-10.788691
ENSMUSG00000002658	FLT	0.9999975	0.61721134	12.902935
ENSMUSG00000038894	GC	0.00013891706	0.6171824	-8.883143
ENSMUSG00000001506	GC	1.3556895e-06	0.61711156	-13.51284
ENSMUSG00000078532	GC	0.00012501905	0.6170939	-8.988566
ENSMUSG00000036446	GC	6.5887616e-06	0.6170879	-11.93177
ENSMUSG00000022216	GC	0.0051989136	0.6170407	-5.2557445
ENSMUSG00000044276	GC	0.00025657308	0.6170149	-8.269487
ENSMUSG00000027555	FLT	0.99999976	0.61700255	15.269695
ENSMUSG00000061032	GC	6.260331e-05	0.61693394	-9.680267
ENSMUSG00000020572	GC	0.0015966434	0.6169266	-6.4399033
ENSMUSG00000040428	GC	2.743552e-06	0.61692655	-12.807911
ENSMUSG00000019851	GC	0.0027248259	0.6168748	-5.9042706
ENSMUSG00000057342	GC	4.8639818e-06	0.61687034	-12.23528
ENSMUSG00000031376	GC	0.0006632443	0.6168655	-7.3193474
ENSMUSG00000021010	FLT	0.9995516	0.6168222	7.7078505
ENSMUSG00000040536	FLT	0.9998747	0.6168192	8.982947
ENSMUSG00000000568	FLT	0.9996112	0.6168118	7.8501863
ENSMUSG00000001995	FLT	0.9999752	0.61678845	10.601679
ENSMUSG00000022241	GC	0.00018042582	0.6167381	-8.621659
ENSMUSG00000028298	FLT	0.99459153	0.61672634	5.212716
ENSMUSG00000024653	FLT	0.99999857	0.6167176	13.422189
ENSMUSG00000024182	GC	8.842882e-05	0.6166791	-9.334867
ENSMUSG00000039016	FLT	0.9994276	0.6166542	7.4635873
ENSMUSG00000007038	FLT	0.9999887	0.6166136	11.388519
ENSMUSG00000027384	GC	3.3720178e-05	0.61659867	-10.299027
ENSMUSG00000038583	GC	0.0032356328	0.6165682	-5.7319365
ENSMUSG00000020780	GC	0.00011372457	0.6165431	-9.083262
ENSMUSG00000028798	GC	0.003378927	0.6165299	-5.688461
ENSMUSG00000026721	GC	5.6404802e-05	0.61651856	-9.784542
ENSMUSG00000087687	GC	0.00019946745	0.61651784	-8.521306
ENSMUSG00000040550	FLT	0.99976534	0.61647576	8.3554735
ENSMUSG00000025405	FLT	0.99996984	0.6164343	10.408589
ENSMUSG00000021660	FLT	0.9819012	0.6164164	3.9919977
ENSMUSG00000053303	FLT	0.9951609	0.61637646	5.324529
ENSMUSG00000040127	GC	0.008777192	0.6163358	-4.7284327
ENSMUSG00000055653	GC	1.0484652e-05	0.6162946	-11.467233
ENSMUSG00000042797	FLT	0.9974179	0.6162838	5.9549174
ENSMUSG00000027455	GC	0.00012895817	0.61626536	-8.957534
ENSMUSG00000003863	FLT	0.99999523	0.61623764	12.25664
ENSMUSG00000042845	GC	4.197982e-05	0.61623514	-10.079928
ENSMUSG00000028577	FLT	0.9999877	0.61621374	11.302637
ENSMUSG00000052040	FLT	0.99674857	0.6162098	5.723748
ENSMUSG00000029713	GC	1.9454697e-05	0.61618346	-10.849037
ENSMUSG00000032186	FLT	0.99998724	0.6161564	11.267661
ENSMUSG00000064308	GC	0.00010022797	0.616154	-9.209609
ENSMUSG00000030264	FLT	0.99988186	0.6161494	9.041736
ENSMUSG00000034312	GC	3.165275e-05	0.6161384	-10.362284
ENSMUSG00000029168	GC	0.0009532701	0.6161357	-6.9563065
ENSMUSG00000058435	FLT	0.9463693	0.61611915	2.8688612
ENSMUSG00000036087	FLT	0.99987483	0.6161159	8.984383
ENSMUSG00000032679	FLT	0.9996964	0.6160829	8.097764
ENSMUSG00000028228	GC	0.0007010074	0.61607885	-7.26394
ENSMUSG00000059408	GC	4.7058667e-05	0.61603034	-9.965722
ENSMUSG00000050777	GC	0.00022129925	0.61601394	-8.417421
ENSMUSG00000042359	GC	3.221159e-05	0.6160134	-10.344799
ENSMUSG00000035948	GC	0.00082645676	0.61598194	-7.0991855
ENSMUSG00000097129	GC	0.00052823033	0.6159368	-7.5470934
ENSMUSG00000027620	GC	0.018914878	0.61591494	-3.950358
ENSMUSG00000011096	FLT	0.9999883	0.6158724	11.351248
ENSMUSG00000009114	FLT	0.999998	0.615861	13.112009
ENSMUSG00000030259	FLT	0.99948704	0.6157894	7.573288
ENSMUSG00000016664	GC	5.060619e-05	0.6157202	-9.893027
ENSMUSG00000034353	FLT	0.9999608	0.61569035	10.144375
ENSMUSG00000052387	FLT	0.99999595	0.6156727	12.411304
ENSMUSG00000058258	GC	0.007339511	0.6156478	-4.9087677
ENSMUSG00000027109	GC	0.006416142	0.61559707	-5.044148
ENSMUSG00000023904	FLT	0.9999802	0.6155366	10.828698
ENSMUSG00000059430	FLT	0.99999976	0.61551523	15.247597
ENSMUSG00000028063	FLT	0.9972078	0.6154937	5.87648
ENSMUSG00000061887	GC	1.3839991e-06	0.6154851	-13.492171
ENSMUSG00000028463	GC	0.00011492537	0.6153988	-9.072764
ENSMUSG00000047976	FLT	0.99999917	0.6153771	14.059515
ENSMUSG00000023707	FLT	0.99999917	0.6153651	14.025013
ENSMUSG00000074994	GC	0.00047466715	0.61535096	-7.654067
ENSMUSG00000002103	GC	0.00018124831	0.6153472	-8.617106
ENSMUSG00000020614	FLT	0.9997681	0.61533946	8.367344
ENSMUSG00000013643	FLT	0.99942267	0.61526275	7.4548235
ENSMUSG00000034127	FLT	0.9999975	0.6152602	12.887886
ENSMUSG00000083022	GC	1.1775533e-05	0.61526006	-11.351122
ENSMUSG00000043342	FLT	0.9999995	0.61525494	14.46274
ENSMUSG00000024527	FLT	0.9886706	0.6152482	4.4673123
ENSMUSG00000034796	GC	1.4725551e-05	0.6152384	-11.127563
ENSMUSG00000083170	GC	0.00027885553	0.6152056	-8.186181
ENSMUSG00000061665	GC	0.0016112921	0.61517584	-6.430753
ENSMUSG00000050222	GC	1.4065158e-05	0.6150967	-11.173449
ENSMUSG00000034610	FLT	0.9989936	0.6150942	6.898679
ENSMUSG00000031595	FLT	0.99998903	0.61508846	11.415896
ENSMUSG00000044006	GC	3.7369897e-05	0.6150414	-10.196263
ENSMUSG00000042404	GC	5.1494488e-05	0.6150274	-9.875629
ENSMUSG00000036026	GC	4.699149e-05	0.61502206	-9.967134
ENSMUSG00000030317	FLT	0.99999976	0.6150173	15.278534
ENSMUSG00000078903	GC	0.0023007274	0.61499906	-6.0738697
ENSMUSG00000020893	FLT	0.9997304	0.61497	8.216776
ENSMUSG00000022338	FLT	0.99988043	0.6149627	9.0299835
ENSMUSG00000047686	FLT	0.9999995	0.6148621	14.682686
ENSMUSG00000026991	GC	0.001210288	0.61485577	-6.717337
ENSMUSG00000031731	FLT	0.99559766	0.6148283	5.41956
ENSMUSG00000047591	FLT	0.99999964	0.6148237	15.015655
ENSMUSG00000036892	FLT	0.9992631	0.61477184	7.2107306
ENSMUSG00000020295	GC	0.0011635742	0.6147712	-6.7567406
ENSMUSG00000030616	GC	4.2620295e-06	0.61474204	-12.367408
ENSMUSG00000030878	FLT	0.9999975	0.61470145	12.891533
ENSMUSG00000097368	GC	4.8861373e-05	0.6146947	-9.9281225
ENSMUSG00000026672	GC	0.00093576015	0.61465627	-6.9748683
ENSMUSG00000014402	GC	0.00507024	0.61465544	-5.2809315
ENSMUSG00000021037	GC	0.0033905646	0.61464596	-5.6850114
ENSMUSG00000006675	GC	6.88252e-05	0.6146326	-9.585521
ENSMUSG00000061068	FLT	1.0	0.6145671	16.830149
ENSMUSG00000028909	GC	0.0014283144	0.61454874	-6.551477
ENSMUSG00000030144	GC	8.58584e-05	0.61451626	-9.364373
ENSMUSG00000010608	FLT	0.9971601	0.6144768	5.8594737
ENSMUSG00000009030	FLT	0.999964	0.61442834	10.231859
ENSMUSG00000005161	FLT	0.99244153	0.6144139	4.875845
ENSMUSG00000052727	GC	3.1842987e-06	0.61439615	-12.6589155
ENSMUSG00000028417	GC	0.0002047957	0.6143826	-8.494936
ENSMUSG00000030074	FLT	0.9999951	0.61437696	12.215501
ENSMUSG00000022792	FLT	0.9999789	0.6143391	10.762829
ENSMUSG00000045854	FLT	0.99986196	0.6143336	8.885977
ENSMUSG00000026357	GC	4.1991796e-05	0.6143239	-10.079639
ENSMUSG00000003934	GC	0.0004010352	0.61431766	-7.822706
ENSMUSG00000018411	GC	0.00028672063	0.6142988	-8.158359
ENSMUSG00000035179	GC	7.9185826e-05	0.61425304	-9.4452915
ENSMUSG00000015776	FLT	0.99999225	0.6142259	11.765006
ENSMUSG00000051234	GC	0.00017883176	0.61419827	-8.630531
ENSMUSG00000022400	FLT	0.99988556	0.6141291	9.073323
ENSMUSG00000003344	FLT	0.99999404	0.614122	12.037498
ENSMUSG00000008668	GC	0.00088144274	0.6140933	-7.0347157
ENSMUSG00000078713	GC	0.005122893	0.6140802	-5.270549
ENSMUSG00000025613	FLT	0.9987715	0.6139622	6.699089
ENSMUSG00000029578	GC	0.0019363132	0.6139097	-6.2466836
ENSMUSG00000059108	GC	9.4056166e-05	0.61390275	-9.273179
ENSMUSG00000063651	FLT	0.99999964	0.61384946	14.860637
ENSMUSG00000062270	GC	0.0022011737	0.61384386	-6.1182127
ENSMUSG00000019936	FLT	0.9999962	0.6138344	12.460881
ENSMUSG00000039419	FLT	0.99999905	0.6137726	13.890838
ENSMUSG00000025812	GC	0.0019484236	0.6137447	-6.240431
ENSMUSG00000024173	GC	2.9565266e-05	0.61373895	-10.430531
ENSMUSG00000045475	FLT	0.99999964	0.6137162	14.702475
ENSMUSG00000067818	GC	0.00078589586	0.61370903	-7.1495466
ENSMUSG00000032091	FLT	0.99999976	0.6136825	15.239371
ENSMUSG00000021877	GC	0.001702592	0.6136679	-6.375552
ENSMUSG00000028961	FLT	0.9972146	0.6136437	5.878937
ENSMUSG00000038502	FLT	0.9999844	0.6136382	11.064749
ENSMUSG00000030762	GC	0.0022046377	0.61360455	-6.1166363
ENSMUSG00000055980	FLT	0.99063534	0.6135877	4.6597548
ENSMUSG00000039159	GC	0.008068084	0.6135442	-4.813389
ENSMUSG00000068739	GC	3.3654065e-05	0.6135212	-10.300978
ENSMUSG00000074874	GC	3.8242713e-05	0.61350656	-10.173164
ENSMUSG00000027405	FLT	0.9999937	0.6135005	11.96991
ENSMUSG00000021313	GC	0.0010148865	0.6134535	-6.8936086
ENSMUSG00000025270	FLT	0.99999833	0.61341506	13.332879
ENSMUSG00000099974	GC	0.000104584156	0.6133992	-9.167062
ENSMUSG00000007880	GC	2.8195167e-05	0.6133885	-10.477966
ENSMUSG00000058600	GC	7.390098e-05	0.6133765	-9.514356
ENSMUSG00000005950	FLT	0.9999994	0.6133585	14.396468
ENSMUSG00000039262	FLT	0.99881965	0.6133397	6.7391605
ENSMUSG00000052430	GC	5.1046904e-06	0.6133326	-12.186993
ENSMUSG00000056612	FLT	0.99999845	0.6133216	13.413805
ENSMUSG00000024773	GC	5.541874e-06	0.6133094	-12.104811
ENSMUSG00000033501	FLT	0.9390656	0.6132719	2.7334385
ENSMUSG00000047363	GC	0.005569951	0.6132445	-5.1864285
ENSMUSG00000032311	GC	1.0676167e-05	0.6132274	-11.449126
ENSMUSG00000020312	GC	3.3094136e-06	0.6132068	-12.620393
ENSMUSG00000029147	FLT	0.9996729	0.61312956	8.023198
ENSMUSG00000070407	GC	0.00036048004	0.6131037	-7.9293637
ENSMUSG00000074771	FLT	0.9999833	0.61309814	10.996222
ENSMUSG00000028042	FLT	0.9997867	0.61303556	8.450917
ENSMUSG00000085614	GC	2.7280588e-05	0.6130159	-10.510961
ENSMUSG00000027253	GC	0.0018968477	0.61301583	-6.2673135
ENSMUSG00000024424	FLT	0.9998543	0.6130038	8.832809
ENSMUSG00000060311	GC	0.0019046058	0.612989	-6.2632155
ENSMUSG00000026073	FLT	0.9999969	0.6129694	12.696434
ENSMUSG00000047786	GC	0.00020688296	0.6129566	-8.484803
ENSMUSG00000020434	GC	6.330141e-05	0.6129503	-9.669193
ENSMUSG00000003420	GC	0.0068967375	0.61292076	-4.971437
ENSMUSG00000020300	GC	0.0008462935	0.612907	-7.0754466
ENSMUSG00000021730	GC	6.1688006e-05	0.6129046	-9.695015
ENSMUSG00000027303	GC	0.0001293577	0.6129036	-8.954445
ENSMUSG00000020130	GC	3.855029e-05	0.6128798	-10.165147
ENSMUSG00000024640	FLT	0.9999293	0.6128662	9.556011
ENSMUSG00000047518	GC	7.5965745e-06	0.6128645	-11.789454
ENSMUSG00000040723	GC	2.9833684e-05	0.61284935	-10.421479
ENSMUSG00000019256	FLT	0.9998068	0.61284775	8.549857
ENSMUSG00000040687	FLT	0.99643624	0.61284286	5.6317334
ENSMUSG00000035186	GC	0.00025278662	0.61280984	-8.284356
ENSMUSG00000039735	FLT	0.99999404	0.6127824	12.018826
ENSMUSG00000020840	FLT	0.9998424	0.61275774	8.754078
ENSMUSG00000100291	FLT	0.9999994	0.6127552	14.372992
ENSMUSG00000055320	GC	0.0002727752	0.612736	-8.208237
ENSMUSG00000070923	FLT	0.99683255	0.61272883	5.750016
ENSMUSG00000022043	GC	6.700265e-06	0.6126935	-11.914983
ENSMUSG00000025873	GC	0.0001012159	0.61267257	-9.199797
ENSMUSG00000005202	GC	0.054803904	0.61265695	-2.8492794
ENSMUSG00000037503	FLT	0.9992636	0.6126191	7.2113757
ENSMUSG00000022568	GC	1.8428893e-06	0.61260927	-13.20581
ENSMUSG00000030946	GC	0.0018255466	0.6125733	-6.3056974
ENSMUSG00000039585	FLT	0.99872655	0.61256665	6.6630945
ENSMUSG00000090266	GC	8.4997664e-05	0.61253196	-9.374443
ENSMUSG00000073538	GC	4.7985217e-05	0.61250275	-9.946222
ENSMUSG00000020074	FLT	0.99987555	0.61249053	8.990155
ENSMUSG00000028497	FLT	0.99999714	0.6124804	12.76837
ENSMUSG00000029250	GC	0.00024262114	0.61247927	-8.325409
ENSMUSG00000011257	GC	8.031852e-05	0.612432	-9.4310665
ENSMUSG00000015852	GC	3.7122896e-05	0.6124278	-10.202884
ENSMUSG00000025133	FLT	0.99990606	0.6124236	9.271796
ENSMUSG00000106352	GC	4.6678135e-05	0.61234	-9.973831
ENSMUSG00000031715	FLT	0.9999336	0.61231774	9.617819
ENSMUSG00000031333	GC	0.0031320269	0.6123123	-5.7645864
ENSMUSG00000037656	GC	0.00037822052	0.6122683	-7.8813024
ENSMUSG00000054405	GC	1.9114766e-05	0.6122606	-10.866672
ENSMUSG00000072875	GC	0.00013454299	0.61225057	-8.91514
ENSMUSG00000055912	GC	3.8474695e-06	0.6122485	-12.469729
ENSMUSG00000073602	FLT	0.9999995	0.612248	14.675816
ENSMUSG00000052712	FLT	0.9969099	0.6122	5.7748146
ENSMUSG00000030155	FLT	0.99999976	0.612194	15.124505
ENSMUSG00000040374	GC	0.00015046378	0.6121893	-8.803281
ENSMUSG00000055065	GC	0.024355672	0.6121794	-3.6919813
ENSMUSG00000070394	GC	0.0012704543	0.6121657	-6.6687565
ENSMUSG00000027962	FLT	0.9992606	0.61214215	7.2072716
ENSMUSG00000086628	GC	2.5212005e-06	0.61211765	-12.892408
ENSMUSG00000024188	FLT	0.99990654	0.61211437	9.276736
ENSMUSG00000025494	FLT	0.9999987	0.6121115	13.562916
ENSMUSG00000030666	GC	0.0012000792	0.6120773	-6.7258124
ENSMUSG00000018379	FLT	0.9973291	0.6120423	5.9210424
ENSMUSG00000032915	FLT	0.9999434	0.6119537	9.7766285
ENSMUSG00000055214	FLT	0.9983602	0.6119325	6.4099336
ENSMUSG00000024131	GC	0.0008417776	0.61187226	-7.080801
ENSMUSG00000025133	GC	3.9109575e-05	0.6118673	-10.150742
ENSMUSG00000012819	FLT	0.9988211	0.61186403	6.7403965
ENSMUSG00000006369	GC	1.5817315e-06	0.61184615	-13.35863
ENSMUSG00000021832	GC	0.0013304739	0.6117823	-6.622533
ENSMUSG00000034634	FLT	0.9999695	0.6117536	10.395193
ENSMUSG00000026761	FLT	0.9999938	0.61173755	11.986447
ENSMUSG00000041653	FLT	0.9999018	0.6117135	9.227004
ENSMUSG00000018899	FLT	0.9946017	0.61171246	5.214621
ENSMUSG00000005355	FLT	0.9999994	0.6117123	14.295139
ENSMUSG00000054611	GC	0.00045897238	0.61166966	-7.687712
ENSMUSG00000021646	GC	0.00042419235	0.61160356	-7.7665496
ENSMUSG00000052144	GC	0.0005646766	0.6115513	-7.4803386
ENSMUSG00000041794	FLT	0.9998348	0.61153436	8.706429
ENSMUSG00000055493	GC	5.706291e-06	0.61152005	-12.075572
ENSMUSG00000058301	FLT	0.9992662	0.61151195	7.214832
ENSMUSG00000023020	FLT	0.99999833	0.6114826	13.281991
ENSMUSG00000024236	FLT	0.9905737	0.61147404	4.653126
ENSMUSG00000025354	FLT	0.99986994	0.61147374	8.945732
ENSMUSG00000044276	FLT	0.9999502	0.6114482	9.904143
ENSMUSG00000044080	FLT	0.9989556	0.61142385	6.861628
ENSMUSG00000021607	FLT	0.9998702	0.61140126	8.94739
ENSMUSG00000021764	FLT	0.99995065	0.61139405	9.916037
ENSMUSG00000041362	GC	9.951438e-05	0.6113765	-9.216751
ENSMUSG00000031070	FLT	0.99999964	0.61136055	14.865025
ENSMUSG00000096965	GC	0.007106649	0.61133224	-4.941238
ENSMUSG00000041959	FLT	0.99184906	0.61130047	4.7997866
ENSMUSG00000034610	GC	0.0073562865	0.6112973	-4.9064646
ENSMUSG00000057163	FLT	0.99999666	0.6112927	12.607953
ENSMUSG00000023073	GC	0.00034315587	0.61128837	-7.9786334
ENSMUSG00000050010	GC	5.83903e-05	0.61127657	-9.749952
ENSMUSG00000022770	FLT	0.9996644	0.6112653	7.9975367
ENSMUSG00000035429	GC	0.004379273	0.61124873	-5.428127
ENSMUSG00000042404	FLT	0.999995	0.61123663	12.19318
ENSMUSG00000111564	GC	0.00031807442	0.611233	-8.054556
ENSMUSG00000029103	GC	0.00015993862	0.6111891	-8.7422085
ENSMUSG00000059588	GC	0.0013743266	0.61117643	-6.590064
ENSMUSG00000098132	FLT	0.9999949	0.6111701	12.183767
ENSMUSG00000027104	FLT	0.9999305	0.6111161	9.572618
ENSMUSG00000034868	GC	0.00026306344	0.6111088	-8.244505
ENSMUSG00000032571	FLT	0.9999566	0.61108977	10.043502
ENSMUSG00000018930	GC	0.00093999587	0.6110873	-6.9703364
ENSMUSG00000050345	FLT	0.96770734	0.6110867	3.398445
ENSMUSG00000060093	GC	1.7741937e-06	0.6110799	-13.243805
ENSMUSG00000039615	GC	1.3512866e-06	0.61101675	-13.516087
ENSMUSG00000045871	FLT	0.9999993	0.6109638	14.167215
ENSMUSG00000042215	GC	3.460203e-05	0.61094695	-10.2732115
ENSMUSG00000008734	FLT	0.9999689	0.61094564	10.3780775
ENSMUSG00000028809	FLT	0.99988663	0.610927	9.082941
ENSMUSG00000022797	FLT	0.9999286	0.61088365	9.545062
ENSMUSG00000001829	GC	0.0007014878	0.6108611	-7.2632556
ENSMUSG00000040537	FLT	0.9980819	0.6108321	6.2528815
ENSMUSG00000048583	GC	3.784856e-06	0.61082816	-12.486147
ENSMUSG00000029075	GC	0.008816629	0.6108112	-4.7239056
ENSMUSG00000023267	GC	0.0005756354	0.61079127	-7.4611025
ENSMUSG00000098234	FLT	0.99998	0.6107775	10.814956
ENSMUSG00000041696	GC	3.2992204e-05	0.61077094	-10.320854
ENSMUSG00000069305	GC	0.000787245	0.61073875	-7.147833
ENSMUSG00000022285	GC	0.003190699	0.6107105	-5.7459674
ENSMUSG00000077698	GC	4.381364e-05	0.6106756	-10.037169
ENSMUSG00000044499	GC	0.0020522	0.6106742	-6.1884356
ENSMUSG00000038591	FLT	0.9986297	0.6106578	6.5896864
ENSMUSG00000053004	GC	8.2730905e-05	0.6106024	-9.401484
ENSMUSG00000062345	GC	0.00020651775	0.61055416	-8.486562
ENSMUSG00000022698	FLT	0.9970157	0.6105435	5.8097515
ENSMUSG00000036644	GC	0.004797186	0.6105364	-5.336565
ENSMUSG00000021111	GC	0.000739832	0.610501	-7.209994
ENSMUSG00000105096	FLT	0.9999305	0.6104959	9.572177
ENSMUSG00000022561	FLT	0.99999654	0.6104755	12.564774
ENSMUSG00000022947	FLT	0.99999917	0.61045736	14.000121
ENSMUSG00000030127	FLT	0.9999006	0.61045176	9.214352
ENSMUSG00000044927	GC	0.00011469218	0.6104326	-9.074793
ENSMUSG00000029203	FLT	0.9942549	0.6104222	5.1520014
ENSMUSG00000024563	FLT	0.999984	0.6103726	11.041098
ENSMUSG00000047842	GC	6.7398964e-06	0.61033064	-11.90912
ENSMUSG00000036062	GC	8.537605e-05	0.6103213	-9.370012
ENSMUSG00000033124	FLT	0.9999342	0.61026734	9.627253
ENSMUSG00000038886	GC	0.017671619	0.6102581	-4.019615
ENSMUSG00000038354	FLT	0.9999896	0.6102544	11.480193
ENSMUSG00000034875	FLT	0.9998771	0.61021435	9.00275
ENSMUSG00000052477	GC	8.187192e-05	0.61021274	-9.411917
ENSMUSG00000032348	GC	0.0009938646	0.6102075	-6.914566
ENSMUSG00000042258	FLT	0.9999939	0.61014915	11.9993
ENSMUSG00000018287	GC	2.6521975e-06	0.61010975	-12.841755
ENSMUSG00000118506	GC	0.00017575445	0.6100599	-8.647889
ENSMUSG00000031495	GC	0.0011441833	0.6100472	-6.7735624
ENSMUSG00000025907	FLT	0.9991049	0.61002475	7.0161
ENSMUSG00000036372	GC	0.00010198486	0.6100145	-9.192227
ENSMUSG00000020303	FLT	0.9999988	0.6099882	13.589691
ENSMUSG00000035754	GC	0.0009170417	0.6099864	-6.995089
ENSMUSG00000044359	GC	3.894928e-06	0.60994965	-12.457471
ENSMUSG00000028851	GC	0.00087364775	0.609926	-7.043607
ENSMUSG00000061576	GC	6.4943946e-05	0.6099119	-9.64357
ENSMUSG00000061286	FLT	0.9999989	0.6098911	13.796772
ENSMUSG00000097216	GC	0.023611004	0.6098244	-3.7237973
ENSMUSG00000026424	GC	1.6233445e-06	0.6097889	-13.332676
ENSMUSG00000035699	FLT	0.992547	0.6097556	4.890018
ENSMUSG00000068373	FLT	0.9999999	0.60974425	15.621578
ENSMUSG00000049577	FLT	0.99985576	0.60973644	8.841972
ENSMUSG00000022210	GC	0.015817886	0.6097194	-4.1323166
ENSMUSG00000029804	GC	0.00027729504	0.6096928	-8.1918
ENSMUSG00000064080	GC	8.53859e-06	0.609671	-11.672547
ENSMUSG00000020658	GC	1.0020839e-05	0.6096258	-11.512481
ENSMUSG00000075701	FLT	0.99952126	0.6096232	7.6422496
ENSMUSG00000015316	GC	0.00034454398	0.609601	-7.97459
ENSMUSG00000031948	FLT	0.9997135	0.60957307	8.155971
ENSMUSG00000030042	FLT	0.99995005	0.60955495	9.903813
ENSMUSG00000087466	FLT	0.99025095	0.60954446	4.619145
ENSMUSG00000040123	FLT	0.99941444	0.6095297	7.440687
ENSMUSG00000053329	FLT	0.99897456	0.60952425	6.879902
ENSMUSG00000037111	FLT	0.99996865	0.60952413	10.370464
ENSMUSG00000073063	GC	0.00031740105	0.60951066	-8.056673
ENSMUSG00000042616	FLT	0.9998841	0.6094698	9.060948
ENSMUSG00000023272	GC	0.0003147451	0.6094688	-8.065086
ENSMUSG00000116138	FLT	0.9999877	0.60946107	11.304737
ENSMUSG00000057716	GC	0.00016953517	0.6094316	-8.683926
ENSMUSG00000006498	GC	5.9860748e-05	0.6094281	-9.725069
ENSMUSG00000097852	GC	0.0034460416	0.6094075	-5.668722
ENSMUSG00000025082	FLT	0.99931455	0.60939485	7.283145
ENSMUSG00000042520	GC	7.330418e-05	0.6093929	-9.52246
ENSMUSG00000041560	FLT	0.99867415	0.6093824	6.6227202
ENSMUSG00000032038	GC	0.0008772948	0.6093755	-7.039439
ENSMUSG00000044162	GC	0.002690258	0.609375	-5.917067
ENSMUSG00000042567	FLT	0.9999486	0.6093552	9.875008
ENSMUSG00000024653	GC	0.030306127	0.60934407	-3.4672804
ENSMUSG00000009621	GC	0.00022540623	0.6093277	-8.399025
ENSMUSG00000051839	GC	4.18769e-06	0.6093133	-12.385012
ENSMUSG00000067702	GC	0.00026474823	0.6093088	-8.238118
ENSMUSG00000048807	FLT	0.99999833	0.609291	13.308235
ENSMUSG00000027133	GC	5.8163496e-05	0.6092701	-9.753823
ENSMUSG00000074359	FLT	0.9999745	0.6091886	10.575535
ENSMUSG00000092167	GC	0.008018292	0.60918677	-4.819626
ENSMUSG00000036368	GC	0.00027427365	0.6091616	-8.202759
ENSMUSG00000040152	FLT	0.99923694	0.60914534	7.175764
ENSMUSG00000039092	FLT	0.9999995	0.60911906	14.567054
ENSMUSG00000044783	FLT	0.9934098	0.60905707	5.013921
ENSMUSG00000059900	GC	0.00841044	0.6089773	-4.771482
ENSMUSG00000027380	GC	0.0019163697	0.60887456	-6.257046
ENSMUSG00000024785	GC	0.0013078793	0.60886633	-6.63969
ENSMUSG00000097882	GC	5.550459e-05	0.6088618	-9.800637
ENSMUSG00000027215	GC	3.7553556e-05	0.6088525	-10.191345
ENSMUSG00000022367	GC	1.1475681e-05	0.6088474	-11.376924
ENSMUSG00000053768	FLT	0.9861499	0.608835	4.2638702
ENSMUSG00000078808	GC	0.0033533543	0.60882133	-5.696082
ENSMUSG00000024962	GC	5.9237477e-06	0.608806	-12.038173
ENSMUSG00000001416	FLT	0.99977976	0.6087957	8.419102
ENSMUSG00000024308	FLT	0.99864835	0.6087331	6.6034102
ENSMUSG00000087166	GC	3.699418e-05	0.6087048	-10.206368
ENSMUSG00000046618	FLT	0.9999988	0.6086895	13.656904
ENSMUSG00000029859	GC	0.0021371066	0.6086829	-6.14781
ENSMUSG00000052915	FLT	0.99980444	0.6086806	8.537633
ENSMUSG00000027660	FLT	0.99999523	0.60865945	12.241415
ENSMUSG00000027900	FLT	0.9985954	0.6086533	6.564995
ENSMUSG00000040782	GC	0.00014696718	0.6086531	-8.826797
ENSMUSG00000028023	GC	2.4302537e-05	0.60862964	-10.6265545
ENSMUSG00000019179	FLT	0.9918617	0.6086257	4.8013473
ENSMUSG00000050627	FLT	0.99998045	0.60858655	10.841741
ENSMUSG00000051043	GC	0.0053143525	0.60856783	-5.2336626
ENSMUSG00000020994	FLT	0.99768114	0.60855454	6.0627465
ENSMUSG00000046008	FLT	0.9996406	0.6084958	7.9289513
ENSMUSG00000031584	GC	0.004162886	0.60843456	-5.4790244
ENSMUSG00000022656	FLT	0.9997415	0.6084176	8.258792
ENSMUSG00000036591	GC	0.010648822	0.6083749	-4.5332456
ENSMUSG00000022314	FLT	0.9985967	0.6083619	6.565902
ENSMUSG00000034544	FLT	0.9999385	0.60833997	9.693883
ENSMUSG00000020022	FLT	0.9945951	0.60832745	5.2133727
ENSMUSG00000040037	GC	0.00017884983	0.60831714	-8.630436
ENSMUSG00000028841	FLT	0.9999999	0.6082851	16.356585
ENSMUSG00000062031	FLT	0.9997738	0.60827976	8.392072
ENSMUSG00000039501	FLT	0.99092275	0.6082597	4.6912107
ENSMUSG00000035354	FLT	0.9983374	0.60822725	6.3960567
ENSMUSG00000026888	GC	0.00029768134	0.60815287	-8.120833
ENSMUSG00000026791	FLT	0.99999523	0.6081515	12.259223
ENSMUSG00000020097	GC	0.00039431656	0.6081033	-7.839612
ENSMUSG00000041355	FLT	0.9999548	0.60808873	10.002229
ENSMUSG00000026571	FLT	0.9991441	0.6080558	7.0608397
ENSMUSG00000089762	GC	4.8888105e-06	0.6080538	-12.230211
ENSMUSG00000006764	GC	0.014589275	0.6080252	-4.2144217
ENSMUSG00000034850	FLT	0.9997491	0.607988	8.288733
ENSMUSG00000054031	FLT	0.96306545	0.6079874	3.259324
ENSMUSG00000031994	GC	0.00019743449	0.6079638	-8.531548
ENSMUSG00000061306	GC	0.0001992196	0.60796046	-8.522548
