space	pc1_variance_ratio	pc2_variance_ratio	data_source_silhouette_pc1_10	condition_silhouette_pc1_10	sex_silhouette_pc1_10	strain_silhouette_pc1_10
input_log2_cpm	0.2272196263074875	0.140236958861351	0.10757775604724884	0.0010565317934378982	0.1674472987651825	0.06200150027871132
mober_projected_onto_OSD-379	0.35762202739715576	0.32117387652397156	0.1413397341966629	-0.006865522358566523	0.274167537689209	0.11983320116996765
mober_latent_onto_OSD-379			0.20490893721580505	-0.007420788053423166	0.33439478278160095	0.16619616746902466
