gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000065493	0	3	3	0	0
ENSMUSG00000042073	8	11	5	11	9
ENSMUSG00000010796	0	3	3	0	0
ENSMUSG00000047535	0	3	3	0	0
ENSMUSG00000067928	0	12	0	0	14
ENSMUSG00000025885	12	7	8	0	5
ENSMUSG00000025468	0	3	3	0	0
ENSMUSG00000029198	8	4	10	11	7
ENSMUSG00000017776	8	11	6	11	12
ENSMUSG00000070128	0	3	3	0	0
ENSMUSG00000092162	0	3	3	0	0
ENSMUSG00000079597	0	3	3	0	0
ENSMUSG00000111841	0	3	3	0	0
ENSMUSG00000032869	0	12	0	0	14
ENSMUSG00000032059	0	12	0	0	14
ENSMUSG00000046615	0	3	3	0	0
ENSMUSG00000086257	0	3	3	0	0
ENSMUSG00000032057	0	3	3	0	0
ENSMUSG00000034177	12	0	0	0	14
ENSMUSG00000022847	0	3	3	0	0
ENSMUSG00000063275	0	12	3	0	0
ENSMUSG00000038691	0	3	3	0	0
ENSMUSG00000073399	0	3	3	0	0
ENSMUSG00000093091	0	3	3	0	0
ENSMUSG00000066364	0	3	3	0	0
ENSMUSG00000032232	8	5	2	11	2
ENSMUSG00000027641	0	12	3	0	0
ENSMUSG00000052468	0	3	3	0	0
ENSMUSG00000098132	0	3	3	0	0
ENSMUSG00000097487	0	3	3	0	0
ENSMUSG00000084960	0	3	3	0	0
ENSMUSG00000114867	0	3	3	0	0
ENSMUSG00000026234	8	2	5	11	9
ENSMUSG00000004071	8	4	13	11	1
ENSMUSG00000030154	0	3	3	0	0
ENSMUSG00000024935	0	3	3	0	0
ENSMUSG00000039929	0	12	3	0	0
ENSMUSG00000038622	0	12	3	0	0
ENSMUSG00000002845	0	12	0	0	14
ENSMUSG00000060843	0	3	3	0	0
ENSMUSG00000033191	0	12	0	0	14
ENSMUSG00000064837	0	3	3	0	0
ENSMUSG00000028890	0	0	0	0	14
ENSMUSG00000035861	0	3	3	0	0
ENSMUSG00000065608	0	3	3	0	0
ENSMUSG00000037174	12	9	11	0	3
ENSMUSG00000078118	0	3	3	0	0
ENSMUSG00000109324	0	12	3	0	0
ENSMUSG00000086040	0	12	3	0	0
ENSMUSG00000028255	0	3	3	0	0
ENSMUSG00000079450	0	12	3	0	0
ENSMUSG00000029125	0	12	0	0	14
ENSMUSG00000040998	0	3	3	0	0
ENSMUSG00000061928	0	3	3	0	0
ENSMUSG00000057174	0	3	3	0	0
ENSMUSG00000024169	0	12	0	0	14
ENSMUSG00000070383	0	3	3	0	0
ENSMUSG00000089694	0	3	3	0	0
ENSMUSG00000090864	0	3	3	0	0
ENSMUSG00000028560	0	0	0	0	14
ENSMUSG00000058014	0	3	3	0	0
ENSMUSG00000040583	5	6	6	11	12
ENSMUSG00000069893	0	12	3	0	0
ENSMUSG00000039783	5	14	13	11	2
ENSMUSG00000085111	0	3	3	0	0
ENSMUSG00000102408	0	3	3	0	0
ENSMUSG00000021939	6	4	13	5	2
ENSMUSG00000036327	0	12	3	0	0
ENSMUSG00000022048	0	0	0	0	14
ENSMUSG00000039106	0	3	3	0	0
ENSMUSG00000069170	0	12	0	0	14
ENSMUSG00000020918	0	12	3	0	0
ENSMUSG00000028825	0	3	3	0	0
ENSMUSG00000031452	0	3	3	0	0
ENSMUSG00000029859	12	7	8	0	5
ENSMUSG00000032297	0	3	3	0	0
ENSMUSG00000040703	0	3	3	0	0
ENSMUSG00000015668	0	12	0	0	14
ENSMUSG00000016933	12	2	4	0	1
ENSMUSG00000036585	8	5	2	11	2
ENSMUSG00000028788	8	4	13	11	2
ENSMUSG00000033793	12	6	6	0	12
ENSMUSG00000063362	12	6	11	0	3
ENSMUSG00000033633	0	3	3	0	0
ENSMUSG00000054537	0	3	3	0	0
ENSMUSG00000019737	0	3	3	0	0
ENSMUSG00000006014	12	7	8	0	5
ENSMUSG00000089892	0	3	3	0	0
ENSMUSG00000078812	5	5	2	11	9
ENSMUSG00000048249	12	6	6	0	12
ENSMUSG00000042190	0	3	3	0	0
ENSMUSG00000045795	12	7	8	0	5
ENSMUSG00000039671	12	0	0	0	14
ENSMUSG00000039844	12	2	5	0	5
ENSMUSG00000089759	0	3	3	0	0
ENSMUSG00000059890	8	11	13	11	12
ENSMUSG00000002477	0	12	0	0	14
ENSMUSG00000003161	12	0	11	0	3
ENSMUSG00000034744	0	12	0	0	14
ENSMUSG00000074489	0	3	3	0	0
ENSMUSG00000031595	0	3	3	0	0
ENSMUSG00000026805	0	3	3	0	0
ENSMUSG00000032006	0	12	3	0	0
ENSMUSG00000024431	8	11	6	11	12
ENSMUSG00000024388	0	3	3	0	0
ENSMUSG00000038608	0	0	0	0	14
ENSMUSG00000050613	0	3	3	0	0
ENSMUSG00000024290	12	11	6	11	12
ENSMUSG00000000126	0	3	3	0	0
ENSMUSG00000007440	0	3	3	0	0
ENSMUSG00000058883	0	3	3	0	0
ENSMUSG00000041372	0	3	3	0	0
ENSMUSG00000028914	0	12	0	0	14
ENSMUSG00000036398	0	12	0	0	14
ENSMUSG00000115668	0	3	3	0	0
ENSMUSG00000036907	0	3	3	0	0
ENSMUSG00000034203	0	12	0	0	14
ENSMUSG00000029601	0	3	3	0	0
ENSMUSG00000005410	0	3	3	0	0
ENSMUSG00000003873	0	12	3	0	0
ENSMUSG00000028373	0	3	3	0	0
ENSMUSG00000108534	0	3	3	0	0
ENSMUSG00000002768	12	7	11	0	7
ENSMUSG00000020515	12	7	8	0	5
ENSMUSG00000072683	0	3	3	0	0
ENSMUSG00000021000	5	14	13	5	2
ENSMUSG00000025328	0	3	3	0	0
ENSMUSG00000030688	6	8	2	5	9
ENSMUSG00000057564	0	3	3	0	0
ENSMUSG00000021537	12	7	11	0	3
ENSMUSG00000016386	0	3	3	0	0
ENSMUSG00000095520	0	3	3	0	0
ENSMUSG00000039004	0	12	3	0	0
ENSMUSG00000028779	0	12	0	0	14
ENSMUSG00000041685	12	6	6	0	12
ENSMUSG00000048498	0	3	3	0	0
ENSMUSG00000054293	0	3	3	0	0
ENSMUSG00000051257	0	3	3	0	0
ENSMUSG00000025076	12	0	11	0	3
ENSMUSG00000062619	0	12	0	0	14
ENSMUSG00000017007	0	3	3	0	0
ENSMUSG00000040640	0	12	0	0	14
ENSMUSG00000027805	0	3	3	0	0
ENSMUSG00000093901	0	3	3	0	0
ENSMUSG00000050069	0	12	0	0	14
ENSMUSG00000002475	12	6	4	0	1
ENSMUSG00000046179	0	12	0	0	14
ENSMUSG00000004344	0	3	3	0	0
ENSMUSG00000031130	0	3	3	0	0
ENSMUSG00000041205	0	3	3	0	0
ENSMUSG00000023868	0	3	3	0	0
ENSMUSG00000033157	0	12	3	0	0
ENSMUSG00000044703	0	3	3	0	0
ENSMUSG00000021810	12	0	0	0	14
ENSMUSG00000002524	12	7	8	0	5
ENSMUSG00000024151	0	12	0	0	14
ENSMUSG00000027318	0	3	3	0	0
ENSMUSG00000043556	0	3	3	0	0
ENSMUSG00000090176	0	3	3	0	0
ENSMUSG00000033147	0	12	0	0	14
ENSMUSG00000020585	8	11	13	11	12
ENSMUSG00000084781	0	3	3	0	0
ENSMUSG00000041891	5	4	13	11	2
ENSMUSG00000032470	0	3	3	0	0
ENSMUSG00000020289	0	12	0	0	14
ENSMUSG00000062184	0	3	3	0	0
ENSMUSG00000034533	0	3	3	0	0
ENSMUSG00000049339	8	4	5	11	9
ENSMUSG00000070661	0	12	3	0	0
ENSMUSG00000056223	0	3	3	0	0
ENSMUSG00000040220	0	3	3	0	0
ENSMUSG00000084924	0	3	3	0	0
ENSMUSG00000038005	0	12	3	0	0
ENSMUSG00000038564	0	12	0	0	14
ENSMUSG00000022488	0	12	0	0	14
ENSMUSG00000017832	0	3	3	0	0
ENSMUSG00000039826	0	12	0	0	14
ENSMUSG00000048478	0	3	3	0	0
ENSMUSG00000098682	0	3	3	0	0
ENSMUSG00000033420	0	3	3	0	0
ENSMUSG00000053101	0	3	3	0	0
ENSMUSG00000039630	5	4	13	11	1
ENSMUSG00000028070	12	7	8	0	5
ENSMUSG00000068747	0	0	0	0	14
ENSMUSG00000043807	0	3	3	0	0
ENSMUSG00000031985	12	9	8	0	5
ENSMUSG00000038145	12	11	4	11	1
ENSMUSG00000086862	0	3	3	0	0
ENSMUSG00000019853	0	3	3	0	0
ENSMUSG00000030345	0	3	3	0	0
ENSMUSG00000047415	0	3	3	0	0
ENSMUSG00000065110	0	3	3	0	0
ENSMUSG00000047084	0	12	0	0	14
ENSMUSG00000046637	0	3	3	0	0
ENSMUSG00000048933	0	3	3	0	0
ENSMUSG00000063659	12	0	0	0	14
ENSMUSG00000049672	0	12	0	0	14
ENSMUSG00000024948	0	12	0	0	14
ENSMUSG00000022269	0	3	3	0	0
ENSMUSG00000025337	12	0	8	0	5
ENSMUSG00000020077	0	12	0	0	14
ENSMUSG00000015748	0	12	3	0	0
ENSMUSG00000040899	0	3	3	0	0
ENSMUSG00000043448	0	3	3	0	0
ENSMUSG00000073374	0	3	3	0	0
ENSMUSG00000056569	0	3	3	0	0
ENSMUSG00000020817	12	11	4	0	12
ENSMUSG00000060988	0	3	3	0	0
ENSMUSG00000097101	0	12	3	0	0
ENSMUSG00000021614	0	3	3	0	0
ENSMUSG00000025739	0	3	3	0	0
ENSMUSG00000060049	0	3	3	0	0
ENSMUSG00000029725	0	3	3	0	0
ENSMUSG00000038467	12	0	8	0	5
ENSMUSG00000118889	0	3	3	0	0
ENSMUSG00000022911	0	12	0	0	14
ENSMUSG00000026288	0	12	3	0	0
ENSMUSG00000029254	0	12	0	0	14
ENSMUSG00000030079	0	12	0	0	14
ENSMUSG00000090383	0	3	3	0	0
ENSMUSG00000042626	12	2	5	0	5
ENSMUSG00000091631	0	12	3	0	0
ENSMUSG00000062300	12	0	8	0	5
ENSMUSG00000051952	0	3	3	0	0
ENSMUSG00000059325	12	9	11	0	3
ENSMUSG00000115001	0	3	3	0	0
ENSMUSG00000028692	5	4	2	11	2
ENSMUSG00000098789	0	3	3	0	0
ENSMUSG00000023289	0	3	3	0	0
ENSMUSG00000025255	12	9	11	0	3
ENSMUSG00000080662	0	3	3	0	0
ENSMUSG00000079494	0	3	3	0	0
ENSMUSG00000064213	0	3	3	0	0
ENSMUSG00000034818	0	3	3	0	0
ENSMUSG00000039033	0	0	0	0	14
ENSMUSG00000037890	0	3	3	0	0
ENSMUSG00000097074	0	3	3	0	0
ENSMUSG00000084811	0	3	3	0	0
ENSMUSG00000041920	0	3	3	0	0
ENSMUSG00000015468	0	3	3	0	0
ENSMUSG00000017146	0	3	3	0	0
ENSMUSG00000085582	0	3	3	0	0
ENSMUSG00000055026	0	3	3	0	0
ENSMUSG00000026832	0	3	3	0	0
ENSMUSG00000052187	0	3	3	0	0
ENSMUSG00000044522	0	3	3	0	0
ENSMUSG00000104861	0	3	3	0	0
ENSMUSG00000117633	0	3	3	0	0
ENSMUSG00000018446	12	7	8	0	5
ENSMUSG00000049929	0	3	3	0	0
ENSMUSG00000033389	0	3	3	0	0
ENSMUSG00000042063	0	0	0	0	14
ENSMUSG00000037033	0	3	3	0	0
ENSMUSG00000097675	0	3	3	0	0
ENSMUSG00000073960	0	3	3	0	0
ENSMUSG00000076145	0	3	3	0	0
ENSMUSG00000001225	0	3	3	0	0
ENSMUSG00000052295	0	3	3	0	0
ENSMUSG00000003662	12	9	8	0	5
ENSMUSG00000032279	12	0	0	0	14
ENSMUSG00000022241	8	4	5	11	9
ENSMUSG00000070990	0	3	3	0	0
ENSMUSG00000032633	12	0	0	0	14
ENSMUSG00000118678	0	3	3	0	0
ENSMUSG00000003429	5	4	10	11	4
ENSMUSG00000041308	0	0	0	0	14
ENSMUSG00000026418	0	3	3	0	0
ENSMUSG00000079258	0	3	3	0	0
ENSMUSG00000044067	0	3	3	0	0
ENSMUSG00000039470	0	3	3	0	0
ENSMUSG00000032598	0	3	3	0	0
ENSMUSG00000097326	0	3	3	0	0
ENSMUSG00000106880	0	3	3	0	0
ENSMUSG00000097191	0	3	3	0	0
ENSMUSG00000024347	0	3	3	0	0
ENSMUSG00000090840	0	3	3	0	0
ENSMUSG00000094018	0	3	3	0	0
ENSMUSG00000014859	0	3	3	0	0
ENSMUSG00000026024	8	5	2	11	2
ENSMUSG00000029618	0	3	3	0	0
ENSMUSG00000002803	0	12	3	0	0
ENSMUSG00000078627	0	3	3	0	0
ENSMUSG00000029477	0	3	3	0	0
ENSMUSG00000072647	0	3	3	0	0
ENSMUSG00000041438	0	12	0	0	14
ENSMUSG00000022843	12	7	8	0	5
ENSMUSG00000037466	0	3	3	0	0
ENSMUSG00000068323	0	3	3	0	0
ENSMUSG00000062248	0	0	0	0	14
ENSMUSG00000063239	0	3	3	0	0
ENSMUSG00000040694	0	3	3	0	0
ENSMUSG00000040661	12	2	5	0	5
ENSMUSG00000076005	0	3	3	0	0
ENSMUSG00000030669	0	3	3	0	0
ENSMUSG00000098807	0	3	3	0	0
ENSMUSG00000091002	0	3	3	0	0
ENSMUSG00000048271	12	2	4	0	1
ENSMUSG00000006570	0	3	3	0	0
ENSMUSG00000045584	0	3	3	0	0
ENSMUSG00000049553	12	0	8	0	14
ENSMUSG00000101578	0	12	3	0	0
ENSMUSG00000024576	8	11	13	11	12
ENSMUSG00000063804	0	3	3	0	0
ENSMUSG00000070075	0	3	3	0	0
ENSMUSG00000097091	0	3	3	0	0
ENSMUSG00000031820	12	0	8	0	5
ENSMUSG00000028642	0	3	3	0	0
ENSMUSG00000022347	5	1	6	5	12
ENSMUSG00000045236	0	3	3	0	0
ENSMUSG00000058499	0	3	3	0	0
ENSMUSG00000025265	0	3	3	0	0
ENSMUSG00000022217	0	12	0	0	14
ENSMUSG00000017466	0	12	0	0	14
ENSMUSG00000046975	0	3	3	0	0
ENSMUSG00000021314	0	3	3	0	0
ENSMUSG00000061937	0	3	3	0	0
ENSMUSG00000091475	0	3	3	0	0
ENSMUSG00000105923	0	3	3	0	0
ENSMUSG00000037049	12	7	8	0	5
ENSMUSG00000022453	0	12	0	0	14
ENSMUSG00000001674	0	12	0	0	14
ENSMUSG00000003809	6	14	13	5	2
ENSMUSG00000041836	0	3	3	0	0
ENSMUSG00000031465	0	3	3	0	0
ENSMUSG00000058124	0	3	3	0	0
ENSMUSG00000108337	0	3	3	0	0
ENSMUSG00000072494	0	3	3	0	0
ENSMUSG00000090258	12	6	6	0	7
ENSMUSG00000052387	0	12	3	0	0
ENSMUSG00000071521	0	3	3	0	0
ENSMUSG00000022246	12	0	8	0	5
ENSMUSG00000029060	0	12	0	0	14
ENSMUSG00000074141	0	3	3	0	0
ENSMUSG00000051095	0	0	0	0	14
ENSMUSG00000070368	0	3	3	0	0
ENSMUSG00000038085	0	3	3	0	0
ENSMUSG00000065477	0	3	3	0	0
ENSMUSG00000059920	12	9	11	0	3
ENSMUSG00000008429	12	9	11	0	3
ENSMUSG00000062551	0	3	3	0	0
ENSMUSG00000027810	12	6	11	0	3
ENSMUSG00000045038	0	0	0	0	14
ENSMUSG00000027824	0	3	3	0	0
ENSMUSG00000054422	2	13	14	7	10
ENSMUSG00000028161	12	6	4	0	3
ENSMUSG00000107334	0	3	3	0	0
ENSMUSG00000024423	0	0	0	0	14
ENSMUSG00000022253	5	1	1	11	13
ENSMUSG00000092517	0	3	3	0	0
ENSMUSG00000118706	0	3	3	0	0
ENSMUSG00000074909	0	0	11	0	3
ENSMUSG00000059878	0	12	0	0	14
ENSMUSG00000004668	0	3	3	0	0
ENSMUSG00000024395	12	7	8	0	5
ENSMUSG00000020766	12	0	0	0	14
ENSMUSG00000069292	0	3	3	0	0
ENSMUSG00000027677	12	9	11	0	3
ENSMUSG00000097882	0	3	3	0	0
ENSMUSG00000018548	0	0	0	0	14
ENSMUSG00000063052	0	0	0	0	14
ENSMUSG00000044542	0	3	3	0	0
ENSMUSG00000034947	0	12	3	0	0
ENSMUSG00000085708	0	3	3	0	0
ENSMUSG00000052850	0	3	3	0	0
ENSMUSG00000045822	0	3	3	0	0
ENSMUSG00000034663	0	0	0	0	14
ENSMUSG00000044350	0	12	0	0	14
ENSMUSG00000039308	0	12	0	0	14
ENSMUSG00000087259	0	3	3	0	0
ENSMUSG00000054052	0	3	3	0	0
ENSMUSG00000025188	0	3	3	0	0
ENSMUSG00000025538	0	12	3	0	0
ENSMUSG00000073420	0	3	3	0	0
ENSMUSG00000080242	0	3	3	0	0
ENSMUSG00000073616	12	2	10	0	4
ENSMUSG00000003279	0	12	3	0	0
ENSMUSG00000030528	0	12	0	0	14
ENSMUSG00000048096	0	3	3	0	0
ENSMUSG00000024241	12	6	4	0	1
ENSMUSG00000031618	0	0	0	0	3
ENSMUSG00000041936	12	7	8	0	5
ENSMUSG00000020964	8	4	13	11	2
ENSMUSG00000034584	12	9	11	0	3
ENSMUSG00000060560	0	3	3	0	0
ENSMUSG00000041608	0	3	3	0	0
ENSMUSG00000028060	12	7	8	0	5
ENSMUSG00000044106	0	3	3	0	0
ENSMUSG00000028683	0	12	0	0	0
ENSMUSG00000036615	0	3	3	0	0
ENSMUSG00000027176	0	0	0	0	14
ENSMUSG00000104234	0	3	3	0	0
ENSMUSG00000101089	0	3	3	0	0
ENSMUSG00000020646	0	3	3	0	0
ENSMUSG00000000318	0	3	3	0	0
ENSMUSG00000068587	5	11	13	11	12
ENSMUSG00000071291	0	12	0	0	0
ENSMUSG00000027379	0	3	3	0	0
ENSMUSG00000015579	0	3	3	0	0
ENSMUSG00000045915	0	3	3	0	0
ENSMUSG00000027253	12	7	4	0	5
ENSMUSG00000069267	0	3	3	0	0
ENSMUSG00000050425	0	3	3	0	0
ENSMUSG00000054717	0	3	3	0	0
ENSMUSG00000065606	0	3	3	0	0
ENSMUSG00000024912	0	3	3	0	0
ENSMUSG00000070871	0	3	3	0	0
ENSMUSG00000074872	0	3	3	0	0
ENSMUSG00000070498	0	3	3	0	0
ENSMUSG00000081163	0	3	3	0	0
ENSMUSG00000054863	0	3	3	0	0
ENSMUSG00000025946	0	3	3	0	0
ENSMUSG00000035187	0	3	3	0	0
ENSMUSG00000024097	12	9	11	0	3
ENSMUSG00000029034	0	12	0	0	14
ENSMUSG00000034871	0	3	3	0	0
ENSMUSG00000024816	0	12	0	0	14
ENSMUSG00000058665	0	3	3	0	0
ENSMUSG00000078024	0	3	3	0	0
ENSMUSG00000035367	0	0	0	0	14
ENSMUSG00000020638	0	12	3	0	0
ENSMUSG00000045475	0	3	3	0	0
ENSMUSG00000092183	0	3	3	0	0
ENSMUSG00000063137	0	3	3	0	0
ENSMUSG00000073722	0	3	3	0	0
ENSMUSG00000020691	0	12	0	0	14
ENSMUSG00000025504	12	7	5	0	5
ENSMUSG00000048281	0	3	3	0	0
ENSMUSG00000028618	8	11	6	11	12
ENSMUSG00000044664	0	3	3	0	0
ENSMUSG00000041815	12	7	8	0	5
ENSMUSG00000034243	8	4	13	11	1
ENSMUSG00000022558	12	0	8	0	5
ENSMUSG00000060765	0	3	3	0	0
ENSMUSG00000048897	0	12	0	0	14
ENSMUSG00000100001	0	3	3	0	0
ENSMUSG00000064289	0	0	0	0	14
ENSMUSG00000040483	0	12	0	0	14
ENSMUSG00000050947	0	12	3	0	0
ENSMUSG00000107476	0	3	3	0	0
ENSMUSG00000032118	0	3	3	0	0
ENSMUSG00000092794	0	3	3	0	0
ENSMUSG00000051341	0	3	3	0	0
ENSMUSG00000006179	0	3	3	0	0
ENSMUSG00000103567	0	3	3	0	0
ENSMUSG00000031578	0	12	0	0	14
ENSMUSG00000087095	0	3	3	0	0
ENSMUSG00000036461	12	9	11	0	3
ENSMUSG00000060794	0	3	3	0	0
ENSMUSG00000026961	0	3	3	0	0
ENSMUSG00000030683	0	3	3	0	0
ENSMUSG00000025373	0	12	3	0	0
ENSMUSG00000104445	0	12	3	0	0
ENSMUSG00000009900	0	3	3	0	0
ENSMUSG00000027330	0	3	3	0	0
ENSMUSG00000035274	0	3	3	0	0
ENSMUSG00000031329	0	3	3	0	0
ENSMUSG00000053192	0	3	3	0	0
ENSMUSG00000090019	0	3	3	0	0
ENSMUSG00000076286	0	3	3	0	0
ENSMUSG00000074797	0	0	0	0	14
ENSMUSG00000025929	0	3	3	0	0
ENSMUSG00000074997	0	3	3	0	0
ENSMUSG00000029813	0	3	3	0	0
ENSMUSG00000032607	12	2	4	0	1
ENSMUSG00000036112	12	7	8	0	5
ENSMUSG00000015932	8	4	13	11	2
ENSMUSG00000078365	0	3	3	0	0
ENSMUSG00000052160	0	12	3	0	0
ENSMUSG00000065939	0	3	3	0	0
ENSMUSG00000047356	0	3	3	0	0
ENSMUSG00000090263	0	3	3	0	0
ENSMUSG00000000202	0	3	3	0	0
ENSMUSG00000015094	0	3	3	0	0
ENSMUSG00000015971	12	0	11	0	3
ENSMUSG00000074768	2	8	14	9	6
ENSMUSG00000028699	0	3	3	0	0
ENSMUSG00000097557	0	3	3	0	0
ENSMUSG00000043505	0	3	3	0	0
ENSMUSG00000056829	0	3	3	0	0
ENSMUSG00000041733	12	12	0	0	14
ENSMUSG00000038402	0	3	3	0	0
ENSMUSG00000027111	0	12	3	0	0
ENSMUSG00000033454	0	0	0	0	14
ENSMUSG00000025208	0	12	0	0	14
ENSMUSG00000043357	0	3	3	0	0
ENSMUSG00000001901	0	3	3	0	0
ENSMUSG00002074846	0	0	11	0	3
ENSMUSG00000051397	0	3	3	0	0
ENSMUSG00000022144	0	3	3	0	0
ENSMUSG00000031959	0	0	0	0	14
ENSMUSG00000038327	0	3	3	0	0
ENSMUSG00000038248	0	3	3	0	0
ENSMUSG00000062908	5	4	2	5	2
ENSMUSG00000022500	12	2	5	0	9
ENSMUSG00000063120	0	3	3	0	0
ENSMUSG00000097166	0	3	3	0	0
ENSMUSG00000037347	0	3	3	0	0
ENSMUSG00000035372	12	7	8	0	5
ENSMUSG00000091937	0	3	3	0	0
ENSMUSG00000068396	0	3	3	0	0
ENSMUSG00000049321	0	12	0	0	14
ENSMUSG00000059423	0	12	0	0	14
ENSMUSG00000049806	0	3	3	0	0
ENSMUSG00000034041	0	3	3	0	0
ENSMUSG00000037166	0	3	3	0	0
ENSMUSG00000030867	0	3	3	0	0
ENSMUSG00000027487	0	12	0	0	14
ENSMUSG00000043998	12	6	6	0	12
ENSMUSG00000052752	0	12	3	0	0
ENSMUSG00000005339	0	3	3	0	0
ENSMUSG00000002699	0	12	0	0	14
ENSMUSG00000022366	0	3	3	0	0
ENSMUSG00000022763	0	3	3	0	0
ENSMUSG00000001729	12	7	8	0	5
ENSMUSG00000026466	12	6	4	0	1
ENSMUSG00000031636	0	3	3	0	0
ENSMUSG00000044041	0	3	3	0	0
ENSMUSG00000064023	0	3	3	0	0
ENSMUSG00000051313	0	3	3	0	0
ENSMUSG00000022009	0	12	0	0	14
ENSMUSG00000051627	12	9	11	0	3
ENSMUSG00000028706	0	12	0	0	14
ENSMUSG00000002020	0	3	3	0	0
ENSMUSG00000046272	0	3	3	0	0
ENSMUSG00000037652	12	6	4	0	1
ENSMUSG00000014547	12	9	11	0	3
ENSMUSG00000020265	12	2	5	0	9
ENSMUSG00000057396	0	12	0	0	14
ENSMUSG00000014837	0	3	3	0	0
ENSMUSG00000004933	0	3	3	0	0
ENSMUSG00000025278	8	4	2	11	2
ENSMUSG00000056492	12	6	6	0	7
ENSMUSG00000062470	0	3	3	0	0
ENSMUSG00000015889	0	0	0	0	14
ENSMUSG00000043391	0	12	0	0	14
ENSMUSG00000106864	12	7	8	0	5
ENSMUSG00000036188	0	12	0	0	14
ENSMUSG00000018974	0	12	0	0	0
ENSMUSG00000050335	0	3	3	0	0
ENSMUSG00000039519	8	5	12	11	11
ENSMUSG00000086333	0	3	3	0	0
ENSMUSG00000018239	0	3	3	0	0
ENSMUSG00000043308	0	12	3	0	0
ENSMUSG00000031482	6	14	13	5	2
ENSMUSG00000026260	8	5	2	11	9
ENSMUSG00000024878	0	12	3	0	0
ENSMUSG00000026156	0	3	3	0	0
ENSMUSG00000037060	0	3	3	0	0
ENSMUSG00000055128	12	0	11	0	3
ENSMUSG00000096705	0	3	3	0	0
ENSMUSG00000078280	0	3	3	0	0
ENSMUSG00000031242	12	9	11	0	3
ENSMUSG00000039809	12	0	8	0	14
ENSMUSG00000056008	0	3	3	0	0
ENSMUSG00000041263	0	3	3	0	0
ENSMUSG00000039841	0	0	0	0	14
ENSMUSG00000046242	0	3	3	0	0
ENSMUSG00000064725	0	3	3	0	0
ENSMUSG00000021360	12	9	11	0	3
ENSMUSG00000030272	0	12	0	0	14
ENSMUSG00000026003	5	4	13	11	2
ENSMUSG00000021025	12	0	8	0	14
ENSMUSG00000044361	0	12	3	0	0
ENSMUSG00000091962	0	3	3	0	0
ENSMUSG00000021062	0	3	3	0	0
ENSMUSG00000089832	0	3	3	0	0
ENSMUSG00000094010	0	3	3	0	0
ENSMUSG00000033671	12	11	13	11	1
ENSMUSG00000028750	0	3	3	0	0
ENSMUSG00000024981	6	14	1	5	13
ENSMUSG00000092260	0	3	3	0	0
ENSMUSG00000031703	12	11	6	0	12
ENSMUSG00000000486	0	3	3	0	0
ENSMUSG00000032602	8	4	2	11	2
ENSMUSG00000020154	5	4	6	11	7
ENSMUSG00000065126	0	0	0	0	14
ENSMUSG00000096674	14	13	14	5	6
ENSMUSG00000022972	0	3	3	0	0
ENSMUSG00000039257	0	3	3	0	0
ENSMUSG00000024317	0	9	11	0	3
ENSMUSG00000030004	0	3	3	0	0
ENSMUSG00000020692	0	3	3	0	0
ENSMUSG00000040495	0	3	3	0	0
ENSMUSG00000020476	0	12	0	0	14
ENSMUSG00000037887	0	3	3	0	0
ENSMUSG00000024524	0	3	3	0	0
ENSMUSG00000095115	0	12	0	0	14
ENSMUSG00000027200	12	0	11	0	3
ENSMUSG00000049897	0	3	3	0	0
ENSMUSG00000062732	0	3	3	0	0
ENSMUSG00000062077	0	3	3	0	0
ENSMUSG00000070388	0	3	3	0	0
ENSMUSG00000092212	0	3	3	0	0
ENSMUSG00000060935	0	0	0	0	14
ENSMUSG00000024039	5	4	5	5	9
ENSMUSG00000109106	0	3	3	0	0
ENSMUSG00000031594	6	8	10	5	4
ENSMUSG00000070639	0	3	3	0	0
ENSMUSG00000032099	0	3	3	0	0
ENSMUSG00000024079	12	9	11	0	3
ENSMUSG00000032263	12	11	6	11	7
ENSMUSG00000073433	0	3	3	0	0
ENSMUSG00000105816	0	3	3	0	0
ENSMUSG00000032496	0	3	3	0	0
ENSMUSG00000054000	0	3	3	0	0
ENSMUSG00000029217	0	0	0	0	14
ENSMUSG00000079627	0	3	3	0	0
ENSMUSG00000023259	0	3	3	0	0
ENSMUSG00000083311	0	3	3	0	0
ENSMUSG00000024773	12	7	5	0	5
ENSMUSG00000041247	0	3	3	0	0
ENSMUSG00000069520	12	5	2	11	2
ENSMUSG00000074178	0	3	3	0	0
ENSMUSG00000067336	8	11	6	11	12
ENSMUSG00000029726	0	12	0	0	14
ENSMUSG00000034587	0	3	3	0	0
ENSMUSG00000025017	12	2	4	0	1
ENSMUSG00000030306	0	3	3	0	0
ENSMUSG00000098557	0	9	11	0	3
ENSMUSG00000058925	0	3	3	0	0
ENSMUSG00000091345	0	3	3	0	0
ENSMUSG00000025064	0	3	3	0	0
ENSMUSG00000022391	12	2	5	0	5
ENSMUSG00000023022	12	2	4	0	1
ENSMUSG00000065402	0	3	3	0	0
ENSMUSG00000079659	12	11	13	0	2
ENSMUSG00000030588	0	12	0	0	14
ENSMUSG00000024219	0	12	0	0	14
ENSMUSG00000097767	0	3	3	0	0
ENSMUSG00000020846	0	3	3	0	0
ENSMUSG00000031872	0	3	3	0	0
ENSMUSG00000096852	0	3	3	0	0
