cv	n_folds	accuracy_mean	accuracy_std	f1_mean	f1_std	roc_auc_mean	roc_auc_std
stratified_group_cv_by_id.accession	5	0.5863205966147143	0.11592757386098627	0.5875332516392725	0.08319736904345117	0.5809808221534227	0.1184110804408042
stratified_random_cv	5	0.6571428571428571	0.09612680589612545	0.6532109970812542	0.11200513426160397	0.6632498453927025	0.1011546253661102
