gene_cluster	n_genes	direction	rank	id.accession	mean_expression	z_score_across_studies
11	964	low	10	OSD-876	451.86398	-1.086179467405427
11	964	low	11	OSD-599	472.1857	-1.060632843007159
11	964	low	12	OSD-255	525.09326	-0.9941222541815653
11	964	low	13	OSD-202	532.42285	-0.984908157996631
11	964	low	14	OSD-289	536.15204	-0.9802201583470059
11	964	low	15	OSD-686	539.93994	-0.9754583538069277
11	964	low	16	OSD-318	551.9332	-0.9603815144187865
11	964	low	17	OSD-401	574.72076	-0.9317350594792931
11	964	low	18	OSD-881	581.0213	-0.9238145916799994
11	964	low	19	OSD-825	588.1408	-0.9148646016002486
11	964	low	20	OSD-48	608.96326	-0.8886884922616708
12	183	high	1	OSD-273	39387.496	4.893887242716611
12	183	high	2	OSD-463	32774.227	4.001149000116662
12	183	high	3	OSD-168	30602.998	3.708050509530229
12	183	high	4	OSD-245	26957.158	3.2158913679013916
12	183	high	5	OSD-137	24497.252	2.883823798987883
12	183	high	6	OSD-235	18882.576	2.125887597540744
12	183	high	7	OSD-173	17188.912	1.897256549429016
12	183	high	8	OSD-379	16333.435	1.7817740197504743
12	183	high	9	OSD-49	16286.132	1.7753884943636036
12	183	high	10	OSD-47	14368.376	1.5165068246212252
12	183	high	11	OSD-242	13659.649	1.4208343672536003
12	183	high	12	OSD-48	11487.334	1.1275892753824683
12	183	high	13	OSD-686	8971.624	0.7879886143037915
12	183	high	14	OSD-322	7951.135	0.6502307888694141
12	183	high	15	OSD-294	7736.472	0.6212530065697325
12	183	high	16	OSD-164	4152.5854	0.13745707675627578
12	183	high	17	OSD-512	3174.3733	0.005406293543917987
12	183	high	18	OSD-163	1693.936	-0.19444086124162224
12	183	high	19	OSD-771	1679.1687	-0.1964343282319936
12	183	high	20	OSD-253	1567.1161	-0.21156052999435276
12	183	low	1	OSD-289	39.292046	-0.4178045162846263
12	183	low	2	OSD-255	45.360313	-0.41698534893830974
12	183	low	3	OSD-420	47.728962	-0.41666560033204614
12	183	low	4	OSD-955	49.190838	-0.4164682588038036
12	183	low	5	OSD-719	52.51366	-0.4160197044999106
12	183	low	6	OSD-419	53.98998	-0.41582041314758317
12	183	low	7	OSD-203	60.332314	-0.41496424895569234
12	183	low	8	OSD-421	60.80246	-0.4149007830186791
12	183	low	9	OSD-202	66.23497	-0.41416743776532455
12	183	low	10	OSD-288	73.64056	-0.4131677425462104
12	183	low	11	OSD-426	75.619	-0.4129006690234655
12	183	low	12	OSD-714	81.071556	-0.41216461772098295
12	183	low	13	OSD-141	86.23825	-0.4114671554944182
12	183	low	14	OSD-318	88.48919	-0.4111632966585236
12	183	low	15	OSD-825	98.289894	-0.40984028027053115
12	183	low	16	OSD-599	101.86066	-0.4093582555164231
12	183	low	17	OSD-881	103.15208	-0.4091839241802475
12	183	low	18	OSD-720	103.38948	-0.4091518770854154
12	183	low	19	OSD-901	106.833336	-0.40868698416283694
12	183	low	20	OSD-876	109.36187	-0.40834565236467263
13	976	high	1	OSD-162	1863.7106	2.995975194882192
13	976	high	2	OSD-161	1841.5465	2.9392721378065847
13	976	high	3	OSD-758	1734.62	2.665718985077852
13	976	high	4	OSD-512	1604.6564	2.3332293541633846
13	976	high	5	OSD-759	1582.7546	2.277197346752367
13	976	high	6	OSD-194	1426.16	1.8765768594990226
13	976	high	7	OSD-464	1364.7673	1.7195141422163165
13	976	high	8	OSD-900	1318.5599	1.601300416438351
13	976	high	9	OSD-98	1251.2941	1.4292123778247208
13	976	high	10	OSD-163	1208.7104	1.3202692684004473
13	976	high	11	OSD-273	1139.6997	1.1437172017283246
13	976	high	12	OSD-99	1114.5756	1.0794414911750758
13	976	high	13	OSD-100	1095.5253	1.0307045585584829
13	976	high	14	OSD-613	1071.8662	0.970176799810891
13	976	high	15	OSD-248	1069.2471	0.9634762806476173
13	976	high	16	OSD-236	1058.8373	0.9368445886977677
13	976	high	17	OSD-771	1049.4645	0.9128658837939708
13	976	high	18	OSD-247	1040.6514	0.890319075562956
13	976	high	19	OSD-237	1018.6021	0.8339097146424952
13	976	high	20	OSD-274	1004.3269	0.7973890582492421
13	976	low	1	OSD-719	103.45111	-1.5073474904219242
13	976	low	2	OSD-955	137.97525	-1.4190233860862531
13	976	low	3	OSD-420	155.87085	-1.373240555824603
13	976	low	4	OSD-289	161.39737	-1.3591019001160705
13	976	low	5	OSD-426	164.66109	-1.3507522309917297
13	976	low	6	OSD-421	189.2853	-1.2877554034610954
13	976	low	7	OSD-419	194.73181	-1.2738214396460583
13	976	low	8	OSD-288	202.86533	-1.2530132205536706
13	976	low	9	OSD-202	211.56648	-1.2307528172405011
13	976	low	10	OSD-714	214.85349	-1.2223435646366017
13	976	low	11	OSD-255	218.214	-1.2137462748601997
13	976	low	12	OSD-141	235.36148	-1.1698773815984462
13	976	low	13	OSD-876	247.1686	-1.1396708855413746
13	976	low	14	OSD-318	249.57439	-1.1335160835109774
13	976	low	15	OSD-203	272.9472	-1.0737207487377487
13	976	low	16	OSD-294	275.47794	-1.067246283514098
13	976	low	17	OSD-599	276.96652	-1.0634380063135074
13	976	low	18	OSD-322	279.52573	-1.0568907054667116
13	976	low	19	OSD-401	285.82318	-1.0407797572765853
13	976	low	20	OSD-899	291.385	-1.026550792558674
14	577	high	1	OSD-246	5610.342	4.708633238822045
14	577	high	2	OSD-211	5466.846	4.559850854772634
14	577	high	3	OSD-506	3953.0864	2.9903244417319685
14	577	high	4	OSD-272	3246.8047	2.2580233661865092
14	577	high	5	OSD-515	3121.601	2.128207169374004
14	577	high	6	OSD-244	2914.819	1.9138073328732972
14	577	high	7	OSD-464	2647.3582	1.6364932930132121
14	577	high	8	OSD-900	2507.6257	1.4916130560784933
14	577	high	9	OSD-201	2332.544	1.3100813567320038
14	577	high	10	OSD-248	2314.7983	1.2916819062063751
14	577	high	11	OSD-141	2200.5024	1.1731753520928587
14	577	high	12	OSD-164	2121.7214	1.0914920647691935
14	577	high	13	OSD-161	2063.86	1.0314990542571474
14	577	high	14	OSD-511	1870.2906	0.8307985691494499
14	577	high	15	OSD-288	1820.3634	0.7790320540904114
14	577	high	16	OSD-512	1811.8334	0.7701878094010719
14	577	high	17	OSD-237	1686.4606	0.6401962829546899
14	577	high	18	OSD-214	1677.4492	0.6308529035181699
14	577	high	19	OSD-690	1661.9775	0.6148112270164048
14	577	high	20	OSD-247	1641.4431	0.5935203409497253
14	577	low	1	OSD-419	71.21693	-1.03455286714929
14	577	low	2	OSD-426	135.01262	-0.9684069477489083
14	577	low	3	OSD-955	142.3834	-0.9607646286549705
14	577	low	4	OSD-876	168.78163	-0.9333938894421374
14	577	low	5	OSD-255	170.3319	-0.9317865075881464
14	577	low	6	OSD-202	221.002	-0.8792497241375828
14	577	low	7	OSD-714	223.88766	-0.8762577565959369
14	577	low	8	OSD-203	227.82343	-0.8721769930647572
14	577	low	9	OSD-599	257.3082	-0.8416060059031042
14	577	low	10	OSD-401	302.02036	-0.7952466526054601
14	577	low	11	OSD-686	312.97708	-0.7838862876965995
14	577	low	12	OSD-825	318.45166	-0.7782100244971429
14	577	low	13	OSD-881	331.864	-0.7643035746944913
14	577	low	14	OSD-322	332.41193	-0.763735458986094
14	577	low	15	OSD-294	336.0748	-0.7599376490745768
14	577	low	16	OSD-720	337.5815	-0.7583754423367774
14	577	low	17	OSD-562	350.32126	-0.745166350341061
14	577	low	18	OSD-318	362.4091	-0.7326331950391164
14	577	low	19	OSD-561	364.5936	-0.7303682181898947
14	577	low	20	OSD-880	366.49066	-0.7284012706130648
