gene_cluster	n_genes	direction	rank	study.source name	n_profiles	mean_expression	z_score_across_sources
2	1954	low	10	A1402_2CL - CAPE14	1	0.12231320142745972	-1.072522521018982
2	1954	low	11	RR-10_VIV-07	1	0.13101330399513245	-1.0607246160507202
2	1954	low	12	ASAP 2	1	0.13459570705890656	-1.0558665990829468
2	1954	low	13	A1402_4HL - CAPEg5	1	0.13766632974147797	-1.0517024993896484
2	1954	low	14	A1402_3EL - GAMMA12	1	0.13971340656280518	-1.048926591873169
2	1954	low	15	20	1	0.13971340656280518	-1.048926591873169
2	1954	low	16	GSM7594876	1	0.14022517204284668	-1.0482325553894043
2	1954	low	17	F38	2	0.15020471811294556	-1.034699559211731
2	1954	low	18	F40	2	0.15174001455307007	-1.0326175689697266
2	1954	low	19	NA	12	0.15493859350681305	-1.0282800197601318
2	1954	low	20	RR-10_VIV-21	1	0.15506653487682343	-1.028106451034546
3	1721	high	1	MHU-8_FLT18	2	182.59616088867188	5.234480857849121
3	1721	high	2	MHU-8_FLT07	2	181.1310272216797	5.180347442626953
3	1721	high	3	MHU-8_HGC10	2	174.0583953857422	4.9190287590026855
3	1721	high	4	MHU-8_FLT09	2	173.4506072998047	4.896572589874268
3	1721	high	5	MHU-8_HGC04	2	171.203369140625	4.813541889190674
3	1721	high	6	RRRM-2_BL_LAR_01	2	170.82102966308594	4.799415588378906
3	1721	high	7	MHU-8_FLT10	2	166.1368408203125	4.626344680786133
3	1721	high	8	RR-4_NSG3-W	1	165.2068634033203	4.591984272003174
3	1721	high	9	MHU-8_FLT20	2	161.67141723632812	4.461357116699219
3	1721	high	10	MHU-8_HGC03	2	161.3980255126953	4.451255798339844
3	1721	high	11	MHU-8_FLT05	2	161.1260986328125	4.441208839416504
3	1721	high	12	MHU-8_HGC09	2	160.52760314941406	4.419095516204834
3	1721	high	13	MHU-8_FLT03	2	159.2823944091797	4.3730878829956055
3	1721	high	14	MHU-8_FLT24	2	159.2115020751953	4.370468616485596
3	1721	high	15	MHU-8_FLT12	2	157.8169708251953	4.318943500518799
3	1721	high	16	MHU-8_FLT17	2	156.9834442138672	4.288146495819092
3	1721	high	17	MHU-8_FLT16	2	155.84776306152344	4.246185779571533
3	1721	high	18	MHU-8_FLT06	2	153.79197692871094	4.170228958129883
3	1721	high	19	MHU-8_FLT11	2	148.89076232910156	3.9891395568847656
3	1721	high	20	MHU-8_HGC07	2	147.18739318847656	3.926203966140747
3	1721	low	1	A1402_2JR - CAPE17	1	0.5886112451553345	-1.4903026819229126
3	1721	low	2	EU236	1	3.3259732723236084	-1.3891631364822388
3	1721	low	3	EU230	1	3.461359739303589	-1.3841608762741089
3	1721	low	4	EU231	1	3.9360835552215576	-1.3666207790374756
3	1721	low	5	EU183	1	4.46135950088501	-1.3472130298614502
3	1721	low	6	EU191	1	4.890761375427246	-1.3313475847244263
3	1721	low	7	A1402_1JR - SHAM22	1	4.997094631195068	-1.3274189233779907
3	1721	low	8	EU228	1	5.593840599060059	-1.3053703308105469
3	1721	low	9	EU226	1	5.879721164703369	-1.2948076725006104
3	1721	low	10	A1402_3AL - GAMMA10	1	5.965717792510986	-1.2916302680969238
3	1721	low	11	EU229	1	6.544450759887695	-1.2702473402023315
3	1721	low	12	A1402_4OL - CAPEg9	1	6.85183048248291	-1.2588903903961182
3	1721	low	13	A1402_1FR - SHAM21	1	6.897152900695801	-1.2572158575057983
3	1721	low	14	A1402_2CL - CAPE14	1	7.033701419830322	-1.2521705627441406
3	1721	low	15	RR-10_VIV-07	1	7.160953044891357	-1.2474689483642578
3	1721	low	16	A1402_4PR- CAPEg7	1	7.239395618438721	-1.2445707321166992
