gene_id	gmm	hdbscan	spectral	consensus
ENSMUSG00000029422	16	2	4	2
ENSMUSG00000049036	0	13	11	0
ENSMUSG00000029577	23	0	3	4
ENSMUSG00000040746	16	2	4	2
ENSMUSG00000020590	23	0	3	4
ENSMUSG00000030263	10	8	0	6
ENSMUSG00000038914	23	0	5	4
ENSMUSG00000026878	19	0	8	9
ENSMUSG00000030098	0	14	19	0
ENSMUSG00000078908	10	4	6	3
ENSMUSG00000026407	0	11	19	0
ENSMUSG00000020818	10	6	17	5
ENSMUSG00000060038	10	8	0	6
ENSMUSG00000020029	19	0	8	9
ENSMUSG00000024292	2	0	8	9
ENSMUSG00000111356	0	10	7	1
ENSMUSG00000016831	16	2	4	2
ENSMUSG00000024791	0	10	7	1
ENSMUSG00000028398	5	3	2	8
ENSMUSG00000022586	0	11	12	0
ENSMUSG00000056204	16	1	3	7
ENSMUSG00000031986	10	4	6	3
ENSMUSG00000000244	0	10	9	1
ENSMUSG00000027519	16	2	4	2
ENSMUSG00000061086	0	10	9	1
ENSMUSG00000056290	10	9	18	10
ENSMUSG00000068206	10	4	6	3
ENSMUSG00000021208	10	7	0	6
ENSMUSG00000024998	5	2	1	2
ENSMUSG00000047248	5	3	2	8
ENSMUSG00000027981	10	3	6	3
ENSMUSG00000039683	0	10	7	1
ENSMUSG00000047117	0	0	12	0
ENSMUSG00000030278	10	9	18	10
ENSMUSG00000037419	10	6	17	5
ENSMUSG00000022208	0	11	11	0
ENSMUSG00000064823	0	10	7	1
ENSMUSG00000095629	0	0	16	0
ENSMUSG00000034829	0	14	14	0
ENSMUSG00000029380	10	6	17	5
ENSMUSG00000028047	0	10	9	1
ENSMUSG00000039196	6	0	15	11
ENSMUSG00000032673	5	2	1	2
ENSMUSG00000022773	0	10	9	1
ENSMUSG00000078597	0	14	14	0
ENSMUSG00000021494	5	2	1	2
ENSMUSG00000050248	0	10	10	1
ENSMUSG00000003752	10	6	17	5
ENSMUSG00000037353	5	3	2	8
ENSMUSG00000022096	0	10	9	1
ENSMUSG00000021661	10	5	17	5
ENSMUSG00000039620	0	9	10	1
ENSMUSG00000033765	0	0	16	0
ENSMUSG00000032584	0	10	9	1
ENSMUSG00000072884	0	10	10	1
ENSMUSG00000066896	0	14	14	0
ENSMUSG00000032783	0	14	19	0
ENSMUSG00000029093	0	10	7	1
ENSMUSG00000030254	10	9	18	10
ENSMUSG00000021090	0	11	19	0
ENSMUSG00000055013	5	3	2	8
ENSMUSG00000038204	0	11	19	0
ENSMUSG00000020629	16	1	3	7
ENSMUSG00000030881	10	5	17	5
ENSMUSG00000030662	23	0	5	4
ENSMUSG00000020570	23	0	3	4
ENSMUSG00000024401	0	10	7	1
ENSMUSG00000029015	0	11	12	0
ENSMUSG00000063779	0	12	11	0
ENSMUSG00000074183	0	10	9	1
ENSMUSG00000069939	0	14	14	0
ENSMUSG00000025873	16	1	3	7
ENSMUSG00000034456	18	0	15	11
ENSMUSG00000070817	0	11	11	0
ENSMUSG00000024294	21	0	8	9
ENSMUSG00000035376	16	2	4	2
ENSMUSG00000044252	21	0	8	9
ENSMUSG00000055917	5	3	2	8
ENSMUSG00000068882	16	1	3	7
ENSMUSG00000022685	10	3	2	3
ENSMUSG00000036292	5	2	4	2
ENSMUSG00000041202	0	11	7	0
ENSMUSG00000024528	10	7	0	6
ENSMUSG00000029861	0	14	12	0
ENSMUSG00000077221	0	11	19	0
ENSMUSG00000070469	0	11	19	0
ENSMUSG00000115791	0	11	11	0
ENSMUSG00000097665	0	14	14	0
ENSMUSG00000046667	10	4	6	3
ENSMUSG00000037169	0	10	9	1
ENSMUSG00000049565	0	11	12	0
ENSMUSG00000033862	5	3	2	8
ENSMUSG00000021278	0	14	12	0
ENSMUSG00000027971	0	0	14	0
ENSMUSG00000024758	23	0	3	4
ENSMUSG00000044921	0	10	9	1
ENSMUSG00000054387	16	1	4	7
ENSMUSG00000062822	5	2	1	2
ENSMUSG00000028013	16	1	3	7
ENSMUSG00000042846	0	11	19	0
ENSMUSG00000025403	21	0	5	9
ENSMUSG00000031831	0	14	12	0
ENSMUSG00000030739	5	2	1	2
ENSMUSG00000037235	23	0	5	4
ENSMUSG00000021559	3	0	5	4
ENSMUSG00000049252	0	11	11	0
ENSMUSG00000035805	0	0	16	0
ENSMUSG00000035262	0	11	19	0
ENSMUSG00000046791	10	8	0	6
ENSMUSG00000022451	23	0	3	4
ENSMUSG00000041852	3	0	5	4
ENSMUSG00000024776	0	9	10	1
ENSMUSG00000056035	2	0	8	9
ENSMUSG00000020000	0	12	11	0
ENSMUSG00000037946	10	9	18	10
ENSMUSG00000073982	10	4	6	3
ENSMUSG00000024393	3	0	5	4
ENSMUSG00000025433	0	11	19	0
ENSMUSG00000070972	5	2	1	2
ENSMUSG00000036139	0	14	14	0
ENSMUSG00000003573	0	10	10	1
ENSMUSG00000019920	16	2	4	2
ENSMUSG00000027495	3	0	5	4
ENSMUSG00000087424	0	10	10	1
ENSMUSG00000034543	5	2	2	2
ENSMUSG00000071753	0	11	19	0
ENSMUSG00000020919	23	0	3	4
ENSMUSG00000036214	10	3	6	3
ENSMUSG00000097368	0	10	7	1
ENSMUSG00000039230	5	2	1	2
ENSMUSG00000035713	0	10	9	1
ENSMUSG00000059995	5	3	2	8
ENSMUSG00000033831	17	0	15	11
ENSMUSG00000029730	10	4	6	3
ENSMUSG00000019841	16	1	3	7
ENSMUSG00000040543	0	10	19	1
ENSMUSG00000091537	12	1	3	7
ENSMUSG00000027550	10	6	17	5
ENSMUSG00000028607	21	0	8	9
ENSMUSG00000039210	5	3	2	8
ENSMUSG00000032231	5	2	2	2
ENSMUSG00000028165	16	2	4	2
ENSMUSG00000075273	10	5	6	5
ENSMUSG00000002496	16	1	3	7
ENSMUSG00000055692	0	10	7	1
ENSMUSG00000030983	23	0	5	4
ENSMUSG00000078640	0	12	12	0
ENSMUSG00000046675	10	7	0	6
ENSMUSG00000051811	0	10	7	1
ENSMUSG00000028651	10	4	6	3
ENSMUSG00000024425	19	0	8	9
ENSMUSG00000046613	0	12	11	0
ENSMUSG00000070501	0	10	9	1
