space	pc1_variance_ratio	pc2_variance_ratio	data_source_silhouette_pc1_10	condition_silhouette_pc1_10	sex_silhouette_pc1_10	strain_silhouette_pc1_10
input_log2_cpm	0.21816377341747284	0.1391143947839737	0.07890760898590088	0.0015264067333191633	0.15885792672634125	0.04121008142828941
mober_projected_onto_OSD-379	0.49124136567115784	0.3303107023239136	-0.13922707736492157	-0.00845964252948761	0.5773071646690369	0.0036374591290950775
mober_latent_onto_OSD-379			-0.11969958990812302	-0.006737980525940657	0.5650528073310852	-0.0027536414563655853
