sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep4_F4	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	-188.16292	-48.56852	-5.689618	-0.3973454	0.3340918	10.550812	-15.622534	-0.3397613	1.7857553	-2.9937475	-3.3539016	-0.7037852	0.051834047	1.6687692	2.7374647	-8.490339	0.9855107	1.9562465	10.453322	-4.381204
OSD-242_Mmus_C57-6J_LVR_FLT_C1_Rep5_F5	C57BL/6J	Male	FLT	FLT	RR-9	OSD-242	OSD-242	-186.29422	-43.972984	-6.3300877	-2.7924314	-3.608937	16.003004	-23.99022	-0.79908156	-4.1836452	-1.9461491	-8.012321	-0.680958	0.051305566	3.0499868	6.0338173	-8.29572	-0.6150531	2.1711137	7.4341993	-7.7105775
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep1_F1	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	85.83982	-120.45682	27.729555	72.12992	-30.775486	-3.3161254	-8.308355	-23.485022	9.855472	25.612888	0.41915673	1.4340366	-9.87602	7.2775164	5.622105	6.5464864	8.546281	-5.7887983	3.6981692	7.177288
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep2_F2	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	95.448425	-88.89178	-11.72994	-15.619964	13.386507	-6.0922937	-1.1797405	5.7098117	3.6333137	4.9551077	-2.3128185	2.7943676	-8.364166	-7.695572	-3.6449382	-2.5140994	-5.195183	0.37874678	0.024317995	-0.06522152
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep3_F3	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	89.1469	-119.2099	29.149164	74.26174	-31.612707	-3.0823326	-8.296139	-21.813559	8.969999	25.524225	2.249786	8.607488	-23.952879	7.6845636	17.038456	11.946909	36.012627	-12.333072	5.0676894	5.3870935
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep4_F4	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	86.45311	-106.25834	15.539874	9.948699	-6.443407	-3.167697	-2.2705276	-19.21993	-5.806626	-18.039888	4.8337507	-1.3011194	13.80149	10.419077	-2.267485	3.0530024	0.43184274	-4.671638	-3.405086	-3.2406244
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep5_F5	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	85.57279	-116.82014	39.598892	57.934315	-36.597176	4.855596	1.1527072	-4.895801	-5.3354893	-11.856178	2.8488111	-8.166072	29.532772	11.983979	-13.996343	1.7087593	-33.49643	-8.599889	15.9580145	19.99994
OSD-137_Mmus_BAL-TAL_LVR_FLT_Rep6_F6	BALB/c	Female	FLT	FLT	RR-3	OSD-137	OSD-137	94.20906	-104.94657	20.975523	21.704378	-11.397295	-7.4854574	-3.7361963	-21.01773	-3.3175404	-11.315454	5.6833572	2.3873515	2.7557855	6.5286875	-0.9903767	2.0988352	1.2682265	-2.979735	0.7790253	1.6840115
OSD-173_Mmus_C57-6CR_LVR_FLT_Rep1_F58	C57BL/6NCrl	Female	FLT	FLT	BSP135	OSD-173	OSD-173	29.154207	64.170715	-26.537724	0.96606326	-10.420692	-3.2823493	0.17979331	2.8647487	-3.9173167	2.4246268	6.120813	5.312588	1.4140521	-1.454692	-8.364496	-2.7656434	3.2511327	-2.8249545	2.3090184	-2.620434
OSD-173_Mmus_C57-6CR_LVR_FLT_Rep2_F64	C57BL/6NCrl	Female	FLT	FLT	BSP135	OSD-173	OSD-173	23.980991	75.37404	-29.560528	-2.2496467	-17.702885	4.845925	3.2844496	-0.8597042	-4.7909403	3.7751436	7.061017	4.8053007	0.56787705	2.2991261	-5.4955335	-2.2043114	2.2853942	0.65838367	-0.5601955	-0.82213473
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI11	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	92.373955	-84.27544	-12.357201	-26.535713	11.434434	3.7948675	2.9276795	12.113979	1.229194	5.010698	-2.9401827	-1.8800772	0.50401145	-2.3728688	1.2275904	0.18448856	-0.112420455	-0.006103779	3.5308805	4.3344417
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI12	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	94.96301	-93.353645	-8.901434	-11.3425865	11.637	-4.743115	-1.6905285	-3.000331	2.8331203	0.45263064	-1.6286372	1.0150989	-5.9580297	-4.340672	-2.184255	-2.2471356	-5.592693	2.5309355	-3.0521212	-1.1492357
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI13	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	17.29636	76.43366	-21.179785	25.971956	14.392602	-29.002089	-13.259177	11.9401655	-1.6093377	-3.4837914	0.36024204	-0.41367352	5.3423667	-5.157185	1.1945868	-1.6736975	5.8313494	-1.0065875	2.3009136	0.28902492
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI14	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	93.65048	-93.51917	-10.159129	-11.720307	11.965833	-3.439671	-1.4333171	-1.9065018	3.8290172	2.1782877	-2.404676	0.957514	-6.0255795	-3.7413204	-1.48214	-1.4361964	-4.925865	1.743256	-2.9372923	-0.55920196
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI15	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	68.68756	-55.4282	-19.324055	-29.12594	2.5595784	15.152297	4.418024	13.8503065	-1.9526548	7.755395	-1.5069327	-2.4511254	3.839168	9.002494	4.1231837	2.9839709	4.3457885	-2.7493546	4.8509674	3.172449
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI16	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	98.32406	-81.012566	-3.6013165	-31.44118	8.014866	5.752412	4.919824	9.346408	-2.4364364	-1.2112668	-0.6499711	-4.236752	4.7014275	-3.7045727	2.5612829	1.211423	6.3695955	-0.43165323	1.6690472	1.9109489
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI17	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	91.98876	-75.5475	-20.574526	-25.688208	12.455769	7.85787	3.2404573	14.886852	3.9025514	8.501725	-4.182554	-1.3590213	-1.1105543	4.6052876	1.3583028	3.044615	-0.77872694	-4.603638	3.756075	1.8746787
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	95.89126	-81.51447	-10.937065	-30.12825	10.413469	9.250288	5.023197	10.256919	0.83151746	2.0018847	-3.24713	-4.9739466	3.165993	0.9121819	3.4134982	2.994883	4.5784063	-1.792385	0.02874987	0.9695917
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	92.7396	-88.45646	-17.606853	-15.271355	15.925522	-3.8178797	-0.8471259	8.066886	5.9343534	7.8555098	-4.365488	2.2311573	-9.17496	-3.4146018	-3.868208	-1.5355086	-9.135842	-0.052538626	0.733814	1.2290643
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	92.36599	-67.203094	-21.2948	-25.674374	10.247162	10.828862	5.209983	14.480284	3.2181253	7.2492723	-3.4968095	-2.741962	1.4358448	6.310395	1.4776411	3.7101817	1.4918531	-4.366157	4.5624876	3.447066
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	88.083755	-104.683495	9.557927	6.1525655	-1.8232731	-6.319992	-4.2176023	-19.718113	-2.5585072	-9.497337	3.6985064	0.66200763	4.093829	3.6490202	-0.026526036	0.138223	2.127376	0.3664229	-5.075991	-4.2841334
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI10	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	93.21952	-84.77287	-6.848662	-26.763395	9.622998	-0.084538326	2.425405	11.379872	-0.93533343	3.3803964	-1.0519761	-0.61792505	-0.5677931	-6.3338914	-0.5552585	-0.9929419	2.791385	-0.57867527	3.8612282	2.6982152
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	86.50279	-106.83038	13.444853	8.648107	-4.501953	-10.143878	-6.835592	-19.93068	-4.490631	-8.463454	6.5765753	6.077426	-5.532232	0.16801664	0.70416796	-2.9233172	-1.0241008	4.305983	-3.1139653	-4.4925895
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	83.44432	-95.64447	-6.1776032	-21.46011	10.1169195	3.756421	1.3750496	1.4544189	-0.66591036	-3.2347536	-3.2104845	-4.268387	3.4971678	-1.4076054	2.2422206	0.27399686	4.031956	1.0300885	-3.1554723	-1.0645447
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	90.30033	-91.16179	2.4025815	-26.193419	6.2041283	3.8914268	2.5687327	0.70702213	-4.444551	-7.329894	-0.109979324	-5.000548	7.919485	-3.203657	3.262629	0.15319487	6.1576724	1.8300476	-2.2244353	-0.7845833
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	87.4506	-93.63501	-0.88016146	-23.258978	7.598071	2.7859018	1.5390607	0.28749457	-2.5860863	-4.7392406	-1.1034777	-3.8834395	5.091538	-3.002633	2.4977934	-0.267349	5.767473	1.5747805	-2.3401706	-1.0577881
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	87.30612	-94.83462	-8.281273	-17.666397	11.870254	-0.7013053	-0.20077606	0.7236341	0.65193987	-0.68104213	-2.6653779	-1.4655344	-1.3056034	-3.755175	0.025526484	-1.3907372	-1.3836336	2.1097684	-1.8696287	0.12058883
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	90.35833	-94.212074	-3.4022558	-16.04874	9.825523	-3.9000788	-0.6466794	-1.3744626	-0.8161008	-3.5880108	-0.79245883	-0.13645042	-2.0383666	-5.7964797	-1.4679472	-2.9689145	-1.5389471	3.538214	-1.9071174	-1.2299659
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	91.96183	-85.49223	-33.345676	-2.3381586	23.758194	-5.955308	-5.949328	9.007147	16.899729	19.887691	-8.583292	8.077855	-18.883814	7.1812124	-3.5331056	3.3628132	-21.959759	-6.580812	-2.4111564	-2.4603035
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	89.498405	-76.57369	-15.963714	-31.169024	9.544663	13.467527	5.6502824	14.055106	1.4700948	5.7460194	-3.8546386	-4.6781235	2.8743699	5.556953	4.2538276	4.034296	3.8301919	-3.054968	3.5905282	3.9181662
OSD-379_RR8_LVR_GC_LAR_OLD_GL11	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	24.35953	82.12667	-18.204418	-0.76147485	-13.847072	0.21828106	2.2517762	-2.0662253	-2.3699257	-0.2250203	4.284137	1.0739456	-0.43473646	-4.457753	-4.18242	-1.5091777	1.5599314	-1.1565839	0.7686029	-0.4435103
OSD-379_RR8_LVR_GC_LAR_OLD_GL12	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	24.746696	84.98612	-31.713015	7.737118	-8.269389	5.300925	3.1065543	-4.4056697	2.88336	-1.6896291	-0.2594152	-0.66233855	-1.4380476	1.6922834	-2.907715	0.01585014	-0.7869824	-0.30189198	-1.6077386	-0.74117005
OSD-379_RR8_LVR_GC_LAR_OLD_GL15	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	20.612074	62.8441	-43.882446	41.57244	25.904867	-44.97959	-29.823227	27.9132	-3.978152	3.615191	11.787342	13.058234	23.071821	4.96411	35.959854	9.572906	-7.338528	21.81564	-9.275297	11.571317
OSD-379_RR8_LVR_GC_LAR_OLD_GL3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	23.562853	84.124664	36.997227	67.6673	111.54478	14.286619	-8.713499	12.20252	-55.167404	13.111446	40.979855	-48.77748	-21.72087	8.684708	-4.735979	-1.3754419	-1.7356795	1.1136006	-0.83788353	-0.68353933
OSD-379_RR8_LVR_GC_LAR_OLD_GL4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	24.577496	86.77994	-10.197203	-2.7443318	-13.69482	1.8624429	3.5609198	-4.1971183	-1.3740654	-1.1712177	2.2893913	-1.426053	-1.7160758	-4.7794614	-1.994471	-0.16110328	0.78495324	0.06908414	0.022604646	0.17893134
OSD-379_RR8_LVR_GC_LAR_OLD_GL7	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	27.271355	81.8437	-24.101824	8.524603	-5.442039	-5.2221437	0.020821825	-0.81902236	0.6693021	-2.5691397	0.7654464	0.9866675	-0.15561277	-3.979847	-6.643494	-1.6440641	2.2965012	-3.1890922	0.72534007	-2.3778756
OSD-379_RR8_LVR_GC_LAR_OLD_GL8	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	21.477364	78.2156	-23.941868	18.169159	4.6606097	-18.288685	-6.5867853	5.0845847	1.7921604	-4.1997724	-1.4523087	0.6665112	2.5532799	-5.581029	-6.0426593	-2.9283478	5.207414	-4.593409	2.1804905	-2.09626
OSD-379_RR8_LVR_GC_LAR_YNG_GL1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	18.922234	87.16536	-3.247704	18.553886	19.33896	2.72078	1.846331	-7.8497157	16.967781	-11.410738	-19.96826	-11.050611	-4.323446	2.255985	3.6039128	1.8077592	-1.4721504	-0.0939819	-2.385862	2.7922864
OSD-379_RR8_LVR_GC_LAR_YNG_GL13	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	18.850798	71.92893	-46.025906	7.9961944	-10.338753	7.4298196	2.0613875	-1.02985	0.7863044	2.9890966	2.436976	4.737145	-0.29021654	9.062952	-6.496929	-1.4392538	-0.7991538	-0.81095046	-1.2508335	-2.5224228
OSD-379_RR8_LVR_GC_LAR_YNG_GL14	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	26.194216	82.520386	-32.3852	5.952562	-9.664363	6.554972	3.4308293	-4.10865	2.6647844	-0.95165855	0.62606925	0.30591935	-1.242056	1.8210799	-3.4200506	-0.0629485	-2.0172093	-0.26041704	-1.6074829	0.17035408
OSD-379_RR8_LVR_GC_LAR_YNG_GL17	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	31.37664	64.19891	-47.302914	25.876059	10.107321	-23.756334	-13.991452	14.773766	2.2862425	2.7871423	5.8277526	13.721849	9.315787	4.4048963	0.49644688	1.0808105	-0.5892504	-1.6327367	0.39094037	-4.536113
OSD-379_RR8_LVR_GC_LAR_YNG_GL18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	20.365015	80.05485	-21.495468	20.394314	8.588205	-18.433886	-7.173504	4.8033366	2.0056105	-5.2269573	-2.5214922	-1.0007888	2.2897155	-5.8468804	-3.950073	-1.7772923	4.1250687	-4.6563053	2.0685556	-1.7486439
OSD-379_RR8_LVR_GC_LAR_YNG_GL2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	29.465784	60.256	-33.016403	3.5802224	-9.286462	-5.369871	-0.7964746	4.5275564	-2.9647508	3.308995	5.818598	6.911281	1.9388069	0.6500177	-10.067555	-3.5090368	2.7829213	-3.1728895	2.5057776	-2.2435145
OSD-379_RR8_LVR_GC_LAR_YNG_GL5	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	37.421165	89.100784	54.370647	65.10145	132.20354	68.394455	19.833317	-19.110266	-7.64574	5.249355	0.9735175	53.20624	19.276545	-20.523384	3.6988862	2.780578	-1.3888478	-6.10557	5.2156224	1.8136417
OSD-379_RR8_LVR_GC_LAR_YNG_GL6	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	23.194584	83.59719	-10.037295	-3.2020738	-13.389578	2.7346098	3.3849797	-4.1394258	-1.0169575	-1.3520314	1.71811	-1.3455571	-1.5113959	-4.170886	-1.6378196	-0.4592997	0.61009395	0.4806805	0.134392	0.54093844
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	10.863382	88.52506	59.0083	-21.162956	-10.317159	-14.052131	-2.230851	3.8809118	-4.125273	3.0109096	0.734376	-0.39359376	-0.07920208	-5.4860754	0.44196278	0.8119896	0.5934406	-5.125732	5.9914227	0.33572865
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	15.580654	89.44586	-6.6115813	4.621459	-2.173917	6.9984326	3.156831	-8.434018	8.984054	-6.8087516	-9.649995	-7.5800767	-3.796292	-0.96934026	6.1827407	2.1557446	-3.725033	2.6373355	-2.5226939	3.003424
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	15.743134	83.37783	-11.08786	-7.0990024	-19.196526	5.6757092	3.164533	-3.9913156	-4.977691	0.57489586	5.478831	0.097891316	-0.9594664	-4.287908	-0.47444618	-0.40259716	0.1837082	0.95043653	-0.17243025	0.48268962
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	15.486372	88.0348	-11.113328	-7.2404137	-18.888397	10.860174	4.3899364	-6.564317	-1.8941458	-0.15867452	4.0325274	-0.96581423	-1.8444754	-2.876121	3.4773324	0.27316022	-1.2453827	3.936573	-2.2055218	1.0373489
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	19.480396	82.085846	-16.197035	3.1516628	-9.856564	-3.7787774	0.71187764	-1.688541	-1.3925505	-1.7972534	1.600395	0.408965	-0.5191507	-5.762591	-4.6938896	-1.8349005	2.3538468	-1.697891	1.1554981	-1.0467246
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	19.539248	82.873314	-4.0913754	-10.910106	-20.716297	3.8396378	3.5579572	-3.2959616	-6.4383616	1.2197644	6.886193	0.526713	-0.7799935	-6.5415707	-0.7197019	-0.62197137	1.0142312	0.9080991	0.39431947	0.95127773
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	17.057762	89.44321	78.061	-23.83914	-3.364216	-15.128407	-0.82745606	6.3654103	-2.0270312	5.5465164	-0.95823854	0.8173247	-0.4863898	2.0711546	-2.9750812	-0.04936273	0.13370296	-2.1056445	3.7413335	-0.03370053
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	2.5725553	84.312065	100.639496	-29.502422	2.543177	-11.449171	-1.9027691	9.235835	4.8379436	8.118202	-2.023739	7.6756077	2.353438	11.572183	-0.60773754	-1.4869505	-2.956228	-0.42287517	0.35622358	-0.18794245
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	17.998184	94.471115	62.60704	-16.062506	0.6821106	-7.0300016	1.1152631	0.3661315	4.1363263	0.82856435	-5.4773617	-2.4055033	-1.4885709	2.1154404	0.12214441	1.0846776	-1.0433878	0.79987234	0.7912317	-0.2771524
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	19.46208	87.22411	46.21437	-16.390104	-11.140354	-19.177658	-2.38219	5.8094854	-6.355976	2.9027812	2.9235926	-0.104228735	-0.1486537	-8.317358	-4.0935817	-2.0231802	4.190667	-5.1263423	7.6920376	0.8127394
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	16.540514	90.120255	11.849796	-5.9356365	-8.805862	0.8743025	2.045233	-5.221959	1.344647	-3.6575565	-2.4701576	-4.724903	-2.4094832	-6.400331	2.9506905	1.2190667	-0.6734538	-0.4024755	0.38094416	0.67119783
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	13.522174	94.39995	15.140632	-10.339691	-14.435635	4.2043138	3.4642358	-6.3575034	0.42162883	-2.0847015	-0.5728303	-4.4051805	-2.665565	-5.947354	5.546559	1.8285812	-2.148145	1.9751477	-0.10696664	2.4841232
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	11.6231575	85.02483	-4.9299064	-9.631556	-19.961258	7.54869	3.290021	-5.0363307	-3.9496186	0.4419364	4.3106246	-1.263156	-1.2758775	-4.798725	3.6627707	0.44387394	-1.1457121	2.309403	-0.73251206	2.4788268
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	16.388737	81.39795	-20.497292	3.0972276	-11.542505	-0.55597204	1.2788562	-2.5121765	-1.1701367	-1.081621	2.0632873	0.44212896	-0.52371407	-3.544263	-3.8220603	-1.696023	1.4690119	-1.0066981	0.5930873	-0.11956075
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	19.775406	73.92936	-26.285799	5.5174446	-8.921319	-2.8829432	0.4527892	-0.34515825	-0.95504093	-0.5005258	1.9545181	1.9062494	0.0058699176	-2.3241558	-6.7644434	-2.4444218	2.6530268	-2.691435	0.98996127	-1.2507156
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	16.4185	75.91576	-15.511426	-12.276468	-23.547913	11.151285	4.3730764	-3.2623699	-8.105192	3.3615587	8.12104	1.4377729	0.0029412666	-1.3322258	1.1233094	-0.38167778	0.57465196	2.6253836	-0.99799854	1.4401646
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	12.89485	80.45536	-23.203304	-10.522984	-23.616844	19.067324	5.3948326	-5.6823926	-5.2637243	3.167703	6.2333565	-0.04065708	-0.74607754	3.6682873	5.636357	0.6010986	-2.2284777	5.6628556	-3.2496285	2.3686419
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	3.569007	88.06626	95.74174	-30.992056	-2.1578262	-8.468811	-0.7210442	6.8078594	3.581935	8.274007	-1.5432959	6.1024146	1.3694459	10.272468	0.3041453	0.7775771	-3.2393675	0.91548574	-1.4269369	-0.3168624
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	12.044997	91.33273	71.29708	-28.520472	-14.7065115	-13.217863	-2.646915	5.8207126	-6.2231116	5.896527	4.3269086	1.1072508	0.3679241	-4.485951	1.9091705	2.2116945	-1.3691247	-6.1720014	6.7516932	-0.53638726
OSD-463_RR23_LVR_GC_G1_techrep1	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-187.99031	-45.161545	16.156141	-11.513077	-1.6711168	11.061546	-22.995827	4.658883	6.2603645	0.015208563	4.420832	-0.17728832	-0.597736	-3.0158658	-2.202301	9.264555	-3.3361018	-7.1447277	-10.035744	-5.6723156
OSD-463_RR23_LVR_GC_G1_techrep2	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-189.8148	-48.881313	5.8835444	-4.711775	2.3667448	9.385691	-15.677401	2.611738	10.0491495	-2.6839957	5.3665047	-1.0531769	-1.0230864	-2.806151	-3.9895473	7.626694	-1.1638792	-1.8977604	-3.3436456	-1.8924555
OSD-463_RR23_LVR_GC_G2	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-190.34946	-46.817215	2.3465667	-3.838492	-2.6126869	0.20211421	-9.10461	0.6611686	-7.898954	2.0110579	-5.7480874	1.8625789	-0.5680245	-3.5309591	-4.1359673	5.159167	-0.73568135	-5.2430844	-8.436091	2.265412
OSD-463_RR23_LVR_GC_G3	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-193.13295	-58.519966	-8.185282	10.424101	10.067808	-29.699747	65.71922	-3.613064	0.61331403	5.614404	8.683252	-1.2129693	1.9010444	6.481368	28.321005	-34.728596	-8.813524	-24.060387	-10.446905	-14.819974
OSD-463_RR23_LVR_GC_G4	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-190.4639	-59.906822	-8.438124	8.98473	11.41245	-15.086956	37.350986	-2.6014671	9.875123	-1.6719748	7.778427	-2.350384	0.46913895	1.5896138	2.9277413	1.235565	1.6469266	10.273248	19.379715	-1.1419039
OSD-463_RR23_LVR_GC_G5	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-188.36449	-55.206673	19.392237	-5.7600713	15.06775	17.600483	-11.3278265	10.259016	60.083427	-12.628903	48.02505	-5.343555	1.0980507	-0.52497494	-2.928146	-21.90492	7.9656763	-3.7199092	-7.382554	27.894192
OSD-463_RR23_LVR_GC_G6	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-188.00203	-57.199734	-11.995244	7.524165	4.8273625	-13.511047	23.083931	-2.5520394	-8.673503	1.6808028	-8.037141	0.9449155	-0.2833859	3.5116334	0.46118107	-9.3232975	3.0282876	2.2568445	2.035591	12.933257
OSD-463_RR23_LVR_GC_G7	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-191.02048	-53.969078	-6.2894983	4.3529778	3.0701826	-14.247853	22.896076	-2.668738	-7.607857	2.924787	-3.6681967	1.2519113	0.18620786	0.14041167	1.085782	-2.540044	0.74373776	0.014100839	3.3192816	5.588526
