sample	strain	sex	condition	location	project_identifier	h5_accession	data_source	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	5.6927257	76.586235	-30.012146	3.2235138	-19.29338	8.920699	19.910042	-4.2052402	-14.262725	-14.471092	-11.863409	11.455078	-15.9430485	-10.301098	10.302329	16.668169	-12.997758	5.9399447	2.730969	11.182496
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI19	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-53.404667	22.278357	-44.772495	3.921723	-2.793102	-17.752323	-14.483454	-9.958848	-18.285364	3.3610902	-0.9907336	-5.320856	-13.03499	6.064559	15.52639	3.6299503	-13.137465	2.4925616	16.23098	-13.711016
OSD-379_RR8_LVR_GC_ISS-T_OLD_GI20	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	19.523329	87.80117	-26.196064	9.307136	-15.09443	29.145578	25.635483	-20.394218	-31.831173	-9.704201	-9.703615	8.258094	-14.520675	10.039984	7.1817155	11.441607	-7.6804986	-16.20513	17.425303	5.9385767
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-33.59432	4.4853024	-48.839527	6.620401	2.376031	-32.39682	-15.000354	3.8981707	6.4919534	-7.2592063	-4.0411563	4.637254	13.712143	-27.047157	3.2090926	-12.57147	-0.7542212	6.4685	-6.5595303	2.8161836
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI10	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-8.517172	25.060879	-12.016876	4.291422	4.982322	-18.906809	12.931031	-1.1296474	-9.351351	-20.913193	-13.643909	16.421148	5.636879	-16.8464	8.588554	9.012842	-8.972662	-18.657589	-9.883541	5.2766504
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	31.075455	50.680367	-35.18483	0.4749786	10.867005	-13.137219	5.8805723	2.867955	-3.4172091	-22.95918	13.583143	7.564501	13.402026	-27.738016	23.427633	-4.6571817	-15.490277	-19.971582	-3.8865936	0.14227554
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-48.21493	23.495602	-60.342834	29.000496	-9.404184	1.0792532	-1.1702671	-7.756731	-12.982188	-3.8636055	0.06632162	6.522302	-15.02643	-8.772288	-8.670075	-13.848856	-6.4940157	-8.297469	8.221106	-5.325234
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-32.81398	38.215893	-37.55815	3.5648174	-9.336807	-13.018827	-5.591547	8.795619	6.228154	-9.261693	-5.0209184	7.829012	6.170648	-16.351997	3.4618764	6.4070168	-7.24367	-0.8273664	0.98719525	1.2847537
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI5	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	2.4214847	37.89263	-31.237946	9.980084	-2.2710018	-5.130405	21.372198	-4.012245	-9.586127	-21.377125	-1.0091869	17.632376	-1.6887022	-22.284288	-3.7655525	-6.8876085	-8.249753	-22.37059	0.43541405	-4.1266284
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI6	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-53.07001	15.119297	-47.331223	10.706327	-7.213297	-20.871946	-7.022087	-8.91344	-13.138693	-1.280694	-0.109877735	3.0445373	-15.938531	-5.397081	-4.05937	-0.6044838	-18.060806	7.3835297	2.7522488	-4.1311145
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI7	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-3.3112183	32.590706	-35.748764	2.6478808	-4.24324	-16.807734	3.9934087	3.3381999	0.2810282	-9.962274	-11.083233	9.104586	2.3130445	-18.234716	14.07521	6.9485536	-13.45746	-0.66711986	-4.8531337	1.9655281
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI8	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-18.715654	-14.575956	-66.16317	31.888952	2.2712379	-7.9865475	-3.6608908	-21.57192	-11.1740265	5.731682	-11.724372	-3.011669	-3.510863	23.852716	5.2885513	-6.3695426	-15.8625345	7.446074	-9.344485	-9.30207
OSD-379_RR8_LVR_GC_ISS-T_YNG_GI9	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	11.390106	69.908264	-20.801739	1.7818065	-5.7741218	6.400671	13.374903	-8.40268	-17.503008	-12.1245	-8.416545	4.8733864	11.223742	-9.692272	20.767918	16.78865	-7.453238	-10.904322	6.145582	7.3720818
OSD-379_RR8_LVR_GC_LAR_OLD_GL11	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-29.687069	47.326023	22.789099	-5.196866	-7.7012033	-6.908729	20.551771	-13.287	-27.241278	0.15771632	-39.8648	5.674233	1.7890557	12.910774	12.159017	13.532276	8.135212	23.56263	3.6205647	-3.6263509
OSD-379_RR8_LVR_GC_LAR_OLD_GL12	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-44.25263	0.9425002	-11.883732	17.785315	-8.603095	-4.1035604	22.452139	-12.218708	-18.548414	8.142055	-34.90029	4.897061	-9.908424	9.646997	-1.7191242	5.045818	25.746954	9.882676	-5.1338234	-6.45563
OSD-379_RR8_LVR_GC_LAR_OLD_GL15	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-73.45712	-64.38983	-20.956572	9.01433	6.649779	-56.163235	-15.101982	14.406074	3.7978249	16.932158	-38.893482	1.8877636	-17.662415	3.0412261	-2.0086544	-5.0637426	1.0011468	-1.0448195	4.327492	9.699099
OSD-379_RR8_LVR_GC_LAR_OLD_GL3	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	18.802114	-25.011932	-2.1120508	33.59424	80.27318	-20.245718	-29.199886	1.665754	25.751074	-8.150804	-46.398552	-25.876059	9.467606	12.364531	22.350702	7.7125998	11.278308	14.052789	0.5199213	-15.649957
OSD-379_RR8_LVR_GC_LAR_OLD_GL4	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	21.714128	27.640549	62.90251	-14.063573	34.177876	-29.500486	58.461895	5.858075	-10.296782	-0.08594856	-0.3803688	-10.956399	39.090797	-9.6478815	27.273258	-2.6858711	10.412657	8.175332	-12.437658	-45.792934
OSD-379_RR8_LVR_GC_LAR_OLD_GL7	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-48.80074	4.5355487	11.414996	11.664287	8.827309	-15.471924	16.57169	-6.8342996	-20.680744	7.084941	-25.400509	3.3191102	-5.9344387	6.2756667	2.4103315	-0.4664283	9.051544	-3.4650788	7.748703	-13.155441
OSD-379_RR8_LVR_GC_LAR_OLD_GL8	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	1.940338	0.92909044	-8.168775	-0.2632136	15.419776	-25.806423	13.003192	8.22902	10.9879055	21.848122	-14.873621	-26.798052	31.11607	16.862097	30.914288	12.809866	12.351571	19.30256	-5.4425335	-1.0490018
OSD-379_RR8_LVR_GC_LAR_YNG_GL1	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	108.63738	136.58447	201.4641	219.46495	-176.24562	-118.298485	-29.722946	-100.51202	79.63641	2.7148907	8.949122	-9.273236	-2.4400444	2.0634813	5.0191646	-8.725753	-4.610195	-6.9552283	4.031667	1.2476254
OSD-379_RR8_LVR_GC_LAR_YNG_GL13	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-50.764397	28.552372	3.780536	5.0337152	-6.208094	-11.73544	1.4253612	-0.37030035	-16.497711	2.001395	-39.98053	5.491314	0.37616077	7.0287127	16.44437	3.597443	0.019639578	21.512932	4.7415757	9.731745
OSD-379_RR8_LVR_GC_LAR_YNG_GL14	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-57.01204	7.106994	-8.439637	20.797169	-6.0009966	-2.6066484	9.775188	0.2610341	-12.178876	15.946599	-38.193542	0.38900104	-8.554209	10.918222	0.4526777	-0.76365185	1.9606452	11.18865	-1.761578	16.514814
OSD-379_RR8_LVR_GC_LAR_YNG_GL17	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-80.47061	-39.229538	-15.737463	6.4276776	9.208336	-50.322014	-1.2234262	23.44499	9.290339	34.05391	-10.164898	-11.897482	-10.455631	-3.1323915	-8.391683	18.40027	-5.22945	-20.570423	7.5337644	19.566135
OSD-379_RR8_LVR_GC_LAR_YNG_GL18	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-40.021935	-38.305565	39.165497	0.35124263	32.67907	-48.191174	24.446404	19.426239	1.7439669	-5.308229	-25.256134	3.0174048	-2.821047	-6.85895	-20.630926	-17.253601	-12.713429	-1.5621608	-16.972261	7.7131724
OSD-379_RR8_LVR_GC_LAR_YNG_GL2	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-35.434998	-29.622496	37.418236	-0.045043122	17.257015	-45.12744	42.5176	-2.9572701	-19.72352	-5.487523	-23.541813	4.1091185	1.6881927	-2.8365457	-8.75619	-20.700909	-1.6997148	6.891615	-5.7714777	-12.48094
OSD-379_RR8_LVR_GC_LAR_YNG_GL5	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-45.66335	53.694542	112.15548	88.953186	188.40373	46.393944	-51.99318	1.3394433	21.789745	-75.70342	-28.324097	-61.53001	-36.674877	11.353799	-36.15058	-2.489761	-17.081934	-12.476616	1.448026	-19.761553
OSD-379_RR8_LVR_GC_LAR_YNG_GL6	BALB/cAnNTac	Female	GC	GC	RRRM-1 (RR-8)	OSD-379	OSD-379	-32.29634	-18.141617	30.649414	8.741979	10.817304	-21.735294	53.822273	-4.973863	-23.797562	-2.392748	-14.617875	2.8774805	-13.643403	7.0322022	-14.064945	-21.13941	4.6256266	-3.3647406	-1.5972754	-24.461807
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	131.07457	-60.269672	-46.84929	-12.803713	19.044107	-13.953038	-22.916157	-26.352175	8.075506	-4.3502645	0.71972466	5.0611873	2.7778358	-4.250313	12.728694	-6.2561707	-21.185345	2.5790014	2.3308098	-7.531817
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-0.7644478	29.402294	30.146967	-45.77547	-6.2499175	13.098211	-22.093945	-20.688791	-19.560223	22.417238	11.794487	-19.353296	0.26194188	2.7147603	-3.6406434	7.3078566	9.066457	-1.6709033	0.08260202	-5.931238
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	5.7540555	-13.706133	24.211906	-45.17014	-1.4799722	-19.352863	-19.172188	-30.261215	-28.563791	-4.966268	-11.842439	16.96272	-9.010223	-13.155071	-10.744622	3.4322677	-12.648487	-1.3332318	-3.4137328	-10.24128
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	1.8542415	3.7393696	38.29911	-48.254208	-7.8128557	-6.7966313	-13.904148	-28.589602	-30.390322	-6.2171965	-12.18987	14.458435	-4.6865487	-3.0326993	-7.2355194	4.233051	-14.704143	-0.66845155	-9.469001	-13.446654
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep4_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	20.521963	-23.15931	15.1256275	-34.926888	-1.1367819	-18.38898	-21.05424	-32.581768	-23.592417	-2.9583733	-18.851536	25.315742	-8.361105	-14.485052	-14.870186	2.9603221	-6.9264746	-9.148482	-13.859554	-8.193574
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep5_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-18.088081	-13.6019745	10.724392	-36.197918	-7.1622376	-11.074832	-35.779964	-24.759737	-21.628736	4.355331	-12.750795	10.381098	0.026888926	-1.7299777	-5.740746	7.2465897	-13.048022	-1.8093072	-2.424176	-4.9693465
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep6_G1	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	216.96843	-70.8675	-16.114592	-21.962763	26.873064	-14.638418	22.90382	-17.089287	14.0027895	-5.746563	0.8603665	8.734509	-20.767235	-5.676325	-3.3950617	4.2112317	-13.442226	-0.566014	12.960888	10.306139
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep7_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	226.56596	-47.09747	-13.606823	-15.296898	12.834685	12.176612	31.614096	-13.252532	16.485884	1.7658253	-17.26934	5.8535604	-33.358932	9.797258	9.873878	14.030991	1.5283433	-8.557066	13.26534	4.9277363
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep8_G3	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	178.0086	-51.499836	-35.190628	-16.010214	14.969192	3.838303	0.7487999	-22.769989	13.439174	4.0191274	-5.52082	-1.1727133	-16.024303	14.341427	13.024453	6.100175	-10.689226	3.8886902	13.222967	0.36010534
OSD-245_Mmus_C57-6T_LVR_GC_ISS-T_Rep9_G5	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	115.80652	-93.580315	-29.990665	-22.972502	33.281155	-48.947426	-27.584637	-36.9462	-0.68110085	-6.73967	-3.4442065	16.528265	4.6137342	-14.739124	-8.46164	-5.6360836	-12.493998	7.0852294	-10.212155	-8.953699
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep1_G6	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	3.8126075	0.36630177	53.42095	-50.907394	12.207131	-15.196676	-13.793317	-14.539018	-22.22385	23.486837	14.3851385	-17.612955	2.0112853	-9.311557	-4.2540407	-10.846228	4.4398813	-0.5907829	-0.7045443	9.05618
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep2_G4	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	31.781874	38.640617	46.3987	-51.42288	-4.812735	13.01648	-10.128521	-26.260742	-18.112043	18.623043	12.142987	-11.417944	1.3975126	-4.5953074	-16.712376	12.198381	7.608445	4.2976284	-13.726646	-5.4287376
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep3_G10	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	17.781454	4.3674808	58.660145	-53.949284	1.5604998	-1.7907641	-8.09228	-13.758079	-26.870455	-1.8202883	1.8980861	-4.0617585	18.069916	7.064271	6.366509	-21.984428	-11.98984	-5.7747664	-18.496733	3.595942
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep4_G5	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-43.74622	-23.868305	23.063503	-41.559807	4.2388053	-30.581043	-41.725376	-24.298227	-25.673306	14.395644	3.967184	-7.598974	-8.098334	-13.120466	-10.764004	-10.038785	0.5022799	17.912392	14.623159	1.8683463
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep5_G7	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-10.686613	-0.27399406	29.22672	-43.349873	-2.9570327	-9.050026	-29.26672	-13.582428	-24.123068	9.5392065	-1.4336983	-0.47135544	4.567662	6.022105	1.4839494	-5.147166	-4.5567837	-13.40138	-1.2821106	12.062219
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep6_G8	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-10.464659	9.966471	32.477192	-41.7648	-13.042914	5.5663357	-25.198637	-11.80091	-21.548798	0.8201332	1.121073	1.0410625	16.621874	4.1633697	1.620863	-6.550228	-12.604159	4.1349573	-4.108604	12.199763
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep7_G9	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	-7.907922	12.925271	48.498356	-46.17886	-6.3257084	-5.2313404	-21.3424	-12.463983	-29.760445	0.4801102	5.523532	1.1831449	10.323552	0.87061965	1.1454278	-11.626015	-19.32548	-4.694233	-3.4268239	14.0674715
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep8_G2	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	204.78621	-46.634968	13.0243635	-18.665236	19.867962	5.4290133	37.084797	-11.098983	6.554033	-0.6975088	-10.590377	3.1170003	-9.552969	12.109411	0.97514886	-15.566797	-1.0711205	-5.4706383	11.13861	3.481336
OSD-245_Mmus_C57-6T_LVR_GC_LAR_Rep9_G3	C57BL/6NTac	Female	GC	GC	RR-6	OSD-245	OSD-245	179.38565	-45.331524	9.798624	-31.73396	30.440401	-12.179283	22.149328	-17.16916	4.021158	-1.0965347	16.468975	-9.653393	0.8709253	11.510483	6.920279	-31.41647	-18.993774	19.366661	17.230877	-0.8864658
OSD-463_RR23_LVR_GC_G1_techrep1	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-46.65083	-93.91537	-5.221372	20.93146	-0.7586117	9.309159	-9.649707	-4.724973	5.5325418	9.11176	22.990458	-13.646355	20.46503	9.116247	5.0699444	15.669532	-12.365158	-5.276894	-2.6582758	-3.6808064
OSD-463_RR23_LVR_GC_G1_techrep2	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-50.228367	-91.989006	-4.2653613	20.183744	-2.0179853	9.934981	-9.6219845	-4.8690963	4.186038	9.191865	22.89771	-13.241964	19.319223	7.9070034	4.584028	15.271366	-12.174627	-4.907105	-1.8113015	-3.3153045
OSD-463_RR23_LVR_GC_G2	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-59.865765	-97.09222	-0.15020885	25.317986	-4.0459204	16.516956	-9.869005	-7.6211705	-4.322417	-0.98326796	7.7629585	4.149701	29.472475	2.3936133	-2.0011454	7.0844784	-16.563265	-6.6049123	14.943579	-4.2578306
OSD-463_RR23_LVR_GC_G3	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	8.022897	-62.082214	51.367752	28.921154	-19.933998	64.18035	48.85926	-23.07921	-12.40351	-23.831299	-7.7057314	27.66193	39.15706	14.921673	-33.63704	31.442379	-3.295096	8.627287	17.170328	4.388755
OSD-463_RR23_LVR_GC_G4	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-61.261906	-108.261765	9.596419	31.58691	-7.451061	24.916393	-14.186819	-15.042411	-6.0034795	-13.065523	7.9760327	19.77492	60.361195	11.613464	-15.52268	26.78183	-20.754019	-12.049437	16.339977	-2.5601413
OSD-463_RR23_LVR_GC_G5	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-35.270405	-77.857445	40.77788	1.5752977	-8.806197	9.3706455	12.402793	-1.5431027	-2.4515738	-6.257716	-8.555041	7.86479	17.269753	-10.635792	-6.817025	11.416375	2.8269377	10.29992	19.927967	2.6050215
OSD-463_RR23_LVR_GC_G6	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-68.78336	-122.7342	4.7778997	35.926945	-4.8935456	16.949068	-8.293098	-8.16187	-0.8942017	-13.040693	-2.0071108	19.612774	40.352833	-4.5037813	-15.33325	-0.67669666	-15.443421	5.4138875	14.578629	-7.0989323
OSD-463_RR23_LVR_GC_G7	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-62.89257	-138.28798	8.322668	35.837494	-4.352449	9.225199	-1.1238338	-1.166519	6.6071763	-15.473685	-6.8525367	25.521877	32.921124	-6.390513	-24.661404	-3.8601596	-11.1804	5.953281	10.229075	-3.4082365
OSD-463_RR23_LVR_GC_G8	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-25.42542	-52.572384	36.380337	14.110426	-11.378192	44.65821	21.186274	-6.4543643	-13.37734	-8.4628	23.875364	-11.16531	11.386434	10.627798	4.341977	-5.937295	5.1894407	3.6968	23.702667	4.978879
OSD-463_RR23_LVR_GC_G9	C57BL/6J	Male	GC	GC	RR-23	OSD-463	OSD-463	-0.77800065	-46.252796	4.835614	24.892736	-30.029215	59.744442	22.660677	6.403382	9.786132	4.0564084	0.30146766	-4.962321	4.6709065	18.020369	-1.0589036	6.421494	-1.2926718	0.6901169	0.20455125	5.539925
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep1_G1	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	-25.590307	-17.317331	39.50194	-20.177334	-21.788082	39.549877	-10.912121	36.777454	32.371986	10.437235	-19.701868	20.01285	10.520511	-7.0299964	14.557333	-8.241597	-8.579384	6.386032	13.9348135	-12.609724
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep2_G3	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	1.8324336	8.899513	11.184107	-12.518058	-42.921875	64.47953	-6.1434984	25.644922	30.707207	22.484821	-24.91322	-10.147197	2.22191	1.9106065	0.10910148	-10.27102	-3.9541306	-0.25905782	10.34796	-1.3490599
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep3_G4	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	7.41806	-16.066116	22.995558	-18.012316	-34.213387	47.409332	4.956839	21.8421	31.676332	16.059914	-23.063663	-5.5500946	5.560126	-11.934751	-12.905977	-17.322813	-6.203036	5.7015867	4.3898125	-3.9314675
OSD-242_Mmus_C57-6J_LVR_GC_C2_Rep4_G5	C57BL/6J	Male	GC	GC	RR-9	OSD-242	OSD-242	18.693153	-5.701924	55.86674	-30.732605	-40.07302	43.91734	33.155445	32.619835	38.150833	0.44619903	-24.741375	10.833702	-8.770318	-43.738544	-42.51296	-10.642173	-14.401844	13.279354	-6.363157	6.7758684
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep1_G1	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	-13.992702	39.302692	-9.792283	-28.379124	-3.1205988	-36.937645	6.9802966	24.370695	13.47353	-15.870356	22.622076	7.0807858	-14.153741	11.920616	2.8931406	19.34238	-22.217312	6.0887914	-2.7487278	2.0388346
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep2_G2	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	-21.710758	26.772625	-10.42742	-23.664537	-2.4339755	-37.658237	-8.363794	14.369849	6.9041743	-12.1911335	-0.09255317	12.498626	-2.9040062	16.752983	4.4654617	20.739298	-15.397937	-0.89458495	8.011847	-5.056948
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep3_G3	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	-44.11886	29.823893	-40.246128	-16.612438	-8.448695	-30.07012	-23.288363	29.295624	24.165281	-16.766373	25.054218	-0.061248537	0.47306806	6.4144816	-3.9702392	-8.879717	2.4857392	9.741616	4.90156	-6.8993154
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep4_G5	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	-7.124778	39.993454	-15.109146	-25.736979	-9.48888	-32.16114	12.549177	28.170193	25.44177	-24.872278	26.847734	10.472996	-4.7065916	7.6679325	-18.47182	6.733915	-5.148248	11.8892145	-7.3796887	-3.7640555
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep5_G6	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	-6.036011	65.47669	-15.946905	-27.411123	-5.2035975	-18.400839	-1.108511	29.684904	23.298681	-9.70303	32.098694	-7.1828947	2.681771	11.707241	-4.5347195	-1.3854461	1.7005365	19.028845	12.697441	0.23815104
OSD-137_Mmus_BAL-TAL_LVR_GC_Rep6_G7	BALB/c	Female	GC	GC	RR-3	OSD-137	OSD-137	-8.07135	39.016804	5.117903	-32.83049	8.051847	-40.36543	8.458817	28.8611	25.121498	-12.194685	30.400629	2.7364054	2.4351344	3.060793	-15.932054	-0.953992	-1.7159903	9.91387	0.86846036	-4.085622
OSD-173_Mmus_C57-6CR_LVR_GC_Rep1_G40	C57BL/6NCrl	Female	GC	GC	BSP135	OSD-173	OSD-173	-38.0101	-22.330471	50.43603	-49.037422	-3.523599	-28.326246	-9.7111845	19.634537	7.172837	-16.62589	20.585035	4.8231106	3.4712458	18.496565	-17.254824	-9.624503	32.335274	-1.1372311	18.86074	-4.5155244
OSD-173_Mmus_C57-6CR_LVR_GC_Rep2_G44	C57BL/6NCrl	Female	GC	GC	BSP135	OSD-173	OSD-173	-36.333252	-5.197647	38.014732	-38.5553	-19.579306	-3.9799936	-27.700277	17.306137	3.5759327	-17.507946	-8.049999	20.03618	8.849404	39.081642	-4.971419	-3.5385752	39.20934	-2.0161612	33.692898	4.257722
