Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0009987 cellular process,-3.5,1.8,3.9,14846,373,777,36,4.6,0.75,17222|17463|18484|18786|19181|19184|21372|22196|22210|22628|23996|26374|26440|26442|26445|50868|66413|66878|66967|67490|67673|74334|75841|76577|76608|78913|81004|83814|216150|217365|224111|224727|224938|242960|386649|387524,Anapc1|Psmd7|Pam|Plaa|Psmc2|Psmc5|Tbl1x|Ube2i|Ube2b|Ywhag|Psmc4|Cop1|Psma1|Psma5|Psmb2|Keap1|Psmd6|Riok3|Edem3|Ufl1|Elob|Ranbp10|Rnf139|Faf2|Hectd3|Ltn1|Tbl1xr1|Nedd4l|Cdc34|Nploc4|Ubxn7|Bag6|Pja2|Fbxl5|Nsfl1c|Znrf2,-2.8,FLT_cluster_04
GO Biological Processes,19,GO:0097401,synaptic vesicle lumen acidification,19_GO:0042592 homeostatic process,-3.5,6,5.2,14846,19,777,6,0.77,0.31,11964|11972|11973|12725|54411|66290,Atp6v1a|Atp6v0d1|Atp6v1e1|Clcn3|Atp6ap1|Atp6v1g1,-2.8,FLT_cluster_04
GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0009987 cellular process,-3.5,1.8,3.8,14846,416,777,39,5,0.78,11774|12611|13982|14479|17258|20024|20586|20833|20846|20851|20924|21780|21834|21969|22378|23856|24075|24128|27224|28015|51792|56436|66317|66491|67547|67673|71371|71586|73274|77110|93762|114741|214899|223527|225876|230709|233863|269254|328572,Ap3b1|Cebpg|Esr1|Usp15|Mef2a|Sub1|Smarca4|Ssrp1|Stat1|Stat5b|Supt5|Tfam|Thrb|Top1|Wbp2|Dido1|Taf10|Xrn2|Eloa|Polr2m|Ppp2r1a|Adrm1|Skic8|Polr2l|Slc39a8|Elob|Arid5b|Ifih1|Gpbp1|Gpbp1l1|Smarca5|Supt16|Kdm5a|Eny2|Kdm2a|Zmpste24|Gtf3c1|Setx|Ep300,-2.8,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-195721,Signaling by WNT,,-3.5,2.2,4,14846,200,777,23,3,0.61,14688|14693|17463|19181|19184|20586|21885|22123|23996|26440|26442|26445|26932|30930|51792|56436|66413|66997|67772|69077|84092|103573|328572,Gnb1|Gnb2|Psmd7|Psmc2|Psmc5|Smarca4|Tle1|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Ppp2r5e|Vps26a|Ppp2r1a|Adrm1|Psmd6|Psmd12|Chd8|Psmd11|Usp8|Xpo1|Ep300,-2.8,FLT_cluster_04
GO Biological Processes,19,GO:0002182,cytoplasmic translational elongation,19_GO:0009987 cellular process,-3.4,4.4,4.7,14846,35,777,8,1,0.36,26987|56422|56736|66317|67490|78913|227331|231659,Eif4e2|Hbs1l|Rnf14|Skic8|Ufl1|Ltn1|Gigyf2|Gcn1,-2.8,FLT_cluster_04
KEGG Pathway,24,mmu05012,Parkinson disease - Mus musculus (house mouse),,-3.4,2.1,3.9,14846,228,777,25,3.2,0.63,12315|13665|14678|14977|17463|18749|19181|19184|20422|22123|23996|26420|26440|26442|26445|50868|56436|56791|66413|66997|67414|67547|69077|69875|328133,Calm3|Eif2s1|Gnai2|Slc39a7|Psmd7|Prkacb|Psmc2|Psmc5|Sem1|Psmd3|Psmc4|Mapk9|Psma1|Psma5|Psmb2|Keap1|Adrm1|Ube2l6|Psmd6|Psmd12|Mfn1|Slc39a8|Psmd11|Ndufa11|Slc39a9,-2.7,FLT_cluster_04
GO Biological Processes,19,GO:0032790,ribosome disassembly,19_GO:0009987 cellular process,-3.4,3.9,4.5,14846,44,777,9,1.2,0.38,26987|56422|56736|66317|67490|78913|227331|231659|320806,Eif4e2|Hbs1l|Rnf14|Skic8|Ufl1|Ltn1|Gigyf2|Gcn1|Gfm2,-2.7,FLT_cluster_04
GO Biological Processes,19,GO:0051701,biological process involved in interaction with host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4,2.6,4.1,14846,117,777,16,2.1,0.51,11607|13858|14456|16410|18711|20479|20516|30960|56491|58235|58998|66700|67166|76959|208884|228357,Agtr1a|Eps15|Gas6|Itgav|Pikfyve|Vps4b|Slc20a2|Vapa|Vapb|Nectin1|Nectin3|Chmp3|Arl8b|Chmp5|Zdhhc9|Lrp4,-2.7,FLT_cluster_04
WikiPathways,27,WP246,TNF alpha NF kB signaling pathway,,-3.4,2.3,4,14846,178,777,21,2.7,0.58,12539|14229|16150|16648|17463|19181|20340|20586|20846|22123|22196|22218|22628|22682|23881|26405|27215|54401|66413|66997|216150,Cdc37|Fkbp5|Ikbkb|Kpna3|Psmd7|Psmc2|Glg1|Smarca4|Stat1|Psmd3|Ube2i|Sumo1|Ywhag|Zfand5|G3bp2|Map3k2|Azi2|Ywhab|Psmd6|Psmd12|Cdc34,-2.7,FLT_cluster_04
GO Biological Processes,19,GO:0035891,exit from host cell,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4,5.7,5,14846,20,777,6,0.77,0.31,20479|30960|56491|66700|67166|76959,Vps4b|Vapa|Vapb|Chmp3|Arl8b|Chmp5,-2.7,FLT_cluster_04
GO Biological Processes,19,GO:0019076,viral release from host cell,19_GO:0016032 viral process,-3.4,5.7,5,14846,20,777,6,0.77,0.31,20479|30960|56491|66700|67166|76959,Vps4b|Vapa|Vapb|Chmp3|Arl8b|Chmp5,-2.7,FLT_cluster_04
GO Biological Processes,19,GO:0099601,regulation of neurotransmitter receptor activity,19_GO:0050896 response to stimulus,-3.3,3.8,4.5,14846,45,777,9,1.2,0.38,17463|19181|19184|22123|23996|50932|56436|66997|69077,Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Mink1|Adrm1|Psmd12|Psmd11,-2.7,FLT_cluster_04
GO Biological Processes,19,GO:0090148,membrane fission,19_GO:0009987 cellular process,-3.3,4.8,4.7,14846,28,777,7,0.9,0.34,13430|13854|20479|66700|67453|74006|76959,Dnm2|Epn1|Vps4b|Chmp3|Slc25a46|Dnm1l|Chmp5,-2.7,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-5610787,Hedgehog 'off' state,,-3.3,2.9,4.1,14846,86,777,13,1.7,0.46,17463|18749|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Psmd7|Prkacb|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0000956,nuclear-transcribed mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-3.3,2.9,4.1,14846,86,777,13,1.7,0.46,12192|12457|19704|20823|24128|52830|56422|66317|69125|71169|231464|333789|381305,Zfp36l1|Noct|Upf1|Ssb|Xrn2|Pnrc2|Hbs1l|Skic8|Cnot8|Nbas|Cnot6l|N4bp2|Rc3h1,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0071230,cellular response to amino acid stimulus,19_GO:0050896 response to stimulus,-3.3,2.9,4.1,14846,86,777,13,1.7,0.46,11964|11972|11973|12334|12826|54411|56876|66508|70572|74370|75747|83409|328572,Atp6v1a|Atp6v0d1|Atp6v1e1|Capn2|Col4a1|Atp6ap1|Nsmf|Lamtor1|Ipo5|Rptor|Sesn3|Lamtor2|Ep300,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0001732,formation of cytoplasmic translation initiation complex,19_GO:0009987 cellular process,-3.3,6.8,5.1,14846,14,777,5,0.64,0.29,27979|55944|66085|73830|98221,Eif3b|Eif3d|Eif3f|Eif3k|Eif3m,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0032984,protein-containing complex disassembly,19_GO:0009987 cellular process,-3.3,2.5,4,14846,132,777,17,2.2,0.52,12315|12611|15944|19230|20479|20586|20833|22388|56736|66700|75909|76577|76959|83796|93760|114741|100502841,Calm3|Cebpg|Irgm1|Twf1|Vps4b|Smarca4|Ssrp1|Wdr1|Rnf14|Chmp3|Vmp1|Faf2|Chmp5|Smarcd2|Arid1a|Supt16|Epg5,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0035821,modulation of process of another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,2.6,4,14846,109,777,15,1.9,0.49,12648|12978|13830|16149|20586|30960|56491|208884|218693|224020|230908|271457|328572|384309|100502841,Chd1|Csf1r|Stom|Cd74|Smarca4|Vapa|Vapb|Zdhhc9|Paip1|Pi4ka|Tardbp|Rab5a|Ep300|Trim56|Epg5,-2.6,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9770562,mRNA Polyadenylation,,-3.3,2.6,4,14846,109,777,15,1.9,0.49,13211|15381|15388|19205|19647|20383|23983|56194|56258|59013|66491|67039|67959|68188|110809,Dhx9|Hnrnpc|Hnrnpl|Ptbp1|Rbbp6|Srsf3|Pcbp1|Prpf40a|Hnrnph2|Hnrnph1|Polr2l|Rbm25|Puf60|Sympk|Srsf1,-2.6,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-3.3,1.6,3.6,14846,546,777,47,6,0.86,12539|12874|13830|14786|15369|15381|17920|18607|18706|19047|19230|19387|19647|20430|22628|22630|26932|51792|52331|52696|54401|54411|56378|56382|56430|66087|66508|67095|67414|67771|67938|68097|69288|69581|71435|76577|101314|103573|107746|109333|110379|192662|219140|244895|269682|330177|386649,Cdc37|Cpd|Stom|Grb7|Hmox2|Hnrnpc|Myo6|Pdpk1|Pik3ca|Ppp1cc|Twf1|Rangap1|Rbbp6|Cyfip1|Ywhag|Ywhaq|Ppp2r5e|Ppp2r1a|Stbd1|Zwint|Ywhab|Atp6ap1|Arpc3|Rab9|Clip1|Emc3|Lamtor1|Trak1|Mfn1|Arpc5|Myl12b|Dynll2|Rhobtb1|Rhou|Arhgap21|Faf2|Brk1|Xpo1|Rapgef1|Pkn2|Sec13|Arhgdia|Spata13|Peak1|Golga3|Taok3|Nsfl1c,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0009987 cellular process,-3.3,1.9,3.7,14846,329,777,32,4.1,0.71,11736|11764|11774|11964|11972|11973|12725|13430|18711|20479|30960|50907|54411|56491|56494|66290|66333|66508|66629|66700|66975|67166|67180|69470|74104|75964|76959|84092|107338|110379|218035|235567,Ankfy1|Ap1b1|Ap3b1|Atp6v1a|Atp6v0d1|Atp6v1e1|Clcn3|Dnm2|Pikfyve|Vps4b|Vapa|Preb|Atp6ap1|Vapb|Gosr2|Atp6v1g1|Aqp11|Lamtor1|Golph3|Chmp3|Trappc13|Arl8b|Yipf5|Tmem127|Abcb6|Trappc8|Chmp5|Usp8|Gbf1|Sec13|Vps41|Dnajc13,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0032986,protein-DNA complex disassembly,19_GO:0009987 cellular process,-3.3,5.5,4.8,14846,21,777,6,0.77,0.31,12611|20586|20833|83796|93760|114741,Cebpg|Smarca4|Ssrp1|Smarcd2|Arid1a|Supt16,-2.6,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-1500931,Cell-Cell communication,,-3.2,2,3.7,14846,249,777,26,3.3,0.65,13430|13858|16456|17463|19089|19181|19184|19646|20586|21885|22123|23996|26440|26442|26445|56436|57377|58235|58998|66413|66624|66997|69019|69038|69077|93742,Dnm2|Eps15|F11r|Psmd7|Prkcsh|Psmc2|Psmc5|Rbbp4|Smarca4|Tle1|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Mogs|Nectin1|Nectin3|Psmd6|Spcs2|Psmd12|Spcs1|Tmem258|Psmd11|Pard3,-2.6,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-74752,Signaling by Insulin receptor,,-3.2,3.1,4.1,14846,67,777,11,1.4,0.42,11964|11972|11973|16367|18607|18706|20416|54411|66290|83379|114143,Atp6v1a|Atp6v0d1|Atp6v1e1|Irs1|Pdpk1|Pik3ca|Shc1|Atp6ap1|Atp6v1g1|Klb|Atp6v0b,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",19_GO:0050789 regulation of biological process,-3.2,3.1,4.1,14846,67,777,11,1.4,0.42,15388|19205|20220|20383|67039|67959|67996|74255|105559|110809|245945,Hnrnpl|Ptbp1|Sap18|Srsf3|Rbm25|Puf60|Srsf6|Smu1|Mbnl2|Srsf1|Rbm47,-2.6,FLT_cluster_04
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.2,2.5,3.9,14846,123,777,16,2.1,0.51,11607|13858|14456|16410|18711|20479|20516|30960|56491|58235|58998|66700|67166|76959|208884|228357,Agtr1a|Eps15|Gas6|Itgav|Pikfyve|Vps4b|Slc20a2|Vapa|Vapb|Nectin1|Nectin3|Chmp3|Arl8b|Chmp5|Zdhhc9|Lrp4,-2.5,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-3858494,Beta-catenin independent WNT signaling,,-3.2,2.7,3.9,14846,100,777,14,1.8,0.48,14688|14693|17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Gnb1|Gnb2|Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0061157,mRNA destabilization,19_GO:0048519 negative regulation of biological process,-3.2,2.9,4,14846,78,777,12,1.5,0.44,12192|12457|14359|19704|26420|69125|80912|227331|230908|231464|239528|381305,Zfp36l1|Noct|Fxr1|Upf1|Mapk9|Cnot8|Pum1|Gigyf2|Tardbp|Cnot6l|Ago2|Rc3h1,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0019081,viral translation,19_GO:0016032 viral process,-3.1,6.4,4.9,14846,15,777,5,0.64,0.29,19205|20823|27979|55944|66085,Ptbp1|Ssb|Eif3b|Eif3d|Eif3f,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:2000270,negative regulation of fibroblast apoptotic process,19_GO:0048519 negative regulation of biological process,-3.1,8.5,5.3,14846,9,777,4,0.51,0.26,11800|14456|18706|67772,Api5|Gas6|Pik3ca|Chd8,-2.5,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-5668541,TNFR2 non-canonical NF-kB pathway,,-3.1,2.9,4,14846,79,777,12,1.5,0.44,17463|19181|19184|22123|23996|26440|26442|26445|56436|66413|66997|69077,Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Adrm1|Psmd6|Psmd12|Psmd11,-2.5,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-69206,G1/S Transition,,-3.1,2.8,3.9,14846,90,777,13,1.7,0.46,17463|19181|19184|22123|23996|26440|26442|26445|51792|56436|66413|66997|69077,Psmd7|Psmc2|Psmc5|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Ppp2r1a|Adrm1|Psmd6|Psmd12|Psmd11,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0006417,regulation of translation,19_GO:0050789 regulation of biological process,-3.1,1.8,3.6,14846,336,777,32,4.1,0.71,12192|12261|13211|13361|13665|14359|14786|15388|19291|19704|20430|20823|22057|22225|22628|23983|26987|27058|27979|66508|68537|73830|74370|75841|108155|218693|226982|227331|231659|233833|239528|328572,Zfp36l1|C1qbp|Dhx9|Dhfr|Eif2s1|Fxr1|Grb7|Hnrnpl|Purb|Upf1|Cyfip1|Ssb|Tob1|Usp5|Ywhag|Pcbp1|Eif4e2|Srp9|Eif3b|Lamtor1|Mrpl13|Eif3k|Rptor|Rnf139|Ogt|Paip1|Eif5b|Gigyf2|Gcn1|Tnrc6a|Ago2|Ep300,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0006644,phospholipid metabolic process,19_GO:0009987 cellular process,-3.1,1.9,3.6,14846,281,777,28,3.6,0.67,11305|13026|14137|14792|18704|18706|18711|23827|27399|28042|30960|55980|68018|68603|69836|74182|74442|76303|79235|81535|99712|100763|104725|106861|213056|224020|232086|319554,Abca2|Pcyt1a|Fdft1|Lpcat3|Pik3c2a|Pik3ca|Pikfyve|Bpnt1|Ip6k1|Selenoi|Vapa|Impa1|Cert1|Pmvk|Pla2g12b|Gpcpd1|Sgms2|Osbp|Lrat|Sgpp1|Cept1|Ube3c|Sptssa|Abhd3|Hycc2|Pi4ka|Tmem150a|Idi1,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0022604,regulation of cell morphogenesis,19_GO:0032502 developmental process,-3.1,2,3.6,14846,254,777,26,3.3,0.65,12345|12739|12978|13822|16456|17919|18786|20351|20403|22339|23789|26941|54712|56194|67414|67938|68750|69288|69581|74006|83814|93871|107351|107368|192662|230709,Capzb|Cldn3|Csf1r|Epb41l2|F11r|Myo5b|Plaa|Sema4a|Itsn2|Vegfa|Coro1b|Nherf1|Plxnc1|Prpf40a|Mfn1|Myl12b|Rreb1|Rhobtb1|Rhou|Dnm1l|Nedd4l|Brwd1|Kank1|Pdzd8|Arhgdia|Zmpste24,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0032543,mitochondrial translation,19_GO:0009987 cellular process,-3.1,2.6,3.9,14846,102,777,14,1.8,0.48,14548|28028|50529|66258|66292|66493|67270|67681|68463|68537|107734|320806|353172|381314,Mrps33|Mrpl50|Mrps7|Mrps17|Mrps21|Mrpl51|Mrpl42|Mrpl18|Mrpl14|Mrpl13|Mrpl30|Gfm2|Gars1|Iars2,-2.5,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-453279,Mitotic G1 phase and G1/S transition,,-3.1,2.5,3.8,14846,114,777,15,1.9,0.49,17463|19181|19184|19646|19651|22123|23996|26440|26442|26445|51792|56436|66413|66997|69077,Psmd7|Psmc2|Psmc5|Rbbp4|Rbl2|Psmd3|Psmc4|Psma1|Psma5|Psmb2|Ppp2r1a|Adrm1|Psmd6|Psmd12|Psmd11,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0006354,DNA-templated transcription elongation,19_GO:0009987 cellular process,-3.1,2.9,3.9,14846,80,777,12,1.5,0.44,14479|20833|20924|27224|28015|51792|56436|66317|66491|67673|114741|223527,Usp15|Ssrp1|Supt5|Eloa|Polr2m|Ppp2r1a|Adrm1|Skic8|Polr2l|Elob|Supt16|Eny2,-2.5,FLT_cluster_04
GO Biological Processes,19,GO:0140632,canonical inflammasome complex assembly,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3,4.3,4.3,14846,31,777,7,0.9,0.34,15944|16798|26397|59125|67490|69104|224897,Irgm1|Lats1|Map2k3|Nek7|Ufl1|Marchf5|Dpp9,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0043200,response to amino acid,19_GO:0050896 response to stimulus,-3,2.4,3.7,14846,127,777,16,2.1,0.51,11964|11972|11973|12334|12826|13665|18706|54411|56876|66508|67490|70572|74370|75747|83409|328572,Atp6v1a|Atp6v0d1|Atp6v1e1|Capn2|Col4a1|Eif2s1|Pik3ca|Atp6ap1|Nsmf|Lamtor1|Ufl1|Ipo5|Rptor|Sesn3|Lamtor2|Ep300,-2.4,FLT_cluster_04
KEGG Pathway,24,mmu05132,Salmonella infection - Mus musculus (house mouse),,-3,2,3.6,14846,230,777,24,3.1,0.62,13430|16150|16179|16646|16648|16649|17920|18704|18706|20430|26397|26420|54130|56378|56382|66616|67166|67771|67938|68097|101314|218035|226977|271457,Dnm2|Ikbkb|Irak1|Kpna1|Kpna3|Kpna4|Myo6|Pik3c2a|Pik3ca|Cyfip1|Map2k3|Mapk9|Actr1a|Arpc3|Rab9|Snx9|Arl8b|Arpc5|Myl12b|Dynll2|Brk1|Vps41|Actr1b|Rab5a,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0046854,phosphatidylinositol phosphate biosynthetic process,19_GO:0009987 cellular process,-3,3.4,4.1,14846,50,777,9,1.2,0.38,18704|18706|23827|27399|55980|100763|213056|224020|232086,Pik3c2a|Pik3ca|Bpnt1|Ip6k1|Impa1|Ube3c|Hycc2|Pi4ka|Tmem150a,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-917937,Iron uptake and transport,,-3,3.4,4.1,14846,50,777,9,1.2,0.38,11964|11972|11973|15369|18002|54411|66290|114143|242960,Atp6v1a|Atp6v0d1|Atp6v1e1|Hmox2|Nedd8|Atp6ap1|Atp6v1g1|Atp6v0b|Fbxl5,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0035627,ceramide transport,19_GO:0051179 localization,-3,6,4.7,14846,16,777,5,0.64,0.29,11305|30960|68018|76303|81535,Abca2|Vapa|Cert1|Osbp|Sgpp1,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0033962,P-body assembly,19_GO:0009987 cellular process,-3,6,4.7,14846,16,777,5,0.64,0.29,12457|20239|233833|239528|381305,Noct|Atxn2|Tnrc6a|Ago2|Rc3h1,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0006607,NLS-bearing protein import into nucleus,19_GO:0051179 localization,-3,6,4.7,14846,16,777,5,0.64,0.29,16646|16648|16649|56453|70572,Kpna1|Kpna3|Kpna4|Mbtps1|Ipo5,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0006686,sphingomyelin biosynthetic process,19_GO:0009987 cellular process,-3,6,4.7,14846,16,777,5,0.64,0.29,30960|68018|74442|76303|104725,Vapa|Cert1|Sgms2|Osbp|Sptssa,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-1280215,Cytokine Signaling in Immune system,,-3,1.7,3.4,14846,414,777,37,4.8,0.76,12978|13211|14229|16150|16179|16367|16646|17463|18706|19181|19184|20416|20586|20851|20852|22123|22218|23806|23996|26397|26420|26440|26442|26445|26987|51792|54473|56436|56550|56791|66413|66997|67673|69077|72349|93871|107746,Csf1r|Dhx9|Fkbp5|Ikbkb|Irak1|Irs1|Kpna1|Psmd7|Pik3ca|Psmc2|Psmc5|Shc1|Smarca4|Stat5b|Stat6|Psmd3|Sumo1|Arih1|Psmc4|Map2k3|Mapk9|Psma1|Psma5|Psmb2|Eif4e2|Ppp2r1a|Tollip|Adrm1|Ube2d2a|Ube2l6|Psmd6|Psmd12|Elob|Psmd11|Dusp3|Brwd1|Rapgef1,-2.4,FLT_cluster_04
KEGG Pathway,24,mmu04137,Mitophagy - animal - Mus musculus (house mouse),,-3,2.7,3.8,14846,93,777,13,1.7,0.46,13665|14479|15251|22241|23806|26420|66169|66437|66687|67414|69104|84092|271457,Eif2s1|Usp15|Hif1a|Ulk1|Arih1|Mapk9|Tomm7|Fis1|Tbc1d15|Mfn1|Marchf5|Usp8|Rab5a,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-8876198,RAB GEFs exchange GTP for GDP on RABs,,-3,2.8,3.8,14846,82,777,12,1.5,0.44,19346|19347|22241|56382|66691|66975|75964|76308|102442|271457|319934|329877,Rab6a|Dennd5a|Ulk1|Rab9|Gapvd1|Trappc13|Trappc8|Rab1b|Dennd4a|Rab5a|Sbf2|Dennd4c,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-5419276,Mitochondrial translation termination,,-3,2.8,3.8,14846,82,777,12,1.5,0.44,14548|28028|50529|66258|66292|66493|67270|67681|68463|68537|107734|320806,Mrps33|Mrpl50|Mrps7|Mrps17|Mrps21|Mrpl51|Mrpl42|Mrpl18|Mrpl14|Mrpl13|Mrpl30|Gfm2,-2.4,FLT_cluster_04
WikiPathways,27,WP310,mRNA processing,,-3,1.7,3.4,14846,415,777,37,4.8,0.76,13211|14359|15381|15388|18139|19134|19205|19357|20383|20823|20924|23983|24061|24128|26987|27041|27058|27225|27979|56194|56215|56258|59013|67039|67456|67959|67996|71514|76936|77411|80912|93871|110809|114896|192119|230908|245945,Dhx9|Fxr1|Hnrnpc|Hnrnpl|Zfp638|Prpf4b|Ptbp1|Rad21|Srsf3|Ssb|Supt5|Pcbp1|Smc1a|Xrn2|Eif4e2|G3bp1|Srp9|Ddx24|Eif3b|Prpf40a|Acin1|Hnrnph2|Hnrnph1|Rbm25|Ergic2|Puf60|Srsf6|Sfpq|Hnrnpm|Esrp2|Pum1|Brwd1|Srsf1|Afg3l1|Dicer1|Tardbp|Rbm47,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-68886,M Phase,,-3,1.8,3.4,14846,357,777,33,4.2,0.72,17222|17463|19047|19181|19184|19357|19387|22123|22196|22218|22628|23996|24061|26440|26442|26445|26932|51792|52696|54130|56430|56436|59046|66413|66700|66997|68097|69077|76308|103573|104318|110379|217718,Anapc1|Psmd7|Ppp1cc|Psmc2|Psmc5|Rad21|Rangap1|Psmd3|Ube2i|Sumo1|Ywhag|Psmc4|Smc1a|Psma1|Psma5|Psmb2|Ppp2r5e|Ppp2r1a|Zwint|Actr1a|Clip1|Adrm1|Arpp19|Psmd6|Chmp3|Psmd12|Dynll2|Psmd11|Rab1b|Xpo1|Csnk1d|Sec13|Nek9,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0001101,response to acid chemical,19_GO:0050896 response to stimulus,-3,2.3,3.7,14846,141,777,17,2.2,0.52,11964|11972|11973|12334|12826|13665|18706|22339|54411|56876|66508|67490|70572|74370|75747|83409|328572,Atp6v1a|Atp6v0d1|Atp6v1e1|Capn2|Col4a1|Eif2s1|Pik3ca|Vegfa|Atp6ap1|Nsmf|Lamtor1|Ufl1|Ipo5|Rptor|Sesn3|Lamtor2|Ep300,-2.4,FLT_cluster_04
GO Biological Processes,19,GO:0141084,inflammasome-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3,4.2,4.2,14846,32,777,7,0.9,0.34,15944|16798|26397|59125|67490|69104|224897,Irgm1|Lats1|Map2k3|Nek7|Ufl1|Marchf5|Dpp9,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-69620,Cell Cycle Checkpoints,,-3,1.9,3.5,14846,259,777,26,3.3,0.65,17222|17463|19047|19181|19184|19387|22123|22628|22630|23996|26374|26440|26442|26445|26932|51792|52696|54401|56430|56436|66413|66997|68097|69077|103573|110379,Anapc1|Psmd7|Ppp1cc|Psmc2|Psmc5|Rangap1|Psmd3|Ywhag|Ywhaq|Psmc4|Cop1|Psma1|Psma5|Psmb2|Ppp2r5e|Ppp2r1a|Zwint|Ywhab|Clip1|Adrm1|Psmd6|Psmd12|Dynll2|Psmd11|Xpo1|Sec13,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9860931,Response of endothelial cells to shear stress,,-2.9,3.1,3.9,14846,61,777,10,1.3,0.4,12334|14688|14693|16150|16410|18607|18749|22601|51792|109333,Capn2|Gnb1|Gnb2|Ikbkb|Itgav|Pdpk1|Prkacb|Yap1|Ppp2r1a|Pkn2,-2.4,FLT_cluster_04
Reactome Gene Sets,6,R-MMU-9855142,Cellular responses to mechanical stimuli,,-2.9,3.1,3.9,14846,61,777,10,1.3,0.4,12334|14688|14693|16150|16410|18607|18749|22601|51792|109333,Capn2|Gnb1|Gnb2|Ikbkb|Itgav|Pdpk1|Prkacb|Yap1|Ppp2r1a|Pkn2,-2.4,FLT_cluster_04
