analysis_scope	tissue	gene_id	gene_symbol	expimap_pathway_member	n_retained_pathways	retained_pathway_ids	retained_pathway_terms	retained_pathway_labels	n_concordant_pathways	any_concordant_bh_fdr	minimum_gene_fdr	expimap_gene_effect	expimap_flt_gc_direction	analysis_roles	generative_any_arm_real_stable	generative_stable_synthetic_arms	generative_all_compared_arms	generative_all_arm_patterns	generative_max_arm_real_permutation_roc_auc	generative_max_arm_minus_real_permutation_roc_auc	generative_any_arm_stable_feature	generative_selected_arm_stable_feature	generative_selected_arm	generative_selection_pattern	real_stable	arm_stable	real_selection_frequency	arm_selection_frequency	real_permutation_roc_auc	arm_real_permutation_roc_auc	arm_minus_real_permutation_roc_auc	selected_arm_importance_rank	real_linear_shap_flight_minus_ground	selected_linear_shap_flight_minus_ground	matched_primary	consensus_secondary	generative_real_meta_effect	generative_real_meta_fdr	generative_flt_gc_direction
canonical_tissue	adrenal_gland	ENSMUSG00000024338	Psmb8	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;real_plus_generated	generated_only;real_plus_generated	synthetic_domain_only	0.015625	0.0375	True	True	generated_only	synthetic_domain_only	False	True	0.125	1.0	-0.021875	0.015625	0.0375	23.0	0.1015759917509462	0.1450492589706044	False	True	-0.0037952402628091	0.0182849971007691	FLT_lower
canonical_tissue	adrenal_gland	ENSMUSG00000025511	Tspan4	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	shared_attenuated;shared_reinforced	0.033984375	0.0040736607142857	True	True	generated_only	shared_reinforced	True	True	0.875	1.0	0.0299107142857142	0.033984375	0.0040736607142857	11.0	0.1332476012788174	0.4404811541578076	False	True	-0.0069320174967941	0.0168006876355464	FLT_lower
canonical_tissue	adrenal_gland	ENSMUSG00000021835	Bmp4	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_attenuated;shared_no_positive_importance	0.0260416666666666	0.0119791666666666	True	True	generated_only	shared_attenuated	True	True	0.75	0.5	0.0140624999999999	0.00234375	-0.0117187499999999	51.0	0.0909398623252129	0.1072900976321975	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000023067	Cdkn1a	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.0475	0.0475	True	True	generated_only	synthetic_emergent_real_transfer	False	True	0.0	0.625	0.0	0.0475	0.0475	6.0	NA	0.2570171336533186	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000037242	Clic4	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_reinforced	0.059375	0.0464285714285714	True	True	generated_only	shared_reinforced	True	True	0.875	0.5	0.0129464285714285	0.021875	0.0089285714285714	17.0	0.0620764608814213	0.2752885165815613	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000023272	Creld2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_no_positive_importance	0.0333333333333333	0.0278645833333333	True	True	generated_only	shared_no_positive_importance	True	True	0.5	0.75	0.00546875	0.0072916666666666	0.0018229166666666	40.0	0.0594515223341237	0.1398766794299647	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000005483	Dnajb1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight;guided_real_only;real_plus_generated	guided_low_weight;guided_real_only;real_plus_generated	synthetic_domain_only;synthetic_emergent_real_transfer	0.0119791666666666	0.0130208333333333	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000026203	Dnajb2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	shared_attenuated;shared_no_positive_importance;shared_synthetic_domain_only	0.003125	-0.01875	True	True	generated_only	shared_no_positive_importance	True	True	0.5	1.0	0.021875	0.002734375	-0.0191406249999999	49.0	0.036740573607386	0.044531108049457	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000019960	Dusp6	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_no_positive_importance	0.0	0.0	True	True	generated_only	synthetic_emergent_no_positive_importance	False	True	0.0	0.625	0.0	0.0	0.0	58.0	NA	0.014647914829589	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000082815	Gm5678	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	0.00125	0.00125	True	True	generated_only	synthetic_domain_only	False	True	0.0	0.625	0.0	0.00125	0.00125	55.0	NA	0.0784334710987932	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000037649	H2-DMa	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_attenuated;shared_synthetic_domain_only	0.02421875	-0.0050781249999999	True	True	generated_only	real_only	True	False	1.0	0.375	0.029296875	0.0197916666666666	-0.0095052083333333	19.0	0.226117794093522	0.4168981019646853	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000005413	Hmox1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_emergent_real_transfer	0.0062499999999999	0.0062499999999999	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000090877	Hspa1b	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	shared_reinforced;shared_synthetic_domain_only	0.076953125	0.065703125	True	True	generated_only	shared_reinforced	True	True	0.625	1.0	0.01125	0.076953125	0.065703125	2.0	0.1197194729540854	0.5011415088399152	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000015656	Hspa8	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_real_only	guided_real_only	synthetic_emergent_real_transfer	0.0120535714285714	0.0011160714285714	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000004951	Hspb1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	shared_attenuated;shared_reinforced	0.08671875	0.06328125	True	True	generated_only	shared_reinforced	True	True	1.0	1.0	0.0234375	0.08671875	0.06328125	1.0	0.1185841343279199	0.8436625573746145	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000003541	Ier3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.0357142857142857	0.0357142857142857	True	True	generated_only	synthetic_emergent_real_transfer	False	True	0.0	0.875	0.0	0.0357142857142857	0.0357142857142857	9.0	NA	0.0855164105503922	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000056962	Jmjd6	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight;guided_real_only	guided_low_weight;guided_real_only	synthetic_domain_only;synthetic_emergent_real_transfer	0.0057291666666666	0.0057291666666666	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000005667	Mthfd2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_attenuated;shared_reinforced	0.053125	0.0137499999999999	True	True	generated_only	real_only	True	False	0.625	0.375	0.039375	0.0020833333333333	-0.0372916666666666	52.0	0.3352986578412641	0.2641465378457961	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000018906	P4ha2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_emergent_no_positive_importance	-0.0161458333333333	-0.0161458333333333	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000026395	Ptprc	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	0.0015624999999999	True	True	generated_only	real_only	True	False	0.5	0.0	-0.0015624999999999	0.0	0.0015624999999999	58.0	0.1005097367461375	NA	False	False	-0.0007704554502736	1.4451984911601137e-06	FLT_lower
canonical_tissue	adrenal_gland	ENSMUSG00000074637	Sox2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight	guided_low_weight	synthetic_emergent_no_positive_importance	0.0	0.0	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000004040	Stat3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.0124999999999999	0.0124999999999999	True	True	generated_only	synthetic_emergent_real_transfer	False	True	0.25	0.75	0.0	0.0124999999999999	0.0124999999999999	31.0	0.0025159231586653	0.2479896516057041	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000021457	Syk	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_attenuated;shared_synthetic_domain_only	0.0171875	-0.0109374999999999	True	True	generated_only	real_only	True	False	1.0	0.375	0.0281249999999999	0.0135416666666666	-0.0145833333333333	29.0	0.2008706753062109	0.21695258159493	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000032715	Trib3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	-0.0234375	True	True	generated_only	real_only	True	False	0.75	0.0	0.0234375	0.0	-0.0234375	58.0	0.2308572249780942	NA	False	False	NA	NA	NA
canonical_tissue	adrenal_gland	ENSMUSG00000031431	Tsc22d3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_real_only;real_plus_generated	guided_real_only;real_plus_generated	synthetic_emergent_no_positive_importance;synthetic_emergent_real_transfer	0.01953125	0.0309895833333333	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000032570	Atp2c1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_no_positive_importance	0.0036458333333333	0.0036458333333333	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000031628	Casp3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.01125	0.01125	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000029625	Cpsf4	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_domain_only	-0.001875	-0.0122916666666666	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000039756	Dnttip2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.021875	0.0046874999999999	True	True	guided_real_only	real_only	True	False	1.0	0.0	0.0171875	0.0	-0.0171875	24.0	0.0682801008118632	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000019960	Dusp6	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight;guided_real_only	guided_low_weight;guided_real_only	synthetic_emergent_real_transfer	0.075	0.04375	True	True	guided_real_only	synthetic_emergent_real_transfer	False	True	0.375	0.75	0.03125	0.075	0.04375	2.0	0.0366249456710323	0.7058088687674182	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000021810	Ecd	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;real_plus_generated	generated_only;real_plus_generated	synthetic_domain_only	-0.0046875	-0.0109375	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000022570	Gfus	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	-0.003125	True	True	guided_real_only	real_only	True	False	0.5	0.0	0.003125	0.0	-0.003125	24.0	0.03633833848145	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000034708	Grn	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.034375	0.034375	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000050244	Heatr1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	guided_low_weight	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_synthetic_domain_only	0.040625	0.025	True	True	guided_real_only	real_only	True	False	0.625	0.25	0.015625	0.040625	0.025	7.0	0.0273220082155871	0.1493459007912567	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000022967	Ifnar1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;real_plus_generated	generated_only;real_plus_generated	synthetic_domain_only;synthetic_emergent_real_transfer	0.01875	0.01875	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000027398	Il1b	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	-0.0101562499999999	True	True	guided_real_only	real_only	True	False	0.5	0.0	0.0101562499999999	0.0	-0.0101562499999999	24.0	0.0732807332688766	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000030890	Ilk	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	synthetic_domain_only;synthetic_emergent_real_transfer	0.05125	0.0814583333333333	True	True	guided_real_only	synthetic_emergent_real_transfer	False	True	0.375	0.5	-0.0302083333333333	0.0164062499999999	0.0466145833333333	11.0	0.0292641220951702	0.0567607073206169	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000042228	Lyn	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight	guided_low_weight	synthetic_domain_only	-0.0070312499999999	-0.0070312499999999	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000005142	Man2b1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_domain_only	-0.01953125	-0.01953125	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000001082	Mfsd10	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;real_plus_generated	generated_only;real_plus_generated	synthetic_domain_only;synthetic_emergent_real_transfer	0.028125	0.05	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000035772	Mrps2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	-0.015625	-0.025	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000021144	Mta1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;real_plus_generated	generated_only;real_plus_generated	synthetic_domain_only;synthetic_emergent_real_transfer	0.0142857142857142	0.0142857142857142	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000021910	Nisch	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	-0.003125	-0.003125	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000005682	Pan2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	-0.0062499999999999	-0.0062499999999999	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000034247	Plekhm1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_domain_only	-0.0125	-0.0125	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000021948	Prkcd	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight	guided_low_weight	synthetic_emergent_no_positive_importance	8.673617379884035e-19	-0.0062499999999999	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000027540	Ptpn1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.003125	-0.0130208333333333	True	True	guided_real_only	real_only	True	False	0.75	0.125	0.0161458333333333	0.003125	-0.0130208333333333	19.0	0.0384764883571654	0.5703946202616705	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000028771	Ptpn12	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_reinforced;shared_synthetic_domain_only	0.058984375	0.0246093749999999	True	True	guided_real_only	shared_reinforced	True	True	1.0	1.0	0.034375	0.0507812499999999	0.0164062499999999	5.0	0.1341865854928758	0.6231140460860882	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000001785	Pwp1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.028125	-0.0035156249999999	True	True	guided_real_only	real_only	True	False	1.0	0.125	0.031640625	0.009375	-0.0222656249999999	15.0	0.1400064496005359	1.1414829199501506	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000027509	Rae1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	-0.0078125	True	True	guided_real_only	real_only	True	False	0.5	0.0	0.0078125	0.0	-0.0078125	24.0	0.033292866645953	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000058392	Rrp1b	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_emergent_no_positive_importance	-0.01125	-0.01125	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000026727	Rsu1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	synthetic_domain_only;synthetic_emergent_real_transfer	0.02421875	0.00859375	True	True	guided_real_only	synthetic_emergent_real_transfer	False	True	0.125	0.875	0.015625	0.0223214285714285	0.0066964285714285	8.0	0.0091291455014663	0.253690410031618	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000026584	Scyl3	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.024375	0.024375	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000025024	Smndc1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;guided_low_weight;real_plus_generated	generated_only;guided_low_weight;real_plus_generated	synthetic_domain_only	-0.0015624999999999	-0.0078124999999999	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000027646	Src	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_real_transfer	0.025	0.025	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000004626	Stxbp2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_synthetic_domain_only	0.0125	0.00546875	True	True	guided_real_only	real_only	True	False	0.5	0.375	0.00703125	-0.0062499999999999	-0.01328125	91.0	0.0330889703240956	0.0407084413143834	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000038482	Tfdp1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;real_plus_generated	generated_only;real_plus_generated	synthetic_domain_only	-0.0010416666666666	-0.0010416666666666	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000028822	Tmem50a	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	-0.00234375	-0.00234375	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000063785	Utp14a	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	-0.003125	True	True	guided_real_only	real_only	True	False	0.625	0.0	0.003125	0.0	-0.003125	24.0	0.02790642690049	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000020484	Xbp1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	0.02625	0.02625	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone	ENSMUSG00000094870	Zfp131	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	-0.00375	True	True	guided_real_only	real_only	True	False	0.625	0.0	0.00375	0.0	-0.00375	24.0	0.0155048930415823	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000026198	Abcb6	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_synthetic_domain_only	0.0	0.0	True	True	generated_only	real_only	True	False	0.625	0.0	0.0	0.0	0.0	1.0	0.0836463596769397	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000059495	Arhgef12	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	0.0	True	True	generated_only	real_only	True	False	0.875	0.0	0.0	0.0	0.0	1.0	0.0865258673273426	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000017146	Brca1	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	real_plus_generated	real_plus_generated	synthetic_domain_only	0.0	0.0	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000041570	Camsap2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True		generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only	0.0	0.0	True	True	generated_only	real_only	True	False	0.5	0.0	0.0	0.0	0.0	1.0	0.0811482617090659	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000027715	Ccna2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_emergent_no_positive_importance	0.0	0.0	True	True	generated_only	synthetic_emergent_no_positive_importance	False	True	0.125	0.625	0.0	0.0	0.0	1.0	0.0541733537564854	0.2145408122397141	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000028212	Ccne2	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	0.0	0.0	True	True	generated_only	synthetic_domain_only	False	True	0.0	1.0	0.0	0.0	0.0	1.0	NA	0.1527877393471609	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000033904	Ccp110	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only	generated_only	synthetic_domain_only	0.0	0.0	True	True	generated_only	synthetic_domain_only	False	True	0.125	0.625	0.0	0.0	0.0	1.0	0.0641376424368413	0.2048234778376155	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000027330	Cdc25b	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	True	real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	real_only;shared_synthetic_domain_only	0.0	0.0	True	True	generated_only	real_only	True	False	0.5	0.0	0.0	0.0	0.0	1.0	0.0789264183235386	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000003031	Cdkn1b	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	guided_low_weight;guided_real_only	guided_low_weight;guided_real_only	synthetic_domain_only	0.0349999999999999	0.0349999999999999	True	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	NA	NA
canonical_tissue	bone_marrow	ENSMUSG00000029366	Dck	False	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	generated_only;guided_low_weight;guided_real_only;real_plus_generated	generated_only;guided_low_weight;guided_real_only;real_plus_generated	synthetic_domain_only	0.0	0.0	True	True	generated_only	synthetic_domain_only	False	True	0.25	0.875	0.0	0.0	0.0	1.0	0.0756783517108128	0.2252903841851342	False	False	NA	NA	NA
