method	analysis_scope	tissue	gene_id	gene_symbol	comparison_role	independently_selected_gene	n_retained_pathways	retained_pathway_ids	retained_pathway_terms	retained_pathway_labels	n_concordant_pathways	n_discordant_pathways	any_concordant_bh_fdr	minimum_gene_fdr	project_balanced_gene_log2cpm_effect	gene_flt_gc_direction	analysis_roles	pathway_robustness_statuses
expiMap	canonical_tissue	spleen	ENSMUSG00000057163	Prss2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.5565131511126601	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000057729	Prtn3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.358906903642424	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000058099	Nfam1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0177794158251769	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000058715	Fcer1g	member_of_retained_expimap_pathway	False	2	R-MMU-5621481;R-MMU-6798695	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS;R-MMU-6798695_NEUTROPHIL_DEGRANULATION	C-type lectin receptor signaling;Neutrophil degranulation program	2	0	False	NA	-0.088957654611929	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000059089	Fcgr4	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.173449183409857	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000060131	Atp8b4	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1289163767037109	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000060147	Serpinb6a	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.031238152769675	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000060470	Adgrg3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0499007495592946	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000060550	H2-Q7	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0502146258378584	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000060586	H2-Eb1	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.18980116641677	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000060791	Gmfg	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1652560537183674	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000061414	Cracr2a	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.016931560401821	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000063234	Gpr84	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.2422880083686534	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000064147	Rab44	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1431143456191895	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000064246	Chil1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.3632495298720868	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000064267	Hvcn1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0770517227832527	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000066036	Ubr4	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.1794996229931673	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000067235	H2-Q10	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1416830665697726	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000067341	H2-Eb2	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.0270630375666499	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000068240	Gm11808	member_of_retained_expimap_pathway	False	2	R-MMU-202403;R-MMU-5621481	R-MMU-202403_TCR_SIGNALING;R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling;T-cell receptor signaling	2	0	False	NA	-0.1356635678989795	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000068587	Mgam	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.2805561218171831	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000069516	Lyz2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1859846610156694	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000070873	Lilra5	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.3253561875923187	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000072596	Ear2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.058687528975682	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000073421	H2-Ab1	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.1581182404349967	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000073489	Ifi204	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0496439407184668	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000073940	Hbb-bt	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.525978385311744	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000074272	Ceacam1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.023080869731398	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000076473	Trbv16	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.0140401717185794	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000076490	Trbc1	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.2001903560525408	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000076498	Trbc2	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.1740967886766535	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000076928	Trac	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.1669403502569533	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000086564	Cd101	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.0883738637058085	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000090272	Mndal	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0920781244353577	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000090877	Hspa1b	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.3683447692826962	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000091971	Hspa1a	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.7386961258896599	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000092572	Serpinb10	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1670760943752052	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000096255	Dynlt1b	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.022628494078393	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000116876	Gm49721	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.5603950727808458	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000116988	Gm49673	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.2271905018105823	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000094248	H2ac23	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	True	0.0316341516046691	-0.7719805451970764	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000022661	Cd200	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.0316341516046691	0.5800273511553072	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000022865	Cxadr	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.0316341516046691	0.5769608013934857	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000029108	Pcdh7	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.0764110323063697	0.8524494895248361	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000067235	H2-Q10	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.0764110323063697	0.8246540888234151	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000037709	Fam13a	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.0826357349654337	0.7165376657992997	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000098188	Sowahc	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.0826357349654337	0.5369946989940919	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000021662	Arhgef28	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.084755123887487	0.7169852310611728	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000056895	H2bc27	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.145041053754386	-1.287133957840589	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000020121	Srgap1	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1471765060421749	0.5050626198422783	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000025491	Ifitm1	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.1471765060421749	0.6737522405443358	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000079685	Ulbp1	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1471765060421749	-1.0450183095208712	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000024451	Arap3	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1495698477914014	0.5983931018478543	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000025064	Col17a1	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.1495698477914014	0.4567949781889767	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000027699	Ect2	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	1	0	False	0.1495698477914014	-1.2967016612792857	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000031442	Mcf2l	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1495698477914014	0.4042009513946711	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000032875	Arhgef17	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1495698477914014	0.7107372129690561	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000069305	H4c18	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1558800792647864	-1.26051701262634	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000076498	Trbc2	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1558800792647864	-0.7064557282141137	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000027078	Ube2l6	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	0	1	False	0.1645198992014727	0.5971513047326372	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000076473	Trbv16	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1648453172779707	-0.6496204462351415	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000053044	Cd8b1	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1657378706384862	-0.7513206123666727	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000059495	Arhgef12	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1671958687481663	0.5935910362527391	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000076490	Trbc1	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1709456034653925	-0.7295534622243732	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000053977	Cd8a	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1752043361113099	-0.7954326385984342	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000064220	H2ac18	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1763883202339911	-1.662842021933141	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000025154	Arhgap19	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	1	0	False	0.179472748101463	-0.9540947384058278	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000041219	Arhgap11a	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	1	0	False	0.179472748101463	-0.9671574676311688	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000060591	Ifitm2	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.1814539208608118	0.610013240782504	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000075031	H2bc3	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1814539208608118	-1.703054530743065	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000021697	Depdc1b	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	1	0	False	0.1853993351100956	-1.484424002141878	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000057406	Nsd2	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1860772102159064	-0.9328032033411824	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000027342	Pcna	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1947234579329245	-1.0037571004079984	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000032094	Cd3d	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.1947234579329245	-0.5636290186860344	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000049932	H2ax	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1947234579329245	-1.3251441571051088	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000105827	H2bc18	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1947234579329245	-1.603342991778499	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000039831	Arhgap29	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1954668428457115	0.5498102382657871	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000035133	Arhgap5	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.1988828896947281	0.4756819171012033	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000066878	Kpna2rt	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1988828896947281	-1.1077903782884706	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000028068	Iqgap3	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	1	0	False	0.1996014154286021	-1.0525408569861026	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000039396	Neil3	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1996014154286021	-1.5580261022786135	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000069274	H4c6	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.1996014154286021	-1.2648035824364363	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000023015	Racgap1	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	1	0	False	0.2010125003460091	-1.1660843349897845	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000071478	H2ac7	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.2010125003460091	-1.7073315722777074	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000094777	H2ac24	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.2034657996198688	-1.7294085365925824	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000042489	Clspn	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.2062875450327521	-1.3331496533555072	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000005763	Cd247	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.2067517082857109	-0.5068151365462515	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000007655	Cav1	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.2067517082857109	0.5598335077940023	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000022657	Cd96	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	1	0	False	0.2067517082857109	-0.4961280736024173	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000032021	Crtam	member_of_retained_expimap_pathway	False	1	R-MMU-198933	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Lymphoid-stromal interactions	0	1	False	0.2095505839518996	0.5006029590758315	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	thymus	ENSMUSG00000069272	H2ac8	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.2095505839518996	-1.657773612386451	FLT_lower	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000061462	Obscn	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.209627314012118	0.6111773625693852	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000021708	Rasgrf2	member_of_retained_expimap_pathway	False	1	R-MMU-8980692	R-MMU-8980692_RHOA_GTPASE_CYCLE	RHOA cytoskeletal cycle	0	1	False	0.209695431208223	0.5279568265977495	FLT_higher	main	triangulated
expiMap	canonical_tissue	thymus	ENSMUSG00000035455	Fignl1	member_of_retained_expimap_pathway	False	1	R-MMU-73894	R-MMU-73894_DNA_REPAIR	DNA repair	1	0	False	0.2112908981406918	-1.5022794762632203	FLT_lower	main	triangulated
