method	analysis_scope	tissue	gene_id	gene_symbol	comparison_role	independently_selected_gene	n_retained_pathways	retained_pathway_ids	retained_pathway_terms	retained_pathway_labels	n_concordant_pathways	n_discordant_pathways	any_concordant_bh_fdr	minimum_gene_fdr	project_balanced_gene_log2cpm_effect	gene_flt_gc_direction	analysis_roles	pathway_robustness_statuses
expiMap	canonical_tissue	skin	ENSMUSG00000036412	Arsi	member_of_retained_expimap_pathway	False	1	R-MMU-428157	R-MMU-428157_SPHINGOLIPID_METABOLISM	Sphingolipid metabolism	1	0	False	0.8720965901213604	-0.0550999478187003	FLT_lower	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000040447	Spns2	member_of_retained_expimap_pathway	False	1	R-MMU-428157	R-MMU-428157_SPHINGOLIPID_METABOLISM	Sphingolipid metabolism	0	1	False	0.8790283200863022	0.0261709282916484	FLT_higher	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000031659	Adcy7	member_of_retained_expimap_pathway	False	1	R-MMU-5358351	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	Hedgehog signaling	1	0	False	0.8912533004048986	-0.0112085745832134	FLT_lower	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000025746	Il6	member_of_retained_expimap_pathway	False	1	R-MMU-421270	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	Cell-cell junction organization	1	0	False	0.907330275141304	-0.03671190636814	FLT_lower	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	skin	ENSMUSG00000025232	Hexa	member_of_retained_expimap_pathway	False	1	R-MMU-428157	R-MMU-428157_SPHINGOLIPID_METABOLISM	Sphingolipid metabolism	0	1	False	0.9140365901440128	0.0208377534924448	FLT_higher	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000069306	H4c17	member_of_retained_expimap_pathway	False	3	R-MMU-3247509;R-MMU-421270;R-MMU-73894	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES;R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION;R-MMU-73894_DNA_REPAIR	Cell-cell junction organization;Chromatin-modifying enzymes;DNA repair	3	0	False	0.9140365901440128	-0.0412250769585915	FLT_lower	main	internally robust, incomplete conventional support;triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000041592	Sdk2	member_of_retained_expimap_pathway	False	1	R-MMU-421270	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	Cell-cell junction organization	0	1	False	0.9317478172062142	0.0218581605904203	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	skin	ENSMUSG00000044641	Pard6b	member_of_retained_expimap_pathway	False	1	R-MMU-421270	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	Cell-cell junction organization	0	1	False	0.9317478172062142	0.0242887010423188	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	skin	ENSMUSG00000031841	Cdh13	member_of_retained_expimap_pathway	False	1	R-MMU-421270	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	Cell-cell junction organization	0	1	False	0.9346944454432176	0.0171052199231229	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	skin	ENSMUSG00000042988	Notum	member_of_retained_expimap_pathway	False	1	R-MMU-5358351	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	Hedgehog signaling	0	1	False	0.941380440375756	0.0249953493784413	FLT_higher	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000072235	Tuba1a	member_of_retained_expimap_pathway	False	1	R-MMU-5358351	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	Hedgehog signaling	0	1	False	0.954554630640834	0.012383345316467	FLT_higher	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000018476	Kdm6b	member_of_retained_expimap_pathway	False	1	R-MMU-3247509	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	Chromatin-modifying enzymes	1	0	False	0.9611542660491594	-0.0139066695608158	FLT_lower	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000071516	H2ac13	member_of_retained_expimap_pathway	False	3	R-MMU-3247509;R-MMU-421270;R-MMU-73894	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES;R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION;R-MMU-73894_DNA_REPAIR	Cell-cell junction organization;Chromatin-modifying enzymes;DNA repair	0	3	False	0.9677822851689778	0.0163908874389691	FLT_higher	main	internally robust, incomplete conventional support;triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000000305	Cdh4	member_of_retained_expimap_pathway	False	1	R-MMU-421270	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	Cell-cell junction organization	0	1	False	0.9797847988837236	0.0117310167010476	FLT_higher	main	internally robust, incomplete conventional support
expiMap	canonical_tissue	skin	ENSMUSG00000069302	H2ac12	member_of_retained_expimap_pathway	False	3	R-MMU-3247509;R-MMU-421270;R-MMU-73894	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES;R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION;R-MMU-73894_DNA_REPAIR	Cell-cell junction organization;Chromatin-modifying enzymes;DNA repair	3	0	False	0.9853052172388372	-0.0125468511881272	FLT_lower	main	internally robust, incomplete conventional support;triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000033579	Fa2h	member_of_retained_expimap_pathway	False	1	R-MMU-428157	R-MMU-428157_SPHINGOLIPID_METABOLISM	Sphingolipid metabolism	0	1	False	0.9893115785844548	0.0048613374106706	FLT_higher	main	triangulated
expiMap	canonical_tissue	skin	ENSMUSG00000042599	Kdm7a	member_of_retained_expimap_pathway	False	1	R-MMU-3247509	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	Chromatin-modifying enzymes	0	1	False	0.9955806225510164	0.0006745224121189	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000000409	Lck	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.0534456389775357	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000000594	Gm2a	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.110296739585063	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000001128	Cfp	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0631774640071135	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000001525	Tubb5	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0096280810878223	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000001552	Jup	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0507361571678117	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000001750	Tcirg1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0628737881352467	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000002033	Cd3g	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.1367229836827743	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000002885	Adgre5	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0087596733592395	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000002944	Cd36	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.1929031290721557	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000002983	Relb	member_of_retained_expimap_pathway	False	1	R-MMU-5621481	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling	0	1	False	NA	0.0026564089326058	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000003153	Slc2a3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0506784280226934	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000004207	Psap	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0064208163449574	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000004668	Abca13	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1404904093068362	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000005087	Cd44	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0175613997743901	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000005686	Ampd3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.2324175113919483	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000005763	Cd247	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.0790713765264898	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000005800	Mmp8	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1200752462799315	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000007891	Ctsd	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0519507087691355	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000008540	Mgst1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0433809237461435	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000009292	Trpm2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.1635297136759325	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000009350	Mpo	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.6284826233625052	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000011752	Pgam1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0434469668199639	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000013974	Mcemp1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.3337255119032694	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000015340	Cybb	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0036774389432267	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000015656	Hspa8	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0366699697965323	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000016283	H2-M2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1788788118699026	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000016933	Plcg1	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	0	1	False	NA	0.1335252114050103	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000017002	Slpi	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0630883731502171	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000017390	Aldoc	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0624653060273941	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000017466	Timp2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.1750129061298494	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000017737	Mmp9	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.3239175003684732	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000018774	Cd68	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1306067256042709	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000019302	Atp6v0a1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0814980373735164	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000019843	Fyn	member_of_retained_expimap_pathway	False	1	R-MMU-5621481	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling	0	1	False	NA	0.0367230351886497	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020125	Elane	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.7965130565792468	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020154	Ptprb	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.234632706484901	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020272	Stk10	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0528067178087756	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020395	Itk	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	0	1	False	NA	0.0342508272583797	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020717	Pecam1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.071073843652222	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020732	Rab37	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1765356552444954	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020857	Nme2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0480853760736309	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000020941	Map3k14	member_of_retained_expimap_pathway	False	1	R-MMU-5621481	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling	1	0	False	NA	-0.0515333239611468	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021025	Nfkbia	member_of_retained_expimap_pathway	False	2	R-MMU-202403;R-MMU-5621481	R-MMU-202403_TCR_SIGNALING;R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling;T-cell receptor signaling	0	2	False	NA	0.0316518923033708	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021069	Pygl	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1272046014535016	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021180	Rps6ka5	member_of_retained_expimap_pathway	False	1	R-MMU-5621481	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling	1	0	False	NA	-0.0250081305099012	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021270	Hsp90aa1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0334435376919504	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021457	Syk	member_of_retained_expimap_pathway	False	1	R-MMU-5621481	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling	0	1	False	NA	0.0484502482235196	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021665	Hexb	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0831156037216519	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021676	Iqgap2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.2143888636189114	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021822	Plau	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1806106554719742	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021823	Vcl	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.285225884199373	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000021939	Ctsb	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0564730403667542	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000022026	Olfm4	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.307190717739395	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000022148	Fyb	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	0	1	False	NA	0.0267147484972245	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000022555	Dgat1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0368802107055683	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000023274	Cd4	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	1	0	False	NA	-0.0002355302775304	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000023349	Clec4n	member_of_retained_expimap_pathway	False	2	R-MMU-5621481;R-MMU-6798695	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS;R-MMU-6798695_NEUTROPHIL_DEGRANULATION	C-type lectin receptor signaling;Neutrophil degranulation program	2	0	False	NA	-0.0650480620163417	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000023830	Igf2r	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0989757374783332	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000023903	Mmp25	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.422256104832389	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000024084	Qpct	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.2000920571875439	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000024164	C3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.1932688947938274	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000024681	Ms4a3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.5388153070172937	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000024885	Aldh3b1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0143804193119487	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025225	Nfkb2	member_of_retained_expimap_pathway	False	1	R-MMU-5621481	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C-type lectin receptor signaling	0	1	False	NA	0.0150767627092045	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025289	Prdx4	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0117604668902215	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025314	Ptprj	member_of_retained_expimap_pathway	False	2	R-MMU-202403;R-MMU-6798695	R-MMU-202403_TCR_SIGNALING;R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program;T-cell receptor signaling	0	2	False	NA	0.0919334890914964	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025351	Cd63	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0614727920378204	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025364	Pa2g4	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.043835545263904	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025473	Adam8	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.525508064597858	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025572	Tmc6	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.2567143741800999	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025701	Alox5	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.174556163472039	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000025877	Hk3	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.0281354531941401	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026117	Zap70	member_of_retained_expimap_pathway	False	1	R-MMU-202403	R-MMU-202403_TCR_SIGNALING	T-cell receptor signaling	0	1	False	NA	0.0673610601931073	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026177	Slc11a1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	0	1	False	NA	0.1364663379608469	FLT_higher	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026180	Cxcr2	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.2079196384298272	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026399	Cd55	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.1182986714104274	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026417	Pigr	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0520916817531927	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026450	Chit1	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0581675733039711	FLT_lower	main	triangulated
expiMap	canonical_tissue	spleen	ENSMUSG00000026536	Ifi211	member_of_retained_expimap_pathway	False	1	R-MMU-6798695	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil degranulation program	1	0	False	NA	-0.0173449024084836	FLT_lower	main	triangulated
