gene_id	gmm	hdbscan	spectral	consensus	gene_symbol	gene_label	eligible_meta	significant_fdr05_abs_log2fc1	meta_log2_fold_change	consistent_direction
ENSMUSG00000029422	17	0	8	5	Rsrc2	Rsrc2	True	False	0.0454227546843336	mixed
ENSMUSG00000076126	8	0	0	0	NA	ENSMUSG00000076126	False	False	NA	NA
ENSMUSG00000049036	8	0	0	0	NA	ENSMUSG00000049036	False	False	NA	NA
ENSMUSG00000029577	3	0	10	11	Ube3b	Ube3b	True	False	0.0805450685037767	mixed
ENSMUSG00000040746	9	0	15	3	Rnf167	Rnf167	True	False	-0.038058717559368	mixed
ENSMUSG00000020590	12	0	17	9	Snx13	Snx13	True	False	0.0011838366310632	mixed
ENSMUSG00000030263	22	1	5	2	Irag2	Irag2	True	False	-0.122625977825619	mixed
ENSMUSG00000038914	12	0	17	9	Dido1	Dido1	True	False	0.0395961762260206	mixed
ENSMUSG00000026878	20	0	17	9	Rab14	Rab14	True	False	0.0302064915619035	mixed
ENSMUSG00000093241	8	0	0	0	NA	ENSMUSG00000093241	False	False	NA	NA
ENSMUSG00000030098	14	0	10	8	Grip2	Grip2	True	False	0.152526407625726	mixed
ENSMUSG00000078908	11	0	1	4	Mon1b	Mon1b	True	False	0.0431349639950973	mixed
ENSMUSG00000025056	8	0	0	0	NA	ENSMUSG00000025056	False	False	NA	NA
ENSMUSG00000090129	0	1	18	1	Olfr287	Olfr287	True	False	0.108350471725729	mixed
ENSMUSG00000026407	0	2	11	1	Cacna1s	Cacna1s	True	False	0.322719512814924	mixed
ENSMUSG00000034239	8	0	0	0	NA	ENSMUSG00000034239	False	False	NA	NA
ENSMUSG00000020818	11	0	9	4	Mfsd11	Mfsd11	True	False	-0.0186896643017523	mixed
ENSMUSG00000060038	18	0	12	8	Dhps	Dhps	True	False	0.0129664446787864	mixed
ENSMUSG00000020029	20	0	2	9	Nudt4	Nudt4	True	False	0.140004771068831	mixed
ENSMUSG00000085958	5	1	4	2	A930019D19Rik	A930019D19Rik	True	False	-0.113798221765447	mixed
ENSMUSG00000024292	13	0	10	12	Cyp4f14	Cyp4f14	True	False	-0.0274830705954998	mixed
ENSMUSG00000111356	0	2	6	1	NA	ENSMUSG00000111356	False	False	NA	NA
ENSMUSG00000016831	17	0	8	5	Tox4	Tox4	True	False	0.0153939766706731	mixed
ENSMUSG00000024791	0	1	14	1	Cdca5	Cdca5	True	False	0.045487335926737	mixed
ENSMUSG00000028398	24	0	1	4	Dmac1	Dmac1	True	False	-0.0910782644860806	mixed
ENSMUSG00000113338	8	0	0	0	NA	ENSMUSG00000113338	False	False	NA	NA
ENSMUSG00000022586	0	1	6	1	Ly6i	Ly6i	False	False	-0.0113910488053017	all_down
ENSMUSG00000091034	8	0	0	0	NA	ENSMUSG00000091034	False	False	NA	NA
ENSMUSG00000056204	12	0	10	11	Pgpep1	Pgpep1	True	False	-0.0949812511601054	mixed
ENSMUSG00000065472	8	0	0	0	NA	ENSMUSG00000065472	False	False	NA	NA
ENSMUSG00000056197	8	0	0	0	NA	ENSMUSG00000056197	False	False	NA	NA
ENSMUSG00000031986	11	0	1	4	Sprtn	Sprtn	True	False	-0.0237560996255597	mixed
ENSMUSG00000086259	0	2	6	1	NA	ENSMUSG00000086259	False	False	NA	NA
ENSMUSG00000000244	16	1	4	2	Tspan32	Tspan32	True	False	-0.372469853722131	mixed
ENSMUSG00000027519	9	0	8	5	Rab22a	Rab22a	True	False	-0.0075316056032032	mixed
ENSMUSG00000061086	7	1	14	7	Myl4	Myl4	True	False	-0.0723633587409531	mixed
ENSMUSG00000056290	6	1	12	13	Ms4a4b	Ms4a4b	True	False	-0.30609337987771	mixed
ENSMUSG00000068206	11	0	9	4	Pick1	Pick1	True	False	0.150219164900764	all_up
ENSMUSG00000077815	8	0	0	0	Mir290a	Mir290a	False	False	0.167978226382164	all_up
ENSMUSG00000021208	23	0	12	6	Ifi27l2b	Ifi27l2b	True	False	0.290582490960048	mixed
ENSMUSG00000088054	0	1	6	1	Mir1968	Mir1968	False	False	-0.161069182977941	all_down
ENSMUSG00000024998	17	0	8	5	Plce1	Plce1	True	False	0.0772449667476393	mixed
ENSMUSG00000047248	11	0	1	4	C2cd3	C2cd3	True	False	0.0107783206690582	mixed
ENSMUSG00000027981	15	0	1	4	Rnpc3	Rnpc3	True	False	0.008421358419038	mixed
ENSMUSG00000039683	19	1	14	10	Sdk1	Sdk1	True	False	-0.199542872832251	mixed
ENSMUSG00000047117	0	2	6	1	NA	ENSMUSG00000047117	False	False	NA	NA
ENSMUSG00000030278	14	0	12	8	Cidec	Cidec	True	False	0.834594080184966	mixed
ENSMUSG00000037419	18	0	12	8	Endod1	Endod1	True	False	-0.17179374788063	all_down
ENSMUSG00000099616	8	0	0	0	NA	ENSMUSG00000099616	False	False	NA	NA
ENSMUSG00000022208	0	1	18	1	Jph4	Jph4	True	False	0.0694380701957761	mixed
ENSMUSG00000055197	8	0	0	0	NA	ENSMUSG00000055197	False	False	NA	NA
ENSMUSG00000059632	8	0	0	0	NA	ENSMUSG00000059632	False	False	NA	NA
ENSMUSG00000064823	0	1	6	1	Snord82	Snord82	False	False	-0.541694546315115	all_down
ENSMUSG00000095629	0	1	18	1	Vmn1r89	Vmn1r89	True	False	-0.0051177419828279	mixed
ENSMUSG00000034829	0	1	6	1	Nxnl1	Nxnl1	False	False	-0.104935487939024	all_down
ENSMUSG00000029380	6	0	12	8	Cxcl1	Cxcl1	True	False	-0.433424847459656	mixed
ENSMUSG00000073001	8	0	0	0	NA	ENSMUSG00000073001	False	False	NA	NA
ENSMUSG00000031073	8	0	0	0	NA	ENSMUSG00000031073	False	False	NA	NA
ENSMUSG00000028047	7	1	14	7	Thbs3	Thbs3	True	False	-0.0574220482293518	mixed
ENSMUSG00000039196	13	0	2	12	Orm1	Orm1	True	False	-0.257875943764709	mixed
ENSMUSG00000032673	24	0	1	4	Prorsd1	Prorsd1	True	False	-0.0344495701984253	mixed
ENSMUSG00000096584	8	0	0	0	NA	ENSMUSG00000096584	False	False	NA	NA
ENSMUSG00000022773	5	1	4	2	Ypel1	Ypel1	True	False	-0.0412705216638761	mixed
ENSMUSG00000078597	14	0	12	8	Cyp4a12b	Cyp4a12b	True	False	0.0985969137765125	mixed
ENSMUSG00000021494	1	0	15	3	Ddx41	Ddx41	True	False	0.0399851130114516	mixed
ENSMUSG00000050248	22	1	14	2	Evc2	Evc2	True	False	0.0830574422800803	mixed
ENSMUSG00000003752	18	0	9	6	Itpkc	Itpkc	True	False	0.0166462439102695	mixed
ENSMUSG00000037353	1	0	15	3	Letmd1	Letmd1	True	False	0.016090757259577	mixed
ENSMUSG00000022096	10	2	14	7	Hr	Hr	True	False	0.43853655025657	mixed
ENSMUSG00000091311	8	0	0	0	NA	ENSMUSG00000091311	False	False	NA	NA
ENSMUSG00000096436	19	1	7	10	Olfr1437	Olfr1437	True	False	-0.029896597314972	mixed
ENSMUSG00000021661	15	0	12	8	Ankra2	Ankra2	True	False	-0.0319565115440575	mixed
ENSMUSG00000039620	23	1	12	6	Trmt9b	Trmt9b	True	False	0.132522943235777	mixed
ENSMUSG00000033765	8	0	0	0	NA	ENSMUSG00000033765	False	False	NA	NA
ENSMUSG00000032584	7	2	14	7	Mst1r	Mst1r	True	False	0.0131306838852889	mixed
ENSMUSG00000072884	10	1	4	7	Gm10433	Gm10433	True	False	0.21234142625643	mixed
ENSMUSG00000066896	0	1	16	1	NA	ENSMUSG00000066896	False	False	NA	NA
ENSMUSG00000094606	8	0	0	0	NA	ENSMUSG00000094606	False	False	NA	NA
ENSMUSG00000032783	0	2	6	1	Troap	Troap	True	False	-0.205339623741342	mixed
ENSMUSG00000029093	0	1	14	1	Sorcs2	Sorcs2	True	False	-0.0036792104535363	mixed
ENSMUSG00000030254	6	1	4	2	Rad18	Rad18	True	False	0.0181898712757322	mixed
ENSMUSG00000077991	8	0	0	0	NA	ENSMUSG00000077991	False	False	NA	NA
ENSMUSG00000021090	0	1	16	1	Lrrc9	Lrrc9	True	False	-0.271538978183713	mixed
ENSMUSG00000094687	8	0	0	0	NA	ENSMUSG00000094687	False	False	NA	NA
ENSMUSG00000055013	11	0	15	4	Agap1	Agap1	True	False	0.048411727178654	mixed
ENSMUSG00000038204	0	0	6	1	Asb10	Asb10	False	False	1.4925194344067	all_up
ENSMUSG00000020629	12	0	17	9	Adi1	Adi1	True	False	0.0700452922627191	mixed
ENSMUSG00000030881	18	0	9	6	Arfip2	Arfip2	True	False	-0.0524109355613286	mixed
ENSMUSG00000030662	12	0	17	9	Ipo5	Ipo5	True	False	-0.0758652159876083	mixed
ENSMUSG00000020570	12	0	8	5	Sypl	Sypl	True	False	-0.0088788908284383	mixed
ENSMUSG00000024401	0	1	14	1	Tnf	Tnf	True	False	-0.409021299743992	all_down
ENSMUSG00000108885	8	0	0	0	NA	ENSMUSG00000108885	False	False	NA	NA
ENSMUSG00000029015	8	0	0	0	NA	ENSMUSG00000029015	False	False	NA	NA
ENSMUSG00000045179	8	0	0	0	NA	ENSMUSG00000045179	False	False	NA	NA
ENSMUSG00000063779	8	0	0	0	NA	ENSMUSG00000063779	False	False	NA	NA
ENSMUSG00000070531	8	0	0	0	NA	ENSMUSG00000070531	False	False	NA	NA
ENSMUSG00000074183	16	1	4	2	Gsta1	Gsta1	True	False	-0.0095336998562869	mixed
ENSMUSG00000042849	0	1	18	1	Olfr1414	Olfr1414	True	False	-0.0891945404279857	mixed
ENSMUSG00000069939	16	1	14	7	Gm12070	Gm12070	True	False	0.84228930626373	all_up
ENSMUSG00000025873	12	0	10	11	Faf2	Faf2	True	False	0.0575172157499087	mixed
ENSMUSG00000034456	13	0	2	12	Uroc1	Uroc1	True	False	0.0663015326659359	mixed
ENSMUSG00000070817	5	1	4	2	Vmn1r85	Vmn1r85	True	False	-0.0402695917921388	mixed
ENSMUSG00000024294	20	0	17	9	Mib1	Mib1	True	False	-0.0263954530846568	mixed
ENSMUSG00000066463	8	0	0	0	NA	ENSMUSG00000066463	False	False	NA	NA
ENSMUSG00000035376	17	0	8	5	Hacd2	Hacd2	True	False	0.0213090380618672	mixed
ENSMUSG00000044252	20	0	17	9	Osbpl1a	Osbpl1a	True	False	0.0308204926631685	mixed
ENSMUSG00000055917	24	0	1	4	Zfp277	Zfp277	True	False	-0.0175323259250112	mixed
ENSMUSG00000071815	8	0	0	0	NA	ENSMUSG00000071815	False	False	NA	NA
ENSMUSG00000068882	12	0	17	9	Ssb	Ssb	True	False	0.148830975815002	mixed
ENSMUSG00000022685	24	0	1	4	Parn	Parn	True	False	0.0675161225376548	mixed
ENSMUSG00000036292	17	0	8	5	Gramd1c	Gramd1c	True	False	0.0474105519347542	mixed
ENSMUSG00000041202	19	1	7	10	Pla2g2d	Pla2g2d	True	False	-0.165484230422605	all_down
ENSMUSG00000116360	8	0	0	0	NA	ENSMUSG00000116360	False	False	NA	NA
ENSMUSG00000024528	11	0	1	4	Srfbp1	Srfbp1	True	False	0.0711997796129926	mixed
ENSMUSG00000029861	8	0	0	0	NA	ENSMUSG00000029861	False	False	NA	NA
ENSMUSG00000077221	0	1	6	1	Snord67	Snord67	False	False	0.324080456071293	all_up
ENSMUSG00000070469	7	1	14	7	Adamtsl3	Adamtsl3	True	False	-0.0828698295249912	mixed
ENSMUSG00000115791	19	1	18	10	Vmn1r217	Vmn1r217	True	False	-0.341439585312362	mixed
ENSMUSG00000097665	0	1	6	1	Gm16853	Gm16853	True	False	-0.305215962593268	all_down
ENSMUSG00000046650	19	1	7	10	Olfr1440	Olfr1440	True	False	0.0564925187363454	mixed
ENSMUSG00000046667	15	0	1	4	Rbm12b1	Rbm12b1	True	False	0.0800181449532257	mixed
ENSMUSG00000106902	8	0	0	0	NA	ENSMUSG00000106902	False	False	NA	NA
ENSMUSG00000037169	10	1	14	7	Mycn	Mycn	True	False	0.038047621462393	mixed
ENSMUSG00000049565	0	1	18	1	Aknad1	Aknad1	True	False	-0.0217091517119564	mixed
ENSMUSG00000033862	1	0	15	3	Cdk10	Cdk10	True	False	0.0698232691987052	mixed
ENSMUSG00000033774	7	1	18	7	Npbwr1	Npbwr1	True	False	-0.0267782714490138	mixed
ENSMUSG00000084592	19	1	18	10	Mir1898	Mir1898	True	False	0.0945419129695729	all_up
ENSMUSG00000077998	8	0	0	0	NA	ENSMUSG00000077998	False	False	NA	NA
ENSMUSG00000021278	8	0	0	0	NA	ENSMUSG00000021278	False	False	NA	NA
ENSMUSG00000027971	10	1	14	7	Ndst4	Ndst4	True	False	0.0242994105655917	mixed
ENSMUSG00000024758	12	0	17	9	Rtn3	Rtn3	True	False	-0.0016223918126078	mixed
ENSMUSG00000044921	5	1	4	2	Rassf9	Rassf9	True	False	0.176393097022975	mixed
ENSMUSG00000054387	12	0	8	5	Mdm4	Mdm4	True	False	-0.0532835648262703	mixed
ENSMUSG00000062822	17	0	1	5	4833420G17Rik	4833420G17Rik	True	False	-0.0940684095675186	mixed
ENSMUSG00000028013	12	0	8	5	Ppa2	Ppa2	True	False	0.0498092682975642	mixed
ENSMUSG00000042846	19	1	18	10	Lrrtm3	Lrrtm3	True	False	0.115314279214063	mixed
ENSMUSG00000025403	3	0	10	11	Shmt2	Shmt2	True	False	0.0978607999592626	mixed
ENSMUSG00000031831	0	2	6	1	Dnaaf1	Dnaaf1	False	False	1.14229329151396	all_up
ENSMUSG00000087045	8	0	0	0	NA	ENSMUSG00000087045	False	False	NA	NA
ENSMUSG00000030739	21	0	9	3	Myh14	Myh14	True	False	0.41089336866788	mixed
ENSMUSG00000037235	3	0	10	11	Mxd4	Mxd4	True	False	-0.0685218877640703	mixed
ENSMUSG00000021559	3	0	10	11	Dapk1	Dapk1	True	False	0.227051083456499	mixed
ENSMUSG00000049252	8	0	0	0	NA	ENSMUSG00000049252	False	False	NA	NA
ENSMUSG00000035805	8	0	0	0	NA	ENSMUSG00000035805	False	False	NA	NA
ENSMUSG00000050870	8	0	0	0	NA	ENSMUSG00000050870	False	False	NA	NA
ENSMUSG00000022931	8	0	0	0	NA	ENSMUSG00000022931	False	False	NA	NA
ENSMUSG00000067360	8	0	0	0	NA	ENSMUSG00000067360	False	False	NA	NA
ENSMUSG00000035262	0	2	6	1	NA	ENSMUSG00000035262	False	False	NA	NA
ENSMUSG00000087223	19	1	7	10	4930442L01Rik	4930442L01Rik	True	False	-0.200557306773796	mixed
ENSMUSG00000046791	23	0	5	6	Riox1	Riox1	True	False	-0.0426422095113608	mixed
ENSMUSG00000086745	8	0	0	0	NA	ENSMUSG00000086745	False	False	NA	NA
ENSMUSG00000055826	8	0	0	0	NA	ENSMUSG00000055826	False	False	NA	NA
ENSMUSG00000022451	12	0	17	9	Twf1	Twf1	True	False	0.0627463605400631	mixed
ENSMUSG00000092734	8	0	0	0	NA	ENSMUSG00000092734	False	False	NA	NA
ENSMUSG00000026700	8	0	0	0	NA	ENSMUSG00000026700	False	False	NA	NA
ENSMUSG00000041852	20	0	17	9	Tcf20	Tcf20	True	False	0.130221202620524	mixed
ENSMUSG00000075086	8	0	0	0	NA	ENSMUSG00000075086	False	False	NA	NA
ENSMUSG00000024776	5	1	4	2	Stambpl1	Stambpl1	True	False	0.0972634020340294	mixed
ENSMUSG00000056035	14	0	2	8	Cyp3a11	Cyp3a11	True	False	0.447356782735622	mixed
ENSMUSG00000020000	14	1	12	13	Moxd1	Moxd1	True	False	-0.994052698971465	all_down
ENSMUSG00000037946	22	1	5	2	Fgd3	Fgd3	True	False	-0.247159845891065	mixed
ENSMUSG00000001656	8	0	0	0	NA	ENSMUSG00000001656	False	False	NA	NA
ENSMUSG00000053146	19	1	7	10	Olfr352	Olfr352	True	False	0.0715024539804415	mixed
ENSMUSG00000073982	4	0	9	6	Rhog	Rhog	True	False	0.0073799871559745	mixed
ENSMUSG00000024393	3	0	10	11	Prrc2a	Prrc2a	True	False	0.0063164725062801	mixed
ENSMUSG00000025433	0	1	19	1	NA	ENSMUSG00000025433	False	False	NA	NA
ENSMUSG00000086552	0	1	18	1	Dlx4os	Dlx4os	True	False	0.0008527270948027	mixed
ENSMUSG00000070972	17	0	8	5	Dnajc25	Dnajc25	True	False	0.0758000687861878	mixed
ENSMUSG00000036139	0	1	16	1	Hoxc9	Hoxc9	True	False	0.424142222457689	mixed
ENSMUSG00000073768	5	1	4	2	Olfr1330	Olfr1330	True	False	-0.164022631429245	mixed
ENSMUSG00000003573	22	2	5	14	Homer3	Homer3	True	False	-0.063129258307161	mixed
ENSMUSG00000115744	5	1	4	2	Vmn1r80	Vmn1r80	True	False	-0.0158375806584251	mixed
ENSMUSG00000019920	17	0	8	5	Lims1	Lims1	True	False	0.0169984921638662	mixed
ENSMUSG00000094892	19	1	7	10	Vmn2r101	Vmn2r101	True	False	-0.125967733201942	mixed
ENSMUSG00000027495	3	0	10	11	Fam210b	Fam210b	True	False	0.178034380940897	mixed
ENSMUSG00000045989	8	0	0	0	NA	ENSMUSG00000045989	False	False	NA	NA
ENSMUSG00000087424	22	1	4	2	5730405O15Rik	5730405O15Rik	True	False	-0.0548669247021755	mixed
ENSMUSG00000050328	8	0	0	0	NA	ENSMUSG00000050328	False	False	NA	NA
ENSMUSG00000022705	8	0	0	0	NA	ENSMUSG00000022705	False	False	NA	NA
ENSMUSG00000034543	1	0	1	3	Morc2a	Morc2a	True	False	-0.0215775866540755	mixed
ENSMUSG00000094734	8	0	0	0	NA	ENSMUSG00000094734	False	False	NA	NA
ENSMUSG00000071753	19	1	7	10	Cdr1os	Cdr1os	True	False	-0.122020128592017	mixed
ENSMUSG00000020919	3	0	10	11	Stat5b	Stat5b	True	False	0.0504400101872234	mixed
ENSMUSG00000036214	11	0	1	4	Polr1has	Polr1has	True	False	0.180832680342418	mixed
ENSMUSG00000079069	8	0	0	0	NA	ENSMUSG00000079069	False	False	NA	NA
ENSMUSG00000103116	8	0	0	0	NA	ENSMUSG00000103116	False	False	NA	NA
ENSMUSG00000097368	5	1	4	2	Gm10390	Gm10390	True	False	-0.110305304773545	mixed
ENSMUSG00000039230	9	0	15	3	Tbcd	Tbcd	True	False	0.0769223359339503	mixed
ENSMUSG00000035713	22	1	14	2	Usp35	Usp35	True	False	-0.0732442260794726	mixed
ENSMUSG00000059995	1	0	15	3	Atxn7l3	Atxn7l3	True	False	-0.0617945620107327	mixed
ENSMUSG00000033831	13	0	3	12	Fgb	Fgb	True	False	0.0038106189873838	mixed
ENSMUSG00000029730	11	0	9	4	Mcm7	Mcm7	True	False	0.132303088207699	mixed
ENSMUSG00000019841	17	0	8	5	Rev3l	Rev3l	True	False	0.0025396789034205	mixed
ENSMUSG00000040543	0	1	6	1	Pitpnm3	Pitpnm3	True	False	0.0617073603829782	mixed
ENSMUSG00000091537	14	0	8	5	Tma7	Tma7	True	False	-0.103560992681081	mixed
ENSMUSG00000026420	8	0	0	0	NA	ENSMUSG00000026420	False	False	NA	NA
ENSMUSG00000027550	6	0	12	8	Lrrcc1	Lrrcc1	True	False	0.158974117348289	mixed
ENSMUSG00000073971	0	1	6	1	NA	ENSMUSG00000073971	False	False	NA	NA
ENSMUSG00000028607	3	0	10	11	Cpt2	Cpt2	True	False	0.0284013466553611	mixed
ENSMUSG00000039210	1	0	1	3	Gpatch2	Gpatch2	True	False	0.0880157932437633	mixed
ENSMUSG00000032231	21	0	15	3	Anxa2	Anxa2	True	False	-0.117232959123965	mixed
ENSMUSG00000078593	8	0	0	0	NA	ENSMUSG00000078593	False	False	NA	NA
ENSMUSG00000028165	17	0	8	5	Cisd2	Cisd2	True	False	0.0212020313570816	mixed
ENSMUSG00000075273	15	0	12	8	Ttc30b	Ttc30b	True	False	-0.0423898344029935	mixed
ENSMUSG00000049618	8	0	0	0	NA	ENSMUSG00000049618	False	False	NA	NA
ENSMUSG00000002496	9	0	10	11	Tsc2	Tsc2	True	False	0.0224093870914937	mixed
ENSMUSG00000055692	7	1	14	7	Tmem191c	Tmem191c	True	False	0.174555016981687	mixed
ENSMUSG00000031160	8	0	0	0	NA	ENSMUSG00000031160	False	False	NA	NA
ENSMUSG00000030983	12	0	17	9	Bccip	Bccip	True	False	0.0261743224487669	mixed
ENSMUSG00000078640	8	0	0	0	NA	ENSMUSG00000078640	False	False	NA	NA
ENSMUSG00000046675	15	0	12	8	Tmem251	Tmem251	True	False	-0.104009093351642	mixed
ENSMUSG00000051811	0	2	6	1	Cox6b2	Cox6b2	True	False	0.214995045893989	mixed
ENSMUSG00000028651	11	0	9	4	Ppie	Ppie	True	False	0.0533064204064479	mixed
ENSMUSG00000024425	20	0	2	9	Ndfip1	Ndfip1	True	False	-0.102823071029607	mixed
ENSMUSG00000046613	0	1	16	1	Vwa5b2	Vwa5b2	False	False	0.241190892791312	all_up
ENSMUSG00000070501	5	1	4	2	Ifi214	Ifi214	True	False	-0.272411076402123	mixed
ENSMUSG00000049612	19	1	7	10	Omg	Omg	True	False	-0.152954371281482	mixed
ENSMUSG00000091996	7	1	14	7	BC049352	BC049352	True	False	-0.105838395234819	mixed
ENSMUSG00000078038	8	0	0	0	NA	ENSMUSG00000078038	False	False	NA	NA
ENSMUSG00000042216	23	0	12	6	Sgsm1	Sgsm1	True	False	-0.004913228808053	mixed
ENSMUSG00000069036	8	0	0	0	NA	ENSMUSG00000069036	False	False	NA	NA
ENSMUSG00000079407	0	1	16	1	1700110I01Rik	1700110I01Rik	False	False	1.2196773304584	all_up
ENSMUSG00000021823	9	0	15	3	Vcl	Vcl	True	False	0.0945677573461524	mixed
ENSMUSG00000033808	24	0	1	4	Tmem87a	Tmem87a	True	False	-0.0491526933739297	mixed
ENSMUSG00000051098	15	0	12	8	Mblac2	Mblac2	True	False	0.208373195057956	mixed
ENSMUSG00000061633	8	0	0	0	NA	ENSMUSG00000061633	False	False	NA	NA
ENSMUSG00000056870	5	1	4	2	Gulp1	Gulp1	True	False	0.070117272795971	mixed
ENSMUSG00000030093	8	0	0	0	NA	ENSMUSG00000030093	False	False	NA	NA
ENSMUSG00000000194	1	0	15	3	Gpr107	Gpr107	True	False	-0.119506742656524	mixed
ENSMUSG00000043207	12	0	17	9	Zmpste24	Zmpste24	True	False	0.046810885266652	mixed
ENSMUSG00000005667	10	1	14	7	Mthfd2	Mthfd2	True	False	0.0191837775338155	mixed
ENSMUSG00000073830	14	0	17	8	Mup14	Mup14	True	False	-0.546966824273232	all_down
ENSMUSG00000039703	3	0	10	11	Nploc4	Nploc4	True	False	0.0608578907270676	mixed
ENSMUSG00000031068	20	0	17	9	Glrx3	Glrx3	True	False	-0.036205337456629	mixed
ENSMUSG00000051154	12	0	17	9	Commd3	Commd3	True	False	0.033185462862468	mixed
ENSMUSG00000025487	12	0	10	11	Psmd13	Psmd13	True	False	0.100122028128008	mixed
ENSMUSG00000005354	3	0	10	11	Txn2	Txn2	True	False	0.131779822533328	mixed
ENSMUSG00000025892	19	1	7	10	Gria4	Gria4	True	False	-0.199579860714653	mixed
ENSMUSG00000074071	17	0	8	5	Fam169b	Fam169b	True	False	0.0439026451509387	mixed
ENSMUSG00000057182	16	1	4	2	Scn3a	Scn3a	True	False	-0.147488478290211	mixed
ENSMUSG00000020390	20	0	17	9	Ube2b	Ube2b	True	False	-0.0016272480959838	mixed
ENSMUSG00000031131	8	0	0	0	NA	ENSMUSG00000031131	False	False	NA	NA
ENSMUSG00000094612	8	0	0	0	NA	ENSMUSG00000094612	False	False	NA	NA
ENSMUSG00000031283	5	1	4	2	Chrdl1	Chrdl1	True	False	-0.0425632108189889	mixed
ENSMUSG00000109219	8	0	0	0	NA	ENSMUSG00000109219	False	False	NA	NA
ENSMUSG00000038429	3	0	10	11	Usp5	Usp5	True	False	0.155423356478519	mixed
ENSMUSG00000034810	5	1	4	2	Scn7a	Scn7a	True	False	-0.0422619118883327	mixed
ENSMUSG00000018733	15	0	1	4	Pex12	Pex12	True	False	0.0802045665004495	mixed
ENSMUSG00000022037	13	0	3	12	Clu	Clu	True	False	-0.0887302106435115	mixed
ENSMUSG00000085260	8	0	0	0	NA	ENSMUSG00000085260	False	False	NA	NA
ENSMUSG00000029610	4	0	9	6	Aimp2	Aimp2	True	False	0.0722744438715661	mixed
ENSMUSG00000042185	11	0	1	4	Nfrkb	Nfrkb	True	False	0.0114771186531969	mixed
ENSMUSG00000067525	8	0	0	0	NA	ENSMUSG00000067525	False	False	NA	NA
ENSMUSG00000006021	4	0	9	6	Kptn	Kptn	True	False	0.149335104636416	mixed
ENSMUSG00000046408	7	1	14	7	1700067K01Rik	1700067K01Rik	True	False	0.0004641376379879	mixed
ENSMUSG00000020599	5	1	4	2	Rgs9	Rgs9	True	False	-0.0054511847862041	mixed
ENSMUSG00000030775	5	1	4	2	Trat1	Trat1	True	False	-0.108675728480398	mixed
ENSMUSG00000015149	9	0	15	3	Sirt2	Sirt2	True	False	0.0436445738843237	mixed
ENSMUSG00000046434	12	0	8	5	Hnrnpa1	Hnrnpa1	True	False	0.0812959876581917	mixed
ENSMUSG00000031377	19	1	14	10	Bmx	Bmx	True	False	0.0881033386490141	mixed
ENSMUSG00000031774	1	0	15	3	Psme3ip1	Psme3ip1	True	False	0.113120411579934	mixed
ENSMUSG00000096840	8	0	0	0	NA	ENSMUSG00000096840	False	False	NA	NA
ENSMUSG00000050627	12	0	8	5	Gpd1l	Gpd1l	True	False	-0.0965720482108755	mixed
ENSMUSG00000031878	17	0	8	5	Nae1	Nae1	True	False	0.103769263422461	mixed
ENSMUSG00000030322	5	1	4	2	Mbd4	Mbd4	True	False	-0.0611476118710011	mixed
ENSMUSG00000029541	8	0	0	0	NA	ENSMUSG00000029541	False	False	NA	NA
ENSMUSG00000020696	1	0	8	3	Rffl	Rffl	True	False	0.0950996567736149	mixed
ENSMUSG00000097162	6	0	12	8	2310010J17Rik	2310010J17Rik	True	False	-0.0469128443285189	mixed
ENSMUSG00000113189	19	1	7	10	B020018J22Rik	B020018J22Rik	True	False	-0.124298402886353	mixed
ENSMUSG00000045201	8	0	0	0	NA	ENSMUSG00000045201	False	False	NA	NA
ENSMUSG00000058513	0	1	18	1	Olfr801	Olfr801	True	False	-0.26728375663553	mixed
ENSMUSG00000059479	23	1	5	2	B3gnt8	B3gnt8	True	False	-0.109363035887885	mixed
ENSMUSG00000077239	0	2	6	1	Snord66	Snord66	False	False	0.104611616397768	all_up
ENSMUSG00000031755	23	1	5	2	Bbs2	Bbs2	True	False	0.0513284270571869	mixed
ENSMUSG00000076253	8	0	0	0	NA	ENSMUSG00000076253	False	False	NA	NA
ENSMUSG00000038379	19	1	7	10	Ttk	Ttk	True	False	-0.130382230695058	mixed
ENSMUSG00000002109	6	0	12	8	Ddb2	Ddb2	True	False	-0.0018223915779259	mixed
ENSMUSG00000041840	15	0	12	8	Haus1	Haus1	True	False	-0.0260101183915729	mixed
ENSMUSG00000049691	8	0	0	0	NA	ENSMUSG00000049691	False	False	NA	NA
ENSMUSG00000021555	17	0	8	5	Naa35	Naa35	True	False	0.0434738104158759	mixed
ENSMUSG00000022814	9	0	8	5	Umps	Umps	True	False	-0.0242216065795952	mixed
ENSMUSG00000028782	0	2	6	1	NA	ENSMUSG00000028782	False	False	NA	NA
ENSMUSG00000095028	16	1	14	7	Sirpb1b	Sirpb1b	True	False	-0.27387844406772	all_down
ENSMUSG00000057223	8	0	0	0	NA	ENSMUSG00000057223	False	False	NA	NA
ENSMUSG00000034413	10	1	4	7	Neurl1b	Neurl1b	True	False	-0.0413769566517954	mixed
ENSMUSG00000087579	14	0	17	8	Hectd2os	Hectd2os	True	False	-0.654123222754672	mixed
ENSMUSG00000025127	3	0	10	11	Gcgr	Gcgr	True	False	-0.0771101373067564	mixed
ENSMUSG00000030222	14	1	12	13	Rerg	Rerg	True	False	-0.0722899986543873	mixed
