gene_id	gmm	hdbscan	spectral	consensus	gene_symbol	gene_label	eligible_meta	significant_fdr05_abs_log2fc1	meta_log2_fold_change	consistent_direction
ENSMUSG00000028398	5	0	7	1	Dmac1	Dmac1	True	False	-0.0910782644860806	mixed
ENSMUSG00000113338	2	0	3	0	NA	ENSMUSG00000113338	False	False	NA	NA
ENSMUSG00000022586	4	0	4	3	Ly6i	Ly6i	False	False	-0.0113910488053017	all_down
ENSMUSG00000091034	2	0	3	0	NA	ENSMUSG00000091034	False	False	NA	NA
ENSMUSG00000056204	13	0	11	5	Pgpep1	Pgpep1	True	False	-0.0949812511601054	mixed
ENSMUSG00000065472	2	0	3	0	NA	ENSMUSG00000065472	False	False	NA	NA
ENSMUSG00000056197	2	0	3	0	NA	ENSMUSG00000056197	False	False	NA	NA
ENSMUSG00000031986	11	0	6	2	Sprtn	Sprtn	True	False	-0.0237560996255597	mixed
ENSMUSG00000086259	4	0	4	3	NA	ENSMUSG00000086259	False	False	NA	NA
ENSMUSG00000000244	18	1	22	9	Tspan32	Tspan32	True	False	-0.372469853722131	mixed
ENSMUSG00000027519	14	0	21	1	Rab22a	Rab22a	True	False	-0.0075316056032032	mixed
ENSMUSG00000061086	10	0	10	4	Myl4	Myl4	True	False	-0.0723633587409531	mixed
ENSMUSG00000056290	18	1	1	9	Ms4a4b	Ms4a4b	True	False	-0.30609337987771	mixed
ENSMUSG00000068206	6	0	16	8	Pick1	Pick1	True	False	0.150219164900764	all_up
ENSMUSG00000077815	2	0	3	0	Mir290a	Mir290a	False	False	0.167978226382164	all_up
ENSMUSG00000021208	15	1	2	6	Ifi27l2b	Ifi27l2b	True	False	0.290582490960048	mixed
ENSMUSG00000088054	4	0	4	3	Mir1968	Mir1968	False	False	-0.161069182977941	all_down
ENSMUSG00000024998	5	0	7	1	Plce1	Plce1	True	False	0.0772449667476393	mixed
ENSMUSG00000047248	5	0	6	1	C2cd3	C2cd3	True	False	0.0107783206690582	mixed
ENSMUSG00000027981	19	0	6	2	Rnpc3	Rnpc3	True	False	0.008421358419038	mixed
ENSMUSG00000039683	10	0	10	4	Sdk1	Sdk1	True	False	-0.199542872832251	mixed
ENSMUSG00000047117	4	0	20	3	NA	ENSMUSG00000047117	False	False	NA	NA
ENSMUSG00000030278	0	1	18	9	Cidec	Cidec	True	False	0.834594080184966	mixed
ENSMUSG00000037419	19	1	2	2	Endod1	Endod1	True	False	-0.17179374788063	all_down
ENSMUSG00000099616	2	0	3	0	NA	ENSMUSG00000099616	False	False	NA	NA
ENSMUSG00000022208	4	0	24	3	Jph4	Jph4	True	False	0.0694380701957761	mixed
ENSMUSG00000055197	2	0	3	0	NA	ENSMUSG00000055197	False	False	NA	NA
ENSMUSG00000059632	2	0	3	0	NA	ENSMUSG00000059632	False	False	NA	NA
ENSMUSG00000064823	4	0	4	3	Snord82	Snord82	False	False	-0.541694546315115	all_down
ENSMUSG00000095629	4	0	24	3	Vmn1r89	Vmn1r89	True	False	-0.0051177419828279	mixed
ENSMUSG00000034829	4	0	4	3	Nxnl1	Nxnl1	False	False	-0.104935487939024	all_down
ENSMUSG00000029380	19	0	2	2	Cxcl1	Cxcl1	True	False	-0.433424847459656	mixed
ENSMUSG00000073001	2	0	3	0	NA	ENSMUSG00000073001	False	False	NA	NA
ENSMUSG00000031073	2	0	3	0	NA	ENSMUSG00000031073	False	False	NA	NA
ENSMUSG00000028047	8	0	10	15	Thbs3	Thbs3	True	False	-0.0574220482293518	mixed
ENSMUSG00000039196	17	0	14	11	Orm1	Orm1	True	False	-0.257875943764709	mixed
ENSMUSG00000032673	11	0	6	2	Prorsd1	Prorsd1	True	False	-0.0344495701984253	mixed
ENSMUSG00000096584	2	0	3	0	NA	ENSMUSG00000096584	False	False	NA	NA
ENSMUSG00000022773	16	0	22	7	Ypel1	Ypel1	True	False	-0.0412705216638761	mixed
ENSMUSG00000078597	0	1	1	9	Cyp4a12b	Cyp4a12b	True	False	0.0985969137765125	mixed
ENSMUSG00000021494	6	0	16	8	Ddx41	Ddx41	True	False	0.0399851130114516	mixed
ENSMUSG00000050248	9	1	5	6	Evc2	Evc2	True	False	0.0830574422800803	mixed
ENSMUSG00000003752	3	0	18	12	Itpkc	Itpkc	True	False	0.0166462439102695	mixed
ENSMUSG00000037353	5	0	16	8	Letmd1	Letmd1	True	False	0.016090757259577	mixed
ENSMUSG00000022096	8	1	10	13	Hr	Hr	True	False	0.43853655025657	mixed
ENSMUSG00000091311	2	0	3	0	NA	ENSMUSG00000091311	False	False	NA	NA
ENSMUSG00000096436	10	0	23	4	Olfr1437	Olfr1437	True	False	-0.029896597314972	mixed
ENSMUSG00000021661	19	0	6	2	Ankra2	Ankra2	True	False	-0.0319565115440575	mixed
ENSMUSG00000039620	18	1	1	9	Trmt9b	Trmt9b	True	False	0.132522943235777	mixed
ENSMUSG00000033765	2	0	3	0	NA	ENSMUSG00000033765	False	False	NA	NA
ENSMUSG00000032584	8	1	10	13	Mst1r	Mst1r	True	False	0.0131306838852889	mixed
ENSMUSG00000072884	9	1	22	6	Gm10433	Gm10433	True	False	0.21234142625643	mixed
ENSMUSG00000066896	4	0	17	3	NA	ENSMUSG00000066896	False	False	NA	NA
ENSMUSG00000094606	2	0	3	0	NA	ENSMUSG00000094606	False	False	NA	NA
ENSMUSG00000032783	4	0	20	3	Troap	Troap	True	False	-0.205339623741342	mixed
ENSMUSG00000029093	8	0	4	15	Sorcs2	Sorcs2	True	False	-0.0036792104535363	mixed
ENSMUSG00000030254	18	1	1	9	Rad18	Rad18	True	False	0.0181898712757322	mixed
ENSMUSG00000077991	2	0	3	0	NA	ENSMUSG00000077991	False	False	NA	NA
ENSMUSG00000021090	4	0	24	3	Lrrc9	Lrrc9	True	False	-0.271538978183713	mixed
ENSMUSG00000094687	2	0	3	0	NA	ENSMUSG00000094687	False	False	NA	NA
ENSMUSG00000055013	6	0	16	8	Agap1	Agap1	True	False	0.048411727178654	mixed
ENSMUSG00000038204	8	0	4	15	Asb10	Asb10	False	False	1.4925194344067	all_up
ENSMUSG00000020629	7	0	0	10	Adi1	Adi1	True	False	0.0700452922627191	mixed
ENSMUSG00000030881	11	0	6	2	Arfip2	Arfip2	True	False	-0.0524109355613286	mixed
ENSMUSG00000030662	14	0	21	1	Ipo5	Ipo5	True	False	-0.0758652159876083	mixed
ENSMUSG00000020570	14	0	21	1	Sypl	Sypl	True	False	-0.0088788908284383	mixed
ENSMUSG00000024401	4	0	4	3	Tnf	Tnf	True	False	-0.409021299743992	all_down
ENSMUSG00000108885	2	0	3	0	NA	ENSMUSG00000108885	False	False	NA	NA
ENSMUSG00000029015	2	0	3	0	NA	ENSMUSG00000029015	False	False	NA	NA
ENSMUSG00000045179	2	0	3	0	NA	ENSMUSG00000045179	False	False	NA	NA
ENSMUSG00000063779	2	0	3	0	NA	ENSMUSG00000063779	False	False	NA	NA
ENSMUSG00000070531	2	0	3	0	NA	ENSMUSG00000070531	False	False	NA	NA
ENSMUSG00000074183	18	1	1	9	Gsta1	Gsta1	True	False	-0.0095336998562869	mixed
ENSMUSG00000042849	4	0	24	3	Olfr1414	Olfr1414	True	False	-0.0891945404279857	mixed
ENSMUSG00000069939	0	1	10	9	Gm12070	Gm12070	True	False	0.84228930626373	all_up
ENSMUSG00000025873	1	0	11	5	Faf2	Faf2	True	False	0.0575172157499087	mixed
ENSMUSG00000034456	17	0	8	11	Uroc1	Uroc1	True	False	0.0663015326659359	mixed
ENSMUSG00000070817	16	0	22	7	Vmn1r85	Vmn1r85	True	False	-0.0402695917921388	mixed
ENSMUSG00000024294	7	0	0	10	Mib1	Mib1	True	False	-0.0263954530846568	mixed
ENSMUSG00000066463	2	0	3	0	NA	ENSMUSG00000066463	False	False	NA	NA
ENSMUSG00000035376	14	0	21	1	Hacd2	Hacd2	True	False	0.0213090380618672	mixed
ENSMUSG00000044252	7	0	0	10	Osbpl1a	Osbpl1a	True	False	0.0308204926631685	mixed
ENSMUSG00000055917	19	0	6	2	Zfp277	Zfp277	True	False	-0.0175323259250112	mixed
ENSMUSG00000071815	2	0	3	0	NA	ENSMUSG00000071815	False	False	NA	NA
ENSMUSG00000068882	14	0	21	1	Ssb	Ssb	True	False	0.148830975815002	mixed
ENSMUSG00000022685	5	0	6	1	Parn	Parn	True	False	0.0675161225376548	mixed
ENSMUSG00000036292	14	0	21	1	Gramd1c	Gramd1c	True	False	0.0474105519347542	mixed
ENSMUSG00000041202	10	0	23	4	Pla2g2d	Pla2g2d	True	False	-0.165484230422605	all_down
ENSMUSG00000116360	2	0	3	0	NA	ENSMUSG00000116360	False	False	NA	NA
ENSMUSG00000024528	11	0	6	2	Srfbp1	Srfbp1	True	False	0.0711997796129926	mixed
ENSMUSG00000029861	2	0	3	0	NA	ENSMUSG00000029861	False	False	NA	NA
ENSMUSG00000077221	4	0	20	3	Snord67	Snord67	False	False	0.324080456071293	all_up
ENSMUSG00000070469	8	1	10	13	Adamtsl3	Adamtsl3	True	False	-0.0828698295249912	mixed
ENSMUSG00000115791	10	0	24	4	Vmn1r217	Vmn1r217	True	False	-0.341439585312362	mixed
ENSMUSG00000097665	4	0	4	3	Gm16853	Gm16853	True	False	-0.305215962593268	all_down
ENSMUSG00000046650	10	0	23	4	Olfr1440	Olfr1440	True	False	0.0564925187363454	mixed
ENSMUSG00000046667	19	0	6	2	Rbm12b1	Rbm12b1	True	False	0.0800181449532257	mixed
ENSMUSG00000106902	2	0	3	0	NA	ENSMUSG00000106902	False	False	NA	NA
ENSMUSG00000037169	16	0	10	7	Mycn	Mycn	True	False	0.038047621462393	mixed
ENSMUSG00000049565	4	0	24	3	Aknad1	Aknad1	True	False	-0.0217091517119564	mixed
ENSMUSG00000033862	6	0	16	8	Cdk10	Cdk10	True	False	0.0698232691987052	mixed
ENSMUSG00000033774	10	0	23	4	Npbwr1	Npbwr1	True	False	-0.0267782714490138	mixed
ENSMUSG00000084592	4	0	24	3	Mir1898	Mir1898	True	False	0.0945419129695729	all_up
ENSMUSG00000077998	2	0	3	0	NA	ENSMUSG00000077998	False	False	NA	NA
ENSMUSG00000021278	2	0	3	0	NA	ENSMUSG00000021278	False	False	NA	NA
ENSMUSG00000027971	16	0	22	7	Ndst4	Ndst4	True	False	0.0242994105655917	mixed
ENSMUSG00000024758	7	0	21	10	Rtn3	Rtn3	True	False	-0.0016223918126078	mixed
ENSMUSG00000044921	16	1	22	7	Rassf9	Rassf9	True	False	0.176393097022975	mixed
ENSMUSG00000054387	14	0	21	1	Mdm4	Mdm4	True	False	-0.0532835648262703	mixed
ENSMUSG00000062822	5	0	7	1	4833420G17Rik	4833420G17Rik	True	False	-0.0940684095675186	mixed
ENSMUSG00000028013	14	0	21	1	Ppa2	Ppa2	True	False	0.0498092682975642	mixed
ENSMUSG00000042846	10	0	23	4	Lrrtm3	Lrrtm3	True	False	0.115314279214063	mixed
ENSMUSG00000025403	1	0	8	5	Shmt2	Shmt2	True	False	0.0978607999592626	mixed
ENSMUSG00000031831	4	0	13	3	Dnaaf1	Dnaaf1	False	False	1.14229329151396	all_up
ENSMUSG00000087045	2	0	3	0	NA	ENSMUSG00000087045	False	False	NA	NA
ENSMUSG00000030739	6	0	16	8	Myh14	Myh14	True	False	0.41089336866788	mixed
ENSMUSG00000037235	1	0	11	5	Mxd4	Mxd4	True	False	-0.0685218877640703	mixed
ENSMUSG00000021559	1	0	8	5	Dapk1	Dapk1	True	False	0.227051083456499	mixed
ENSMUSG00000049252	2	0	3	0	NA	ENSMUSG00000049252	False	False	NA	NA
ENSMUSG00000035805	2	0	3	0	NA	ENSMUSG00000035805	False	False	NA	NA
ENSMUSG00000050870	2	0	3	0	NA	ENSMUSG00000050870	False	False	NA	NA
ENSMUSG00000022931	2	0	3	0	NA	ENSMUSG00000022931	False	False	NA	NA
ENSMUSG00000067360	2	0	3	0	NA	ENSMUSG00000067360	False	False	NA	NA
ENSMUSG00000035262	4	0	20	3	NA	ENSMUSG00000035262	False	False	NA	NA
ENSMUSG00000087223	10	0	10	4	4930442L01Rik	4930442L01Rik	True	False	-0.200557306773796	mixed
ENSMUSG00000046791	15	1	5	6	Riox1	Riox1	True	False	-0.0426422095113608	mixed
ENSMUSG00000086745	2	0	3	0	NA	ENSMUSG00000086745	False	False	NA	NA
ENSMUSG00000055826	2	0	3	0	NA	ENSMUSG00000055826	False	False	NA	NA
ENSMUSG00000022451	7	0	21	10	Twf1	Twf1	True	False	0.0627463605400631	mixed
ENSMUSG00000092734	2	0	3	0	NA	ENSMUSG00000092734	False	False	NA	NA
ENSMUSG00000026700	2	0	3	0	NA	ENSMUSG00000026700	False	False	NA	NA
ENSMUSG00000041852	1	0	0	5	Tcf20	Tcf20	True	False	0.130221202620524	mixed
ENSMUSG00000075086	2	0	3	0	NA	ENSMUSG00000075086	False	False	NA	NA
ENSMUSG00000024776	12	1	1	6	Stambpl1	Stambpl1	True	False	0.0972634020340294	mixed
ENSMUSG00000056035	17	0	14	11	Cyp3a11	Cyp3a11	True	False	0.447356782735622	mixed
ENSMUSG00000020000	0	1	1	9	Moxd1	Moxd1	True	False	-0.994052698971465	all_down
ENSMUSG00000037946	9	0	5	4	Fgd3	Fgd3	True	False	-0.247159845891065	mixed
ENSMUSG00000001656	2	0	3	0	NA	ENSMUSG00000001656	False	False	NA	NA
ENSMUSG00000053146	10	0	23	4	Olfr352	Olfr352	True	False	0.0715024539804415	mixed
ENSMUSG00000073982	3	0	18	12	Rhog	Rhog	True	False	0.0073799871559745	mixed
ENSMUSG00000024393	13	0	11	5	Prrc2a	Prrc2a	True	False	0.0063164725062801	mixed
ENSMUSG00000025433	4	0	9	3	NA	ENSMUSG00000025433	False	False	NA	NA
ENSMUSG00000086552	4	0	24	3	Dlx4os	Dlx4os	True	False	0.0008527270948027	mixed
ENSMUSG00000070972	5	0	7	1	Dnajc25	Dnajc25	True	False	0.0758000687861878	mixed
ENSMUSG00000036139	4	0	20	3	Hoxc9	Hoxc9	True	False	0.424142222457689	mixed
ENSMUSG00000073768	16	0	22	7	Olfr1330	Olfr1330	True	False	-0.164022631429245	mixed
ENSMUSG00000003573	9	0	5	4	Homer3	Homer3	True	False	-0.063129258307161	mixed
ENSMUSG00000115744	16	0	22	7	Vmn1r80	Vmn1r80	True	False	-0.0158375806584251	mixed
ENSMUSG00000019920	5	0	7	1	Lims1	Lims1	True	False	0.0169984921638662	mixed
ENSMUSG00000094892	10	0	23	4	Vmn2r101	Vmn2r101	True	False	-0.125967733201942	mixed
ENSMUSG00000027495	1	0	0	5	Fam210b	Fam210b	True	False	0.178034380940897	mixed
ENSMUSG00000045989	2	0	3	0	NA	ENSMUSG00000045989	False	False	NA	NA
ENSMUSG00000087424	18	1	1	9	5730405O15Rik	5730405O15Rik	True	False	-0.0548669247021755	mixed
ENSMUSG00000050328	2	0	3	0	NA	ENSMUSG00000050328	False	False	NA	NA
ENSMUSG00000022705	2	0	3	0	NA	ENSMUSG00000022705	False	False	NA	NA
ENSMUSG00000034543	5	0	7	1	Morc2a	Morc2a	True	False	-0.0215775866540755	mixed
ENSMUSG00000094734	2	0	3	0	NA	ENSMUSG00000094734	False	False	NA	NA
ENSMUSG00000071753	10	0	22	4	Cdr1os	Cdr1os	True	False	-0.122020128592017	mixed
ENSMUSG00000020919	13	0	11	5	Stat5b	Stat5b	True	False	0.0504400101872234	mixed
ENSMUSG00000036214	11	0	6	2	Polr1has	Polr1has	True	False	0.180832680342418	mixed
ENSMUSG00000079069	2	0	3	0	NA	ENSMUSG00000079069	False	False	NA	NA
ENSMUSG00000103116	2	0	3	0	NA	ENSMUSG00000103116	False	False	NA	NA
ENSMUSG00000097368	16	0	22	7	Gm10390	Gm10390	True	False	-0.110305304773545	mixed
ENSMUSG00000039230	13	0	11	5	Tbcd	Tbcd	True	False	0.0769223359339503	mixed
ENSMUSG00000035713	9	1	5	6	Usp35	Usp35	True	False	-0.0732442260794726	mixed
ENSMUSG00000059995	6	0	16	8	Atxn7l3	Atxn7l3	True	False	-0.0617945620107327	mixed
ENSMUSG00000033831	17	0	15	11	Fgb	Fgb	True	False	0.0038106189873838	mixed
ENSMUSG00000029730	11	0	16	2	Mcm7	Mcm7	True	False	0.132303088207699	mixed
ENSMUSG00000019841	14	0	21	1	Rev3l	Rev3l	True	False	0.0025396789034205	mixed
ENSMUSG00000040543	4	0	4	3	Pitpnm3	Pitpnm3	True	False	0.0617073603829782	mixed
ENSMUSG00000091537	0	0	21	14	Tma7	Tma7	True	False	-0.103560992681081	mixed
ENSMUSG00000026420	2	0	3	0	NA	ENSMUSG00000026420	False	False	NA	NA
ENSMUSG00000027550	12	1	2	6	Lrrcc1	Lrrcc1	True	False	0.158974117348289	mixed
ENSMUSG00000073971	4	0	20	3	NA	ENSMUSG00000073971	False	False	NA	NA
ENSMUSG00000028607	1	0	8	5	Cpt2	Cpt2	True	False	0.0284013466553611	mixed
ENSMUSG00000039210	5	0	7	1	Gpatch2	Gpatch2	True	False	0.0880157932437633	mixed
ENSMUSG00000032231	6	0	16	8	Anxa2	Anxa2	True	False	-0.117232959123965	mixed
ENSMUSG00000078593	2	0	3	0	NA	ENSMUSG00000078593	False	False	NA	NA
ENSMUSG00000028165	14	0	21	1	Cisd2	Cisd2	True	False	0.0212020313570816	mixed
ENSMUSG00000075273	19	0	2	2	Ttc30b	Ttc30b	True	False	-0.0423898344029935	mixed
ENSMUSG00000049618	2	0	3	0	NA	ENSMUSG00000049618	False	False	NA	NA
ENSMUSG00000002496	13	0	11	5	Tsc2	Tsc2	True	False	0.0224093870914937	mixed
ENSMUSG00000055692	10	0	10	4	Tmem191c	Tmem191c	True	False	0.174555016981687	mixed
ENSMUSG00000031160	2	0	3	0	NA	ENSMUSG00000031160	False	False	NA	NA
ENSMUSG00000030983	1	0	21	5	Bccip	Bccip	True	False	0.0261743224487669	mixed
ENSMUSG00000078640	2	0	3	0	NA	ENSMUSG00000078640	False	False	NA	NA
ENSMUSG00000046675	19	0	2	2	Tmem251	Tmem251	True	False	-0.104009093351642	mixed
ENSMUSG00000051811	4	0	4	3	Cox6b2	Cox6b2	True	False	0.214995045893989	mixed
ENSMUSG00000028651	11	0	16	2	Ppie	Ppie	True	False	0.0533064204064479	mixed
ENSMUSG00000024425	17	0	14	11	Ndfip1	Ndfip1	True	False	-0.102823071029607	mixed
ENSMUSG00000046613	4	0	20	3	Vwa5b2	Vwa5b2	False	False	0.241190892791312	all_up
ENSMUSG00000070501	16	0	22	7	Ifi214	Ifi214	True	False	-0.272411076402123	mixed
ENSMUSG00000049612	16	0	22	7	Omg	Omg	True	False	-0.152954371281482	mixed
ENSMUSG00000091996	10	0	23	4	BC049352	BC049352	True	False	-0.105838395234819	mixed
ENSMUSG00000078038	2	0	3	0	NA	ENSMUSG00000078038	False	False	NA	NA
ENSMUSG00000042216	15	1	5	6	Sgsm1	Sgsm1	True	False	-0.004913228808053	mixed
ENSMUSG00000069036	2	0	3	0	NA	ENSMUSG00000069036	False	False	NA	NA
ENSMUSG00000079407	4	0	20	3	1700110I01Rik	1700110I01Rik	False	False	1.2196773304584	all_up
ENSMUSG00000021823	13	0	7	5	Vcl	Vcl	True	False	0.0945677573461524	mixed
ENSMUSG00000033808	19	0	6	2	Tmem87a	Tmem87a	True	False	-0.0491526933739297	mixed
ENSMUSG00000051098	19	0	2	2	Mblac2	Mblac2	True	False	0.208373195057956	mixed
ENSMUSG00000061633	2	0	3	0	NA	ENSMUSG00000061633	False	False	NA	NA
ENSMUSG00000056870	9	1	22	6	Gulp1	Gulp1	True	False	0.070117272795971	mixed
ENSMUSG00000030093	2	0	3	0	NA	ENSMUSG00000030093	False	False	NA	NA
ENSMUSG00000000194	5	0	7	1	Gpr107	Gpr107	True	False	-0.119506742656524	mixed
ENSMUSG00000043207	7	0	21	10	Zmpste24	Zmpste24	True	False	0.046810885266652	mixed
ENSMUSG00000005667	9	1	10	13	Mthfd2	Mthfd2	True	False	0.0191837775338155	mixed
ENSMUSG00000073830	0	0	1	14	Mup14	Mup14	True	False	-0.546966824273232	all_down
ENSMUSG00000039703	1	0	11	5	Nploc4	Nploc4	True	False	0.0608578907270676	mixed
ENSMUSG00000031068	7	0	21	10	Glrx3	Glrx3	True	False	-0.036205337456629	mixed
ENSMUSG00000051154	14	0	21	1	Commd3	Commd3	True	False	0.033185462862468	mixed
ENSMUSG00000025487	13	0	11	5	Psmd13	Psmd13	True	False	0.100122028128008	mixed
ENSMUSG00000005354	1	0	8	5	Txn2	Txn2	True	False	0.131779822533328	mixed
ENSMUSG00000025892	10	0	10	4	Gria4	Gria4	True	False	-0.199579860714653	mixed
ENSMUSG00000074071	5	0	7	1	Fam169b	Fam169b	True	False	0.0439026451509387	mixed
ENSMUSG00000057182	16	1	22	7	Scn3a	Scn3a	True	False	-0.147488478290211	mixed
ENSMUSG00000020390	7	0	21	10	Ube2b	Ube2b	True	False	-0.0016272480959838	mixed
ENSMUSG00000031131	2	0	3	0	NA	ENSMUSG00000031131	False	False	NA	NA
ENSMUSG00000094612	2	0	3	0	NA	ENSMUSG00000094612	False	False	NA	NA
ENSMUSG00000031283	9	1	10	13	Chrdl1	Chrdl1	True	False	-0.0425632108189889	mixed
ENSMUSG00000109219	2	0	3	0	NA	ENSMUSG00000109219	False	False	NA	NA
ENSMUSG00000038429	13	0	11	5	Usp5	Usp5	True	False	0.155423356478519	mixed
ENSMUSG00000034810	9	1	10	13	Scn7a	Scn7a	True	False	-0.0422619118883327	mixed
ENSMUSG00000018733	19	0	6	2	Pex12	Pex12	True	False	0.0802045665004495	mixed
ENSMUSG00000022037	17	0	15	11	Clu	Clu	True	False	-0.0887302106435115	mixed
ENSMUSG00000085260	2	0	3	0	NA	ENSMUSG00000085260	False	False	NA	NA
ENSMUSG00000029610	3	0	18	12	Aimp2	Aimp2	True	False	0.0722744438715661	mixed
ENSMUSG00000042185	11	0	6	2	Nfrkb	Nfrkb	True	False	0.0114771186531969	mixed
ENSMUSG00000067525	2	0	3	0	NA	ENSMUSG00000067525	False	False	NA	NA
ENSMUSG00000006021	3	0	18	12	Kptn	Kptn	True	False	0.149335104636416	mixed
ENSMUSG00000046408	10	1	10	13	1700067K01Rik	1700067K01Rik	True	False	0.0004641376379879	mixed
ENSMUSG00000020599	16	0	22	7	Rgs9	Rgs9	True	False	-0.0054511847862041	mixed
ENSMUSG00000030775	16	0	22	7	Trat1	Trat1	True	False	-0.108675728480398	mixed
ENSMUSG00000015149	13	0	11	5	Sirt2	Sirt2	True	False	0.0436445738843237	mixed
ENSMUSG00000046434	14	0	21	1	Hnrnpa1	Hnrnpa1	True	False	0.0812959876581917	mixed
ENSMUSG00000031377	10	0	10	4	Bmx	Bmx	True	False	0.0881033386490141	mixed
ENSMUSG00000031774	5	0	16	8	Psme3ip1	Psme3ip1	True	False	0.113120411579934	mixed
ENSMUSG00000096840	2	0	3	0	NA	ENSMUSG00000096840	False	False	NA	NA
ENSMUSG00000050627	14	0	21	1	Gpd1l	Gpd1l	True	False	-0.0965720482108755	mixed
ENSMUSG00000031878	5	0	7	1	Nae1	Nae1	True	False	0.103769263422461	mixed
ENSMUSG00000030322	18	0	1	9	Mbd4	Mbd4	True	False	-0.0611476118710011	mixed
ENSMUSG00000029541	2	0	3	0	NA	ENSMUSG00000029541	False	False	NA	NA
ENSMUSG00000020696	5	0	7	1	Rffl	Rffl	True	False	0.0950996567736149	mixed
ENSMUSG00000097162	19	0	2	2	2310010J17Rik	2310010J17Rik	True	False	-0.0469128443285189	mixed
ENSMUSG00000113189	10	0	23	4	B020018J22Rik	B020018J22Rik	True	False	-0.124298402886353	mixed
ENSMUSG00000045201	2	0	3	0	NA	ENSMUSG00000045201	False	False	NA	NA
ENSMUSG00000058513	4	0	24	3	Olfr801	Olfr801	True	False	-0.26728375663553	mixed
ENSMUSG00000059479	15	1	5	6	B3gnt8	B3gnt8	True	False	-0.109363035887885	mixed
ENSMUSG00000077239	4	0	20	3	Snord66	Snord66	False	False	0.104611616397768	all_up
ENSMUSG00000031755	15	1	5	6	Bbs2	Bbs2	True	False	0.0513284270571869	mixed
ENSMUSG00000076253	2	0	3	0	NA	ENSMUSG00000076253	False	False	NA	NA
ENSMUSG00000038379	16	0	22	7	Ttk	Ttk	True	False	-0.130382230695058	mixed
ENSMUSG00000002109	19	1	2	2	Ddb2	Ddb2	True	False	-0.0018223915779259	mixed
ENSMUSG00000041840	19	0	2	2	Haus1	Haus1	True	False	-0.0260101183915729	mixed
ENSMUSG00000049691	2	0	3	0	NA	ENSMUSG00000049691	False	False	NA	NA
ENSMUSG00000021555	5	0	7	1	Naa35	Naa35	True	False	0.0434738104158759	mixed
ENSMUSG00000022814	13	0	11	5	Umps	Umps	True	False	-0.0242216065795952	mixed
ENSMUSG00000028782	4	0	4	3	NA	ENSMUSG00000028782	False	False	NA	NA
ENSMUSG00000095028	10	1	23	4	Sirpb1b	Sirpb1b	True	False	-0.27387844406772	all_down
ENSMUSG00000057223	2	0	3	0	NA	ENSMUSG00000057223	False	False	NA	NA
ENSMUSG00000034413	16	0	22	7	Neurl1b	Neurl1b	True	False	-0.0413769566517954	mixed
ENSMUSG00000087579	0	0	0	14	Hectd2os	Hectd2os	True	False	-0.654123222754672	mixed
ENSMUSG00000025127	1	0	8	5	Gcgr	Gcgr	True	False	-0.0771101373067564	mixed
