tissue	term	effect_seed2020	effect_seed2021	effect_seed2022	all_three_seeds_available	all_three_direction_concordant	seed_effect_median	seed_effect_minimum	seed_effect_maximum	primary_absolute_percentile
spleen	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.0540638793055555	-0.0153161555833334	0.0165826116666666	True	False	0.0165826116666666	-0.0153161555833334	0.0540638793055555	0.7793696275071633
spleen	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	-0.0398846645416666	-0.0245848933083333	0.0368130535499998	True	False	-0.0245848933083333	-0.0398846645416666	0.0368130535499998	0.7077363896848138
spleen	R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	-0.0374986393338888	-0.0494048151583332	-0.0133601196055556	True	True	-0.0374986393338888	-0.0494048151583332	-0.0133601196055556	0.6934097421203438
spleen	R-MMU-9012999_RHO_GTPASE_CYCLE	0.0140945801833332	-0.0241985191112222	-0.0083200521999999	True	False	-0.0083200521999999	-0.0241985191112222	0.0140945801833332	0.5558739255014327
spleen	R-MMU-9013026_RHOB_GTPASE_CYCLE	-0.0314045701972221	-0.0220276047361111	0.0432380255447778	True	False	-0.0220276047361111	-0.0314045701972221	0.0432380255447778	0.66189111747851
spleen	R-MMU-9013106_RHOC_GTPASE_CYCLE	-0.0010879195855166	0.0010100397431888	0.0001968815866138	True	False	0.0001968815866138	-0.0010879195855166	0.0010100397431888	0.1977077363896848
spleen	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.0005218644480277	-0.002182292740861	-0.0003094987456388	True	False	-0.0003094987456388	-0.002182292740861	0.0005218644480277	0.0945558739255014
spleen	R-MMU-9013149_RAC1_GTPASE_CYCLE	0.0237351259613888	-0.0773979096533332	-0.0528844711656666	True	False	-0.0528844711656666	-0.0773979096533332	0.0237351259613888	0.6074498567335244
spleen	R-MMU-9013404_RAC2_GTPASE_CYCLE	-0.0001272815607028	-0.002649680450625	-0.0005946036290805	True	True	-0.0005946036290805	-0.002649680450625	-0.0001272815607028	0.0257879656160458
spleen	R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.0006249275998338	-0.0007604361138777	-0.0001691303566902	True	False	-0.0001691303566902	-0.0007604361138777	0.0006249275998338	0.1174785100286533
spleen	R-MMU-9013408_RHOG_GTPASE_CYCLE	-0.0976338930333333	-0.00066084506026	0.0153524219040555	True	False	-0.00066084506026	-0.0976338930333333	0.0153524219040555	0.9169054441260746
spleen	R-MMU-9013423_RAC3_GTPASE_CYCLE	-0.0022577735781499	0.0005861835598333	-0.0007821725454083	True	False	-0.0007821725454083	-0.0022577735781499	0.0005861835598333	0.2979942693409742
spleen	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-0.0066132599695333	-0.0048738836605222	0.0005688797846299	True	False	-0.0048738836605222	-0.0066132599695333	0.0005688797846299	0.4613180515759312
spleen	R-MMU-9020702_INTERLEUKIN_1_SIGNALING	-0.1127155901488888	-0.17830929335	-0.0024501738541999	True	True	-0.1127155901488888	-0.17830929335	-0.0024501738541999	0.9512893982808024
spleen	R-MMU-9035034_RHOF_GTPASE_CYCLE	0.0011359034163133	-0.0005670611451805	0.000233320586161	True	False	0.000233320586161	-0.0005670611451805	0.0011359034163133	0.2148997134670487
spleen	R-MMU-913531_INTERFERON_SIGNALING	0.0554092412472222	0.0008871587553888	0.0249352351133333	True	True	0.0249352351133333	0.0008871587553888	0.0554092412472222	0.7879656160458453
spleen	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.0008027974416666	0.0004981778633333	0.0034190684499999	True	True	0.0008027974416666	0.0004981778633333	0.0034190684499999	0.1518624641833811
spleen	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	-0.0962609090491666	0.0009794178636278	-0.0006679638570111	True	False	-0.0006679638570111	-0.0962609090491666	0.0009794178636278	0.9111747851002864
spleen	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	-0.0010867261045844	0.0002982007239166	0.000735548142936	True	False	0.0002982007239166	-0.0010867261045844	0.000735548142936	0.1948424068767908
spleen	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	-0.0031130786194027	-0.0048453926636555	0.000290857755125	True	False	-0.0031130786194027	-0.0048453926636555	0.000290857755125	0.3581661891117478
spleen	R-MMU-9607240_FLT3_SIGNALING	NA	NA	-0.0095696627356667	False	False	-0.0095696627356667	-0.0095696627356667	-0.0095696627356667	NA
spleen	R-MMU-9612973_AUTOPHAGY	0.011138809186111	0.0009939224843944	0.0004009005830055	True	True	0.0009939224843944	0.0004009005830055	0.011138809186111	0.5214899713467048
spleen	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	-0.0025264848557361	-0.0015953548270833	-0.0002404514245522	True	True	-0.0015953548270833	-0.0025264848557361	-0.0002404514245522	0.3123209169054441
spleen	R-MMU-9663891_SELECTIVE_AUTOPHAGY	NA	NA	-0.0007027444289444	False	False	-0.0007027444289444	-0.0007027444289444	-0.0007027444289444	NA
spleen	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.0025313868479	-0.0011267621688222	-0.0005225612287611	True	False	-0.0005225612287611	-0.0011267621688222	0.0025313868479	0.3151862464183381
spleen	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.0382765037333333	0.0446578637638888	0.0956350119772221	True	True	0.0446578637638888	0.0382765037333333	0.0956350119772221	0.7020057306590258
spleen	R-MMU-9696264_RND3_GTPASE_CYCLE	-0.0020974624089177	-0.0068720472444444	-0.0012818159388887	True	True	-0.0020974624089177	-0.0068720472444444	-0.0012818159388887	0.2922636103151863
spleen	R-MMU-9696270_RND2_GTPASE_CYCLE	0.0005086285128342	0.0014659701244444	-0.0006652911585549	True	False	0.0005086285128342	-0.0006652911585549	0.0014659701244444	0.0888252148997134
spleen	R-MMU-9696273_RND1_GTPASE_CYCLE	0.0007252067876	0.0002071716570722	-2.4293309477760028e-05	True	False	0.0002071716570722	-2.4293309477760028e-05	0.0007252067876	0.1318051575931232
spleen	R-MMU-9707564_CYTOPROTECTION_BY_HMOX1	NA	-0.0047774577249999	NA	False	False	-0.0047774577249999	-0.0047774577249999	-0.0047774577249999	NA
spleen	R-MMU-9709957_SENSORY_PERCEPTION	-0.1756771736194443	-0.1524725473066666	-0.0535039132361111	True	True	-0.1524725473066666	-0.1756771736194443	-0.0535039132361111	0.991404011461318
spleen	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.0073616639166666	0.0831832663055555	0.0029476658336755	True	True	0.0073616639166666	0.0029476658336755	0.0831832663055555	0.4756446991404011
spleen	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.1426459586240554	0.1350226075055555	0.0706404386666664	True	True	0.1350226075055555	0.0706404386666664	0.1426459586240554	0.9742120343839542
spleen	R-MMU-9748784_DRUG_ADME	-0.1007159590691666	-0.0838317796527777	0.0121486149566666	True	False	-0.0838317796527777	-0.1007159590691666	0.0121486149566666	0.9369627507163324
spleen	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	-0.0008466822145833	-0.0013298071388333	0.0012527771451111	True	False	-0.0008466822145833	-0.0013298071388333	0.0012527771451111	0.166189111747851
spleen	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.0014252078408333	-0.0014322959232777	-0.0006880252160055	True	False	-0.0006880252160055	-0.0014322959232777	0.0014252078408333	0.2521489971346705
spleen	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	0.0995570028459999	-0.0060640691455221	-0.0014383524085277	True	False	-0.0014383524085277	-0.0060640691455221	0.0995570028459999	0.9255014326647564
spleen	R-MMU-975871_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.0005550925700166	0.0029668794611666	-0.0009522885904499	True	False	0.0005550925700166	-0.0009522885904499	0.0029668794611666	0.1002865329512893
spleen	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.0006243788004444	0.0003533324149999	0.0014242356139305	True	True	0.0006243788004444	0.0003533324149999	0.0014242356139305	0.1146131805157593
spleen	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.001204833656136	-0.0070207430860388	0.0109050181741388	True	False	0.001204833656136	-0.0070207430860388	0.0109050181741388	0.2320916905444126
spleen	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	-6.474678613331978e-05	-0.0253297380894444	0.0005023473740088	True	False	-6.474678613331978e-05	-0.0253297380894444	0.0005023473740088	0.0143266475644699
spleen	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0179933675044445	0.0011892197078208	0.0001158384879188	True	True	0.0011892197078208	0.0001158384879188	0.0179933675044445	0.5873925501432665
spleen	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0051682272983	-0.02024953495	-0.0006473071112633	True	False	-0.0006473071112633	-0.02024953495	0.0051682272983	0.4240687679083094
spleen	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	0.0269451814083333	0.002367816545691	-0.0005471751323611	True	False	0.002367816545691	-0.0005471751323611	0.0269451814083333	0.6303724928366762
spleen	R-MMU-9769740_COAGULATION_PATHWAY	-0.0549049272608333	-0.0868761467262778	0.0211473698880555	True	False	-0.0549049272608333	-0.0868761467262778	0.0211473698880555	0.7851002865329513
spleen	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	0.0319076422777779	0.0380091725833334	-0.0419428939777776	True	False	0.0319076422777779	-0.0419428939777776	0.0380091725833334	0.667621776504298
spleen	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	-0.0185502751624999	-0.0092587458445555	-0.0009175012311682	True	True	-0.0092587458445555	-0.0185502751624999	-0.0009175012311682	0.5902578796561605
spleen	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.0849702467188889	0.0046283810277777	0.09415119492	True	True	0.0849702467188889	0.0046283810277777	0.09415119492	0.8911174785100286
spleen	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.0488425882	0.0751589605468555	0.0683391812333333	True	True	0.0683391812333333	0.0488425882	0.0751589605468555	0.7421203438395415
spleen	R-MMU-983189_KINESINS	0.0739974087813888	0.0004873577223805	-0.0014195058786346	True	False	0.0004873577223805	-0.0014195058786346	0.0739974087813888	0.8481375358166189
spleen	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.153560513832	-0.0016339858138889	0.0763806467111111	True	False	0.0763806467111111	-0.0016339858138889	0.153560513832	0.98567335243553
spleen	R-MMU-9833482_PKR_MEDIATED_SIGNALING	0.0004250142438822	-0.0005871808873888	-0.0002143928178611	True	False	-0.0002143928178611	-0.0005871808873888	0.0004250142438822	0.0687679083094555
spleen	R-MMU-983695_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	-0.0710653855016666	-0.0178843133681111	-0.0724884117190556	True	True	-0.0710653855016666	-0.0724884117190556	-0.0178843133681111	0.836676217765043
spleen	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.1443432780944444	0.0042848045914444	-0.0592152586353332	True	False	0.0042848045914444	-0.0592152586353332	0.1443432780944444	0.9770773638968482
spleen	R-MMU-983712_ION_CHANNEL_TRANSPORT	-0.066931616138889	-0.0503355405	-0.0701307445555555	True	True	-0.066931616138889	-0.0701307445555555	-0.0503355405	0.828080229226361
spleen	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	0.0089666749647333	-0.0012798658072444	0.0005543591075999	True	False	0.0005543591075999	-0.0012798658072444	0.0089666749647333	0.495702005730659
spleen	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.0008344094720988	0.0573702160541666	-0.0012234397397889	True	False	0.0008344094720988	-0.0012234397397889	0.0573702160541666	0.160458452722063
spleen	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	-0.0041301277852544	0.0029119957160722	0.0010415227095277	True	False	0.0010415227095277	-0.0041301277852544	0.0029119957160722	0.3982808022922636
spleen	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	-0.0029627983515999	0.0082601240719166	0.0007752897145555	True	False	0.0007752897145555	-0.0029627983515999	0.0082601240719166	0.3495702005730659
spleen	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	-0.0010969744707	0.0029803025356555	0.0096429417134722	True	False	0.0029803025356555	-0.0010969744707	0.0096429417134722	0.2034383954154728
spleen	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	0.0118758387249999	-0.0014273493706499	0.0004599922155638	True	False	0.0004599922155638	-0.0014273493706499	0.0118758387249999	0.5386819484240688
spleen	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	-0.0542761770361111	0.0575929418444444	-0.0001038843691666	True	False	-0.0001038843691666	-0.0542761770361111	0.0575929418444444	0.7822349570200573
spleen	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	-0.0049652103880777	-0.0031814462008333	-0.0001236854079722	True	True	-0.0031814462008333	-0.0049652103880777	-0.0001236854079722	0.4154727793696275
spleen	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	-1.3093545054160063e-05	-0.0008471350463249	-0.0001641141369894	True	True	-0.0001641141369894	-0.0008471350463249	-1.3093545054160063e-05	0.0028653295128939
spleen	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	-0.0156096855638888	0.0206602841405555	-0.0266513242069444	True	False	-0.0156096855638888	-0.0266513242069444	0.0206602841405555	0.5644699140401146
spleen	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.0503801330206666	0.0019435664311666	-0.0017175746129222	True	False	0.0019435664311666	-0.0017175746129222	0.0503801330206666	0.7593123209169055
spleen	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.0007414155056611	0.0066787011666666	0.0002472543791833	True	True	0.0007414155056611	0.0002472543791833	0.0066787011666666	0.1375358166189111
spleen	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	0.0079452620402221	0.0031576971521555	0.000651766057618	True	True	0.0031576971521555	0.000651766057618	0.0079452620402221	0.4813753581661891
spleen	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	5.112001554998009e-05	-0.0024981091693055	0.0004178735716499	True	False	5.112001554998009e-05	-0.0024981091693055	0.0004178735716499	0.0085959885386819
spleen	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	-0.004466745945611	0.001239471429961	-0.0021254644417599	True	False	-0.0021254644417599	-0.004466745945611	0.001239471429961	0.4040114613180516
spleen	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	0.0992213248013888	0.0005011211748333	0.0706357893355555	True	True	0.0706357893355555	0.0005011211748333	0.0992213248013888	0.9197707736389684
spleen	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	0.0319236007777777	-0.0197772531105555	-0.0027387290695777	True	False	-0.0027387290695777	-0.0197772531105555	0.0319236007777777	0.670487106017192
