tissue	term	display_term	decision	manual_category	seed	pathway_effect	pathway_genes_in_hvg_model	member_gene_same_direction_fraction	median_member_gene_log2cpm_effect	decoder_direction_match_fraction	decoder_abs_weight_direction_match_fraction	decoder_gene_effect_spearman	top_decoder_concordant_member_genes
spleen	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Signaling By The B Cell Receptor Bcr	exclude	seed_inconsistent	2020	0.1443432780944444	99	0.5959595959595959	0.04003666078661663	0.7171717171717171	0.7463752541216659	0.33677179962894244	Cd79a (raw -0.06, weight -0.25); Iglc2 (raw -0.16, weight -0.23); Iglc1 (raw -0.05, weight -0.23); Cd19 (raw -0.04, weight -0.18); Blnk (raw -0.07, weight -0.18); Cd79b (raw -0.11, weight -0.17); Cd22 (raw -0.01, weight -0.15); Ighv1-26 (raw +0.12, weight +0.15)
spleen	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	Signaling By Rho Gtpases Miro Gtpases And Rhobtb3	exclude	project_sensitive	2020	0.1426459586240554	186	0.7150537634408602	0.07454441672206985	0.6290322580645161	0.7102363087578969	0.2735123945750132	Arhgdig (raw +0.32, weight +0.66); Tfrc (raw +0.25, weight +0.61); Ect2 (raw +0.15, weight +0.61); Prc1 (raw +0.27, weight +0.57); Anln (raw +0.10, weight +0.57); Depdc1b (raw +0.25, weight +0.57); Diaph3 (raw +0.03, weight +0.57); Kif14 (raw +0.37, weight +0.55)
spleen	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Fc Epsilon Receptor Fceri Signaling	exclude	seed_inconsistent	2020	0.1007008299397222	97	0.6288659793814433	0.050877044413842575	0.6185567010309279	0.6513538576969619	0.21740216705238793	Lat2 (raw -0.12, weight -0.43); Fcer1g (raw -0.09, weight -0.33); Txk (raw -0.04, weight -0.29); Fcer1a (raw -0.25, weight -0.28); Ighv1-47 (raw +0.04, weight +0.22); Ppp3ca (raw -0.07, weight -0.18); Ighv3-1 (raw +0.36, weight +0.13); Ighv1-54 (raw +0.12, weight +0.13)
spleen	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	Gpcr Downstream Signalling	exclude	broad_redundant	2020	-0.1003202410277779	158	0.4240506329113924	0.024323130349722798	0.6139240506329114	0.6605643415515586	0.2561781309756161	Ccl1 (raw -0.28, weight +0.65); Ccr8 (raw -0.01, weight +0.64); Adora2b (raw -0.28, weight +0.55); Penk (raw -0.15, weight +0.52); Ltb4r1 (raw -0.27, weight +0.51); Cysltr1 (raw -0.04, weight +0.45); Rgs16 (raw -0.07, weight +0.38); Hc (raw -0.23, weight +0.35)
spleen	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	Peptide Hormone Metabolism	exclude	project_sensitive	2020	-0.1319275511111111	14	0.7857142857142857	-0.06445891088633848	0.5714285714285714	0.5850220145812612	0.17362637362637365	Ace (raw -0.27, weight +0.67); Cma1 (raw -0.08, weight +0.55); Cpb1 (raw -0.72, weight +0.35); Cpa3 (raw -0.12, weight +0.32); Ctsg (raw -0.68, weight +0.13); Ctsd (raw -0.05, weight +0.12); Ffar1 (raw -0.02, weight +0.02); Inhba (raw -0.06, weight +0.00)
spleen	R-MMU-2990846_SUMOYLATION	Sumoylation	exclude	project_sensitive	2020	0.1324646825152778	35	0.7142857142857143	0.09712196092522944	0.6571428571428571	0.7108652359250024	0.28207282913165266	Top2a (raw +0.18, weight +0.68); Dnmt1 (raw +0.15, weight +0.27); Nr3c2 (raw -0.07, weight -0.14); Hdac7 (raw +0.11, weight +0.09); Rara (raw -0.01, weight -0.08); Cbx4 (raw +0.08, weight +0.08); Satb1 (raw -0.07, weight -0.08); Brca1 (raw +0.26, weight +0.08)
spleen	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	Retinoid Metabolism And Transport	exclude	seed_inconsistent	2020	0.0995570028459999	14	0.6428571428571429	0.14445034331738915	0.6428571428571429	0.7634900817734408	0.4945054945054946	Lrp1 (raw +0.29, weight +0.57); Sdc3 (raw +0.08, weight +0.39); Pnlip (raw -0.67, weight -0.31); Sdc1 (raw +0.19, weight +0.27); Agrn (raw +0.35, weight +0.23); Gpc1 (raw +0.31, weight +0.17); Gpc4 (raw +0.43, weight +0.17); Lpl (raw +0.15, weight +0.14)
spleen	R-MMU-6791226_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	Major Pathway Of Rrna Processing In The Nucleolus And Cytosol	exclude	seed_inconsistent	2020	-0.0913403390638888	14	0.8571428571428571	-0.12544569407303863	0.8571428571428571	0.9044873971855867	0.0945054945054945	Exosc6 (raw -0.35, weight +0.84); Rps27l (raw -0.09, weight +0.39); Rpl35 (raw -0.12, weight +0.33); Rpl22l1 (raw -0.10, weight +0.30); Gm2000 (raw -0.14, weight +0.29); Nop58 (raw -0.04, weight +0.28); Rps27rt (raw -0.20, weight +0.26); Rps21 (raw -0.16, weight +0.26)
spleen	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	G Alpha S Signalling Events	exclude	broad_redundant	2020	-0.0995508468088888	30	0.3333333333333333	0.04386816175600879	0.43333333333333335	0.6381653058596605	0.058954393770856504	Gpr83 (raw -0.07, weight +0.62); Ramp3 (raw -0.10, weight +0.49); Vipr1 (raw -0.16, weight +0.48); Ramp1 (raw -0.02, weight +0.45); Glp1r (raw +0.32, weight -0.17); Adm (raw -0.01, weight +0.11); Itgb1 (raw +0.04, weight -0.11); Gng2 (raw +0.01, weight -0.07)
spleen	R-MMU-372790_SIGNALING_BY_GPCR	Signaling By Gpcr	exclude	seed_inconsistent	2020	0.1029838775083333	170	0.5647058823529412	0.01875917782203116	0.6294117647058823	0.6104101314609137	0.17483405694884618	Rgs13 (raw -0.57, weight -0.79); F2r (raw +0.28, weight +0.69); Prkch (raw +0.05, weight +0.64); Htr7 (raw -0.36, weight -0.51); Ccr1 (raw -0.19, weight -0.51); Ffar2 (raw -0.04, weight -0.49); Ccl22 (raw -0.42, weight -0.48); Ffar1 (raw -0.02, weight -0.47)
spleen	R-MMU-68886_M_PHASE	M Phase	exclude	small_after_multiseed	2020	-0.089522210525	111	0.2072072072072072	0.11725839944484306	0.5495495495495496	0.5524766940588913	0.16176728676728677	Rps27rt (raw -0.20, weight +0.41); Kntc1 (raw +0.11, weight -0.28); Ran (raw -0.03, weight +0.28); Tubb2b (raw -0.35, weight +0.24); Bub1b (raw +0.21, weight -0.19); Tubb2a (raw -0.05, weight +0.19); Espl1 (raw +0.24, weight -0.19); Ncapd2 (raw +0.26, weight -0.19)
spleen	R-MMU-9709957_SENSORY_PERCEPTION	Sensory Perception	exclude	tissue_incongruent	2020	-0.1756771736194443	20	0.4	0.1006021170117564	0.6	0.6877779882516714	0.613533834586466	Cnga1 (raw -0.10, weight +0.72); Scnn1a (raw -0.11, weight +0.59); Dhrs9 (raw -0.06, weight +0.48); Akr1c18 (raw -0.03, weight +0.38); Pnlip (raw -0.67, weight +0.36); Apoc2 (raw -0.11, weight +0.34); Dhrs3 (raw +0.12, weight -0.21); Plb1 (raw +0.17, weight -0.15)
spleen	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	Peptide Ligand Binding Receptors	exclude	weak_support	2020	0.0974723963333333	52	0.46153846153846156	-0.012016191888723944	0.6153846153846154	0.6724057156831307	0.3670280884487322	Kel (raw +0.28, weight +0.60); Ccl3 (raw -0.32, weight -0.58); Ccl4 (raw -0.12, weight -0.42); Cxcl12 (raw +0.25, weight +0.38); Ccl22 (raw -0.42, weight -0.37); Edn3 (raw +0.42, weight +0.32); Hebp1 (raw +0.07, weight +0.29); Ccl9 (raw -0.10, weight -0.28)
spleen	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	Ion Transport By P Type Atpases	exclude	small_after_multiseed	2020	-0.0962609090491666	17	0.17647058823529413	0.1257203185067933	0.4117647058823529	0.4306728577465549	0.17647058823529413	Atp1a3 (raw -0.10, weight +0.28); Atp2b4 (raw +0.48, weight -0.19); Atp7b (raw +0.31, weight -0.18); Atp10a (raw +0.19, weight -0.12); Atp11a (raw +0.20, weight -0.06); Atp2b1 (raw +0.04, weight -0.06); Atp1b2 (raw +0.42, weight -0.02)
spleen	R-MMU-9013408_RHOG_GTPASE_CYCLE	Rhog Gtpase Cycle	exclude	small_after_multiseed	2020	-0.0976338930333333	22	0.13636363636363635	0.14074160888277082	0.45454545454545453	0.6824812047639272	0.27159796725014124	Hspe1-rs1 (raw -0.15, weight +0.60); Mcam (raw +0.23, weight -0.31); Hspe1 (raw -0.18, weight +0.29); Prex1 (raw +0.12, weight -0.11); Vav2 (raw +0.14, weight -0.10); Depdc1b (raw +0.25, weight -0.08); Dock1 (raw +0.30, weight -0.08); Plekhg3 (raw +0.15, weight -0.07)
spleen	R-MMU-9748784_DRUG_ADME	Drug Adme	exclude	weak_support	2020	-0.1007159590691666	24	0.25	0.15027436956655862	0.4583333333333333	0.39602078889837194	0.047826086956521734	Ugt1a7c (raw -0.08, weight +0.36); Slc16a1 (raw +0.25, weight -0.34); Hsd11b1 (raw -0.11, weight +0.34); Slc29a1 (raw +0.18, weight -0.29); Abcc5 (raw +0.16, weight -0.08); Slc28a2 (raw -0.05, weight +0.07); Nme1 (raw -0.10, weight +0.04); Gstt1 (raw +0.09, weight -0.03)
spleen	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	C Type Lectin Receptors Clrs	main_candidate	coherent_complementary	2020	-0.1048334360044444	21	0.6190476190476191	-0.02500813050990125	0.5238095238095238	0.7629835813368939	0.29480519480519485	Clec4e (raw -0.36, weight +0.67); Clec4d (raw -0.34, weight +0.49); Il1b (raw -0.08, weight +0.39); Cd209a (raw -0.08, weight +0.36); Fcer1g (raw -0.09, weight +0.29); Clec4n (raw -0.07, weight +0.18); Malt1 (raw -0.02, weight +0.08); Map3k14 (raw -0.05, weight +0.06)
spleen	R-MMU-202403_TCR_SIGNALING	Tcr Signaling	main_candidate	coherent_aligned	2020	-0.2566870298888887	29	0.6206896551724138	-0.015600878546339913	0.7586206896551724	0.6869577860369928	0.11034482758620688	Trbv16 (raw -0.01, weight +0.33); Cd4 (raw -0.00, weight +0.32); Trat1 (raw -0.18, weight +0.27); Cd247 (raw -0.08, weight +0.25); Cd101 (raw -0.09, weight +0.25); Cd3e (raw -0.00, weight +0.24); Trac (raw -0.17, weight +0.23); Trbc1 (raw -0.20, weight +0.23)
spleen	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	Neutrophil Degranulation	main_candidate	coherent_complementary	2020	-0.2628305464944446	183	0.6284153005464481	-0.05555108525464654	0.6939890710382514	0.7822225698160798	0.5193423824927745	Lyz2 (raw -0.19, weight +0.59); S100a8 (raw -0.74, weight +0.58); S100a9 (raw -0.69, weight +0.57); Camp (raw -0.78, weight +0.55); Ltf (raw -0.81, weight +0.55); Cd177 (raw -0.64, weight +0.54); Hp (raw -0.32, weight +0.51); Elane (raw -0.80, weight +0.50)
spleen	R-MMU-1474290_COLLAGEN_FORMATION	Collagen Formation	supporting	small_after_multiseed	2020	0.1157217962777777	21	0.7619047619047619	0.15625527370981515	0.6190476190476191	0.6106460624559988	0.2571428571428571	Plod2 (raw +0.19, weight +0.30); Col1a2 (raw +0.16, weight +0.24); Col4a1 (raw +0.22, weight +0.17); Col4a2 (raw +0.28, weight +0.16); Col5a2 (raw +0.32, weight +0.16); Col16a1 (raw +0.10, weight +0.14); Col6a3 (raw +0.21, weight +0.14); Col12a1 (raw +0.36, weight +0.09)
spleen	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	Slc Mediated Transport Of Amino Acids	supporting	plausible_complementary	2020	0.0992213248013888	13	0.8461538461538461	0.18059133079476536	0.6923076923076923	0.8012785002110347	0.7087912087912087	Slc6a19 (raw -0.23, weight -0.58); Slc1a4 (raw +0.36, weight +0.57); Slc7a3 (raw +0.30, weight +0.56); Slc7a1 (raw +0.23, weight +0.42); Slc7a5 (raw +0.40, weight +0.39); Slc38a5 (raw -0.07, weight -0.21); Slc16a10 (raw +0.18, weight +0.18); Slc43a1 (raw +0.64, weight +0.14)
spleen	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	Post Translational Modification Synthesis Of Gpi Anchored Proteins	supporting	plausible_complementary	2020	-0.1333267010416666	20	0.75	-0.05924981635494149	0.6	0.7406404712575382	0.28421052631578947	Ly6d (raw -0.17, weight +0.51); Ly6k (raw -0.15, weight +0.41); Plaur (raw -0.05, weight +0.39); Ceacam2 (raw -0.07, weight +0.38); Cpm (raw -0.11, weight +0.37); Lypd6b (raw -0.07, weight +0.35); Pgap1 (raw -0.03, weight +0.30); Gpld1 (raw +0.07, weight -0.26)
spleen	R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	Intra Golgi And Retrograde Golgi To Er Traffic	supporting	plausible_context	2020	0.090309811491	33	0.7272727272727273	0.10220043288245204	0.5151515151515151	0.763071802413325	0.15073529411764705	Pafah1b3 (raw -0.09, weight -0.45); Rab30 (raw -0.03, weight -0.35); Cyth3 (raw +0.21, weight +0.31); Kif21b (raw +0.10, weight +0.28); Kif1b (raw +0.12, weight +0.24); Rab43 (raw +0.21, weight +0.20); Kifc1 (raw +0.30, weight +0.18); Igf2r (raw +0.10, weight +0.15)
spleen	R-MMU-556833_METABOLISM_OF_LIPIDS	Metabolism Of Lipids	supporting	plausible_complementary	2020	-0.10819356075	108	0.4444444444444444	0.027396729804602237	0.4722222222222222	0.44960093142412755	0.051301837720426416	Plbd1 (raw -0.08, weight +0.79); Lpcat2 (raw -0.07, weight +0.66); Alox5ap (raw -0.31, weight +0.55); Ptgis (raw -0.10, weight +0.51); Bmx (raw -0.22, weight +0.48); Ptpn13 (raw +0.26, weight -0.48); Pla2g2d (raw -0.05, weight +0.39); Ptgs1 (raw -0.06, weight +0.39)
spleen	R-MMU-9020702_INTERLEUKIN_1_SIGNALING	Interleukin 1 Signaling	supporting	context_sensitive	2020	-0.1127155901488888	17	0.4117647058823529	0.015076762709204595	0.5294117647058824	0.6824901303942691	0.46813725490196084	Il1r2 (raw -0.08, weight +0.65); Il1rn (raw -0.24, weight +0.65); Il1b (raw -0.08, weight +0.43); Peli1 (raw -0.01, weight +0.13); Map3k8 (raw -0.00, weight +0.10); Irak3 (raw -0.03, weight +0.09); Il1r1 (raw +0.20, weight -0.08); Tifa (raw +0.08, weight -0.07)
spleen	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	Platelet Activation Signaling And Aggregation	supporting	plausible_context	2020	-0.1246180497499999	81	0.35802469135802467	0.03672303518864979	0.6049382716049383	0.6229104491686654	0.45889792231255644	Vegfa (raw +0.32, weight -0.55); F13a1 (raw -0.06, weight +0.36); Mmrn1 (raw -0.16, weight +0.34); Gp9 (raw -0.24, weight +0.26); Rapgef3 (raw +0.31, weight -0.25); Gng11 (raw -0.08, weight +0.24); Plcg2 (raw +0.02, weight -0.23); Pf4 (raw -0.08, weight +0.22)
spleen	R-MMU-5669034_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	Tnfs Bind Their Physiological Receptors	supporting	seed_inconsistent	2020	-0.127002725086111	15	0.7333333333333333	-0.05751843178177687	0.8	0.789257562069108	0.2071428571428571	Lta (raw -0.21, weight +0.38); Tnfrsf18 (raw -0.09, weight +0.32); Cd27 (raw -0.00, weight +0.29); Tnfrsf4 (raw -0.14, weight +0.29); Tnfrsf13b (raw -0.03, weight +0.23); Tnfsf11 (raw -0.06, weight +0.17); Tnfrsf1b (raw +0.03, weight -0.15); Tnfrsf8 (raw -0.08, weight +0.13)
spleen	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	Mhc Class Ii Antigen Presentation	supporting	context_sensitive	2020	-0.1472351592358611	39	0.5128205128205128	-0.015449819608018523	0.8205128205128205	0.924232562108517	0.684008097165992	H2-Eb2 (raw -0.03, weight +0.55); H2-Oa (raw -0.13, weight +0.49); H2-Ob (raw -0.15, weight +0.37); H2-DMb1 (raw -0.14, weight +0.34); Ctse (raw +0.14, weight -0.30); H2-DMa (raw -0.13, weight +0.29); H2-Aa (raw -0.19, weight +0.25); Ctsh (raw -0.11, weight +0.24)
spleen	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	Regulation Of T Cell Activation By Cd28 Family	supporting	method_discordant	2020	-0.1534371808055554	79	0.4430379746835443	0.03672303518864979	0.620253164556962	0.7602328901285489	0.2755111976630964	Icos (raw -0.16, weight +0.48); Cd28 (raw -0.12, weight +0.43); Pdcd1 (raw -0.01, weight +0.34); Cd4 (raw -0.00, weight +0.26); Trbv16 (raw -0.01, weight +0.25); Ctla4 (raw -0.22, weight +0.24); Trib3 (raw +0.17, weight -0.22); Trac (raw -0.17, weight +0.18)
spleen	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Immunoregulatory Interactions Between A Lymphoid And A Non Lymphoid Cell	supporting	method_discordant	2020	-0.2121549781027777	130	0.49230769230769234	0.00600552107413721	0.6692307692307692	0.769913497807887	0.3876688197298884	Cd8b1 (raw -0.06, weight +0.71); Cd8a (raw -0.09, weight +0.69); Ifitm6 (raw -0.18, weight +0.51); Ifitm1 (raw -0.04, weight +0.50); Cd226 (raw -0.11, weight +0.45); Treml4 (raw -0.07, weight +0.44); Pilra (raw -0.13, weight +0.38); Hcst (raw -0.06, weight +0.37)
spleen	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	Factors Involved In Megakaryocyte Development And Platelet Production	supporting	seed_inconsistent	2020	0.153560513832	53	0.8490566037735849	0.09898054972563149	0.660377358490566	0.7958234207659068	0.42872117400419285	Cbx5 (raw +0.17, weight +0.51); Akap1 (raw +0.32, weight +0.49); Zfpm1 (raw +0.35, weight +0.39); Kif11 (raw +0.33, weight +0.32); Kif20b (raw +0.11, weight +0.28); Kif4 (raw +0.27, weight +0.27); Kifc1 (raw +0.30, weight +0.27); Kif15 (raw +0.08, weight +0.27)
spleen	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	Plasma Lipoprotein Assembly Remodeling And Clearance	supporting	plausible_context	2020	-0.0997815958559888	17	0.4117647058823529	0.0022668369941667875	0.47058823529411764	0.5628392084806381	0.22794117647058826	Lipc (raw -0.16, weight +0.83); Apoc2 (raw -0.11, weight +0.60); Vldlr (raw +0.30, weight -0.55); Furin (raw +0.11, weight -0.11); Ldlrap1 (raw +0.18, weight -0.07); Abcg1 (raw -0.01, weight +0.05); Lpl (raw +0.15, weight -0.04); Ldlr (raw -0.11, weight +0.03)
spleen	R-MMU-422475_AXON_GUIDANCE	Axon Guidance	exclude	tissue_incongruent	2021	0.2286619581163888	73	0.726027397260274	0.13352521140501034	0.684931506849315	0.7444496617336784	0.5486548192027645	Vldlr (raw +0.30, weight +0.54); Slit3 (raw +0.48, weight +0.45); Reln (raw +0.55, weight +0.42); Ntn4 (raw +0.33, weight +0.37); Sptb (raw +0.35, weight +0.37); Grb10 (raw +0.40, weight +0.37); Spta1 (raw +0.21, weight +0.36); Col5a3 (raw +0.33, weight +0.27)
spleen	R-MMU-2172127_DAP12_INTERACTIONS	Dap12 Interactions	exclude	small_after_multiseed	2021	-0.0028626958496222	20	0.55	-0.02212679287493948	0.45	0.36798623209022213	-0.2601503759398496	Klrk1 (raw -0.05, weight +0.00); Grap2 (raw +0.01, weight -0.00); Cd300e (raw -0.35, weight +0.00); Fyn (raw +0.04, weight -0.00); Cd300lb (raw -0.06, weight +0.00); Klrc1 (raw -0.13, weight +0.00); Vav2 (raw +0.14, weight -0.00); Klrc2 (raw -0.02, weight +0.00)
spleen	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	Class A 1 Rhodopsin Like Receptors	exclude	tissue_incongruent	2021	-0.0797778441333331	88	0.5568181818181818	-0.022737052863884964	0.5454545454545454	0.5946464199907009	0.23509210665351699	Ackr2 (raw +0.15, weight -0.64); Ccl5 (raw -0.21, weight +0.49); Cxcr6 (raw -0.13, weight +0.47); Ackr3 (raw +0.11, weight -0.47); Ccl3 (raw -0.32, weight +0.45); Ccr5 (raw -0.12, weight +0.44); Ccr6 (raw +0.11, weight -0.43); S1pr5 (raw -0.32, weight +0.40)
spleen	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Signaling By The B Cell Receptor Bcr	exclude	seed_inconsistent	2021	0.0042848045914444	99	0.5959595959595959	0.04003666078661663	0.5959595959595959	0.4275759483159348	-0.28836116264687695	Igkv2-109 (raw +0.19, weight +0.12); Ighv11-2 (raw +0.07, weight +0.11); Igkv13-85 (raw +0.03, weight +0.10); Ighv1-71 (raw +0.33, weight +0.10); Ighv1-61 (raw +0.03, weight +0.10); Igkv17-121 (raw +0.17, weight +0.10); Igkv1-133 (raw +0.08, weight +0.09); Pik3ap1 (raw +0.01, weight +0.08)
spleen	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	Signaling By Rho Gtpases Miro Gtpases And Rhobtb3	exclude	project_sensitive	2021	0.1350226075055555	186	0.7150537634408602	0.07454441672206985	0.6021505376344086	0.6501282462172616	0.18883485866408067	Arhgdig (raw +0.32, weight +0.56); Tfrc (raw +0.25, weight +0.47); Diaph3 (raw +0.03, weight +0.38); Kif14 (raw +0.37, weight +0.37); Anln (raw +0.10, weight +0.32); Cpd (raw +0.15, weight +0.32); Ect2 (raw +0.15, weight +0.32); Prc1 (raw +0.27, weight +0.31)
spleen	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Fc Epsilon Receptor Fceri Signaling	exclude	seed_inconsistent	2021	-0.04851977924	97	0.3711340206185567	0.050877044413842575	0.38144329896907214	0.3344805853937134	-0.2901588470439722	Ighv1-82 (raw -0.01, weight +0.58); Ighv1-52 (raw -0.10, weight +0.55); Ighv1-19 (raw -0.30, weight +0.52); Ighv14-2 (raw -0.06, weight +0.52); Ighv5-16 (raw -0.23, weight +0.52); Ighv1-36 (raw -0.19, weight +0.50); Ighv14-1 (raw -0.07, weight +0.49); Igkv12-98 (raw -0.24, weight +0.47)
spleen	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	Gpcr Downstream Signalling	exclude	broad_redundant	2021	-0.1575141726305554	158	0.4240506329113924	0.024323130349722798	0.6075949367088608	0.6077771045887038	0.25474816652696625	Rgs13 (raw -0.57, weight +0.81); S1pr5 (raw -0.32, weight +0.44); Qrfp (raw -0.15, weight +0.41); Cxcr5 (raw -0.01, weight +0.38); Ffar1 (raw -0.02, weight +0.37); Rgs18 (raw -0.08, weight +0.34); Ffar2 (raw -0.04, weight +0.34); Htr7 (raw -0.36, weight +0.31)
spleen	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	Peptide Hormone Metabolism	exclude	project_sensitive	2021	-0.1896341153611109	14	0.7857142857142857	-0.06445891088633848	0.6428571428571429	0.589619891252243	0.16483516483516483	Ace (raw -0.27, weight +0.51); Cma1 (raw -0.08, weight +0.40); Cpb1 (raw -0.72, weight +0.27); Cpa3 (raw -0.12, weight +0.27); Ctsg (raw -0.68, weight +0.10); Enpep (raw +0.41, weight -0.07); Ffar1 (raw -0.02, weight +0.06); Ctsd (raw -0.05, weight +0.05)
spleen	R-MMU-2990846_SUMOYLATION	Sumoylation	exclude	project_sensitive	2021	-0.0004349131640916	35	0.2857142857142857	0.09712196092522944	0.34285714285714286	0.36873409092872184	-0.280672268907563	Ar (raw +0.05, weight -0.00); Rara (raw -0.01, weight +0.00); Rora (raw +0.12, weight -0.00); Cdca8 (raw +0.10, weight -0.00); Top2a (raw +0.18, weight -0.00); Nfkbia (raw +0.03, weight -0.00); Nop58 (raw -0.04, weight +0.00); Aurkb (raw +0.18, weight -0.00)
spleen	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	Retinoid Metabolism And Transport	exclude	seed_inconsistent	2021	-0.0060640691455221	14	0.35714285714285715	0.14445034331738915	0.5714285714285714	0.4624777396866652	0.0857142857142857	Lrp1 (raw +0.29, weight -0.00); Apoc2 (raw -0.11, weight +0.00); Gpc4 (raw +0.43, weight -0.00); Sdc3 (raw +0.08, weight -0.00); Akr1c18 (raw -0.03, weight +0.00); Sdc1 (raw +0.19, weight -0.00); Lrp8 (raw -0.00, weight +0.00); Pnlip (raw -0.67, weight +0.00)
spleen	R-MMU-6791226_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	Major Pathway Of Rrna Processing In The Nucleolus And Cytosol	exclude	seed_inconsistent	2021	-0.0887329560055555	14	0.8571428571428571	-0.12544569407303863	0.8571428571428571	0.9065570672889545	0.01098901098901099	Exosc6 (raw -0.35, weight +0.62); Rps27l (raw -0.09, weight +0.27); Rpl22l1 (raw -0.10, weight +0.24); Nop58 (raw -0.04, weight +0.23); Gm2000 (raw -0.14, weight +0.23); Rpl35 (raw -0.12, weight +0.22); Rps27rt (raw -0.20, weight +0.21); Rps21 (raw -0.16, weight +0.20)
spleen	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	G Alpha S Signalling Events	exclude	broad_redundant	2021	-0.1191976858055556	30	0.3333333333333333	0.04386816175600879	0.43333333333333335	0.5379266038332884	0.30589543937708563	Ramp3 (raw -0.10, weight +0.56); Gpr83 (raw -0.07, weight +0.53); Htr7 (raw -0.36, weight +0.34); Ramp1 (raw -0.02, weight +0.33); Adora2b (raw -0.28, weight +0.30); Vipr1 (raw -0.16, weight +0.30); Gpr84 (raw -0.24, weight +0.16); Prkar2b (raw +0.22, weight -0.13)
spleen	R-MMU-372790_SIGNALING_BY_GPCR	Signaling By Gpcr	exclude	seed_inconsistent	2021	0.0308432289596666	170	0.5647058823529412	0.01875917782203116	0.5823529411764706	0.5993774052415413	0.14727193898425145	Ccl22 (raw -0.42, weight -0.51); Ccr1 (raw -0.19, weight -0.47); Edn3 (raw +0.42, weight +0.42); Tbxa2r (raw +0.05, weight +0.39); Ccr9 (raw +0.03, weight +0.38); Cxcr3 (raw +0.14, weight +0.38); Adora2b (raw -0.28, weight -0.37); Htr7 (raw -0.36, weight -0.35)
spleen	R-MMU-68886_M_PHASE	M Phase	exclude	small_after_multiseed	2021	-0.0240197227105555	111	0.2072072072072072	0.11725839944484306	0.2972972972972973	0.26590954767999053	-0.08261670761670763	Rps27rt (raw -0.20, weight +0.40); Spc24 (raw -0.04, weight +0.32); Rps27 (raw -0.15, weight +0.26); Ran (raw -0.03, weight +0.25); Rcc1 (raw +0.16, weight -0.24); Ncapd2 (raw +0.26, weight -0.22); Nuf2 (raw -0.00, weight +0.20); Kntc1 (raw +0.11, weight -0.17)
spleen	R-MMU-9709957_SENSORY_PERCEPTION	Sensory Perception	exclude	tissue_incongruent	2021	-0.1524725473066666	20	0.4	0.1006021170117564	0.6	0.6328444746039845	0.6210526315789473	Scnn1a (raw -0.11, weight +0.51); Cnga1 (raw -0.10, weight +0.51); Dhrs9 (raw -0.06, weight +0.47); Apoc2 (raw -0.11, weight +0.41); Akr1c18 (raw -0.03, weight +0.30); Pnlip (raw -0.67, weight +0.23); Dhrs3 (raw +0.12, weight -0.13); Gpc4 (raw +0.43, weight -0.12)
