tissue	term	heldout_project_direction_concordance	heldout_projects	heldout_top_decile_selection_fraction	heldout_selected_direction_concordance	heldout_selected_folds
spleen	R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	0.6	5	0.0	NA	NA
spleen	R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	0.0	5	0.0	NA	NA
spleen	R-MMU-418346_PLATELET_HOMEOSTASIS	0.6	5	0.0	NA	NA
spleen	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	0.8	5	0.6	0.6666666666666666	3.0
spleen	R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	0.2	5	0.0	NA	NA
spleen	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	0.4	5	0.0	NA	NA
spleen	R-MMU-421270_CELL_CELL_JUNCTION_ORGANIZATION	1.0	5	0.0	NA	NA
spleen	R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	0.4	5	0.0	NA	NA
spleen	R-MMU-422475_AXON_GUIDANCE	0.8	5	0.8	0.75	4.0
spleen	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.4	5	0.4	0.0	2.0
spleen	R-MMU-428157_SPHINGOLIPID_METABOLISM	1.0	5	0.2	1.0	1.0
spleen	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	0.4	5	0.0	NA	NA
spleen	R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.8	5	0.0	NA	NA
spleen	R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	0.2	5	0.0	NA	NA
spleen	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	1.0	5	0.0	NA	NA
spleen	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	0.2	5	0.0	NA	NA
spleen	R-MMU-451927_INTERLEUKIN_2_FAMILY_SIGNALING	0.8	5	0.0	NA	NA
spleen	R-MMU-453274_MITOTIC_G2_G2_M_PHASES	0.8	5	0.0	NA	NA
spleen	R-MMU-453276_REGULATION_OF_MITOTIC_CELL_CYCLE	0.6	5	0.0	NA	NA
spleen	R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.0	5	0.0	NA	NA
spleen	R-MMU-4839726_CHROMATIN_ORGANIZATION	0.4	5	0.0	NA	NA
spleen	R-MMU-500792_GPCR_LIGAND_BINDING	0.8	5	0.0	NA	NA
spleen	R-MMU-512988_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	0.4	5	0.0	NA	NA
spleen	R-MMU-5173105_O_LINKED_GLYCOSYLATION	0.8	5	0.0	NA	NA
spleen	R-MMU-5218859_REGULATED_NECROSIS	1.0	5	0.0	NA	NA
spleen	R-MMU-5357801_PROGRAMMED_CELL_DEATH	0.4	5	0.0	NA	NA
spleen	R-MMU-5358351_SIGNALING_BY_HEDGEHOG	0.2	5	0.0	NA	NA
spleen	R-MMU-5368287_MITOCHONDRIAL_TRANSLATION	0.0	5	0.0	NA	NA
spleen	R-MMU-556833_METABOLISM_OF_LIPIDS	1.0	5	0.8	1.0	4.0
spleen	R-MMU-5576891_CARDIAC_CONDUCTION	0.2	5	0.0	NA	NA
spleen	R-MMU-5578775_ION_HOMEOSTASIS	0.4	5	0.0	NA	NA
spleen	R-MMU-5617833_CILIUM_ASSEMBLY	0.2	5	0.0	NA	NA
spleen	R-MMU-5620912_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	0.4	5	0.0	NA	NA
spleen	R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	1.0	5	0.6	1.0	3.0
spleen	R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	0.2	5	0.0	NA	NA
spleen	R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	0.2	5	0.0	NA	NA
spleen	R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	0.2	5	0.0	NA	NA
spleen	R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	0.4	5	0.0	NA	NA
spleen	R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.6	5	0.0	NA	NA
spleen	R-MMU-5669034_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	1.0	5	1.0	1.0	5.0
spleen	R-MMU-5673001_RAF_MAP_KINASE_CASCADE	0.2	5	0.0	NA	NA
spleen	R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	0.2	5	0.0	NA	NA
spleen	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	0.6	5	0.0	NA	NA
spleen	R-MMU-5685942_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	0.6	5	0.0	NA	NA
spleen	R-MMU-5688426_DEUBIQUITINATION	0.6	5	0.0	NA	NA
spleen	R-MMU-5689603_UCH_PROTEINASES	0.2	5	0.0	NA	NA
spleen	R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	0.8	5	0.0	NA	NA
spleen	R-MMU-5689901_METALLOPROTEASE_DUBS	0.6	5	0.0	NA	NA
spleen	R-MMU-5690714_CD22_MEDIATED_BCR_REGULATION	0.2	5	0.0	NA	NA
spleen	R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	0.0	5	0.0	NA	NA
spleen	R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	0.2	5	0.4	0.0	2.0
spleen	R-MMU-5693565_RECRUITMENT_AND_ATM_MEDIATED_PHOSPHORYLATION_OF_REPAIR_AND_SIGNALING_PROTEINS_AT_DNA_DOUBLE_STRAND_BREAKS	1.0	5	0.0	NA	NA
spleen	R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	0.2	5	0.0	NA	NA
spleen	R-MMU-5693571_NONHOMOLOGOUS_END_JOINING_NHEJ	0.0	5	0.0	NA	NA
spleen	R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	0.0	5	0.0	NA	NA
spleen	R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.4	5	0.0	NA	NA
spleen	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.4	5	0.0	NA	NA
spleen	R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.8	5	0.0	NA	NA
spleen	R-MMU-6791226_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	0.6	5	0.4	0.5	2.0
spleen	R-MMU-6791312_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.4	5	0.0	NA	NA
spleen	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	1.0	5	1.0	1.0	5.0
spleen	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	0.4	5	0.2	0.0	1.0
spleen	R-MMU-6804756_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	0.2	5	0.0	NA	NA
spleen	R-MMU-6806667_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	0.6	5	0.0	NA	NA
spleen	R-MMU-6806834_SIGNALING_BY_MET	0.8	5	0.0	NA	NA
spleen	R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.6	5	0.0	NA	NA
spleen	R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	0.6	5	0.4	0.0	2.0
spleen	R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	0.8	5	0.0	NA	NA
spleen	R-MMU-68875_MITOTIC_PROPHASE	0.8	5	0.0	NA	NA
spleen	R-MMU-68877_MITOTIC_PROMETAPHASE	0.0	5	0.0	NA	NA
spleen	R-MMU-68882_MITOTIC_ANAPHASE	0.4	5	0.0	NA	NA
spleen	R-MMU-68886_M_PHASE	0.6	5	0.4	0.0	2.0
spleen	R-MMU-68962_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.8	5	0.0	NA	NA
spleen	R-MMU-69002_DNA_REPLICATION_PRE_INITIATION	0.2	5	0.0	NA	NA
spleen	R-MMU-69052_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	0.0	5	0.0	NA	NA
spleen	R-MMU-69206_G1_S_TRANSITION	0.4	5	0.0	NA	NA
spleen	R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.8	5	0.0	NA	NA
spleen	R-MMU-69236_G1_PHASE	1.0	5	0.0	NA	NA
spleen	R-MMU-69239_SYNTHESIS_OF_DNA	0.8	5	0.0	NA	NA
spleen	R-MMU-69242_S_PHASE	0.6	5	0.0	NA	NA
spleen	R-MMU-69273_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.6	5	0.0	NA	NA
spleen	R-MMU-69275_G2_M_TRANSITION	0.6	5	0.0	NA	NA
spleen	R-MMU-69278_CELL_CYCLE_MITOTIC	0.4	5	0.4	0.0	2.0
spleen	R-MMU-69306_DNA_REPLICATION	0.2	5	0.0	NA	NA
spleen	R-MMU-69473_G2_M_DNA_DAMAGE_CHECKPOINT	0.4	5	0.0	NA	NA
spleen	R-MMU-69481_G2_M_CHECKPOINTS	0.2	5	0.0	NA	NA
spleen	R-MMU-69618_MITOTIC_SPINDLE_CHECKPOINT	0.2	5	0.0	NA	NA
spleen	R-MMU-69620_CELL_CYCLE_CHECKPOINTS	0.4	5	0.0	NA	NA
spleen	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.6	5	0.0	NA	NA
spleen	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	0.4	5	0.0	NA	NA
spleen	R-MMU-72312_RRNA_PROCESSING	0.8	5	0.0	NA	NA
spleen	R-MMU-72766_TRANSLATION	0.6	5	0.0	NA	NA
spleen	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	0.4	5	0.0	NA	NA
spleen	R-MMU-73884_BASE_EXCISION_REPAIR	0.2	5	0.0	NA	NA
spleen	R-MMU-73886_CHROMOSOME_MAINTENANCE	0.2	5	0.0	NA	NA
spleen	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	1.0	5	0.0	NA	NA
spleen	R-MMU-73894_DNA_REPAIR	0.4	5	0.4	0.0	2.0
spleen	R-MMU-73927_DEPURINATION	0.6	5	0.0	NA	NA
spleen	R-MMU-73929_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.0	5	0.0	NA	NA
spleen	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	0.8	5	0.0	NA	NA
spleen	R-MMU-74752_SIGNALING_BY_INSULIN_RECEPTOR	0.8	5	0.0	NA	NA
spleen	R-MMU-75153_APOPTOTIC_EXECUTION_PHASE	0.2	5	0.0	NA	NA
spleen	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	1.0	5	0.8	1.0	4.0
spleen	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	0.2	5	0.0	NA	NA
spleen	R-MMU-774815_NUCLEOSOME_ASSEMBLY	0.8	5	0.0	NA	NA
spleen	R-MMU-8852135_PROTEIN_UBIQUITINATION	0.2	5	0.0	NA	NA
spleen	R-MMU-8852276_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	0.2	5	0.0	NA	NA
spleen	R-MMU-8854518_AURKA_ACTIVATION_BY_TPX2	0.4	5	0.0	NA	NA
spleen	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.4	5	0.0	NA	NA
spleen	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.8	5	0.0	NA	NA
spleen	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.2	5	0.0	NA	NA
spleen	R-MMU-8866654_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	0.8	5	0.0	NA	NA
spleen	R-MMU-8868773_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	0.8	5	0.0	NA	NA
spleen	R-MMU-8875878_MET_PROMOTES_CELL_MOTILITY	0.4	5	0.0	NA	NA
spleen	R-MMU-8876198_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	0.8	5	0.0	NA	NA
spleen	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.0	5	0.0	NA	NA
spleen	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	0.0	5	0.0	NA	NA
spleen	R-MMU-8939211_ESR_MEDIATED_SIGNALING	0.4	5	0.0	NA	NA
spleen	R-MMU-8951664_NEDDYLATION	0.8	5	0.0	NA	NA
spleen	R-MMU-8953854_METABOLISM_OF_RNA	0.4	5	0.0	NA	NA
spleen	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	0.8	5	0.0	NA	NA
spleen	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	0.6	5	0.4	0.0	2.0
spleen	R-MMU-8957322_METABOLISM_OF_STEROIDS	0.4	5	0.0	NA	NA
spleen	R-MMU-8978868_FATTY_ACID_METABOLISM	1.0	5	0.0	NA	NA
spleen	R-MMU-8980692_RHOA_GTPASE_CYCLE	0.6	5	0.4	0.0	2.0
spleen	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.4	5	0.0	NA	NA
spleen	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	1.0	5	0.0	NA	NA
spleen	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.8	5	0.0	NA	NA
spleen	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.6	5	0.0	NA	NA
spleen	R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	0.8	5	0.0	NA	NA
spleen	R-MMU-9012999_RHO_GTPASE_CYCLE	0.8	5	0.0	NA	NA
spleen	R-MMU-9013026_RHOB_GTPASE_CYCLE	0.4	5	0.0	NA	NA
spleen	R-MMU-9013106_RHOC_GTPASE_CYCLE	0.8	5	0.0	NA	NA
spleen	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.2	5	0.0	NA	NA
spleen	R-MMU-9013149_RAC1_GTPASE_CYCLE	0.6	5	0.0	NA	NA
spleen	R-MMU-9013404_RAC2_GTPASE_CYCLE	0.0	5	0.0	NA	NA
spleen	R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.6	5	0.0	NA	NA
spleen	R-MMU-9013408_RHOG_GTPASE_CYCLE	0.6	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-9013423_RAC3_GTPASE_CYCLE	0.6	5	0.0	NA	NA
spleen	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.8	5	0.0	NA	NA
spleen	R-MMU-9020702_INTERLEUKIN_1_SIGNALING	0.6	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-9035034_RHOF_GTPASE_CYCLE	1.0	5	0.0	NA	NA
spleen	R-MMU-913531_INTERFERON_SIGNALING	0.4	5	0.4	0.0	2.0
spleen	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.0	5	0.0	NA	NA
spleen	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.6	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	0.8	5	0.0	NA	NA
spleen	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1.0	5	0.0	NA	NA
spleen	R-MMU-9612973_AUTOPHAGY	0.8	5	0.0	NA	NA
spleen	R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	0.4	5	0.0	NA	NA
spleen	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.8	5	0.0	NA	NA
spleen	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.8	5	0.0	NA	NA
spleen	R-MMU-9696264_RND3_GTPASE_CYCLE	0.8	5	0.0	NA	NA
spleen	R-MMU-9696270_RND2_GTPASE_CYCLE	0.2	5	0.0	NA	NA
spleen	R-MMU-9696273_RND1_GTPASE_CYCLE	0.6	5	0.0	NA	NA
spleen	R-MMU-9709957_SENSORY_PERCEPTION	0.6	5	0.8	0.5	4.0
spleen	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.0	5	0.0	NA	NA
spleen	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.4	5	0.8	0.5	4.0
spleen	R-MMU-9748784_DRUG_ADME	0.4	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.4	5	0.0	NA	NA
spleen	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.8	5	0.0	NA	NA
spleen	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	0.6	5	0.4	0.5	2.0
spleen	R-MMU-975871_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.8	5	0.0	NA	NA
spleen	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.0	5	0.0	NA	NA
spleen	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.6	5	0.0	NA	NA
spleen	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	0.2	5	0.0	NA	NA
spleen	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.2	5	0.0	NA	NA
spleen	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.2	5	0.0	NA	NA
spleen	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	0.6	5	0.0	NA	NA
spleen	R-MMU-9769740_COAGULATION_PATHWAY	0.6	5	0.2	0.0	1.0
spleen	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	0.2	5	0.2	0.0	1.0
spleen	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.6	5	0.0	NA	NA
spleen	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.6	5	0.2	0.0	1.0
spleen	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.4	5	0.2	0.0	1.0
spleen	R-MMU-983189_KINESINS	0.4	5	0.6	0.0	3.0
spleen	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.4	5	0.8	0.25	4.0
spleen	R-MMU-9833482_PKR_MEDIATED_SIGNALING	0.2	5	0.0	NA	NA
spleen	R-MMU-983695_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.4	5	0.2	0.0	1.0
spleen	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	1.0	5	1.0	1.0	5.0
spleen	R-MMU-983712_ION_CHANNEL_TRANSPORT	0.6	5	0.0	NA	NA
spleen	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	0.6	5	0.0	NA	NA
spleen	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.2	5	0.0	NA	NA
spleen	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	0.8	5	0.0	NA	NA
spleen	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	0.4	5	0.0	NA	NA
spleen	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.2	5	0.0	NA	NA
spleen	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	0.2	5	0.2	0.0	1.0
spleen	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	1.0	5	0.0	NA	NA
spleen	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	0.8	5	0.0	NA	NA
spleen	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.0	5	0.0	NA	NA
spleen	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.4	5	0.0	NA	NA
spleen	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.2	5	0.0	NA	NA
spleen	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.8	5	0.0	NA	NA
spleen	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	0.4	5	0.0	NA	NA
spleen	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	0.0	5	0.0	NA	NA
spleen	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	0.6	5	0.0	NA	NA
spleen	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	1.0	5	0.6	1.0	3.0
spleen	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	0.8	5	0.0	NA	NA
