tissue	term	heldout_project_direction_concordance	heldout_projects	heldout_top_decile_selection_fraction	heldout_selected_direction_concordance	heldout_selected_folds
kidney	R-MMU-8957322_METABOLISM_OF_STEROIDS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-8963899_PLASMA_LIPOPROTEIN_REMODELING	0.5	6	0.0	NA	NA
kidney	R-MMU-8978868_FATTY_ACID_METABOLISM	0.6666666666666666	6	0.8333333333333334	0.6	5.0
kidney	R-MMU-8980692_RHOA_GTPASE_CYCLE	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9006927_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	1.0	6	0.1666666666666666	1.0	1.0
kidney	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.8333333333333334	6	0.1666666666666666	1.0	1.0
kidney	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9012999_RHO_GTPASE_CYCLE	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9013026_RHOB_GTPASE_CYCLE	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9013106_RHOC_GTPASE_CYCLE	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-9013148_CDC42_GTPASE_CYCLE	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9013149_RAC1_GTPASE_CYCLE	0.5	6	0.3333333333333333	0.0	2.0
kidney	R-MMU-9013404_RAC2_GTPASE_CYCLE	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9013406_RHOQ_GTPASE_CYCLE	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9013408_RHOG_GTPASE_CYCLE	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9013423_RAC3_GTPASE_CYCLE	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-9033241_PEROXISOMAL_PROTEIN_IMPORT	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-913531_INTERFERON_SIGNALING	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.6666666666666666	6	0.1666666666666666	0.0	1.0
kidney	R-MMU-917937_IRON_UPTAKE_AND_TRANSPORT	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-927802_NONSENSE_MEDIATED_DECAY_NMD	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	1.0	6	0.0	NA	NA
kidney	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-9609507_PROTEIN_LOCALIZATION	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9709957_SENSORY_PERCEPTION	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.8333333333333334	6	1.0	0.8333333333333334	6.0
kidney	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.5	6	0.0	NA	NA
kidney	R-MMU-9748784_DRUG_ADME	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9749641_ASPIRIN_ADME	0.5	6	0.0	NA	NA
kidney	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.5	6	0.0	NA	NA
kidney	R-MMU-9753281_PARACETAMOL_ADME	0.5	6	0.0	NA	NA
kidney	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-9757110_PREDNISONE_ADME	1.0	6	0.8333333333333334	1.0	5.0
kidney	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-975956_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	0.5	6	0.0	NA	NA
kidney	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.5	6	0.0	NA	NA
kidney	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	0.6666666666666666	6	0.8333333333333334	0.6	5.0
kidney	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	0.0	6	0.0	NA	NA
kidney	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-9769740_COAGULATION_PATHWAY	0.5	6	0.0	NA	NA
kidney	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.0	6	0.0	NA	NA
kidney	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-983189_KINESINS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.6666666666666666	6	0.1666666666666666	0.0	1.0
kidney	R-MMU-9833482_PKR_MEDIATED_SIGNALING	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-983712_ION_CHANNEL_TRANSPORT	0.6666666666666666	6	0.1666666666666666	0.0	1.0
kidney	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	0.0	6	0.0	NA	NA
kidney	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.5	6	0.0	NA	NA
kidney	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	1.0	6	0.0	NA	NA
kidney	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.1666666666666666	6	0.0	NA	NA
kidney	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.0	6	0.0	NA	NA
kidney	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	0.8333333333333334	6	0.0	NA	NA
kidney	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	0.5	6	0.0	NA	NA
kidney	R-MMU-9948299_RIBOSOME_ASSOCIATED_QUALITY_CONTROL	0.0	6	0.0	NA	NA
kidney	R-MMU-9954714_PELO_HBS1L_AND_ABCE1_DISSOCIATE_A_RIBOSOME_ON_A_NON_STOP_MRNA	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9958790_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	0.3333333333333333	6	0.0	NA	NA
kidney	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	0.6666666666666666	6	0.0	NA	NA
kidney	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	0.1666666666666666	6	0.0	NA	NA
spleen	R-MMU-109581_APOPTOSIS	0.4	5	0.0	NA	NA
spleen	R-MMU-109582_HEMOSTASIS	0.8	5	0.0	NA	NA
spleen	R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	0.6	5	0.0	NA	NA
spleen	R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	1.0	5	0.0	NA	NA
spleen	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.8	5	0.0	NA	NA
spleen	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.0	5	0.0	NA	NA
spleen	R-MMU-112316_NEURONAL_SYSTEM	0.6	5	0.0	NA	NA
spleen	R-MMU-114604_GPVI_MEDIATED_ACTIVATION_CASCADE	0.0	5	0.0	NA	NA
spleen	R-MMU-114608_PLATELET_DEGRANULATION	0.0	5	0.0	NA	NA
spleen	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	0.4	5	0.0	NA	NA
spleen	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	0.8	5	0.0	NA	NA
spleen	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	0.4	5	0.0	NA	NA
spleen	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.2	5	0.0	NA	NA
spleen	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	0.8	5	0.2	1.0	1.0
spleen	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	1.0	5	0.0	NA	NA
spleen	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	0.2	5	0.0	NA	NA
spleen	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.6	5	0.0	NA	NA
spleen	R-MMU-1430728_METABOLISM	0.4	5	0.2	0.0	1.0
spleen	R-MMU-1433557_SIGNALING_BY_SCF_KIT	0.8	5	0.0	NA	NA
spleen	R-MMU-1442490_COLLAGEN_DEGRADATION	1.0	5	0.0	NA	NA
spleen	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.2	5	0.0	NA	NA
spleen	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	0.4	5	0.2	0.0	1.0
spleen	R-MMU-1474290_COLLAGEN_FORMATION	0.8	5	0.6	0.6666666666666666	3.0
spleen	R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.4	5	0.0	NA	NA
spleen	R-MMU-1483255_PI_METABOLISM	0.6	5	0.0	NA	NA
spleen	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	1.0	5	0.0	NA	NA
spleen	R-MMU-1500931_CELL_CELL_COMMUNICATION	0.6	5	0.0	NA	NA
spleen	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.6	5	0.0	NA	NA
spleen	R-MMU-157579_TELOMERE_MAINTENANCE	0.2	5	0.4	0.0	2.0
spleen	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.2	5	0.0	NA	NA
spleen	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	0.6	5	0.0	NA	NA
spleen	R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.2	5	0.0	NA	NA
spleen	R-MMU-162582_SIGNAL_TRANSDUCTION	1.0	5	0.0	NA	NA
spleen	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	0.6	5	0.0	NA	NA
spleen	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.8	5	1.0	0.8	5.0
spleen	R-MMU-1632852_MACROAUTOPHAGY	0.6	5	0.0	NA	NA
spleen	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	0.8	5	0.0	NA	NA
spleen	R-MMU-1640170_CELL_CYCLE	0.4	5	0.6	0.0	3.0
spleen	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.6	5	0.0	NA	NA
spleen	R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.2	5	0.0	NA	NA
spleen	R-MMU-166058_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.2	5	0.0	NA	NA
spleen	R-MMU-1660662_GLYCOSPHINGOLIPID_METABOLISM	0.8	5	0.0	NA	NA
spleen	R-MMU-166166_MYD88_INDEPENDENT_TLR4_CASCADE	0.2	5	0.0	NA	NA
spleen	R-MMU-166520_SIGNALING_BY_NTRKS	0.6	5	0.0	NA	NA
spleen	R-MMU-166658_COMPLEMENT_CASCADE	0.4	5	0.0	NA	NA
spleen	R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	0.0	5	0.0	NA	NA
spleen	R-MMU-166786_CREATION_OF_C4_AND_C2_ACTIVATORS	0.2	5	0.0	NA	NA
spleen	R-MMU-168138_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	0.6	5	0.0	NA	NA
spleen	R-MMU-168142_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	0.2	5	0.0	NA	NA
spleen	R-MMU-168164_TOLL_LIKE_RECEPTOR_3_TLR3_CASCADE	0.2	5	0.0	NA	NA
spleen	R-MMU-168176_TOLL_LIKE_RECEPTOR_5_TLR5_CASCADE	0.8	5	0.0	NA	NA
spleen	R-MMU-168179_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	1.0	5	0.0	NA	NA
spleen	R-MMU-168181_TOLL_LIKE_RECEPTOR_7_8_TLR7_8_CASCADE	0.2	5	0.0	NA	NA
spleen	R-MMU-168188_TOLL_LIKE_RECEPTOR_TLR6_TLR2_CASCADE	0.6	5	0.0	NA	NA
spleen	R-MMU-168249_INNATE_IMMUNE_SYSTEM	0.6	5	0.0	NA	NA
spleen	R-MMU-168256_IMMUNE_SYSTEM	0.6	5	0.0	NA	NA
spleen	R-MMU-168643_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	1.0	5	0.0	NA	NA
spleen	R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	1.0	5	0.2	1.0	1.0
spleen	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.8	5	0.0	NA	NA
spleen	R-MMU-173623_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	0.4	5	0.0	NA	NA
spleen	R-MMU-174143_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.8	5	0.0	NA	NA
spleen	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.6	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-176187_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.8	5	0.0	NA	NA
spleen	R-MMU-180786_EXTENSION_OF_TELOMERES	0.6	5	0.0	NA	NA
spleen	R-MMU-181438_TOLL_LIKE_RECEPTOR_2_TLR2_CASCADE	0.4	5	0.0	NA	NA
spleen	R-MMU-1852241_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	1.0	5	0.0	NA	NA
spleen	R-MMU-186797_SIGNALING_BY_PDGF	0.2	5	0.0	NA	NA
spleen	R-MMU-190828_GAP_JUNCTION_TRAFFICKING	0.6	5	0.0	NA	NA
spleen	R-MMU-193648_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.2	5	0.0	NA	NA
spleen	R-MMU-193704_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.6	5	0.0	NA	NA
spleen	R-MMU-194138_SIGNALING_BY_VEGF	1.0	5	0.2	1.0	1.0
spleen	R-MMU-194315_SIGNALING_BY_RHO_GTPASES	1.0	5	0.2	1.0	1.0
spleen	R-MMU-195258_RHO_GTPASE_EFFECTORS	0.2	5	0.2	0.0	1.0
spleen	R-MMU-195721_SIGNALING_BY_WNT	0.2	5	0.0	NA	NA
spleen	R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	0.4	5	0.0	NA	NA
spleen	R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.2	5	0.4	0.0	2.0
spleen	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1.0	5	1.0	1.0	5.0
spleen	R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.4	5	0.0	NA	NA
spleen	R-MMU-199977_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	1.0	5	0.0	NA	NA
spleen	R-MMU-199991_MEMBRANE_TRAFFICKING	0.2	5	0.0	NA	NA
spleen	R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	0.6	5	0.0	NA	NA
spleen	R-MMU-202403_TCR_SIGNALING	1.0	5	1.0	1.0	5.0
spleen	R-MMU-202424_DOWNSTREAM_TCR_SIGNALING	0.4	5	0.0	NA	NA
spleen	R-MMU-202427_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.6	5	0.0	NA	NA
spleen	R-MMU-202430_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.6	5	0.0	NA	NA
spleen	R-MMU-202433_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.6	5	0.0	NA	NA
spleen	R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.0	5	0.0	NA	NA
spleen	R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.8	5	0.0	NA	NA
spleen	R-MMU-2029481_FCGR_ACTIVATION	0.2	5	0.2	0.0	1.0
spleen	R-MMU-2029482_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION	0.4	5	0.0	NA	NA
spleen	R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	0.2	5	0.0	NA	NA
spleen	R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1.0	5	0.0	NA	NA
spleen	R-MMU-211859_BIOLOGICAL_OXIDATIONS	0.6	5	0.0	NA	NA
spleen	R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.8	5	0.2	0.0	1.0
spleen	R-MMU-212165_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.4	5	0.0	NA	NA
spleen	R-MMU-212300_PRC2_METHYLATES_HISTONES_AND_DNA	0.2	5	0.0	NA	NA
spleen	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	0.6	5	0.0	NA	NA
spleen	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.6	5	1.0	0.6	5.0
spleen	R-MMU-2142753_ARACHIDONATE_METABOLISM	0.8	5	0.0	NA	NA
spleen	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.8	5	0.0	NA	NA
spleen	R-MMU-2168880_SCAVENGING_OF_HEME_FROM_PLASMA	0.4	5	0.0	NA	NA
spleen	R-MMU-2172127_DAP12_INTERACTIONS	1.0	5	0.8	1.0	4.0
spleen	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.2	5	0.2	0.0	1.0
spleen	R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	0.6	5	0.0	NA	NA
spleen	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	0.0	5	0.0	NA	NA
spleen	R-MMU-2299718_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.8	5	0.0	NA	NA
spleen	R-MMU-2424491_DAP12_SIGNALING	0.6	5	0.0	NA	NA
spleen	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	0.8	5	0.6	0.6666666666666666	3.0
spleen	R-MMU-2467813_SEPARATION_OF_SISTER_CHROMATIDS	1.0	5	0.0	NA	NA
spleen	R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.6	5	0.0	NA	NA
spleen	R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	0.8	5	0.0	NA	NA
spleen	R-MMU-2559583_CELLULAR_SENESCENCE	0.6	5	0.0	NA	NA
spleen	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	0.0	5	0.0	NA	NA
spleen	R-MMU-2565942_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	0.8	5	0.0	NA	NA
spleen	R-MMU-2672351_STIMULI_SENSING_CHANNELS	1.0	5	0.0	NA	NA
spleen	R-MMU-2730905_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	0.8	5	0.0	NA	NA
spleen	R-MMU-2871796_FCERI_MEDIATED_MAPK_ACTIVATION	0.8	5	0.0	NA	NA
spleen	R-MMU-2871809_FCERI_MEDIATED_CA_2_MOBILIZATION	0.4	5	0.0	NA	NA
spleen	R-MMU-2871837_FCERI_MEDIATED_NF_KB_ACTIVATION	0.4	5	0.0	NA	NA
spleen	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	0.6	5	0.8	0.5	4.0
spleen	R-MMU-2990846_SUMOYLATION	0.2	5	0.8	0.25	4.0
spleen	R-MMU-2995410_NUCLEAR_ENVELOPE_NE_REASSEMBLY	0.0	5	0.0	NA	NA
spleen	R-MMU-3000171_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.6	5	0.0	NA	NA
spleen	R-MMU-3000178_ECM_PROTEOGLYCANS	0.0	5	0.0	NA	NA
spleen	R-MMU-3108232_SUMO_E3_LIGASES_SUMOYLATE_TARGET_PROTEINS	0.4	5	0.0	NA	NA
spleen	R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	0.4	5	0.0	NA	NA
spleen	R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	0.4	5	0.0	NA	NA
spleen	R-MMU-3214847_HATS_ACETYLATE_HISTONES	1.0	5	0.0	NA	NA
spleen	R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	0.8	5	0.0	NA	NA
spleen	R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	0.4	5	0.2	0.0	1.0
spleen	R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	0.8	5	0.0	NA	NA
spleen	R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	0.0	5	0.2	0.0	1.0
spleen	R-MMU-372790_SIGNALING_BY_GPCR	0.8	5	0.6	0.6666666666666666	3.0
spleen	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	1.0	5	1.0	1.0	5.0
spleen	R-MMU-373755_SEMAPHORIN_INTERACTIONS	1.0	5	0.0	NA	NA
spleen	R-MMU-373760_L1CAM_INTERACTIONS	0.6	5	0.0	NA	NA
spleen	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.6	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.2	5	0.0	NA	NA
spleen	R-MMU-380259_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.8	5	0.0	NA	NA
spleen	R-MMU-380270_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.8	5	0.0	NA	NA
spleen	R-MMU-380284_LOSS_OF_PROTEINS_REQUIRED_FOR_INTERPHASE_MICROTUBULE_ORGANIZATION_FROM_THE_CENTROSOME	0.2	5	0.0	NA	NA
spleen	R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.8	5	0.0	NA	NA
spleen	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.0	5	0.2	0.0	1.0
spleen	R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	0.4	5	0.4	0.0	2.0
spleen	R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	0.0	5	0.0	NA	NA
spleen	R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.4	5	0.0	NA	NA
spleen	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	0.6	5	0.6	0.3333333333333333	3.0
spleen	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	1.0	5	1.0	1.0	5.0
spleen	R-MMU-389356_CO_STIMULATION_BY_CD28	0.8	5	0.0	NA	NA
spleen	R-MMU-389357_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.4	5	0.0	NA	NA
spleen	R-MMU-389948_CO_INHIBITION_BY_PD_1	0.6	5	0.0	NA	NA
spleen	R-MMU-392499_METABOLISM_OF_PROTEINS	0.8	5	0.0	NA	NA
spleen	R-MMU-397014_MUSCLE_CONTRACTION	0.8	5	0.0	NA	NA
