tissue	term	within_accession_unadjusted_effect	composition_proxy_adjusted_effect	adjusted_direction_matches_unadjusted	absolute_effect_ratio_adjusted_to_unadjusted	absolute_attenuation_fraction
kidney	R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.008230051353989357	-0.018926269057716088	False	2.2996538227604066	-1.2996538227604066
kidney	R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.002604199150189969	-0.007249517914542947	False	2.783780155221276	-1.783780155221276
kidney	R-MMU-6794362_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	-0.04000704615273554	-0.004819486137702953	True	0.12046593290850627	0.8795340670914937
kidney	R-MMU-6798695_NEUTROPHIL_DEGRANULATION	-0.12050506846504562	-0.07777539648849388	True	0.6454118277278424	0.35458817227215755
kidney	R-MMU-6805567_KERATINIZATION	0.06390664759156534	-0.026744412928868432	False	0.41849187739896826	0.5815081226010317
kidney	R-MMU-6806667_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	-0.0010522313089984794	-0.0002980604198634679	True	0.28326511225669926	0.7167348877433007
kidney	R-MMU-6806834_SIGNALING_BY_MET	0.02323304615381458	-0.019042163755193468	False	0.8196154576169075	0.18038454238309254
kidney	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.023961653939969588	0.0188399817943391	False	0.7862554830955468	0.21374451690445317
kidney	R-MMU-6811442_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	-0.03298919747720364	-0.0037175042595870155	True	0.11268853272820303	0.887311467271797
kidney	R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	-0.0012587789220896656	0.0008026343679874898	False	0.6376293357812647	0.3623706642187353
kidney	R-MMU-68875_MITOTIC_PROPHASE	8.225511178571395e-05	-0.005469089870977435	False	66.48936160010551	-65.48936160010551
kidney	R-MMU-68877_MITOTIC_PROMETAPHASE	0.00011008224106671786	0.0006844465179234091	True	6.217592513478942	-5.217592513478942
kidney	R-MMU-68882_MITOTIC_ANAPHASE	0.001110237091360182	-0.000383721063483875	False	0.34562082862298155	0.6543791713770184
kidney	R-MMU-68886_M_PHASE	-0.026370643898176265	-0.07555042924828859	True	2.8649444260825763	-1.8649444260825763
kidney	R-MMU-69275_G2_M_TRANSITION	-0.00027925147377279595	-0.0004975538175648771	True	1.7817410624292565	-0.7817410624292565
kidney	R-MMU-69278_CELL_CYCLE_MITOTIC	-0.04699877549392099	-0.020022720278556793	True	0.42602642447879546	0.5739735755212045
kidney	R-MMU-69473_G2_M_DNA_DAMAGE_CHECKPOINT	-0.0009071332145896656	0.00043266315167153537	False	0.47695657563067745	0.5230434243693225
kidney	R-MMU-69481_G2_M_CHECKPOINTS	-0.002852495866299392	-0.0005013905388316477	True	0.175772573329655	0.824227426670345
kidney	R-MMU-69620_CELL_CYCLE_CHECKPOINTS	0.0006628050580661104	-0.0022206900644122546	False	3.3504422414814394	-2.3504422414814394
kidney	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.1167733775455927	-0.032219661252047345	True	0.2759161542575711	0.7240838457424289
kidney	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	-0.06194158920972649	-0.03884029316144329	True	0.6270470883453587	0.3729529116546413
kidney	R-MMU-72312_RRNA_PROCESSING	0.006264938744882218	-0.0010763367823474535	False	0.17180324120913473	0.8281967587908653
kidney	R-MMU-72613_EUKARYOTIC_TRANSLATION_INITIATION	-0.0010627672988829787	4.87037026806541e-05	False	0.04582724998392791	0.954172750016072
kidney	R-MMU-72706_GTP_HYDROLYSIS_AND_JOINING_OF_THE_60S_RIBOSOMAL_SUBUNIT	-0.003054084102602583	-0.0008730543645860284	True	0.28586454572159364	0.7141354542784064
kidney	R-MMU-72737_CAP_DEPENDENT_TRANSLATION_INITIATION	-0.038824044394756826	0.011022612496327942	False	0.2839120104091098	0.7160879895908903
kidney	R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	0.02129036940729483	-0.025299351492208508	False	1.188300259531432	-0.18830025953143203
kidney	R-MMU-73884_BASE_EXCISION_REPAIR	-0.0006851107384004559	0.004541474382567658	False	6.628817982288155	-5.628817982288155
kidney	R-MMU-73886_CHROMOSOME_MAINTENANCE	-0.009809219148214289	-0.009328038259506784	True	0.9509460558035243	0.049053944196475685
kidney	R-MMU-73887_DEATH_RECEPTOR_SIGNALING	-0.01506138001519757	-0.0016166273615992543	True	0.10733593867016228	0.8926640613298378
kidney	R-MMU-73894_DNA_REPAIR	-0.040126692325227954	-0.03065423216813719	True	0.7639361829199325	0.23606381708006752
kidney	R-MMU-73927_DEPURINATION	0.0021247765055600297	0.0016302516203693237	True	0.7672579285884171	0.23274207141158287
kidney	R-MMU-73929_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.0017536729791344985	0.0007294313240306743	True	0.4159448954905351	0.5840551045094649
kidney	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	0.017983345478723416	0.03320860807124096	True	1.8466312683883521	-0.8466312683883521
kidney	R-MMU-74752_SIGNALING_BY_INSULIN_RECEPTOR	-0.004680685809889816	-0.002419693471981851	True	0.516952765098927	0.48304723490107304
kidney	R-MMU-75153_APOPTOTIC_EXECUTION_PHASE	-0.00819150259878417	-0.008127913579889774	True	0.992237197250742	0.007762802749258002
kidney	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.04411056449278117	0.02751594295429379	True	0.6237948498436664	0.3762051501563336
kidney	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	0.11133229877659576	0.026789886679079354	True	0.24062996069844123	0.7593700393015588
kidney	R-MMU-774815_NUCLEOSOME_ASSEMBLY	0.001735384787857143	-0.0004437840822911839	False	0.2557266177486605	0.7442733822513394
kidney	R-MMU-8848021_SIGNALING_BY_PTK6	-0.014077824620060799	0.005820362556496917	False	0.41344189983748925	0.5865581001625108
kidney	R-MMU-8856688_GOLGI_TO_ER_RETROGRADE_TRANSPORT	-0.0748421051531155	-0.024658461402825512	True	0.3294731134617081	0.6705268865382918
kidney	R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.006554124387575987	-0.0004763215518474648	False	0.07267508574453989	0.9273249142554602
kidney	R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	-0.04153206687310029	-0.02035398071486961	True	0.49007868491256285	0.5099213150874371
kidney	R-MMU-8868773_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	-0.05729075473898176	-0.05850534497916287	True	1.0212004580095833	-0.021200458009583256
kidney	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.004337572120485561	0.0013968632753868274	True	0.3220380518377313	0.6779619481622687
kidney	R-MMU-8936459_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	0.013021611237006086	-0.04590472732459381	False	3.5252724481696456	-2.5252724481696456
kidney	R-MMU-8939211_ESR_MEDIATED_SIGNALING	-0.02165693337955927	-0.00022553464783362827	True	0.010413969691872324	0.9895860303081276
kidney	R-MMU-8948216_COLLAGEN_CHAIN_TRIMERIZATION	-0.002548153756403875	-0.0003296303160884704	True	0.1293604498001984	0.8706395501998017
kidney	R-MMU-8951664_NEDDYLATION	-0.0002975390395334343	0.00026345628138695477	False	0.8854511387819088	0.11454886121809116
kidney	R-MMU-8953854_METABOLISM_OF_RNA	0.022508299369300915	0.003110092620941121	True	0.13817537122253573	0.8618246287774642
kidney	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	-0.07353442154255317	0.005327456921203385	False	0.07244847799775608	0.9275515220022439
kidney	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	-0.04920445483662611	-0.023706541863381274	True	0.4817966572761403	0.5182033427238597
kidney	R-MMU-8957322_METABOLISM_OF_STEROIDS	-0.06259653431610943	-0.02249185863701064	True	0.3593147589198446	0.6406852410801553
kidney	R-MMU-8963899_PLASMA_LIPOPROTEIN_REMODELING	0.03297674635258358	0.04132883264847449	True	1.2532719937434507	-0.25327199374345066
kidney	R-MMU-8978868_FATTY_ACID_METABOLISM	0.11230400408111703	0.07239709840086789	True	0.6446528687309809	0.35534713126901907
kidney	R-MMU-8980692_RHOA_GTPASE_CYCLE	-0.07063245844338906	0.03919986934339536	False	0.5549837880103453	0.4450162119896547
kidney	R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	-0.054410033575227966	-0.026086047186700073	True	0.47943449898139084	0.5205655010186092
kidney	R-MMU-9006927_SIGNALING_BY_NON_RECEPTOR_TYROSINE_KINASES	0.006304950704205927	0.0002614563462298121	True	0.041468420372485854	0.9585315796275141
kidney	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	0.0637671244680851	0.002915944260934994	True	0.04572801871275219	0.9542719812872478
kidney	R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.05735126550151977	0.010269450680279927	True	0.17906232042966505	0.8209376795703349
kidney	R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	0.042209144046352585	0.06358809579467972	True	1.5065004806742712	-0.5065004806742712
kidney	R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.022028646416413382	0.011128037124374919	True	0.5051620927595215	0.4948379072404785
kidney	R-MMU-9012999_RHO_GTPASE_CYCLE	0.04674015080167173	0.0350061123514255	True	0.7489516347511112	0.25104836524888885
kidney	R-MMU-9013026_RHOB_GTPASE_CYCLE	-0.003200036613279635	-0.00024566344608584553	True	0.07676894853839544	0.9232310514616046
kidney	R-MMU-9013106_RHOC_GTPASE_CYCLE	-0.0002676221300554712	4.103661940197945e-05	False	0.1533379148931877	0.8466620851068123
kidney	R-MMU-9013148_CDC42_GTPASE_CYCLE	-0.0033930738969180853	-0.0018223101234471934	True	0.5370676203375323	0.4629323796624677
kidney	R-MMU-9013149_RAC1_GTPASE_CYCLE	-0.05630044820353344	-0.06089513248679687	True	1.0816100835761209	-0.08161008357612087
kidney	R-MMU-9013404_RAC2_GTPASE_CYCLE	0.0025827529249962005	0.002227987955238493	True	0.8626407635340383	0.1373592364659617
kidney	R-MMU-9013406_RHOQ_GTPASE_CYCLE	-0.0006946414609468077	6.839238951721642e-06	False	0.009845710825264658	0.9901542891747354
kidney	R-MMU-9013408_RHOG_GTPASE_CYCLE	8.300696577507558e-05	0.00047403648205855936	True	5.710803637167736	-4.710803637167736
kidney	R-MMU-9013423_RAC3_GTPASE_CYCLE	-0.0005195227401101819	-0.0012993487111001608	True	2.5010429973182524	-1.5010429973182524
kidney	R-MMU-9018519_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.0007553705127507598	0.0016599808912128224	True	2.197571738891197	-1.197571738891197
kidney	R-MMU-9033241_PEROXISOMAL_PROTEIN_IMPORT	-0.0026797465555851046	-0.01468051267413264	True	5.478321314952581	-4.478321314952581
kidney	R-MMU-913531_INTERFERON_SIGNALING	-0.01635239593844984	0.018506180524509315	False	1.131710643147725	-0.13171064314772507
kidney	R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.04231739169335107	0.03508203633724844	True	0.8290217079414314	0.17097829205856863
kidney	R-MMU-917937_IRON_UPTAKE_AND_TRANSPORT	0.017191048962765944	0.012947331346594622	True	0.7531437653768086	0.2468562346231914
kidney	R-MMU-927802_NONSENSE_MEDIATED_DECAY_NMD	0.002093251344864361	-0.0004526446015703935	False	0.21623996692080188	0.7837600330791981
kidney	R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	-0.005007552401413337	-0.002972088340872018	True	0.5935211661555798	0.4064788338444202
kidney	R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	0.037294878719604865	0.009773360737243462	True	0.26205637537321935	0.7379436246267806
kidney	R-MMU-948021_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	-0.018341808814969614	-0.0044720192247605746	True	0.243815605640309	0.756184394359691
kidney	R-MMU-9609507_PROTEIN_LOCALIZATION	-0.026530494490881483	-0.021406160118734738	True	0.8068511548509593	0.19314884514904074
kidney	R-MMU-9670095_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	0.00031130420125379974	-0.0016302552893838929	False	5.236856048899836	-4.236856048899836
kidney	R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	0.06881894260106382	0.013678328501737695	True	0.1987581904742351	0.801241809525765
kidney	R-MMU-9709957_SENSORY_PERCEPTION	-0.0382470752887538	-0.030353083440750363	True	0.7936053465943161	0.20639465340568386
kidney	R-MMU-9711123_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	-0.13728514468085104	0.0005752211915229058	False	0.004189974034409416	0.9958100259655905
kidney	R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.025854757446808492	0.0012420288300692528	True	0.048038695881193375	0.9519613041188066
kidney	R-MMU-9748784_DRUG_ADME	-0.04343278096504558	-0.019696921187596923	True	0.4535035691923314	0.5464964308076685
kidney	R-MMU-9749641_ASPIRIN_ADME	0.0013182622732560787	0.004060181347338619	True	3.079949589477412	-2.079949589477412
kidney	R-MMU-975155_MYD88_DEPENDENT_CASCADE_INITIATED_ON_ENDOSOME	0.0004384551436398177	0.004340224054818254	True	9.898900988566492	-8.898900988566492
kidney	R-MMU-9753281_PARACETAMOL_ADME	-0.0017285376952887556	-0.041566173916264014	True	24.04701617416582	-23.04701617416582
kidney	R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	-0.0005877239552089667	-0.0007963342721115113	True	1.354946084898603	-0.354946084898603
kidney	R-MMU-9757110_PREDNISONE_ADME	-0.06313885756933893	-0.002959421077595747	True	0.04687162852678667	0.9531283714732133
kidney	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	0.03687100153403497	-0.09416504253431078	False	2.553905199656394	-1.553905199656394
kidney	R-MMU-975956_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	0.0009825493560866258	0.002094370519977867	True	2.131567749756093	-1.1315677497560932
kidney	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	-0.045370694433510626	0.03910453710272284	False	0.8618897636673679	0.13811023633263209
kidney	R-MMU-9764274_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_I_CLASSICAL_CADHERINS	0.12044613270136777	-0.17666891597242967	False	1.4667877831367138	-0.46678778313671376
kidney	R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0010681212632408807	0.002893189205999165	True	2.7086711083914623	-1.7086711083914623
kidney	R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0023241056672682367	-0.0003446566305984428	False	0.14829645461152963	0.8517035453884704
kidney	R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	4.795455661095587e-05	0.041651116455820855	True	868.5538851652127	-867.5538851652127
kidney	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	0.0005595764686132229	-0.00207776907167433	False	3.713110161375417	-2.713110161375417
kidney	R-MMU-9769740_COAGULATION_PATHWAY	0.02635961515957446	-0.0032579375266099343	False	0.12359579253669685	0.8764042074633032
kidney	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	-0.0019832630890957493	0.0017068039720396127	False	0.8606039115152465	0.1393960884847535
kidney	R-MMU-9818564_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.0034954423561930096	-0.003748324083262742	False	1.0723461299888675	-0.07234612998886747
kidney	R-MMU-983168_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	-8.971486322190681e-05	0.036338335053899	False	405.04252861666083	-404.04252861666083
kidney	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.010101649205927054	0.0022192616333189656	True	0.2196930014177124	0.7803069985822876
kidney	R-MMU-983189_KINESINS	0.000666007963977964	0.0023301180438039786	True	3.4986339050460282	-2.4986339050460282
kidney	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.0579370294756839	0.03169414875465699	True	0.5470447663865643	0.4529552336134357
kidney	R-MMU-9833482_PKR_MEDIATED_SIGNALING	-0.001052613432261399	0.0020877805611461808	False	1.9834257260624766	-0.9834257260624766
kidney	R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-0.036143389547872336	-0.030913976086874156	True	0.8553148023355208	0.14468519766447918
kidney	R-MMU-983712_ION_CHANNEL_TRANSPORT	-0.0769082866641338	-0.052069016887499125	True	0.6770273938735594	0.32297260612644063
kidney	R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	-0.001058119021272796	0.0013543783782502328	False	1.279986798291435	-0.279986798291435
kidney	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	0.0007973804028457448	-0.004882815555487413	False	6.123571055999486	-5.123571055999486
kidney	R-MMU-9843940_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS	-0.0017560658967325207	-0.016784588310091247	True	9.55806290716198	-8.55806290716198
kidney	R-MMU-9851695_EPIGENETIC_REGULATION_OF_ADIPOGENESIS_GENES_BY_MLL3_AND_MLL4_COMPLEXES	-0.0026666461044148933	-0.004347497556784721	True	1.6303241549701755	-0.6303241549701755
kidney	R-MMU-9855142_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI	0.0006960665889430093	-0.0016468222412149229	False	2.3658975554560873	-1.3658975554560873
kidney	R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	-0.0019198189080577507	-0.0007597370012927921	True	0.39573367993411707	0.6042663200658829
kidney	R-MMU-9909648_REGULATION_OF_PD_L1_CD274_EXPRESSION	-0.0024852413549012148	-0.006835279789908295	True	2.750348482825721	-1.750348482825721
kidney	R-MMU-9909649_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION	0.0008281422632560792	0.001347192327771498	True	1.6267643707430464	-0.6267643707430464
kidney	R-MMU-9917777_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.000431089005288755	-0.007599799704798677	False	17.629305344282965	-16.629305344282965
kidney	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	-0.003482153685060789	-0.0005022107167987408	True	0.14422416763319096	0.855775832366809
kidney	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	0.009591489426747687	-0.19948201391971618	False	20.797814087499564	-19.797814087499564
kidney	R-MMU-9937850_NURD_COMPLEX_ASSEMBLY	0.0013145048978723394	0.007002865631720892	True	5.3273788808666644	-4.3273788808666644
kidney	R-MMU-9940951_INTERACTION_OF_NURD_COMPLEXES_WITH_TRANSCRIPTION_FACTORS	-0.00169464205343465	0.0026709736707528253	False	1.576128519494353	-0.5761285194943531
kidney	R-MMU-9943965_CHD3_CHD4_CHD5_SUBFAMILY	-0.002305231990121582	0.008041810422488202	False	3.4885037414668463	-2.4885037414668463
kidney	R-MMU-9948299_RIBOSOME_ASSOCIATED_QUALITY_CONTROL	0.0019916523290273544	0.003357629533204441	True	1.6858512323002564	-0.6858512323002564
kidney	R-MMU-9954714_PELO_HBS1L_AND_ABCE1_DISSOCIATE_A_RIBOSOME_ON_A_NON_STOP_MRNA	-0.0013273872526785712	-0.001929768252874865	True	1.4538095412478407	-0.4538095412478407
kidney	R-MMU-9955298_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	-0.012414366652735572	-0.000741538540143783	True	0.05973228928117578	0.9402677107188242
kidney	R-MMU-9958790_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS	-0.031476744934943	0.016816105353757847	False	0.5342390195845802	0.4657609804154198
kidney	R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	0.0014289962716983282	0.0006587623774850972	True	0.46099656838304676	0.5390034316169532
kidney	R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	0.05129665681401976	0.05850726774256378	True	1.1405668785528595	-0.14056687855285954
kidney	R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	0.0013413988601823673	0.0034213265671386365	True	2.550566180348101	-1.5505661803481008
spleen	R-MMU-109581_APOPTOSIS	0.004326773780798628	-0.00781925442058065	False	1.807178932090456	-0.8071789320904561
spleen	R-MMU-109582_HEMOSTASIS	0.03186698039762105	0.050825931727131735	True	1.5949403141731626	-0.5949403141731626
spleen	R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	0.0013373481154073065	0.001411782011836325	True	1.0556578317728056	-0.05565783177280559
spleen	R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	-0.001971554613481054	-0.0012654448844414388	True	0.6418512963265672	0.35814870367343277
spleen	R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.0027903798243072236	0.003381142428971301	True	1.2117140467824117	-0.21171404678241168
spleen	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.03374655199110214	-0.004569175317605749	True	0.13539680494796894	0.8646031950520311
spleen	R-MMU-112316_NEURONAL_SYSTEM	-0.012786240536958364	-0.008319552869400108	True	0.6506645049694327	0.34933549503056727
spleen	R-MMU-114604_GPVI_MEDIATED_ACTIVATION_CASCADE	-0.0008987258261300939	-9.864967513492e-05	True	0.10976615144098473	0.8902338485590153
spleen	R-MMU-114608_PLATELET_DEGRANULATION	0.029148810167748503	0.0142508204481501	True	0.4888988732692019	0.5111011267307981
spleen	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	8.24428066796938e-05	-0.00026060308689410144	False	3.1610166779813147	-2.1610166779813147
spleen	R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	-0.016665570412734074	-0.03148668853357953	True	1.8893255828507804	-0.8893255828507804
spleen	R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	0.03824288870688193	0.04464198956222413	True	1.1673278633418365	-0.16732786334183647
spleen	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.01473415253593884	0.03027623874223604	True	2.054834078063715	-1.054834078063715
spleen	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	-0.056771532652506396	-0.04812383902013737	True	0.8476755298240616	0.15232447017593842
spleen	R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	-0.0016037623850118944	-0.001603645432023256	True	0.9999270758625272	7.292413747284066e-05
spleen	R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	-4.4998485885131424e-05	0.0004871561003961473	False	10.826055384168278	-9.826055384168278
spleen	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	-0.0027958108313916757	-0.0010095000369149433	True	0.36107594461691195	0.638924055383088
spleen	R-MMU-1430728_METABOLISM	-0.05270242218521653	-0.06392171709740019	True	1.2128800621867957	-0.21288006218679567
spleen	R-MMU-1433557_SIGNALING_BY_SCF_KIT	-0.001152088519073577	-0.0012762343630302049	True	1.1077572095384274	-0.10775720953842738
spleen	R-MMU-1442490_COLLAGEN_DEGRADATION	0.001422565895374444	0.0009042253111455019	True	0.6356298250124253	0.36437017498757474
spleen	R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	-0.03295005584367035	-0.007229920095785781	True	0.21942057185237326	0.7805794281476267
spleen	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	0.09898609607106203	0.08515258488383422	True	0.8602479364647663	0.13975206353523373
spleen	R-MMU-1474290_COLLAGEN_FORMATION	0.08058867225862364	0.07332332098014442	True	0.9098464948626602	0.09015350513733977
spleen	R-MMU-1483206_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.0030147318926626587	0.05621720675921659	True	18.647497940377267	-17.647497940377267
spleen	R-MMU-1483255_PI_METABOLISM	-0.010166757033274427	-0.02002911872776924	True	1.970059740998691	-0.9700597409986911
spleen	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	-0.048971037886830916	-0.08197725636814315	True	1.6739946692081062	-0.6739946692081062
spleen	R-MMU-1500931_CELL_CELL_COMMUNICATION	0.011678433525913334	0.008033896212258345	True	0.6879258416320899	0.3120741583679101
spleen	R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.009712345979609172	0.011999716330386642	True	1.235511621556702	-0.2355116215567019
spleen	R-MMU-157579_TELOMERE_MAINTENANCE	0.00672048811252338	-0.03463173486445841	False	5.153157670188191	-4.153157670188191
spleen	R-MMU-157858_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	0.00020433343910361947	2.5779015417064836e-05	True	0.12616151096048478	0.8738384890395152
spleen	R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	0.007248697315208209	0.007705197047576148	True	1.0629767960389482	-0.06297679603894824
spleen	R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1.8053610528122705e-05	5.110346785202403e-05	True	2.830650842523631	-1.8306508425236312
spleen	R-MMU-162582_SIGNAL_TRANSDUCTION	0.05870055859643165	0.07969861728084861	True	1.3577148018092866	-0.3577148018092866
spleen	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	-0.033816995256414614	-0.056362208731211234	True	1.6666829298064294	-0.6666829298064294
spleen	R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	-0.07771488771588785	-0.11329048570036722	True	1.457770692721549	-0.457770692721549
spleen	R-MMU-1632852_MACROAUTOPHAGY	-0.0007523665183556847	-0.0015081670661965967	True	2.004564303968141	-1.0045643039681411
spleen	R-MMU-163685_INTEGRATION_OF_ENERGY_METABOLISM	-0.025117011539507236	-0.053097183136979156	True	2.113992863102409	-1.1139928631024092
spleen	R-MMU-1640170_CELL_CYCLE	-0.03409188833179263	0.015302868793641454	False	0.4488712577229304	0.5511287422770696
spleen	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.03661532495836877	0.05789940588184952	True	1.5812888714679036	-0.5812888714679036
spleen	R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.016781514596397623	0.022542723938757406	True	1.343306875506726	-0.3433068755067259
spleen	R-MMU-166058_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	-2.1880319882208965e-05	7.790842808974434e-05	False	3.560662207369839	-2.560662207369839
spleen	R-MMU-1660662_GLYCOSPHINGOLIPID_METABOLISM	-0.015812554069288047	-0.046139802862300176	True	2.9179222192773566	-1.9179222192773566
