tissue	term	display_term	decision	manual_category	pathway_seed_median_effect	pathway_genes_in_hvg_model	member_gene_same_direction_fraction	median_member_gene_log2cpm_effect	decoder_direction_match_fraction_median	decoder_abs_weight_direction_match_fraction_median	decoder_abs_weight_direction_match_fraction_minimum	decoder_gene_effect_spearman_median	top_decoder_concordant_member_genes
spleen	R-MMU-174824_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	Plasma Lipoprotein Assembly Remodeling And Clearance	supporting	plausible_context	-0.0997815958559888	17	0.4117647058823529	0.0022668369941667875	0.5294117647058824	0.5628392084806381	0.5408147802990416	0.22794117647058826	Lipc (raw -0.16, weight +0.83); Apoc2 (raw -0.11, weight +0.60); Vldlr (raw +0.30, weight -0.55); Furin (raw +0.11, weight -0.11); Ldlrap1 (raw +0.18, weight -0.07); Abcg1 (raw -0.01, weight +0.05); Lpl (raw +0.15, weight -0.04); Ldlr (raw -0.11, weight +0.03)
spleen	R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	Immunoregulatory Interactions Between A Lymphoid And A Non Lymphoid Cell	supporting	method_discordant	-0.1849021919083333	130	0.49230769230769234	0.00600552107413721	0.6692307692307692	0.7638134239459881	0.7331525782830736	0.352212921110489	Cd8b1 (raw -0.06, weight +0.71); Cd8a (raw -0.09, weight +0.69); Ifitm6 (raw -0.18, weight +0.51); Ifitm1 (raw -0.04, weight +0.50); Cd226 (raw -0.11, weight +0.45); Treml4 (raw -0.07, weight +0.44); Pilra (raw -0.13, weight +0.38); Hcst (raw -0.06, weight +0.37)
spleen	R-MMU-202403_TCR_SIGNALING	Tcr Signaling	main_candidate	coherent_aligned	-0.2161294270833331	29	0.6206896551724138	-0.015600878546339913	0.7241379310344828	0.6869577860369928	0.6244787419831802	0.11034482758620688	Trbv16 (raw -0.01, weight +0.33); Cd4 (raw -0.00, weight +0.32); Trat1 (raw -0.18, weight +0.27); Cd247 (raw -0.08, weight +0.25); Cd101 (raw -0.09, weight +0.25); Cd3e (raw -0.00, weight +0.24); Trac (raw -0.17, weight +0.23); Trbc1 (raw -0.20, weight +0.23)
spleen	R-MMU-2132295_MHC_CLASS_II_ANTIGEN_PRESENTATION	Mhc Class Ii Antigen Presentation	supporting	context_sensitive	-0.1472351592358611	39	0.5128205128205128	-0.015449819608018523	0.8205128205128205	0.89306456710985	0.6929966168320554	0.6303643724696357	H2-Eb2 (raw -0.03, weight +0.55); H2-Oa (raw -0.13, weight +0.49); H2-Ob (raw -0.15, weight +0.37); H2-DMb1 (raw -0.14, weight +0.34); Ctse (raw +0.14, weight -0.30); H2-DMa (raw -0.13, weight +0.29); H2-Aa (raw -0.19, weight +0.25); Ctsh (raw -0.11, weight +0.24)
spleen	R-MMU-2172127_DAP12_INTERACTIONS	Dap12 Interactions	exclude	small_after_multiseed	-0.0028626958496222	20	0.55	-0.02212679287493948	0.45	0.36798623209022213	0.3614664824217811	-0.2601503759398496	Klrc1 (raw -0.13, weight +0.94); Klrc2 (raw -0.02, weight +0.93); Klrd1 (raw -0.25, weight +0.89); Klrk1 (raw -0.05, weight +0.80); Tyrobp (raw -0.13, weight +0.32); Sirpa (raw +0.00, weight -0.16); Cd300e (raw -0.35, weight +0.11); Lck (raw -0.05, weight +0.10)
spleen	R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	Fc Epsilon Receptor Fceri Signaling	exclude	seed_inconsistent	0.0349271523055555	97	0.6288659793814433	0.050877044413842575	0.6185567010309279	0.6513538576969619	0.3344805853937134	0.21740216705238793	Lat2 (raw -0.12, weight -0.43); Fcer1g (raw -0.09, weight -0.33); Txk (raw -0.04, weight -0.29); Fcer1a (raw -0.25, weight -0.28); Ighv1-47 (raw +0.04, weight +0.22); Ppp3ca (raw -0.07, weight -0.18); Ighv3-1 (raw +0.36, weight +0.13); Ighv1-54 (raw +0.12, weight +0.13)
spleen	R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	Peptide Hormone Metabolism	exclude	project_sensitive	-0.1319275511111111	14	0.7857142857142857	-0.06445891088633848	0.5714285714285714	0.589619891252243	0.5850220145812612	0.17362637362637365	Ace (raw -0.27, weight +0.67); Cma1 (raw -0.08, weight +0.55); Cpb1 (raw -0.72, weight +0.35); Cpa3 (raw -0.12, weight +0.32); Ctsg (raw -0.68, weight +0.13); Ctsd (raw -0.05, weight +0.12); Ffar1 (raw -0.02, weight +0.02); Inhba (raw -0.06, weight +0.00)
spleen	R-MMU-2990846_SUMOYLATION	Sumoylation	exclude	project_sensitive	0.1036477414875	35	0.7142857142857143	0.09712196092522944	0.6571428571428571	0.7108652359250024	0.36873409092872184	0.28207282913165266	Top2a (raw +0.18, weight +0.68); Dnmt1 (raw +0.15, weight +0.27); Nr3c2 (raw -0.07, weight -0.14); Hdac7 (raw +0.11, weight +0.09); Rara (raw -0.01, weight -0.08); Cbx4 (raw +0.08, weight +0.08); Satb1 (raw -0.07, weight -0.08); Brca1 (raw +0.26, weight +0.08)
spleen	R-MMU-372790_SIGNALING_BY_GPCR	Signaling By Gpcr	exclude	seed_inconsistent	0.0308432289596666	170	0.5647058823529412	0.01875917782203116	0.611764705882353	0.6073941615388118	0.5993774052415413	0.17396938220943936	Rgs13 (raw -0.57, weight -0.79); F2r (raw +0.28, weight +0.69); Prkch (raw +0.05, weight +0.64); Htr7 (raw -0.36, weight -0.51); Ccr1 (raw -0.19, weight -0.51); Ffar2 (raw -0.04, weight -0.49); Ccl22 (raw -0.42, weight -0.48); Ffar1 (raw -0.02, weight -0.47)
spleen	R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	Class A 1 Rhodopsin Like Receptors	exclude	tissue_incongruent	-0.0797778441333331	88	0.5568181818181818	-0.022737052863884964	0.5454545454545454	0.5946464199907009	0.46569925601640705	0.23509210665351699	S1pr5 (raw -0.32, weight +0.65); Ccl5 (raw -0.21, weight +0.60); Ccr3 (raw -0.13, weight +0.56); Hcar2 (raw -0.23, weight +0.55); Xcl1 (raw -0.24, weight +0.51); Cxcr6 (raw -0.13, weight +0.50); Ccl6 (raw -0.05, weight +0.47); P2ry13 (raw -0.06, weight +0.44)
spleen	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	Peptide Ligand Binding Receptors	exclude	weak_support	0.0974723963333333	52	0.46153846153846156	-0.012016191888723944	0.6153846153846154	0.6724057156831307	0.6399353355431596	0.3670280884487322	Kel (raw +0.28, weight +0.60); Ccl3 (raw -0.32, weight -0.58); Ccl4 (raw -0.12, weight -0.42); Cxcl12 (raw +0.25, weight +0.38); Ccl22 (raw -0.42, weight -0.37); Edn3 (raw +0.42, weight +0.32); Hebp1 (raw +0.07, weight +0.29); Ccl9 (raw -0.10, weight -0.28)
spleen	R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	Gpcr Downstream Signalling	exclude	broad_redundant	-0.1533997597583334	158	0.4240506329113924	0.024323130349722798	0.6139240506329114	0.6605643415515586	0.6077771045887038	0.2561781309756161	Ccl1 (raw -0.28, weight +0.65); Ccr8 (raw -0.01, weight +0.64); Adora2b (raw -0.28, weight +0.55); Penk (raw -0.15, weight +0.52); Ltb4r1 (raw -0.27, weight +0.51); Cysltr1 (raw -0.04, weight +0.45); Rgs16 (raw -0.07, weight +0.38); Hc (raw -0.23, weight +0.35)
spleen	R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	Regulation Of T Cell Activation By Cd28 Family	supporting	method_discordant	-0.1321456373316666	79	0.4430379746835443	0.03672303518864979	0.620253164556962	0.7602328901285489	0.7552503387377246	0.3610516066212269	Icos (raw -0.16, weight +0.48); Cd28 (raw -0.12, weight +0.43); Pdcd1 (raw -0.01, weight +0.34); Cd4 (raw -0.00, weight +0.26); Trbv16 (raw -0.01, weight +0.25); Ctla4 (raw -0.22, weight +0.24); Trib3 (raw +0.17, weight -0.22); Trac (raw -0.17, weight +0.18)
spleen	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	G Alpha S Signalling Events	exclude	broad_redundant	-0.0995508468088888	30	0.3333333333333333	0.04386816175600879	0.43333333333333335	0.6381653058596605	0.5379266038332884	0.289432703003337	Gpr83 (raw -0.07, weight +0.62); Ramp3 (raw -0.10, weight +0.49); Vipr1 (raw -0.16, weight +0.48); Ramp1 (raw -0.02, weight +0.45); Glp1r (raw +0.32, weight -0.17); Adm (raw -0.01, weight +0.11); Itgb1 (raw +0.04, weight -0.11); Gng2 (raw +0.01, weight -0.07)
spleen	R-MMU-422475_AXON_GUIDANCE	Axon Guidance	exclude	tissue_incongruent	0.1182856657902778	73	0.726027397260274	0.13352521140501034	0.6712328767123288	0.7086552287433896	0.5265338066439089	0.495588053807232	Vldlr (raw +0.30, weight +0.56); Reln (raw +0.55, weight +0.54); Ntn4 (raw +0.33, weight +0.49); Spta1 (raw +0.21, weight +0.45); Sptb (raw +0.35, weight +0.43); Slit3 (raw +0.48, weight +0.42); Grb10 (raw +0.40, weight +0.41); Tyrobp (raw -0.13, weight -0.29)
