cv	n_folds	accuracy_mean	accuracy_std	f1_mean	f1_std	roc_auc_mean	roc_auc_std
stratified_group_cv_by_id.accession	5	0.6208176817000346	0.05897130792259744	0.5995878776418448	0.07661345780470069	0.6292280408875554	0.05680701316354254
stratified_random_cv	5	0.6910536235408561	0.049727894001750005	0.6968034225201629	0.06635969680445847	0.701435617978092	0.03714072208611441
