gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000067928	3	8	1	0	0
ENSMUSG00000025885	0	0	7	0	13
ENSMUSG00000025468	3	1	9	0	1
ENSMUSG00000029198	0	0	12	6	6
ENSMUSG00000017776	11	14	6	6	3
ENSMUSG00000070128	3	2	1	0	0
ENSMUSG00000092162	3	2	1	0	0
ENSMUSG00000079597	3	2	1	0	0
ENSMUSG00000111841	3	2	1	0	0
ENSMUSG00000032869	13	3	2	0	4
ENSMUSG00000032059	13	8	2	0	4
ENSMUSG00000046615	3	2	1	0	0
ENSMUSG00000086257	3	2	1	0	0
ENSMUSG00000032057	3	2	1	0	0
ENSMUSG00000034177	3	8	2	0	4
ENSMUSG00000022847	3	2	1	0	0
ENSMUSG00000063275	3	2	1	0	0
ENSMUSG00000038691	3	2	1	0	0
ENSMUSG00000073399	3	2	1	0	0
ENSMUSG00000093091	3	2	1	0	0
ENSMUSG00000066364	13	12	2	0	4
ENSMUSG00000032232	11	0	13	6	8
ENSMUSG00000027641	13	11	5	0	14
ENSMUSG00000052468	3	2	1	0	0
ENSMUSG00000098132	3	2	1	0	0
ENSMUSG00000097487	3	2	1	0	0
ENSMUSG00000084960	3	2	1	0	0
ENSMUSG00000114867	3	2	1	0	0
ENSMUSG00000026234	9	9	4	6	3
ENSMUSG00000004071	0	0	0	6	6
ENSMUSG00000030154	3	2	1	0	0
ENSMUSG00000024935	0	13	13	0	8
ENSMUSG00000039929	13	3	5	0	9
ENSMUSG00000038622	3	12	8	0	9
ENSMUSG00000002845	13	3	2	0	4
ENSMUSG00000060843	3	2	1	0	0
ENSMUSG00000033191	13	12	12	0	13
ENSMUSG00000064837	3	2	1	0	0
ENSMUSG00000028890	13	12	2	0	14
ENSMUSG00000035861	3	2	1	0	0
ENSMUSG00000065608	3	2	1	0	0
ENSMUSG00000037174	0	10	6	6	6
ENSMUSG00000078118	3	2	1	0	0
ENSMUSG00000109324	13	7	5	0	9
ENSMUSG00000086040	13	13	9	0	1
ENSMUSG00000028255	11	14	10	6	7
ENSMUSG00000079450	3	2	1	0	0
ENSMUSG00000029125	13	8	2	0	4
ENSMUSG00000040998	0	7	13	0	8
ENSMUSG00000061928	13	12	2	0	14
ENSMUSG00000057174	3	2	1	0	0
ENSMUSG00000024169	13	11	3	0	12
ENSMUSG00000070383	3	2	1	0	0
ENSMUSG00000089694	3	2	1	0	0
ENSMUSG00000090864	3	2	1	0	0
ENSMUSG00000028560	13	4	6	0	3
ENSMUSG00000058014	3	2	1	0	0
ENSMUSG00000040583	13	8	2	0	4
ENSMUSG00000069893	13	11	3	0	14
ENSMUSG00000039783	7	11	11	0	5
ENSMUSG00000085111	3	2	1	0	0
ENSMUSG00000102408	3	2	1	0	0
ENSMUSG00000021939	10	9	4	5	10
ENSMUSG00000036327	13	8	2	0	4
ENSMUSG00000022048	9	6	9	9	11
ENSMUSG00000039106	3	2	1	0	0
ENSMUSG00000069170	13	7	6	0	14
ENSMUSG00000020918	13	11	5	0	9
ENSMUSG00000028825	3	8	2	0	0
ENSMUSG00000031452	3	2	1	0	0
ENSMUSG00000029859	13	3	2	0	4
ENSMUSG00000032297	3	2	1	0	0
ENSMUSG00000040703	3	8	2	0	4
ENSMUSG00000015668	13	1	2	0	4
ENSMUSG00000016933	0	4	6	6	2
ENSMUSG00000036585	11	5	0	6	6
ENSMUSG00000028788	9	9	4	6	10
ENSMUSG00000033793	0	0	0	6	6
ENSMUSG00000063362	13	7	0	0	6
ENSMUSG00000033633	3	2	1	0	0
ENSMUSG00000054537	3	2	1	0	0
ENSMUSG00000019737	3	2	1	0	0
ENSMUSG00000006014	3	2	1	0	0
ENSMUSG00000089892	3	2	1	0	0
ENSMUSG00000078812	9	9	4	6	10
ENSMUSG00000048249	11	5	0	6	6
ENSMUSG00000042190	13	3	2	0	4
ENSMUSG00000045795	13	8	2	0	4
ENSMUSG00000039671	0	10	6	6	2
ENSMUSG00000039844	11	10	3	6	12
ENSMUSG00000089759	3	2	1	0	0
ENSMUSG00000059890	0	10	6	6	3
ENSMUSG00000002477	13	7	0	0	6
ENSMUSG00000003161	0	0	7	6	13
ENSMUSG00000034744	13	8	2	0	4
ENSMUSG00000074489	3	2	1	0	0
ENSMUSG00000031595	3	2	1	0	0
ENSMUSG00000026805	3	2	1	0	0
ENSMUSG00000032006	3	1	1	0	4
ENSMUSG00000024431	11	10	6	6	3
ENSMUSG00000024388	13	7	7	0	13
ENSMUSG00000038608	11	4	3	6	12
ENSMUSG00000050613	3	2	1	0	0
ENSMUSG00000024290	11	4	6	6	3
ENSMUSG00000000126	3	2	1	0	0
ENSMUSG00000007440	3	2	1	0	0
ENSMUSG00000058883	3	2	1	0	0
ENSMUSG00000041372	3	8	2	0	4
ENSMUSG00000028914	13	3	2	0	4
ENSMUSG00000036398	13	13	0	0	6
ENSMUSG00000115668	3	2	1	0	0
ENSMUSG00000036907	3	2	1	0	0
ENSMUSG00000034203	13	1	2	0	4
ENSMUSG00000029601	3	2	1	0	0
ENSMUSG00000005410	13	11	5	0	9
ENSMUSG00000003873	13	3	2	0	9
ENSMUSG00000028373	3	1	0	0	1
ENSMUSG00000108534	3	2	1	0	0
ENSMUSG00000002768	13	13	12	0	6
ENSMUSG00000020515	13	4	5	0	2
ENSMUSG00000072683	3	2	1	0	0
ENSMUSG00000021000	7	10	6	6	3
ENSMUSG00000025328	3	3	2	0	9
ENSMUSG00000030688	7	0	11	6	5
ENSMUSG00000057564	3	2	1	0	0
ENSMUSG00000021537	13	7	0	0	6
ENSMUSG00000016386	3	2	1	0	0
ENSMUSG00000095520	3	2	1	0	0
ENSMUSG00000039004	13	1	2	0	4
ENSMUSG00000028779	13	7	12	0	13
ENSMUSG00000041685	0	10	6	6	3
ENSMUSG00000048498	3	2	1	0	0
ENSMUSG00000054293	3	8	1	0	0
ENSMUSG00000051257	3	2	1	0	0
ENSMUSG00000025076	13	3	7	0	4
ENSMUSG00000062619	3	2	1	0	0
ENSMUSG00000017007	3	2	1	0	0
ENSMUSG00000040640	13	13	9	0	1
ENSMUSG00000027805	0	5	9	6	11
ENSMUSG00000093901	3	2	1	0	0
ENSMUSG00000050069	3	8	1	0	4
ENSMUSG00000002475	13	13	0	0	6
ENSMUSG00000046179	3	3	2	0	14
ENSMUSG00000004344	3	2	1	0	0
ENSMUSG00000031130	3	2	1	0	0
ENSMUSG00000041205	3	1	1	0	0
ENSMUSG00000023868	13	5	9	0	11
ENSMUSG00000033157	3	2	1	0	0
ENSMUSG00000044703	3	2	1	0	0
ENSMUSG00000021810	13	11	5	0	14
ENSMUSG00000002524	0	10	5	6	2
ENSMUSG00000024151	13	11	5	0	9
ENSMUSG00000027318	3	8	1	0	0
ENSMUSG00000043556	3	2	1	0	0
ENSMUSG00000090176	3	2	1	0	0
ENSMUSG00000033147	3	8	2	0	0
ENSMUSG00000020585	9	14	4	6	10
ENSMUSG00000084781	3	2	1	0	0
ENSMUSG00000041891	7	10	6	6	3
ENSMUSG00000032470	13	13	9	0	1
ENSMUSG00000020289	13	3	2	0	4
ENSMUSG00000062184	3	1	2	0	4
ENSMUSG00000034533	3	2	1	0	0
ENSMUSG00000049339	0	0	12	6	2
ENSMUSG00000070661	3	8	2	0	4
ENSMUSG00000056223	3	2	1	0	0
ENSMUSG00000040220	3	2	1	0	0
ENSMUSG00000084924	3	2	1	0	0
ENSMUSG00000038005	13	7	8	0	9
ENSMUSG00000038564	13	7	12	0	2
ENSMUSG00000022488	0	4	3	6	12
ENSMUSG00000017832	3	2	1	0	0
ENSMUSG00000039826	13	8	2	0	4
ENSMUSG00000048478	3	2	1	0	0
ENSMUSG00000098682	3	2	1	0	0
ENSMUSG00000033420	13	7	12	0	13
ENSMUSG00000053101	3	2	1	0	0
ENSMUSG00000039630	5	9	4	5	3
ENSMUSG00000028070	13	12	12	0	4
ENSMUSG00000068747	11	14	9	6	11
ENSMUSG00000043807	3	2	1	0	0
ENSMUSG00000031985	0	10	12	6	2
ENSMUSG00000038145	11	5	0	6	6
ENSMUSG00000086862	3	2	1	0	0
ENSMUSG00000019853	3	8	1	0	0
ENSMUSG00000030345	3	2	1	0	0
ENSMUSG00000047415	3	8	1	0	0
ENSMUSG00000065110	3	2	1	0	0
ENSMUSG00000047084	13	8	2	0	4
ENSMUSG00000046637	3	2	1	0	0
ENSMUSG00000048933	3	2	1	0	0
ENSMUSG00000063659	11	5	0	6	6
ENSMUSG00000049672	13	3	2	0	14
ENSMUSG00000024948	0	4	3	6	12
ENSMUSG00000022269	3	2	1	0	0
ENSMUSG00000025337	0	7	12	0	2
ENSMUSG00000020077	0	4	3	6	12
ENSMUSG00000015748	13	3	5	0	9
ENSMUSG00000040899	3	8	1	0	0
ENSMUSG00000043448	3	2	1	0	0
ENSMUSG00000073374	3	2	1	0	0
ENSMUSG00000056569	13	13	12	0	13
ENSMUSG00000020817	0	0	0	6	6
ENSMUSG00000060988	3	13	0	0	6
ENSMUSG00000097101	3	2	1	0	0
ENSMUSG00000021614	13	7	5	0	13
ENSMUSG00000025739	13	13	0	0	6
ENSMUSG00000060049	3	2	1	0	0
ENSMUSG00000029725	3	2	1	0	0
ENSMUSG00000038467	0	0	12	6	2
ENSMUSG00000118889	3	2	1	0	0
ENSMUSG00000022911	13	3	2	0	4
ENSMUSG00000026288	0	4	3	0	12
ENSMUSG00000029254	13	11	3	0	14
ENSMUSG00000030079	13	3	5	0	9
ENSMUSG00000090383	3	2	1	0	0
ENSMUSG00000042626	0	4	12	0	2
ENSMUSG00000091631	3	2	1	0	0
ENSMUSG00000062300	13	12	7	0	13
ENSMUSG00000051952	3	2	1	0	0
ENSMUSG00000059325	0	7	12	0	13
ENSMUSG00000115001	3	2	1	0	0
ENSMUSG00000028692	9	14	13	13	8
ENSMUSG00000098789	3	2	1	0	0
ENSMUSG00000023289	3	2	1	0	0
ENSMUSG00000025255	13	12	2	0	1
ENSMUSG00000080662	3	2	1	0	0
ENSMUSG00000079494	3	2	1	0	0
ENSMUSG00000064213	3	2	1	0	0
ENSMUSG00000034818	3	13	9	0	1
ENSMUSG00000039033	13	13	0	0	6
ENSMUSG00000037890	3	8	2	0	4
ENSMUSG00000097074	3	2	1	0	0
ENSMUSG00000084811	3	2	1	0	0
ENSMUSG00000041920	13	11	3	0	14
ENSMUSG00000015468	13	8	2	0	4
ENSMUSG00000017146	3	3	5	0	9
ENSMUSG00000085582	3	2	1	0	0
ENSMUSG00000055026	3	1	1	0	0
ENSMUSG00000026832	0	4	3	0	12
ENSMUSG00000052187	3	2	1	0	0
ENSMUSG00000044522	3	2	1	0	0
ENSMUSG00000104861	3	2	1	0	0
ENSMUSG00000117633	3	2	1	0	0
ENSMUSG00000018446	13	7	12	0	2
ENSMUSG00000049929	3	2	1	0	0
ENSMUSG00000033389	13	13	9	0	1
ENSMUSG00000042063	13	11	6	0	14
ENSMUSG00000037033	13	7	7	0	13
ENSMUSG00000097675	3	2	1	0	0
ENSMUSG00000073960	3	2	1	0	0
ENSMUSG00000076145	3	2	1	0	0
ENSMUSG00000001225	0	0	7	0	13
ENSMUSG00000052295	3	2	1	0	0
ENSMUSG00000003662	13	7	0	0	6
ENSMUSG00000032279	11	5	14	6	10
ENSMUSG00000022241	0	4	5	0	2
ENSMUSG00000070990	3	2	1	0	0
ENSMUSG00000032633	13	11	12	0	2
ENSMUSG00000118678	3	2	1	0	0
ENSMUSG00000003429	5	9	4	5	10
ENSMUSG00000041308	0	4	6	0	3
ENSMUSG00000026418	0	12	2	0	4
ENSMUSG00000079258	3	2	1	0	0
ENSMUSG00000044067	13	13	0	0	6
ENSMUSG00000039470	13	1	0	0	1
ENSMUSG00000032598	3	1	2	0	1
ENSMUSG00000097326	3	2	1	0	0
ENSMUSG00000106880	3	2	1	0	0
ENSMUSG00000097191	3	2	1	0	0
ENSMUSG00000024347	3	1	0	0	1
ENSMUSG00000090840	3	2	1	0	0
ENSMUSG00000094018	3	2	1	0	0
ENSMUSG00000014859	13	11	3	0	2
ENSMUSG00000026024	0	0	0	0	6
ENSMUSG00000029618	3	2	1	0	0
ENSMUSG00000002803	13	8	2	0	4
ENSMUSG00000078627	3	2	1	0	0
ENSMUSG00000029477	3	2	1	0	0
ENSMUSG00000072647	3	2	1	0	0
ENSMUSG00000041438	13	3	5	0	9
ENSMUSG00000022843	13	12	7	0	13
ENSMUSG00000037466	3	8	1	0	0
ENSMUSG00000068323	3	8	1	0	0
ENSMUSG00000062248	3	3	8	0	9
ENSMUSG00000063239	3	13	0	0	1
ENSMUSG00000040694	0	12	2	0	4
ENSMUSG00000040661	0	4	6	0	2
ENSMUSG00000076005	3	2	1	0	0
ENSMUSG00000030669	3	2	1	0	0
ENSMUSG00000098807	3	2	1	0	0
ENSMUSG00000091002	3	2	1	0	0
ENSMUSG00000048271	0	4	6	6	3
ENSMUSG00000006570	3	2	1	0	0
ENSMUSG00000045584	3	2	1	0	0
ENSMUSG00000049553	0	4	12	0	2
ENSMUSG00000101578	3	2	1	0	0
ENSMUSG00000024576	9	9	6	6	3
ENSMUSG00000063804	3	2	1	0	0
ENSMUSG00000070075	3	2	1	0	0
ENSMUSG00000097091	3	2	1	0	0
ENSMUSG00000031820	13	7	12	0	2
ENSMUSG00000028642	3	2	1	0	0
ENSMUSG00000022347	7	12	11	0	5
ENSMUSG00000045236	3	2	1	0	0
ENSMUSG00000058499	3	2	1	0	0
ENSMUSG00000025265	3	8	1	0	0
ENSMUSG00000022217	3	2	1	0	0
ENSMUSG00000017466	11	14	12	6	2
ENSMUSG00000046975	3	2	1	0	0
ENSMUSG00000021314	13	13	9	0	1
ENSMUSG00000061937	3	2	1	0	0
ENSMUSG00000091475	3	2	1	0	0
ENSMUSG00000105923	3	2	1	0	0
ENSMUSG00000037049	0	0	12	6	6
ENSMUSG00000022453	13	7	12	0	13
ENSMUSG00000001674	13	11	5	0	9
ENSMUSG00000003809	7	7	13	6	8
ENSMUSG00000041836	13	11	5	0	14
ENSMUSG00000031465	3	8	1	0	0
ENSMUSG00000058124	3	2	1	0	0
ENSMUSG00000108337	3	2	1	0	0
ENSMUSG00000072494	3	2	1	0	0
ENSMUSG00000090258	13	12	2	0	4
ENSMUSG00000052387	13	5	0	0	6
ENSMUSG00000071521	3	2	1	0	0
ENSMUSG00000022246	13	4	12	0	2
ENSMUSG00000029060	13	7	12	0	2
ENSMUSG00000074141	3	3	3	0	14
ENSMUSG00000051095	13	3	2	0	14
ENSMUSG00000070368	3	2	1	0	0
ENSMUSG00000038085	3	2	1	0	0
ENSMUSG00000065477	3	2	1	0	0
ENSMUSG00000059920	13	7	6	0	6
ENSMUSG00000008429	13	7	12	0	2
ENSMUSG00000062551	3	2	1	0	0
ENSMUSG00000027810	0	10	6	0	3
ENSMUSG00000045038	0	5	9	6	11
ENSMUSG00000027824	3	2	1	0	0
ENSMUSG00000054422	4	14	11	8	5
ENSMUSG00000028161	9	6	9	9	11
ENSMUSG00000107334	3	2	1	0	0
ENSMUSG00000024423	0	5	0	6	6
ENSMUSG00000022253	7	0	0	6	6
ENSMUSG00000092517	3	2	1	0	0
ENSMUSG00000118706	3	2	1	0	0
ENSMUSG00000074909	13	7	0	0	6
ENSMUSG00000059878	13	3	2	0	14
ENSMUSG00000004668	11	0	13	13	8
ENSMUSG00000024395	13	1	2	0	4
ENSMUSG00000020766	3	8	2	0	4
ENSMUSG00000069292	3	2	1	0	0
ENSMUSG00000027677	0	4	6	6	3
ENSMUSG00000097882	3	2	1	0	0
ENSMUSG00000018548	0	5	9	9	11
ENSMUSG00000063052	13	12	8	0	9
ENSMUSG00000044542	3	2	1	0	0
ENSMUSG00000034947	13	8	2	0	4
ENSMUSG00000085708	3	2	1	0	0
ENSMUSG00000052850	3	2	1	0	0
ENSMUSG00000045822	3	2	1	0	0
ENSMUSG00000034663	0	4	3	6	12
ENSMUSG00000044350	3	8	1	0	0
ENSMUSG00000039308	13	3	2	0	4
ENSMUSG00000087259	3	8	2	0	14
ENSMUSG00000054052	3	2	1	0	0
ENSMUSG00000025188	3	3	2	0	4
ENSMUSG00000025538	3	2	1	0	0
ENSMUSG00000073420	3	12	7	0	13
ENSMUSG00000080242	3	2	1	0	0
ENSMUSG00000073616	0	13	0	6	6
ENSMUSG00000003279	0	5	9	9	11
ENSMUSG00000030528	3	3	2	0	14
ENSMUSG00000048096	3	8	2	0	4
ENSMUSG00000024241	0	10	6	0	3
ENSMUSG00000031618	13	7	7	0	13
ENSMUSG00000041936	0	10	12	6	2
ENSMUSG00000020964	11	14	6	6	3
ENSMUSG00000034584	13	13	0	0	6
ENSMUSG00000060560	3	8	1	0	0
ENSMUSG00000041608	3	2	1	0	0
ENSMUSG00000028060	0	4	6	0	3
ENSMUSG00000044106	3	2	1	0	0
ENSMUSG00000028683	13	8	2	0	4
ENSMUSG00000036615	3	2	1	0	0
ENSMUSG00000027176	13	3	5	0	14
ENSMUSG00000104234	3	2	1	0	0
ENSMUSG00000101089	3	2	1	0	0
ENSMUSG00000020646	13	13	0	0	6
ENSMUSG00000000318	3	2	1	0	0
ENSMUSG00000068587	7	10	7	6	13
ENSMUSG00000071291	3	8	1	0	0
ENSMUSG00000027379	3	3	5	0	9
ENSMUSG00000015579	3	2	1	0	0
ENSMUSG00000045915	3	2	1	0	0
ENSMUSG00000027253	0	7	12	0	13
ENSMUSG00000069267	13	11	5	0	14
ENSMUSG00000050425	3	2	1	0	0
ENSMUSG00000054717	0	4	5	0	9
ENSMUSG00000065606	3	2	1	0	0
ENSMUSG00000024912	3	2	1	0	0
ENSMUSG00000070871	3	8	2	0	4
ENSMUSG00000074872	3	2	1	0	0
ENSMUSG00000070498	3	13	9	0	1
ENSMUSG00000081163	3	2	1	0	0
ENSMUSG00000054863	3	1	9	0	1
ENSMUSG00000025946	3	2	1	0	0
ENSMUSG00000035187	3	2	1	0	0
ENSMUSG00000024097	0	4	6	6	3
ENSMUSG00000029034	13	3	5	0	9
ENSMUSG00000034871	3	1	13	0	4
ENSMUSG00000024816	13	11	5	0	9
ENSMUSG00000058665	3	2	1	0	0
ENSMUSG00000078024	3	2	1	0	0
ENSMUSG00000035367	13	3	2	0	14
ENSMUSG00000020638	3	8	2	0	4
ENSMUSG00000045475	3	2	1	0	0
ENSMUSG00000092183	3	2	1	0	0
ENSMUSG00000063137	3	2	1	0	0
ENSMUSG00000073722	3	2	1	0	0
ENSMUSG00000020691	3	8	1	0	0
ENSMUSG00000025504	13	7	7	0	13
ENSMUSG00000048281	3	2	1	0	0
ENSMUSG00000028618	11	14	6	6	3
ENSMUSG00000044664	3	2	1	0	0
ENSMUSG00000041815	0	4	5	6	2
ENSMUSG00000034243	11	9	6	6	3
ENSMUSG00000022558	0	7	12	0	2
ENSMUSG00000060765	3	2	1	0	0
ENSMUSG00000048897	13	11	5	0	2
ENSMUSG00000100001	3	2	1	0	0
ENSMUSG00000064289	13	4	3	0	12
ENSMUSG00000040483	3	8	2	0	4
ENSMUSG00000050947	13	13	9	0	1
ENSMUSG00000107476	3	8	1	0	0
ENSMUSG00000032118	13	13	0	0	6
ENSMUSG00000092794	3	2	1	0	0
ENSMUSG00000051341	3	8	1	0	0
ENSMUSG00000006179	13	11	5	0	14
ENSMUSG00000103567	3	2	1	0	0
ENSMUSG00000031578	13	3	5	0	9
ENSMUSG00000087095	3	2	1	0	0
ENSMUSG00000036461	0	4	3	6	12
ENSMUSG00000060794	3	2	1	0	0
ENSMUSG00000026961	3	2	1	0	0
ENSMUSG00000030683	13	5	9	0	11
ENSMUSG00000025373	13	7	12	0	2
ENSMUSG00000104445	3	2	1	0	0
ENSMUSG00000009900	3	2	1	0	0
ENSMUSG00000027330	13	11	5	0	14
ENSMUSG00000035274	3	8	1	0	0
ENSMUSG00000031329	3	2	1	0	0
ENSMUSG00000053192	13	13	9	0	1
ENSMUSG00000090019	13	11	3	0	14
ENSMUSG00000076286	3	2	1	0	0
ENSMUSG00000074797	13	12	2	0	4
ENSMUSG00000025929	3	2	1	0	0
ENSMUSG00000074997	3	2	1	0	0
ENSMUSG00000029813	3	12	2	0	4
ENSMUSG00000032607	13	12	13	0	8
ENSMUSG00000036112	11	10	6	6	3
ENSMUSG00000015932	9	14	4	6	10
ENSMUSG00000078365	3	2	1	0	0
ENSMUSG00000052160	13	4	3	0	12
ENSMUSG00000065939	3	2	1	0	0
ENSMUSG00000047356	3	2	1	0	0
ENSMUSG00000090263	3	2	1	0	0
ENSMUSG00000000202	3	2	1	0	0
ENSMUSG00000015094	13	13	9	0	1
ENSMUSG00000015971	13	11	5	0	14
ENSMUSG00000074768	4	14	11	8	5
ENSMUSG00000028699	0	0	7	0	13
ENSMUSG00000097557	3	2	1	0	0
ENSMUSG00000043505	3	3	2	0	14
ENSMUSG00000056829	3	2	1	0	0
ENSMUSG00000041733	13	12	12	0	4
ENSMUSG00000038402	3	2	1	0	0
ENSMUSG00000027111	11	10	6	6	13
ENSMUSG00000033454	0	4	6	0	12
ENSMUSG00000025208	13	8	2	0	4
ENSMUSG00000043357	3	2	1	0	0
ENSMUSG00000001901	3	2	1	0	0
ENSMUSG00002074846	13	12	7	0	4
ENSMUSG00000051397	13	12	2	0	4
ENSMUSG00000022144	3	2	1	0	0
ENSMUSG00000031959	13	3	2	0	14
ENSMUSG00000038327	3	2	1	0	0
ENSMUSG00000038248	3	1	9	0	1
ENSMUSG00000062908	5	14	14	14	10
ENSMUSG00000022500	0	4	12	0	13
ENSMUSG00000063120	3	2	1	0	0
ENSMUSG00000097166	3	2	1	0	0
ENSMUSG00000037347	3	2	1	0	0
ENSMUSG00000035372	3	2	1	0	0
ENSMUSG00000091937	3	2	1	0	0
ENSMUSG00000068396	3	8	1	0	4
ENSMUSG00000049321	3	1	1	0	0
ENSMUSG00000059423	13	12	2	0	14
ENSMUSG00000049806	3	2	1	0	0
ENSMUSG00000034041	3	3	2	0	4
ENSMUSG00000037166	3	2	1	0	0
ENSMUSG00000030867	3	3	2	0	9
ENSMUSG00000027487	3	8	1	0	0
ENSMUSG00000043998	0	7	13	0	8
ENSMUSG00000052752	13	4	5	0	2
ENSMUSG00000005339	3	2	1	0	0
ENSMUSG00000002699	13	4	3	0	12
ENSMUSG00000022366	3	2	1	0	0
ENSMUSG00000022763	3	1	2	0	4
ENSMUSG00000001729	0	10	12	6	2
ENSMUSG00000026466	0	10	6	6	2
ENSMUSG00000031636	0	7	7	0	13
ENSMUSG00000044041	13	12	2	0	14
ENSMUSG00000064023	3	2	1	0	0
ENSMUSG00000051313	3	2	1	0	0
ENSMUSG00000022009	3	8	1	0	0
ENSMUSG00000051627	0	4	5	6	3
ENSMUSG00000028706	13	8	2	0	4
ENSMUSG00000002020	13	3	2	0	4
ENSMUSG00000046272	3	2	1	0	0
ENSMUSG00000037652	11	10	6	6	3
ENSMUSG00000014547	0	4	6	0	12
ENSMUSG00000020265	0	10	12	6	2
ENSMUSG00000057396	3	2	1	0	0
ENSMUSG00000014837	3	2	1	0	0
ENSMUSG00000004933	3	1	2	0	1
ENSMUSG00000025278	9	9	4	6	13
ENSMUSG00000056492	9	0	4	6	10
ENSMUSG00000062470	3	2	1	0	0
ENSMUSG00000015889	13	4	5	0	2
ENSMUSG00000043391	13	7	12	0	1
ENSMUSG00000106864	0	4	3	6	2
ENSMUSG00000036188	13	12	2	0	4
ENSMUSG00000018974	13	11	5	0	9
ENSMUSG00000050335	0	10	7	6	13
ENSMUSG00000039519	13	12	2	0	14
ENSMUSG00000086333	3	2	1	0	0
ENSMUSG00000018239	3	8	8	0	9
ENSMUSG00000043308	3	2	1	0	0
ENSMUSG00000031482	7	7	11	0	5
ENSMUSG00000026260	11	0	14	6	10
ENSMUSG00000024878	3	2	1	0	0
ENSMUSG00000026156	3	2	1	0	0
ENSMUSG00000037060	13	12	2	0	4
ENSMUSG00000055128	13	1	2	0	4
ENSMUSG00000096705	3	2	1	0	0
ENSMUSG00000078280	3	2	1	0	0
ENSMUSG00000031242	13	13	0	0	6
ENSMUSG00000039809	13	5	9	0	11
ENSMUSG00000056008	3	2	1	0	0
ENSMUSG00000041263	13	13	9	0	1
ENSMUSG00000039841	13	11	2	0	14
ENSMUSG00000046242	3	2	1	0	0
ENSMUSG00000064725	3	2	1	0	0
ENSMUSG00000021360	13	12	2	0	4
ENSMUSG00000030272	13	13	12	0	4
ENSMUSG00000026003	9	0	14	14	10
ENSMUSG00000021025	0	4	3	0	12
ENSMUSG00000044361	3	2	1	0	0
ENSMUSG00000091962	3	2	1	0	0
ENSMUSG00000021062	13	13	9	0	1
ENSMUSG00000089832	3	3	2	0	4
ENSMUSG00000094010	3	2	1	0	0
ENSMUSG00000033671	11	9	6	6	3
ENSMUSG00000028750	3	2	1	0	0
ENSMUSG00000024981	7	10	6	6	3
ENSMUSG00000092260	3	2	1	0	0
ENSMUSG00000031703	11	5	0	6	6
ENSMUSG00000000486	13	11	3	0	12
ENSMUSG00000032602	0	0	12	6	13
ENSMUSG00000020154	9	0	4	6	10
ENSMUSG00000065126	3	2	1	0	0
ENSMUSG00000096674	7	7	11	0	5
ENSMUSG00000022972	3	8	2	0	4
ENSMUSG00000039257	3	2	1	0	0
ENSMUSG00000024317	13	3	2	0	14
ENSMUSG00000030004	3	2	1	0	0
ENSMUSG00000020692	3	2	1	0	0
ENSMUSG00000040495	3	2	1	0	0
ENSMUSG00000020476	0	4	3	0	2
ENSMUSG00000037887	13	13	9	0	1
ENSMUSG00000024524	13	5	9	0	11
ENSMUSG00000095115	0	7	12	0	13
ENSMUSG00000027200	0	0	0	0	6
ENSMUSG00000049897	3	2	1	0	0
ENSMUSG00000062732	3	2	1	0	0
ENSMUSG00000062077	13	12	2	0	4
ENSMUSG00000070388	3	2	1	0	0
ENSMUSG00000092212	3	2	1	0	0
ENSMUSG00000060935	13	12	0	0	6
ENSMUSG00000024039	7	7	11	0	5
ENSMUSG00000109106	3	2	1	0	0
ENSMUSG00000031594	7	12	11	0	5
ENSMUSG00000070639	0	0	9	0	1
ENSMUSG00000032099	3	2	1	0	0
ENSMUSG00000024079	13	11	6	0	14
ENSMUSG00000032263	13	12	2	0	4
ENSMUSG00000073433	3	1	1	0	0
ENSMUSG00000105816	3	2	1	0	0
ENSMUSG00000032496	0	10	12	6	5
ENSMUSG00000054000	3	2	1	0	0
ENSMUSG00000029217	13	3	2	0	14
ENSMUSG00000079627	3	2	1	0	0
ENSMUSG00000023259	3	2	1	0	0
ENSMUSG00000083311	3	2	1	0	0
ENSMUSG00000024773	13	4	5	0	2
ENSMUSG00000041247	13	12	12	0	13
ENSMUSG00000069520	13	7	13	0	8
ENSMUSG00000074178	3	2	1	0	0
ENSMUSG00000067336	9	14	4	6	11
ENSMUSG00000029726	13	11	5	0	2
ENSMUSG00000034587	3	2	1	0	0
ENSMUSG00000025017	13	4	3	0	12
ENSMUSG00000030306	0	13	12	0	1
ENSMUSG00000098557	11	10	6	6	3
ENSMUSG00000058925	3	2	1	0	0
ENSMUSG00000091345	3	2	1	0	0
ENSMUSG00000025064	0	10	6	0	3
ENSMUSG00000022391	0	0	9	6	2
ENSMUSG00000023022	0	10	7	6	13
ENSMUSG00000065402	3	2	1	0	0
ENSMUSG00000079659	13	11	3	0	14
ENSMUSG00000030588	13	1	2	0	4
ENSMUSG00000024219	0	4	12	0	2
ENSMUSG00000097767	3	13	9	0	1
ENSMUSG00000020846	13	7	12	0	13
ENSMUSG00000031872	3	2	1	0	0
ENSMUSG00000096852	3	8	1	0	4
ENSMUSG00000046814	3	2	1	0	0
ENSMUSG00000048779	3	2	1	0	0
ENSMUSG00000031072	13	8	2	0	4
ENSMUSG00000049537	3	2	1	0	0
