gene	raw_pca_2d_kmeans_cluster	ftsae_pca_2d_kmeans_cluster	ftsae_latent_kmeans_cluster	raw_pca_10d_kmeans_cluster	ftsae_pca_10d_kmeans_cluster
ENSMUSG00000073764	3	2	1	0	0
ENSMUSG00000051527	3	13	9	0	1
ENSMUSG00000115482	3	2	1	0	0
ENSMUSG00000021210	6	7	11	10	5
ENSMUSG00000032249	11	14	6	6	3
ENSMUSG00000027374	13	12	5	0	9
ENSMUSG00000047562	3	2	1	0	0
ENSMUSG00000000732	13	4	3	0	12
ENSMUSG00000050071	3	1	1	0	4
ENSMUSG00000070609	3	2	1	0	0
ENSMUSG00000027502	0	4	12	0	2
ENSMUSG00000055371	13	11	5	0	13
ENSMUSG00000021263	3	12	7	0	4
ENSMUSG00000057037	13	8	2	0	4
ENSMUSG00000074886	0	4	3	6	12
ENSMUSG00000069814	3	2	1	0	0
ENSMUSG00000065470	3	2	1	0	0
ENSMUSG00000079414	3	2	1	0	0
ENSMUSG00000026727	13	11	3	0	2
ENSMUSG00000090714	3	2	1	0	0
ENSMUSG00000020664	11	14	14	6	6
ENSMUSG00000058806	3	2	1	0	0
ENSMUSG00000031722	12	10	11	10	5
ENSMUSG00000026401	3	2	1	0	0
ENSMUSG00000031443	3	2	1	0	0
ENSMUSG00000115529	3	2	1	0	0
ENSMUSG00000026207	0	13	12	6	1
ENSMUSG00000099419	3	2	1	0	0
ENSMUSG00000075327	13	3	2	0	14
ENSMUSG00000058441	3	1	2	0	1
ENSMUSG00000089371	3	2	1	0	0
ENSMUSG00000044080	11	0	14	6	10
ENSMUSG00000019936	3	2	1	0	0
ENSMUSG00000018822	3	8	2	0	4
ENSMUSG00000025041	0	10	6	0	6
ENSMUSG00000058818	13	4	3	0	12
ENSMUSG00000004264	0	10	12	6	2
ENSMUSG00000100075	3	2	1	0	0
ENSMUSG00000021640	13	7	7	0	13
ENSMUSG00000020400	13	4	3	0	2
ENSMUSG00000110874	3	2	1	0	0
ENSMUSG00000041355	0	10	12	6	2
ENSMUSG00000016552	3	8	1	0	0
ENSMUSG00000089555	3	2	1	0	0
ENSMUSG00000023953	13	3	2	0	14
ENSMUSG00000041528	0	10	3	6	2
ENSMUSG00000036596	3	2	1	0	0
ENSMUSG00000032126	13	11	5	0	9
ENSMUSG00000035371	3	2	1	0	0
ENSMUSG00000040028	0	10	6	6	3
ENSMUSG00000009030	13	7	0	0	6
ENSMUSG00000043698	3	2	1	0	0
ENSMUSG00000020231	13	13	12	0	13
ENSMUSG00000019838	0	11	6	0	14
ENSMUSG00000000320	3	8	1	0	0
ENSMUSG00000065087	13	11	2	0	14
ENSMUSG00000021843	11	10	6	6	3
ENSMUSG00000046671	0	7	12	6	2
ENSMUSG00000000214	13	12	12	0	4
ENSMUSG00000025089	13	12	2	0	4
ENSMUSG00000033080	3	2	1	0	0
ENSMUSG00000025616	0	4	6	0	3
ENSMUSG00000020902	13	7	12	0	13
ENSMUSG00000027703	3	2	1	0	0
ENSMUSG00000038776	0	10	12	6	2
ENSMUSG00000095180	3	2	1	0	0
ENSMUSG00000032348	13	7	12	0	13
ENSMUSG00000052613	3	7	2	0	14
ENSMUSG00000025961	3	2	1	0	0
ENSMUSG00000036371	9	9	4	6	3
ENSMUSG00000021594	3	2	1	0	0
ENSMUSG00000026495	13	1	2	0	4
ENSMUSG00000055976	3	2	1	0	0
ENSMUSG00000073804	3	2	1	0	0
ENSMUSG00000000724	13	0	4	0	10
ENSMUSG00000048655	3	2	1	0	0
ENSMUSG00000038880	13	1	2	0	4
ENSMUSG00000009406	13	1	2	0	1
ENSMUSG00000039699	3	2	1	0	0
ENSMUSG00000030905	3	12	2	0	4
ENSMUSG00000021893	0	10	6	0	3
ENSMUSG00000062310	3	2	1	0	0
ENSMUSG00000035458	9	5	14	7	10
ENSMUSG00000033009	13	13	9	0	1
ENSMUSG00000058368	3	2	1	0	0
ENSMUSG00000049685	3	2	1	0	0
ENSMUSG00000113875	3	2	1	0	0
ENSMUSG00000007836	0	10	12	6	2
ENSMUSG00000022652	3	2	1	0	0
ENSMUSG00000065544	3	2	1	0	0
ENSMUSG00000042863	3	2	1	0	0
ENSMUSG00000042581	3	2	1	0	0
ENSMUSG00000038446	13	11	5	0	14
ENSMUSG00000024990	12	10	11	10	5
ENSMUSG00000076435	0	7	7	0	13
ENSMUSG00000010505	3	1	2	0	4
ENSMUSG00000054072	7	11	11	0	5
ENSMUSG00000042050	3	8	1	0	0
ENSMUSG00000039488	3	2	1	0	0
ENSMUSG00000029012	13	11	8	0	9
ENSMUSG00000031731	11	10	6	6	3
ENSMUSG00000045930	13	12	12	0	13
ENSMUSG00000074635	3	2	1	0	0
ENSMUSG00000033632	13	12	2	0	14
ENSMUSG00000037143	3	2	1	0	0
ENSMUSG00000075704	13	8	2	0	4
ENSMUSG00000060254	3	2	1	0	0
ENSMUSG00000044617	13	8	2	0	4
ENSMUSG00000021840	0	4	6	6	2
ENSMUSG00000022018	13	12	2	0	4
ENSMUSG00000020075	0	4	5	6	2
ENSMUSG00000052392	13	12	2	0	4
ENSMUSG00000087204	3	2	1	0	0
ENSMUSG00000028879	0	0	0	0	6
ENSMUSG00000027674	13	13	9	0	1
ENSMUSG00000021221	3	8	2	0	4
ENSMUSG00000030413	3	8	2	0	4
ENSMUSG00000021961	3	2	1	0	0
ENSMUSG00000006732	3	8	1	0	0
ENSMUSG00000072664	13	12	13	0	8
ENSMUSG00000025362	11	9	4	6	10
ENSMUSG00000052748	13	11	6	0	14
ENSMUSG00000114136	3	2	1	0	0
ENSMUSG00000030789	13	11	3	0	12
ENSMUSG00000033200	3	2	1	0	0
ENSMUSG00000047444	3	2	1	0	0
ENSMUSG00000030986	13	7	7	0	13
ENSMUSG00000048520	3	2	1	0	0
ENSMUSG00000028312	13	11	5	0	9
ENSMUSG00000034607	0	7	6	0	3
ENSMUSG00000047747	13	7	9	0	1
ENSMUSG00000026171	13	8	2	0	4
ENSMUSG00000066224	3	2	1	0	0
ENSMUSG00000022477	10	6	14	14	10
ENSMUSG00000011658	3	8	2	0	4
ENSMUSG00000033306	9	9	7	6	13
ENSMUSG00000117679	3	8	2	0	4
ENSMUSG00000076123	3	2	1	0	0
ENSMUSG00000027317	3	8	1	0	4
ENSMUSG00000028391	3	2	1	0	0
ENSMUSG00000075142	3	2	1	0	0
ENSMUSG00000064068	13	8	2	0	4
ENSMUSG00000045731	3	2	1	0	0
ENSMUSG00000053965	0	0	7	0	13
ENSMUSG00000020290	11	10	6	6	3
ENSMUSG00000075117	3	2	1	0	0
ENSMUSG00000032570	11	0	6	6	3
ENSMUSG00000017765	13	12	12	0	2
ENSMUSG00000080657	3	2	1	0	0
ENSMUSG00000086224	3	2	1	0	0
ENSMUSG00000067848	3	2	1	0	0
ENSMUSG00000022885	0	4	3	0	12
ENSMUSG00000025525	13	8	2	0	4
ENSMUSG00000075094	3	2	1	0	0
ENSMUSG00000036550	9	9	6	6	3
ENSMUSG00000052565	0	4	5	0	12
ENSMUSG00000070841	3	2	1	0	0
ENSMUSG00000068877	13	12	11	0	5
ENSMUSG00000046027	0	11	6	0	14
ENSMUSG00000020383	3	2	1	0	0
ENSMUSG00000060556	3	2	1	0	0
ENSMUSG00000064333	3	2	1	0	0
ENSMUSG00000025789	3	2	1	0	0
ENSMUSG00000021356	13	11	3	0	12
ENSMUSG00000098705	3	2	1	0	0
ENSMUSG00000037624	3	1	1	0	0
ENSMUSG00000009731	3	2	1	0	0
ENSMUSG00000032388	13	11	5	0	9
ENSMUSG00000074476	3	8	1	0	0
ENSMUSG00000041431	3	11	8	0	9
ENSMUSG00000038567	3	1	2	0	4
ENSMUSG00000026922	0	7	12	6	6
ENSMUSG00000027618	0	7	12	0	8
ENSMUSG00000113463	3	2	1	0	0
ENSMUSG00000029632	5	6	14	14	10
ENSMUSG00000095533	3	2	1	0	0
ENSMUSG00000020516	0	4	6	0	3
ENSMUSG00000020264	13	12	12	0	4
ENSMUSG00000016087	13	11	3	0	12
ENSMUSG00000085779	13	2	1	0	0
ENSMUSG00000112739	3	2	1	0	0
ENSMUSG00000001229	13	7	12	0	2
ENSMUSG00000055368	3	8	2	0	4
ENSMUSG00000092679	3	2	1	0	0
ENSMUSG00000032179	3	8	2	0	4
ENSMUSG00000040372	3	2	1	0	0
ENSMUSG00000016998	3	2	1	0	0
ENSMUSG00000075164	3	2	1	0	0
ENSMUSG00000001349	13	7	7	0	13
ENSMUSG00000079481	13	13	9	0	1
ENSMUSG00000090084	3	2	1	0	0
ENSMUSG00000040134	6	7	11	10	5
ENSMUSG00000032609	3	8	2	0	4
ENSMUSG00000028439	13	13	9	0	1
ENSMUSG00000057322	9	14	4	9	10
ENSMUSG00000037938	3	2	1	0	0
ENSMUSG00000010110	0	4	6	0	2
ENSMUSG00000034807	0	4	3	6	2
ENSMUSG00000040258	3	2	1	0	0
ENSMUSG00000046836	0	10	6	0	3
ENSMUSG00000050052	3	8	2	0	4
ENSMUSG00000056019	13	8	2	0	14
ENSMUSG00000056863	3	2	1	0	0
ENSMUSG00000064120	13	3	2	0	4
ENSMUSG00000076049	3	2	1	0	0
ENSMUSG00000051728	3	2	1	0	0
ENSMUSG00000039138	3	2	1	0	0
ENSMUSG00000050908	3	2	1	0	0
ENSMUSG00000020451	0	10	12	0	2
ENSMUSG00000049372	3	2	1	0	0
ENSMUSG00000042500	13	8	2	0	4
ENSMUSG00000095239	3	2	1	0	0
ENSMUSG00000045691	13	8	1	0	4
ENSMUSG00000027568	3	2	1	0	0
ENSMUSG00000032221	3	3	5	0	14
ENSMUSG00000037872	3	2	1	0	0
ENSMUSG00000027656	3	2	1	0	0
ENSMUSG00000027843	13	11	3	0	12
ENSMUSG00000115466	3	2	1	0	0
ENSMUSG00000117204	3	2	1	0	0
ENSMUSG00000112388	3	2	1	0	0
ENSMUSG00000056763	0	4	6	0	14
ENSMUSG00000019230	3	2	1	0	0
ENSMUSG00000026723	3	2	1	0	0
ENSMUSG00000106253	3	2	1	0	0
ENSMUSG00000062705	3	5	4	0	10
ENSMUSG00000041040	0	0	6	0	6
ENSMUSG00000117384	3	2	1	0	0
ENSMUSG00000076214	3	2	1	0	0
ENSMUSG00000028837	0	7	12	0	9
ENSMUSG00000072770	3	2	1	0	0
ENSMUSG00000024049	5	0	14	14	10
ENSMUSG00000057513	3	2	1	0	0
ENSMUSG00000019979	13	11	5	0	14
ENSMUSG00000100194	3	2	1	0	0
ENSMUSG00000034677	3	2	1	0	0
ENSMUSG00000079043	3	8	1	0	0
ENSMUSG00000072946	0	0	12	6	6
ENSMUSG00000032948	3	2	1	0	0
ENSMUSG00000042447	13	3	2	0	14
ENSMUSG00000028789	3	2	1	0	0
ENSMUSG00000051041	3	2	1	0	0
ENSMUSG00000072900	3	2	1	0	0
ENSMUSG00000091381	3	2	1	0	0
ENSMUSG00000040280	3	2	1	0	0
ENSMUSG00000021916	13	8	2	0	4
ENSMUSG00000008658	13	5	9	0	11
ENSMUSG00000055980	0	7	12	0	6
ENSMUSG00000059456	0	10	3	6	12
ENSMUSG00000115779	3	2	1	0	0
ENSMUSG00000023176	7	12	11	0	5
ENSMUSG00000025726	3	2	1	0	0
ENSMUSG00000044293	3	2	1	0	0
ENSMUSG00000024457	13	4	3	0	12
ENSMUSG00000020439	0	7	7	0	13
ENSMUSG00000049090	13	7	12	0	13
ENSMUSG00000020973	3	2	1	0	0
ENSMUSG00000110177	3	2	1	0	0
ENSMUSG00000029310	13	12	2	0	4
ENSMUSG00000009246	3	2	1	0	0
ENSMUSG00000087226	3	2	1	0	0
ENSMUSG00000031939	11	4	6	6	3
ENSMUSG00000092607	13	8	2	0	4
ENSMUSG00000044296	3	2	1	0	0
ENSMUSG00000064272	3	2	1	0	0
ENSMUSG00000112639	3	2	1	0	0
ENSMUSG00000066797	3	2	1	0	0
ENSMUSG00000026312	3	1	0	0	6
ENSMUSG00000021047	13	13	0	0	6
ENSMUSG00000024146	13	13	0	0	6
ENSMUSG00000018750	0	0	6	6	2
ENSMUSG00000043929	13	8	2	0	4
ENSMUSG00000002948	0	10	12	0	2
ENSMUSG00000051817	3	8	1	0	0
ENSMUSG00000070837	3	2	1	0	0
ENSMUSG00000079702	3	2	1	0	0
ENSMUSG00000063018	3	2	1	0	0
ENSMUSG00000010205	13	4	3	0	2
ENSMUSG00000036686	13	11	5	0	2
ENSMUSG00000020937	3	8	1	0	0
ENSMUSG00000019943	9	6	9	9	11
ENSMUSG00000040250	13	11	5	0	14
ENSMUSG00000029219	3	2	1	0	0
ENSMUSG00000023707	3	2	1	0	0
ENSMUSG00000021194	0	5	12	6	11
ENSMUSG00000047021	3	2	1	0	0
ENSMUSG00000027820	11	0	13	6	8
ENSMUSG00000023961	13	12	2	0	4
ENSMUSG00000086349	3	2	1	0	0
ENSMUSG00000078206	3	2	1	0	0
ENSMUSG00000022783	3	2	1	0	0
ENSMUSG00000061462	10	5	14	12	10
ENSMUSG00000056666	7	0	13	6	8
ENSMUSG00000027751	0	4	3	0	12
ENSMUSG00000030196	3	2	1	0	0
ENSMUSG00000028976	3	1	13	0	4
ENSMUSG00000068739	0	0	12	6	2
ENSMUSG00000055571	3	2	1	0	0
ENSMUSG00000088113	3	2	1	0	0
ENSMUSG00000044030	13	12	2	0	4
ENSMUSG00000076118	3	2	1	0	0
ENSMUSG00000027793	3	2	1	0	0
ENSMUSG00000045555	3	2	1	0	0
ENSMUSG00000022848	13	13	12	0	6
ENSMUSG00000018001	0	7	12	0	13
ENSMUSG00000037852	9	6	9	9	11
ENSMUSG00000117199	3	2	1	0	0
ENSMUSG00000028185	3	2	1	0	0
ENSMUSG00000095362	13	1	2	0	0
ENSMUSG00000063903	5	6	13	13	8
ENSMUSG00000039579	3	1	1	0	4
ENSMUSG00000050821	13	13	9	0	1
ENSMUSG00000000693	3	8	1	0	0
ENSMUSG00000024055	13	3	2	0	4
ENSMUSG00000024212	13	7	5	0	2
ENSMUSG00000054520	13	11	3	0	14
ENSMUSG00000059108	3	8	2	0	0
ENSMUSG00000037437	3	2	1	0	0
ENSMUSG00000043289	3	2	1	0	0
ENSMUSG00000060491	3	2	1	0	0
ENSMUSG00000026283	13	3	2	0	4
ENSMUSG00000066952	3	2	1	0	0
ENSMUSG00000060827	3	2	1	0	0
ENSMUSG00000024163	11	14	9	6	11
ENSMUSG00000036731	3	2	1	0	0
ENSMUSG00000026127	13	11	5	0	9
ENSMUSG00000017314	13	13	9	0	1
ENSMUSG00000032411	0	10	6	6	3
ENSMUSG00000032536	11	14	12	6	13
ENSMUSG00000032369	13	12	7	0	13
ENSMUSG00000020978	0	0	0	0	6
ENSMUSG00000016181	13	3	2	0	14
ENSMUSG00000034664	3	8	2	0	4
ENSMUSG00000085515	3	2	1	0	0
ENSMUSG00000032436	13	3	2	0	14
ENSMUSG00000021947	13	7	13	0	8
ENSMUSG00000018500	3	2	1	0	0
ENSMUSG00000032593	3	2	1	0	0
ENSMUSG00000095341	3	2	1	0	0
ENSMUSG00000090585	3	2	1	0	0
ENSMUSG00000031665	3	1	2	0	4
ENSMUSG00000039512	13	12	2	0	4
ENSMUSG00000047053	3	2	1	0	0
ENSMUSG00000029070	13	7	12	0	13
ENSMUSG00000045503	13	8	2	0	4
ENSMUSG00000022758	3	2	1	0	0
ENSMUSG00000044378	3	2	1	0	0
ENSMUSG00000028068	3	8	2	0	0
ENSMUSG00000035621	0	4	5	6	2
ENSMUSG00000070979	3	2	1	0	0
ENSMUSG00000026579	6	7	11	10	5
ENSMUSG00000022715	3	2	1	0	0
ENSMUSG00000095125	3	2	1	0	0
ENSMUSG00000065408	3	2	1	0	0
ENSMUSG00000027671	13	11	5	0	9
ENSMUSG00000045098	0	4	6	6	3
ENSMUSG00000101360	3	2	1	0	0
ENSMUSG00000026043	5	9	10	5	7
ENSMUSG00000099794	3	2	1	0	0
ENSMUSG00000049488	3	8	1	0	0
ENSMUSG00000068809	3	2	1	0	0
ENSMUSG00000034457	3	2	1	0	0
ENSMUSG00000020346	0	4	3	6	2
ENSMUSG00000036957	3	2	1	0	0
ENSMUSG00000063511	11	9	3	6	2
ENSMUSG00000065539	3	2	1	0	0
ENSMUSG00000020715	0	7	12	0	2
ENSMUSG00000013495	13	8	2	0	4
ENSMUSG00000022961	5	9	4	5	3
ENSMUSG00000075701	13	12	12	0	6
ENSMUSG00000036752	11	14	4	6	2
ENSMUSG00000020743	13	11	3	0	12
ENSMUSG00000051495	11	10	6	6	3
ENSMUSG00000073975	3	2	1	0	0
ENSMUSG00000077881	3	2	1	0	0
ENSMUSG00000067543	3	2	1	0	0
ENSMUSG00000101693	3	2	1	0	0
ENSMUSG00000051329	13	11	5	0	14
ENSMUSG00000073643	13	7	12	0	13
ENSMUSG00000076288	3	2	1	0	0
ENSMUSG00000046862	3	8	2	0	4
ENSMUSG00000007021	3	13	9	0	1
ENSMUSG00000108114	3	2	1	0	0
ENSMUSG00000035382	13	11	7	0	13
ENSMUSG00000027680	11	10	6	6	3
ENSMUSG00000073838	0	7	12	6	2
ENSMUSG00000094586	3	2	1	0	0
ENSMUSG00000052751	13	1	2	0	4
ENSMUSG00000064224	3	2	1	0	0
ENSMUSG00000028617	13	3	5	0	9
ENSMUSG00000022113	3	2	1	0	0
ENSMUSG00000077756	3	2	1	0	0
ENSMUSG00000026986	3	1	1	0	0
ENSMUSG00000062426	3	2	1	0	0
ENSMUSG00000025510	11	0	12	6	13
ENSMUSG00000056946	3	2	1	0	0
ENSMUSG00000030304	0	4	6	0	3
ENSMUSG00000049217	3	2	1	0	0
ENSMUSG00000025534	13	11	3	0	2
ENSMUSG00000096910	13	12	0	0	6
ENSMUSG00000030589	3	8	1	0	0
ENSMUSG00000027912	3	12	2	0	4
ENSMUSG00000025243	13	12	13	0	8
ENSMUSG00000045273	3	8	1	0	0
ENSMUSG00000074731	3	2	1	0	0
ENSMUSG00000093090	3	2	1	0	0
ENSMUSG00000029715	3	2	1	0	0
ENSMUSG00000026641	13	11	5	0	9
ENSMUSG00000022945	3	8	1	0	0
ENSMUSG00000015879	3	2	1	0	0
ENSMUSG00000095932	3	2	1	0	0
ENSMUSG00000048899	3	2	1	0	0
ENSMUSG00000027068	3	8	1	0	0
ENSMUSG00000026659	3	8	1	0	0
ENSMUSG00000056494	3	2	1	0	0
ENSMUSG00000039055	3	2	1	0	0
ENSMUSG00000100004	3	2	1	0	0
ENSMUSG00000010554	13	7	5	0	9
ENSMUSG00000050931	0	7	13	0	8
ENSMUSG00000090892	3	2	1	0	0
ENSMUSG00000035148	3	2	1	0	0
ENSMUSG00000035781	0	0	12	6	2
ENSMUSG00000057147	3	3	8	0	9
ENSMUSG00000034780	3	1	1	0	0
ENSMUSG00000094910	13	13	9	0	1
ENSMUSG00000021539	13	8	2	0	4
ENSMUSG00000095650	3	2	1	0	0
ENSMUSG00000050201	3	2	1	0	0
ENSMUSG00000077921	3	2	1	0	0
ENSMUSG00000079480	3	1	1	0	0
ENSMUSG00000040520	13	7	0	0	6
ENSMUSG00000029416	13	11	2	0	14
ENSMUSG00000058833	13	1	2	0	4
ENSMUSG00000099825	3	2	1	0	0
ENSMUSG00000021681	13	7	5	0	2
ENSMUSG00000070144	3	2	1	0	0
ENSMUSG00000074179	3	1	13	0	8
ENSMUSG00000029050	0	0	12	6	2
ENSMUSG00000090747	3	2	1	0	0
ENSMUSG00000027583	13	8	2	0	4
ENSMUSG00000060288	3	8	2	0	0
ENSMUSG00000070601	3	3	2	0	14
ENSMUSG00000030590	3	8	2	0	4
ENSMUSG00000036944	3	8	1	0	0
ENSMUSG00000007872	13	12	12	0	4
ENSMUSG00000104543	3	2	1	0	0
ENSMUSG00000022587	9	9	4	5	12
ENSMUSG00000047238	3	2	1	0	0
ENSMUSG00000060301	13	12	2	0	14
ENSMUSG00000023224	7	10	11	6	5
ENSMUSG00000051146	3	1	2	0	1
ENSMUSG00000030516	11	0	12	6	13
ENSMUSG00000093674	10	14	4	5	10
ENSMUSG00000062328	10	9	4	5	10
ENSMUSG00000096620	3	2	1	0	0
ENSMUSG00000046879	13	11	3	0	12
ENSMUSG00000030172	0	0	0	0	6
ENSMUSG00000027534	3	1	2	0	4
ENSMUSG00000065528	3	2	1	0	0
ENSMUSG00000063727	3	8	2	0	4
ENSMUSG00000018858	13	12	2	0	4
ENSMUSG00000007815	9	9	4	6	3
ENSMUSG00000030990	13	3	2	0	4
ENSMUSG00000098022	3	2	1	0	0
ENSMUSG00000062031	13	8	2	0	4
ENSMUSG00000031220	3	2	1	0	0
ENSMUSG00000073601	3	2	1	0	0
ENSMUSG00000022881	3	8	1	0	0
ENSMUSG00000028347	13	13	9	0	1
ENSMUSG00000021388	13	12	2	0	4
ENSMUSG00000092054	3	2	1	0	0
ENSMUSG00000092518	3	2	1	0	0
ENSMUSG00000099988	3	2	1	0	0
ENSMUSG00000020723	3	1	2	0	0
ENSMUSG00000115654	3	2	1	0	0
ENSMUSG00000055746	3	2	1	0	0
ENSMUSG00000096607	3	2	1	0	0
ENSMUSG00000065596	3	2	1	0	0
ENSMUSG00000051934	3	12	5	0	9
ENSMUSG00000029440	13	3	2	0	4
ENSMUSG00000077734	3	2	1	0	0
ENSMUSG00000074813	3	8	1	0	0
ENSMUSG00000000134	13	11	2	0	2
ENSMUSG00000097451	0	5	9	9	11
ENSMUSG00000085014	3	2	1	0	0
ENSMUSG00000041309	3	2	1	0	0
ENSMUSG00000033594	3	2	1	0	0
ENSMUSG00000087155	3	2	1	0	0
ENSMUSG00000027412	3	8	2	0	4
ENSMUSG00000044854	3	2	1	0	0
ENSMUSG00000078938	3	2	1	0	0
ENSMUSG00000042184	3	2	1	0	0
ENSMUSG00000002384	3	2	1	0	0
ENSMUSG00000026858	13	7	12	0	13
ENSMUSG00000107677	3	2	1	0	0
ENSMUSG00000031490	13	12	2	0	4
ENSMUSG00000039098	3	2	1	0	0
ENSMUSG00000061068	3	2	1	0	0
ENSMUSG00000025389	3	12	2	0	4
ENSMUSG00000094254	3	2	1	0	0
ENSMUSG00000027434	3	2	1	0	0
ENSMUSG00000036510	3	1	2	0	1
ENSMUSG00000109270	3	2	1	0	0
ENSMUSG00000030166	13	8	2	0	0
ENSMUSG00000032202	13	3	2	0	14
ENSMUSG00000042821	3	2	1	0	0
ENSMUSG00000064156	3	2	1	0	0
ENSMUSG00000060681	13	13	0	0	6
ENSMUSG00000038072	11	0	13	6	8
ENSMUSG00000022864	13	11	5	0	14
ENSMUSG00000022455	3	2	1	0	0
ENSMUSG00000062232	0	0	9	6	3
ENSMUSG00000021003	13	12	13	0	8
ENSMUSG00000096753	3	2	1	0	0
ENSMUSG00000097537	3	2	1	0	0
ENSMUSG00000034139	3	2	1	0	0
ENSMUSG00000057967	3	2	1	0	0
ENSMUSG00000001910	0	10	12	6	2
ENSMUSG00000057982	13	3	2	0	14
ENSMUSG00000054630	7	7	11	10	5
ENSMUSG00000006369	13	7	12	0	13
ENSMUSG00000043673	3	2	1	0	0
ENSMUSG00000055319	0	4	5	0	2
ENSMUSG00000027466	0	4	3	6	2
ENSMUSG00000080626	3	2	1	0	0
ENSMUSG00000025014	0	4	5	0	12
ENSMUSG00000029415	13	11	5	0	9
ENSMUSG00000103711	3	8	1	0	4
ENSMUSG00000070002	13	3	2	0	4
ENSMUSG00000095839	3	2	1	0	0
ENSMUSG00000052469	3	2	1	0	0
ENSMUSG00000068329	13	3	2	0	4
ENSMUSG00000073730	3	2	1	0	0
ENSMUSG00000029470	13	11	3	0	13
ENSMUSG00000046178	3	2	1	0	0
ENSMUSG00000041165	3	2	1	0	0
ENSMUSG00000020592	7	4	12	6	13
ENSMUSG00000031326	3	2	1	0	0
ENSMUSG00000096256	3	2	1	0	0
ENSMUSG00000022203	3	8	1	0	0
ENSMUSG00000022560	3	8	1	0	4
ENSMUSG00000081501	3	2	1	0	0
ENSMUSG00000037470	11	10	6	6	3
ENSMUSG00000037279	3	2	1	0	0
ENSMUSG00000055960	3	2	1	0	0
ENSMUSG00000029586	3	2	1	0	0
ENSMUSG00000037315	3	8	1	0	0
ENSMUSG00000001138	13	3	2	0	4
ENSMUSG00000042808	3	12	7	0	13
ENSMUSG00000021140	11	10	6	6	3
ENSMUSG00000022686	13	11	3	0	14
ENSMUSG00000041623	3	8	1	0	0
ENSMUSG00000029250	0	10	6	6	3
ENSMUSG00000046743	13	7	12	0	13
ENSMUSG00000031796	13	3	2	0	4
ENSMUSG00000085112	3	2	1	0	0
ENSMUSG00000059874	3	2	1	0	0
ENSMUSG00000020803	0	7	13	0	8
ENSMUSG00000028453	3	8	1	0	0
ENSMUSG00000039148	13	4	5	0	2
ENSMUSG00000113591	3	2	1	0	0
ENSMUSG00000035551	3	2	1	0	0
ENSMUSG00000053765	3	2	1	0	0
ENSMUSG00000069038	3	2	1	0	0
ENSMUSG00000109901	13	11	6	0	14
ENSMUSG00000038670	11	14	10	12	7
ENSMUSG00000091526	3	2	1	0	0
ENSMUSG00000054514	3	2	1	0	0
ENSMUSG00000096995	3	2	1	0	0
ENSMUSG00000035847	11	5	9	9	11
ENSMUSG00000040714	3	8	2	0	4
ENSMUSG00000040029	0	10	6	6	3
ENSMUSG00000040181	7	0	13	6	8
ENSMUSG00000063600	3	2	1	0	0
ENSMUSG00000101970	0	11	6	0	14
ENSMUSG00000065441	3	2	1	0	0
ENSMUSG00000053030	3	2	1	0	0
ENSMUSG00000021492	7	12	11	0	5
ENSMUSG00000040767	3	2	1	0	0
ENSMUSG00000028218	13	1	2	0	4
ENSMUSG00000041216	3	1	0	0	1
ENSMUSG00000091624	3	2	1	0	0
ENSMUSG00000090122	3	2	1	0	0
ENSMUSG00000046922	3	2	1	0	0
ENSMUSG00000042215	3	2	1	0	0
ENSMUSG00000024422	13	4	5	0	2
ENSMUSG00000050266	3	2	1	0	0
ENSMUSG00000035948	13	12	2	0	4
ENSMUSG00000022055	0	5	9	9	11
ENSMUSG00000064437	3	2	1	0	0
ENSMUSG00000079536	3	2	1	0	0
ENSMUSG00000027357	13	12	2	0	6
ENSMUSG00000100727	3	2	1	0	0
ENSMUSG00000090213	0	7	13	0	8
ENSMUSG00000021708	13	13	9	0	1
ENSMUSG00000048758	11	10	12	6	2
ENSMUSG00000031535	3	2	1	0	0
ENSMUSG00000044029	3	2	1	0	0
ENSMUSG00000032412	11	10	6	6	3
ENSMUSG00000033356	3	2	1	0	0
ENSMUSG00000024844	13	11	5	0	9
ENSMUSG00000033047	0	10	12	6	2
ENSMUSG00000011752	9	14	4	6	10
ENSMUSG00000065509	3	2	1	0	0
ENSMUSG00000034795	3	2	1	0	0
ENSMUSG00000100589	3	2	1	0	0
ENSMUSG00000051726	3	1	9	0	1
ENSMUSG00000073945	3	2	1	0	0
ENSMUSG00000040354	13	11	5	0	9
ENSMUSG00000031988	0	0	0	0	6
ENSMUSG00000024053	13	8	2	0	4
ENSMUSG00000020381	3	2	1	0	0
ENSMUSG00000079532	3	2	1	0	0
ENSMUSG00000044814	3	2	1	0	0
ENSMUSG00000063576	13	7	5	0	2
ENSMUSG00000016346	13	5	9	0	11
ENSMUSG00000011179	11	14	13	6	8
ENSMUSG00000100282	3	2	1	0	0
ENSMUSG00000047992	3	2	1	0	0
ENSMUSG00000031778	0	5	9	9	11
ENSMUSG00000007877	9	5	14	14	10
ENSMUSG00000049387	3	2	1	0	0
ENSMUSG00000079681	3	2	1	0	0
ENSMUSG00000051437	3	2	1	0	0
ENSMUSG00000024300	13	11	3	0	14
ENSMUSG00000035545	11	9	3	6	2
ENSMUSG00000043190	3	2	1	0	0
ENSMUSG00000073497	3	2	1	0	0
ENSMUSG00000065493	3	2	1	0	0
ENSMUSG00000042073	13	7	13	0	8
ENSMUSG00000010796	3	8	1	0	0
ENSMUSG00000047535	3	2	1	0	0
