accession	rank_direction	gene_id	gene_symbol	baseMean	log2FoldChange	stat	pvalue	padj	significant_for_query
OSD-245	down_in_flight	ENSMUSG00000022130	Tgds	1867.62044392312	-0.461013324304254	-5.25601063142068	1.47213783688048e-07	5.34916004408892e-05	True
OSD-245	down_in_flight	ENSMUSG00000023021	Cers5	204.0138908103	-0.448893339922174	-5.20708609455829	1.91829103894883e-07	6.77693725878936e-05	True
OSD-245	down_in_flight	ENSMUSG00000024992	Pde6c	62.1241781580694	-0.975532216825919	-5.20502755608153	1.93967821145446e-07	6.77693725878936e-05	True
OSD-245	down_in_flight	ENSMUSG00000038793	Lefty1	21.8524636480191	-1.2038735380295	-5.15415317192835	2.54779631068915e-07	8.57191914307417e-05	True
OSD-245	down_in_flight	ENSMUSG00000021917	Spcs1	3154.94875872123	-0.457516968557603	-5.1459191586744	2.66214056573287e-07	8.63674460682765e-05	True
OSD-245	down_in_flight	ENSMUSG00000062691	Cebpzos	901.228888356174	-0.51977433968641	-5.1264948103226	2.95186189399319e-07	9.24645291208072e-05	True
OSD-245	down_in_flight	ENSMUSG00000021576	Pdcd6	3956.54799390316	-0.440953429590434	-5.12213153281895	3.0210103058082e-07	9.30266359930905e-05	True
OSD-245	down_in_flight	ENSMUSG00000037847	Nmrk1	2238.68196231481	-0.922791832894671	-5.09028565160064	3.57524514707602e-07	0.00010349397872	True
OSD-245	down_in_flight	ENSMUSG00000053040	Aph1c	104.646692768451	-0.56902815640918	-5.0895684051228	3.58879384597374e-07	0.00010349397872	True
OSD-245	down_in_flight	ENSMUSG00000025193	Cutc	766.913993922042	-0.422697645551888	-5.07581406588738	3.85840460889451e-07	0.0001078453768221	True
OSD-245	down_in_flight	ENSMUSG00000074254	Cyp2a4	31132.6043648981	-1.00609151853652	-5.06228194895753	4.14267752627834e-07	0.000114036614087	True
OSD-245	down_in_flight	ENSMUSG00000051435	Fhad1	238.615641502627	-0.929632527134802	-5.014327809091	5.32191875491826e-07	0.0001421891469696	True
OSD-245	down_in_flight	ENSMUSG00000024538	Ppic	257.354421348343	-0.615119534267819	-4.97316254647608	6.5869385591017e-07	0.0001709592853453	True
OSD-245	down_in_flight	ENSMUSG00000120129	ENSMUSG00000120129	60.832939571173	-0.768746312152781	-4.95284232783365	7.3137234975769e-07	0.0001871489133858	True
OSD-245	down_in_flight	ENSMUSG00000042032	Mat2b	2361.45621441381	-0.402561389068346	-4.85880137672195	1.18098535767606e-06	0.0002823176576086	True
OSD-245	down_in_flight	ENSMUSG00000114818	Gm35164	77.2958662979213	-0.727022105782502	-4.8404889987323	1.29520026564253e-06	0.000301682031105	True
OSD-245	down_in_flight	ENSMUSG00000025078	Nhlrc2	2575.75188444022	-0.406245856293818	-4.82650372502667	1.38950796173297e-06	0.0003195516537818	True
OSD-245	down_in_flight	ENSMUSG00000038550	Ciart	508.063481660826	-1.43925256766037	-4.80284127991768	1.56429881885871e-06	0.0003465875724515	True
OSD-245	down_in_flight	ENSMUSG00000087380	2210408F21Rik	717.510699713903	-0.371585650432362	-4.79180321401896	1.65288983237817e-06	0.0003574964580315	True
OSD-245	down_in_flight	ENSMUSG00000022389	Tef	6864.72985111715	-0.845800245850972	-4.78543783704609	1.70614987694656e-06	0.0003646744819337	True
OSD-245	down_in_flight	ENSMUSG00000022129	Dct	868.544371896044	-0.904493100162986	-4.74656868510804	2.0689648783861e-06	0.0004320396369595	True
OSD-245	down_in_flight	ENSMUSG00000047867	Gimap6	975.353469474086	-0.374896261670021	-4.74300377941073	2.10572339719584e-06	0.0004320396369595	True
OSD-245	down_in_flight	ENSMUSG00000086447	Gm13522	352.835334361612	-0.965737202811074	-4.74197547316389	2.11644251923157e-06	0.0004320396369595	True
OSD-245	down_in_flight	ENSMUSG00000031950	Gabarapl2	3301.60524705649	-0.397429888452225	-4.71934401171554	2.36606398699701e-06	0.0004723807748984	True
OSD-245	down_in_flight	ENSMUSG00000042797	Aqp11	1384.76616624061	-0.458604032559382	-4.71649609946608	2.39940965089483e-06	0.0004738312449723	True
OSD-463	up_in_flight	ENSMUSG00000028715	Cyp4a14	65669.0396836741	4.89660327498536	11.9496700716682	6.51834912421713e-33	1.2914153284899e-28	True
OSD-463	up_in_flight	ENSMUSG00000053469	Tg	74.5687529752425	4.11225128590293	11.3659382132653	6.179690631461019e-30	6.12160153952529e-26	True
OSD-463	up_in_flight	ENSMUSG00000050445	Cyp8b1	23514.7977110907	1.6366411027068	10.5753458877284	3.8774409306371596e-26	1.97160529938537e-22	True
OSD-463	up_in_flight	ENSMUSG00000020604	Arsg	4049.60403552285	1.40521427368531	10.572883697655	3.9806285067340496e-26	1.97160529938537e-22	True
OSD-463	up_in_flight	ENSMUSG00000086103	Gm11832	64.7774619528294	3.99874738028382	10.5157036803469	7.313281214277709e-26	2.8978145483454e-22	True
OSD-463	up_in_flight	ENSMUSG00000036027	1810046K07Rik	104.224076154444	2.8379132344939	10.4199323857513	2.0109610849528601e-25	5.69159443072658e-22	True
OSD-463	up_in_flight	ENSMUSG00000112388	AI463170	261.611727607575	1.58282461023451	10.3324847046063	5.024199554393321e-25	1.24424301964551e-21	True
OSD-463	up_in_flight	ENSMUSG00000017167	Cntnap1	566.06045967274	2.60198076542887	10.3165096859817	5.93412579219326e-25	1.30629889105481e-21	True
OSD-463	up_in_flight	ENSMUSG00000031167	Rbm3	6199.61533924853	1.76628998958174	10.2320150439622	1.42522513896191e-24	2.82365604531135e-21	True
OSD-463	up_in_flight	ENSMUSG00000020684	Rasl10b	40.588456817677	2.69972822507812	10.0629326276318	8.056208957561171e-24	1.4509964715200202e-20	True
OSD-463	up_in_flight	ENSMUSG00000032098	Treh	233.062492934158	2.00415009985507	9.97785093137451	1.90549069563128e-23	3.14596513848724e-20	True
OSD-463	up_in_flight	ENSMUSG00000038539	Atf5	5105.44134635483	1.43882263878549	9.85671385851965	6.41134047408318e-23	9.770882882502761e-20	True
OSD-463	up_in_flight	ENSMUSG00000030237	Slco1a4	3380.28942794358	2.62616397917054	9.84301284716387	7.347683892318711e-23	1.0398022376758501e-19	True
OSD-463	up_in_flight	ENSMUSG00000045193	Cirbp	487.650984532123	2.16257689916865	9.76844557807948	1.5379347850046499e-22	1.904347747532e-19	True
OSD-463	up_in_flight	ENSMUSG00000022540	Rogdi	431.491186832524	0.968466392333426	9.49667416822631	2.1670081652912602e-21	2.5254568100441398e-18	True
OSD-463	up_in_flight	ENSMUSG00000120279	ENSMUSG00000120279	231.982663172097	1.64637170920373	9.43790967171622	3.80289987843414e-21	3.9654238100809e-18	True
OSD-463	up_in_flight	ENSMUSG00000028712	Cyp4a31	359.467008097117	2.21970469369077	8.82956744620889	1.0508130549648e-18	9.46304920225574e-16	True
OSD-463	up_in_flight	ENSMUSG00000063929	Cyp4a32	1586.81430023295	1.69873475989582	8.80519731590149	1.3062258119427299e-18	1.0782894077587301e-15	True
OSD-463	up_in_flight	ENSMUSG00000032080	Apoa4	129305.916059681	2.08113080567828	8.7595168655329	1.96089002867119e-18	1.5539661299213401e-15	True
OSD-463	up_in_flight	ENSMUSG00000034258	Flvcr2	128.38909234151	2.16781076529882	8.55802120158548	1.14821251620434e-17	8.749379373477091e-15	True
OSD-463	up_in_flight	ENSMUSG00000038526	Car14	1675.81662774119	1.25162188198379	8.35198719939457	6.712393813911299e-17	4.92540541634114e-14	True
OSD-463	up_in_flight	ENSMUSG00000074768	Bhmt	624742.338295239	1.52794754126735	8.27067913219245	1.3319808194939e-16	9.42471571279042e-14	True
OSD-463	up_in_flight	ENSMUSG00000107689	Gm44386	33.9841139684652	2.77742454358848	8.26269913723498	1.42414872323259e-16	9.729391208511761e-14	True
OSD-463	up_in_flight	ENSMUSG00000090667	Mdfic2	46.0111196827476	2.0539490589753	8.1665002418186	3.17464765295507e-16	1.96550372813581e-13	True
OSD-463	up_in_flight	ENSMUSG00000085132	Gm12265	786.615670966237	1.84189356023297	8.15730944634069	3.42569918343732e-16	2.05666521885637e-13	True
OSD-463	up_in_flight	ENSMUSG00000066072	Cyp4a10	61004.9120830107	2.95564536429095	8.06948601198007	7.05947208443933e-16	4.02947648557426e-13	True
OSD-463	up_in_flight	ENSMUSG00000087404	Gm11752	312.61465963907	2.00123779041678	8.05142800958699	8.18335456882601e-16	4.5035727977105797e-13	True
OSD-463	up_in_flight	ENSMUSG00000070332	Trim80	104.066278266015	2.23339309755422	8.04221558653044	8.82284901862752e-16	4.72427796640671e-13	True
OSD-463	up_in_flight	ENSMUSG00000021228	Acot3	1460.73500993616	2.4033318910797	8.0288161950969	9.84176759358819e-16	5.13118683063603e-13	True
OSD-463	up_in_flight	ENSMUSG00000110639	Gm6831	17.8611874982366	3.064301050531	7.95143535615131	1.84362816527133e-15	9.36563107957836e-13	True
OSD-463	up_in_flight	ENSMUSG00000112189	C730027H18Rik	400.344175346417	0.978079955151692	7.94235557942976	1.9837727094734e-15	9.82562623002177e-13	True
OSD-463	up_in_flight	ENSMUSG00000097343	9030407P20Rik	81.6127887686437	1.25327445640121	7.89982595115142	2.79293147376309e-15	1.2868269385626598e-12	True
OSD-463	up_in_flight	ENSMUSG00000107516	Gm30784	546.311486928758	1.46483385221623	7.81914021891595	5.31853412730434e-15	2.34157329178119e-12	True
OSD-463	up_in_flight	ENSMUSG00000039886	Tmem120a	3727.0698804072	1.05247534881739	7.8070112559976	5.85600418125739e-15	2.52215553997981e-12	True
OSD-463	up_in_flight	ENSMUSG00000110344	Smim36	277.347964344321	1.26749983082737	7.78080143054583	7.206653591314791e-15	3.03783448832189e-12	True
OSD-463	up_in_flight	ENSMUSG00000018809	Smyd4	250.021963021758	0.9707154149673	7.74942476380155	9.23097527552069e-15	3.81008504497117e-12	True
OSD-463	up_in_flight	ENSMUSG00000119990	ENSMUSG00000119990	90.4759861799357	1.73926686048786	7.74285595778422	9.720814859894821e-15	3.9303833470252295e-12	True
OSD-463	up_in_flight	ENSMUSG00000057054	Inca1	854.993038918446	1.30094847737143	7.73473641710007	1.03617557086851e-14	4.1057420820093995e-12	True
OSD-463	up_in_flight	ENSMUSG00000078607	1810010H24Rik	145.419970119973	1.3779549358849	7.7095069558262	1.2630473857354601e-14	4.90656760905706e-12	True
OSD-463	up_in_flight	ENSMUSG00000087644	Gm14703	96.3182187615633	1.342623023005	7.62416016512751	2.45628241709761e-14	9.358436009141899e-12	True
OSD-463	up_in_flight	ENSMUSG00000037600	Kdf1	135.017366585113	1.07352630675322	7.56797435559121	3.7908879758124404e-14	1.3655467741235699e-11	True
OSD-463	up_in_flight	ENSMUSG00000086219	Srrm4os	124.512863835408	1.6446185102885	7.54593709579277	4.4904676788880905e-14	1.5886633152523398e-11	True
OSD-463	up_in_flight	ENSMUSG00000053461	Hhipl2	60.0578115540222	1.65827736137116	7.53376684652154	4.9297116979190604e-14	1.7134640027925e-11	True
OSD-463	up_in_flight	ENSMUSG00000037139	Myom3	190.969649180366	3.09219098709331	7.52405537825857	5.31028354214232e-14	1.8139196127055798e-11	True
OSD-463	up_in_flight	ENSMUSG00000109841	E330011O21Rik	176.785362153476	1.27954805337785	7.51407537608916	5.73145568854999e-14	1.9246033915517397e-11	True
OSD-463	up_in_flight	ENSMUSG00000020650	Bcap29	562.26027497849	0.739301297614433	7.50271265424164	6.251048511984621e-14	2.0142681508739898e-11	True
OSD-463	up_in_flight	ENSMUSG00000045559	Olfr827	26.0198156708037	1.85133498965341	7.50161801637043	6.303484017473611e-14	2.0142681508739898e-11	True
OSD-463	up_in_flight	ENSMUSG00000020175	Rab36	417.064962289257	1.45662405527193	7.42164825133175	1.15671679248461e-13	3.63759890360398e-11	True
OSD-463	up_in_flight	ENSMUSG00000058806	Col13a1	420.683836888052	0.899355785722857	7.39745848580946	1.38815611109514e-13	4.29721076140889e-11	True
OSD-463	up_in_flight	ENSMUSG00000078937	Cpt1b	232.816138458766	1.86122907518035	7.29113982773426	3.07343576510052e-13	9.225895360329019e-11	True
OSD-463	down_in_flight	ENSMUSG00000111864	Rpl26-ps6	62.9775289373013	-2.54472344861533	-10.4381105219082	1.66083456126936e-25	5.4840757213114195e-22	True
OSD-463	down_in_flight	ENSMUSG00000057465	Saa2	83695.6419252551	-6.68062480930943	-9.76921142275385	1.52635452458217e-22	1.904347747532e-19	True
OSD-463	down_in_flight	ENSMUSG00000101517	4732465J04Rik	1645.3303589031	-1.72384416316596	-9.4822105331164	2.48952366202488e-21	2.74013571066872e-18	True
OSD-463	down_in_flight	ENSMUSG00000074115	Saa1	43513.7491403846	-5.41802212474928	-9.16035079571347	5.1728884345240106e-20	5.12426328323949e-17	True
OSD-463	down_in_flight	ENSMUSG00000022508	Bcl6	1140.09159703022	-2.01223652491589	-8.99865946056333	2.2849046170076703e-19	2.1556442986740899e-16	True
OSD-463	down_in_flight	ENSMUSG00000030994	D7Ertd443e	40.2554035936557	-1.85624619014699	-8.80715464928675	1.2836254063711298e-18	1.0782894077587301e-15	True
OSD-463	down_in_flight	ENSMUSG00000041828	Abca8a	5707.30832404886	-1.45077367720324	-8.24675954109524	1.62747437695911e-16	1.0747840785438e-13	True
OSD-463	down_in_flight	ENSMUSG00000097203	4732419C18Rik	453.632151229471	-1.46027091888679	-8.17180394957018	3.03811956725742e-16	1.94165241504852e-13	True
OSD-463	down_in_flight	ENSMUSG00000087579	Hectd2os	4168.45067092432	-2.30009883780289	-8.06846927424908	7.11849772840193e-16	4.02947648557426e-13	True
OSD-463	down_in_flight	ENSMUSG00000120149	ENSMUSG00000120149	223.55221324143	-1.72236315844055	-7.93890237955859	2.0397822968341503e-15	9.85662606460441e-13	True
OSD-463	down_in_flight	ENSMUSG00000036110	Slc17a2	10546.7772208215	-1.08042713635658	-7.9253193440379	2.2756075908142302e-15	1.07343660926694e-12	True
OSD-463	down_in_flight	ENSMUSG00000079297	Gm2223	12.7183520298107	-23.2703041955012	-7.86734540334172	3.62245488190405e-15	1.6310926390973399e-12	True
OSD-463	down_in_flight	ENSMUSG00000022885	St6gal1	4851.61192971953	-1.51831828851697	-7.6008530135324	2.94185101636996e-14	1.0996972138928599e-11	True
OSD-463	down_in_flight	ENSMUSG00000022032	Scara5	1628.47738393224	-1.74511000240167	-7.57754657981143	3.52150606813363e-14	1.2920014485530299e-11	True
OSD-463	down_in_flight	ENSMUSG00000022504	Ciita	128.593897841866	-1.42272542470542	-7.50710963395949	6.044710274382431e-14	1.9959633326010797e-11	True
OSD-463	down_in_flight	ENSMUSG00000037432	Fer1l5	110.222861130523	-1.21542740565854	-7.3895305415489	1.4734812048333998e-13	4.4911707123321895e-11	True
OSD-463	down_in_flight	ENSMUSG00000012428	Steap4	23732.0042336896	-2.78383125615912	-7.14376759225544	9.08068854259638e-13	2.53389579444957e-10	True
OSD-463	down_in_flight	ENSMUSG00000040017	Saa4	42295.4226047813	-1.97317352398051	-7.13937531370369	9.37560194591566e-13	2.57985313545113e-10	True
OSD-463	down_in_flight	ENSMUSG00000070436	Serpinh1	901.711103630483	-1.83840473411391	-7.13156518568154	9.9233937140166e-13	2.69318186660407e-10	True
OSD-463	down_in_flight	ENSMUSG00000074469	Gm15348	35.2196720335046	-3.31024203111531	-7.04797848253415	1.8153570237801099e-12	4.61100684040148e-10	True
OSD-463	down_in_flight	ENSMUSG00000100094	1810008I18Rik	4842.47102814256	-1.36268124837824	-7.01242861988204	2.34216362920392e-12	5.65889583192536e-10	True
OSD-463	down_in_flight	ENSMUSG00000025396	Hsd17b6	2489.28590113537	-2.16845827821097	-6.97008494189724	3.16749681100286e-12	7.47076747852245e-10	True
OSD-463	down_in_flight	ENSMUSG00000043671	Dpy19l3	535.477331987027	-1.14502472393106	-6.84499938277751	7.64762011293068e-12	1.7024117941279e-09	True
OSD-463	down_in_flight	ENSMUSG00000029380	Cxcl1	2572.87467879036	-4.39728900455057	-6.79146090110336	1.1100366987154398e-11	2.3986759525511704e-09	True
OSD-463	down_in_flight	ENSMUSG00000041293	Adgrf1	614.110319057777	-2.13598722806105	-6.78408863101214	1.1682159789361499e-11	2.4886768789981804e-09	True
OSD-463	down_in_flight	ENSMUSG00000040596	Pogk	678.932751823994	-0.901428857125864	-6.778512803813	1.2141921810733798e-11	2.55096559170263e-09	True
OSD-463	down_in_flight	ENSMUSG00000060586	H2-Eb1	669.369275409413	-1.46380518083229	-6.77593029676281	1.2360826610309498e-11	2.55096559170263e-09	True
OSD-463	down_in_flight	ENSMUSG00000004951	Hspb1	848.170831719047	-2.76373615117716	-6.72529368026349	1.7523863549749698e-11	3.5319418104390403e-09	True
OSD-463	down_in_flight	ENSMUSG00000040026	Saa3	1511.51925211399	-3.64001423848953	-6.72425746223363	1.7649012680873497e-11	3.5319418104390403e-09	True
OSD-463	down_in_flight	ENSMUSG00000097691	9030616G12Rik	806.484957661293	-1.6533801141999	-6.69133656895418	2.2114138482023798e-11	4.3378743723352e-09	True
OSD-463	down_in_flight	ENSMUSG00000072235	Tuba1a	370.452954921839	-1.27702978295429	-6.66696627367928	2.61145072991399e-11	4.9274344629577e-09	True
OSD-463	down_in_flight	ENSMUSG00000070407	Hs3st3b1	5191.06169577341	-0.68533968586986	-6.65629429501667	2.8081769415108197e-11	4.9614686194678e-09	True
OSD-463	down_in_flight	ENSMUSG00000063590	Slc22a28	613.643152918294	-1.26097360208699	-6.65526756119286	2.8278513633772498e-11	4.9614686194678e-09	True
OSD-463	down_in_flight	ENSMUSG00000070348	Ccnd1	1070.69689640787	-1.27499547813597	-6.62504604518215	3.4713995349703595e-11	5.98046674668112e-09	True
OSD-463	down_in_flight	ENSMUSG00000037108	Zcwpw1	147.406540112466	-0.758049336377291	-6.60816999561286	3.8909974246437295e-11	6.64555525664151e-09	True
OSD-463	down_in_flight	ENSMUSG00000001143	Lman2l	560.678487437207	-0.923028555409191	-6.57094234733425	4.9997817081624795e-11	8.25463960017626e-09	True
OSD-463	down_in_flight	ENSMUSG00000025464	Paox	1795.93478662282	-1.09353702917069	-6.55248115734582	5.65888610673785e-11	9.083633842688252e-09	True
OSD-463	down_in_flight	ENSMUSG00000066441	Rdh11	3512.12722756152	-1.46782649787266	-6.5474571683936	5.852499809406589e-11	9.275978097917071e-09	True
OSD-463	down_in_flight	ENSMUSG00000022360	Atad2	486.601855495014	-0.725768047602715	-6.54457152560941	5.9666203144809e-11	9.381800132579011e-09	True
OSD-463	down_in_flight	ENSMUSG00000086480	Gm15287	175.274285352774	-1.72246030057767	-6.5361934415589	6.31042873632393e-11	9.76736047844138e-09	True
OSD-463	down_in_flight	ENSMUSG00000071036	Gm10309	56.70924012206	-2.74189655232983	-6.48305679930895	8.988264029969939e-11	1.34905671940731e-08	True
OSD-463	down_in_flight	ENSMUSG00000036594	H2-Aa	1489.71207093949	-1.39426615497324	-6.48153467962666	9.079429252682659e-11	1.35249362672292e-08	True
OSD-463	down_in_flight	ENSMUSG00000114828	AI463229	578.751066117725	-1.01500367001906	-6.46001305206386	1.04693950978415e-10	1.53644189391434e-08	True
OSD-463	down_in_flight	ENSMUSG00000030789	Itgax	64.0872456921308	-1.22816496802463	-6.39222047462861	1.6349392519154e-10	2.34720409122811e-08	True
OSD-463	down_in_flight	ENSMUSG00000027048	Abcb11	23112.0969421357	-0.994561224629421	-6.36233462842859	1.9870993514521e-10	2.77242340499781e-08	True
OSD-463	down_in_flight	ENSMUSG00000019916	P4ha1	1444.78220772971	-1.33020598546095	-6.29865790634943	3.00233774275976e-10	4.01907536213218e-08	True
OSD-463	down_in_flight	ENSMUSG00000089774	Slc5a3	749.076227708316	-1.2022086860264	-6.28638992581225	3.24933213672217e-10	4.30437482044084e-08	True
OSD-463	down_in_flight	ENSMUSG00000065954	Tacc1	5271.66912187348	-0.605075052888469	-6.28593251842352	3.25891491553667e-10	4.30437482044084e-08	True
OSD-463	down_in_flight	ENSMUSG00000057103	Nat8f1	6859.11997082102	-1.04616842131439	-6.27336690502988	3.53322966123237e-10	4.6357845065123e-08	True
OSD-463	down_in_flight	ENSMUSG00000022604	Cep97	384.461624493153	-0.706964012810681	-6.2652820487197	3.72151186489275e-10	4.85069691231942e-08	True
