accession	rank_direction	gene_id	gene_symbol	baseMean	log2FoldChange	stat	pvalue	padj	significant_for_query
OSD-379	down_in_flight	ENSMUSG00000020131	Pcsk4	211.93080625332	-1.20873634810908	-5.1415815567715	2.72435344393155e-07	6.82963565301438e-05	True
OSD-379	down_in_flight	ENSMUSG00000035828	Pim3	734.94912923484	-0.756681894278132	-5.08927533981862	3.59434406324953e-07	8.46117359181777e-05	True
OSD-379	down_in_flight	ENSMUSG00000041132	N4bp2l1	1489.02098857889	-0.436222188161669	-5.04480103311537	4.53993541828688e-07	9.77453925014515e-05	True
OSD-379	down_in_flight	ENSMUSG00000005465	Il27ra	118.355490843922	-0.353626371399485	-5.00720241361831	5.5226841476214e-07	0.0001087799715321	True
OSD-379	down_in_flight	ENSMUSG00000005677	Nr1i3	5900.32605999406	-0.618074026819357	-4.99694967943045	5.82442590317136e-07	0.0001097877884147	True
OSD-379	down_in_flight	ENSMUSG00000038393	Txnip	3613.4157691028	-0.602631413786327	-4.9933264545866	5.93481150590599e-07	0.0001101535254793	True
OSD-379	down_in_flight	ENSMUSG00000051506	Wdfy4	368.169243698126	-0.427572292152237	-4.98612373842342	6.1602699560301e-07	0.0001132492294869	True
OSD-379	down_in_flight	ENSMUSG00000024900	Cpt1a	20407.6832900217	-0.553051481614894	-4.97310104654233	6.58902939761472e-07	0.0001188673219272	True
OSD-379	down_in_flight	ENSMUSG00000036138	Acaa1a	2678.64945083898	-0.606392645215203	-4.96528672817428	6.85996424423306e-07	0.0001206050282944	True
OSD-379	down_in_flight	ENSMUSG00000087478	4930506C21Rik	40.9459182605222	-0.683371208368638	-4.95678824411826	7.16680125133016e-07	0.0001224254553578	True
OSD-379	down_in_flight	ENSMUSG00000082271	Gm12217	13.6152463831897	-0.818385263495833	-4.9199171677871	8.6580845571706e-07	0.0001392725051725	True
OSD-379	down_in_flight	ENSMUSG00000017446	C1qtnf1	612.330732540715	-0.394805431576108	-4.91601685121219	8.83227983645605e-07	0.0001404552898783	True
OSD-379	down_in_flight	ENSMUSG00000073460	Pnldc1	92.1551561759694	-1.16741942226526	-4.91435484337148	8.90752919815184e-07	0.0001404552898783	True
OSD-379	down_in_flight	ENSMUSG00000038550	Ciart	179.527636733725	-1.9525151521912	-4.9125953129884	8.98786662155906e-07	0.0001404552898783	True
OSD-379	down_in_flight	ENSMUSG00000021417	Eci2	6685.43643861769	-0.483507992154602	-4.86508182861906	1.14409462865214e-06	0.0001711973536191	True
OSD-379	down_in_flight	ENSMUSG00000033318	Gstt2	1665.84302620856	-0.589372358968528	-4.85405526281231	1.20962003705703e-06	0.0001782388975214	True
OSD-379	down_in_flight	ENSMUSG00000094091	Ankrd40cl	22.4071242581809	-0.771345576664965	-4.84196118645088	1.28563880433934e-06	0.0001880051957588	True
OSD-379	down_in_flight	ENSMUSG00000085287	4833418N02Rik	103.053342839503	-0.35792119701766	-4.83111991819378	1.35767196596899e-06	0.0001926995732286	True
OSD-379	down_in_flight	ENSMUSG00000120154	ENSMUSG00000120154	24.3833598947961	-0.687921598902818	-4.80010577586136	1.58581849701121e-06	0.0002186503889129	True
OSD-379	down_in_flight	ENSMUSG00000068463	B630019A10Rik	1659.73699847486	-0.334835293589845	-4.73306790630238	2.21151459946998e-06	0.0002772004306075	True
OSD-379	down_in_flight	ENSMUSG00000018507	Trpv2	54.5666135274038	-0.384071489727131	-4.695154137122	2.6640576484473e-06	0.0003214019049248	True
OSD-379	down_in_flight	ENSMUSG00000106019	Gm43672	87.1426326659957	-0.628823529965505	-4.67948957735666	2.8758997783887e-06	0.0003384969111112	True
OSD-379	down_in_flight	ENSMUSG00000022383	Ppara	5037.95256075043	-0.518083959873382	-4.6702486582125	3.00835360775338e-06	0.0003498207812678	True
OSD-379	down_in_flight	ENSMUSG00000084839	Gm14097	200.85576508701	-1.0453373773138	-4.66013086527745	3.16008405364576e-06	0.0003609414348374	True
OSD-379	down_in_flight	ENSMUSG00000120174	4931408D14Rik	479.760615677389	-0.603243260093256	-4.65683033275763	3.21114866299819e-06	0.0003646164861285	True
OSD-379	down_in_flight	ENSMUSG00000031167	Rbm3	1261.32166788947	-0.471111087342581	-4.64110417715364	3.46552342536212e-06	0.0003844540154009	True
OSD-379	down_in_flight	ENSMUSG00000025981	Coq10b	947.667208138549	-0.820835023819378	-4.62619506432697	3.72444546508813e-06	0.0004038930944527	True
OSD-379	down_in_flight	ENSMUSG00000094152	Slc6a16	14.0766113682269	-0.983845104199245	-4.62323853462178	3.77794859080567e-06	0.0004074063779235	True
OSD-379	down_in_flight	ENSMUSG00000020357	Flt4	2039.95153925569	-0.354435265273714	-4.61572881709207	3.91718177839887e-06	0.0004151879710773	True
OSD-379	down_in_flight	ENSMUSG00000021620	Acot12	4449.50022173593	-0.280321900248181	-4.56994538817431	4.87851325581605e-06	0.0004982536580794	True
OSD-379	down_in_flight	ENSMUSG00000018727	Cpsf4l	148.717937574083	-0.57606988317774	-4.55856729728418	5.15037614519329e-06	0.0005169444732433	True
OSD-379	down_in_flight	ENSMUSG00000030089	Slc41a3	61.5409424197441	-0.651187968920995	-4.55421517919066	5.25815127092143e-06	0.0005231860514566	True
OSD-379	down_in_flight	ENSMUSG00000036775	Decr2	3849.29761933841	-0.484222255199813	-4.54858747894877	5.40071926946755e-06	0.0005265155760531	True
OSD-379	down_in_flight	ENSMUSG00000040618	Pck2	95.9765139749187	-0.326294238218196	-4.54529049236888	5.48595408133715e-06	0.0005267422327276	True
OSD-379	down_in_flight	ENSMUSG00000054676	1600014C10Rik	8563.07055144491	-0.34061697585439	-4.52730029511862	5.97420149108508e-06	0.0005598058804971	True
OSD-379	down_in_flight	ENSMUSG00000022389	Tef	3059.79784713764	-0.97305067583947	-4.50979238774547	6.48911003196142e-06	0.0006022081295526	True
OSD-245	up_in_flight	ENSMUSG00000094708	Gm10359	198.746888115055	26.7181034168391	9.0492907572597	1.4389993610510402e-19	1.3071870195787702e-15	True
OSD-245	up_in_flight	ENSMUSG00000095937	Gm12671	198.746888115055	26.7181034168391	9.0492907572597	1.4389993610510402e-19	1.3071870195787702e-15	True
OSD-245	up_in_flight	ENSMUSG00000024843	Chka	1465.75015148623	1.31577909292834	8.4604522999711	2.66342476202434e-17	1.61297003588194e-13	True
OSD-245	up_in_flight	ENSMUSG00000066315	Gm12918	38.0485045359912	24.7811290435355	8.39312373738088	4.73392912231272e-17	2.15015060735444e-13	True
OSD-245	up_in_flight	ENSMUSG00000055116	Arntl	342.12797879225	2.36224400609464	7.44438746527322	9.73952550915869e-14	3.26364521432008e-10	True
OSD-245	up_in_flight	ENSMUSG00000024589	Nedd4l	2074.35627106739	0.81006404898255	7.43099693919766	1.0778220654954e-13	3.26364521432008e-10	True
OSD-245	up_in_flight	ENSMUSG00000026614	Slc30a10	1595.87926546391	1.17115712774061	6.53018210630389	6.568977180422719e-11	1.32605752682133e-07	True
OSD-245	up_in_flight	ENSMUSG00000027993	Trim2	1588.14877494703	1.16621759352171	6.41948840551563	1.36733069475071e-10	2.30110492932351e-07	True
OSD-245	up_in_flight	ENSMUSG00000015357	Clpx	5373.49696456943	1.09283307041428	6.41663136490097	1.3932273350153401e-10	2.30110492932351e-07	True
OSD-245	up_in_flight	ENSMUSG00000019577	Pdk4	458.246055639191	1.17326419916045	6.38199239865733	1.7479864260616101e-10	2.64645144905728e-07	True
OSD-245	up_in_flight	ENSMUSG00000027068	Dhrs9	105.746343839966	1.54572554029423	6.34140972990076	2.27672144895523e-10	3.1818057911245e-07	True
OSD-245	up_in_flight	ENSMUSG00000003721	Insig2	7712.21408105832	1.05445955396691	6.19097059158069	5.97948658305239e-10	7.24235414939306e-07	True
OSD-245	up_in_flight	ENSMUSG00000032350	Gclc	10923.1418157692	0.789406375280899	6.12295273149929	9.185695191395501e-10	9.81680648454549e-07	True
OSD-245	up_in_flight	ENSMUSG00000112984	Gm48419	122.807662435913	0.925716602316578	6.08056740003789	1.1975799773923301e-09	1.12558244039208e-06	True
OSD-245	up_in_flight	ENSMUSG00000113273	Gm48423	122.807662435913	0.925716602316578	6.08056740003789	1.1975799773923301e-09	1.12558244039208e-06	True
OSD-245	up_in_flight	ENSMUSG00000040127	Sdr9c7	1151.71439604002	0.697637792343967	6.0647447331705	1.3216339057803101e-09	1.14340213334365e-06	True
OSD-245	up_in_flight	ENSMUSG00000022512	Cldn1	2447.79637101803	1.18650578926543	6.04629073527971	1.4821852955713902e-09	1.22401556590641e-06	True
OSD-245	up_in_flight	ENSMUSG00000029238	Clock	3100.9326755014	0.849568065299771	5.99454343451913	2.0405792249761203e-09	1.54471847330692e-06	True
OSD-245	up_in_flight	ENSMUSG00000039982	Dtx4	475.500185129067	1.28284609913685	5.94887428671066	2.69992898225566e-09	1.88662729806234e-06	True
OSD-245	up_in_flight	ENSMUSG00000052632	Asap2	381.484510250462	0.911802971561279	5.54902951420143	2.87259686797241e-08	1.41052269992764e-05	True
OSD-245	up_in_flight	ENSMUSG00000030806	Stx1b	139.683371503303	0.776195045511291	5.47497599880111	4.37570914153081e-08	1.98744709208329e-05	True
OSD-245	up_in_flight	ENSMUSG00000072999	Gm15401	52.0640597005253	1.00968249760332	5.33032886144595	9.80350786232358e-08	4.04795751915216e-05	True
OSD-245	up_in_flight	ENSMUSG00000022241	Tars	4152.3444679434	0.827401952777425	5.31072235698174	1.09191570404997e-07	4.40842766915109e-05	True
OSD-245	up_in_flight	ENSMUSG00000038244	Mical2	789.348065598109	1.00304322795247	5.26877942600642	1.37333866944711e-07	5.1980868638573e-05	True
OSD-245	up_in_flight	ENSMUSG00000042363	Lgalsl	1542.91731601106	0.830064329817356	5.17158019562391	2.32122611567187e-07	7.95698793764653e-05	True
OSD-245	up_in_flight	ENSMUSG00000020037	Rfx4	204.761421508013	0.880032733987168	5.14945236781658	2.61248106301974e-07	8.62973744598959e-05	True
OSD-245	up_in_flight	ENSMUSG00000031626	Sorbs2	3581.89004191981	0.550670257061311	5.13470359144503	2.82589038457406e-07	9.00715377314765e-05	True
OSD-245	up_in_flight	ENSMUSG00000021215	Net1	2866.71308626333	0.581440715551066	5.11383201082515	3.15688129394761e-07	9.55903655807336e-05	True
OSD-245	up_in_flight	ENSMUSG00000112873	Gm48877	27.774250446804	1.70463724846639	5.09103826485718	3.5610814589788e-07	0.00010349397872	True
OSD-245	up_in_flight	ENSMUSG00000042487	Leo1	409.911004525082	0.959526013142736	5.08484581767184	3.67924827339926e-07	0.0001044446603611	True
OSD-245	up_in_flight	ENSMUSG00000075595	Zfp652	3371.67797552204	0.463645602095641	5.03669991893047	4.73626405425936e-07	0.0001284305154295	True
OSD-245	up_in_flight	ENSMUSG00000096054	Syne1	3177.32101104107	0.651015498641943	5.00628352220737	5.54910042131554e-07	0.0001461102267455	True
OSD-245	up_in_flight	ENSMUSG00000044968	Napepld	89.9796592899859	0.469290535245662	4.94864724677467	7.47310444390802e-07	0.0001885713354679	True
OSD-245	up_in_flight	ENSMUSG00000029188	Slc34a2	42.7065713188441	1.63252194693215	4.9307551810473	8.19123380610306e-07	0.0002038607339579	True
OSD-245	up_in_flight	ENSMUSG00000120379	ENSMUSG00000120379	38.2014014240807	0.87093398052421	4.8822664167575	1.04873432719483e-06	0.0002545637128714	True
OSD-245	up_in_flight	ENSMUSG00000026380	Tfcp2l1	552.25072335494	0.676119148909847	4.8818646140225	1.05087397981939e-06	0.0002545637128714	True
OSD-245	up_in_flight	ENSMUSG00000031586	Rbpms	801.183586169792	0.280828904244779	4.84144433502896	1.2889878546376e-06	0.000301682031105	True
OSD-245	up_in_flight	ENSMUSG00000038068	Rnf144b	1935.9683614351	0.560548504026108	4.81767909425468	1.45237709962256e-06	0.0003298348393242	True
OSD-245	up_in_flight	ENSMUSG00000052512	Nav2	2291.52600744379	0.890732151496267	4.80997279070695	1.50950842689093e-06	0.0003385771493796	True
OSD-245	up_in_flight	ENSMUSG00000015755	Tab2	2308.53389829485	0.551211112401657	4.79688187359898	1.61154572174406e-06	0.0003527537671403	True
OSD-245	up_in_flight	ENSMUSG00000057230	Aak1	1333.93694175156	0.255729834344765	4.75272468460744	2.00693547217243e-06	0.0004239767867259	True
OSD-245	up_in_flight	ENSMUSG00000113387	Gm31508	47.430272545061	0.993322469532341	4.7197237155124	2.36165186577709e-06	0.0004723807748984	True
OSD-245	up_in_flight	ENSMUSG00000031286	Glt28d2	246.405258270332	0.493794863579628	4.71147872059258	2.45925779812738e-06	0.0004804279104986	True
OSD-245	up_in_flight	ENSMUSG00000004098	Col5a3	136.365551300803	1.52077064577642	4.70625445045765	2.52309563855138e-06	0.0004876553357574	True
OSD-245	up_in_flight	ENSMUSG00000113050	Gm8016	525.863519667243	0.81208744867257	4.68670919278129	2.77633022546514e-06	0.0005200037890335	True
OSD-245	up_in_flight	ENSMUSG00000027309	Dnaaf9	2170.5468049124	0.395125067891089	4.67290272112624	2.96972445493343e-06	0.0005505505499717	True
OSD-245	up_in_flight	ENSMUSG00000029772	Ahcyl2	879.517769490653	0.394649938432789	4.65730590184608	3.20374233651914e-06	0.0005879352603018	True
OSD-245	up_in_flight	ENSMUSG00000020642	Rnf144a	271.318834800438	0.779461469044105	4.63683632693943	3.53782330878721e-06	0.000636387860139	True
OSD-245	up_in_flight	ENSMUSG00000113394	Gm48436	109.092052531713	0.890197355647696	4.58371216710107	4.56792929940863e-06	0.0007829258444495	True
OSD-245	up_in_flight	ENSMUSG00000022246	Rai14	1097.23764574514	0.472508678608372	4.56329109165216	5.035791658483e-06	0.0008471320634381	True
OSD-245	down_in_flight	ENSMUSG00000004341	Gpx6	93.9603179785463	-1.08493864552675	-7.19414452050093	6.28535937861004e-13	1.6313201312941e-09	True
OSD-245	down_in_flight	ENSMUSG00000028955	Vamp3	1110.59792025703	-0.519317901093864	-6.55502458164339	5.5632711783515597e-11	1.26341888460364e-07	True
OSD-245	down_in_flight	ENSMUSG00000023132	Gzma	113.080907705849	-0.815382956148034	-6.29519430249636	3.07015043224967e-10	3.98417807522229e-07	True
OSD-245	down_in_flight	ENSMUSG00000057068	Fam47e	1311.39941964777	-1.02898647221506	-6.16019867220659	7.26537371005611e-10	8.24983184776872e-07	True
OSD-245	down_in_flight	ENSMUSG00000031712	Il15	212.804036262654	-0.612989434541972	-6.07510290155119	1.23908238704544e-09	1.12558244039208e-06	True
OSD-245	down_in_flight	ENSMUSG00000030793	Pycard	208.974980169534	-0.442810139686202	-6.01989243189815	1.74533018279693e-09	1.37865907656759e-06	True
OSD-245	down_in_flight	ENSMUSG00000032526	Ss18l2	1401.51979265731	-0.565075825548274	-5.97752340152594	2.26555391232894e-09	1.64642333916769e-06	True
OSD-245	down_in_flight	ENSMUSG00000005547	Cyp2a5	48901.491794615	-1.26561591478186	-5.88294556529626	4.030285088381171e-09	2.71193405502626e-06	True
OSD-245	down_in_flight	ENSMUSG00000078680	Mup10	10350.1696532749	-1.20458994081758	-5.8270402893643	5.6418995494410505e-09	3.61460330576858e-06	True
OSD-245	down_in_flight	ENSMUSG00000028976	Slc2a5	296.05599647171	-1.34677392234211	-5.820221257263	5.87697772096944e-09	3.61460330576858e-06	True
OSD-245	down_in_flight	ENSMUSG00000046909	Tefm	669.8170963529	-0.435713025421545	-5.81763426489424	5.9686316145452105e-09	3.61460330576858e-06	True
OSD-245	down_in_flight	ENSMUSG00000025077	Dclre1a	1571.72511186212	-0.620938830748868	-5.79708136132945	6.747895892697981e-09	3.95470234124313e-06	True
OSD-245	down_in_flight	ENSMUSG00000021880	Rnase6	75.5347952020421	-0.743602492194885	-5.72587612529944	1.02901288259276e-08	5.84222064092041e-06	True
OSD-245	down_in_flight	ENSMUSG00000069792	Wfdc17	2577.60752260458	-1.06641527757337	-5.67870758995395	1.35716255619379e-08	7.47179676391781e-06	True
OSD-245	down_in_flight	ENSMUSG00000006715	Gmnn	455.291497776029	-0.643695932701408	-5.6574065452945	1.53677446057958e-08	8.21179952935584e-06	True
OSD-245	down_in_flight	ENSMUSG00000022427	Tomm22	2588.06640583882	-0.365472522217294	-5.61402602524625	1.97672464320626e-08	1.02608952336489e-05	True
OSD-245	down_in_flight	ENSMUSG00000084839	Gm14097	388.27026945076	-1.3365850873816	-5.58932316580657	2.27956371075699e-08	1.15041981936203e-05	True
OSD-245	down_in_flight	ENSMUSG00000094793	Mup12	998.478614241187	-1.69148660704786	-5.50969426100196	3.59457497904838e-08	1.71858521629871e-05	True
OSD-245	down_in_flight	ENSMUSG00000057388	Mrpl18	1974.35256750126	-0.330803934888505	-5.49718754072829	3.85896239466534e-08	1.79768278939179e-05	True
OSD-245	down_in_flight	ENSMUSG00000078683	Mup1	1447.73341325337	-1.40643841472472	-5.46638194679646	4.59314078940267e-08	2.03532150882604e-05	True
OSD-245	down_in_flight	ENSMUSG00000086593	Gm16548	430.347188139717	-0.496836673293563	-5.38865947704473	7.0985157348776e-08	3.07061509217277e-05	True
OSD-245	down_in_flight	ENSMUSG00000059824	Dbp	1281.74542494139	-1.78969274456757	-5.36290501105371	8.18940772289157e-08	3.46011998859289e-05	True
OSD-245	down_in_flight	ENSMUSG00000109877	Gm45609	61.181773378219	-0.96218246203806	-5.28197247023246	1.27800406001101e-07	5.04756038310436e-05	True
OSD-245	down_in_flight	ENSMUSG00000040139	9430038I01Rik	391.089591706265	-0.436606407708503	-5.26973250876351	1.36622710292727e-07	5.1980868638573e-05	True
OSD-245	down_in_flight	ENSMUSG00000078713	Tomm5	2000.07502430745	-0.851584379987293	-5.26259047319162	1.42039728002415e-07	5.26648526193444e-05	True
