accession	direction	term	clean_term	description	pathway_genes_tested	universe_genes_tested	mean_wald_stat_in_pathway	mean_wald_stat_all_genes	mean_wald_stat_shift	p_value	overlap_genes	fdr_bh
OSD-245	up_in_flight	REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	Homologous Recombination Repair Of Replication Independent Double Strand Breaks	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	14	24291	0.07704732545353783	0.009243855223417226	0.06780347023012061	0.41808179348480956	ENSMUSG00000000751,ENSMUSG00000012483,ENSMUSG00000017146,ENSMUSG00000020380,ENSMUSG00000027323,ENSMUSG00000028224,ENSMUSG00000028884,ENSMUSG00000030166,ENSMUSG00000034218,ENSMUSG00000034329,ENSMUSG00000041147,ENSMUSG00000043909,ENSMUSG00000056394,ENSMUSG00000061607	1.0
OSD-245	up_in_flight	REACTOME_GABA_RECEPTOR_ACTIVATION	Gaba Receptor Activation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GABA_RECEPTOR_ACTIVATION	37	24291	0.07627290552818378	0.009243855223417226	0.06702905030476655	0.4213724800343741	ENSMUSG00000000001,ENSMUSG00000000560,ENSMUSG00000005580,ENSMUSG00000020431,ENSMUSG00000020654,ENSMUSG00000021536,ENSMUSG00000022220,ENSMUSG00000022376,ENSMUSG00000022840,ENSMUSG00000022994,ENSMUSG00000023267,ENSMUSG00000024462,ENSMUSG00000024524,ENSMUSG00000025656,ENSMUSG00000029064,ENSMUSG00000029212,ENSMUSG00000029663,ENSMUSG00000029713,ENSMUSG00000031343,ENSMUSG00000031659,ENSMUSG00000032034,ENSMUSG00000032562,ENSMUSG00000033676,ENSMUSG00000036402,ENSMUSG00000038607,ENSMUSG00000038811,ENSMUSG00000039809,ENSMUSG00000041695,ENSMUSG00000043004,ENSMUSG00000043301,ENSMUSG00000044708,ENSMUSG00000048240,ENSMUSG00000051497,ENSMUSG00000055026,ENSMUSG00000057614,ENSMUSG00000062609,ENSMUSG00000071658	1.0
OSD-245	up_in_flight	REACTOME_NETRIN1_SIGNALING	Netrin1 Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NETRIN1_SIGNALING	37	24291	0.07844407024915159	0.009243855223417226	0.06920021502573437	0.4221802761428219	ENSMUSG00000001847,ENSMUSG00000006699,ENSMUSG00000016933,ENSMUSG00000017781,ENSMUSG00000019843,ENSMUSG00000020019,ENSMUSG00000020099,ENSMUSG00000020902,ENSMUSG00000021541,ENSMUSG00000022263,ENSMUSG00000022272,ENSMUSG00000022607,ENSMUSG00000022883,ENSMUSG00000025020,ENSMUSG00000025085,ENSMUSG00000025876,ENSMUSG00000026778,ENSMUSG00000027646,ENSMUSG00000027716,ENSMUSG00000029684,ENSMUSG00000031558,ENSMUSG00000031997,ENSMUSG00000032340,ENSMUSG00000032475,ENSMUSG00000032735,ENSMUSG00000036432,ENSMUSG00000036840,ENSMUSG00000040749,ENSMUSG00000041710,ENSMUSG00000048027,ENSMUSG00000052397,ENSMUSG00000056427,ENSMUSG00000058325,ENSMUSG00000059921,ENSMUSG00000060534,ENSMUSG00000063626,ENSMUSG00000070509	1.0
OSD-245	up_in_flight	REACTOME_ENDOGENOUS_STEROLS	Endogenous Sterols	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ENDOGENOUS_STEROLS	13	24291	0.04506757085622691	0.009243855223417226	0.035823715632809686	0.43025865701963956	ENSMUSG00000001467,ENSMUSG00000003555,ENSMUSG00000020660,ENSMUSG00000021259,ENSMUSG00000023963,ENSMUSG00000024087,ENSMUSG00000024365,ENSMUSG00000026170,ENSMUSG00000028240,ENSMUSG00000032274,ENSMUSG00000032323,ENSMUSG00000039519,ENSMUSG00000050445	1.0
OSD-245	up_in_flight	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	Activation Of The Pre Replicative Complex	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	29	24291	-0.040564664304990485	0.009243855223417226	-0.04980851952840771	0.431456319425157	ENSMUSG00000000028,ENSMUSG00000000751,ENSMUSG00000002297,ENSMUSG00000002870,ENSMUSG00000005410,ENSMUSG00000006585,ENSMUSG00000006678,ENSMUSG00000007080,ENSMUSG00000012483,ENSMUSG00000017499,ENSMUSG00000020974,ENSMUSG00000022673,ENSMUSG00000024833,ENSMUSG00000025358,ENSMUSG00000025395,ENSMUSG00000026037,ENSMUSG00000026134,ENSMUSG00000026355,ENSMUSG00000026669,ENSMUSG00000026761,ENSMUSG00000027353,ENSMUSG00000028587,ENSMUSG00000028884,ENSMUSG00000029012,ENSMUSG00000029283,ENSMUSG00000029730,ENSMUSG00000031697,ENSMUSG00000040044,ENSMUSG00000041859	1.0
OSD-245	up_in_flight	REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	P75Ntr Recruits Signalling Complexes	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	11	24291	0.10751235540238077	0.009243855223417226	0.09826850017896355	0.4356755501461495	ENSMUSG00000000120,ENSMUSG00000015837,ENSMUSG00000020460,ENSMUSG00000027164,ENSMUSG00000027859,ENSMUSG00000031392,ENSMUSG00000031537,ENSMUSG00000032508,ENSMUSG00000037643,ENSMUSG00000041135,ENSMUSG00000090137	1.0
OSD-245	up_in_flight	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	Golgi Associated Vesicle Biogenesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	51	24291	0.10413381594434523	0.009243855223417226	0.09488996072092801	0.43982518799406195	ENSMUSG00000000296,ENSMUSG00000000915,ENSMUSG00000001018,ENSMUSG00000001173,ENSMUSG00000001998,ENSMUSG00000002365,ENSMUSG00000003033,ENSMUSG00000003309,ENSMUSG00000004849,ENSMUSG00000006024,ENSMUSG00000009090,ENSMUSG00000015656,ENSMUSG00000018909,ENSMUSG00000019173,ENSMUSG00000020841,ENSMUSG00000020894,ENSMUSG00000021686,ENSMUSG00000022797,ENSMUSG00000023830,ENSMUSG00000024480,ENSMUSG00000024661,ENSMUSG00000027423,ENSMUSG00000027506,ENSMUSG00000028082,ENSMUSG00000028478,ENSMUSG00000028488,ENSMUSG00000028528,ENSMUSG00000028580,ENSMUSG00000030327,ENSMUSG00000030660,ENSMUSG00000031367,ENSMUSG00000031731,ENSMUSG00000032952,ENSMUSG00000033335,ENSMUSG00000034484,ENSMUSG00000038991,ENSMUSG00000039361,ENSMUSG00000042473,ENSMUSG00000047126,ENSMUSG00000047694,ENSMUSG00000048076,ENSMUSG00000050708,ENSMUSG00000050732,ENSMUSG00000056429,ENSMUSG00000057531,ENSMUSG00000057667,ENSMUSG00000062234,ENSMUSG00000062382,ENSMUSG00000068747,ENSMUSG00000090247,ENSMUSG00000105053	1.0
OSD-245	up_in_flight	REACTOME_GLUTATHIONE_CONJUGATION	Glutathione Conjugation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUTATHIONE_CONJUGATION	22	24291	0.22482987769873794	0.009243855223417226	0.21558602247532072	0.44113706177356005	ENSMUSG00000002797,ENSMUSG00000004038,ENSMUSG00000006344,ENSMUSG00000006345,ENSMUSG00000008540,ENSMUSG00000022562,ENSMUSG00000024644,ENSMUSG00000025068,ENSMUSG00000025069,ENSMUSG00000025934,ENSMUSG00000026688,ENSMUSG00000027603,ENSMUSG00000027610,ENSMUSG00000027890,ENSMUSG00000028124,ENSMUSG00000032350,ENSMUSG00000038155,ENSMUSG00000040562,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000068762,ENSMUSG00000074604	1.0
OSD-245	up_in_flight	REACTOME_TIGHT_JUNCTION_INTERACTIONS	Tight Junction Interactions	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TIGHT_JUNCTION_INTERACTIONS	17	24291	0.40033312409901134	0.009243855223417226	0.3910892688755941	0.44832196630784527	ENSMUSG00000001739,ENSMUSG00000005699,ENSMUSG00000018569,ENSMUSG00000021112,ENSMUSG00000022512,ENSMUSG00000025812,ENSMUSG00000037643,ENSMUSG00000038235,ENSMUSG00000041378,ENSMUSG00000044279,ENSMUSG00000044641,ENSMUSG00000046798,ENSMUSG00000047109,ENSMUSG00000047230,ENSMUSG00000050520,ENSMUSG00000056214,ENSMUSG00000070473	1.0
OSD-245	up_in_flight	REACTOME_SIGNALING_BY_NOTCH	Signaling By Notch	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_NOTCH	94	24291	0.121173366389542	0.009243855223417226	0.11192951116612478	0.4511395514436173	ENSMUSG00000000708,ENSMUSG00000002227,ENSMUSG00000002799,ENSMUSG00000003458,ENSMUSG00000004698,ENSMUSG00000004947,ENSMUSG00000008305,ENSMUSG00000008855,ENSMUSG00000010609,ENSMUSG00000014773,ENSMUSG00000015750,ENSMUSG00000016477,ENSMUSG00000018169,ENSMUSG00000018501,ENSMUSG00000018909,ENSMUSG00000019777,ENSMUSG00000019789,ENSMUSG00000019969,ENSMUSG00000020460,ENSMUSG00000020788,ENSMUSG00000020918,ENSMUSG00000020964,ENSMUSG00000021039,ENSMUSG00000021109,ENSMUSG00000021224,ENSMUSG00000022346,ENSMUSG00000022400,ENSMUSG00000022475,ENSMUSG00000022521,ENSMUSG00000022528,ENSMUSG00000022747,ENSMUSG00000024294,ENSMUSG00000024454,ENSMUSG00000024642,ENSMUSG00000025158,ENSMUSG00000025246,ENSMUSG00000025571,ENSMUSG00000026313,ENSMUSG00000027276,ENSMUSG00000027314,ENSMUSG00000027490,ENSMUSG00000027630,ENSMUSG00000027878,ENSMUSG00000028086,ENSMUSG00000028252,ENSMUSG00000028413,ENSMUSG00000028538,ENSMUSG00000028800,ENSMUSG00000029060,ENSMUSG00000029390,ENSMUSG00000029467,ENSMUSG00000029478,ENSMUSG00000029570,ENSMUSG00000029603,ENSMUSG00000029635,ENSMUSG00000029686,ENSMUSG00000030530,ENSMUSG00000030704,ENSMUSG00000030730,ENSMUSG00000031161,ENSMUSG00000031925,ENSMUSG00000032280,ENSMUSG00000032375,ENSMUSG00000032744,ENSMUSG00000034064,ENSMUSG00000034245,ENSMUSG00000034771,ENSMUSG00000036309,ENSMUSG00000036835,ENSMUSG00000038146,ENSMUSG00000038482,ENSMUSG00000039191,ENSMUSG00000039982,ENSMUSG00000040289,ENSMUSG00000040856,ENSMUSG00000046020,ENSMUSG00000047888,ENSMUSG00000049086,ENSMUSG00000050567,ENSMUSG00000052593,ENSMUSG00000052684,ENSMUSG00000052707,ENSMUSG00000053040,ENSMUSG00000054693,ENSMUSG00000055022,ENSMUSG00000055024,ENSMUSG00000059401,ENSMUSG00000059552,ENSMUSG00000060216,ENSMUSG00000061143,ENSMUSG00000062906,ENSMUSG00000067567,ENSMUSG00000070348,ENSMUSG00000090137	1.0
OSD-245	up_in_flight	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	Resolution Of Ap Sites Via The Single Nucleotide Replacement Pathway	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	12	24291	0.014881179153811356	0.009243855223417226	0.0056373239303941294	0.4571829521697523	ENSMUSG00000020287,ENSMUSG00000020697,ENSMUSG00000028687,ENSMUSG00000030271,ENSMUSG00000030322,ENSMUSG00000031536,ENSMUSG00000034674,ENSMUSG00000035960,ENSMUSG00000036061,ENSMUSG00000041429,ENSMUSG00000042417,ENSMUSG00000051768	1.0
OSD-245	up_in_flight	REACTOME_RECYCLING_PATHWAY_OF_L1	Recycling Pathway Of L1	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RECYCLING_PATHWAY_OF_L1	25	24291	0.07075627494200858	0.009243855223417226	0.06151241971859135	0.4600914141215626	ENSMUSG00000002957,ENSMUSG00000003644,ENSMUSG00000008036,ENSMUSG00000021180,ENSMUSG00000021224,ENSMUSG00000022048,ENSMUSG00000022841,ENSMUSG00000023809,ENSMUSG00000025665,ENSMUSG00000026825,ENSMUSG00000027646,ENSMUSG00000028478,ENSMUSG00000028488,ENSMUSG00000031207,ENSMUSG00000031309,ENSMUSG00000031391,ENSMUSG00000032050,ENSMUSG00000033335,ENSMUSG00000034311,ENSMUSG00000035152,ENSMUSG00000047126,ENSMUSG00000052397,ENSMUSG00000060279,ENSMUSG00000063358,ENSMUSG00000118668	1.0
OSD-245	up_in_flight	REACTOME_REGULATORY_RNA_PATHWAYS	Regulatory Rna Pathways	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATORY_RNA_PATHWAYS	18	24291	0.04159755530803704	0.009243855223417226	0.03235370008461982	0.4726627717527982	ENSMUSG00000004667,ENSMUSG00000005198,ENSMUSG00000019738,ENSMUSG00000021018,ENSMUSG00000022191,ENSMUSG00000022718,ENSMUSG00000023051,ENSMUSG00000024258,ENSMUSG00000025571,ENSMUSG00000029250,ENSMUSG00000031783,ENSMUSG00000033020,ENSMUSG00000038489,ENSMUSG00000041415,ENSMUSG00000047888,ENSMUSG00000052707,ENSMUSG00000067150,ENSMUSG00000071662	1.0
OSD-245	up_in_flight	REACTOME_DAG_AND_IP3_SIGNALING	Dag And Ip3 Signaling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DAG_AND_IP3_SIGNALING	29	24291	0.1504214122940049	0.009243855223417226	0.14117755707058768	0.474726354573032	ENSMUSG00000001175,ENSMUSG00000002997,ENSMUSG00000005034,ENSMUSG00000005469,ENSMUSG00000005580,ENSMUSG00000016933,ENSMUSG00000019370,ENSMUSG00000020431,ENSMUSG00000020612,ENSMUSG00000020654,ENSMUSG00000021536,ENSMUSG00000021948,ENSMUSG00000022220,ENSMUSG00000022376,ENSMUSG00000022489,ENSMUSG00000022840,ENSMUSG00000022994,ENSMUSG00000025855,ENSMUSG00000025958,ENSMUSG00000030287,ENSMUSG00000031659,ENSMUSG00000032601,ENSMUSG00000036438,ENSMUSG00000038128,ENSMUSG00000042644,ENSMUSG00000045038,ENSMUSG00000050965,ENSMUSG00000059173,ENSMUSG00000078816	1.0
OSD-245	up_in_flight	REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	Na Cl Dependent Neurotransmitter Transporters	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	13	24291	0.0799421214892557	0.009243855223417226	0.07069826626583847	0.47726106021342296	ENSMUSG00000019894,ENSMUSG00000021565,ENSMUSG00000021612,ENSMUSG00000025094,ENSMUSG00000025243,ENSMUSG00000028542,ENSMUSG00000030096,ENSMUSG00000030109,ENSMUSG00000030310,ENSMUSG00000036330,ENSMUSG00000036814,ENSMUSG00000039728,ENSMUSG00000052026	1.0
OSD-245	up_in_flight	REACTOME_SMOOTH_MUSCLE_CONTRACTION	Smooth Muscle Contraction	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SMOOTH_MUSCLE_CONTRACTION	23	24291	0.09096412408384517	0.009243855223417226	0.08172026886042795	0.48063263067568485	ENSMUSG00000001175,ENSMUSG00000018830,ENSMUSG00000019370,ENSMUSG00000021823,ENSMUSG00000022091,ENSMUSG00000022817,ENSMUSG00000022836,ENSMUSG00000025006,ENSMUSG00000027940,ENSMUSG00000028465,ENSMUSG00000029761,ENSMUSG00000031799,ENSMUSG00000032366,ENSMUSG00000034868,ENSMUSG00000035783,ENSMUSG00000036438,ENSMUSG00000039824,ENSMUSG00000042284,ENSMUSG00000048096,ENSMUSG00000059430,ENSMUSG00000067818,ENSMUSG00000090841,ENSMUSG00000117098	1.0
OSD-245	up_in_flight	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	Triglyceride Biosynthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	34	24291	0.07822633448113907	0.009243855223417226	0.06898247925772184	0.4810413018294433	ENSMUSG00000001211,ENSMUSG00000003528,ENSMUSG00000006390,ENSMUSG00000018796,ENSMUSG00000020532,ENSMUSG00000020593,ENSMUSG00000020917,ENSMUSG00000021364,ENSMUSG00000021608,ENSMUSG00000021696,ENSMUSG00000022555,ENSMUSG00000023019,ENSMUSG00000023827,ENSMUSG00000024052,ENSMUSG00000024978,ENSMUSG00000024981,ENSMUSG00000025059,ENSMUSG00000025153,ENSMUSG00000026922,ENSMUSG00000027134,ENSMUSG00000027195,ENSMUSG00000027412,ENSMUSG00000030747,ENSMUSG00000031278,ENSMUSG00000031467,ENSMUSG00000031708,ENSMUSG00000032349,ENSMUSG00000032883,ENSMUSG00000034254,ENSMUSG00000038754,ENSMUSG00000041220,ENSMUSG00000046338,ENSMUSG00000050627,ENSMUSG00000054469	1.0
OSD-245	up_in_flight	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	Activation Of Bh3 Only Proteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	14	24291	0.07721969992670974	0.009243855223417226	0.06797584470329252	0.48275049497392486	ENSMUSG00000001729,ENSMUSG00000004446,ENSMUSG00000009013,ENSMUSG00000018326,ENSMUSG00000020483,ENSMUSG00000021936,ENSMUSG00000024959,ENSMUSG00000027381,ENSMUSG00000027490,ENSMUSG00000033953,ENSMUSG00000038482,ENSMUSG00000040093,ENSMUSG00000057329,ENSMUSG00000059552	1.0
OSD-245	up_in_flight	REACTOME_SIGNALING_BY_NOTCH1	Signaling By Notch1	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_NOTCH1	67	24291	0.12613232349547326	0.009243855223417226	0.11688846827205604	0.48379811559947017	ENSMUSG00000000708,ENSMUSG00000002799,ENSMUSG00000003458,ENSMUSG00000004698,ENSMUSG00000004947,ENSMUSG00000008305,ENSMUSG00000008855,ENSMUSG00000010609,ENSMUSG00000014773,ENSMUSG00000015750,ENSMUSG00000018501,ENSMUSG00000018909,ENSMUSG00000019777,ENSMUSG00000019789,ENSMUSG00000019969,ENSMUSG00000020460,ENSMUSG00000020918,ENSMUSG00000021039,ENSMUSG00000021109,ENSMUSG00000021224,ENSMUSG00000022346,ENSMUSG00000022400,ENSMUSG00000022475,ENSMUSG00000022521,ENSMUSG00000022528,ENSMUSG00000024294,ENSMUSG00000024454,ENSMUSG00000024642,ENSMUSG00000025246,ENSMUSG00000026313,ENSMUSG00000027276,ENSMUSG00000027314,ENSMUSG00000027630,ENSMUSG00000028086,ENSMUSG00000028252,ENSMUSG00000028800,ENSMUSG00000029060,ENSMUSG00000029478,ENSMUSG00000029603,ENSMUSG00000029635,ENSMUSG00000029686,ENSMUSG00000031161,ENSMUSG00000031925,ENSMUSG00000032280,ENSMUSG00000032375,ENSMUSG00000032744,ENSMUSG00000034245,ENSMUSG00000034771,ENSMUSG00000036309,ENSMUSG00000036835,ENSMUSG00000039191,ENSMUSG00000039982,ENSMUSG00000040289,ENSMUSG00000040856,ENSMUSG00000049086,ENSMUSG00000050567,ENSMUSG00000052593,ENSMUSG00000053040,ENSMUSG00000054693,ENSMUSG00000055022,ENSMUSG00000055024,ENSMUSG00000059401,ENSMUSG00000060216,ENSMUSG00000061143,ENSMUSG00000062906,ENSMUSG00000067567,ENSMUSG00000090137	1.0
OSD-245	up_in_flight	REACTOME_SIGNAL_TRANSDUCTION_BY_L1	Signal Transduction By L1	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNAL_TRANSDUCTION_BY_L1	34	24291	0.041815433945393395	0.009243855223417226	0.03257157872197617	0.48636775299709256	ENSMUSG00000000555,ENSMUSG00000001847,ENSMUSG00000002957,ENSMUSG00000003644,ENSMUSG00000004936,ENSMUSG00000008036,ENSMUSG00000020122,ENSMUSG00000020689,ENSMUSG00000021180,ENSMUSG00000022841,ENSMUSG00000023809,ENSMUSG00000024387,ENSMUSG00000025665,ENSMUSG00000025809,ENSMUSG00000025810,ENSMUSG00000027087,ENSMUSG00000028478,ENSMUSG00000028488,ENSMUSG00000030774,ENSMUSG00000031309,ENSMUSG00000031391,ENSMUSG00000031565,ENSMUSG00000034664,ENSMUSG00000035027,ENSMUSG00000035152,ENSMUSG00000039115,ENSMUSG00000039542,ENSMUSG00000046707,ENSMUSG00000047126,ENSMUSG00000060279,ENSMUSG00000063065,ENSMUSG00000063358,ENSMUSG00000074698,ENSMUSG00000118668	1.0
OSD-245	up_in_flight	REACTOME_P75NTR_SIGNALS_VIA_NFKB	P75Ntr Signals Via Nfkb	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_P75NTR_SIGNALS_VIA_NFKB	13	24291	0.06648105200813201	0.009243855223417226	0.05723719678471478	0.4891820455457694	ENSMUSG00000000120,ENSMUSG00000015837,ENSMUSG00000020460,ENSMUSG00000021025,ENSMUSG00000024927,ENSMUSG00000027164,ENSMUSG00000027859,ENSMUSG00000031392,ENSMUSG00000031537,ENSMUSG00000032508,ENSMUSG00000037643,ENSMUSG00000041135,ENSMUSG00000090137	1.0
OSD-245	up_in_flight	REACTOME_MYOGENESIS	Myogenesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MYOGENESIS	21	24291	-0.19302051120409805	0.009243855223417226	-0.20226436642751527	0.4976836674314087	ENSMUSG00000000305,ENSMUSG00000001419,ENSMUSG00000005583,ENSMUSG00000006699,ENSMUSG00000006932,ENSMUSG00000011958,ENSMUSG00000020167,ENSMUSG00000020623,ENSMUSG00000022610,ENSMUSG00000022687,ENSMUSG00000024304,ENSMUSG00000026842,ENSMUSG00000030557,ENSMUSG00000032228,ENSMUSG00000032340,ENSMUSG00000037815,ENSMUSG00000038119,ENSMUSG00000053137,ENSMUSG00000053436,ENSMUSG00000053477,ENSMUSG00000117406	1.0
OSD-245	up_in_flight	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	Heparan Sulfate Heparin Hs Gag Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	46	24291	-0.0023105557609610808	0.009243855223417226	-0.011554410984378307	0.49832497741543275	ENSMUSG00000001751,ENSMUSG00000002341,ENSMUSG00000004892,ENSMUSG00000005043,ENSMUSG00000017009,ENSMUSG00000019929,ENSMUSG00000020592,ENSMUSG00000021504,ENSMUSG00000021614,ENSMUSG00000022112,ENSMUSG00000022261,ENSMUSG00000025534,ENSMUSG00000025743,ENSMUSG00000026156,ENSMUSG00000027198,ENSMUSG00000027971,ENSMUSG00000027977,ENSMUSG00000028763,ENSMUSG00000030074,ENSMUSG00000031119,ENSMUSG00000031375,ENSMUSG00000032252,ENSMUSG00000032911,ENSMUSG00000033540,ENSMUSG00000034220,ENSMUSG00000035273,ENSMUSG00000035847,ENSMUSG00000036197,ENSMUSG00000039308,ENSMUSG00000039628,ENSMUSG00000040151,ENSMUSG00000041936,ENSMUSG00000045216,ENSMUSG00000045594,ENSMUSG00000047759,ENSMUSG00000050796,ENSMUSG00000051022,ENSMUSG00000054008,ENSMUSG00000055653,ENSMUSG00000058571,ENSMUSG00000061731,ENSMUSG00000070407,ENSMUSG00000071649,ENSMUSG00000074852,ENSMUSG00000078591,ENSMUSG00000106247	1.0
