accession	direction	term	clean_term	description	pathway_genes_tested	universe_genes_tested	mean_wald_stat_in_pathway	mean_wald_stat_all_genes	mean_wald_stat_shift	p_value	overlap_genes	fdr_bh
OSD-379	down_in_flight	REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	Vif Mediated Degradation Of Apobec3G	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	47	22370	1.0159617732334425	0.057076774442379866	0.9588849987910626	0.9999724221187184	ENSMUSG00000002102,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006998,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000018286,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000022400,ENSMUSG00000024338,ENSMUSG00000025487,ENSMUSG00000026229,ENSMUSG00000026750,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000028932,ENSMUSG00000029440,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031897,ENSMUSG00000032030,ENSMUSG00000032301,ENSMUSG00000032869,ENSMUSG00000036743,ENSMUSG00000039067,ENSMUSG00000040850,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	Destabilization Of Mrna By Auf1 Hnrnp D0	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	52	22370	0.9927453778043053	0.057076774442379866	0.9356686033619254	0.9999737840502976	ENSMUSG00000000568,ENSMUSG00000002102,ENSMUSG00000004951,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006998,ENSMUSG00000014769,ENSMUSG00000015656,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000018286,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000022283,ENSMUSG00000024338,ENSMUSG00000025487,ENSMUSG00000026229,ENSMUSG00000026750,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000028932,ENSMUSG00000029440,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032869,ENSMUSG00000036743,ENSMUSG00000039067,ENSMUSG00000040850,ENSMUSG00000045983,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000090877,ENSMUSG00000091971,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	Orc1 Removal From Chromatin	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	65	22370	0.8820044183139494	0.057076774442379866	0.8249276438715695	0.9999740636288231	ENSMUSG00000002102,ENSMUSG00000002870,ENSMUSG00000003031,ENSMUSG00000005410,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006585,ENSMUSG00000006998,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000017499,ENSMUSG00000018286,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022105,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000022673,ENSMUSG00000023067,ENSMUSG00000024338,ENSMUSG00000025358,ENSMUSG00000025487,ENSMUSG00000026037,ENSMUSG00000026229,ENSMUSG00000026355,ENSMUSG00000026750,ENSMUSG00000026761,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027353,ENSMUSG00000027566,ENSMUSG00000027715,ENSMUSG00000028587,ENSMUSG00000028837,ENSMUSG00000028932,ENSMUSG00000029012,ENSMUSG00000029440,ENSMUSG00000029730,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031697,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032869,ENSMUSG00000036743,ENSMUSG00000039067,ENSMUSG00000040044,ENSMUSG00000040850,ENSMUSG00000041859,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_M_G1_TRANSITION	M G1 Transition	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_M_G1_TRANSITION	78	22370	0.7962687126738428	0.057076774442379866	0.7391919382314629	0.9999753791375716	ENSMUSG00000000028,ENSMUSG00000000751,ENSMUSG00000002102,ENSMUSG00000002297,ENSMUSG00000002870,ENSMUSG00000005410,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006585,ENSMUSG00000006678,ENSMUSG00000006715,ENSMUSG00000006998,ENSMUSG00000007080,ENSMUSG00000012483,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000016477,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000017499,ENSMUSG00000018286,ENSMUSG00000018983,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000020974,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000022673,ENSMUSG00000024338,ENSMUSG00000024833,ENSMUSG00000025358,ENSMUSG00000025395,ENSMUSG00000025487,ENSMUSG00000026037,ENSMUSG00000026134,ENSMUSG00000026229,ENSMUSG00000026355,ENSMUSG00000026669,ENSMUSG00000026750,ENSMUSG00000026761,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027353,ENSMUSG00000027490,ENSMUSG00000027566,ENSMUSG00000028587,ENSMUSG00000028837,ENSMUSG00000028884,ENSMUSG00000028932,ENSMUSG00000029012,ENSMUSG00000029283,ENSMUSG00000029440,ENSMUSG00000029730,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031697,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032869,ENSMUSG00000036743,ENSMUSG00000039067,ENSMUSG00000040044,ENSMUSG00000040850,ENSMUSG00000041859,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	P53 Dependent G1 Dna Damage Response	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	53	22370	0.9965426064440194	0.057076774442379866	0.9394658320016395	0.9999791149975834	ENSMUSG00000002068,ENSMUSG00000002102,ENSMUSG00000003031,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006998,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000018286,ENSMUSG00000020184,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000023067,ENSMUSG00000024338,ENSMUSG00000025358,ENSMUSG00000025487,ENSMUSG00000026229,ENSMUSG00000026750,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027566,ENSMUSG00000028212,ENSMUSG00000028837,ENSMUSG00000028932,ENSMUSG00000029440,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032869,ENSMUSG00000034218,ENSMUSG00000036743,ENSMUSG00000039067,ENSMUSG00000040850,ENSMUSG00000059552,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	Rna Pol Ii Pre Transcription Events	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	49	22370	0.9279604664963846	0.057076774442379866	0.8708836920540047	0.9999800980945173	ENSMUSG00000001524,ENSMUSG00000002658,ENSMUSG00000003435,ENSMUSG00000004667,ENSMUSG00000005198,ENSMUSG00000006599,ENSMUSG00000009555,ENSMUSG00000011960,ENSMUSG00000014767,ENSMUSG00000019738,ENSMUSG00000020485,ENSMUSG00000020962,ENSMUSG00000021018,ENSMUSG00000021103,ENSMUSG00000021548,ENSMUSG00000021639,ENSMUSG00000022774,ENSMUSG00000022828,ENSMUSG00000024218,ENSMUSG00000024258,ENSMUSG00000024382,ENSMUSG00000025049,ENSMUSG00000026349,ENSMUSG00000027067,ENSMUSG00000028271,ENSMUSG00000028330,ENSMUSG00000028899,ENSMUSG00000029250,ENSMUSG00000029387,ENSMUSG00000030400,ENSMUSG00000031585,ENSMUSG00000031783,ENSMUSG00000033020,ENSMUSG00000033323,ENSMUSG00000033543,ENSMUSG00000033813,ENSMUSG00000035726,ENSMUSG00000036980,ENSMUSG00000038489,ENSMUSG00000039117,ENSMUSG00000043866,ENSMUSG00000048100,ENSMUSG00000052293,ENSMUSG00000054321,ENSMUSG00000067995,ENSMUSG00000069089,ENSMUSG00000070002,ENSMUSG00000071662,ENSMUSG00000078941	1.0
OSD-379	down_in_flight	REACTOME_GLOBAL_GENOMIC_NER_GG_NER	Global Genomic Ner Gg Ner	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLOBAL_GENOMIC_NER_GG_NER	32	22370	1.14569953413166	0.057076774442379866	1.0886227596892801	0.9999805592773775	ENSMUSG00000000751,ENSMUSG00000001524,ENSMUSG00000002109,ENSMUSG00000003549,ENSMUSG00000006599,ENSMUSG00000007080,ENSMUSG00000012483,ENSMUSG00000020471,ENSMUSG00000020974,ENSMUSG00000021103,ENSMUSG00000021548,ENSMUSG00000021639,ENSMUSG00000022545,ENSMUSG00000022881,ENSMUSG00000023104,ENSMUSG00000024382,ENSMUSG00000024740,ENSMUSG00000024854,ENSMUSG00000026048,ENSMUSG00000027342,ENSMUSG00000028329,ENSMUSG00000028426,ENSMUSG00000028884,ENSMUSG00000029363,ENSMUSG00000029387,ENSMUSG00000030094,ENSMUSG00000030400,ENSMUSG00000033970,ENSMUSG00000038644,ENSMUSG00000041684,ENSMUSG00000056394,ENSMUSG00000069089	1.0
OSD-379	down_in_flight	REACTOME_EXTENSION_OF_TELOMERES	Extension Of Telomeres	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_EXTENSION_OF_TELOMERES	26	22370	1.4147691089793584	0.057076774442379866	1.3576923345369785	0.9999820951358914	ENSMUSG00000000751,ENSMUSG00000001056,ENSMUSG00000003868,ENSMUSG00000006678,ENSMUSG00000007080,ENSMUSG00000012483,ENSMUSG00000020471,ENSMUSG00000020974,ENSMUSG00000021611,ENSMUSG00000022881,ENSMUSG00000023104,ENSMUSG00000024742,ENSMUSG00000024833,ENSMUSG00000024854,ENSMUSG00000025395,ENSMUSG00000026134,ENSMUSG00000027342,ENSMUSG00000028884,ENSMUSG00000029363,ENSMUSG00000030079,ENSMUSG00000031403,ENSMUSG00000033970,ENSMUSG00000036875,ENSMUSG00000038644,ENSMUSG00000041346,ENSMUSG00000056394	1.0
OSD-379	down_in_flight	REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	Autodegradation Of The E3 Ubiquitin Ligase Cop1	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	47	22370	1.0469030299424786	0.057076774442379866	0.9898262555000987	0.9999824325130293	ENSMUSG00000002102,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006998,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000018286,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000024338,ENSMUSG00000025487,ENSMUSG00000026229,ENSMUSG00000026750,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000028932,ENSMUSG00000029440,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032869,ENSMUSG00000034218,ENSMUSG00000036743,ENSMUSG00000039067,ENSMUSG00000040850,ENSMUSG00000059552,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_DIABETES_PATHWAYS	Diabetes Pathways	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DIABETES_PATHWAYS	121	22370	0.6766538907573786	0.057076774442379866	0.6195771163149987	0.9999840571459133	ENSMUSG00000000215,ENSMUSG00000000394,ENSMUSG00000000739,ENSMUSG00000003032,ENSMUSG00000003814,ENSMUSG00000004460,ENSMUSG00000004897,ENSMUSG00000006215,ENSMUSG00000006740,ENSMUSG00000007207,ENSMUSG00000007670,ENSMUSG00000010830,ENSMUSG00000013160,ENSMUSG00000013415,ENSMUSG00000014905,ENSMUSG00000017493,ENSMUSG00000018574,ENSMUSG00000020048,ENSMUSG00000020248,ENSMUSG00000020427,ENSMUSG00000020429,ENSMUSG00000020484,ENSMUSG00000020571,ENSMUSG00000020715,ENSMUSG00000020894,ENSMUSG00000020946,ENSMUSG00000021116,ENSMUSG00000021357,ENSMUSG00000021427,ENSMUSG00000021629,ENSMUSG00000021917,ENSMUSG00000021978,ENSMUSG00000022136,ENSMUSG00000022685,ENSMUSG00000022844,ENSMUSG00000023046,ENSMUSG00000023913,ENSMUSG00000023994,ENSMUSG00000024472,ENSMUSG00000024516,ENSMUSG00000024560,ENSMUSG00000024777,ENSMUSG00000024807,ENSMUSG00000024875,ENSMUSG00000025408,ENSMUSG00000025724,ENSMUSG00000025785,ENSMUSG00000026185,ENSMUSG00000026628,ENSMUSG00000026663,ENSMUSG00000026864,ENSMUSG00000027249,ENSMUSG00000027419,ENSMUSG00000027575,ENSMUSG00000027714,ENSMUSG00000027752,ENSMUSG00000027792,ENSMUSG00000027808,ENSMUSG00000028063,ENSMUSG00000028322,ENSMUSG00000028370,ENSMUSG00000028465,ENSMUSG00000029106,ENSMUSG00000029752,ENSMUSG00000029763,ENSMUSG00000029814,ENSMUSG00000030104,ENSMUSG00000030894,ENSMUSG00000031668,ENSMUSG00000031740,ENSMUSG00000031770,ENSMUSG00000031835,ENSMUSG00000031865,ENSMUSG00000032115,ENSMUSG00000032202,ENSMUSG00000032553,ENSMUSG00000033166,ENSMUSG00000033581,ENSMUSG00000034152,ENSMUSG00000034259,ENSMUSG00000034321,ENSMUSG00000034593,ENSMUSG00000035227,ENSMUSG00000035325,ENSMUSG00000035385,ENSMUSG00000035804,ENSMUSG00000035842,ENSMUSG00000036435,ENSMUSG00000037852,ENSMUSG00000038074,ENSMUSG00000038545,ENSMUSG00000039323,ENSMUSG00000039356,ENSMUSG00000039474,ENSMUSG00000041096,ENSMUSG00000041895,ENSMUSG00000042406,ENSMUSG00000042626,ENSMUSG00000045302,ENSMUSG00000046070,ENSMUSG00000046873,ENSMUSG00000048040,ENSMUSG00000048583,ENSMUSG00000053799,ENSMUSG00000054414,ENSMUSG00000056952,ENSMUSG00000057177,ENSMUSG00000059201,ENSMUSG00000059481,ENSMUSG00000061244,ENSMUSG00000061286,ENSMUSG00000063576,ENSMUSG00000063903,ENSMUSG00000064177,ENSMUSG00000066513,ENSMUSG00000069668,ENSMUSG00000071113,ENSMUSG00000073530,ENSMUSG00000074030,ENSMUSG00000078429,ENSMUSG00000090298	1.0
OSD-379	down_in_flight	REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	Nep Ns2 Interacts With The Cellular Export Machinery	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	24	22370	1.295130664800057	0.057076774442379866	1.238053890357677	0.9999870236287878	ENSMUSG00000001855,ENSMUSG00000003226,ENSMUSG00000006005,ENSMUSG00000016619,ENSMUSG00000020290,ENSMUSG00000020739,ENSMUSG00000021374,ENSMUSG00000022142,ENSMUSG00000026999,ENSMUSG00000027509,ENSMUSG00000030091,ENSMUSG00000032939,ENSMUSG00000034826,ENSMUSG00000035351,ENSMUSG00000036678,ENSMUSG00000038759,ENSMUSG00000039509,ENSMUSG00000040034,ENSMUSG00000040667,ENSMUSG00000052533,ENSMUSG00000052798,ENSMUSG00000053293,ENSMUSG00000079614,ENSMUSG00000109511	1.0
OSD-379	down_in_flight	REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	Transport Of Ribonucleoproteins Into The Host Nucleus	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	25	22370	1.3131287118048274	0.057076774442379866	1.2560519373624475	0.999991045706969	ENSMUSG00000001440,ENSMUSG00000001855,ENSMUSG00000003226,ENSMUSG00000006005,ENSMUSG00000016619,ENSMUSG00000020739,ENSMUSG00000021374,ENSMUSG00000022142,ENSMUSG00000022905,ENSMUSG00000026999,ENSMUSG00000027509,ENSMUSG00000030091,ENSMUSG00000032939,ENSMUSG00000034826,ENSMUSG00000035351,ENSMUSG00000036678,ENSMUSG00000038759,ENSMUSG00000039509,ENSMUSG00000040034,ENSMUSG00000040667,ENSMUSG00000052533,ENSMUSG00000052798,ENSMUSG00000053293,ENSMUSG00000079614,ENSMUSG00000109511	1.0
OSD-379	down_in_flight	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	Regulation Of Glucokinase By Glucokinase Regulatory Protein	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	25	22370	1.3143404610733638	0.057076774442379866	1.2572636866309839	0.9999914669610186	ENSMUSG00000001855,ENSMUSG00000003226,ENSMUSG00000006005,ENSMUSG00000016619,ENSMUSG00000020739,ENSMUSG00000021374,ENSMUSG00000022142,ENSMUSG00000026999,ENSMUSG00000027509,ENSMUSG00000030091,ENSMUSG00000032939,ENSMUSG00000034826,ENSMUSG00000035351,ENSMUSG00000036678,ENSMUSG00000038759,ENSMUSG00000039509,ENSMUSG00000040034,ENSMUSG00000040667,ENSMUSG00000041798,ENSMUSG00000052533,ENSMUSG00000052798,ENSMUSG00000053293,ENSMUSG00000059434,ENSMUSG00000079614,ENSMUSG00000109511	1.0
OSD-379	down_in_flight	REACTOME_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_UNFOLDED_PROTEIN_RESPONSE	74	22370	0.9027505523774952	0.057076774442379866	0.8456737779351153	0.9999917085620477	ENSMUSG00000000739,ENSMUSG00000003814,ENSMUSG00000004460,ENSMUSG00000004897,ENSMUSG00000006215,ENSMUSG00000007670,ENSMUSG00000010830,ENSMUSG00000013160,ENSMUSG00000014905,ENSMUSG00000018574,ENSMUSG00000020048,ENSMUSG00000020248,ENSMUSG00000020429,ENSMUSG00000020484,ENSMUSG00000020571,ENSMUSG00000020715,ENSMUSG00000020946,ENSMUSG00000021116,ENSMUSG00000021427,ENSMUSG00000021978,ENSMUSG00000022136,ENSMUSG00000022685,ENSMUSG00000022844,ENSMUSG00000023994,ENSMUSG00000024472,ENSMUSG00000024560,ENSMUSG00000024777,ENSMUSG00000024807,ENSMUSG00000024875,ENSMUSG00000025408,ENSMUSG00000025785,ENSMUSG00000026628,ENSMUSG00000026663,ENSMUSG00000026864,ENSMUSG00000027575,ENSMUSG00000027714,ENSMUSG00000027752,ENSMUSG00000027808,ENSMUSG00000028063,ENSMUSG00000028322,ENSMUSG00000028465,ENSMUSG00000029106,ENSMUSG00000029752,ENSMUSG00000030104,ENSMUSG00000030894,ENSMUSG00000031668,ENSMUSG00000031770,ENSMUSG00000031835,ENSMUSG00000031865,ENSMUSG00000032115,ENSMUSG00000032553,ENSMUSG00000033166,ENSMUSG00000034259,ENSMUSG00000034321,ENSMUSG00000035325,ENSMUSG00000035385,ENSMUSG00000035842,ENSMUSG00000038074,ENSMUSG00000038545,ENSMUSG00000039356,ENSMUSG00000039474,ENSMUSG00000041096,ENSMUSG00000041895,ENSMUSG00000042406,ENSMUSG00000042626,ENSMUSG00000045302,ENSMUSG00000046873,ENSMUSG00000056952,ENSMUSG00000057177,ENSMUSG00000061286,ENSMUSG00000063576,ENSMUSG00000069668,ENSMUSG00000078429,ENSMUSG00000090298	1.0
OSD-379	down_in_flight	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	Interactions Of Vpr With Host Cellular Proteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	29	22370	1.2914520189380354	0.057076774442379866	1.2343752444956555	0.999992177717293	ENSMUSG00000001855,ENSMUSG00000003226,ENSMUSG00000006005,ENSMUSG00000016319,ENSMUSG00000016619,ENSMUSG00000020739,ENSMUSG00000021374,ENSMUSG00000022142,ENSMUSG00000022905,ENSMUSG00000024844,ENSMUSG00000026999,ENSMUSG00000027509,ENSMUSG00000028484,ENSMUSG00000030091,ENSMUSG00000031633,ENSMUSG00000032939,ENSMUSG00000034826,ENSMUSG00000035351,ENSMUSG00000036678,ENSMUSG00000038759,ENSMUSG00000039509,ENSMUSG00000040034,ENSMUSG00000040667,ENSMUSG00000046711,ENSMUSG00000052533,ENSMUSG00000052798,ENSMUSG00000053293,ENSMUSG00000079614,ENSMUSG00000109511	1.0
OSD-379	down_in_flight	REACTOME_S_PHASE	S Phase	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_S_PHASE	106	22370	0.7310705796617347	0.057076774442379866	0.6739938052193548	0.9999929326131599	ENSMUSG00000000028,ENSMUSG00000000751,ENSMUSG00000002068,ENSMUSG00000002102,ENSMUSG00000002870,ENSMUSG00000003031,ENSMUSG00000005410,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006585,ENSMUSG00000006678,ENSMUSG00000006728,ENSMUSG00000006998,ENSMUSG00000007080,ENSMUSG00000012483,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000017499,ENSMUSG00000018286,ENSMUSG00000020460,ENSMUSG00000020471,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000020974,ENSMUSG00000021024,ENSMUSG00000021103,ENSMUSG00000021178,ENSMUSG00000021548,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022105,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000022346,ENSMUSG00000022673,ENSMUSG00000022881,ENSMUSG00000023067,ENSMUSG00000023104,ENSMUSG00000024338,ENSMUSG00000024742,ENSMUSG00000024833,ENSMUSG00000024854,ENSMUSG00000025358,ENSMUSG00000025395,ENSMUSG00000025487,ENSMUSG00000026037,ENSMUSG00000026134,ENSMUSG00000026229,ENSMUSG00000026355,ENSMUSG00000026750,ENSMUSG00000026761,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027330,ENSMUSG00000027342,ENSMUSG00000027353,ENSMUSG00000027454,ENSMUSG00000027566,ENSMUSG00000027715,ENSMUSG00000028044,ENSMUSG00000028212,ENSMUSG00000028587,ENSMUSG00000028837,ENSMUSG00000028884,ENSMUSG00000028932,ENSMUSG00000029012,ENSMUSG00000029363,ENSMUSG00000029440,ENSMUSG00000029686,ENSMUSG00000029730,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031016,ENSMUSG00000031429,ENSMUSG00000031546,ENSMUSG00000031697,ENSMUSG00000031821,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032477,ENSMUSG00000032869,ENSMUSG00000033970,ENSMUSG00000036309,ENSMUSG00000036743,ENSMUSG00000036875,ENSMUSG00000038644,ENSMUSG00000039067,ENSMUSG00000040044,ENSMUSG00000040850,ENSMUSG00000041859,ENSMUSG00000049086,ENSMUSG00000054115,ENSMUSG00000056394,ENSMUSG00000059436,ENSMUSG00000060073,ENSMUSG00000068749,ENSMUSG00000069089,ENSMUSG00000069744,ENSMUSG00000070348,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
OSD-379	down_in_flight	REACTOME_REGULATION_OF_APOPTOSIS	Regulation Of Apoptosis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_APOPTOSIS	57	22370	1.0669263728378082	0.057076774442379866	1.0098495983954283	0.9999937810285252	ENSMUSG00000002102,ENSMUSG00000005625,ENSMUSG00000005779,ENSMUSG00000006998,ENSMUSG00000014769,ENSMUSG00000015671,ENSMUSG00000017221,ENSMUSG00000017428,ENSMUSG00000018286,ENSMUSG00000020099,ENSMUSG00000020460,ENSMUSG00000020708,ENSMUSG00000020720,ENSMUSG00000021024,ENSMUSG00000021178,ENSMUSG00000021559,ENSMUSG00000021737,ENSMUSG00000021832,ENSMUSG00000022193,ENSMUSG00000022216,ENSMUSG00000022781,ENSMUSG00000024338,ENSMUSG00000025151,ENSMUSG00000025487,ENSMUSG00000025876,ENSMUSG00000026229,ENSMUSG00000026750,ENSMUSG00000026869,ENSMUSG00000026914,ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000028914,ENSMUSG00000028932,ENSMUSG00000029440,ENSMUSG00000030591,ENSMUSG00000030603,ENSMUSG00000030751,ENSMUSG00000031429,ENSMUSG00000031628,ENSMUSG00000031897,ENSMUSG00000032301,ENSMUSG00000032380,ENSMUSG00000032869,ENSMUSG00000034974,ENSMUSG00000036743,ENSMUSG00000037148,ENSMUSG00000039067,ENSMUSG00000040760,ENSMUSG00000040850,ENSMUSG00000060073,ENSMUSG00000060534,ENSMUSG00000068749,ENSMUSG00000069744,ENSMUSG00000078153,ENSMUSG00000079197,ENSMUSG00000090137,ENSMUSG00000096727	1.0
