accession	direction	term	clean_term	description	query_genes	overlap	term_genes_in_universe	universe_genes	p_value	overlap_genes	fdr_bh
OSD-245	down_in_flight	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	Respiratory Electron Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	447	10	64	18168	3.3934250639956626e-06	ENSMUSG00000000171,ENSMUSG00000002416,ENSMUSG00000014313,ENSMUSG00000017778,ENSMUSG00000021764,ENSMUSG00000022450,ENSMUSG00000027673,ENSMUSG00000029632,ENSMUSG00000063882,ENSMUSG00000071014	0.00013731890895346977
OSD-245	down_in_flight	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	Respiratory Electron Transport Atp Synthesis By Chemiosmotic Coupling And Heat Production By Uncoupling Proteins 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	447	10	65	18168	3.923397398670565e-06	ENSMUSG00000000171,ENSMUSG00000002416,ENSMUSG00000014313,ENSMUSG00000017778,ENSMUSG00000021764,ENSMUSG00000022450,ENSMUSG00000027673,ENSMUSG00000029632,ENSMUSG00000063882,ENSMUSG00000071014	0.00013731890895346977
OSD-245	down_in_flight	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	Tca Cycle And Respiratory Electron Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	447	11	101	18168	3.841672599145087e-05	ENSMUSG00000000171,ENSMUSG00000002416,ENSMUSG00000014313,ENSMUSG00000017778,ENSMUSG00000020988,ENSMUSG00000021764,ENSMUSG00000022450,ENSMUSG00000027673,ENSMUSG00000029632,ENSMUSG00000063882,ENSMUSG00000071014	0.0008963902731338536
OSD-245	down_in_flight	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	Mitochondrial Protein Import	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	447	7	44	18168	9.079735257716147e-05	ENSMUSG00000022427,ENSMUSG00000039016,ENSMUSG00000043510,ENSMUSG00000046516,ENSMUSG00000062580,ENSMUSG00000078713,ENSMUSG00000093904	0.0015889536701003256
OSD-245	down_in_flight	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Srp Dependent Cotranslational Protein Targeting To Membrane	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	447	9	78	18168	0.0001236771050505399	ENSMUSG00000008683,ENSMUSG00000009549,ENSMUSG00000020460,ENSMUSG00000021917,ENSMUSG00000024516,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000078974,ENSMUSG00000079435	0.0017314794707075586
OSD-245	down_in_flight	REACTOME_METABOLISM_OF_PROTEINS	Metabolism Of Proteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_PROTEINS	447	20	345	18168	0.00037371215295236204	ENSMUSG00000008683,ENSMUSG00000009549,ENSMUSG00000020460,ENSMUSG00000021917,ENSMUSG00000022427,ENSMUSG00000023791,ENSMUSG00000024516,ENSMUSG00000028936,ENSMUSG00000037722,ENSMUSG00000038072,ENSMUSG00000039016,ENSMUSG00000042043,ENSMUSG00000043510,ENSMUSG00000043716,ENSMUSG00000046516,ENSMUSG00000062580,ENSMUSG00000078713,ENSMUSG00000078974,ENSMUSG00000079435,ENSMUSG00000093904	0.004359975117777557
OSD-245	down_in_flight	REACTOME_TRANSLATION	Translation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSLATION	447	9	115	18168	0.0021496948972041844	ENSMUSG00000008683,ENSMUSG00000009549,ENSMUSG00000020460,ENSMUSG00000021917,ENSMUSG00000024516,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000078974,ENSMUSG00000079435	0.019323988608005476
OSD-245	down_in_flight	REACTOME_XENOBIOTICS	Xenobiotics	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_XENOBIOTICS	447	4	23	18168	0.0022084558409149117	ENSMUSG00000005547,ENSMUSG00000054417,ENSMUSG00000074254,ENSMUSG00000075552	0.019323988608005476
OSD-245	down_in_flight	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	Mrna Decay By 5 To 3 Exoribonuclease	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	447	3	14	18168	0.0043995502041358206	ENSMUSG00000034192,ENSMUSG00000037296,ENSMUSG00000091625	0.03421872380994527
OSD-245	down_in_flight	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	Influenza Viral Rna Transcription And Replication	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	447	6	70	18168	0.007462629755535984	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000021018,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000079435	0.052238408288751884
OSD-245	down_in_flight	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	Cytochrome P450 Arranged By Substrate Type	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	447	5	52	18168	0.008867045362674849	ENSMUSG00000003555,ENSMUSG00000005547,ENSMUSG00000054417,ENSMUSG00000074254,ENSMUSG00000075552	0.05348994525396677
OSD-245	down_in_flight	REACTOME_G_PROTEIN_ACTIVATION	G Protein Activation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_PROTEIN_ACTIVATION	447	3	18	18168	0.009169704900680017	ENSMUSG00000027669,ENSMUSG00000034837,ENSMUSG00000038607	0.05348994525396677
OSD-245	down_in_flight	REACTOME_PEPTIDE_CHAIN_ELONGATION	Peptide Chain Elongation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PEPTIDE_CHAIN_ELONGATION	447	5	56	18168	0.012036292492937604	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000079435	0.06481080573120249
OSD-245	down_in_flight	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	Phase1 Functionalization Of Compounds	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	447	5	69	18168	0.02739228087339073	ENSMUSG00000003555,ENSMUSG00000005547,ENSMUSG00000054417,ENSMUSG00000074254,ENSMUSG00000075552	0.13696140436695364
OSD-245	down_in_flight	REACTOME_INFLUENZA_LIFE_CYCLE	Influenza Life Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INFLUENZA_LIFE_CYCLE	447	6	101	18168	0.038522430691358085	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000021018,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000079435	0.16049047329385632
OSD-245	down_in_flight	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	3 Utr Mediated Translational Regulation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	447	5	76	18168	0.03925512747228037	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000079435	0.16049047329385632
OSD-245	down_in_flight	REACTOME_BIOLOGICAL_OXIDATIONS	Biological Oxidations	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS	447	7	129	18168	0.04038459545705922	ENSMUSG00000003555,ENSMUSG00000005547,ENSMUSG00000032271,ENSMUSG00000042032,ENSMUSG00000054417,ENSMUSG00000074254,ENSMUSG00000075552	0.16049047329385632
OSD-245	down_in_flight	REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	Nonsense Mediated Decay Enhanced By The Exon Junction Complex	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	447	5	78	18168	0.043137665352538365	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000028936,ENSMUSG00000043716,ENSMUSG00000079435	0.16049047329385632
OSD-245	down_in_flight	REACTOME_METABOLISM_OF_RNA	Metabolism Of Rna	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_RNA	447	10	220	18168	0.04615499384584817	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000028936,ENSMUSG00000034192,ENSMUSG00000037296,ENSMUSG00000043716,ENSMUSG00000060121,ENSMUSG00000079435,ENSMUSG00000090553,ENSMUSG00000091625	0.16049047329385632
OSD-245	down_in_flight	REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	Nuclear Signaling By Erbb4	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	447	3	33	18168	0.04681455151628271	ENSMUSG00000032311,ENSMUSG00000053040,ENSMUSG00000061353	0.16049047329385632
OSD-245	down_in_flight	REACTOME_REGULATION_OF_INSULIN_SECRETION	Regulation Of Insulin Secretion	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_INSULIN_SECRETION	447	4	56	18168	0.0487565248202491	ENSMUSG00000021917,ENSMUSG00000024516,ENSMUSG00000027669,ENSMUSG00000038607	0.16049047329385632
OSD-245	down_in_flight	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	G Alpha Z Signalling Events	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	447	3	34	18168	0.05043986303521198	ENSMUSG00000026778,ENSMUSG00000027669,ENSMUSG00000038607	0.16049047329385632
OSD-245	down_in_flight	REACTOME_METABOLISM_OF_MRNA	Metabolism Of Mrna	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_MRNA	447	8	180	18168	0.07728502784193604	ENSMUSG00000008683,ENSMUSG00000020460,ENSMUSG00000028936,ENSMUSG00000034192,ENSMUSG00000037296,ENSMUSG00000043716,ENSMUSG00000079435,ENSMUSG00000091625	0.22230016490068444
OSD-245	down_in_flight	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	Antigen Processing Cross Presentation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	447	4	66	18168	0.07935332401879756	ENSMUSG00000020460,ENSMUSG00000026712,ENSMUSG00000034783,ENSMUSG00000078974	0.22230016490068444
OSD-245	down_in_flight	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	Deadenylation Dependent Mrna Decay	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	447	3	41	18168	0.07939291603595873	ENSMUSG00000034192,ENSMUSG00000037296,ENSMUSG00000091625	0.22230016490068444
OSD-245	down_in_flight	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	Chondroitin Sulfate Dermatan Sulfate Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	447	3	42	18168	0.08401015335764848	ENSMUSG00000021665,ENSMUSG00000032640,ENSMUSG00000039497	0.22618118211674593
OSD-245	down_in_flight	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	Nucleotide Binding Domain Leucine Rich Repeat Containing Receptor Nlr Signaling Pathways	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	447	3	43	18168	0.08873949738491446	ENSMUSG00000020623,ENSMUSG00000025888,ENSMUSG00000030793	0.230065363590519
OSD-245	down_in_flight	REACTOME_CIRCADIAN_CLOCK	Circadian Clock	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CIRCADIAN_CLOCK	447	3	49	18168	0.11930324238446026	ENSMUSG00000020460,ENSMUSG00000055866,ENSMUSG00000059824	0.29825810596115065
OSD-245	down_in_flight	REACTOME_SPHINGOLIPID_METABOLISM	Sphingolipid Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SPHINGOLIPID_METABOLISM	447	3	52	18168	0.13585276739980348	ENSMUSG00000021665,ENSMUSG00000023021,ENSMUSG00000038633	0.3237666838295403
OSD-245	down_in_flight	REACTOME_SIGNALING_BY_ERBB4	Signaling By Erbb4	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_ERBB4	447	4	82	18168	0.14338238855308216	ENSMUSG00000020460,ENSMUSG00000032311,ENSMUSG00000053040,ENSMUSG00000061353	0.3237666838295403
OSD-245	down_in_flight	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	Integration Of Energy Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	447	4	82	18168	0.14338238855308216	ENSMUSG00000021917,ENSMUSG00000024516,ENSMUSG00000027669,ENSMUSG00000038607	0.3237666838295403
OSD-245	down_in_flight	REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	Transport Of Glucose And Other Sugars Bile Salts And Organic Acids Metal Ions And Amine Compounds	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	447	3	55	18168	0.1531339033580978	ENSMUSG00000018900,ENSMUSG00000020334,ENSMUSG00000028976	0.3333476930326085
OSD-245	down_in_flight	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	Glycosaminoglycan Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	447	4	85	18168	0.1571496267153726	ENSMUSG00000021665,ENSMUSG00000032640,ENSMUSG00000035273,ENSMUSG00000039497	0.3333476930326085
OSD-245	down_in_flight	REACTOME_OPIOID_SIGNALLING	Opioid Signalling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_OPIOID_SIGNALLING	447	3	61	18168	0.18954972703914982	ENSMUSG00000027669,ENSMUSG00000034837,ENSMUSG00000038607	0.3902494380217791
OSD-245	down_in_flight	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	G Alpha I Signalling Events	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	447	4	93	18168	0.19604117917170105	ENSMUSG00000027669,ENSMUSG00000034837,ENSMUSG00000038607,ENSMUSG00000061353	0.3920823583434021
OSD-245	down_in_flight	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Slc Mediated Transmembrane Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	447	6	172	18168	0.24985363114993064	ENSMUSG00000006641,ENSMUSG00000018900,ENSMUSG00000020334,ENSMUSG00000022464,ENSMUSG00000027075,ENSMUSG00000028976	0.485826505013754
OSD-245	down_in_flight	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	Platelet Activation Signaling And Aggregation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	447	6	177	18168	0.2705725645933301	ENSMUSG00000020077,ENSMUSG00000026778,ENSMUSG00000027669,ENSMUSG00000038607,ENSMUSG00000038793,ENSMUSG00000049775	0.5118940411225165
OSD-245	down_in_flight	REACTOME_CELL_CYCLE_CHECKPOINTS	Cell Cycle Checkpoints	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_CYCLE_CHECKPOINTS	447	4	110	18168	0.28627980696966027	ENSMUSG00000020460,ENSMUSG00000026669,ENSMUSG00000031016,ENSMUSG00000066149	0.5140462698671325
OSD-245	down_in_flight	REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	Transmembrane Transport Of Small Molecules	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	447	9	292	18168	0.29293501674524675	ENSMUSG00000006641,ENSMUSG00000018900,ENSMUSG00000020334,ENSMUSG00000022464,ENSMUSG00000027075,ENSMUSG00000027669,ENSMUSG00000028976,ENSMUSG00000038607,ENSMUSG00000040584	0.5140462698671325
OSD-245	down_in_flight	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	Response To Elevated Platelet Cytosolic Ca2 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	447	3	77	18168	0.29434328121979236	ENSMUSG00000020077,ENSMUSG00000038793,ENSMUSG00000049775	0.5140462698671325
OSD-245	down_in_flight	REACTOME_M_G1_TRANSITION	M G1 Transition	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_M_G1_TRANSITION	447	3	78	18168	0.3010842437793205	ENSMUSG00000006715,ENSMUSG00000020460,ENSMUSG00000026669	0.5140462698671325
OSD-245	down_in_flight	REACTOME_METABOLISM_OF_CARBOHYDRATES	Metabolism Of Carbohydrates	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_CARBOHYDRATES	447	6	194	18168	0.34355215549613866	ENSMUSG00000021665,ENSMUSG00000028976,ENSMUSG00000030244,ENSMUSG00000032640,ENSMUSG00000035273,ENSMUSG00000039497	0.5725869258268977
OSD-245	down_in_flight	REACTOME_PHOSPHOLIPID_METABOLISM	Phospholipid Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PHOSPHOLIPID_METABOLISM	447	5	161	18168	0.36342004535532146	ENSMUSG00000021665,ENSMUSG00000023021,ENSMUSG00000027346,ENSMUSG00000030214,ENSMUSG00000038633	0.5916140273226164
OSD-245	down_in_flight	REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	G Alpha Q Signalling Events	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	447	3	94	18168	0.4085644667525181	ENSMUSG00000026778,ENSMUSG00000027669,ENSMUSG00000038607	0.6499889243790061
OSD-245	down_in_flight	REACTOME_DNA_REPAIR	Dna Repair	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DNA_REPAIR	447	3	96	18168	0.42173874930939215	ENSMUSG00000020460,ENSMUSG00000021018,ENSMUSG00000026082	0.6560380544812767
OSD-245	down_in_flight	REACTOME_SIGNALING_BY_ILS	Signaling By Ils	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_ILS	447	3	99	18168	0.44130881672764055	ENSMUSG00000020623,ENSMUSG00000024235,ENSMUSG00000025888	0.6715568950203226
OSD-245	down_in_flight	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Adaptive Immune System	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ADAPTIVE_IMMUNE_SYSTEM	447	12	459	18168	0.45651887674021047	ENSMUSG00000020460,ENSMUSG00000022901,ENSMUSG00000024235,ENSMUSG00000026656,ENSMUSG00000026712,ENSMUSG00000026778,ENSMUSG00000028111,ENSMUSG00000034783,ENSMUSG00000041538,ENSMUSG00000066149,ENSMUSG00000070873,ENSMUSG00000078974	0.6717351233182868
OSD-245	down_in_flight	REACTOME_TOLL_RECEPTOR_CASCADES	Toll Receptor Cascades	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TOLL_RECEPTOR_CASCADES	447	3	102	18168	0.4606183702753967	ENSMUSG00000020460,ENSMUSG00000020623,ENSMUSG00000028111	0.6717351233182868
OSD-245	down_in_flight	REACTOME_G1_S_TRANSITION	G1 S Transition	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G1_S_TRANSITION	447	3	104	18168	0.47333102302432317	ENSMUSG00000020460,ENSMUSG00000026669,ENSMUSG00000031016	0.6761871757490331
OSD-245	down_in_flight	REACTOME_DEVELOPMENTAL_BIOLOGY	Developmental Biology	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEVELOPMENTAL_BIOLOGY	447	8	311	18168	0.4994374655800522	ENSMUSG00000009376,ENSMUSG00000011958,ENSMUSG00000020623,ENSMUSG00000020801,ENSMUSG00000026778,ENSMUSG00000038793,ENSMUSG00000052516,ENSMUSG00000079037	0.690264545710408
OSD-245	down_in_flight	REACTOME_INNATE_IMMUNE_SYSTEM	Innate Immune System	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INNATE_IMMUNE_SYSTEM	447	5	190	18168	0.5029070261604401	ENSMUSG00000020460,ENSMUSG00000020623,ENSMUSG00000025888,ENSMUSG00000028111,ENSMUSG00000030793	0.690264545710408
OSD-245	down_in_flight	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	Gastrin Creb Signalling Pathway Via Pkc And Mapk	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	447	3	114	18168	0.534674848814832	ENSMUSG00000026778,ENSMUSG00000027669,ENSMUSG00000038607	0.7197546041738122
OSD-245	down_in_flight	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	Class I Mhc Mediated Antigen Processing Presentation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	447	5	208	18168	0.5833658591670214	ENSMUSG00000020460,ENSMUSG00000026712,ENSMUSG00000034783,ENSMUSG00000066149,ENSMUSG00000078974	0.7704832102205944
OSD-245	down_in_flight	REACTOME_MITOTIC_G1_G1_S_PHASES	Mitotic G1 G1 S Phases	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOTIC_G1_G1_S_PHASES	447	3	126	18168	0.602638900910098	ENSMUSG00000020460,ENSMUSG00000026669,ENSMUSG00000031016	0.7811985752538306
OSD-245	down_in_flight	REACTOME_APOPTOSIS	Apoptosis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APOPTOSIS	447	3	131	18168	0.6289540443473713	ENSMUSG00000020460,ENSMUSG00000026778,ENSMUSG00000039304	0.7925883182243221
OSD-245	down_in_flight	REACTOME_TRANSCRIPTION	Transcription	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTION	447	3	132	18168	0.6340706545794577	ENSMUSG00000021018,ENSMUSG00000029642,ENSMUSG00000090553	0.7925883182243221
OSD-245	down_in_flight	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Cytokine Signaling In Immune System	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	447	5	228	18168	0.6638703361344144	ENSMUSG00000020460,ENSMUSG00000020623,ENSMUSG00000024235,ENSMUSG00000025888,ENSMUSG00000026021	0.8152793601650703
OSD-245	down_in_flight	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Post Translational Protein Modification	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	447	3	143	18168	0.6870923561899259	ENSMUSG00000023791,ENSMUSG00000037722,ENSMUSG00000038072	0.827860558499222
OSD-245	down_in_flight	REACTOME_GPCR_LIGAND_BINDING	Gpcr Ligand Binding	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GPCR_LIGAND_BINDING	447	3	150	18168	0.7177242045114707	ENSMUSG00000027669,ENSMUSG00000038607,ENSMUSG00000061353	0.827860558499222
OSD-245	down_in_flight	REACTOME_CELL_CYCLE	Cell Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_CYCLE	447	7	334	18168	0.7180373334451173	ENSMUSG00000006715,ENSMUSG00000020460,ENSMUSG00000022432,ENSMUSG00000022978,ENSMUSG00000026669,ENSMUSG00000031016,ENSMUSG00000066149	0.827860558499222
OSD-245	down_in_flight	REACTOME_AXON_GUIDANCE	Axon Guidance	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_AXON_GUIDANCE	447	4	198	18168	0.7214213438350363	ENSMUSG00000009376,ENSMUSG00000026778,ENSMUSG00000052516,ENSMUSG00000079037	0.827860558499222
OSD-245	down_in_flight	REACTOME_MITOTIC_M_M_G1_PHASES	Mitotic M M G1 Phases	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOTIC_M_M_G1_PHASES	447	3	158	18168	0.7498303347032331	ENSMUSG00000006715,ENSMUSG00000020460,ENSMUSG00000026669	0.8465826359552632
OSD-245	down_in_flight	REACTOME_IMMUNE_SYSTEM	Immune System	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IMMUNE_SYSTEM	447	16	761	18168	0.7753652657047041	ENSMUSG00000020460,ENSMUSG00000020623,ENSMUSG00000022901,ENSMUSG00000024235,ENSMUSG00000025888,ENSMUSG00000026021,ENSMUSG00000026656,ENSMUSG00000026712,ENSMUSG00000026778,ENSMUSG00000028111,ENSMUSG00000030793,ENSMUSG00000034783,ENSMUSG00000041538,ENSMUSG00000066149,ENSMUSG00000070873,ENSMUSG00000078974	0.8476968145879746
OSD-245	down_in_flight	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	Metabolism Of Amino Acids And Derivatives	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	447	3	165	18168	0.775467130826198	ENSMUSG00000025283,ENSMUSG00000032263,ENSMUSG00000042032	0.8476968145879746
OSD-245	down_in_flight	REACTOME_HEMOSTASIS	Hemostasis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HEMOSTASIS	447	7	367	18168	0.8020681150099115	ENSMUSG00000020077,ENSMUSG00000026778,ENSMUSG00000027669,ENSMUSG00000031016,ENSMUSG00000038607,ENSMUSG00000038793,ENSMUSG00000049775	0.8476968145879746
OSD-245	down_in_flight	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	Metabolism Of Lipids And Lipoproteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	447	8	414	18168	0.8025420660338227	ENSMUSG00000003555,ENSMUSG00000020801,ENSMUSG00000021665,ENSMUSG00000023021,ENSMUSG00000027346,ENSMUSG00000030214,ENSMUSG00000033429,ENSMUSG00000038633	0.8476968145879746
