accession	direction	term	clean_term	description	query_genes	overlap	term_genes_in_universe	universe_genes	p_value	overlap_genes	fdr_bh
OSD-379	up_in_flight	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	Fatty Acyl Coa Biosynthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	1087	6	16	19303	0.00015445416979560894	ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000024981,ENSMUSG00000025153,ENSMUSG00000032883,ENSMUSG00000041220	0.005119052484654467
OSD-379	up_in_flight	REACTOME_PROTEIN_FOLDING	Protein Folding	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROTEIN_FOLDING	1087	10	47	19303	0.00023611376276332327	ENSMUSG00000006095,ENSMUSG00000023004,ENSMUSG00000026202,ENSMUSG00000028086,ENSMUSG00000029580,ENSMUSG00000036752,ENSMUSG00000039233,ENSMUSG00000043091,ENSMUSG00000055401,ENSMUSG00000058672	0.006847299120136375
OSD-379	up_in_flight	REACTOME_SIGNALING_BY_HIPPO	Signaling By Hippo	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_HIPPO	1087	6	19	19303	0.0004522826492873045	ENSMUSG00000018209,ENSMUSG00000020849,ENSMUSG00000022329,ENSMUSG00000024812,ENSMUSG00000031628,ENSMUSG00000041688	0.011658841626072738
OSD-379	up_in_flight	REACTOME_MITOTIC_G2_G2_M_PHASES	Mitotic G2 G2 M Phases	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MITOTIC_G2_G2_M_PHASES	1087	12	74	19303	0.0008243728373431768	ENSMUSG00000009013,ENSMUSG00000019971,ENSMUSG00000020849,ENSMUSG00000026202,ENSMUSG00000031592,ENSMUSG00000036403,ENSMUSG00000036752,ENSMUSG00000039298,ENSMUSG00000040407,ENSMUSG00000043987,ENSMUSG00000063810,ENSMUSG00000064128	0.0191254498263617
OSD-379	up_in_flight	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	Apoptotic Cleavage Of Cell Adhesion Proteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	1087	4	9	19303	0.0010027178354675495	ENSMUSG00000000303,ENSMUSG00000024812,ENSMUSG00000031628,ENSMUSG00000054889	0.019385878152372624
OSD-379	up_in_flight	REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	Role Of Dcc In Regulating Apoptosis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	1087	4	9	19303	0.0010027178354675495	ENSMUSG00000021559,ENSMUSG00000031628,ENSMUSG00000032380,ENSMUSG00000040760	0.019385878152372624
OSD-379	up_in_flight	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	Formation Of Tubulin Folding Intermediates By Cct Tric	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	1087	5	17	19303	0.001965155394867803	ENSMUSG00000023004,ENSMUSG00000026202,ENSMUSG00000036752,ENSMUSG00000043091,ENSMUSG00000058672	0.035070465508410024
OSD-379	up_in_flight	REACTOME_POL_SWITCHING	Pol Switching	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_POL_SWITCHING	1087	4	12	19303	0.003437884370097512	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395,ENSMUSG00000033970	0.05697065527590163
OSD-379	up_in_flight	REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	Metabolism Of Steroid Hormones And Vitamins A And D	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	1087	5	20	19303	0.0042770482122022144	ENSMUSG00000021594,ENSMUSG00000028003,ENSMUSG00000030670,ENSMUSG00000038541,ENSMUSG00000066441	0.06615167901539425
OSD-379	up_in_flight	REACTOME_APOPTOSIS	Apoptosis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APOPTOSIS	1087	15	131	19303	0.006929172643314026	ENSMUSG00000000303,ENSMUSG00000009013,ENSMUSG00000017428,ENSMUSG00000021559,ENSMUSG00000022789,ENSMUSG00000024812,ENSMUSG00000029106,ENSMUSG00000030603,ENSMUSG00000031628,ENSMUSG00000032301,ENSMUSG00000032380,ENSMUSG00000039067,ENSMUSG00000040760,ENSMUSG00000054889,ENSMUSG00000063410	0.09770761014722888
OSD-379	up_in_flight	REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	Prefoldin Mediated Transfer Of Substrate To Cct Tric	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	1087	5	23	19303	0.008069098019358865	ENSMUSG00000026202,ENSMUSG00000029580,ENSMUSG00000036752,ENSMUSG00000043091,ENSMUSG00000058672	0.09770761014722888
OSD-379	up_in_flight	REACTOME_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_UNFOLDED_PROTEIN_RESPONSE	1087	10	74	19303	0.0083215975528117	ENSMUSG00000003814,ENSMUSG00000004460,ENSMUSG00000020048,ENSMUSG00000020429,ENSMUSG00000020571,ENSMUSG00000020715,ENSMUSG00000027752,ENSMUSG00000028322,ENSMUSG00000029106,ENSMUSG00000042406	0.09770761014722888
OSD-379	up_in_flight	REACTOME_CELL_CYCLE	Cell Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_CYCLE	1087	30	335	19303	0.008333703858927734	ENSMUSG00000006678,ENSMUSG00000009013,ENSMUSG00000017428,ENSMUSG00000019971,ENSMUSG00000020184,ENSMUSG00000020849,ENSMUSG00000023067,ENSMUSG00000024833,ENSMUSG00000024974,ENSMUSG00000025395,ENSMUSG00000026202,ENSMUSG00000026491,ENSMUSG00000029730,ENSMUSG00000029910,ENSMUSG00000030603,ENSMUSG00000031403,ENSMUSG00000031592,ENSMUSG00000032065,ENSMUSG00000032301,ENSMUSG00000033970,ENSMUSG00000036403,ENSMUSG00000036752,ENSMUSG00000039067,ENSMUSG00000039298,ENSMUSG00000040407,ENSMUSG00000043987,ENSMUSG00000063810,ENSMUSG00000064128,ENSMUSG00000079614,ENSMUSG00000096054	0.09770761014722888
OSD-379	up_in_flight	REACTOME_APOPTOTIC_EXECUTION_PHASE	Apoptotic Execution Phase	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APOPTOTIC_EXECUTION_PHASE	1087	7	42	19303	0.008423069840278352	ENSMUSG00000000303,ENSMUSG00000022789,ENSMUSG00000024812,ENSMUSG00000029106,ENSMUSG00000031628,ENSMUSG00000054889,ENSMUSG00000063410	0.09770761014722888
OSD-379	up_in_flight	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	Apoptotic Cleavage Of Cellular Proteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	1087	6	34	19303	0.010898298168587343	ENSMUSG00000000303,ENSMUSG00000024812,ENSMUSG00000029106,ENSMUSG00000031628,ENSMUSG00000054889,ENSMUSG00000063410	0.11492750795964835
OSD-379	up_in_flight	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	Triglyceride Biosynthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	1087	6	34	19303	0.010898298168587343	ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000024981,ENSMUSG00000025153,ENSMUSG00000032883,ENSMUSG00000041220	0.11492750795964835
OSD-379	up_in_flight	REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	Activation Of Chaperone Genes By Atf6 Alpha	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	1087	3	9	19303	0.011578576115946756	ENSMUSG00000003814,ENSMUSG00000020048,ENSMUSG00000042406	0.11679259386520205
OSD-379	up_in_flight	REACTOME_REGULATION_OF_APOPTOSIS	Regulation Of Apoptosis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_APOPTOSIS	1087	8	56	19303	0.012642254564026994	ENSMUSG00000017428,ENSMUSG00000021559,ENSMUSG00000030603,ENSMUSG00000031628,ENSMUSG00000032301,ENSMUSG00000032380,ENSMUSG00000039067,ENSMUSG00000040760	0.12220846078559428
OSD-379	up_in_flight	REACTOME_CELL_CYCLE_MITOTIC	Cell Cycle Mitotic	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_CYCLE_MITOTIC	1087	26	290	19303	0.013186300035529723	ENSMUSG00000006678,ENSMUSG00000009013,ENSMUSG00000017428,ENSMUSG00000019971,ENSMUSG00000020849,ENSMUSG00000023067,ENSMUSG00000024833,ENSMUSG00000024974,ENSMUSG00000025395,ENSMUSG00000026202,ENSMUSG00000026491,ENSMUSG00000029730,ENSMUSG00000029910,ENSMUSG00000030603,ENSMUSG00000031592,ENSMUSG00000032301,ENSMUSG00000033970,ENSMUSG00000036403,ENSMUSG00000036752,ENSMUSG00000039067,ENSMUSG00000039298,ENSMUSG00000040407,ENSMUSG00000043987,ENSMUSG00000063810,ENSMUSG00000064128,ENSMUSG00000079614	0.12236886432971582
OSD-379	up_in_flight	REACTOME_EXTENSION_OF_TELOMERES	Extension Of Telomeres	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_EXTENSION_OF_TELOMERES	1087	5	26	19303	0.013721657994764432	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395,ENSMUSG00000031403,ENSMUSG00000033970	0.12243940979943647
OSD-379	up_in_flight	REACTOME_LAGGING_STRAND_SYNTHESIS	Lagging Strand Synthesis	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_LAGGING_STRAND_SYNTHESIS	1087	4	18	19303	0.016229582585827133	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395,ENSMUSG00000033970	0.13945419110784796
OSD-379	up_in_flight	REACTOME_COMMON_PATHWAY	Common Pathway	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_COMMON_PATHWAY	1087	3	11	19303	0.020903314083707037	ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.15634317529875155
OSD-379	up_in_flight	REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	Activation Of Chaperones By Atf6 Alpha	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	1087	3	11	19303	0.020903314083707037	ENSMUSG00000003814,ENSMUSG00000020048,ENSMUSG00000042406	0.15634317529875155
OSD-379	up_in_flight	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	Calnexin Calreticulin Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CALNEXIN_CALRETICULIN_CYCLE	1087	3	11	19303	0.020903314083707037	ENSMUSG00000003814,ENSMUSG00000027248,ENSMUSG00000037470	0.15634317529875155
OSD-379	up_in_flight	REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	Inhibition Of Replication Initiation Of Damaged Dna By Rb1 E2F1	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	1087	3	11	19303	0.020903314083707037	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395	0.15634317529875155
OSD-379	up_in_flight	REACTOME_DNA_STRAND_ELONGATION	Dna Strand Elongation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DNA_STRAND_ELONGATION	1087	5	29	19303	0.021564575903276074	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395,ENSMUSG00000029730,ENSMUSG00000033970	0.15634317529875155
OSD-379	up_in_flight	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	Metabolism Of Lipids And Lipoproteins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	1087	34	422	19303	0.02301232504932266	ENSMUSG00000001467,ENSMUSG00000005899,ENSMUSG00000006517,ENSMUSG00000017210,ENSMUSG00000019984,ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000021594,ENSMUSG00000024843,ENSMUSG00000024981,ENSMUSG00000025153,ENSMUSG00000026077,ENSMUSG00000026925,ENSMUSG00000027048,ENSMUSG00000027695,ENSMUSG00000027952,ENSMUSG00000028003,ENSMUSG00000029238,ENSMUSG00000030670,ENSMUSG00000031349,ENSMUSG00000032883,ENSMUSG00000033105,ENSMUSG00000038369,ENSMUSG00000038541,ENSMUSG00000041220,ENSMUSG00000041653,ENSMUSG00000042010,ENSMUSG00000050017,ENSMUSG00000055116,ENSMUSG00000058454,ENSMUSG00000059743,ENSMUSG00000066441,ENSMUSG00000079487,ENSMUSG00000093930	0.16178361852857143
OSD-379	up_in_flight	REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	P75 Ntr Receptor Mediated Signalling	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1087	9	76	19303	0.026581889118357026	ENSMUSG00000000120,ENSMUSG00000019777,ENSMUSG00000020849,ENSMUSG00000021215,ENSMUSG00000022957,ENSMUSG00000031628,ENSMUSG00000032375,ENSMUSG00000037643,ENSMUSG00000061462	0.17222857681312503
OSD-379	up_in_flight	REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	Regulation Of Pyruvate Dehydrogenase Pdh Complex	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	1087	3	12	19303	0.026725123988243542	ENSMUSG00000000168,ENSMUSG00000019577,ENSMUSG00000020664	0.17222857681312503
OSD-379	up_in_flight	REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	Synthesis Of Very Long Chain Fatty Acyl Coas	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	1087	3	12	19303	0.026725123988243542	ENSMUSG00000024981,ENSMUSG00000032883,ENSMUSG00000041220	0.17222857681312503
OSD-379	up_in_flight	REACTOME_SYNTHESIS_OF_DNA	Synthesis Of Dna	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_DNA	1087	10	89	19303	0.027818273373406116	ENSMUSG00000006678,ENSMUSG00000017428,ENSMUSG00000023067,ENSMUSG00000024833,ENSMUSG00000025395,ENSMUSG00000029730,ENSMUSG00000030603,ENSMUSG00000032301,ENSMUSG00000033970,ENSMUSG00000039067	0.17442809250351943
OSD-379	up_in_flight	REACTOME_SIGNALLING_BY_NGF	Signalling By Ngf	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SIGNALLING_BY_NGF	1087	18	197	19303	0.0296102020584717	ENSMUSG00000000120,ENSMUSG00000008859,ENSMUSG00000019777,ENSMUSG00000020184,ENSMUSG00000020431,ENSMUSG00000020849,ENSMUSG00000021215,ENSMUSG00000022957,ENSMUSG00000023067,ENSMUSG00000028057,ENSMUSG00000030265,ENSMUSG00000031628,ENSMUSG00000032375,ENSMUSG00000032601,ENSMUSG00000036333,ENSMUSG00000037643,ENSMUSG00000058444,ENSMUSG00000061462	0.1752414571958571
OSD-379	up_in_flight	REACTOME_DIABETES_PATHWAYS	Diabetes Pathways	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DIABETES_PATHWAYS	1087	12	116	19303	0.030273412895318656	ENSMUSG00000003814,ENSMUSG00000004460,ENSMUSG00000020048,ENSMUSG00000020429,ENSMUSG00000020571,ENSMUSG00000020715,ENSMUSG00000027752,ENSMUSG00000028322,ENSMUSG00000029106,ENSMUSG00000034152,ENSMUSG00000035227,ENSMUSG00000042406	0.1752414571958571
OSD-379	up_in_flight	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	Response To Elevated Platelet Cytosolic Ca2 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	1087	9	78	19303	0.030835864132232473	ENSMUSG00000026202,ENSMUSG00000027882,ENSMUSG00000028001,ENSMUSG00000030342,ENSMUSG00000030695,ENSMUSG00000030805,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000052374	0.1752414571958571
OSD-379	up_in_flight	REACTOME_METABOLISM_OF_NON_CODING_RNA	Metabolism Of Non Coding Rna	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_NON_CODING_RNA	1087	6	43	19303	0.032271461037569116	ENSMUSG00000002477,ENSMUSG00000006005,ENSMUSG00000020180,ENSMUSG00000023110,ENSMUSG00000038759,ENSMUSG00000079614	0.1752414571958571
OSD-379	up_in_flight	REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	Circadian Repression Of Expression By Rev Erba	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	1087	4	22	19303	0.03248009766992179	ENSMUSG00000026077,ENSMUSG00000029238,ENSMUSG00000038369,ENSMUSG00000055116	0.1752414571958571
OSD-379	up_in_flight	REACTOME_ACTIVATION_OF_GENES_BY_ATF4	Activation Of Genes By Atf4	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_GENES_BY_ATF4	1087	4	22	19303	0.03248009766992179	ENSMUSG00000020429,ENSMUSG00000027752,ENSMUSG00000028322,ENSMUSG00000042406	0.1752414571958571
OSD-379	up_in_flight	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	N Glycan Trimming In The Er And Calnexin Calreticulin Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1087	3	13	19303	0.0333187288567457	ENSMUSG00000003814,ENSMUSG00000027248,ENSMUSG00000037470	0.17568057033556825
OSD-379	up_in_flight	REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	Aquaporin Mediated Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	1087	5	33	19303	0.035864294445477916	ENSMUSG00000020431,ENSMUSG00000025885,ENSMUSG00000029663,ENSMUSG00000030762,ENSMUSG00000032601	0.1779071276541503
OSD-379	up_in_flight	REACTOME_TELOMERE_MAINTENANCE	Telomere Maintenance	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TELOMERE_MAINTENANCE	1087	5	33	19303	0.035864294445477916	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395,ENSMUSG00000031403,ENSMUSG00000033970	0.1779071276541503
OSD-379	up_in_flight	REACTOME_MRNA_PROCESSING	Mrna Processing	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MRNA_PROCESSING	1087	14	146	19303	0.03604153017131493	ENSMUSG00000002477,ENSMUSG00000002658,ENSMUSG00000006005,ENSMUSG00000020180,ENSMUSG00000022194,ENSMUSG00000028274,ENSMUSG00000029387,ENSMUSG00000031256,ENSMUSG00000038759,ENSMUSG00000039630,ENSMUSG00000045427,ENSMUSG00000054405,ENSMUSG00000059208,ENSMUSG00000079614	0.1779071276541503
OSD-379	up_in_flight	REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	Cell Death Signalling Via Nrage Nrif And Nade	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1087	7	56	19303	0.03687265797300746	ENSMUSG00000000120,ENSMUSG00000020849,ENSMUSG00000021215,ENSMUSG00000022957,ENSMUSG00000031628,ENSMUSG00000032375,ENSMUSG00000061462	0.1781156586517053
OSD-379	up_in_flight	REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	Rora Activates Circadian Expression	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	1087	4	23	19303	0.037619255491092934	ENSMUSG00000026077,ENSMUSG00000029238,ENSMUSG00000038369,ENSMUSG00000055116	0.1781156586517053
OSD-379	up_in_flight	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	Processive Synthesis On The Lagging Strand	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1087	3	14	19303	0.04067327531542595	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000025395	0.1887239974635764
OSD-379	up_in_flight	REACTOME_CHROMOSOME_MAINTENANCE	Chromosome Maintenance	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CHROMOSOME_MAINTENANCE	1087	8	70	19303	0.04245656873704618	ENSMUSG00000006678,ENSMUSG00000024833,ENSMUSG00000024974,ENSMUSG00000025395,ENSMUSG00000031403,ENSMUSG00000032065,ENSMUSG00000033970,ENSMUSG00000096054	0.19313576366656302
OSD-379	up_in_flight	REACTOME_GLUCOSE_TRANSPORT	Glucose Transport	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCOSE_TRANSPORT	1087	5	35	19303	0.04477325517674828	ENSMUSG00000005232,ENSMUSG00000006005,ENSMUSG00000018566,ENSMUSG00000038759,ENSMUSG00000079614	0.19975760001933848
OSD-379	up_in_flight	REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	P130Cas Linkage To Mapk Signaling For Integrins	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	1087	3	15	19303	0.04877138501492579	ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.2075940743911759
OSD-379	up_in_flight	REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	Grb2 Sos Provides Linkage To Mapk Signaling For Intergrins 	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	1087	3	15	19303	0.04877138501492579	ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.2075940743911759
OSD-379	up_in_flight	REACTOME_PERK_REGULATED_GENE_EXPRESSION	Perk Regulated Gene Expression	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PERK_REGULATED_GENE_EXPRESSION	1087	4	25	19303	0.049214112463425316	ENSMUSG00000020429,ENSMUSG00000027752,ENSMUSG00000028322,ENSMUSG00000042406	0.2075940743911759
OSD-379	up_in_flight	REACTOME_HIV_LIFE_CYCLE	Hiv Life Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_HIV_LIFE_CYCLE	1087	10	99	19303	0.05195118367342205	ENSMUSG00000002658,ENSMUSG00000005732,ENSMUSG00000006005,ENSMUSG00000028274,ENSMUSG00000028484,ENSMUSG00000029387,ENSMUSG00000035726,ENSMUSG00000036980,ENSMUSG00000038759,ENSMUSG00000079614	0.21522633236131994
OSD-379	up_in_flight	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	Processing Of Capped Intron Containing Pre Mrna	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1087	12	127	19303	0.054473096144242804	ENSMUSG00000002477,ENSMUSG00000002658,ENSMUSG00000006005,ENSMUSG00000020180,ENSMUSG00000022194,ENSMUSG00000031256,ENSMUSG00000038759,ENSMUSG00000039630,ENSMUSG00000045427,ENSMUSG00000054405,ENSMUSG00000059208,ENSMUSG00000079614	0.21549888587723517
OSD-379	up_in_flight	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	Formation Of Fibrin Clot Clotting Cascade	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1087	4	26	19303	0.055667286003181854	ENSMUSG00000018446,ENSMUSG00000028001,ENSMUSG00000033831,ENSMUSG00000033860	0.21549888587723517
OSD-379	up_in_flight	REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	Ion Transport By P Type Atpases	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1087	4	26	19303	0.055667286003181854	ENSMUSG00000030302,ENSMUSG00000030730,ENSMUSG00000039529,ENSMUSG00000060131	0.21549888587723517
OSD-379	up_in_flight	REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	Late Phase Of Hiv Life Cycle	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	1087	9	87	19303	0.0558187981562118	ENSMUSG00000002658,ENSMUSG00000005732,ENSMUSG00000006005,ENSMUSG00000028274,ENSMUSG00000029387,ENSMUSG00000035726,ENSMUSG00000036980,ENSMUSG00000038759,ENSMUSG00000079614	0.21549888587723517
OSD-379	up_in_flight	REACTOME_STEROID_HORMONES	Steroid Hormones	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_STEROID_HORMONES	1087	3	16	19303	0.05759021950167492	ENSMUSG00000021594,ENSMUSG00000030670,ENSMUSG00000038541	0.21549888587723517
OSD-379	up_in_flight	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	Traf6 Mediated Irf7 Activation	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	1087	3	16	19303	0.05759021950167492	ENSMUSG00000027854,ENSMUSG00000042349,ENSMUSG00000064289	0.21549888587723517
OSD-379	up_in_flight	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	Integration Of Energy Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1087	9	88	19303	0.0592213695140335	ENSMUSG00000005373,ENSMUSG00000020431,ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000025153,ENSMUSG00000029663,ENSMUSG00000032601,ENSMUSG00000035227,ENSMUSG00000042010	0.21808504328977416
OSD-379	up_in_flight	REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	Fatty Acid Triacylglycerol And Ketone Body Metabolism	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	1087	15	172	19303	0.06160884036664919	ENSMUSG00000017210,ENSMUSG00000019984,ENSMUSG00000020532,ENSMUSG00000020917,ENSMUSG00000024981,ENSMUSG00000025153,ENSMUSG00000026077,ENSMUSG00000029238,ENSMUSG00000032883,ENSMUSG00000038369,ENSMUSG00000041220,ENSMUSG00000042010,ENSMUSG00000055116,ENSMUSG00000079487,ENSMUSG00000093930	0.2233320463291033
