_MEMBER_FLT14_all,_MEMBER_FLT14_and_GC8,_MEMBER_FLT14_not_GC8,_MEMBER_GC8_all,_MEMBER_GC8_not_FLT14,_LogP_FLT14_all,_LogP_FLT14_and_GC8,_LogP_FLT14_not_GC8,_LogP_GC8_all,_LogP_GC8_not_FLT14,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,1,1,0,-20,-20,-3.2,-4.6,0,PGB:00001,M11110,4,0,PaGenBase,36,Tissue-specific: liver,,-20,5.8,13,17423,462,278,43,15,2.2,12274|12401|12686|13094|13097|13098|13099|13105|13123|17840|18559|18671|19116|19734|20219|20703|23957|26464|27367|27400|28248|28250|66438|67664|68054|76654|109222|171281|171405|226143|244152|244209|269378|320204|321018|337924|380780|402734|625018|668215|100039008|100039054|100126824,C6|Serpina6|Elovl3|Cyp2b9|Cyp2c38|Cyp2c39|Cyp2c40|Cyp2d9|Cyp7b1|Mup1|Pctp|Abcb1a|Prlr|Rgs16|Apcs|Serpina1d|Nr0b2|Vnn3|Rpl3|Hsd17b6|Slco1a1|Slco1a4|Hamp2|Rnf125|Serpina12|Upp2|Rarres1|Acot3|Slc22a27|Cyp2c23|Tsku|Cyp2r1|Ahcy|Etfbkmt|Serpina4-ps1|Cyp3a44|Serpina11|C730036E19Rik|C4a|Hectd2os|Mup10|Mup12|Sco2,-17,0
1,1,0,1,0,-3.1,-4.4,0,-3,0,PGB:00007,M11010,3,0,PaGenBase,36,Tissue-specific: adipose tissue,,-4.4,13,7.4,17423,46,148,5,3.4,1.5,11770|16625|18113|26874|76933,Fabp4|Serpina3c|Nnmt|Abcd2|Ifi27l2a,-2.2,0
0,0,0,1,1,0,0,0,-2.9,-3.7,PGB:00260,M00011,2,0,PaGenBase,36,Cell-specific: M-1,,-3.7,2,4.1,17423,303,854,30,3.5,0.63,12189|13649|14825|18162|18828|19076|19691|20135|23794|27279|56452|66371|71151|71839|71846|72281|73379|74044|78514|83675|84004|98845|106248|107029|109332|191578|225995|229780|230376|234358,Brca1|Egfr|Cxcl1|Npr3|Plscr2|Prim2|Recql|Rrm2|Adamts5|Tnfrsf12a|Orc6|Chmp4c|Eri2|Osgin1|Syce2|Sh2d4a|Dcbld2|Ttf2|Arhgap10|Bicc1|Mcam|Eps8l2|Qtrt2|Me2|Cdcp1|Helq|D030056L22Rik|Trmt13|Haus6|Zfp930,-1.8,0
1,0,0,1,0,-2.1,0,0,-2.5,0,PGB:00279,M10010,2,0,PaGenBase,36,Cell-specific: RAW 264_7,,-2.5,4,3.8,17423,26,1002,6,0.6,0.24,15006|15015|54123|77994|110557|231655,H2-Q1|H2-Q4|Irf7|Mir99ahg|H2-Q6|Oasl1,-0.91,0
1,0,0,0,0,-2.4,0,0,0,0,PGB:00002,M10000,1,0,PaGenBase,36,Tissue-specific: kidney,,-2.4,2.4,3.3,17423,308,278,12,4.3,1.2,20494|21410|50490|64697|74580|84112|100561|108114|114644|171281|236149|266645,Slc10a2|Hnf1b|Nox4|Keg1|Pyroxd2|Sucnr1|Slc15a4|Slc22a7|Slc13a3|Acot3|Slc22a26|Acmsd,-0.86,0
0,0,0,1,1,0,0,0,-2.2,-2.4,PGB:00277,M00011,2,0,PaGenBase,36,Cell-specific: macrophage unstimulated,,-2.4,2.3,3.2,17423,115,854,13,1.5,0.42,12523|14276|15959|16181|18442|19016|52855|54123|54598|54711|66102|210808|213391,Cd84|Folr2|Ifit3|Il1rn|P2ry2|Pparg|Lair1|Irf7|Calcrl|Plagl2|Cxcl16|Lacc1|Rassf4,-0.86,0
