x,y,z,gene_id,Location,gmm,hdbscan,spectral,consensus
0.2792011,-7.81416,-0.15109134,AT1G01010,FLT,6,7,5,10
3.5795307,0.4408432,-0.1267629,AT1G01020,FLT,14,13,18,2
-11.308116,4.8321652,1.8670396,AT1G01030,FLT,1,19,22,14
16.789953,-19.04826,2.6424272,AT1G01040,FLT,0,6,3,4
-5.397347,-11.470813,11.997371,AT1G01046,FLT,13,0,11,5
15.413952,-15.214908,4.9195566,AT1G01050,FLT,0,6,3,4
-14.404159,-7.4407706,-12.830948,AT1G01060,FLT,15,2,16,16
-5.1836243,-10.891155,-3.0138278,AT1G01070,FLT,6,7,5,10
7.7959332,21.334848,-1.2516246,AT1G01080,FLT,14,16,19,7
10.23798,-13.20124,-10.953696,AT1G01090,FLT,9,4,23,11
-8.953167,-16.209517,-13.422997,AT1G01100,FLT,17,3,15,9
5.7028112,4.477433,-6.3277264,AT1G01110,FLT,5,13,4,3
-4.8724794,-6.7102733,-13.40288,AT1G01120,FLT,19,8,24,6
-22.523327,0.76284736,10.564192,AT1G01130,FLT,13,21,9,5
11.972532,3.684778,4.3673153,AT1G01140,FLT,5,12,17,3
-23.90225,-0.13047281,5.9791274,AT1G01150,FLT,13,21,9,5
10.3543625,0.34668618,-19.918674,AT1G01160,FLT,10,10,12,0
19.065958,7.7138295,-7.8695664,AT1G01170,FLT,5,11,1,3
14.340127,3.09464,-16.867125,AT1G01180,FLT,10,10,12,0
12.340539,9.283969,-1.2512541,AT1G01190,FLT,5,12,1,3
-2.1188385,0.69046825,14.070746,AT1G01200,FLT,1,18,6,1
17.422838,-0.39989424,-6.4419336,AT1G01210,FLT,5,12,17,3
15.5679655,9.571956,-11.621241,AT1G01220,FLT,5,11,1,3
7.627973,22.901697,3.5096982,AT1G01225,FLT,1,16,19,7
-6.7897673,-7.2718806,-7.094087,AT1G01230,FLT,19,8,5,6
-4.5214977,0.18515573,-13.325689,AT1G01240,FLT,19,8,10,6
18.814257,5.3880587,-11.589784,AT1G01260,FLT,5,11,12,3
18.792667,2.0303411,-1.5323449,AT1G01290,FLT,5,12,17,3
6.7474027,-8.883751,0.842679,AT1G01300,FLT,6,7,8,10
-8.194817,-8.620864,16.615202,AT1G01305,FLT,13,0,11,5
-19.998209,-10.250323,11.201119,AT1G01310,FLT,13,21,21,5
5.8746476,7.281966,-14.625034,AT1G01320,FLT,10,10,10,0
0.7810775,-8.2657,-8.609551,AT1G01340,FLT,19,8,24,6
8.503554,0.5602559,-20.928665,AT1G01350,FLT,10,10,12,0
-23.174023,-5.480637,7.3559365,AT1G01355,FLT,13,21,21,5
11.41136,-2.4350343,-17.381441,AT1G01360,FLT,10,10,12,0
7.1580048,18.049788,-2.5645468,AT1G01370,FLT,14,16,19,7
2.8211014,14.141314,6.647723,AT1G01380,FLT,1,17,14,1
-17.27852,-7.2308784,17.596909,AT1G01390,FLT,13,21,21,5
-11.555479,7.0278893,6.975179,AT1G01420,FLT,1,19,22,14
13.494365,7.323257,-16.130255,AT1G01430,FLT,10,10,12,0
15.911952,4.160937,-15.55985,AT1G01440,FLT,10,11,12,0
-1.4292121,3.7887976,-6.109992,AT1G01448,FLT,14,14,4,2
-6.3216386,5.7632837,8.107447,AT1G01453,FLT,1,18,22,1
-8.697271,-8.048231,16.940117,AT1G01460,FLT,13,0,2,5
7.893763,-3.068954,-19.81862,AT1G01470,FLT,10,10,12,0
6.6099143,8.589507,17.394192,AT1G01480,FLT,1,17,6,1
2.0887256,-10.1064,3.750167,AT1G01490,FLT,6,7,8,10
-3.119657,21.427013,-1.5036931,AT1G01500,FLT,14,15,0,2
