gene_id	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction
ENSMUSG00000019996	Map7	8	0.281870268080389	0.0378909934590677	7.43897803537094	1.01467191628503e-13	6	2	17.3691055859278	59.698558078481	0.0151650483041095	9.86320789212358e-11	TRUE	FALSE	mixed
ENSMUSG00000036594	H2-Aa	8	-0.515662306234836	0.0698994970175811	-7.37719623511936	1.61657654359579e-13	1	7	43.0094193836084	83.7244954702462	3.32168617527366e-07	1.48410707682891e-10	TRUE	FALSE	mixed
ENSMUSG00000078673	Mup19	8	-0.990566563264973	0.134596077366427	-7.35955001547506	1.84531209076647e-13	1	7	25.6028495765232	72.6592933373373	0.000592922606591763	1.60493591052189e-10	TRUE	FALSE	mixed
ENSMUSG00000044748	Defb1	8	0.801104095642287	0.111512814355243	7.18396446430127	6.77184725449531e-13	6	2	43.261006902757	83.8191468457155	2.97003060931675e-07	5.59523879402675e-10	TRUE	FALSE	mixed
ENSMUSG00000078680	Mup10	8	-0.710796186227821	0.0995695027205182	-7.13869374463942	9.42219964330274e-13	1	7	16.9449280454339	58.6897036019798	0.0177547692508014	7.41437376693227e-10	TRUE	FALSE	mixed
ENSMUSG00000030994	D7Ertd443e	5	-0.763998143640539	0.107282156066147	-7.12139065483996	1.06843481194843e-12	1	4	41.1949852821246	90.2900802789322	2.44920952443873e-08	8.02540239429443e-10	TRUE	FALSE	mixed
ENSMUSG00000070348	Ccnd1	8	-0.547149134055565	0.0772488228128164	-7.08294462145238	1.41123082666439e-12	3	5	48.2978867554942	85.5066122552376	3.11366971362377e-08	1.01393867002735e-09	TRUE	FALSE	mixed
ENSMUSG00000045559	Olfr827	5	1.10625822700639	0.157585157263139	7.02006614213758	2.21763239521115e-12	4	1	24.3566878289877	83.5774058111487	6.77443806067374e-05	1.52693230545268e-09	TRUE	TRUE	mixed
ENSMUSG00000017639	Rab11fip4	8	0.680588770408413	0.0973063058724934	6.99429255181295	2.66600735229055e-12	7	1	17.9719454439471	61.0504047999012	0.0120972220715878	1.76223085986405e-09	TRUE	FALSE	mixed
ENSMUSG00000032725	Folr2	8	-0.506019253540542	0.072763029271877	-6.95434561485635	3.54202288075259e-12	1	7	29.1608722740261	75.9952310952133	0.000135232261382869	2.25122800401679e-09	TRUE	FALSE	mixed
ENSMUSG00000041220	Elovl6	8	-0.761379354333036	0.110783497278612	-6.8726784497354	6.30074848673969e-12	4	4	82.4147017761649	91.506369799151	4.4282215542447e-15	3.85629143493975e-09	TRUE	FALSE	mixed
ENSMUSG00000073421	H2-Ab1	8	-0.482913760897682	0.0705505403015511	-6.84493355874505	7.65113735263196e-12	0	8	66.0916715810976	89.4086503903738	9.07127570887552e-12	4.51553731258011e-09	TRUE	FALSE	all_down
ENSMUSG00000020604	Arsg	8	0.380228193079381	0.0567069346858636	6.70514453277559	2.01207115895678e-11	6	2	94.4439405349646	92.5881957483461	1.50885494608511e-17	1.14653365178485e-08	TRUE	FALSE	mixed
ENSMUSG00000020182	Ddc	8	0.400898383718	0.059897696374667	6.69305178633806	2.18563747232018e-11	7	1	17.7294852659928	60.5177482877814	0.0132519885546839	1.20392197433637e-08	TRUE	FALSE	mixed
ENSMUSG00000063590	Slc22a28	8	-0.770287180021137	0.115324846754691	-6.67928206017584	2.40115630238252e-11	4	4	49.5638167807249	85.8767938898478	1.75915527998713e-08	1.27997122247972e-08	TRUE	FALSE	mixed
ENSMUSG00000052712	BC004004	8	0.245355450213225	0.0368281322402408	6.66217468246009	2.69805065301461e-11	6	2	18.1006188068254	61.327289002073	0.0115241847166019	1.39329022003332e-08	TRUE	FALSE	mixed
ENSMUSG00000027993	Trim2	8	0.444410661302628	0.0675487736812648	6.57910776292729	4.73279673542551e-11	5	3	57.1067234802453	87.7422489447823	5.69265953183696e-10	2.36998381978505e-08	TRUE	FALSE	mixed
ENSMUSG00000030137	Tuba8	8	0.898203239697186	0.136999613084168	6.55624654315893	5.51789778718229e-11	8	0	11.0035269512152	36.3840336736129	0.138465250932599	2.68186061568198e-08	TRUE	FALSE	all_up
ENSMUSG00000025229	Pitx3	3	-1.53924560084855	0.235489124209795	-6.53637659918957	6.30270942102946e-11	0	3	0.910063968213035	0	0.634427676021353	2.97577923378605e-08	TRUE	TRUE	all_down
ENSMUSG00000038526	Car14	8	0.397040324820242	0.0608704555292302	6.52270993157889	6.90483190487683e-11	6	2	60.2396014891604	88.3797372045039	1.35207695028883e-10	3.16950964522471e-08	TRUE	FALSE	mixed
ENSMUSG00000078683	Mup1	8	-0.881423216091047	0.135339516700088	-6.51268186544716	7.38207516107118e-11	1	7	36.3770676066213	80.7571075390204	6.15306564080295e-06	3.29699437937031e-08	TRUE	FALSE	mixed
ENSMUSG00000022181	C6	8	-0.401193768484445	0.0623052329421544	-6.43916649596548	1.20131365929135e-10	1	7	21.0140521424863	66.688956739346	0.00374940781691989	5.22413374204988e-08	TRUE	FALSE	mixed
ENSMUSG00000025153	Fasn	8	-0.654054830437052	0.101969638609797	-6.41421151780185	1.41553560801235e-10	3	5	100.822405130071	93.0570987758432	7.2957685544525e-19	5.99787844164206e-08	TRUE	FALSE	mixed
ENSMUSG00000026536	Ifi211	8	-0.490899015718114	0.076940049268566	-6.38027945634123	1.76765120403102e-10	0	8	9.69401226456476	27.7904771630255	0.206586716529152	7.30260903665316e-08	TRUE	FALSE	all_down
ENSMUSG00000058163	Gm5431	7	-0.401694348964741	0.0635606044306094	-6.31986357844158	2.61794311357002e-10	0	7	23.8676290416047	74.8613488606634	0.000552359586373048	1.05515877931084e-07	TRUE	FALSE	all_down
ENSMUSG00000041491	Cep78	8	0.321403501397067	0.0510164579691233	6.29999639707621	2.97652563077518e-10	4	4	18.7087504631341	62.5843531678204	0.00915036080848842	1.17112109639428e-07	TRUE	FALSE	mixed
ENSMUSG00000027890	Gstm4	8	0.337029865629082	0.0536078099799019	6.28695456418455	3.23754078533752e-10	6	2	55.1709087286616	87.3121538845282	1.37905855254869e-09	1.24419445296983e-07	TRUE	FALSE	mixed
ENSMUSG00000031584	Gsr	8	0.227380948542601	0.0362531218052243	6.27203775068646	3.56353148984831e-10	7	1	46.8219678913362	85.0497526796705	6.04656085407202e-08	1.33834904249417e-07	TRUE	FALSE	mixed
ENSMUSG00000022504	Ciita	8	-0.424528411109902	0.0683465265000209	-6.21141165249666	5.25107112963538e-10	1	7	43.8266924588914	84.0279984473712	2.30871287895748e-07	1.8863902264614e-07	TRUE	FALSE	mixed
ENSMUSG00000030541	Idh2	8	0.314902545033129	0.0513055850556198	6.13778294686137	8.36810882977956e-10	6	2	23.4453802584287	70.1433718590106	0.00142527406765801	2.94219145557675e-07	TRUE	FALSE	mixed
ENSMUSG00000038642	Ctss	8	-0.332685238658751	0.0545090112146827	-6.10330716417651	1.03895899683252e-09	0	8	28.7987921893778	75.6934250784937	0.00015743320561491	3.57683279638697e-07	TRUE	FALSE	all_down
ENSMUSG00000017428	Psmd11	8	0.237769159665111	0.0390037209959945	6.09606349326333	1.0871224834597e-09	7	1	28.7952730311725	75.6904544977847	0.000157665709814711	3.60739895509924e-07	TRUE	FALSE	mixed
ENSMUSG00000033781	Asb13	8	0.222880943709562	0.0365653070108058	6.09542109529387	1.09149741455348e-09	6	2	21.7868170059272	67.8704787482466	0.00276448188816191	3.60739895509924e-07	TRUE	FALSE	mixed
ENSMUSG00000037649	H2-DMa	8	-0.440746522850992	0.0725052014663116	-6.07882626263411	1.21065443892917e-09	0	8	23.0518700839194	69.6337001097231	0.0016695112036762	3.92275776535382e-07	TRUE	FALSE	all_down
ENSMUSG00000039067	Psmd7	8	0.222406773499951	0.0366883294481103	6.06205779455041	1.34390902411498e-09	8	0	13.3666467188402	47.6308445398386	0.0636632703899238	4.27078781221154e-07	TRUE	FALSE	all_up
ENSMUSG00000027346	Gpcpd1	8	-0.442694063123625	0.0731875101893624	-6.048765178351	1.45960219838572e-09	3	5	81.728532176118	91.4350596864806	6.11470131133452e-15	4.5509294959102e-07	TRUE	FALSE	mixed
