gene	gmm_cluster	hdbscan_cluster	spectral_cluster	consensus_cluster
ENSMUSG00000110541	1	1	11	3
ENSMUSG00000053253	3	-1	0	6
ENSMUSG00000093080	2	1	11	10
ENSMUSG00000098234	12	1	2	4
ENSMUSG00000038241	0	-1	0	11
ENSMUSG00000091879	12	1	10	4
ENSMUSG00000092210	2	1	11	10
ENSMUSG00000027375	8	-1	0	7
ENSMUSG00000020941	7	1	0	1
ENSMUSG00000024011	7	-1	2	13
ENSMUSG00000026640	3	-1	0	6
ENSMUSG00000055866	5	-1	0	0
ENSMUSG00000035757	7	-1	2	13
ENSMUSG00000027564	2	1	3	2
ENSMUSG00000034037	7	-1	2	13
ENSMUSG00000059142	7	-1	2	13
ENSMUSG00000026737	13	-1	0	14
ENSMUSG00000025857	12	1	2	4
ENSMUSG00000065603	2	1	3	2
ENSMUSG00000067528	2	1	3	2
ENSMUSG00000045680	7	1	2	1
ENSMUSG00000032114	14	-1	0	0
ENSMUSG00000032936	6	-1	9	5
ENSMUSG00000040225	8	-1	0	7
ENSMUSG00000034445	13	1	0	14
ENSMUSG00000039621	13	-1	0	14
ENSMUSG00000027506	3	-1	0	6
ENSMUSG00000095240	2	1	3	2
ENSMUSG00000030772	8	-1	12	7
ENSMUSG00000075158	2	1	3	2
ENSMUSG00000034926	8	-1	0	7
ENSMUSG00000050796	11	1	2	9
ENSMUSG00000051056	2	1	11	10
ENSMUSG00000047879	4	-1	0	0
ENSMUSG00000071724	1	1	11	3
ENSMUSG00000047215	8	-1	0	7
ENSMUSG00000027455	0	-1	0	11
ENSMUSG00000021814	3	-1	0	6
ENSMUSG00000045835	1	1	11	3
ENSMUSG00000034300	0	-1	0	11
ENSMUSG00000090097	2	1	11	10
ENSMUSG00000063760	5	-1	0	0
ENSMUSG00000065417	2	1	3	2
ENSMUSG00000029776	3	-1	0	6
ENSMUSG00000109816	2	1	11	10
ENSMUSG00000052676	7	1	10	1
ENSMUSG00000022097	8	-1	0	7
ENSMUSG00000033128	0	-1	0	11
ENSMUSG00000096380	1	1	11	3
ENSMUSG00000040464	7	1	2	1
ENSMUSG00000002257	5	-1	0	0
ENSMUSG00000028152	6	-1	9	5
ENSMUSG00000006310	11	1	2	9
ENSMUSG00000026111	5	1	2	1
ENSMUSG00000031354	8	-1	0	7
ENSMUSG00000051046	1	1	11	3
ENSMUSG00000036748	6	-1	9	5
ENSMUSG00000028044	5	-1	2	0
ENSMUSG00000001642	3	-1	0	6
ENSMUSG00000033313	11	1	2	9
ENSMUSG00000028948	0	1	2	1
ENSMUSG00000062518	1	1	11	3
ENSMUSG00000029044	2	1	3	2
ENSMUSG00000029176	0	-1	0	11
ENSMUSG00000097391	12	1	2	4
ENSMUSG00000028528	6	-1	9	5
ENSMUSG00000019433	7	-1	2	13
ENSMUSG00000073103	2	1	11	10
ENSMUSG00000019986	6	1	9	5
ENSMUSG00000079704	2	1	3	2
ENSMUSG00000018669	7	-1	2	13
ENSMUSG00000021945	9	0	0	8
ENSMUSG00000059552	13	-1	0	14
ENSMUSG00000045030	2	1	11	10
ENSMUSG00000025059	8	-1	0	7
ENSMUSG00000083947	1	1	11	3
ENSMUSG00000071650	3	-1	0	6
ENSMUSG00000074965	11	1	10	9
ENSMUSG00000021066	6	-1	9	5
ENSMUSG00000055204	3	-1	0	6
ENSMUSG00000019802	9	-1	0	8
ENSMUSG00000096576	5	1	13	0
ENSMUSG00000036611	5	-1	2	0
ENSMUSG00000027377	7	1	2	1
ENSMUSG00000090675	1	1	11	3
ENSMUSG00000000253	5	-1	2	0
ENSMUSG00000018040	0	-1	0	11
ENSMUSG00000075156	2	1	3	2
ENSMUSG00000092770	2	1	3	2
ENSMUSG00000028483	9	0	0	8
ENSMUSG00000074003	2	1	11	10
ENSMUSG00000028978	7	1	2	1
ENSMUSG00000037613	12	1	2	4
ENSMUSG00000054215	2	1	3	2
ENSMUSG00000040249	8	-1	0	7
ENSMUSG00000030704	3	-1	9	5
ENSMUSG00000117853	7	1	10	1
ENSMUSG00000051038	2	1	3	2
ENSMUSG00000029073	12	1	2	4
ENSMUSG00000056961	2	1	3	2
ENSMUSG00000030486	12	1	2	4
ENSMUSG00000049721	12	1	2	4
ENSMUSG00000005540	13	1	0	14
ENSMUSG00000009670	12	1	2	4
ENSMUSG00000027615	13	-1	0	14
ENSMUSG00000022877	14	1	8	12
ENSMUSG00000058835	9	0	0	8
ENSMUSG00000021461	7	1	2	1
ENSMUSG00000045414	4	-1	9	5
ENSMUSG00000081766	2	1	3	2
ENSMUSG00000038330	7	1	2	1
ENSMUSG00000044894	8	-1	0	7
ENSMUSG00000001552	3	-1	0	6
ENSMUSG00000081402	2	1	3	2
ENSMUSG00000030226	10	1	9	5
ENSMUSG00000024757	14	1	0	0
ENSMUSG00000038298	8	-1	0	7
ENSMUSG00000059669	12	1	2	4
ENSMUSG00000037376	7	1	2	1
ENSMUSG00000022546	14	-1	8	12
ENSMUSG00000016559	8	-1	0	7
ENSMUSG00000030255	5	-1	0	0
ENSMUSG00000051147	12	1	2	4
ENSMUSG00000073950	2	1	3	2
ENSMUSG00000041203	0	-1	0	11
ENSMUSG00000022186	8	-1	0	7
ENSMUSG00000021143	6	-1	0	0
ENSMUSG00000040621	12	1	10	4
ENSMUSG00000023284	12	1	2	4
ENSMUSG00000062151	4	-1	9	5
ENSMUSG00000014177	5	-1	2	0
ENSMUSG00000055065	8	-1	0	7
ENSMUSG00000034336	6	-1	9	5
ENSMUSG00000052040	3	-1	0	6
ENSMUSG00000078907	2	1	11	10
ENSMUSG00000064006	11	1	10	9
ENSMUSG00000038342	13	-1	0	14
ENSMUSG00000053931	3	-1	0	6
ENSMUSG00000003660	3	-1	0	6
ENSMUSG00000026470	9	-1	0	8
ENSMUSG00000027599	4	0	0	0
ENSMUSG00000051242	11	1	2	9
ENSMUSG00000094796	11	1	2	9
ENSMUSG00000035125	12	1	2	4
ENSMUSG00000030681	3	-1	0	6
ENSMUSG00000069299	11	1	10	9
ENSMUSG00000087213	7	1	2	1
ENSMUSG00000038374	0	-1	0	11
ENSMUSG00000025212	6	-1	9	5
ENSMUSG00000028521	5	-1	0	0
ENSMUSG00000055884	7	1	2	1
ENSMUSG00000093178	2	1	7	2
ENSMUSG00000051156	2	1	3	2
ENSMUSG00000044258	8	-1	6	7
ENSMUSG00000065594	2	1	3	2
ENSMUSG00000037625	4	-1	9	5
ENSMUSG00000081044	12	1	2	4
ENSMUSG00000048732	4	-1	9	5
ENSMUSG00000023150	3	-1	0	6
ENSMUSG00000036764	7	-1	2	13
ENSMUSG00000005232	2	1	3	2
ENSMUSG00000049122	12	1	2	4
ENSMUSG00000020713	5	-1	9	5
ENSMUSG00000037705	1	1	11	3
ENSMUSG00000050089	2	1	3	2
ENSMUSG00000021556	8	-1	0	7
ENSMUSG00000042272	3	-1	0	6
ENSMUSG00000019897	7	-1	2	13
ENSMUSG00000014361	13	-1	0	14
ENSMUSG00000052854	5	1	6	0
ENSMUSG00000036972	12	1	2	4
ENSMUSG00000030041	12	1	2	4
ENSMUSG00000042671	4	-1	9	5
ENSMUSG00000027559	8	-1	0	7
ENSMUSG00000035517	5	-1	12	0
ENSMUSG00000078652	8	-1	0	7
ENSMUSG00000019990	10	-1	9	5
ENSMUSG00000094732	11	1	10	9
ENSMUSG00000026834	10	-1	2	13
ENSMUSG00000028300	7	-1	2	13
ENSMUSG00000006307	0	-1	0	11
ENSMUSG00000094690	2	1	11	10
ENSMUSG00000019906	4	-1	9	5
ENSMUSG00000085271	2	1	3	2
ENSMUSG00000079144	12	1	2	4
ENSMUSG00000111994	1	1	11	3
ENSMUSG00000047898	12	1	2	4
ENSMUSG00000053654	2	1	11	10
ENSMUSG00000066273	2	1	11	10
ENSMUSG00000025862	9	-1	0	8
ENSMUSG00000095412	2	1	3	2
ENSMUSG00000072571	11	1	2	9
ENSMUSG00000030219	1	1	11	3
ENSMUSG00000020542	12	1	2	4
ENSMUSG00000090439	2	1	3	2
ENSMUSG00000044712	8	-1	0	7
ENSMUSG00000063316	8	-1	0	7
ENSMUSG00000091705	5	-1	0	0
ENSMUSG00000021978	3	-1	0	6
ENSMUSG00000085498	1	1	11	3
ENSMUSG00000024413	9	-1	0	8
ENSMUSG00000036478	3	-1	0	6
ENSMUSG00000073242	2	1	11	10
ENSMUSG00000052428	14	-1	0	0
ENSMUSG00000086789	2	1	3	2
ENSMUSG00000051920	7	1	2	1
ENSMUSG00000036285	12	1	2	4
ENSMUSG00000039037	10	1	9	5
ENSMUSG00000022760	12	1	2	4
ENSMUSG00000040373	12	1	2	4
ENSMUSG00000044847	12	1	2	4
ENSMUSG00000003813	0	-1	0	11
ENSMUSG00000051392	1	1	11	3
ENSMUSG00000020733	3	-1	0	6
ENSMUSG00000076972	2	1	3	2
ENSMUSG00000039103	5	-1	0	0
ENSMUSG00000025224	3	-1	0	6
ENSMUSG00000067889	8	-1	9	5
ENSMUSG00000037824	0	-1	0	11
ENSMUSG00000016344	7	-1	2	13
ENSMUSG00000091950	2	1	3	2
ENSMUSG00000046474	11	1	14	9
ENSMUSG00000056148	7	1	2	1
ENSMUSG00000030088	14	-1	0	0
ENSMUSG00000032435	9	-1	0	8
ENSMUSG00000063929	11	1	11	3
ENSMUSG00000005465	13	1	0	14
ENSMUSG00000071477	7	1	2	1
ENSMUSG00000054808	3	-1	0	6
ENSMUSG00000043383	1	1	11	3
ENSMUSG00000090100	4	-1	9	5
ENSMUSG00000025494	7	-1	2	13
ENSMUSG00000011832	6	-1	9	5
ENSMUSG00000032715	11	1	2	9
ENSMUSG00000026222	13	-1	0	14
ENSMUSG00000102362	2	1	11	10
ENSMUSG00000028066	7	1	2	1
ENSMUSG00000060503	1	1	10	3
ENSMUSG00000020932	6	1	9	5
ENSMUSG00000026393	9	-1	0	8
ENSMUSG00000090145	5	-1	2	0
ENSMUSG00000087385	11	1	11	3
ENSMUSG00000034303	12	1	2	4
ENSMUSG00000040183	10	1	2	1
ENSMUSG00000037216	11	1	2	9
ENSMUSG00000025092	6	-1	9	5
ENSMUSG00000063334	9	-1	0	8
ENSMUSG00000033706	7	1	2	1
ENSMUSG00000022863	7	1	2	1
ENSMUSG00000069372	12	1	2	4
ENSMUSG00000066154	8	-1	8	7
ENSMUSG00000100219	2	1	3	2
ENSMUSG00000091764	12	1	10	4
ENSMUSG00000095218	2	1	11	10
ENSMUSG00000038524	12	1	2	4
ENSMUSG00000051680	2	1	3	2
ENSMUSG00000020935	5	-1	2	0
ENSMUSG00000022665	8	-1	0	7
ENSMUSG00000039976	5	-1	0	0
ENSMUSG00000086396	2	1	3	2
ENSMUSG00000065551	2	1	3	2
ENSMUSG00000107667	1	1	11	3
ENSMUSG00000058643	2	1	11	10
ENSMUSG00000030409	5	-1	0	0
ENSMUSG00000100146	2	1	11	10
ENSMUSG00000062438	1	1	11	3
ENSMUSG00000022987	11	1	2	9
ENSMUSG00000033898	14	-1	8	12
ENSMUSG00000036181	8	-1	1	7
ENSMUSG00000043782	12	1	2	4
ENSMUSG00000013846	13	-1	0	14
ENSMUSG00000024729	1	1	11	3
ENSMUSG00000047368	5	-1	0	0
ENSMUSG00000002812	3	-1	0	6
ENSMUSG00000030323	7	-1	2	13
ENSMUSG00000025823	3	-1	0	6
ENSMUSG00000020178	10	1	2	1
ENSMUSG00000022098	5	-1	0	0
ENSMUSG00000038206	5	-1	0	0
ENSMUSG00000061549	2	1	3	2
ENSMUSG00000019866	5	-1	14	0
ENSMUSG00000116895	11	1	2	9
ENSMUSG00000037254	14	-1	8	12
ENSMUSG00000033653	0	-1	0	11
ENSMUSG00000086080	2	1	11	10
ENSMUSG00000001445	0	-1	0	11
ENSMUSG00000050654	2	1	11	10
ENSMUSG00000057349	2	1	11	10
ENSMUSG00000095430	12	1	10	4
ENSMUSG00000026667	3	-1	0	6
ENSMUSG00000051879	8	-1	14	7
ENSMUSG00000054905	1	1	11	3
ENSMUSG00000104529	2	1	11	10
ENSMUSG00000028878	0	-1	0	11
ENSMUSG00000093930	3	-1	0	6
ENSMUSG00000020917	8	-1	0	7
ENSMUSG00000026475	7	1	2	1
ENSMUSG00000057497	7	-1	2	13
ENSMUSG00000026829	1	1	11	3
ENSMUSG00000001918	8	-1	0	7
ENSMUSG00000002413	9	-1	0	8
ENSMUSG00000087047	1	1	11	3
ENSMUSG00000022185	3	-1	0	6
ENSMUSG00000042717	5	-1	0	0
ENSMUSG00000059595	2	1	11	10
ENSMUSG00000001707	7	1	2	1
ENSMUSG00000038766	9	-1	0	8
ENSMUSG00000000296	12	1	2	4
ENSMUSG00000068574	2	1	11	10
ENSMUSG00000045629	12	1	2	4
ENSMUSG00000040466	5	-1	0	0
ENSMUSG00000042178	12	1	2	4
ENSMUSG00000073676	3	-1	0	6
ENSMUSG00000022562	14	-1	0	0
ENSMUSG00000029608	6	1	9	5
ENSMUSG00000024943	9	-1	0	8
ENSMUSG00000023802	11	1	2	9
ENSMUSG00000018459	14	-1	0	0
ENSMUSG00000021943	5	-1	9	5
ENSMUSG00000036503	3	-1	0	6
ENSMUSG00000053251	2	1	11	10
ENSMUSG00000020253	7	-1	0	0
ENSMUSG00000031898	11	1	2	9
ENSMUSG00000025732	7	-1	2	13
ENSMUSG00000005125	8	-1	0	7
ENSMUSG00000031984	7	-1	2	13
ENSMUSG00000031740	5	-1	14	0
ENSMUSG00000044899	2	1	11	10
ENSMUSG00000079550	5	1	12	0
ENSMUSG00000029268	2	1	3	2
ENSMUSG00000031209	5	-1	0	0
ENSMUSG00000070419	11	1	2	9
ENSMUSG00000087022	12	1	2	4
ENSMUSG00000059003	6	-1	9	5
ENSMUSG00000003380	5	-1	0	0
ENSMUSG00000035539	11	1	2	9
ENSMUSG00000032015	12	1	2	4
ENSMUSG00000037529	2	1	3	2
ENSMUSG00000026442	6	-1	9	5
ENSMUSG00000036136	12	1	2	4
ENSMUSG00000020794	9	-1	0	8
ENSMUSG00000028278	4	-1	9	5
ENSMUSG00000058976	1	1	11	3
ENSMUSG00000050397	2	1	11	10
ENSMUSG00000028009	2	1	11	10
ENSMUSG00000034573	5	-1	14	0
ENSMUSG00000040557	11	1	2	9
ENSMUSG00000022683	12	1	2	4
ENSMUSG00000010095	3	-1	0	6
ENSMUSG00000056665	10	1	2	1
ENSMUSG00000042182	4	1	9	5
ENSMUSG00000039737	12	1	2	4
ENSMUSG00000075297	11	1	2	9
ENSMUSG00000043061	7	-1	2	13
ENSMUSG00000069895	9	-1	0	8
ENSMUSG00000027460	11	1	11	3
ENSMUSG00000037627	11	1	2	9
ENSMUSG00000038080	0	-1	0	11
ENSMUSG00000006463	12	1	2	4
ENSMUSG00000049758	1	1	11	3
ENSMUSG00000018900	14	-1	0	0
ENSMUSG00000059824	5	-1	0	0
ENSMUSG00000079722	2	1	3	2
ENSMUSG00000091144	11	1	2	9
ENSMUSG00000056687	11	1	2	9
ENSMUSG00000031304	13	-1	0	14
ENSMUSG00000073627	11	1	2	9
ENSMUSG00000044224	7	-1	2	13
ENSMUSG00000020385	9	-1	0	8
ENSMUSG00000052271	11	1	2	9
ENSMUSG00000031344	11	1	2	9
ENSMUSG00000030269	7	1	2	1
ENSMUSG00000083079	11	1	11	3
ENSMUSG00000037541	6	-1	9	5
ENSMUSG00000032374	5	-1	0	0
ENSMUSG00000002102	3	-1	0	6
ENSMUSG00000077767	2	1	3	2
ENSMUSG00000032308	7	1	2	1
ENSMUSG00000001166	5	1	2	1
ENSMUSG00000015354	5	-1	2	0
ENSMUSG00000040132	2	1	3	2
ENSMUSG00000020361	3	-1	0	6
ENSMUSG00000034574	9	-1	0	8
ENSMUSG00000028063	8	-1	0	7
ENSMUSG00000027574	12	1	2	4
ENSMUSG00000025870	11	1	2	9
ENSMUSG00000005917	11	1	11	3
ENSMUSG00000034452	8	-1	12	7
ENSMUSG00000001665	14	-1	0	0
ENSMUSG00000041974	7	-1	2	13
ENSMUSG00000054146	8	-1	14	7
ENSMUSG00000024925	12	1	2	4
ENSMUSG00000030346	12	1	2	4
ENSMUSG00000006216	14	1	0	0
ENSMUSG00000020171	7	1	2	1
ENSMUSG00000074811	11	1	2	9
ENSMUSG00000058290	5	-1	2	0
ENSMUSG00000058244	1	1	11	3
ENSMUSG00000096002	8	-1	10	7
ENSMUSG00000066894	5	1	0	0
ENSMUSG00000093738	2	1	11	10
ENSMUSG00000026219	3	-1	0	6
ENSMUSG00000000791	11	1	2	9
ENSMUSG00000030942	0	-1	2	11
ENSMUSG00000027287	9	-1	0	8
ENSMUSG00000101073	1	1	11	3
ENSMUSG00000066415	9	-1	0	8
ENSMUSG00000074620	2	1	7	2
ENSMUSG00000064767	2	1	7	2
ENSMUSG00000074361	11	1	11	3
ENSMUSG00000094449	2	1	3	2
ENSMUSG00000017132	13	-1	0	14
ENSMUSG00000023806	5	-1	0	0
ENSMUSG00000068885	1	1	11	3
ENSMUSG00000036820	12	1	2	4
ENSMUSG00000025808	1	1	11	3
ENSMUSG00000025050	7	1	2	1
ENSMUSG00000095309	2	1	3	2
ENSMUSG00000059854	12	1	2	4
ENSMUSG00000033032	5	-1	0	0
ENSMUSG00000015837	3	-1	0	6
ENSMUSG00000026009	12	1	2	4
ENSMUSG00000059319	1	1	11	3
ENSMUSG00000033308	14	-1	8	12
ENSMUSG00000061540	12	1	2	4
ENSMUSG00000034617	12	1	2	4
ENSMUSG00000025396	7	1	8	1
ENSMUSG00000062794	11	1	11	3
ENSMUSG00000026162	11	1	2	9
ENSMUSG00000038299	0	-1	0	11
ENSMUSG00000005674	4	-1	0	0
ENSMUSG00000003849	7	-1	2	13
ENSMUSG00000036500	2	1	11	10
ENSMUSG00000070550	2	1	3	2
ENSMUSG00000024233	2	1	3	2
ENSMUSG00000032502	11	1	2	9
ENSMUSG00000029075	11	1	2	9
ENSMUSG00000031575	0	-1	0	11
ENSMUSG00000029417	7	1	2	1
ENSMUSG00000090919	1	1	11	3
ENSMUSG00000020792	0	-1	0	11
ENSMUSG00000020083	12	1	2	4
ENSMUSG00000021036	3	-1	0	6
ENSMUSG00000103332	12	1	2	4
ENSMUSG00000026987	9	-1	0	8
ENSMUSG00000031386	3	-1	0	6
ENSMUSG00000040935	7	1	2	1
ENSMUSG00000088185	8	-1	0	7
ENSMUSG00000024875	5	-1	0	0
ENSMUSG00000020886	6	-1	9	5
ENSMUSG00000091376	11	1	2	9
ENSMUSG00000021789	8	-1	0	7
ENSMUSG00000024440	12	1	2	4
ENSMUSG00000047259	2	1	11	10
ENSMUSG00000022610	7	-1	2	13
ENSMUSG00000074346	2	1	11	10
ENSMUSG00000028128	5	-1	2	0
ENSMUSG00000101261	2	1	3	2
ENSMUSG00000070563	11	1	2	9
ENSMUSG00000031673	6	-1	0	0
ENSMUSG00000047462	11	1	2	9
ENSMUSG00000034913	2	1	11	10
ENSMUSG00000019518	7	1	2	1
ENSMUSG00000000149	3	-1	0	6
ENSMUSG00000054641	7	-1	2	13
ENSMUSG00000032305	12	1	2	4
ENSMUSG00000027131	4	-1	0	0
ENSMUSG00000078886	10	-1	2	13
ENSMUSG00000022838	12	1	2	4
ENSMUSG00000027431	2	1	3	2
ENSMUSG00000045284	10	1	2	1
ENSMUSG00000035226	5	-1	9	5
ENSMUSG00000054484	10	1	2	1
ENSMUSG00000041096	6	-1	9	5
ENSMUSG00000031688	1	1	11	3
ENSMUSG00000025323	4	-1	0	0
ENSMUSG00000059796	3	-1	0	6
ENSMUSG00000072479	11	1	2	9
ENSMUSG00000070546	1	1	11	3
ENSMUSG00000100550	11	1	10	9
ENSMUSG00000073910	7	-1	2	13
ENSMUSG00000097336	7	-1	2	13
ENSMUSG00000063935	5	1	2	1
ENSMUSG00000089617	8	-1	9	5
ENSMUSG00000030744	8	-1	0	7
ENSMUSG00000118319	2	1	3	2
ENSMUSG00000025198	14	-1	0	0
ENSMUSG00000049291	2	1	11	10
ENSMUSG00000024678	12	1	2	4
ENSMUSG00000026531	8	-1	0	7
ENSMUSG00000096424	2	1	3	2
ENSMUSG00000020283	5	-1	0	0
ENSMUSG00000087820	2	1	3	2
ENSMUSG00000044014	1	1	11	3
ENSMUSG00000072834	2	1	3	2
ENSMUSG00000038425	12	1	2	4
ENSMUSG00000044348	12	1	2	4
ENSMUSG00000044583	7	1	0	1
ENSMUSG00000029504	7	1	2	1
ENSMUSG00000034858	9	-1	0	8
ENSMUSG00000019235	12	1	2	4
ENSMUSG00000060613	14	1	8	12
ENSMUSG00000093986	2	1	3	2
ENSMUSG00000002900	3	-1	0	6
ENSMUSG00000060206	5	-1	0	0
ENSMUSG00000001700	13	-1	0	14
ENSMUSG00000047868	2	1	3	2
ENSMUSG00000088148	2	1	11	10
ENSMUSG00000047989	7	1	2	1
ENSMUSG00000079677	12	1	2	4
ENSMUSG00000032942	7	-1	2	13
ENSMUSG00000044787	2	1	3	2
ENSMUSG00000029663	5	-1	12	0
ENSMUSG00000086377	1	1	11	3
ENSMUSG00000048065	1	1	11	3
ENSMUSG00000034109	3	-1	0	6
ENSMUSG00000022702	0	-1	0	11
ENSMUSG00000003099	0	-1	0	11
ENSMUSG00000085941	2	1	11	10
ENSMUSG00000036931	7	1	2	1
ENSMUSG00000024140	8	-1	0	7
ENSMUSG00000059791	12	1	2	4
ENSMUSG00000041616	8	-1	0	7
ENSMUSG00000031933	12	1	2	4
ENSMUSG00000054236	1	1	11	3
ENSMUSG00000034327	7	-1	2	13
ENSMUSG00000035352	1	1	11	3
ENSMUSG00000052949	6	-1	9	5
ENSMUSG00000094182	2	1	11	10
ENSMUSG00000007987	10	1	2	1
ENSMUSG00000051951	10	1	9	5
ENSMUSG00000009588	11	1	2	9
ENSMUSG00000016626	5	1	13	0
ENSMUSG00000031197	4	-1	0	0
ENSMUSG00000066232	3	-1	0	6
ENSMUSG00000061972	1	1	11	3
ENSMUSG00000066324	3	-1	0	6
ENSMUSG00000020250	3	-1	0	6
ENSMUSG00000105912	2	1	11	10
ENSMUSG00000055745	10	1	9	5
ENSMUSG00000063383	1	1	11	3
ENSMUSG00000005362	4	-1	0	0
ENSMUSG00000035181	9	-1	0	8
ENSMUSG00000005148	5	-1	0	0
ENSMUSG00000032567	11	1	2	9
ENSMUSG00000021493	5	-1	2	0
ENSMUSG00000073423	12	1	2	4
ENSMUSG00000023940	12	1	2	4
ENSMUSG00000063230	1	1	11	3
ENSMUSG00000030917	7	-1	2	13
ENSMUSG00000085889	2	1	3	2
ENSMUSG00000001844	12	1	2	4
ENSMUSG00000058354	8	-1	14	7
ENSMUSG00000020475	8	-1	0	7
ENSMUSG00000019158	7	1	2	1
ENSMUSG00000023036	10	-1	9	5
ENSMUSG00000050635	2	1	11	10
ENSMUSG00000062694	12	1	2	4
ENSMUSG00000059488	2	1	11	10
ENSMUSG00000042064	11	1	11	3
ENSMUSG00000101972	5	-1	1	0
ENSMUSG00000029467	8	-1	0	7
ENSMUSG00000085079	8	1	13	7
ENSMUSG00000004892	6	1	9	5
ENSMUSG00000015092	3	-1	0	6
ENSMUSG00000022948	12	1	2	4
ENSMUSG00000036678	7	1	2	1
ENSMUSG00000052997	9	-1	0	8
ENSMUSG00000000093	7	-1	2	13
ENSMUSG00000087231	12	1	2	4
ENSMUSG00000038167	12	1	2	4
ENSMUSG00000038637	11	1	2	9
ENSMUSG00000006498	3	-1	0	6
ENSMUSG00000025195	5	-1	0	0
ENSMUSG00000030641	12	1	2	4
ENSMUSG00000000402	7	1	2	1
ENSMUSG00000026459	2	1	11	10
ENSMUSG00000106741	2	1	3	2
ENSMUSG00000076994	2	1	7	2
ENSMUSG00000098528	2	1	3	2
ENSMUSG00000003882	13	1	0	14
ENSMUSG00000061126	12	1	14	4
ENSMUSG00000007480	12	1	2	4
ENSMUSG00000021904	5	-1	0	0
ENSMUSG00000033486	1	1	11	3
ENSMUSG00000021091	14	-1	8	12
ENSMUSG00000033427	14	-1	8	12
ENSMUSG00000056293	8	-1	0	7
ENSMUSG00000097044	2	1	3	2
ENSMUSG00000043013	12	1	2	4
ENSMUSG00000071347	12	1	2	4
ENSMUSG00000079516	2	1	3	2
ENSMUSG00000039781	12	1	2	4
ENSMUSG00000026815	11	1	2	9
ENSMUSG00000020810	5	-1	2	0
ENSMUSG00000042549	1	1	11	3
ENSMUSG00000046493	1	1	11	3
ENSMUSG00000032596	13	-1	0	14
ENSMUSG00000005069	14	-1	0	0
ENSMUSG00000046707	9	-1	0	8
ENSMUSG00000023000	11	1	2	9
ENSMUSG00000073923	2	1	3	2
ENSMUSG00000038010	12	1	2	4
ENSMUSG00000023764	3	-1	0	6
ENSMUSG00000020437	13	1	0	14
ENSMUSG00000071478	5	-1	1	0
ENSMUSG00000115338	5	-1	0	0
ENSMUSG00000020392	0	-1	0	11
ENSMUSG00000105200	2	1	7	2
ENSMUSG00000058275	2	1	11	10
ENSMUSG00000049692	2	1	11	10
ENSMUSG00000060216	0	-1	0	11
ENSMUSG00000025218	12	1	2	4
ENSMUSG00000032320	4	-1	0	0
ENSMUSG00000021706	5	-1	0	0
ENSMUSG00000030400	7	1	2	1
ENSMUSG00000041679	11	1	2	9
ENSMUSG00000037379	11	1	2	9
ENSMUSG00000033439	12	1	2	4
ENSMUSG00000032839	5	-1	2	0
ENSMUSG00000099724	11	1	10	9
ENSMUSG00000035024	0	-1	0	11
ENSMUSG00000039195	5	-1	9	5
ENSMUSG00000027361	7	1	0	1
ENSMUSG00000021203	12	1	2	4
ENSMUSG00000022518	11	1	2	9
ENSMUSG00000094739	2	1	3	2
ENSMUSG00000044934	7	-1	2	13
ENSMUSG00000116210	2	1	3	2
ENSMUSG00000031845	1	1	11	3
ENSMUSG00000029119	13	-1	0	14
ENSMUSG00000028801	2	1	11	10
ENSMUSG00000004054	0	-1	0	11
ENSMUSG00000024381	3	-1	0	6
ENSMUSG00000011751	6	1	9	5
ENSMUSG00000086126	2	1	11	10
ENSMUSG00000061028	0	-1	0	11
ENSMUSG00000055926	12	1	14	4
ENSMUSG00000050577	2	1	11	10
ENSMUSG00000070306	12	1	2	4
ENSMUSG00000039501	3	-1	0	6
ENSMUSG00000044820	1	1	11	3
ENSMUSG00000059474	9	-1	0	8
ENSMUSG00000002844	0	-1	0	11
ENSMUSG00000015474	7	-1	0	0
ENSMUSG00000066838	11	1	2	9
ENSMUSG00000028601	14	-1	2	13
ENSMUSG00000113346	11	1	2	9
ENSMUSG00000044037	13	-1	0	14
ENSMUSG00000015980	11	1	11	3
ENSMUSG00000007415	4	-1	0	0
ENSMUSG00000064326	7	1	2	1
ENSMUSG00000027499	4	-1	9	5
ENSMUSG00000024397	12	1	2	4
ENSMUSG00000033228	9	-1	0	8
ENSMUSG00000021277	13	-1	0	14
ENSMUSG00000057503	7	1	10	1
ENSMUSG00000028910	7	-1	2	13
ENSMUSG00000037892	7	-1	2	13
ENSMUSG00000071653	7	-1	2	13
ENSMUSG00000027712	3	-1	0	6
ENSMUSG00000080356	2	1	7	2
ENSMUSG00000055942	7	1	2	1
ENSMUSG00000031201	4	-1	0	0
ENSMUSG00000059208	9	-1	0	8
ENSMUSG00000041566	2	1	11	10
ENSMUSG00000034994	8	-1	0	7
ENSMUSG00000058013	3	-1	0	6
ENSMUSG00000078796	1	1	2	1
ENSMUSG00000054517	7	1	0	1
ENSMUSG00000047945	0	-1	0	11
ENSMUSG00000075169	2	1	3	2
ENSMUSG00000074377	2	1	3	2
ENSMUSG00000015441	2	1	11	10
ENSMUSG00000000805	5	-1	0	0
ENSMUSG00000022335	12	1	2	4
ENSMUSG00000020168	2	1	11	10
ENSMUSG00000041620	2	1	3	2
ENSMUSG00000026923	3	-1	0	6
ENSMUSG00000050150	11	1	2	9
ENSMUSG00000074748	3	-1	0	6
ENSMUSG00000029670	7	-1	2	13
