gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	significant_padj05_abs_lfc1	direction
ENSMUSG00000000001	2378.58196738829	0.0117498264813665	0.247228790551433	0.0475261253155793	0.962093908866684	0.993543033262785	FALSE	not_deg
ENSMUSG00000000028	17.9995081585684	-0.773671894537118	0.46906931422487	-1.64937648035152	0.0990705300622324	0.538916343813472	FALSE	not_deg
ENSMUSG00000000049	50259.6429490235	-0.461389912326815	0.187349683440144	-2.46272053336147	0.01378873455207	0.243389222002183	FALSE	not_deg
ENSMUSG00000000056	1035.22291095516	-0.601396839667312	0.17832417772204	-3.37249187042226	0.000744912855301015	0.0571053154733047	FALSE	not_deg
ENSMUSG00000000058	149.403491356386	-0.142744197520694	0.442408036366268	-0.322652813210916	0.746958191861632	0.948805110932404	FALSE	not_deg
ENSMUSG00000000078	336.437037252778	0.330070214181798	0.210243628676511	1.5699415780616	0.116428703475562	0.568250521769154	FALSE	not_deg
ENSMUSG00000000085	94.7416503170625	0.26205185727909	0.270188836357618	0.969884103324839	0.33210426468682	0.787847029180246	FALSE	not_deg
ENSMUSG00000000088	2181.26944136173	-0.264709467012486	0.383203689838478	-0.690780057791358	0.48970376966355	0.86883950693693	FALSE	not_deg
ENSMUSG00000000093	53.3454576779531	0.241235035647979	0.357009598310599	0.675710224009451	0.499224643401031	0.874757873899684	FALSE	not_deg
ENSMUSG00000000120	73.4283120806011	0.867388377550761	0.327578217001181	2.64788173490679	0.00809978553726843	0.187837286584858	FALSE	not_deg
ENSMUSG00000000126	8.68938821453006	0.110335220608322	0.59034454665354	0.18689970328984	0.851739271839761	0.975041557089499	FALSE	not_deg
ENSMUSG00000000127	298.693177382278	0.530685699469276	0.205963919064027	2.5765954633263	0.00997786490412371	0.210236841249898	FALSE	not_deg
ENSMUSG00000000131	649.115165350303	0.0206383995430985	0.248806812127561	0.0829494955006193	0.933891697896206	0.988597479238486	FALSE	not_deg
ENSMUSG00000000134	337.267288498685	0.0167136708409897	0.255137230263183	0.0655085532744435	0.947769096437577	0.991137266760395	FALSE	not_deg
ENSMUSG00000000142	138.819822386563	-0.0260339835512591	0.340109195942878	-0.076545956010056	0.938984753587326	0.989382050122007	FALSE	not_deg
ENSMUSG00000000148	162.615766759664	-0.0181162605484823	0.228693799145248	-0.0792162298068093	0.936860635640204	0.988951736567066	FALSE	not_deg
ENSMUSG00000000149	1722.39599021146	-0.188728755241645	0.242123728653401	-0.779472364362148	0.435701510718831	0.842877625526705	FALSE	not_deg
ENSMUSG00000000154	1137.94003298814	-0.631837822399625	0.285759596411584	-2.21108172860651	0.0270301779760174	0.328151617713709	FALSE	not_deg
ENSMUSG00000000159	841.79054594756	0.0754849181466246	0.25128890361461	0.30039097254526	0.763878948788754	0.953242026805857	FALSE	not_deg
ENSMUSG00000000167	15.498892856371	-0.0440232637116074	0.468333993130978	-0.0939997189127708	0.925109380023894	0.987014736844739	FALSE	not_deg
ENSMUSG00000000168	955.690433891135	0.441608780024384	0.171371242466441	2.57691298533278	0.00996870418545934	0.210236841249898	FALSE	not_deg
ENSMUSG00000000171	5820.62972249921	-0.180187644149372	0.258592817708369	-0.696800652648368	0.485927557615798	0.866192211582827	FALSE	not_deg
ENSMUSG00000000184	560.207714975122	-0.325596154634374	0.250117116421803	-1.30177478171978	0.192993386982619	0.677878870024476	FALSE	not_deg
ENSMUSG00000000194	488.219915123445	-0.516358921349742	0.24129434636461	-2.13995449594784	0.0323584443382702	0.349252056651027	FALSE	not_deg
ENSMUSG00000000204	21.6634301390917	0.356800415566425	0.651279698685997	0.547845136715139	0.58379824286263	0.90366783634582	FALSE	not_deg
ENSMUSG00000000244	8.4975368545803	-1.14718407841043	0.709307374812076	-1.61732997449006	0.105807072373091	NA	FALSE	not_deg
ENSMUSG00000000247	43.3004342734839	0.238325554046732	0.322729568815136	0.738468293815518	0.460229927373123	0.855668486808889	FALSE	not_deg
ENSMUSG00000000253	22.3451177530104	-0.208701509627938	0.401583765164629	-0.51969608268995	0.603275417643812	0.9114228551555	FALSE	not_deg
ENSMUSG00000000266	243.235750153761	-0.00467067523604754	0.227345927019251	-0.0205443541359421	0.983609130048452	0.997421102726552	FALSE	not_deg
ENSMUSG00000000275	1579.2530877734	-0.166590556156965	0.224099741372705	-0.74337683362117	0.45725356588464	0.854304607042342	FALSE	not_deg
ENSMUSG00000000276	36.6398707083456	-0.213223336017221	0.307075898456453	-0.694366888085353	0.487452153514717	0.867128877886922	FALSE	not_deg
ENSMUSG00000000278	595.773944901879	-0.0184688452223543	0.238950657208428	-0.077291460245889	0.938391684322325	0.989376157564413	FALSE	not_deg
ENSMUSG00000000282	96.5137011907644	0.10921933554201	0.398364894528627	0.274169077250759	0.783954690702546	0.957399952834013	FALSE	not_deg
ENSMUSG00000000290	214.79831164422	-0.00271693877285544	0.23637439252858	-0.0114942178964117	0.99082914294015	0.9992217676087	FALSE	not_deg
ENSMUSG00000000295	22.7721266492924	0.09817144163411	0.391318266251854	0.250873649662259	0.801911797557849	0.962201152214932	FALSE	not_deg
ENSMUSG00000000296	229.878598890254	0.227714480742795	0.223991560476314	1.01662080597396	0.309333852569241	0.77418306971393	FALSE	not_deg
