sample	size_factor
RR8_LVR_FLT_ISS-T_OLD_FI11	1.15395512734834
RR8_LVR_FLT_ISS-T_OLD_FI12	1.03273824839646
RR8_LVR_FLT_ISS-T_OLD_FI13	0.868319722450468
RR8_LVR_FLT_ISS-T_OLD_FI14	1.20246500930222
RR8_LVR_FLT_ISS-T_OLD_FI15	1.12627971919159
RR8_LVR_FLT_ISS-T_OLD_FI18	1.06012765626088
RR8_LVR_FLT_ISS-T_OLD_FI19	0.79584826556721
RR8_LVR_FLT_ISS-T_OLD_FI20	1.366407029143
RR8_LVR_FLT_ISS-T_YNG_FI1	0.950373410835347
RR8_LVR_FLT_ISS-T_YNG_FI2	0.642354374943951
RR8_LVR_FLT_ISS-T_YNG_FI3	1.04331815592964
RR8_LVR_FLT_ISS-T_YNG_FI4	1.33538996590177
RR8_LVR_FLT_ISS-T_YNG_FI5	0.87569438195477
RR8_LVR_FLT_ISS-T_YNG_FI6	1.44175047658719
RR8_LVR_FLT_ISS-T_YNG_FI7	1.48702455716914
RR8_LVR_FLT_ISS-T_YNG_FI8	0.807016798425805
RR8_LVR_FLT_LAR_OLD_FL3	0.635043823723382
RR8_LVR_FLT_LAR_OLD_FL4	0.851440824656707
RR8_LVR_FLT_LAR_OLD_FL7	1.05410685815567
RR8_LVR_FLT_LAR_OLD_FL16	0.913452626955322
RR8_LVR_FLT_LAR_YNG_FL1	0.804322227494719
RR8_LVR_FLT_LAR_YNG_FL5	0.633883833863664
RR8_LVR_FLT_LAR_YNG_FL6	0.69692781530018
RR8_LVR_FLT_LAR_YNG_FL13	1.05407081583818
RR8_LVR_FLT_LAR_YNG_FL14	1.34079626012236
RR8_LVR_FLT_LAR_YNG_FL17	0.566290301735893
RR8_LVR_GC_ISS-T_OLD_GI11	1.19003319227181
RR8_LVR_GC_ISS-T_OLD_GI12	1.36920566711271
RR8_LVR_GC_ISS-T_OLD_GI13	1.36311573590944
RR8_LVR_GC_ISS-T_OLD_GI14	1.02187333824304
RR8_LVR_GC_ISS-T_OLD_GI15	0.970213612048511
RR8_LVR_GC_ISS-T_OLD_GI16	1.04251216798323
RR8_LVR_GC_ISS-T_OLD_GI17	1.25690982839447
RR8_LVR_GC_ISS-T_OLD_GI18	1.04234856371192
RR8_LVR_GC_ISS-T_OLD_GI19	1.59484525397738
RR8_LVR_GC_ISS-T_OLD_GI20	0.910918484784819
RR8_LVR_GC_ISS-T_YNG_GI1	1.23821036477068
RR8_LVR_GC_ISS-T_YNG_GI2	0.989264757586431
RR8_LVR_GC_ISS-T_YNG_GI3	1.22956506954785
RR8_LVR_GC_ISS-T_YNG_GI4	1.1398293545265
RR8_LVR_GC_ISS-T_YNG_GI5	1.05987746198626
RR8_LVR_GC_ISS-T_YNG_GI6	1.2249694427702
RR8_LVR_GC_ISS-T_YNG_GI7	1.14312680818135
RR8_LVR_GC_ISS-T_YNG_GI8	1.15417345970415
RR8_LVR_GC_ISS-T_YNG_GI9	0.865191113903523
RR8_LVR_GC_LAR_OLD_GL4	0.83784376463188
RR8_LVR_GC_LAR_OLD_GL8	1.13257984891741
RR8_LVR_GC_LAR_OLD_GL11	0.937889870145757
RR8_LVR_GC_LAR_OLD_GL12	0.799377826811026
RR8_LVR_GC_LAR_OLD_GL15	1.28350986665408
RR8_LVR_GC_LAR_YNG_GL1	0.689706831937879
RR8_LVR_GC_LAR_YNG_GL2	0.758646485109035
RR8_LVR_GC_LAR_YNG_GL6	0.858283886772744
RR8_LVR_GC_LAR_YNG_GL13	1.07475823916631
RR8_LVR_GC_LAR_YNG_GL14	0.857192375506348
RR8_LVR_GC_LAR_YNG_GL17	1.21867352556264
