gene_id	flt_cluster	gc_cluster	procrustes_latent_shift	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction	gene_label
ENSMUSG00000022132	3	1	0.5354697830066278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000022132
ENSMUSG00000103906	6	2	2.478591035041845	Tigd5	6.0	-0.0883419184409351	0.0742479546474819	-1.18982292320872	0.234115997818028	1.0	5.0	4.62250697254014	0.0	0.463661576454686	0.510812824769403	True	False	mixed	Tigd5
ENSMUSG00000071424	3	1	0.8622013101346834	Grid2	2.0	-0.0322066057315042	0.293369973858655	-0.109781533903743	0.912582636324881	1.0	1.0	0.374941364442165	0.0	0.54032304464815	0.967119215668758	True	False	mixed	Grid2
ENSMUSG00000015968	6	8	2.7096537123138025	Cacna1d	6.0	0.0153612495578056	0.0519159162410514	0.295887093400829	0.767316307958397	4.0	2.0	3.0522512816754	0.0	0.691930321697054	0.903531324290406	True	False	mixed	Cacna1d
ENSMUSG00000078625	3	1	0.5243278812293037	Gm12789	1.0	0.108532871953239	0.476651466003398	0.227698600957341	0.819880560146846	1.0	0.0	0.0	NA	NA	0.925998002278178	False	False	all_up	Gm12789
ENSMUSG00000050198	3	1	0.6486451772145594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000050198
ENSMUSG00000075220	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000075220
ENSMUSG00000000171	11	9	1.291386931203865	Sdhd	6.0	0.0043373297487932	0.0578910273084832	0.074922314397376	0.940276522131665	4.0	2.0	29.5851935846034	83.0996542723247	1.77967616673959e-05	0.978501592013458	True	False	mixed	Sdhd
ENSMUSG00000030785	15	1	7.074027102372604	Cox6a2	1.0	5.40618219294129	0.954639735540625	5.66306009657109	1.48697052565575e-08	1.0	0.0	0.0	NA	NA	3.02133823681678e-06	False	False	all_up	Cox6a2
ENSMUSG00000049823	6	2	1.299385143570551	Zbtb12	6.0	-0.0393951622470694	0.0796069555404896	-0.494870856190856	0.620691284017469	3.0	3.0	5.00600994099196	0.120054515728088	0.415147165548132	0.824521269912515	True	False	mixed	Zbtb12
ENSMUSG00000026134	2	8	2.426754339542623	Prim2	6.0	0.071984516571512	0.0444026965501433	1.62117443678721	0.10498023351825	4.0	2.0	7.6591056206522	34.7182262832637	0.176050752084501	0.327911932328814	True	False	mixed	Prim2
ENSMUSG00000075095	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000075095
ENSMUSG00000015247	1	9	1.7764930121193854	Nipsnap3b	6.0	-0.082599185823191	0.045824570081194	-1.80250869079269	0.0714654086000877	3.0	3.0	8.91673063048194	43.9256358949833	0.112431943738093	0.263297873253496	True	False	mixed	Nipsnap3b
ENSMUSG00000009614	11	12	1.776890755614224	Sardh	6.0	0.057470119606346	0.064399384267743	0.892401693895266	0.372177663522832	3.0	3.0	18.1528882896969	72.4561738043755	0.002760772016492	0.64427560389389	True	False	mixed	Sardh
ENSMUSG00000020402	10	9	1.1852763252068048	Vdac1	6.0	0.0036474817947186	0.0412755753631564	0.0883690115189651	0.929583390141753	3.0	3.0	5.73007859799497	12.7411620191464	0.333375590367405	0.97266675292914	True	False	mixed	Vdac1
ENSMUSG00000026220	3	1	0.4850681002079181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000026220
ENSMUSG00000002014	5	11	2.053039976405813	Ssr4	6.0	-0.0379766789082096	0.0784204316351604	-0.484270210152509	0.62819411474865	1.0	5.0	6.30219302723615	20.6625379706472	0.277914692694734	0.82830104925692	True	False	mixed	Ssr4
ENSMUSG00000061979	12	6	1.5059046575115678	Rcc1l	6.0	0.112316006034932	0.0569722876707707	1.97141471102546	0.0486764597364951	5.0	1.0	18.9768764561475	73.6521444319133	0.0019412922452963	0.206323334951809	True	False	mixed	Rcc1l
ENSMUSG00000035235	9	2	1.348974194119782	Trim13	6.0	0.131377794512411	0.0681839990145394	1.92681268935834	0.0540029775085469	4.0	2.0	8.72109216886896	42.6677312521919	0.120719476519405	0.219949486194294	True	False	mixed	Trim13
ENSMUSG00000027801	5	11	1.4418626980117502	Tm4sf4	6.0	0.084679435809285	0.0650743764196628	1.30127156752436	0.193165515825502	3.0	3.0	28.0059087398609	82.1466246768008	3.63020894294773e-05	0.460798330259114	True	False	mixed	Tm4sf4
ENSMUSG00000001323	10	9	1.1268740325554627	Srr	6.0	0.0880775331519134	0.0490755829228753	1.79473228652896	0.0726963638602729	3.0	3.0	16.7481850172045	70.1460188380785	0.0050029803127528	0.266444057395431	True	False	mixed	Srr
ENSMUSG00000084174	15	1	3.206330786730155	Sycn	1.0	0.379423659777726	0.945840239913848	0.401149838806061	0.688309809099477	1.0	0.0	0.0	NA	NA	0.861713807878507	False	False	all_up	Sycn
ENSMUSG00000085794	4	10	1.423943570809722	Vax2os	6.0	-0.0828087359190078	0.15457190530237	-0.535729541257963	0.592145483900424	2.0	4.0	12.4004748671482	59.6789634786795	0.0296938638363181	0.804940621320944	True	False	mixed	Vax2os
ENSMUSG00000024780	10	9	1.6251661729001614	Cdc37l1	6.0	0.0333445224964394	0.0412830600932239	0.807704720075063	0.419260585762457	4.0	2.0	7.45271696476778	32.9103731748145	0.189088705273448	0.683010705709435	True	False	mixed	Cdc37l1
ENSMUSG00000030107	2	4	1.9827742884638095	Usp18	6.0	-0.0559719661397753	0.0708996940332981	-0.789452858759702	0.429847371999558	3.0	3.0	17.524987453352	71.4693091033074	0.003604605819519	0.692091805460483	True	False	mixed	Usp18
ENSMUSG00000046351	1	4	2.200521372315142	Zfp322a	6.0	0.0236745757594385	0.0529610245927587	0.447018839636942	0.654861457267077	2.0	4.0	7.98842745727098	37.4094585355588	0.156874567407334	0.845105112622841	True	False	mixed	Zfp322a
ENSMUSG00000002984	8	3	0.9266421023748334	Tomm40	6.0	0.177816270633034	0.0583404737311837	3.04790584067522	0.002304421215199	5.0	1.0	8.3018392844139	39.7723826166192	0.140366534244426	0.0275024719919678	True	False	mixed	Tomm40
ENSMUSG00000034659	8	6	1.4417343941585317	Tmem109	6.0	-0.0058101131372409	0.0605240647799458	-0.0959967437475563	0.923523158733073	2.0	4.0	6.69447474556208	25.3115413824719	0.24437204468405	0.971054839568961	True	False	mixed	Tmem109
ENSMUSG00000077092	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000077092
ENSMUSG00000050215	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000050215
ENSMUSG00000092673	3	1	0.614671382242766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000092673
ENSMUSG00000029772	1	4	1.228114180184106	Ahcyl2	6.0	0.0467326170929547	0.0514872839557783	0.907653570017261	0.364061281777772	3.0	3.0	23.218347510284	78.465306379856	0.0003066145904399	0.637695704234665	True	False	mixed	Ahcyl2
ENSMUSG00000030619	1	4	1.282985962308323	Eed	6.0	0.0440712814369563	0.0464596691314188	0.9485922362532	0.342828041171478	3.0	3.0	4.68507385379154	0.0	0.455509220547965	0.619855099887628	True	False	mixed	Eed
ENSMUSG00000045854	2	4	2.1540825379089874	Lyrm2	6.0	0.0558654573242547	0.0604002187378605	0.924921440544994	0.355006773029042	4.0	2.0	15.3859915336929	67.502906854909	0.0088343107073207	0.629363626959001	True	False	mixed	Lyrm2
ENSMUSG00000040022	2	4	1.484213931723959	Rab11fip2	6.0	0.0810106944659615	0.0508677267601273	1.59257548205323	0.111255457386042	4.0	2.0	17.9891724832753	72.2055030344027	0.0029600051255001	0.338535653277819	True	False	mixed	Rab11fip2
ENSMUSG00000038047	2	8	1.9473885827201272	Haus6	6.0	0.0414482039129913	0.0471100521289021	0.879816558036937	0.378958693211769	3.0	3.0	3.605823901394	0.0	0.607439071873023	0.649172355153511	True	False	mixed	Haus6
ENSMUSG00000068506	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000068506
ENSMUSG00000067767	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000067767
ENSMUSG00000029564	3	1	0.6695771946294558	4930519G04Rik	4.0	-0.164303671646642	0.138075696994532	-1.18995359229038	0.234064632682367	2.0	2.0	4.49810398317314	33.3052323551738	0.212459470094747	0.510782424664718	True	False	mixed	4930519G04Rik
ENSMUSG00000055298	0	0	0.494026454157714	Ctsj	1.0	-0.358332878069466	0.736310742012828	-0.486659853813763	0.626499399764116	0.0	1.0	0.0	NA	NA	0.827408818911741	False	False	all_down	Ctsj
ENSMUSG00000046913	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000046913
ENSMUSG00000087115	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000087115
ENSMUSG00000038155	9	8	5.428007553251978	Gstp2	6.0	0.0769388589542348	0.148762229344393	0.517193505994837	0.605021084845801	4.0	2.0	10.0105302837593	50.0525960336806	0.0749374244839471	0.814326217948869	True	False	mixed	Gstp2
ENSMUSG00000045917	12	6	2.064734652161507	Tmem268	6.0	-0.035810731130094	0.0581757823730867	-0.615560799860609	0.53818442995963	3.0	3.0	16.4190194572784	69.5475115733324	0.0057442157045747	0.770019180441316	True	False	mixed	Tmem268
ENSMUSG00000040855	10	9	1.8502940662265284	Reps2	6.0	0.0831700445561527	0.050487297078511	1.64734595371223	0.0994869574294821	4.0	2.0	3.59153237890557	0.0	0.609585114702499	0.317588470741601	True	False	mixed	Reps2
ENSMUSG00000009549	1	5	2.3478320333213736	Srp14	6.0	-0.0152712896195035	0.0605151489597698	-0.252354821594438	0.800766817385141	4.0	2.0	6.71575335801165	25.5481889602872	0.242652772228	0.917168608120621	True	False	mixed	Srp14
ENSMUSG00000027715	7	2	3.593442478813885	Ccna2	6.0	-0.0700612204355305	0.0926134249937598	-0.756490977849606	0.449354879699861	2.0	4.0	18.7738806125035	73.3672536690685	0.0021176976196053	0.706773875046959	True	False	mixed	Ccna2
ENSMUSG00000047030	2	4	1.5542886477797346	Spata2	6.0	-0.052724247588852	0.0503026008370332	-1.04814158137994	0.294573380948999	3.0	3.0	5.16813186703433	3.25324259055355	0.395707836063924	0.574617821591982	True	False	mixed	Spata2
ENSMUSG00000026034	1	9	1.9606075616430167	Clk1	6.0	-0.0819513092090981	0.0606302302648066	-1.35165756176696	0.176484887015662	2.0	4.0	2.83518035380681	0.0	0.725378076559646	0.437978906631997	True	False	mixed	Clk1
ENSMUSG00000090141	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000090141
ENSMUSG00000020419	4	10	1.3614423854366022	Hormad2	5.0	0.186855979252448	0.192698446446823	0.969680776871302	0.332205635224099	4.0	1.0	14.0580063276334	71.546463226885	0.007112206238224	0.610675559362416	True	False	mixed	Hormad2
ENSMUSG00000041741	2	4	1.0294754186100314	Pde3a	6.0	-0.103249456472417	0.0515771840093026	-2.00184361468426	0.0453015535022005	0.0	6.0	1.03234317241713	0.0	0.959915115344994	0.198430814383796	True	False	all_down	Pde3a
ENSMUSG00000038949	1	4	1.2030306293684008	Cnst	6.0	-0.0297152551745479	0.048974906074509	-0.606744505631926	0.544020481500442	3.0	3.0	9.39713573023028	46.7922977432883	0.094234274070595	0.77421230316842	True	False	mixed	Cnst
ENSMUSG00000026701	11	12	1.2985718119662089	Prdx6	6.0	-0.0634167209807248	0.0477250034421753	-1.32879447683146	0.183915784882351	2.0	4.0	11.0911386004367	54.9189656704577	0.0496026189339472	0.447939928567967	True	False	mixed	Prdx6
ENSMUSG00000037944	13	7	2.3096746737671694	Ccr7	6.0	-0.31592442767102	0.124092773629343	-2.54587288551277	0.0109004873843964	1.0	5.0	9.82943181641833	49.1323599025492	0.0802150246195066	0.078960526931089	True	False	mixed	Ccr7
ENSMUSG00000030970	6	6	2.164189719887836	Ctbp2	6.0	-0.14955595605387	0.0591198967019309	-2.52970597712471	0.0114158145822932	0.0	6.0	0.408304098093199	0.0	0.99509777939258	0.0817102888750227	True	False	all_down	Ctbp2
ENSMUSG00000059077	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000059077
ENSMUSG00000025270	14	8	2.0670773223577124	Alas2	6.0	-0.224461769194109	0.0658690556476785	-3.40769678549383	0.0006551365016497	2.0	4.0	31.2886702050799	84.0197746748974	8.21470234791002e-06	0.0113275696184203	True	False	mixed	Alas2
ENSMUSG00000096351	3	1	0.7550548747618351	Samd11	3.0	0.0497783308988312	0.205854330294787	0.241813377583788	0.808924772675784	2.0	1.0	0.466844480719156	0.0	0.791819164919961	0.921190428740708	True	False	mixed	Samd11
ENSMUSG00000092111	7	2	1.4162886039318854	Vmn2r113	6.0	-0.0885348662362948	0.13044996743392	-0.678688296960615	0.497335382946221	3.0	3.0	9.07497649002826	44.9034385323853	0.10611070961317	0.74061115063137	True	False	mixed	Vmn2r113
ENSMUSG00000087480	9	8	2.734452297549693	Gm15910	6.0	-0.13302064311817	0.059921260850319	-2.21992396739532	0.0264239292593775	3.0	3.0	8.81605637997405	43.2852991802814	0.116629837126619	0.14212761139498	True	False	mixed	Gm15910
ENSMUSG00000033149	10	9	1.765440758474742	Phldb2	6.0	0.0033994151948022	0.039154883947037	0.0868196978798487	0.930814830099498	2.0	4.0	11.1408502482985	55.1201219964014	0.0486577591857698	0.973516604250891	True	False	mixed	Phldb2
ENSMUSG00000086219	6	2	2.0266950642113217	Srrm4os	6.0	0.0764701691512378	0.0946057299732167	0.808303780044685	0.418915727010893	4.0	2.0	82.8797983558333	93.9671667895074	2.09409075606416e-16	0.682866871745356	True	False	mixed	Srrm4os
ENSMUSG00000027074	1	5	1.4253969692904165	Slc43a3	6.0	-0.17690955692209	0.0492828049641466	-3.58968116873202	0.0003310826623453	1.0	5.0	13.9892990528485	64.2583950696093	0.0156775329950191	0.0069621587017125	True	False	mixed	Slc43a3
ENSMUSG00000078753	0	0	0.4941324900741974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000078753
ENSMUSG00000068173	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000068173
ENSMUSG00000018740	13	7	1.4926723344035366	Slc25a35	5.0	0.15324805156637	0.0855568607759839	1.79118366635289	0.0732638264243926	4.0	1.0	3.35399935993324	0.0	0.500422250986713	0.26710514483516	True	False	mixed	Slc25a35
ENSMUSG00000044317	7	7	1.2289711277306608	Gpr4	6.0	-0.0571306549706311	0.0787522454134155	-0.725447949715207	0.468177265828488	2.0	4.0	1.21560865297434	0.0	0.943371189345444	0.719914999152595	True	False	mixed	Gpr4
ENSMUSG00000003549	6	2	1.850282558842045	Ercc1	6.0	0.0872470970186644	0.0657489867195066	1.32697249603057	0.184517781012245	4.0	2.0	4.10987211907308	0.0	0.533708059005373	0.449002474603899	True	False	mixed	Ercc1
ENSMUSG00000022982	11	12	1.320984819413629	Sod1	6.0	0.0394849489466159	0.0486599170352167	0.81144710785346	0.41710895571355	4.0	2.0	12.3258061625649	59.4347020060589	0.0305861666455891	0.681362110670282	True	False	mixed	Sod1
ENSMUSG00000028862	9	2	2.691443351340191	Map3k6	6.0	0.0686198323099039	0.117618530977719	0.58341004380426	0.55961729809251	3.0	3.0	10.6665253030619	53.1243787649883	0.0584077086068617	0.785542243565954	True	False	mixed	Map3k6
ENSMUSG00000066030	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000066030
ENSMUSG00000054459	3	1	0.7375677889515888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000054459
ENSMUSG00000015947	9	2	3.1569343422070046	Fcgr1	6.0	-0.278683538141316	0.0839718632265457	-3.31877282976872	0.000904139506989	0.0	6.0	11.8061162266365	57.64907015976	0.0375432132050361	0.0142272872082347	True	False	all_down	Fcgr1
ENSMUSG00000035764	2	4	1.4308440507188536	Fbxo45	6.0	-0.0063371862707382	0.0431983520939364	-0.14669972264122	0.883369037536385	3.0	3.0	3.23482837515501	0.0	0.663833235465306	0.954522621972544	True	False	mixed	Fbxo45
ENSMUSG00000102099	3	1	1.0295690739302616	1700011B04Rik	3.0	-0.0155912464060647	0.256409089289026	-0.0608061377593762	0.951513602143767	2.0	1.0	0.776952873333935	0.0	0.678089199733276	0.982896136429012	True	False	mixed	1700011B04Rik
ENSMUSG00000027555	4	2	1.5273359445823955	Car13	6.0	-0.191502055629309	0.0984958414003276	-1.94426539137796	0.0518634558217982	1.0	5.0	12.3928888409323	59.654281869409	0.0297833706736189	0.214907528459338	True	False	mixed	Car13
ENSMUSG00000068246	5	11	1.63208367485205	Apol9b	6.0	0.019523494856552	0.0758783960207973	0.257299783342823	0.79694735969256	4.0	2.0	19.9413145080501	74.9264272524183	0.001281818810006	0.916402066047988	True	False	mixed	Apol9b
ENSMUSG00000031786	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000031786
ENSMUSG00000091155	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000091155
ENSMUSG00000047544	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000047544
ENSMUSG00000070780	10	9	1.5605080575428787	Rbm47	6.0	-0.0104945980694181	0.056796709670574	-0.18477475421178	0.853405710093703	3.0	3.0	6.98158104485014	28.3829841997154	0.222013757363277	0.941247782438128	True	False	mixed	Rbm47
ENSMUSG00000046300	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000046300
ENSMUSG00000021376	5	11	3.045433350245089	Tpmt	6.0	0.0319676933701116	0.0499836570353343	0.63956291448449	0.522456799139632	4.0	2.0	8.11477806138969	38.3840203370426	0.150022398451327	0.759062535199198	True	False	mixed	Tpmt
ENSMUSG00000099968	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000099968
ENSMUSG00000020974	7	2	1.1313995880814842	Pole2	6.0	-0.0012817481649263	0.0737965466126093	-0.0173686740607906	0.986142499862729	3.0	3.0	11.4647048852072	56.3878874330951	0.0429062285877802	0.996005330983459	True	False	mixed	Pole2
ENSMUSG00000068742	1	3	1.034955003686758	Cry2	6.0	-0.0720755176062587	0.0556365903982382	-1.29546970959854	0.195158244016195	4.0	2.0	20.6906717129508	75.8345206508188	0.0009266132562571	0.463176705575012	True	False	mixed	Cry2
ENSMUSG00000051051	3	1	0.8053892839397769	Olfr523	3.0	-0.198501900905753	0.20195664762407	-0.982893622176047	0.325659797118181	1.0	2.0	1.33932414985989	0.0	0.511881526163688	0.604919018517111	True	False	mixed	Olfr523
ENSMUSG00000027306	7	2	2.896368873839522	Nusap1	6.0	-0.0477023566701301	0.0853758819411393	-0.558733398537745	0.57634368212284	1.0	5.0	4.31408336118707	0.0	0.505136758366711	0.796097912956858	True	False	mixed	Nusap1
ENSMUSG00000065508	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000065508
ENSMUSG00000000167	7	7	1.3883635420376697	Pih1d2	6.0	0.0345516093202898	0.0689514850163218	0.501100292649404	0.616300540899733	2.0	4.0	10.2413676716758	51.1783956958373	0.0686780354388125	0.821994317105053	True	False	mixed	Pih1d2
ENSMUSG00000078619	5	11	1.2020819370132378	Smarcd2	6.0	-0.038192649747255	0.0519361557346109	-0.735376910497882	0.462109979814799	2.0	4.0	6.63870258789854	24.6840789476798	0.248926461437098	0.714369731040376	True	False	mixed	Smarcd2
ENSMUSG00000112937	4	10	1.305112641652915	Gm17746	5.0	-0.0371961972399962	0.127089931202087	-0.29267619305616	0.769769668639571	3.0	2.0	8.65220941741102	53.7690339307933	0.0704054529886709	0.904285718460112	True	False	mixed	Gm17746
ENSMUSG00000002603	12	6	1.7330723898862386	Tgfb1	6.0	-0.114064498350854	0.0642916180477696	-1.77417370746686	0.0760344218232302	2.0	4.0	1.99570728515846	0.0	0.849738696162981	0.272533522984919	True	False	mixed	Tgfb1
ENSMUSG00000030111	3	1	0.7229123323430149	A2m	2.0	-0.031632642331644	0.319374452805026	-0.0990456251394514	0.921102044552033	1.0	1.0	0.268806788016872	0.0	0.604133314243061	0.969922474437805	True	False	mixed	A2m
ENSMUSG00000032988	3	1	0.739283286309504	Slc16a8	1.0	-0.0388995662064877	0.370583428021648	-0.104968445065534	0.916400847549643	0.0	1.0	0.0	NA	NA	0.968096170593322	False	False	all_down	Slc16a8
ENSMUSG00000000567	9	2	1.380337743603903	Sox9	6.0	0.134944869320796	0.0879734378612202	1.53392742856855	0.125047507318843	4.0	2.0	14.1317052949556	64.6185658726921	0.0147940995933988	0.361295277544932	True	False	mixed	Sox9
ENSMUSG00000020299	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000020299
ENSMUSG00000086823	3	1	0.9319899566007416	1700028P15Rik	2.0	-0.202563925154614	0.33164165405814	-0.610791565763638	0.541337577791955	1.0	1.0	1.14201296753547	12.4353200508695	0.285227378858625	0.77219690356157	True	False	mixed	1700028P15Rik
ENSMUSG00000032511	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000032511
ENSMUSG00000024427	14	3	2.9690340803158697	Spry4	6.0	-0.40505416516383	0.083500434127934	-4.85092286518214	1.22888334401144e-06	0.0	6.0	30.4560498184653	83.5829005081003	1.19928267831913e-05	0.0001029664884376	True	False	all_down	Spry4
ENSMUSG00000011148	12	3	1.1126214796794085	Adssl1	6.0	0.249016470209444	0.0775194578460096	3.21230923343284	0.0013167256268544	5.0	1.0	4.6497232982066	0.0	0.460104202713756	0.018467105318826	True	False	mixed	Adssl1
ENSMUSG00000033027	3	1	0.4466329786658554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000033027
ENSMUSG00000029136	2	4	1.697201321505857	Rbks	6.0	0.111692327430772	0.0490813630029653	2.27565659543775	0.0228665711202357	5.0	1.0	41.9608435562426	88.0841289730074	5.99885867209324e-08	0.129375605137289	True	False	mixed	Rbks
ENSMUSG00000073907	4	10	1.0443565360860327	Olfr689	5.0	-0.0704816235824177	0.170750201040303	-0.412776226048375	0.679770571155398	2.0	3.0	3.68926084531289	0.0	0.449689799807175	0.856962202119668	True	False	mixed	Olfr689
ENSMUSG00000002820	8	3	1.4811640224438138	Atg4d	6.0	0.114696721696667	0.0611586557086466	1.87539638286149	0.0607382123896002	4.0	2.0	4.90208914457825	0.0	0.42794596582011	0.236972703194042	True	False	mixed	Atg4d
ENSMUSG00000044167	1	5	2.9397748147740415	Foxo1	6.0	0.112530635821163	0.0743876365872938	1.51275992871623	0.130340650791493	4.0	2.0	8.39654215621601	40.4516775242	0.135693187930154	0.369624437999951	True	False	mixed	Foxo1
ENSMUSG00000041750	6	7	3.878683688035885	Cd1d2	3.0	-0.122610826871976	0.0916956719476737	-1.33714955425534	0.18117382448384	0.0	3.0	0.167526286584626	0.0	0.919649055347977	0.444123136327073	True	False	all_down	Cd1d2
ENSMUSG00000116848	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000116848
ENSMUSG00000042498	4	1	1.6996111780453602	Radx	3.0	-0.278896972131429	0.165833433631592	-1.68178976955283	0.0926096132259884	0.0	3.0	0.306555697993192	0.0	0.857891324450007	0.30485404272751	True	False	all_down	Radx
ENSMUSG00000028718	4	10	1.4590096377202864	Stil	5.0	-0.199343168549077	0.111615715793594	-1.78597760299019	0.0741028846005197	2.0	3.0	10.0386939811267	60.1541793432468	0.0397809067994812	0.268751090848159	True	False	mixed	Stil
ENSMUSG00000035547	6	2	1.7218183974900518	Capn5	6.0	0.0854551215431546	0.069314550873427	1.23285977426589	0.217628085500671	3.0	3.0	13.9105318485657	64.0560112695076	0.0161878292506124	0.490984667566052	True	False	mixed	Capn5
ENSMUSG00000062873	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000062873
ENSMUSG00000021482	10	9	1.042839402227271	Prxl2c	6.0	0.0230285892975076	0.0410661444443388	0.560768234006498	0.574955544504793	3.0	3.0	10.3597620749471	51.736343326924	0.0656601651362367	0.795486892202565	True	False	mixed	Prxl2c
ENSMUSG00000030805	8	3	1.1052655149262347	Stx4a	6.0	0.181168066637419	0.0550326568796753	3.29201017922011	0.0009947401120198	5.0	1.0	8.17659640059319	38.8498617880019	0.146767858794998	0.0151968989857924	True	False	mixed	Stx4a
ENSMUSG00000037994	7	2	1.886944050698048	Slc9b2	6.0	-0.0914060772158226	0.114291601740916	-0.799761975713911	0.423848717546498	3.0	3.0	9.05128364947147	44.7592165527597	0.107036026577011	0.687453692248885	True	False	mixed	Slc9b2
ENSMUSG00000037788	2	8	1.9983737537867203	Vopp1	6.0	-0.062271621163675	0.0501353127943493	-1.2420710611522	0.21421034464839	2.0	4.0	6.82678384889145	26.7590697072984	0.233844639724985	0.487536985754632	True	False	mixed	Vopp1
ENSMUSG00000047720	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000047720
ENSMUSG00000050334	3	1	0.9158256621851708	C130071C03Rik	3.0	-0.176769927455784	0.223550723763645	-0.790737441953796	0.429097222116718	1.0	2.0	0.795287686913769	0.0	0.671901287092301	0.691492102760176	True	False	mixed	C130071C03Rik
ENSMUSG00000096697	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000096697
ENSMUSG00000031628	1	4	1.5063394992793262	Casp3	6.0	0.0810667907075627	0.059498008265737	1.3625126801807	0.173036145181064	4.0	2.0	40.2004269354237	87.5623211464103	1.36063790638221e-07	0.432390859326395	True	False	mixed	Casp3
ENSMUSG00000090219	7	2	1.405140085516282	Olfr643	6.0	-0.198011417850029	0.11306502658882	-1.75130563202476	0.0798932781155551	1.0	5.0	2.30217738233821	0.0	0.805947018333968	0.280913959716277	True	False	mixed	Olfr643
ENSMUSG00000077191	0	0	0.494026454157714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	False	False	NA	ENSMUSG00000077191
ENSMUSG00000078672	14	8	3.709604619203716	Mup20	6.0	0.0363510447678212	0.115797707369893	0.313918518712162	0.753582924941881	4.0	2.0	33.596779129814	85.117621005631	2.86412496509482e-06	0.895823493120541	True	False	mixed	Mup20
