term	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label	matched_keyword	rationale
R-MMU-73884_BASE_EXCISION_REPAIR	-0.0042171547760105	0.3436736811348053	0.0042171547760105	0.007515895712393183	0.0030268154470901834	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-69620_CELL_CYCLE_CHECKPOINTS	-0.0041120814165633	0.3637872664541888	0.0041120814165633	0.007779943294634783	0.00318491792123415	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-68882_MITOTIC_ANAPHASE	0.0037076160047359	0.3646552418345465	0.0037076160047359	0.011704541590249902	0.0071562384582499325	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	-0.0730790505809864	0.3687465657371496	0.0730790505809864	0.15517124079332795	0.0023898138236311435	0.03824113312427363	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-774815_NUCLEOSOME_ASSEMBLY	-0.0078033202688345	0.3738655158782553	0.0078033202688345	0.017343579624540965	0.0012179025179248663	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.0558910960387319	0.3753471795564457	0.0558910960387319	0.11273642906034004	0.02711751623205758	0.03824113312427363	prior_literature_match	prior literature match	extracellular matrix	matches expected tissue/spaceflight biology: extracellular matrix
R-MMU-449147_SIGNALING_BY_INTERLEUKINS	-0.119635263181338	0.3802966754879558	0.119635263181338	0.21926079572012666	0.11379177804605266	0.03824113312427363	prior_literature_match	prior literature match	interleukin	matches expected tissue/spaceflight biology: interleukin
R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	0.0109597929667605	0.3804258140560609	0.0109597929667605	0.021437945685202398	0.0119544486615324	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	0.0434993923063382	0.3821787645822669	0.0434993923063382	0.12669591929855567	0.03839951040966685	0.03824113312427363	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	-0.005599626373257	0.3918663412411423	0.005599626373257	0.013129202858541947	0.002567044826925817	0.03824113312427363	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
