term	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label	matched_keyword	rationale
R-MMU-1266738_DEVELOPMENTAL_BIOLOGY	-0.236517305555556	0.0050637464510066	0.236517305555556	0.25972871728070174	0.25972871728070174	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-141444_AMPLIFICATION_OF_SIGNAL_FROM_UNATTACHED_KINETOCHORES_VIA_A_MAD2_INHIBITORY_SIGNAL	0.0028716253236772	0.0061646211525073	0.0028716253236772	0.0046165253653017	0.004093864008101701	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-6798695_NEUTROPHIL_DEGRANULATION	0.3208608539153441	0.0061676678613983	0.3208608539153441	0.34881875881929825	0.34881875881929825	0.0452117281136842	plausible_complementary	plausible/complementary	neutrophil	plausible complementary mechanism: neutrophil
R-MMU-2172127_DAP12_INTERACTIONS	-0.130180451269841	0.0061973163600648	0.130180451269841	0.23721586752105256	0.1560754438789474	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-162582_SIGNAL_TRANSDUCTION	-0.3774832343915348	0.0064747340295089	0.3774832343915348	0.4515207469824561	0.4515207469824561	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	-0.2225330643650793	0.0064747340295089	0.2225330643650793	0.3297276647964912	0.3297276647964912	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-1500931_CELL_CELL_COMMUNICATION	-0.1480567613492065	0.0064747340295089	0.1480567613492065	0.1941045124929824	0.1941045124929824	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-1296071_POTASSIUM_CHANNELS	0.2669315790566137	0.0064866044915069	0.2669315790566137	0.34831702943	0.34831702943	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	-0.0401783687522486	0.0069267461715883	0.0401783687522486	0.045824418524213976	0.04313376259901402	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9696264_RND3_GTPASE_CYCLE	0.0093160232555555	0.0069267461715883	0.0093160232555555	0.0166902747218333	0.013113977461833298	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-110330_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE	0.0081911148561375	0.0079574110172468	0.0081911148561375	0.00870918318854382	0.0072314174485438604	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-195721_SIGNALING_BY_WNT	-0.1593649885185184	0.0080520623048027	0.1593649885185184	0.19924090943684206	0.19924090943684206	0.0452117281136842	plausible_complementary	plausible/complementary	wnt	plausible complementary mechanism: wnt
R-MMU-422475_AXON_GUIDANCE	-0.156804883201058	0.0080798643454224	0.156804883201058	0.22430938871929823	0.22430938871929823	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-8852135_PROTEIN_UBIQUITINATION	0.0034855153865873	0.008215387860644	0.0034855153865873	0.004358985518378901	0.004358985518378901	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	-0.0060694004048148	0.0082937826142988	0.0060694004048148	0.011184575560419258	0.00823407266041926	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9707564_CYTOPROTECTION_BY_HMOX1	0.0112773098569576	0.0091628273530217	0.0112773098569576	0.02459573868926312	0.00706738114926312	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-110331_CLEAVAGE_OF_THE_DAMAGED_PURINE	-0.0053891311743492	0.009164147141137	0.0053891311743492	0.006990700009970161	0.00619845841162984	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	-0.2420132974468252	0.009164147141137	0.2420132974468252	0.33078348677543856	0.33078348677543856	0.0452117281136842	plausible_complementary	plausible/complementary	g alpha	plausible complementary mechanism: g alpha
R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	0.3646540354232803	0.0096471412748949	0.3646540354232803	0.431807671177193	0.431807671177193	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-397014_MUSCLE_CONTRACTION	-0.292414578455026	0.0098196874878733	0.292414578455026	0.3850010369807017	0.3850010369807017	0.0452117281136842	likely_artifact	likely artifact/junk	muscle contraction	context-incongruent Reactome term: muscle contraction
R-MMU-451927_INTERLEUKIN_2_FAMILY_SIGNALING	-0.0056319407401851	0.0102053393106284	0.0056319407401851	0.01056258578763592	0.00551459039019736	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-72702_RIBOSOMAL_SCANNING_AND_START_CODON_RECOGNITION	0.0037709232843386	0.0102053393106284	0.0037709232843386	0.0056848941868947	0.004776785840438619	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	-0.1774791607936505	0.0103858135405876	0.1774791607936505	0.2701020499473684	0.14397513794736827	0.0452117281136842	plausible_complementary	plausible/complementary	platelet	plausible complementary mechanism: platelet
R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	-0.0048586744923809	0.0103858135405876	0.0048586744923809	0.0038056235657894398	0.00284261557778944	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1266695_INTERLEUKIN_7_SIGNALING	0.0039346110132962	0.0103858135405876	0.0039346110132962	0.0045008745461376795	0.0045008745461376795	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	0.0126274829999999	0.0103858135405876	0.0126274829999999	0.020067463132789422	0.00926677954278946	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.0107981411833597	0.0159537331677778	0.0107981411833597	0.0168134807002877	0.013020856468287701	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-68877_MITOTIC_PROMETAPHASE	0.0065171037005026	0.0178340343341647	0.0065171037005026	0.011754363757350861	0.01059608422598246	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-392499_METABOLISM_OF_PROTEINS	-0.4373278992063483	0.0178759507809243	0.4373278992063483	0.36351026859649094	0.36351026859649094	0.0452117281136842	plausible_complementary	plausible/complementary	metabolism of proteins	plausible complementary mechanism: metabolism of proteins
R-MMU-9841922_MLL4_AND_MLL3_COMPLEXES_REGULATE_EXPRESSION_OF_PPARG_TARGET_GENES_IN_ADIPOGENESIS_AND_HEPATIC_STEATOSIS	-0.0139700164333597	0.0178759507809243	0.0139700164333597	0.028951728071629757	0.019093827981103477	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	0.0126353911877248	0.0179177152631945	0.0126353911877248	0.01185182141425436	0.011692473654254359	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	-0.0137512593497354	0.0182788951122716	0.0137512593497354	0.01776156234294734	0.015125718542947341	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	-0.0424600894832275	0.0183843735122655	0.0424600894832275	0.06308980564145612	0.0503665678301228	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-975957_NONSENSE_MEDIATED_DECAY_NMD_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX_EJC	0.0117048827910581	0.0187422054245029	0.0117048827910581	0.018937596167877158	0.01786415733545612	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-168142_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	0.0037384074014391	0.0193122500634903	0.0037384074014391	0.00608847701142978	0.00608847701142978	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5684996_MAPK1_MAPK3_SIGNALING	-0.2595572755084655	0.0195143445656634	0.2595572755084655	0.29917694754568425	0.29917694754568425	0.0452117281136842	plausible_complementary	plausible/complementary	mapk	plausible complementary mechanism: mapk
R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	-0.0405456883386242	0.0199162665337938	0.0405456883386242	0.053008263275438505	0.0392182236087719	0.0452117281136842	prior_literature_match	prior literature match	transcription	matches expected tissue/spaceflight biology: transcription
R-MMU-937061_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	-0.0034104281351322	0.0201829057925047	0.0034104281351322	0.002593286927435087	0.002588325964101753	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-69275_G2_M_TRANSITION	0.0100663281424867	0.0204925864604315	0.0100663281424867	0.013528060200964859	0.013528060200964859	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9013408_RHOG_GTPASE_CYCLE	0.0029703531910105	0.021556961161112	0.0029703531910105	0.0054409233138903	0.0025900384063570203	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	0.0768306714285715	0.0233304703362395	0.0768306714285715	0.1460692023298245	0.11676119980350882	0.0452117281136842	plausible_complementary	plausible/complementary	er	plausible complementary mechanism: er
R-MMU-68882_MITOTIC_ANAPHASE	-0.0088007650213994	0.0259034478828717	0.0088007650213994	0.00526710564703888	0.004727478008118921	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.0494268504657672	0.0268964445917987	0.0494268504657672	0.056034061538824474	0.0098439853474912	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-389356_CO_STIMULATION_BY_CD28	-0.0044747177942433	0.0287073187723408	0.0044747177942433	0.004836010542050839	0.00344241591171756	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-199991_MEMBRANE_TRAFFICKING	-0.1432913309523809	0.0310743212498167	0.1432913309523809	0.18444182411929816	0.18444182411929816	0.0452117281136842	plausible_complementary	plausible/complementary	membrane trafficking	plausible complementary mechanism: membrane trafficking
R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	-0.0922436522592592	0.0325206672044146	0.0922436522592592	0.10266497035649116	0.05646690843649125	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-8953854_METABOLISM_OF_RNA	-0.1283715428571423	0.0325206672044146	0.1283715428571423	0.1596161307894735	0.1596161307894735	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0152461114261904	0.0341493768609188	0.0152461114261904	0.03252963676018416	0.014384495555184201	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-112316_NEURONAL_SYSTEM	-0.194155032010582	0.0341796343479754	0.194155032010582	0.2137028373684211	0.2127493426315789	0.0452117281136842	likely_artifact	likely artifact/junk	neuronal	context-incongruent Reactome term: neuronal
R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	-0.0819968445005291	0.0347037856015123	0.0819968445005291	0.061776002603859625	0.061776002603859625	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-4839726_CHROMATIN_ORGANIZATION	0.1792984398412691	0.0347741684626554	0.1792984398412691	0.23273005315789458	0.20145324515789453	0.0452117281136842	prior_literature_match	prior literature match	chromatin	matches expected tissue/spaceflight biology: chromatin
R-MMU-428157_SPHINGOLIPID_METABOLISM	0.0031184469124074	0.0368914555432288	0.0031184469124074	0.0049358710177596	0.0019738487520929602	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	-0.0476220024716931	0.0378467873911253	0.0476220024716931	0.08186508928414034	0.06105405290519297	0.0452117281136842	prior_literature_match	prior literature match	antigen	matches expected tissue/spaceflight biology: antigen
R-MMU-2871796_FCERI_MEDIATED_MAPK_ACTIVATION	-0.0140518895376984	0.0388956649825094	0.0140518895376984	0.01765091553888066	0.01765091553888066	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5690714_CD22_MEDIATED_BCR_REGULATION	-0.0135990974448465	0.0390207880408505	0.0135990974448465	0.02177574453163296	0.01587355006263296	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-512988_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	-0.0035914857922116	0.041142190751071	0.0035914857922116	0.006670116911871899	0.00487679906726138	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-211945_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	-0.1124416784338625	0.041191503783006	0.1124416784338625	0.1301679320052631	0.1301679320052631	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-5578775_ION_HOMEOSTASIS	-0.0066866342025126	0.0413854935652704	0.0066866342025126	0.012940615741297842	0.004714480069297879	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-163125_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.1969660755476188	0.0413854935652704	0.1969660755476188	0.2178861057929824	0.2178861057929824	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.0096409539457671	0.0435339053745467	0.0096409539457671	0.0152427217576491	0.00974978509098246	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2565942_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	-0.0042622991212169	0.0441798165111925	0.0042622991212169	0.0066138284241157395	0.0058985917987824195	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-166520_SIGNALING_BY_NTRKS	-0.0059615242115079	0.044263846605944	0.0059615242115079	0.00587591700032802	0.0032727498451280597	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.0066624677486507	0.0448156589051824	0.0066624677486507	0.012982953164728	0.009864558444728	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-983695_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	-0.0171315752599999	0.0456227176886806	0.0171315752599999	0.027372891377973656	0.01884532238197366	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9013423_RAC3_GTPASE_CYCLE	-0.0059068135163756	0.0471747128775427	0.0059068135163756	0.00852119740766484	0.00225700597399824	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5419276_MITOCHONDRIAL_TRANSLATION_TERMINATION	-0.0359665773708465	0.0471747128775427	0.0359665773708465	0.02703369672803508	0.013357903894701761	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9860931_RESPONSE_OF_ENDOTHELIAL_CELLS_TO_SHEAR_STRESS	0.0031594699641534	0.0486663139963032	0.0031594699641534	0.0037425314115096	0.0024452777707096003	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.1274429576611112	0.0544261762310659	0.1274429576611112	0.15237623530873684	0.11415631370873684	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-202424_DOWNSTREAM_TCR_SIGNALING	-0.0161700067312381	0.0544261762310659	0.0161700067312381	0.031338680825785906	0.024104227959680664	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1257604_PIP3_ACTIVATES_AKT_SIGNALING	0.1556685827486775	0.059465884448638	0.1556685827486775	0.1804037120668071	0.1804037120668071	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9648025_EML4_AND_NUDC_IN_MITOTIC_SPINDLE_FORMATION	0.0034216742935449	0.0610974109340298	0.0034216742935449	0.00574277099002804	0.00339837865962804	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-202403_TCR_SIGNALING	0.352924205777777	0.061510901180301	0.352924205777777	0.2585523313754388	0.25506835137543843	0.0452117281136842	prior_literature_match	prior literature match	exact override	literature override: thymic T-cell receptor biology
R-MMU-168179_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	-0.0049064435724074	0.061510901180301	0.0049064435724074	0.012174439003303481	0.008470967413829801	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-6811558_PI5P_PP2A_AND_IER3_REGULATE_PI3K_AKT_SIGNALING	-0.0040060640137566	0.0619378572898267	0.0040060640137566	0.004947911022929781	0.00308265421959646	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	-0.0073000680372486	0.0697605100916183	0.0073000680372486	0.01624348971883856	0.0101583140799614	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	-0.5561170568359788	0.0717336340329255	0.5561170568359788	0.881874070357193	0.881874070357193	0.0452117281136842	prior_literature_match	prior literature match	chromatin	matches expected tissue/spaceflight biology: chromatin
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	0.0948506931587302	0.0727792298440775	0.0948506931587302	0.1264875325126315	0.1264875325126315	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	0.0074212881105873	0.0772710952825233	0.0074212881105873	0.0121785143538877	0.0121785143538877	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-5173214_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.0027271174710582	0.081951226791101	0.0027271174710582	0.00556787604670174	0.0013940539480351	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.1412885482433864	0.0840771559452219	0.1412885482433864	0.24259415900000003	0.05961199186666666	0.0452117281136842	likely_artifact	likely artifact/junk	synapse	context-incongruent Reactome term: synapse
R-MMU-1474228_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.1973198674867724	0.0870557443360291	0.1973198674867724	0.23443031539649115	0.17964315739649117	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.0909471401851846	0.0870557443360291	0.0909471401851846	0.229492824045614	0.13582083688771923	0.0452117281136842	likely_artifact	likely artifact/junk	cornified envelope	context-incongruent Reactome term: cornified envelope
R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.0198561341663492	0.0870557443360291	0.0198561341663492	0.037598144063291164	0.0311724043369754	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	0.0822858111265608	0.0922926184225384	0.0822858111265608	0.06967763681599996	0.05445649104000002	0.0452117281136842	plausible_complementary	plausible/complementary	g alpha	plausible complementary mechanism: g alpha
R-MMU-173623_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	0.0234437755972486	0.0922926184225384	0.0234437755972486	0.023105479805343818	0.016023118129743816	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-174143_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.0038662670464761	0.0922926184225384	0.0038662670464761	0.005988798126395059	0.00228973939839506	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.0657199499076454	0.0935611131136558	0.0657199499076454	0.1290957370026105	0.11680323075418948	0.0452117281136842	prior_literature_match	prior literature match	transcription	matches expected tissue/spaceflight biology: transcription
R-MMU-6804756_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	-0.0118493401315343	0.0946650886500011	0.0118493401315343	0.01326249119549818	0.01326249119549818	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9663891_SELECTIVE_AUTOPHAGY	-0.0057158454220899	0.0946650886500011	0.0057158454220899	0.007475199512806979	0.007475199512806979	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9769735_INITIATION_OF_COAGULATION_CASCADE	0.0022128064439417	0.0946650886500011	0.0022128064439417	0.00273604916216134	0.00211925182616138	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	0.1790758986772491	0.1006200514479167	0.1790758986772491	0.2529171031052632	0.14263905510526326	0.0452117281136842	plausible_complementary	plausible/complementary	gpcr	plausible complementary mechanism: gpcr
R-MMU-9709957_SENSORY_PERCEPTION	0.0912054261050264	0.1017894304988582	0.0912054261050264	0.060149289866140335	0.060149289866140335	0.0452117281136842	likely_artifact	likely artifact/junk	sensory perception	context-incongruent Reactome term: sensory perception
R-MMU-9035034_RHOF_GTPASE_CYCLE	0.0026278274728306	0.1017894304988582	0.0026278274728306	0.00695893315502278	0.00485501820744386	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-211859_BIOLOGICAL_OXIDATIONS	0.1147894863227509	0.1038145011743657	0.1147894863227509	0.15779689714912287	0.13696014114912275	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.1056886513227512	0.1069394280418364	0.1056886513227512	0.20016106412280696	0.15403918012280698	0.0452117281136842	prior_literature_match	prior literature match	immune	matches expected tissue/spaceflight biology: immune
R-MMU-204998_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	-0.0361506126466137	0.1158047441772743	0.0361506126466137	0.037311040158210476	0.037311040158210476	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9013026_RHOB_GTPASE_CYCLE	0.0173298359354497	0.1183966128810337	0.0173298359354497	0.0419560065147368	0.0140025297947368	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.0072135734674603	0.1300472820179175	0.0072135734674603	0.010218415718842081	0.005321785558842079	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.0964374454497358	0.1335879675705471	0.0964374454497358	0.20750842186666668	0.13592391386666666	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-157118_SIGNALING_BY_NOTCH	0.0663554512379365	0.1336176409692208	0.0663554512379365	0.1548063505433333	0.048904053032666636	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	0.203616890687831	0.1396982742373503	0.203616890687831	0.2817163522491226	0.2817163522491226	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	-0.0048268708647089	0.1429770320106897	0.0048268708647089	0.01279680276732276	0.00864811601574384	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-9748784_DRUG_ADME	0.1303548378571428	0.1438429797600404	0.1303548378571428	0.19422263429122816	0.19422263429122816	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	-0.0827020133862432	0.1443928975370276	0.0827020133862432	0.11671060983333321	0.10513728383333328	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal		moderate/significant effect but not manually assigned to a literature family
R-MMU-168643_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	-0.0377108520886243	0.1455569321759559	0.0377108520886243	0.0404265129427561	0.0354348399027561	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
R-MMU-2142753_ARACHIDONATE_METABOLISM	0.131585638031746	0.1455569321759559	0.131585638031746	0.17904817768456135	0.1738063646845614	0.0452117281136842	plausible_complementary	plausible/complementary	rac	plausible complementary mechanism: rac
R-MMU-1799339_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.0043908411706349	0.1455569321759559	0.0043908411706349	0.00522760709891222	0.0032209971109122596	0.0452117281136842	low_or_no_effect	low/no relative effect		below model-relative accession-level heatmap effect threshold
