profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence	tissue_metadata_source
Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep1_M31	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1371	unknown	Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep1_M31	M31	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep1_M31	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep1_M31				Mus musculus	M31	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep2_M46	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1372	unknown	Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep2_M46	M46	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep2_M46	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep2_M46				Mus musculus	M46	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep3_M60	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1373	unknown	Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep3_M60	M60	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep3_M60	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_CryoC_ThirdSet_Rep3_M60				Mus musculus	M60	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep1_M34	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1374	unknown	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep1_M34	M34	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep1_M34	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep1_M34				Mus musculus	M34	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep2_M43	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1375	unknown	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep2_M43	M43	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep2_M43	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep2_M43				Mus musculus	M43	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep3_M54	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1376	unknown	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep3_M54	M54	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep3_M54	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep3_M54				Mus musculus	M54	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep4_M77	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1377	unknown	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep4_M77	M77	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep4_M77	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_DI_CTRLSet_Rep4_M77				Mus musculus	M77	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep1_M28	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1378	unknown	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep1_M28	M28	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep1_M28	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep1_M28				Mus musculus	M28	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep2_M51	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1379	unknown	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep2_M51	M51	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep2_M51	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep2_M51				Mus musculus	M51	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep3_M64	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1380	unknown	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep3_M64	M64	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep3_M64	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep3_M64				Mus musculus	M64	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep4_M80	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1381	unknown	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep4_M80	M80	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep4_M80	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_WCar_LN2_CTRLSet_Rep4_M80				Mus musculus	M80	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_Wcar_CryoC_FourthSet_Rep2_M53	OSD-273	Ground Study	RNA Sequencing (RNA-Seq)	1382	unknown	Mmus_C57-6J_LVR_Wcar_CryoC_FourthSet_Rep2_M53	M53	liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-273	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-273	Amanda Jonathan Medaya Yi-Chun Sungshin Rebecca Stephanie Dennis Yasaman San-Huei Amanda Homer Medaya Yi-Chun Valery Marie Sungshin America Christina Tyler Vandana Rebecca Amanda Sylvain Samrawit Afshin	Saravia-Butler Galazka Torres Chen Choi Klotz Perreau Leveson Gower Shirazi Lai Polo Saravia-Butler Fogle Torres Chen Boyko Dinh Choi Reyes Wang Lim Marsh Verma Klotz Saravia-Butler Costes Gebre Beheshti	M L M L T C M V G		OSD-273_Mmus_C57-6J_LVR_Wcar_CryoC_FourthSet_Rep2_M53	rapid_freeze_liver_transcription_profiling_RNA_Sequencing_(RNA-Seq)	Mmus_C57-6J_LVR_Wcar_CryoC_FourthSet_Rep2_M53				Mus musculus	M53	unknown	liver	OSDR Material Type: liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011581	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1451	unknown	SRR10011581	H2	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011581	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011581	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H2	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011582	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1452	unknown	SRR10011582	H3	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011582	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011582	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H3	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011583	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1453	unknown	SRR10011583	H4	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011583	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011583	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H4	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011584	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1454	unknown	SRR10011584	H7	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011584	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011584	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H7	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011585	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1455	unknown	SRR10011585	H8	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011585	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011585	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H8	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011586	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1456	unknown	SRR10011586	H9	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011586	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011586	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H9	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011587	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1457	unknown	SRR10011587	H11	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011587	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011587	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H11	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011588	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1458	unknown	SRR10011588	H12	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011588	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011588	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H12	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011589	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1459	unknown	SRR10011589	H13	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011589	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011589	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H13	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011590	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1460	unknown	SRR10011590	H16	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011590	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011590	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H16	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011591	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1461	unknown	SRR10011591	H17	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011591	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011591	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H17	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011592	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1462	unknown	SRR10011592	H18	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011592	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011592	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H18	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
SRR10011593	OSD-294	Ground Study	RNA Sequencing (RNA-Seq)	1463	unknown	SRR10011593	H21	Left Lobe of the Liver		liver	unknown		liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-294	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-294	Anna M. Mark R	Nia Emmett	M	"[""Anna M. Nia"",""Tianlong Chen"",""Brooke L. Barnette"",""Kamil Khanipov"",""Robert L. Ullrich"",""Suresh K. Bhavnani"",""and Mark R. Emmett""]"	OSD-294_SRR10011593	OSD-294_transcription-profiling_rna-sequencing-(rna-seq)	SRR10011593	GSE136165	10.26030/ctwz-b762	Low_Dose_Irradiation, Heavy_Ion_HZE_Irradiation, High_LET_Irradiation	Mus musculus	H21	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type
