profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	source_profile_index	condition_inferred	official_sample_name	official_source_name	official_material_type	official_tissue_type	official_tissue	sample_name_tissue_inferred	official_vs_inferred_match	tissue_final	tissue_source	official_sample_match_method	official_study_url	official_api_url	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence	tissue_metadata_source
Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep2_M5	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	228	baseline_control	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep2_M5	RR1_BSL_M5	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep2_M5	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep2_M5		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_BSL_M5	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep3_M7	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	229	baseline_control	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep3_M7	RR1_BSL_M7	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep3_M7	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep3_M7		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_BSL_M7	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep4_M8	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	230	baseline_control	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep4_M8	RR1_BSL_M8	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep4_M8	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep4_M8		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_BSL_M8	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep5_M10	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	231	baseline_control	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep5_M10	RR1_BSL_M10	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep5_M10	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep5_M10		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_BSL_M10	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	232	flight	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	RR1_FLT_M25	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M25	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	233	flight	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	RR1_FLT_M26	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M26	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	234	flight	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	RR1_FLT_M28	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M28	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	235	flight	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	RR1_FLT_M29	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M29	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	236	flight	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	RR1_FLT_M30	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M30	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	237	flight	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	RR1_FLT_M25	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M25	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	238	flight	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	RR1_FLT_M26	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M26	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	239	flight	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	RR1_FLT_M28	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M28	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	240	flight	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	RR1_FLT_M29	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M29	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	241	flight	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	RR1_FLT_M30	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_FLT_M30	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	242	ground_control	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36	RR1_GC_M36	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_GC_M36	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	243	ground_control	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37	RR1_GC_M37	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_GC_M37	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	244	ground_control	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	RR1_GC_M38	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_GC_M38	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	245	ground_control	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	RR1_GC_M39	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_GC_M39	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	OSD-168	Spaceflight Study	RNA Sequencing (RNA-Seq)	246	ground_control	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	RR1_GC_M40	Liver		liver	liver	True	liver	official_osdr_material_type	profile_to_sample	https://osdr.nasa.gov/bio/repo/data/studies/OSD-168	https://osdr.nasa.gov/geode-py/ws/repo/studies/OSD-168	Jonathan	Galazka		"[""Jiang P"",""Green SJ"",""Chlipala GE"",""Turek FW"",""Vitaterna MH"",""Beheshti A"",""Chakravarty K"",""Fogle H"",""Fazelinia H"",""Silveira WAD"",""Boyko V"",""Lai Polo S"",""Saravia-Butler AM"",""Hardiman G"",""Taylor D"",""Galazka JM"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-168_Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40		10.26030/rwyp-9325	RR-1, RR-3	Mus musculus	RR1_GC_M40	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type
