gene_cluster	n_genes	profile	id.accession	investigation.study.comment.project identifier	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence	tissue_metadata_source	official_material_type	official_tissue_type	mean_expression
3	2013	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep2_G2	OSD-168	RR-1, RR-3	RR3_GC_G2	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		905.8405
3	2013	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep3_G3	OSD-168	RR-1, RR-3	RR3_GC_G3	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		749.46246
3	2013	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep4_G5	OSD-168	RR-1, RR-3	RR3_GC_G5	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		588.96173
3	2013	Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep1_M4	OSD-168	RR-1, RR-3	RR1_BSL_M4	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		474.74316
3	2013	Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep2_M5	OSD-168	RR-1, RR-3	RR1_BSL_M5	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		519.48486
3	2013	Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep3_M7	OSD-168	RR-1, RR-3	RR1_BSL_M7	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		560.3194
3	2013	Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep4_M8	OSD-168	RR-1, RR-3	RR1_BSL_M8	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		550.2121
3	2013	Mmus_C57-6J_LVR_RR1_BSL_noERCC_Rep5_M10	OSD-168	RR-1, RR-3	RR1_BSL_M10	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		621.4054
3	2013	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep1_M4	OSD-168	RR-1, RR-3	RR1_BSL_M4	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		523.56384
3	2013	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep2_M5	OSD-168	RR-1, RR-3	RR1_BSL_M5	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		541.1371
3	2013	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep3_M7	OSD-168	RR-1, RR-3	RR1_BSL_M7	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		594.7372
3	2013	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep4_M8	OSD-168	RR-1, RR-3	RR1_BSL_M8	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		543.3105
3	2013	Mmus_C57-6J_LVR_RR1_BSL_wERCC_Rep5_M10	OSD-168	RR-1, RR-3	RR1_BSL_M10	baseline_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		598.2836
3	2013	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	OSD-168	RR-1, RR-3	RR1_FLT_M25	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		528.27423
3	2013	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	OSD-168	RR-1, RR-3	RR1_FLT_M26	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		472.91107
3	2013	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	OSD-168	RR-1, RR-3	RR1_FLT_M28	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		642.07153
3	2013	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	OSD-168	RR-1, RR-3	RR1_FLT_M29	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		548.928
3	2013	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	OSD-168	RR-1, RR-3	RR1_FLT_M30	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		611.51416
3	2013	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	OSD-168	RR-1, RR-3	RR1_FLT_M25	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		547.06604
3	2013	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	OSD-168	RR-1, RR-3	RR1_FLT_M26	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		446.52957
3	2013	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	OSD-168	RR-1, RR-3	RR1_FLT_M28	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		720.156
3	2013	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	OSD-168	RR-1, RR-3	RR1_FLT_M29	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		605.8763
3	2013	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	OSD-168	RR-1, RR-3	RR1_FLT_M30	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		624.2141
3	2013	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36	OSD-168	RR-1, RR-3	RR1_GC_M36	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		439.3542
3	2013	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37	OSD-168	RR-1, RR-3	RR1_GC_M37	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		613.7402
3	2013	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	OSD-168	RR-1, RR-3	RR1_GC_M38	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		562.41925
3	2013	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	OSD-168	RR-1, RR-3	RR1_GC_M39	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		575.5524
3	2013	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	OSD-168	RR-1, RR-3	RR1_GC_M40	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		581.34076
3	2013	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep1_M36	OSD-168	RR-1, RR-3	RR1_GC_M36	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		420.9995
3	2013	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep2_M37	OSD-168	RR-1, RR-3	RR1_GC_M37	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		570.7536
3	2013	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep3_M38	OSD-168	RR-1, RR-3	RR1_GC_M38	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		571.8644
3	2013	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep4_M39	OSD-168	RR-1, RR-3	RR1_GC_M39	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		649.4262
3	2013	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep5_M40	OSD-168	RR-1, RR-3	RR1_GC_M40	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		573.30005
3	2013	Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep1_M16	OSD-168	RR-1, RR-3	RR1_VIV_M16	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		644.9687
3	2013	Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep2_M17	OSD-168	RR-1, RR-3	RR1_VIV_M17	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		664.8962
3	2013	Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep3_M18	OSD-168	RR-1, RR-3	RR1_VIV_M18	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		600.62396
3	2013	Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep4_M19	OSD-168	RR-1, RR-3	RR1_VIV_M19	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		504.39642
3	2013	Mmus_C57-6J_LVR_RR1_VIV_noERCC_Rep5_M20	OSD-168	RR-1, RR-3	RR1_VIV_M20	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		588.7228
3	2013	Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep1_M16	OSD-168	RR-1, RR-3	RR1_VIV_M16	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		622.90216
3	2013	Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep2_M17	OSD-168	RR-1, RR-3	RR1_VIV_M17	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		556.5857
3	2013	Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep3_M18	OSD-168	RR-1, RR-3	RR1_VIV_M18	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		604.5504
3	2013	Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep4_M19	OSD-168	RR-1, RR-3	RR1_VIV_M19	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		471.29358
3	2013	Mmus_C57-6J_LVR_RR1_VIV_wERCC_Rep5_M20	OSD-168	RR-1, RR-3	RR1_VIV_M20	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		559.4312
3	2013	Mmus_C57-6CR_LVR_FLT_Rep1_F58	OSD-173	BSP135	Flight 58	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		246.07999
3	2013	Mmus_C57-6CR_LVR_FLT_Rep2_F64	OSD-173	BSP135	Flight 64	flight	flight	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		243.65921
3	2013	Mmus_C57-6CR_LVR_GC_Rep1_G40	OSD-173	BSP135	AEM Control 40	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		282.44214
3	2013	Mmus_C57-6CR_LVR_GC_Rep2_G44	OSD-173	BSP135	AEM Control 44	ground_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		307.40784
3	2013	Mmus_C57-6CR_LVR_VIV_Rep1_V14	OSD-173	BSP135	Vivarium Control 14	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		300.6145
3	2013	Mmus_C57-6CR_LVR_VIV_Rep2_V9	OSD-173	BSP135	Vivarium Control 9	vivarium_control	ground_or_control	liver	OSDR Material Type: Liver	authoritative_osdr_metadata	official_osdr_material_type	Liver		296.48782
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext1_Rep1_M31	OSD-235		M31	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		182.37656
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext1_Rep2_M32	OSD-235		M32	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		293.68008
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext1_Rep3_M33	OSD-235		M33	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		198.04321
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext1_Rep4_M34	OSD-235		M34	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		381.39246
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext2_Rep1_M31	OSD-235		M31	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		560.11127
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext2_Rep2_M32	OSD-235		M32	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		159.88574
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext2_Rep3_M33	OSD-235		M33	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		219.15201
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext2_Rep4_M34	OSD-235		M34	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		196.73969
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext2_Rep5_M35	OSD-235		M35	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		474.77347
3	2013	Mmus_C57-6J_LVR_CO2_C_DI_ext2_Rep6_M36	OSD-235		M36	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		181.22404
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext1_Rep1_M7	OSD-235		M7	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		156.40239
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext1_Rep2_M8	OSD-235		M8	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		258.86685
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext1_Rep3_M9	OSD-235		M9	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		163.28912
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext1_Rep4_M10	OSD-235		M10	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		244.87035
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext1_Rep5_M11	OSD-235		M11	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		170.89171
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext2_Rep1_M7	OSD-235		M7	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		194.73373
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext2_Rep2_M8	OSD-235		M8	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		188.24094
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext2_Rep3_M9	OSD-235		M9	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		407.93045
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext2_Rep4_M10	OSD-235		M10	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		184.17238
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext2_Rep5_M11	OSD-235		M11	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		352.77744
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-0d_ext2_Rep6_M12	OSD-235		M12	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		219.18033
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-70d_Rep1_M7	OSD-235		M7	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		122.7387
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-70d_Rep2_M8	OSD-235		M8	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		287.57376
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-70d_Rep3_M9	OSD-235		M9	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		203.8311
3	2013	Mmus_C57-6J_LVR_Euth_C_DI_RLT-70d_Rep4_M10	OSD-235		M10	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		173.46696
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext1_Rep1_M13	OSD-235		M13	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		173.86041
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext1_Rep2_M14	OSD-235		M14	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		478.15796
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext1_Rep3_M15	OSD-235		M15	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		248.03477
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext1_Rep4_M16	OSD-235		M16	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		317.8177
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext1_Rep5_M17	OSD-235		M17	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		289.4883
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext1_Rep6_M18	OSD-235		M18	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		389.91504
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext2_Rep1_M14	OSD-235		M14	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		211.60706
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext2_Rep2_M15	OSD-235		M15	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		474.33582
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext2_Rep3_M16	OSD-235		M16	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		198.2002
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext2_Rep4_M17	OSD-235		M17	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		308.14606
3	2013	Mmus_C57-6J_LVR_Euth_C_LN2_ext2_Rep5_M18	OSD-235		M18	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		166.616
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext1_Rep1_M19	OSD-235		M19	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		122.621956
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext1_Rep2_M20	OSD-235		M20	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		172.19572
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext1_Rep3_M21	OSD-235		M21	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		197.88872
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext1_Rep4_M22	OSD-235		M22	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		299.72528
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext1_Rep5_M23	OSD-235		M23	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		237.50075
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext1_Rep6_M24	OSD-235		M24	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		408.68158
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext2_Rep1_M19	OSD-235		M19	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		209.12767
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext2_Rep2_M20	OSD-235		M20	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		323.8763
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext2_Rep3_M21	OSD-235		M21	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		213.94485
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext2_Rep4_M22	OSD-235		M22	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		221.71088
3	2013	Mmus_C57-6J_LVR_Euth_C_RNAlat_ext2_Rep5_M23	OSD-235		M23	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		113.30005
3	2013	Mmus_C57-6J_LVR_Euth_I_DI_Rep1_M1	OSD-235		M1	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		496.99753
3	2013	Mmus_C57-6J_LVR_Euth_I_DI_Rep2_M2	OSD-235		M2	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		199.38997
3	2013	Mmus_C57-6J_LVR_Euth_I_DI_Rep3_M3	OSD-235		M3	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		386.693
3	2013	Mmus_C57-6J_LVR_Euth_I_DI_Rep4_M4	OSD-235		M4	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		291.71484
3	2013	Mmus_C57-6J_LVR_Euth_I_DI_Rep5_M5	OSD-235		M5	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		488.68903
3	2013	Mmus_C57-6J_LVR_Euth_I_DI_Rep6_M6	OSD-235		M6	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		260.72577
3	2013	Mmus_C57-6J_LVR_Euth_I_LN2_Rep1_M1	OSD-235		M1	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		356.73175
3	2013	Mmus_C57-6J_LVR_Euth_I_LN2_Rep2_M2	OSD-235		M2	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		599.98065
3	2013	Mmus_C57-6J_LVR_Euth_I_LN2_Rep3_M3	OSD-235		M3	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		332.99353
3	2013	Mmus_C57-6J_LVR_Euth_I_LN2_Rep4_M4	OSD-235		M4	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		967.7854
3	2013	Mmus_C57-6J_LVR_Euth_I_LN2_Rep5_M5	OSD-235		M5	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		333.1396
3	2013	Mmus_C57-6J_LVR_Euth_I_LN2_Rep6_M6	OSD-235		M6	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		515.93195
3	2013	Mmus_C57-6J_LVR_Euth_I_RNAlat_Rep1_M1	OSD-235		M1	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		294.1873
3	2013	Mmus_C57-6J_LVR_Euth_I_RNAlat_Rep2_M2	OSD-235		M2	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		524.98956
3	2013	Mmus_C57-6J_LVR_Euth_I_RNAlat_Rep3_M3	OSD-235		M3	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		276.9687
3	2013	Mmus_C57-6J_LVR_Euth_I_RNAlat_Rep4_M4	OSD-235		M4	unknown	unknown	liver	OSDR Material Type: Left Lobe of the Liver	authoritative_osdr_metadata	official_osdr_material_type	Left Lobe of the Liver		538.96423
