gene_id	pc1	pc2	pc3	inspection_cluster
ENSMUSG00000029422	8.863824	-6.292387	-0.47447258	1
ENSMUSG00000076126	-7.2555747	-0.2931827	0.012270255	0
ENSMUSG00000049036	-7.2126584	-0.3640298	0.07662137	0
ENSMUSG00000029577	7.677685	8.936058	-0.0483252	2
ENSMUSG00000040746	7.9484234	-6.672409	0.3206857	1
ENSMUSG00000020590	9.723495	10.389395	0.08630886	2
ENSMUSG00000030263	-0.086852625	-3.496853	0.35910222	3
ENSMUSG00000038914	11.100949	-7.389183	-0.2426041	1
ENSMUSG00000026878	14.646934	-9.7484665	0.73189986	1
ENSMUSG00000093241	-7.2558017	-0.29100177	0.015096432	0
ENSMUSG00000030098	14.544025	-11.646469	2.8382578	1
ENSMUSG00000078908	4.0171933	-4.331127	-0.49798924	3
ENSMUSG00000025056	-7.2564425	-0.29373357	0.013533926	0
ENSMUSG00000090129	-6.8662534	-0.50610083	0.30926242	0
ENSMUSG00000026407	-4.5843177	-0.32492647	-1.12681	0
ENSMUSG00000034239	-7.2567186	-0.29329154	0.013053698	0
ENSMUSG00000020818	2.347741	5.53227	-0.16656174	4
ENSMUSG00000060038	1.1797079	-2.9401107	-0.76687956	3
ENSMUSG00000020029	16.352406	-9.395875	-0.32192075	1
ENSMUSG00000085958	-4.8281517	1.4078665	0.16479173	0
ENSMUSG00000024292	16.300781	-10.700764	1.0490515	1
ENSMUSG00000111356	-7.089071	-0.26992732	-0.08013082	0
ENSMUSG00000016831	7.802405	9.529857	0.5601496	2
ENSMUSG00000024791	-6.2541194	-0.33997756	0.09834135	0
ENSMUSG00000028398	6.4009624	-5.0755916	-0.6864002	3
ENSMUSG00000113338	-7.251342	-0.29266533	0.009511871	0
ENSMUSG00000022586	-6.8026013	0.2330722	0.3088902	0
ENSMUSG00000091034	-7.2546096	-0.2880306	0.01785845	0
ENSMUSG00000056204	10.430799	-7.381032	-0.0045199567	1
ENSMUSG00000065472	-7.256343	-0.29235056	0.014059698	0
ENSMUSG00000056197	-7.2379646	-0.32342762	0.043574043	0
ENSMUSG00000031986	1.7733786	5.6525784	0.37915653	4
ENSMUSG00000086259	-6.9628944	-0.63564146	0.25348493	0
ENSMUSG00000000244	-4.5746517	1.5701668	0.3039075	0
ENSMUSG00000027519	9.292468	-6.864584	-0.080571614	1
ENSMUSG00000061086	-5.375609	-1.2214922	0.19814564	0
ENSMUSG00000056290	-1.5149673	3.1215844	-0.3150353	4
ENSMUSG00000068206	3.2488008	-4.8583694	0.39661723	3
ENSMUSG00000077815	-7.114753	0.061476268	0.35485023	0
ENSMUSG00000021208	1.2476447	-2.3094337	-1.4939926	3
ENSMUSG00000088054	-7.010305	-0.24730143	-0.13348685	0
ENSMUSG00000024998	7.5963387	-5.698469	-0.53795004	3
ENSMUSG00000047248	4.0580826	6.646519	-0.14076789	4
ENSMUSG00000027981	4.8664107	-4.249274	-0.9277289	3
ENSMUSG00000039683	-5.2520785	-0.9650003	-0.12173447	0
ENSMUSG00000047117	-7.2567186	-0.29329154	0.013053698	0
ENSMUSG00000030278	0.06487634	-2.4702308	-0.820591	3
ENSMUSG00000037419	0.2852131	4.206173	-0.26018262	4
ENSMUSG00000099616	-7.175171	-0.089470685	0.20758799	0
ENSMUSG00000022208	-6.9203386	-0.44388878	0.028946148	0
ENSMUSG00000055197	-7.2567186	-0.29329154	0.013053698	0
ENSMUSG00000059632	-7.253577	-0.29283258	0.011073275	0
ENSMUSG00000064823	-6.6370177	-0.2858323	-0.26161495	0
ENSMUSG00000095629	-6.5524464	-0.15187292	-0.39301968	0
ENSMUSG00000034829	-7.1040907	-0.4248989	0.09094323	0
ENSMUSG00000029380	1.0942777	5.062245	0.18208589	4
ENSMUSG00000073001	-7.2567186	-0.29329154	0.013053698	0
ENSMUSG00000031073	-7.2326884	-0.3274001	0.046685055	0
ENSMUSG00000028047	-5.330455	-0.99455947	-0.07048586	0
ENSMUSG00000039196	19.23454	17.20676	1.1602426	2
ENSMUSG00000032673	5.1843452	7.493298	0.05287305	4
ENSMUSG00000096584	-7.2567186	-0.29329154	0.013053698	0
ENSMUSG00000022773	-3.1451921	-1.730095	-0.18653879	0
ENSMUSG00000078597	-4.9880967	5.37615	5.4655356	0
ENSMUSG00000021494	4.2819552	6.3906245	-0.43602395	4
ENSMUSG00000050248	-3.4937944	-1.1734028	-0.6626076	0
ENSMUSG00000003752	1.2337996	-3.9651365	0.29292798	3
ENSMUSG00000037353	6.2072706	-5.7033195	0.019022796	3
ENSMUSG00000022096	-4.808866	-1.3864272	0.14212148	0
ENSMUSG00000091311	-7.2567186	-0.29329154	0.013053698	0
ENSMUSG00000096436	-6.0596604	-0.61697143	-0.13143262	0
ENSMUSG00000021661	3.338197	-4.202427	-0.3331089	3
ENSMUSG00000039620	-2.7897239	-2.199809	0.14608549	0
ENSMUSG00000033765	-6.88551	-0.24548517	-0.19784129	0
ENSMUSG00000032584	-5.768928	-1.1251475	0.25930613	0
ENSMUSG00000072884	-3.9579668	-1.701909	0.12548757	0
ENSMUSG00000066896	-7.1904073	-0.30208045	-0.0033442103	0
ENSMUSG00000094606	-7.225802	-0.25225908	0.04279037	0
ENSMUSG00000032783	-6.3811917	-0.14926936	-0.4979212	0
ENSMUSG00000029093	-5.785907	-0.329053	-0.20476343	0
