id.accession	id.assay name	id.sample name	investigation.study assays.study assay technology type	investigation.study.comment.data source accession	investigation.study.comment.project identifier	investigation.study.comment.project type	study.characteristics.genotype	study.characteristics.material type	study.characteristics.organism	study.characteristics.sex	study.characteristics.strain	study.factor value.spaceflight	file.datatype	file.filename	api_metadata_query_url	profile	condition_inferred	tissue_final	tissue_source	tissue_inference_rule	bulk_rna_seq_inferred	profile_id
OSD-47	OSD-47_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6T_LVR_FLT_Rep1_F1	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NTac	Space Flight	unnormalized counts	GLDS-47_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6T_LVR_FLT_Rep1_F1	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-47/Mmus_C57-6T_LVR_FLT_Rep1_F1
OSD-47	OSD-47_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6T_LVR_FLT_Rep2_F2	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NTac	Space Flight	unnormalized counts	GLDS-47_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6T_LVR_FLT_Rep2_F2	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-47/Mmus_C57-6T_LVR_FLT_Rep2_F2
OSD-47	OSD-47_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6T_LVR_FLT_Rep3_F4	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NTac	Space Flight	unnormalized counts	GLDS-47_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6T_LVR_FLT_Rep3_F4	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-47/Mmus_C57-6T_LVR_FLT_Rep3_F4
OSD-47	OSD-47_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6T_LVR_GC_Rep1_G2	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NTac	Ground Control	unnormalized counts	GLDS-47_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6T_LVR_GC_Rep1_G2	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-47/Mmus_C57-6T_LVR_GC_Rep1_G2
OSD-47	OSD-47_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6T_LVR_GC_Rep2_G3	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NTac	Ground Control	unnormalized counts	GLDS-47_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6T_LVR_GC_Rep2_G3	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-47/Mmus_C57-6T_LVR_GC_Rep2_G3
OSD-47	OSD-47_transcription-profiling_rna-sequencing-(rna-seq)_illumina	Mmus_C57-6T_LVR_GC_Rep3_G5	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NTac	Ground Control	unnormalized counts	GLDS-47_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6T_LVR_GC_Rep3_G5	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-47/Mmus_C57-6T_LVR_GC_Rep3_G5
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_C_Rep1_M25	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_C_Rep1_M25	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_C_Rep1_M25
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_C_Rep2_M26	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_C_Rep2_M26	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_C_Rep2_M26
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_C_Rep3_M27	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_C_Rep3_M27	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_C_Rep3_M27
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_C_Rep4_M28	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_C_Rep4_M28	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_C_Rep4_M28
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_C_Rep5_M30	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_C_Rep5_M30	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_C_Rep5_M30
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_I_Rep1_M21	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_I_Rep1_M21	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_I_Rep1_M21
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_FLT_I_Rep2_M22	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_FLT_I_Rep2_M22	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_FLT_I_Rep2_M22
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_C_Rep1_M36	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_C_Rep1_M36	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_C_Rep1_M36
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_C_Rep2_M37	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_C_Rep2_M37	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_C_Rep2_M37
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_C_Rep3_M38	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_C_Rep3_M38	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_C_Rep3_M38
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_C_Rep4_M39	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_C_Rep4_M39	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_C_Rep4_M39
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_C_Rep5_M40	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_C_Rep5_M40	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_C_Rep5_M40
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_I_Rep1_M31	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_I_Rep1_M31	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_I_Rep1_M31
OSD-48	OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_GC_I_Rep2_M32	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-48_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_GC_I_Rep2_M32	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-48/Mmus_C57-6J_LVR_GC_I_Rep2_M32
OSD-98	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep1_M23	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Adrenal glands- both sides	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-98_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_ADR_FLT_Rep1_M23	flight	adrenal_gland	osdr_api_material_type	OSDR material type: Adrenal glands- both sides	True	OSD-98/Mmus_C57-6J_ADR_FLT_Rep1_M23
OSD-98	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep2_M24	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Adrenal glands- both sides	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-98_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_ADR_FLT_Rep2_M24	flight	adrenal_gland	osdr_api_material_type	OSDR material type: Adrenal glands- both sides	True	OSD-98/Mmus_C57-6J_ADR_FLT_Rep2_M24
OSD-98	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep3_M25	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Adrenal glands- both sides	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-98_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_ADR_FLT_Rep3_M25	flight	adrenal_gland	osdr_api_material_type	OSDR material type: Adrenal glands- both sides	True	OSD-98/Mmus_C57-6J_ADR_FLT_Rep3_M25
OSD-98	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep4_M26	RNA Sequencing (RNA-Seq)		RR-1	Spaceflight Study	NaN	Adrenal glands- both sides	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-98_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_ADR_FLT_Rep4_M26	flight	adrenal_gland	osdr_api_material_type	OSDR material type: Adrenal glands- both sides	True	OSD-98/Mmus_C57-6J_ADR_FLT_Rep4_M26
