id.accession	id.assay name	id.sample name	investigation.study assays.study assay technology type	investigation.study.comment.data source accession	investigation.study.comment.project identifier	investigation.study.comment.project type	study.characteristics.genotype	study.characteristics.material type	study.characteristics.organism	study.characteristics.sex	study.characteristics.strain	study.factor value.spaceflight	file.datatype	file.filename	api_metadata_query_url	profile	condition_inferred	tissue_final	tissue_source	tissue_inference_rule	bulk_rna_seq_inferred	profile_id
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep3_G3	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	BALB/c	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep3_G3	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep3_G3
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep4_G5	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	BALB/c	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep4_G5	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_BAL-TAL_LVR_RR3_GC_wERCC_Rep4_G5
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Space Flight	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep1_M36
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep2_M37
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep1_M36	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep1_M36	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep1_M36
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep2_M37	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep2_M37	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep2_M37
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep3_M38	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep3_M38	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep3_M38
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep4_M39	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep4_M39	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep4_M39
OSD-168	OSD-168_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep5_M40	RNA Sequencing (RNA-Seq)		RR-1, RR-3	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6J	Ground Control	unnormalized counts	GLDS-168_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep5_M40	ground_control	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-168/Mmus_C57-6J_LVR_RR1_GC_wERCC_Rep5_M40
OSD-173	OSD-173_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6CR_LVR_FLT_Rep1_F58	RNA Sequencing (RNA-Seq)		BSP135	Spaceflight Study	NaN	Liver	Mus musculus	Female	C57BL/6NCrl	Space Flight	unnormalized counts	GLDS-173_rna_seq_RSEM_Unnormalized_Counts_GLbulkRNAseq.csv	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/?study.characteristics.organism=mus%20musculus&study.factor%20value.spaceflight=Space%20Flight|Ground%20Control&file.datatype=unnormalized%20counts&id.accession&id.assay%20name&id.sample%20name&investigation.study%20assays.study%20assay%20technology%20type&investigation.study.comment.data%20source%20accession&investigation.study.comment.project%20identifier&investigation.study.comment.project%20type&study.characteristics.material%20type&study.characteristics.organism&study.characteristics.sex&study.characteristics.strain&study.characteristics.genotype&study.factor%20value.spaceflight&file.datatype&file.filename&format=csv	Mmus_C57-6CR_LVR_FLT_Rep1_F58	flight	liver	osdr_api_material_type	OSDR material type: Liver	True	OSD-173/Mmus_C57-6CR_LVR_FLT_Rep1_F58
