location	term	study_count	accessions	cluster_count	best_fdr_bh	max_overlap	example_clusters
GC	REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.002812497686272973	7	OSD-379:GC5;OSD-168:GC5;OSD-463:GC4;OSD-48:GC3
FLT	REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	4	OSD-137,OSD-379,OSD-463,OSD-48	4	0.0030175678171744623	11	OSD-379:FLT9;OSD-137:FLT2;OSD-48:FLT3;OSD-463:FLT2
FLT	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	4	OSD-168,OSD-245,OSD-379,OSD-48	5	0.0031652744908860536	22	OSD-48:FLT5;OSD-379:FLT9;OSD-168:FLT4;OSD-379:FLT5;OSD-245:FLT9
FLT	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	4	OSD-137,OSD-168,OSD-379,OSD-463	5	0.003219986225539231	8	OSD-137:FLT3;OSD-168:FLT2;OSD-379:FLT5;OSD-463:FLT2;OSD-168:FLT4
GC	REACTOME_POL_SWITCHING	4	OSD-137,OSD-168,OSD-379,OSD-463	4	0.0032447325253494364	6	OSD-168:GC3;OSD-137:GC2;OSD-463:GC2;OSD-379:GC3
GC	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	4	OSD-137,OSD-245,OSD-379,OSD-48	4	0.003256718451445124	6	OSD-48:GC3;OSD-137:GC4;OSD-379:GC4;OSD-245:GC2
FLT	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	4	OSD-137,OSD-245,OSD-379,OSD-48	4	0.003351319730634591	13	OSD-137:FLT2;OSD-379:FLT9;OSD-48:FLT3;OSD-245:FLT7
GC	REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	4	OSD-168,OSD-245,OSD-379,OSD-48	4	0.0033627919332600217	7	OSD-48:GC3;OSD-168:GC5;OSD-379:GC5;OSD-245:GC5
GC	REACTOME_SIGNALLING_TO_RAS	4	OSD-168,OSD-245,OSD-379,OSD-48	5	0.003425272521708315	7	OSD-245:GC5;OSD-168:GC5;OSD-379:GC5;OSD-48:GC3;OSD-379:GC6
GC	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	4	OSD-168,OSD-379,OSD-463,OSD-48	5	0.003677518663598152	7	OSD-379:GC5;OSD-168:GC5;OSD-463:GC3;OSD-48:GC2;OSD-168:GC4
GC	REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.0037082809107886697	8	OSD-379:GC5;OSD-168:GC5;OSD-48:GC2;OSD-463:GC3
FLT	REACTOME_OPIOID_SIGNALLING	4	OSD-168,OSD-245,OSD-379,OSD-48	5	0.00386339715127848	15	OSD-48:FLT7;OSD-168:FLT4;OSD-245:FLT10;OSD-379:FLT6;OSD-48:FLT6
GC	REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.0040310209068188186	9	OSD-48:GC7;OSD-168:GC3;OSD-463:GC2;OSD-379:GC6
FLT	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	4	OSD-168,OSD-245,OSD-379,OSD-463	4	0.004045741024365815	6	OSD-168:FLT2;OSD-379:FLT3;OSD-463:FLT1;OSD-245:FLT1
FLT	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	4	OSD-137,OSD-168,OSD-379,OSD-48	5	0.004045741024365815	11	OSD-168:FLT2;OSD-137:FLT4;OSD-379:FLT3;OSD-379:FLT5;OSD-48:FLT8
FLT	REACTOME_SEROTONIN_RECEPTORS	4	OSD-168,OSD-245,OSD-379,OSD-48	4	0.004047473065254588	7	OSD-379:FLT0;OSD-48:FLT0;OSD-245:FLT2;OSD-168:FLT6
FLT	REACTOME_ELONGATION_ARREST_AND_RECOVERY	4	OSD-168,OSD-245,OSD-379,OSD-463	4	0.004084556537884099	6	OSD-379:FLT5;OSD-463:FLT2;OSD-245:FLT7;OSD-168:FLT2
GC	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	4	OSD-168,OSD-245,OSD-463,OSD-48	4	0.004270604360063185	11	OSD-168:GC2;OSD-245:GC4;OSD-463:GC1;OSD-48:GC1
FLT	REACTOME_SHC_MEDIATED_SIGNALLING	4	OSD-137,OSD-168,OSD-245,OSD-463	4	0.004281432374437258	6	OSD-463:FLT2;OSD-168:FLT4;OSD-245:FLT3;OSD-137:FLT3
GC	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.0043324450245809136	9	OSD-48:GC7;OSD-168:GC3;OSD-463:GC2;OSD-379:GC6
GC	REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.0043324450245809136	9	OSD-48:GC7;OSD-168:GC3;OSD-463:GC2;OSD-379:GC6
GC	REACTOME_OPIOID_SIGNALLING	4	OSD-168,OSD-245,OSD-379,OSD-48	5	0.004929498132428298	16	OSD-168:GC5;OSD-379:GC5;OSD-48:GC3;OSD-245:GC9;OSD-245:GC5
GC	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	4	OSD-168,OSD-245,OSD-379,OSD-48	6	0.004929498132428298	8	OSD-168:GC5;OSD-48:GC2;OSD-379:GC6;OSD-245:GC5;OSD-168:GC4;OSD-379:GC5
FLT	REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	4	OSD-137,OSD-245,OSD-379,OSD-48	4	0.004961311257821363	7	OSD-245:FLT4;OSD-48:FLT1;OSD-137:FLT2;OSD-379:FLT3
FLT	REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	4	OSD-137,OSD-168,OSD-245,OSD-463	4	0.005559791740968227	6	OSD-463:FLT2;OSD-168:FLT4;OSD-245:FLT3;OSD-137:FLT3
FLT	REACTOME_PURINE_METABOLISM	4	OSD-137,OSD-168,OSD-245,OSD-379	5	0.005691927268330942	11	OSD-379:FLT3;OSD-137:FLT4;OSD-168:FLT7;OSD-137:FLT3;OSD-245:FLT8
FLT	REACTOME_REGULATION_OF_IFNG_SIGNALING	4	OSD-137,OSD-168,OSD-379,OSD-463	4	0.005718964110757926	7	OSD-379:FLT3;OSD-137:FLT4;OSD-463:FLT1;OSD-168:FLT2
GC	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	4	OSD-168,OSD-245,OSD-379,OSD-48	7	0.006109537159400811	21	OSD-245:GC3;OSD-48:GC0;OSD-245:GC11;OSD-168:GC0;OSD-379:GC0;OSD-379:GC8;OSD-168:GC6
GC	REACTOME_PURINE_METABOLISM	4	OSD-137,OSD-168,OSD-245,OSD-379	5	0.00632895550164094	8	OSD-137:GC4;OSD-168:GC8;OSD-168:GC4;OSD-379:GC4;OSD-245:GC7
GC	REACTOME_DOUBLE_STRAND_BREAK_REPAIR	4	OSD-137,OSD-245,OSD-379,OSD-463	6	0.006648231070464288	8	OSD-245:GC2;OSD-245:GC6;OSD-137:GC2;OSD-379:GC4;OSD-379:GC3;OSD-463:GC2
FLT	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	4	OSD-137,OSD-168,OSD-379,OSD-48	4	0.007358237149598319	10	OSD-48:FLT6;OSD-379:FLT2;OSD-137:FLT0;OSD-168:FLT0
FLT	REACTOME_SIGNALLING_TO_RAS	4	OSD-168,OSD-245,OSD-379,OSD-463	4	0.007621303164436006	8	OSD-245:FLT3;OSD-463:FLT2;OSD-168:FLT4;OSD-379:FLT6
GC	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	4	OSD-137,OSD-168,OSD-245,OSD-379	4	0.00831215948247093	6	OSD-168:GC3;OSD-137:GC2;OSD-245:GC3;OSD-379:GC3
GC	REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	4	OSD-137,OSD-168,OSD-379,OSD-48	4	0.008619265421827497	10	OSD-168:GC5;OSD-137:GC8;OSD-379:GC5;OSD-48:GC3
FLT	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	4	OSD-137,OSD-168,OSD-379,OSD-463	4	0.009398690368011229	6	OSD-463:FLT2;OSD-168:FLT2;OSD-379:FLT3;OSD-137:FLT4
FLT	REACTOME_SHC_RELATED_EVENTS	4	OSD-137,OSD-168,OSD-245,OSD-463	4	0.009398690368011229	6	OSD-463:FLT2;OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT3
GC	REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	4	OSD-137,OSD-168,OSD-379,OSD-463	4	0.009916754631446032	11	OSD-463:GC2;OSD-137:GC2;OSD-379:GC5;OSD-168:GC6
GC	REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	4	OSD-168,OSD-379,OSD-463,OSD-48	5	0.010426322386761886	7	OSD-168:GC5;OSD-48:GC3;OSD-379:GC5;OSD-463:GC7;OSD-168:GC4
GC	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	4	OSD-168,OSD-245,OSD-379,OSD-48	4	0.010442751397992051	12	OSD-245:GC0;OSD-379:GC2;OSD-168:GC1;OSD-48:GC5
GC	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	4	OSD-137,OSD-245,OSD-379,OSD-463	5	0.012457669345327924	12	OSD-463:GC2;OSD-379:GC3;OSD-137:GC2;OSD-245:GC5;OSD-463:GC3
FLT	REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	4	OSD-137,OSD-168,OSD-379,OSD-48	4	0.012687648207032103	10	OSD-168:FLT4;OSD-379:FLT6;OSD-48:FLT7;OSD-137:FLT3
GC	REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.013274326394416973	6	OSD-379:GC6;OSD-48:GC2;OSD-168:GC4;OSD-463:GC3
GC	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	4	OSD-168,OSD-245,OSD-379,OSD-48	4	0.01405883814605239	6	OSD-379:GC5;OSD-245:GC5;OSD-168:GC5;OSD-48:GC3
GC	REACTOME_PI_3K_CASCADE	4	OSD-168,OSD-245,OSD-379,OSD-48	6	0.0145470928221441	15	OSD-48:GC3;OSD-379:GC5;OSD-168:GC5;OSD-48:GC2;OSD-245:GC9;OSD-168:GC4
GC	REACTOME_DAG_AND_IP3_SIGNALING	4	OSD-168,OSD-245,OSD-379,OSD-48	4	0.014803289997358563	8	OSD-168:GC5;OSD-379:GC5;OSD-48:GC3;OSD-245:GC5
FLT	REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	4	OSD-137,OSD-168,OSD-245,OSD-379	4	0.015062167573958956	9	OSD-245:FLT3;OSD-379:FLT3;OSD-168:FLT4;OSD-137:FLT4
FLT	REACTOME_PLC_BETA_MEDIATED_EVENTS	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.016276310030161424	9	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4;OSD-379:FLT6
GC	REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	4	OSD-137,OSD-168,OSD-379,OSD-463	4	0.017152557485186945	7	OSD-379:GC5;OSD-137:GC4;OSD-168:GC5;OSD-463:GC7
GC	REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	4	OSD-168,OSD-379,OSD-463,OSD-48	4	0.02434490938340255	5	OSD-168:GC0;OSD-379:GC0;OSD-48:GC0;OSD-463:GC0
FLT	REACTOME_PHOSPHORYLATION_OF_THE_APC_C	4	OSD-137,OSD-168,OSD-379,OSD-463	4	0.02761715328646805	6	OSD-463:FLT2;OSD-168:FLT2;OSD-379:FLT3;OSD-137:FLT4
GC	REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	4	OSD-168,OSD-245,OSD-379,OSD-48	4	0.034408670488009906	11	OSD-168:GC5;OSD-245:GC5;OSD-48:GC3;OSD-379:GC5
GC	REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	3	OSD-245,OSD-379,OSD-463	3	3.787445260721951e-06	9	OSD-463:GC4;OSD-379:GC9;OSD-245:GC7
GC	REACTOME_COPI_MEDIATED_TRANSPORT	3	OSD-168,OSD-379,OSD-463	3	8.263924410965637e-06	7	OSD-379:GC5;OSD-463:GC4;OSD-168:GC5
GC	REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	3	OSD-168,OSD-245,OSD-463	3	2.195679251233118e-05	8	OSD-463:GC4;OSD-168:GC8;OSD-245:GC7
FLT	REACTOME_COPI_MEDIATED_TRANSPORT	3	OSD-137,OSD-168,OSD-379	3	2.2764196677206406e-05	6	OSD-137:FLT8;OSD-379:FLT6;OSD-168:FLT4
FLT	REACTOME_GLUCURONIDATION	3	OSD-168,OSD-463,OSD-48	3	3.208574232158747e-05	6	OSD-48:FLT7;OSD-168:FLT4;OSD-463:FLT4
GC	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	3	OSD-245,OSD-463,OSD-48	3	6.126815013237075e-05	6	OSD-463:GC4;OSD-245:GC7;OSD-48:GC3
FLT	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	3	OSD-168,OSD-245,OSD-463	3	0.00018870786750597082	8	OSD-463:FLT1;OSD-245:FLT7;OSD-168:FLT5
FLT	REACTOME_ENDOGENOUS_STEROLS	3	OSD-168,OSD-463,OSD-48	3	0.00021289298195755575	5	OSD-463:FLT6;OSD-168:FLT7;OSD-48:FLT10
GC	REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	3	OSD-137,OSD-379,OSD-463	3	0.0003529148367182627	7	OSD-137:GC6;OSD-463:GC4;OSD-379:GC5
GC	REACTOME_METABOLISM_OF_PORPHYRINS	3	OSD-245,OSD-463,OSD-48	3	0.0004160332945660768	7	OSD-463:GC4;OSD-245:GC5;OSD-48:GC3
GC	REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	3	OSD-245,OSD-463,OSD-48	3	0.0004160332945660768	7	OSD-463:GC4;OSD-245:GC7;OSD-48:GC3
FLT	REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	3	OSD-168,OSD-245,OSD-48	4	0.0007192629401760287	7	OSD-48:FLT7;OSD-245:FLT8;OSD-245:FLT7;OSD-168:FLT4
GC	REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	3	OSD-137,OSD-168,OSD-48	3	0.0009092690007231562	17	OSD-137:GC0;OSD-168:GC1;OSD-48:GC0
GC	REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	3	OSD-168,OSD-379,OSD-463	3	0.0013658190746670183	7	OSD-168:GC5;OSD-379:GC5;OSD-463:GC4
GC	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	3	OSD-168,OSD-463,OSD-48	4	0.0014266874977017533	11	OSD-168:GC3;OSD-463:GC2;OSD-48:GC7;OSD-48:GC2
FLT	REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	3	OSD-168,OSD-379,OSD-48	3	0.0015060629119462883	7	OSD-379:FLT6;OSD-168:FLT4;OSD-48:FLT5
GC	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	3	OSD-137,OSD-245,OSD-379	3	0.001545439487429402	6	OSD-137:GC1;OSD-379:GC4;OSD-245:GC2
GC	REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	3	OSD-168,OSD-379,OSD-48	3	0.0015791508346025631	7	OSD-168:GC8;OSD-48:GC3;OSD-379:GC5
FLT	REACTOME_CHROMOSOME_MAINTENANCE	3	OSD-137,OSD-245,OSD-379	3	0.002000815836756113	28	OSD-137:FLT2;OSD-245:FLT4;OSD-379:FLT1
GC	REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	3	OSD-137,OSD-168,OSD-379	3	0.0021023654274505608	13	OSD-379:GC0;OSD-168:GC0;OSD-137:GC0
GC	REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	3	OSD-168,OSD-245,OSD-379	3	0.0021450540192003696	14	OSD-245:GC5;OSD-168:GC5;OSD-379:GC5
FLT	REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	3	OSD-137,OSD-168,OSD-245	3	0.002187226889445359	7	OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT3
GC	REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	3	OSD-245,OSD-463,OSD-48	3	0.002194728357102207	6	OSD-245:GC7;OSD-463:GC4;OSD-48:GC3
GC	REACTOME_SYNTHESIS_OF_PC	3	OSD-379,OSD-463,OSD-48	3	0.002230156720626878	8	OSD-48:GC3;OSD-463:GC4;OSD-379:GC5
FLT	REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	3	OSD-137,OSD-168,OSD-48	4	0.0023140631514254268	44	OSD-137:FLT0;OSD-48:FLT4;OSD-168:FLT0;OSD-48:FLT12
GC	REACTOME_GABA_RECEPTOR_ACTIVATION	3	OSD-168,OSD-245,OSD-48	3	0.0029407045022462426	21	OSD-48:GC0;OSD-168:GC0;OSD-245:GC10
FLT	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	3	OSD-137,OSD-379,OSD-48	3	0.003067517224944348	11	OSD-379:FLT9;OSD-137:FLT2;OSD-48:FLT3
FLT	REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	3	OSD-137,OSD-379,OSD-48	3	0.003067517224944348	11	OSD-379:FLT9;OSD-137:FLT2;OSD-48:FLT3
FLT	REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	3	OSD-245,OSD-379,OSD-48	3	0.00328560461943235	9	OSD-379:FLT0;OSD-48:FLT2;OSD-245:FLT2
FLT	REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	3	OSD-245,OSD-379,OSD-463	3	0.003949929384706756	8	OSD-463:FLT1;OSD-245:FLT7;OSD-379:FLT3
FLT	REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	3	OSD-137,OSD-168,OSD-379	3	0.00423270882383779	8	OSD-137:FLT0;OSD-379:FLT2;OSD-168:FLT0
FLT	REACTOME_MITOTIC_PROMETAPHASE	3	OSD-379,OSD-463,OSD-48	4	0.004469490332976448	14	OSD-379:FLT5;OSD-463:FLT4;OSD-48:FLT5;OSD-48:FLT11
FLT	REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	3	OSD-137,OSD-168,OSD-48	3	0.004517419681035796	7	OSD-48:FLT7;OSD-137:FLT3;OSD-168:FLT4
GC	REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	3	OSD-379,OSD-463,OSD-48	3	0.004801266900703751	7	OSD-48:GC3;OSD-379:GC5;OSD-463:GC4
GC	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	3	OSD-168,OSD-463,OSD-48	3	0.004929498132428298	6	OSD-168:GC5;OSD-48:GC2;OSD-463:GC3
GC	REACTOME_PYRUVATE_METABOLISM	3	OSD-245,OSD-379,OSD-463	3	0.005221555069114483	6	OSD-245:GC7;OSD-379:GC5;OSD-463:GC4
FLT	REACTOME_PROSTANOID_LIGAND_RECEPTORS	3	OSD-137,OSD-379,OSD-463	3	0.005793992601923946	8	OSD-379:FLT2;OSD-137:FLT0;OSD-463:FLT0
FLT	REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	3	OSD-137,OSD-168,OSD-379	3	0.005793992601923946	6	OSD-379:FLT2;OSD-168:FLT0;OSD-137:FLT0
FLT	REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	3	OSD-168,OSD-379,OSD-48	3	0.0064707577395120295	8	OSD-379:FLT6;OSD-168:FLT4;OSD-48:FLT5
GC	REACTOME_CHROMOSOME_MAINTENANCE	3	OSD-137,OSD-168,OSD-379	3	0.00679262398958999	19	OSD-137:GC2;OSD-168:GC3;OSD-379:GC3
GC	REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	3	OSD-137,OSD-245,OSD-379	3	0.00679262398958999	6	OSD-137:GC2;OSD-245:GC3;OSD-379:GC3
FLT	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	3	OSD-245,OSD-379,OSD-48	3	0.007396498218242919	14	OSD-379:FLT4;OSD-245:FLT7;OSD-48:FLT5
GC	REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	3	OSD-137,OSD-379,OSD-48	3	0.007473705278029277	6	OSD-379:GC7;OSD-137:GC1;OSD-48:GC4
GC	REACTOME_PLC_BETA_MEDIATED_EVENTS	3	OSD-168,OSD-379,OSD-48	3	0.007626950906160657	11	OSD-48:GC3;OSD-379:GC5;OSD-168:GC5
FLT	REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	3	OSD-168,OSD-245,OSD-379	3	0.007870281121224157	6	OSD-245:FLT8;OSD-168:FLT7;OSD-379:FLT8
GC	REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	3	OSD-168,OSD-379,OSD-48	3	0.008583378696773626	7	OSD-379:GC8;OSD-48:GC0;OSD-168:GC0
FLT	REACTOME_BOTULINUM_NEUROTOXICITY	3	OSD-245,OSD-379,OSD-463	3	0.009011889165288217	8	OSD-463:FLT1;OSD-379:FLT3;OSD-245:FLT7
GC	REACTOME_INTERFERON_GAMMA_SIGNALING	3	OSD-245,OSD-379,OSD-463	3	0.009749727746323582	14	OSD-463:GC3;OSD-245:GC6;OSD-379:GC4
FLT	REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	3	OSD-245,OSD-379,OSD-463	3	0.010714695044053998	7	OSD-463:FLT1;OSD-245:FLT7;OSD-379:FLT3
GC	REACTOME_TIE2_SIGNALING	3	OSD-168,OSD-379,OSD-463	5	0.010772285788222122	6	OSD-463:GC7;OSD-168:GC5;OSD-168:GC4;OSD-379:GC5;OSD-379:GC6
FLT	REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	3	OSD-245,OSD-379,OSD-48	3	0.01085505690479668	10	OSD-379:FLT0;OSD-48:FLT2;OSD-245:FLT2
FLT	REACTOME_RNA_POL_III_CHAIN_ELONGATION	3	OSD-168,OSD-463,OSD-48	3	0.011078047491293316	6	OSD-48:FLT3;OSD-463:FLT1;OSD-168:FLT2
GC	REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	3	OSD-168,OSD-245,OSD-48	3	0.011501178409012536	10	OSD-245:GC3;OSD-168:GC3;OSD-48:GC6
GC	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	3	OSD-137,OSD-168,OSD-245	3	0.012219666874561377	6	OSD-168:GC3;OSD-245:GC2;OSD-137:GC2
GC	REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	3	OSD-245,OSD-379,OSD-48	3	0.012337204958723381	8	OSD-245:GC5;OSD-379:GC6;OSD-48:GC3
FLT	REACTOME_MUSCLE_CONTRACTION	3	OSD-137,OSD-379,OSD-48	3	0.012566582978519161	8	OSD-379:FLT6;OSD-48:FLT7;OSD-137:FLT8
FLT	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	3	OSD-379,OSD-463,OSD-48	3	0.013353928688395014	9	OSD-379:FLT3;OSD-48:FLT3;OSD-463:FLT2
FLT	REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	3	OSD-168,OSD-245,OSD-463	3	0.013432395804747782	7	OSD-168:FLT4;OSD-463:FLT4;OSD-245:FLT1
FLT	REACTOME_METABOLISM_OF_POLYAMINES	3	OSD-137,OSD-168,OSD-245	3	0.014737400136092137	5	OSD-137:FLT3;OSD-168:FLT4;OSD-245:FLT3
GC	REACTOME_CA_DEPENDENT_EVENTS	3	OSD-168,OSD-379,OSD-48	3	0.015034695555713266	8	OSD-48:GC3;OSD-168:GC5;OSD-379:GC5
FLT	REACTOME_NOD1_2_SIGNALING_PATHWAY	3	OSD-137,OSD-168,OSD-245	4	0.015062167573958956	9	OSD-245:FLT3;OSD-168:FLT2;OSD-245:FLT1;OSD-137:FLT4
FLT	REACTOME_CELL_JUNCTION_ORGANIZATION	3	OSD-379,OSD-463,OSD-48	3	0.015164771540805559	11	OSD-379:FLT6;OSD-463:FLT4;OSD-48:FLT7
FLT	REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	3	OSD-168,OSD-245,OSD-463	3	0.015337598953775297	6	OSD-463:FLT2;OSD-168:FLT4;OSD-245:FLT3
GC	REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	3	OSD-137,OSD-168,OSD-245	4	0.015750196602737864	6	OSD-245:GC2;OSD-168:GC3;OSD-137:GC1;OSD-137:GC2
FLT	REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	3	OSD-379,OSD-463,OSD-48	3	0.01575157154711329	7	OSD-48:FLT5;OSD-463:FLT2;OSD-379:FLT5
FLT	REACTOME_G1_PHASE	3	OSD-379,OSD-463,OSD-48	3	0.01614230778363242	11	OSD-463:FLT1;OSD-379:FLT3;OSD-48:FLT5
GC	REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	3	OSD-379,OSD-463,OSD-48	3	0.016157866772276045	6	OSD-379:GC5;OSD-463:GC4;OSD-48:GC2
FLT	REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	3	OSD-168,OSD-245,OSD-463	3	0.016551356987043395	5	OSD-463:FLT2;OSD-245:FLT7;OSD-168:FLT5
