gene_id	flt_cluster	gc_cluster	procrustes_latent_shift
ENSMUSG00000040022	4	4	1.5300738590166931
ENSMUSG00000038047	4	7	1.5810300622291533
ENSMUSG00000068506	0	0	0.43841443149948217
ENSMUSG00000067767	0	0	0.43841443149948217
ENSMUSG00000029564	1	1	0.6238827197061679
ENSMUSG00000055298	0	0	0.43841443149948217
ENSMUSG00000046913	0	0	0.43841443149948217
ENSMUSG00000087115	0	0	0.43841443149948217
ENSMUSG00000038155	13	2	1.722802644524872
ENSMUSG00000045917	12	10	1.0363592439175597
ENSMUSG00000040855	3	5	1.1051868583128395
ENSMUSG00000009549	7	4	1.4539475347987256
ENSMUSG00000027715	10	2	1.1224441089840693
ENSMUSG00000047030	12	6	1.4006947966626084
ENSMUSG00000026034	3	5	1.4220608020008938
ENSMUSG00000090141	0	0	0.43841443149948217
ENSMUSG00000020419	2	1	0.9911207774808088
ENSMUSG00000041741	4	7	1.1735526590930814
