term	reactome_id	name	url	n_genes
R-MMU-5576891_CARDIAC_CONDUCTION	R-MMU-5576891	Cardiac conduction	https://reactome.org/PathwayBrowser/#/R-MMU-5576891	100
R-MMU-5576892_PHASE_0_RAPID_DEPOLARISATION	R-MMU-5576892	Phase 0 - rapid depolarisation	https://reactome.org/PathwayBrowser/#/R-MMU-5576892	8
R-MMU-5576893_PHASE_2_PLATEAU_PHASE	R-MMU-5576893	Phase 2 - plateau phase	https://reactome.org/PathwayBrowser/#/R-MMU-5576893	14
R-MMU-5576894_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	R-MMU-5576894	Phase 1 - inactivation of fast Na+ channels	https://reactome.org/PathwayBrowser/#/R-MMU-5576894	7
R-MMU-5578749_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	R-MMU-5578749	Transcriptional regulation by small RNAs	https://reactome.org/PathwayBrowser/#/R-MMU-5578749	4
R-MMU-5578768_PHYSIOLOGICAL_FACTORS	R-MMU-5578768	Physiological factors	https://reactome.org/PathwayBrowser/#/R-MMU-5578768	7
R-MMU-5578775_ION_HOMEOSTASIS	R-MMU-5578775	Ion homeostasis	https://reactome.org/PathwayBrowser/#/R-MMU-5578775	52
R-MMU-5607761_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	R-MMU-5607761	Dectin-1 mediated noncanonical NF-kB signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5607761	45
R-MMU-5607763_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	R-MMU-5607763	CLEC7A (Dectin-1) induces NFAT activation	https://reactome.org/PathwayBrowser/#/R-MMU-5607763	8
R-MMU-5607764_CLEC7A_DECTIN_1_SIGNALING	R-MMU-5607764	CLEC7A (Dectin-1) signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5607764	79
R-MMU-561048_ORGANIC_ANION_TRANSPORT_BY_SLC22_TRANSPORTERS	R-MMU-561048	Organic anion transport by SLC22 transporters	https://reactome.org/PathwayBrowser/#/R-MMU-561048	4
R-MMU-5610780_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	R-MMU-5610780	Degradation of GLI1 by the proteasome	https://reactome.org/PathwayBrowser/#/R-MMU-5610780	43
R-MMU-5610785_GLI3_IS_PROCESSED_TO_GLI3R_BY_THE_PROTEASOME	R-MMU-5610785	GLI3 is processed to GLI3R by the proteasome	https://reactome.org/PathwayBrowser/#/R-MMU-5610785	45
R-MMU-5610787_HEDGEHOG_OFF_STATE	R-MMU-5610787	Hedgehog 'off' state	https://reactome.org/PathwayBrowser/#/R-MMU-5610787	95
R-MMU-5617833_CILIUM_ASSEMBLY	R-MMU-5617833	Cilium Assembly	https://reactome.org/PathwayBrowser/#/R-MMU-5617833	195
R-MMU-5620912_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	R-MMU-5620912	Anchoring of the basal body to the plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-5620912	95
R-MMU-5620916_VXPX_CARGO_TARGETING_TO_CILIUM	R-MMU-5620916	VxPx cargo-targeting to cilium	https://reactome.org/PathwayBrowser/#/R-MMU-5620916	20
R-MMU-5620920_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	R-MMU-5620920	Cargo trafficking to the periciliary membrane	https://reactome.org/PathwayBrowser/#/R-MMU-5620920	66
R-MMU-5620922_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	R-MMU-5620922	BBSome-mediated cargo-targeting to cilium	https://reactome.org/PathwayBrowser/#/R-MMU-5620922	23
R-MMU-5620924_INTRAFLAGELLAR_TRANSPORT	R-MMU-5620924	Intraflagellar transport	https://reactome.org/PathwayBrowser/#/R-MMU-5620924	55
R-MMU-5620971_PYROPTOSIS	R-MMU-5620971	Pyroptosis	https://reactome.org/PathwayBrowser/#/R-MMU-5620971	22
R-MMU-5621480_DECTIN_2_FAMILY	R-MMU-5621480	Dectin-2 family	https://reactome.org/PathwayBrowser/#/R-MMU-5621480	8
R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	R-MMU-5621481	C-type lectin receptors (CLRs)	https://reactome.org/PathwayBrowser/#/R-MMU-5621481	98
R-MMU-5621575_CD209_DC_SIGN_SIGNALING	R-MMU-5621575	CD209 (DC-SIGN) signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5621575	17
R-MMU-5624138_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	R-MMU-5624138	Trafficking of myristoylated proteins to the cilium	https://reactome.org/PathwayBrowser/#/R-MMU-5624138	4
R-MMU-5624958_ARL13B_MEDIATED_CILIARY_TRAFFICKING_OF_INPP5E	R-MMU-5624958	ARL13B-mediated ciliary trafficking of INPP5E	https://reactome.org/PathwayBrowser/#/R-MMU-5624958	3
R-MMU-5625740_RHO_GTPASES_ACTIVATE_PKNS	R-MMU-5625740	RHO GTPases activate PKNs	https://reactome.org/PathwayBrowser/#/R-MMU-5625740	22
R-MMU-5625886_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	R-MMU-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	https://reactome.org/PathwayBrowser/#/R-MMU-5625886	3
R-MMU-5625900_RHO_GTPASES_ACTIVATE_CIT	R-MMU-5625900	RHO GTPases activate CIT	https://reactome.org/PathwayBrowser/#/R-MMU-5625900	7
R-MMU-5625970_RHO_GTPASES_ACTIVATE_KTN1	R-MMU-5625970	RHO GTPases activate KTN1	https://reactome.org/PathwayBrowser/#/R-MMU-5625970	11
R-MMU-5626467_RHO_GTPASES_ACTIVATE_IQGAPS	R-MMU-5626467	RHO GTPases activate IQGAPs	https://reactome.org/PathwayBrowser/#/R-MMU-5626467	29
R-MMU-5626978_TNFR1_MEDIATED_CERAMIDE_PRODUCTION	R-MMU-5626978	TNFR1-mediated ceramide production	https://reactome.org/PathwayBrowser/#/R-MMU-5626978	6
R-MMU-5627083_RHO_GTPASES_REGULATE_CFTR_TRAFFICKING	R-MMU-5627083	RHO GTPases regulate CFTR trafficking	https://reactome.org/PathwayBrowser/#/R-MMU-5627083	3
R-MMU-5627117_RHO_GTPASES_ACTIVATE_ROCKS	R-MMU-5627117	RHO GTPases Activate ROCKs	https://reactome.org/PathwayBrowser/#/R-MMU-5627117	5
R-MMU-5627123_RHO_GTPASES_ACTIVATE_PAKS	R-MMU-5627123	RHO GTPases activate PAKs	https://reactome.org/PathwayBrowser/#/R-MMU-5627123	23
R-MMU-5628897_TP53_REGULATES_METABOLIC_GENES	R-MMU-5628897	TP53 Regulates Metabolic Genes	https://reactome.org/PathwayBrowser/#/R-MMU-5628897	72
R-MMU-5632681_LIGAND_RECEPTOR_INTERACTIONS	R-MMU-5632681	Ligand-receptor interactions	https://reactome.org/PathwayBrowser/#/R-MMU-5632681	7
R-MMU-5632684_HEDGEHOG_ON_STATE	R-MMU-5632684	Hedgehog 'on' state	https://reactome.org/PathwayBrowser/#/R-MMU-5632684	69
R-MMU-5633007_REGULATION_OF_TP53_ACTIVITY	R-MMU-5633007	Regulation of TP53 Activity	https://reactome.org/PathwayBrowser/#/R-MMU-5633007	157
R-MMU-5633008_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	R-MMU-5633008	TP53 Regulates Transcription of Cell Death Genes	https://reactome.org/PathwayBrowser/#/R-MMU-5633008	15
R-MMU-5635838_ACTIVATION_OF_SMO	R-MMU-5635838	Activation of SMO	https://reactome.org/PathwayBrowser/#/R-MMU-5635838	13
R-MMU-5649702_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	R-MMU-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	https://reactome.org/PathwayBrowser/#/R-MMU-5649702	7
R-MMU-5651801_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	R-MMU-5651801	PCNA-Dependent Long Patch Base Excision Repair	https://reactome.org/PathwayBrowser/#/R-MMU-5651801	21
R-MMU-5652084_FRUCTOSE_METABOLISM	R-MMU-5652084	Fructose metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-5652084	7
R-MMU-5652227_FRUCTOSE_BIOSYNTHESIS	R-MMU-5652227	Fructose biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-5652227	2
R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	R-MMU-5653656	Vesicle-mediated transport	https://reactome.org/PathwayBrowser/#/R-MMU-5653656	700
R-MMU-5653890_LACTOSE_SYNTHESIS	R-MMU-5653890	Lactose synthesis	https://reactome.org/PathwayBrowser/#/R-MMU-5653890	3
R-MMU-5654219_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1	R-MMU-5654219	Phospholipase C-mediated cascade: FGFR1	https://reactome.org/PathwayBrowser/#/R-MMU-5654219	16
R-MMU-5654221_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	R-MMU-5654221	Phospholipase C-mediated cascade; FGFR2	https://reactome.org/PathwayBrowser/#/R-MMU-5654221	17
R-MMU-5654227_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR3	R-MMU-5654227	Phospholipase C-mediated cascade; FGFR3	https://reactome.org/PathwayBrowser/#/R-MMU-5654227	13
R-MMU-5654228_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	R-MMU-5654228	Phospholipase C-mediated cascade; FGFR4	https://reactome.org/PathwayBrowser/#/R-MMU-5654228	15
R-MMU-5654687_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	R-MMU-5654687	Downstream signaling of activated FGFR1	https://reactome.org/PathwayBrowser/#/R-MMU-5654687	30
R-MMU-5654688_SHC_MEDIATED_CASCADE_FGFR1	R-MMU-5654688	SHC-mediated cascade:FGFR1	https://reactome.org/PathwayBrowser/#/R-MMU-5654688	20
R-MMU-5654689_PI_3K_CASCADE_FGFR1	R-MMU-5654689	PI-3K cascade:FGFR1	https://reactome.org/PathwayBrowser/#/R-MMU-5654689	21
R-MMU-5654693_FRS_MEDIATED_FGFR1_SIGNALING	R-MMU-5654693	FRS-mediated FGFR1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654693	22
R-MMU-5654695_PI_3K_CASCADE_FGFR2	R-MMU-5654695	PI-3K cascade:FGFR2	https://reactome.org/PathwayBrowser/#/R-MMU-5654695	22
R-MMU-5654696_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	R-MMU-5654696	Downstream signaling of activated FGFR2	https://reactome.org/PathwayBrowser/#/R-MMU-5654696	28
R-MMU-5654699_SHC_MEDIATED_CASCADE_FGFR2	R-MMU-5654699	SHC-mediated cascade:FGFR2	https://reactome.org/PathwayBrowser/#/R-MMU-5654699	21
R-MMU-5654700_FRS_MEDIATED_FGFR2_SIGNALING	R-MMU-5654700	FRS-mediated FGFR2 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654700	23
R-MMU-5654704_SHC_MEDIATED_CASCADE_FGFR3	R-MMU-5654704	SHC-mediated cascade:FGFR3	https://reactome.org/PathwayBrowser/#/R-MMU-5654704	17
R-MMU-5654706_FRS_MEDIATED_FGFR3_SIGNALING	R-MMU-5654706	FRS-mediated FGFR3 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654706	19
R-MMU-5654708_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	R-MMU-5654708	Downstream signaling of activated FGFR3	https://reactome.org/PathwayBrowser/#/R-MMU-5654708	24
R-MMU-5654710_PI_3K_CASCADE_FGFR3	R-MMU-5654710	PI-3K cascade:FGFR3	https://reactome.org/PathwayBrowser/#/R-MMU-5654710	18
R-MMU-5654712_FRS_MEDIATED_FGFR4_SIGNALING	R-MMU-5654712	FRS-mediated FGFR4 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654712	21
R-MMU-5654716_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	R-MMU-5654716	Downstream signaling of activated FGFR4	https://reactome.org/PathwayBrowser/#/R-MMU-5654716	26
R-MMU-5654719_SHC_MEDIATED_CASCADE_FGFR4	R-MMU-5654719	SHC-mediated cascade:FGFR4	https://reactome.org/PathwayBrowser/#/R-MMU-5654719	19
R-MMU-5654720_PI_3K_CASCADE_FGFR4	R-MMU-5654720	PI-3K cascade:FGFR4	https://reactome.org/PathwayBrowser/#/R-MMU-5654720	20
R-MMU-5654726_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	R-MMU-5654726	Negative regulation of FGFR1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654726	33
R-MMU-5654727_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	R-MMU-5654727	Negative regulation of FGFR2 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654727	34
R-MMU-5654732_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	R-MMU-5654732	Negative regulation of FGFR3 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654732	30
R-MMU-5654733_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	R-MMU-5654733	Negative regulation of FGFR4 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5654733	32
R-MMU-5654736_SIGNALING_BY_FGFR1	R-MMU-5654736	Signaling by FGFR1	https://reactome.org/PathwayBrowser/#/R-MMU-5654736	51
R-MMU-5654738_SIGNALING_BY_FGFR2	R-MMU-5654738	Signaling by FGFR2	https://reactome.org/PathwayBrowser/#/R-MMU-5654738	62
R-MMU-5654741_SIGNALING_BY_FGFR3	R-MMU-5654741	Signaling by FGFR3	https://reactome.org/PathwayBrowser/#/R-MMU-5654741	40
R-MMU-5654743_SIGNALING_BY_FGFR4	R-MMU-5654743	Signaling by FGFR4	https://reactome.org/PathwayBrowser/#/R-MMU-5654743	41
R-MMU-5655862_TRANSLESION_SYNTHESIS_BY_POLK	R-MMU-5655862	Translesion synthesis by POLK	https://reactome.org/PathwayBrowser/#/R-MMU-5655862	18
R-MMU-5656121_TRANSLESION_SYNTHESIS_BY_POLI	R-MMU-5656121	Translesion synthesis by POLI	https://reactome.org/PathwayBrowser/#/R-MMU-5656121	18
R-MMU-5656169_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	R-MMU-5656169	Termination of translesion DNA synthesis	https://reactome.org/PathwayBrowser/#/R-MMU-5656169	33
R-MMU-5658442_REGULATION_OF_RAS_BY_GAPS	R-MMU-5658442	Regulation of RAS by GAPs	https://reactome.org/PathwayBrowser/#/R-MMU-5658442	54
R-MMU-5658623_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	R-MMU-5658623	FGFRL1 modulation of FGFR1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5658623	13
R-MMU-5660526_RESPONSE_TO_METAL_IONS	R-MMU-5660526	Response to metal ions	https://reactome.org/PathwayBrowser/#/R-MMU-5660526	2
R-MMU-5660668_CLEC7A_INFLAMMASOME_PATHWAY	R-MMU-5660668	CLEC7A/inflammasome pathway	https://reactome.org/PathwayBrowser/#/R-MMU-5660668	4
R-MMU-5661231_METALLOTHIONEINS_BIND_METALS	R-MMU-5661231	Metallothioneins bind metals	https://reactome.org/PathwayBrowser/#/R-MMU-5661231	2
R-MMU-5661270_FORMATION_OF_XYLULOSE_5_PHOSPHATE	R-MMU-5661270	Formation of xylulose-5-phosphate	https://reactome.org/PathwayBrowser/#/R-MMU-5661270	5
R-MMU-5662702_MELANIN_BIOSYNTHESIS	R-MMU-5662702	Melanin biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-5662702	5
R-MMU-5663213_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	R-MMU-5663213	RHO GTPases Activate WASPs and WAVEs	https://reactome.org/PathwayBrowser/#/R-MMU-5663213	33
R-MMU-5663220_RHO_GTPASES_ACTIVATE_FORMINS	R-MMU-5663220	RHO GTPases Activate Formins	https://reactome.org/PathwayBrowser/#/R-MMU-5663220	132
R-MMU-5666185_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS	R-MMU-5666185	RHO GTPases Activate Rhotekin and Rhophilins	https://reactome.org/PathwayBrowser/#/R-MMU-5666185	5
R-MMU-5668541_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	R-MMU-5668541	TNFR2 non-canonical NF-kB pathway	https://reactome.org/PathwayBrowser/#/R-MMU-5668541	85
R-MMU-5668599_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	R-MMU-5668599	RHO GTPases Activate NADPH Oxidases	https://reactome.org/PathwayBrowser/#/R-MMU-5668599	23
R-MMU-5669034_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	R-MMU-5669034	TNFs bind their physiological receptors	https://reactome.org/PathwayBrowser/#/R-MMU-5669034	26
R-MMU-5673000_RAF_ACTIVATION	R-MMU-5673000	RAF activation	https://reactome.org/PathwayBrowser/#/R-MMU-5673000	35
R-MMU-5673001_RAF_MAP_KINASE_CASCADE	R-MMU-5673001	RAF/MAP kinase cascade	https://reactome.org/PathwayBrowser/#/R-MMU-5673001	253
R-MMU-5674135_MAP2K_AND_MAPK_ACTIVATION	R-MMU-5674135	MAP2K and MAPK activation	https://reactome.org/PathwayBrowser/#/R-MMU-5674135	39
R-MMU-5674499_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	R-MMU-5674499	Negative feedback regulation of MAPK pathway	https://reactome.org/PathwayBrowser/#/R-MMU-5674499	6
R-MMU-5675221_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	R-MMU-5675221	Negative regulation of MAPK pathway	https://reactome.org/PathwayBrowser/#/R-MMU-5675221	43
R-MMU-5675482_REGULATION_OF_NECROPTOTIC_CELL_DEATH	R-MMU-5675482	Regulation of necroptotic cell death	https://reactome.org/PathwayBrowser/#/R-MMU-5675482	32
R-MMU-5676590_NIK_NONCANONICAL_NF_KB_SIGNALING	R-MMU-5676590	NIK-->noncanonical NF-kB signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5676590	45
R-MMU-5676594_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	R-MMU-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	https://reactome.org/PathwayBrowser/#/R-MMU-5676594	17
R-MMU-5676934_PROTEIN_REPAIR	R-MMU-5676934	Protein repair	https://reactome.org/PathwayBrowser/#/R-MMU-5676934	6
R-MMU-5682910_LGI_ADAM_INTERACTIONS	R-MMU-5682910	LGI-ADAM interactions	https://reactome.org/PathwayBrowser/#/R-MMU-5682910	14
R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	R-MMU-5683057	MAPK family signaling cascades	https://reactome.org/PathwayBrowser/#/R-MMU-5683057	283
R-MMU-5683826_SURFACTANT_METABOLISM	R-MMU-5683826	Surfactant metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-5683826	22
R-MMU-5684264_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	R-MMU-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	https://reactome.org/PathwayBrowser/#/R-MMU-5684264	14
R-MMU-5684996_MAPK1_MAPK3_SIGNALING	R-MMU-5684996	MAPK1/MAPK3 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5684996	259
R-MMU-5685938_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	R-MMU-5685938	HDR through Single Strand Annealing (SSA)	https://reactome.org/PathwayBrowser/#/R-MMU-5685938	37
R-MMU-5685939_HDR_THROUGH_MMEJ_ALT_NHEJ	R-MMU-5685939	HDR through MMEJ (alt-NHEJ)	https://reactome.org/PathwayBrowser/#/R-MMU-5685939	12
R-MMU-5685942_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	R-MMU-5685942	HDR through Homologous Recombination (HRR)	https://reactome.org/PathwayBrowser/#/R-MMU-5685942	59
R-MMU-5686938_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	R-MMU-5686938	Regulation of TLR by endogenous ligand	https://reactome.org/PathwayBrowser/#/R-MMU-5686938	21
R-MMU-5687128_MAPK6_MAPK4_SIGNALING	R-MMU-5687128	MAPK6/MAPK4 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-5687128	61
R-MMU-5688426_DEUBIQUITINATION	R-MMU-5688426	Deubiquitination	https://reactome.org/PathwayBrowser/#/R-MMU-5688426	240
R-MMU-5689603_UCH_PROTEINASES	R-MMU-5689603	UCH proteinases	https://reactome.org/PathwayBrowser/#/R-MMU-5689603	84
R-MMU-5689877_JOSEPHIN_DOMAIN_DUBS	R-MMU-5689877	Josephin domain DUBs	https://reactome.org/PathwayBrowser/#/R-MMU-5689877	12
R-MMU-5689880_UB_SPECIFIC_PROCESSING_PROTEASES	R-MMU-5689880	Ub-specific processing proteases	https://reactome.org/PathwayBrowser/#/R-MMU-5689880	170
R-MMU-5689896_OVARIAN_TUMOR_DOMAIN_PROTEASES	R-MMU-5689896	Ovarian tumor domain proteases	https://reactome.org/PathwayBrowser/#/R-MMU-5689896	33
R-MMU-5689901_METALLOPROTEASE_DUBS	R-MMU-5689901	Metalloprotease DUBs	https://reactome.org/PathwayBrowser/#/R-MMU-5689901	39
R-MMU-5690714_CD22_MEDIATED_BCR_REGULATION	R-MMU-5690714	CD22 mediated BCR regulation	https://reactome.org/PathwayBrowser/#/R-MMU-5690714	108
R-MMU-5693532_DNA_DOUBLE_STRAND_BREAK_REPAIR	R-MMU-5693532	DNA Double-Strand Break Repair	https://reactome.org/PathwayBrowser/#/R-MMU-5693532	168
R-MMU-5693537_RESOLUTION_OF_D_LOOP_STRUCTURES	R-MMU-5693537	Resolution of D-Loop Structures	https://reactome.org/PathwayBrowser/#/R-MMU-5693537	34
R-MMU-5693538_HOMOLOGY_DIRECTED_REPAIR	R-MMU-5693538	Homology Directed Repair	https://reactome.org/PathwayBrowser/#/R-MMU-5693538	137
R-MMU-5693548_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	R-MMU-5693548	Sensing of DNA Double Strand Breaks	https://reactome.org/PathwayBrowser/#/R-MMU-5693548	7
R-MMU-5693565_RECRUITMENT_AND_ATM_MEDIATED_PHOSPHORYLATION_OF_REPAIR_AND_SIGNALING_PROTEINS_AT_DNA_DOUBLE_STRAND_BREAKS	R-MMU-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	https://reactome.org/PathwayBrowser/#/R-MMU-5693565	77
R-MMU-5693567_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_OR_SINGLE_STRAND_ANNEALING_SSA	R-MMU-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	https://reactome.org/PathwayBrowser/#/R-MMU-5693567	131
R-MMU-5693568_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_HOLLIDAY_JUNCTION_INTERMEDIATES	R-MMU-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	https://reactome.org/PathwayBrowser/#/R-MMU-5693568	34
R-MMU-5693571_NONHOMOLOGOUS_END_JOINING_NHEJ	R-MMU-5693571	Nonhomologous End-Joining (NHEJ)	https://reactome.org/PathwayBrowser/#/R-MMU-5693571	67
R-MMU-5693579_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	R-MMU-5693579	Homologous DNA Pairing and Strand Exchange	https://reactome.org/PathwayBrowser/#/R-MMU-5693579	26
R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	R-MMU-5693606	DNA Double Strand Break Response	https://reactome.org/PathwayBrowser/#/R-MMU-5693606	79
R-MMU-5693607_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	R-MMU-5693607	Processing of DNA double-strand break ends	https://reactome.org/PathwayBrowser/#/R-MMU-5693607	96
R-MMU-5693616_PRESYNAPTIC_PHASE_OF_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	R-MMU-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	https://reactome.org/PathwayBrowser/#/R-MMU-5693616	23
R-MMU-5694530_CARGO_CONCENTRATION_IN_THE_ER	R-MMU-5694530	Cargo concentration in the ER	https://reactome.org/PathwayBrowser/#/R-MMU-5694530	32
R-MMU-5696394_DNA_DAMAGE_RECOGNITION_IN_GG_NER	R-MMU-5696394	DNA Damage Recognition in GG-NER	https://reactome.org/PathwayBrowser/#/R-MMU-5696394	39
R-MMU-5696395_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	R-MMU-5696395	Formation of Incision Complex in GG-NER	https://reactome.org/PathwayBrowser/#/R-MMU-5696395	44
R-MMU-5696397_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	R-MMU-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	https://reactome.org/PathwayBrowser/#/R-MMU-5696397	23
R-MMU-5696398_NUCLEOTIDE_EXCISION_REPAIR	R-MMU-5696398	Nucleotide Excision Repair	https://reactome.org/PathwayBrowser/#/R-MMU-5696398	107
R-MMU-5696399_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	R-MMU-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	https://reactome.org/PathwayBrowser/#/R-MMU-5696399	82
R-MMU-5696400_DUAL_INCISION_IN_GG_NER	R-MMU-5696400	Dual Incision in GG-NER	https://reactome.org/PathwayBrowser/#/R-MMU-5696400	42
R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	R-MMU-597592	Post-translational protein modification	https://reactome.org/PathwayBrowser/#/R-MMU-597592	1349
R-MMU-606279_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	R-MMU-606279	Deposition of new CENPA-containing nucleosomes at the centromere	https://reactome.org/PathwayBrowser/#/R-MMU-606279	80
R-MMU-611105_RESPIRATORY_ELECTRON_TRANSPORT	R-MMU-611105	Respiratory electron transport	https://reactome.org/PathwayBrowser/#/R-MMU-611105	137
R-MMU-622312_INFLAMMASOMES	R-MMU-622312	Inflammasomes	https://reactome.org/PathwayBrowser/#/R-MMU-622312	14
R-MMU-622323_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	R-MMU-622323	Presynaptic nicotinic acetylcholine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-622323	12
R-MMU-622327_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	R-MMU-622327	Postsynaptic nicotinic acetylcholine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-622327	14
R-MMU-629587_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	R-MMU-629587	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	https://reactome.org/PathwayBrowser/#/R-MMU-629587	7
R-MMU-629594_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	R-MMU-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-629594	11
R-MMU-629597_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	R-MMU-629597	Highly calcium permeable nicotinic acetylcholine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-629597	9
